family	go_id	aspect	evidence	ancestral_node	loss_node	gain_confirmed	n_members_affected	n_subfamilies	subfamilies	loss_date
PTHR10196	GO:0004370	F	IRD	PTN000023392	PTN000023215	true	10	1	PTHR10196:SF57	20241119
PTHR10196	GO:0004370	F	IRD	PTN000023392	PTN000023530	true	5	1	PTHR10196:SF93	20250326
PTHR10196	GO:0004370	F	IRD	PTN000023392	PTN000810447	true	2	1	PTHR10196:SF67	20241119
PTHR10196	GO:0004370	F	IRD	PTN000023392	PTN000023432	true	0	0		20250326
PTHR10196	GO:0004856	F	IKR	PTN000023215	PTN000023584	true	0	0		20250326
PTHR10196	GO:0005829	C	IRD	PTN000023392	PTN000023394	true	17	6	PTHR10196:SF46;PTHR10196:SF53;PTHR10196:SF56;PTHR10196:SF68;PTHR10196:SF69;PTHR10196:SF95	20241119
PTHR10196	GO:0005997	P	IRD	PTN000023215	PTN000023584	true	0	0		20250326
PTHR10196	GO:0006071	P	IRD	PTN000023394	PTN002565401	true	0	0		20240314
PTHR10196	GO:0006641	P	IRD	PTN000023394	PTN002565401	true	0	0		20230405
PTHR10196	GO:0046167	P	IRD	PTN000023394	PTN002565401	true	0	0		20241119
PTHR10199	GO:0005201	F	IRD	PTN000810694	PTN008302761	true	0	0		20260218
PTHR10199	GO:0031012	C	IRD	PTN000810635	PTN008302761	true	0	0		20250902
PTHR10210	GO:0002189	C	IRD	PTN000025022	PTN000025038	true	0	0		20240516
PTHR10210	GO:0004749	F	IRD	PTN000025022	PTN008303105	true	10	2	PTHR10210:SF28;PTHR10210:SF29	20260528
PTHR10223	GO:0008540	C	IRD	PTN000027362	PTN004140198	true	0	0		20210602
PTHR10223	GO:0031593	F	IRD	PTN000027362	PTN004140198	true	0	0		20210602
PTHR10223	GO:0043161	P	IRD	PTN000027362	PTN004140198	true	0	0		20250902
PTHR10252	GO:0008623	C	IRD	PTN000028720	PTN000813347	true	0	0		20240301
PTHR10252	GO:0008623	C	IRD	PTN000028720	PTN000813320	true	4	1	PTHR10252:SF79	20191021
PTHR10285	GO:0004849	F	IRD	PTN001616707	PTN008496869	true	8	0		20260528
PTHR10288	GO:0005634	C	IRD	PTN000032600	PTN002568487	true	0	0		20260528
PTHR10288	GO:0005634	C	IRD	PTN000032600	PTN000033020	true	0	0		20260528
PTHR10292	GO:0006898	P	IRD	PTN000033442	PTN000816052	true	0	0		20241119
PTHR10292	GO:0032051	F	IRD	PTN000033442	PTN000816052	true	0	0		20180305
PTHR10292	GO:0071439	C	IRD	PTN000033442	PTN000816052	true	0	0		20260528
PTHR10293	GO:0005759	C	IRD	PTN008497287	PTN008304204	true	0	0		20240301
PTHR10314	GO:0019344	P	IRD	PTN000034104	PTN000741516	true	3	0		20260528
PTHR10314	GO:0019344	P	IRD	PTN000034104	PTN000034668	true	0	0		20260528
PTHR10351	GO:0005829	C	IRD	PTN000039173	PTN002570413	true	0	0		20190114
PTHR10351	GO:0005854	C	IRD	PTN000039173	PTN002570413	true	0	0		20230109
PTHR10352	GO:0003743	F	IRD	PTN008943764	PTN002769471	true	0	0		20260316
PTHR10352	GO:0005852	C	IRD	PTN008943764	PTN002769471	true	0	0		20260316
PTHR10352	GO:0006413	P	IRD	PTN008943764	PTN002769471	true	0	0		20260316
PTHR10353	GO:0008422	F	IRD	PTN000039458	PTN008498319	true	3	1	PTHR10353:SF209	20260528
PTHR10353	GO:0008422	F	IRD	PTN000039458	PTN000039463	true	0	0		20260528
PTHR10357	GO:0009313	P	IRD	PTN000040102	PTN000820349	true	0	0		20221006
PTHR10404	GO:0004180	F	IRD	PTN000044792	PTN002572070	true	0	0		20250902
PTHR10404	GO:0004180	F	IRD	PTN000044792	PTN008499203	true	11	2	PTHR10404:SF26;PTHR10404:SF33	20260508
PTHR10443	GO:0016805	F	IKR	PTN000047862	PTN000047842	true	0	0		20250411
PTHR10443	GO:0016805	F	IKR	PTN000047862	PTN000047776	true	3	1	PTHR10443:SF14	20260528
PTHR10454	GO:0004197	F	IRD	PTN000047947	PTN001020544	true	0	0		20241119
PTHR10454	GO:0004197	F	IRD	PTN000047947	PTN000968904	true	0	0		20241119
PTHR10454	GO:0004197	F	IRD	PTN000047947	PTN000968897	true	0	0		20241119
PTHR10454	GO:0004197	F	IRD	PTN000047947	PTN002572970	true	0	0		20241119
PTHR10454	GO:0004197	F	IRD	PTN000047947	PTN000825144	true	0	0		20241119
PTHR10454	GO:0004197	F	IRD	PTN000047947	PTN000825132	true	0	0		20241119
PTHR10454	GO:0004197	F	IRD	PTN000047947	PTN000825139	true	0	0		20241119
PTHR10454	GO:0006915	P	IRD	PTN000047947	PTN001020544	true	0	0		20251218
PTHR10454	GO:0006915	P	IRD	PTN000047947	PTN000968904	true	0	0		20251218
PTHR10454	GO:0006915	P	IRD	PTN000047947	PTN000968897	true	0	0		20251218
PTHR10454	GO:0006915	P	IRD	PTN000047947	PTN002572970	true	0	0		20251218
PTHR10454	GO:0006915	P	IRD	PTN000047947	PTN000825144	true	0	0		20251218
PTHR10454	GO:0006915	P	IRD	PTN000047947	PTN000825132	true	0	0		20251218
PTHR10454	GO:0006915	P	IRD	PTN000047947	PTN000825139	true	0	0		20251218
PTHR10543	GO:0010436	F	IRD	PTN001631894	PTN002576077	true	8	2	PTHR10543:SF43;PTHR10543:SF57	20230109
PTHR10543	GO:0016121	P	IRD	PTN001631894	PTN002576077	true	8	2	PTHR10543:SF43;PTHR10543:SF57	20211215
PTHR10574	GO:0005044	F	IRD	PTN009076277	PTN002778606	true	8	8	PTHR10574:SF233;PTHR10574:SF240;PTHR10574:SF262;PTHR10574:SF268;PTHR10574:SF270;PTHR10574:SF279;PTHR10574:SF36;PTHR10574:SF406	20250603
PTHR10574	GO:0005886	C	IRD	PTN009076277	PTN002778606	true	8	8	PTHR10574:SF233;PTHR10574:SF240;PTHR10574:SF262;PTHR10574:SF268;PTHR10574:SF270;PTHR10574:SF279;PTHR10574:SF36;PTHR10574:SF406	20260529
PTHR10574	GO:0043652	P	IRD	PTN002372116	PTN002778606	true	8	8	PTHR10574:SF233;PTHR10574:SF240;PTHR10574:SF262;PTHR10574:SF268;PTHR10574:SF270;PTHR10574:SF279;PTHR10574:SF36;PTHR10574:SF406	20250603
PTHR10584	GO:0004454	F	IKR	PTN001634026	PTN000061961	true	0	0		20250703
PTHR10584	GO:0004454	F	IKR	PTN001634026	PTN000061887	true	0	0		20250703
PTHR10584	GO:0004747	F	IRD	PTN000061929	PTN000061922	true	1	1	PTHR10584:SF157	20260528
PTHR10584	GO:0004747	F	IRD	PTN000061929	PTN000062152	true	2	1	PTHR10584:SF166	20260528
PTHR10584	GO:0005979	P	IKR	PTN001634026	PTN000061961	true	0	0		20260224
PTHR10584	GO:0005979	P	IKR	PTN001634026	PTN000061887	true	0	0		20260224
PTHR10584	GO:0006000	P	IKR	PTN001634026	PTN000061961	true	0	0		20250703
PTHR10584	GO:0006000	P	IKR	PTN001634026	PTN000061887	true	0	0		20250703
PTHR10584	GO:0016301	F	IKR	PTN001633900	PTN000061961	true	0	0		20260530
PTHR10584	GO:0016301	F	IKR	PTN001633900	PTN000061887	true	0	0		20260530
PTHR10625	GO:0000118	C	IRD	PTN000065904	PTN008492157	true	6	2	PTHR10625:SF21;PTHR10625:SF43	20250120
PTHR10625	GO:0004407	F	IRD	PTN008143312	PTN008492157	true	6	2	PTHR10625:SF21;PTHR10625:SF43	20260528
PTHR10625	GO:0040029	P	IRD	PTN008143312	PTN008492157	true	6	2	PTHR10625:SF21;PTHR10625:SF43	20250902
PTHR10631	GO:0160104	F	IRD	PTN000066880	PTN000066953	true	4	1	PTHR10631:SF1	20260528
PTHR10638	GO:0008131	F	IRD	PTN000067313	PTN000067358	true	6	1	PTHR10638:SF23	20260528
PTHR10638	GO:0009753	P	IRD	PTN001319266	PTN004175579	true	0	0		20260528
PTHR10644	GO:0000398	P	IRD	PTN000068443	PTN002579197	true	0	0		20241119
PTHR10644	GO:0005686	C	IRD	PTN000068443	PTN002579197	true	0	0		20230302
PTHR10644	GO:0006281	P	IRD	PTN000068364	PTN001639107	true	0	0		20230602
PTHR10644	GO:0030620	F	IRD	PTN000068443	PTN002579197	true	0	0		20230302
PTHR10644	GO:0035861	C	IRD	PTN000068364	PTN001639107	true	0	0		20210107
PTHR10644	GO:0043161	P	IRD	PTN000068364	PTN001639107	true	0	0		20210107
PTHR10648	GO:0005829	C	IRD	PTN000068663	PTN000068762	true	0	0		20250902
PTHR10649	GO:0000976	F	IRD	PTN004180845	PTN008502945	true	0	0		20240729
PTHR10649	GO:0004879	F	IRD	PTN004180845	PTN008502945	true	0	0		20241119
PTHR10649	GO:0006357	P	IRD	PTN004180845	PTN008502945	true	0	0		20260528
PTHR10649	GO:0034751	C	IRD	PTN004180845	PTN008502945	true	0	0		20230405
PTHR10658	GO:0008525	F	IRD	PTN000069712	PTN000838295	true	0	0		20260528
PTHR10658	GO:0031210	F	IRD	PTN000069712	PTN000838295	true	0	0		20201204
PTHR10676	GO:0060294	P	IRD	PTN000743491	PTN000072732	true	2	1	PTHR10676:SF314	20260528
PTHR10676	GO:0097729	C	IRD	PTN000743491	PTN000072732	true	2	1	PTHR10676:SF314	20260528
PTHR10680	GO:0000209	P	IRD	PTN001188366	PTN002789062	true	0	0		20230406
PTHR10680	GO:0000209	P	IRD	PTN001188366	PTN004670338	true	0	0		20230406
PTHR10680	GO:0000209	P	IRD	PTN001188366	PTN004670352	true	0	0		20230406
PTHR10680	GO:0043161	P	IRD	PTN001188366	PTN002789062	true	0	0		20190807
PTHR10680	GO:0043161	P	IRD	PTN001188366	PTN004670338	true	0	0		20190807
PTHR10680	GO:0043161	P	IRD	PTN001188366	PTN004670352	true	0	0		20190807
PTHR10680	GO:0061630	F	IRD	PTN001188366	PTN002789062	true	0	0		20260529
PTHR10680	GO:0061630	F	IRD	PTN001188366	PTN004670338	true	0	0		20260529
PTHR10680	GO:0061630	F	IRD	PTN001188366	PTN004670352	true	0	0		20260529
PTHR10681	GO:0004601	F	IRD	PTN000073790	PTN005166285	true	0	0		20251217
PTHR10681	GO:0005829	C	IRD	PTN000073790	PTN005166285	true	0	0		20251220
PTHR10681	GO:0005829	C	IRD	PTN000073874	PTN000074060	true	0	0		20251218
PTHR10681	GO:0045454	P	IRD	PTN000073790	PTN005166285	true	0	0		20251217
PTHR10698	GO:0007042	P	IKR	PTN000075631	PTN000842151	true	2	1	PTHR10698:SF0	20251105
PTHR10730	GO:0050211	F	IKR	PTN000842934	PTN002582287	true	4	1	PTHR10730:SF9	20190819
PTHR10745	GO:0004820	F	IRD	PTN000078673	PTN002473373	true	5	1	PTHR10745:SF8	20260528
PTHR10745	GO:0006426	P	IRD	PTN000078673	PTN002473373	true	5	1	PTHR10745:SF8	20251218
PTHR10763	GO:0005664	C	IRD	PTN000080057	PTN000080103	true	0	0		20230109
PTHR10807	GO:0004438	F	IRD	PTN000086845	PTN000850005	true	0	0		20241219
PTHR10807	GO:0004438	F	IRD	PTN008506586	PTN000086907	true	0	0		20260528
PTHR10807	GO:0004438	F	IRD	PTN000086845	PTN002474114	true	6	3	PTHR10807:SF109;PTHR10807:SF4;PTHR10807:SF43	20241119
PTHR10807	GO:0046856	P	IRD	PTN000086845	PTN000850005	true	0	0		20241219
PTHR10807	GO:0046856	P	IRD	PTN000086845	PTN002474114	true	6	3	PTHR10807:SF109;PTHR10807:SF4;PTHR10807:SF43	20241119
PTHR10807	GO:0106018	F	IRD	PTN008506586	PTN000086907	true	0	0		20260528
PTHR10829	GO:0030674	F	IRD	PTN009017043	PTN000070286	true	0	0		20250821
PTHR10829	GO:0033565	C	IRD	PTN000354756	PTN002914466	true	2	2	PTHR10829:SF15;PTHR10829:SF5	20200207
PTHR10829	GO:0043328	P	IRD	PTN000354756	PTN002914466	true	2	2	PTHR10829:SF15;PTHR10829:SF5	20200207
PTHR10855	GO:0008541	C	IRD	PTN000091582	PTN008955309	true	0	0		20250423
PTHR10856	GO:0016477	P	IRD	PTN008312170	PTN002586592	true	0	0		20250902
PTHR10856	GO:0030027	C	IRD	PTN008312170	PTN002586592	true	0	0		20250701
PTHR10869	GO:0016706	F	IKR	PTN008955598	PTN004202972	true	0	0		20260528
PTHR10871	GO:0005829	C	IRD	PTN000093238	PTN000093341	true	9	3	PTHR10871:SF1;PTHR10871:SF28;PTHR10871:SF8	20250902
PTHR10880	GO:0035267	C	IRD	PTN000093963	PTN000853767	true	6	4	PTHR10880:SF15;PTHR10880:SF37;PTHR10880:SF46;PTHR10880:SF47	20251127
PTHR10903	GO:0003924	F	IRD	PTN000096873	PTN001330517	true	0	0		20241211
PTHR10903	GO:0003924	F	IRD	PTN000096873	PTN007471275	true	0	0		20241211
PTHR10903	GO:0003924	F	IRD	PTN000096873	PTN004208144	true	0	0		20241211
PTHR10903	GO:0003924	F	IRD	PTN008956674	PTN000097209	true	0	0		20241211
PTHR10903	GO:0003924	F	IRD	PTN000096873	PTN004208073	true	0	0		20241211
PTHR10903	GO:0003924	F	IRD	PTN000096873	PTN002588506	true	0	0		20241211
PTHR10903	GO:0003924	F	IRD	PTN000096873	PTN008956610	true	0	0		20241211
PTHR10903	GO:0003924	F	IRD	PTN008956674	PTN004207955	true	0	0		20241211
PTHR10903	GO:0003924	F	IRD	PTN000096873	PTN008956580	true	0	0		20241211
PTHR10903	GO:0003924	F	IRD	PTN008956674	PTN007471148	true	0	0		20241211
PTHR10903	GO:0003924	F	IRD	PTN008956674	PTN007471145	true	0	0		20241211
PTHR10903	GO:0003924	F	IRD	PTN000096873	PTN004207708	true	0	0		20241211
PTHR10903	GO:0003924	F	IRD	PTN008956674	PTN008508486	true	0	0		20241211
PTHR10903	GO:0003924	F	IRD	PTN008956674	PTN004207937	true	0	0		20241211
PTHR10903	GO:0003924	F	IRD	PTN000096873	PTN007643325	true	0	0		20241211
PTHR10903	GO:0003924	F	IRD	PTN000096873	PTN007471351	true	0	0		20241211
PTHR10903	GO:0003924	F	IRD	PTN000096873	PTN008956639	true	0	0		20241211
PTHR10903	GO:0003924	F	IRD	PTN000096873	PTN007471241	true	0	0		20241211
PTHR10903	GO:0003924	F	IRD	PTN008956674	PTN000097195	true	0	0		20241211
PTHR10903	GO:0003924	F	IRD	PTN000096873	PTN004208076	true	0	0		20241211
PTHR10903	GO:0003924	F	IRD	PTN000096873	PTN002588578	true	0	0		20241211
PTHR10903	GO:0003924	F	IRD	PTN000096873	PTN002249239	true	0	0		20241211
PTHR10903	GO:0003924	F	IRD	PTN000096873	PTN000855945	true	0	0		20241211
PTHR10903	GO:0003924	F	IRD	PTN008956674	PTN007471435	true	0	0		20241211
PTHR10903	GO:0003924	F	IRD	PTN000096873	PTN008956565	true	0	0		20241211
PTHR10903	GO:0003924	F	IRD	PTN000096873	PTN004208171	true	0	0		20241211
PTHR10903	GO:0003924	F	IRD	PTN000096873	PTN008956668	true	0	0		20241211
PTHR10903	GO:0003924	F	IRD	PTN000096873	PTN008956502	true	0	0		20241211
PTHR10903	GO:0003924	F	IRD	PTN000096873	PTN007471352	true	0	0		20241211
PTHR10903	GO:0003924	F	IRD	PTN000096873	PTN008956661	true	0	0		20241211
PTHR10903	GO:0003924	F	IRD	PTN000096873	PTN007471400	true	0	0		20241211
PTHR10903	GO:0003924	F	IRD	PTN008956674	PTN004207750	true	0	0		20241211
PTHR10903	GO:0003924	F	IRD	PTN000096873	PTN008508453	true	0	0		20241211
PTHR10903	GO:0003924	F	IRD	PTN000096873	PTN008956574	true	0	0		20241211
PTHR10903	GO:0003924	F	IRD	PTN008956674	PTN007471412	true	0	0		20241211
PTHR10903	GO:0003924	F	IRD	PTN000096873	PTN000855967	true	0	0		20241211
PTHR10903	GO:0003924	F	IRD	PTN008956674	PTN008508485	true	0	0		20241211
PTHR10903	GO:0003924	F	IRD	PTN008956674	PTN004207883	true	0	0		20241211
PTHR10903	GO:0003924	F	IRD	PTN000096873	PTN007471384	true	0	0		20241211
PTHR10903	GO:0003924	F	IRD	PTN000096873	PTN002588569	true	0	0		20241211
PTHR10903	GO:0003924	F	IRD	PTN000096873	PTN000856071	true	0	0		20241211
PTHR10903	GO:0003924	F	IRD	PTN000096873	PTN004208191	true	0	0		20241211
PTHR10903	GO:0003924	F	IRD	PTN008956674	PTN000097205	true	0	0		20241211
PTHR10903	GO:0003924	F	IRD	PTN000096873	PTN001330562	true	0	0		20241211
PTHR10903	GO:0003924	F	IRD	PTN000096873	PTN000855958	true	0	0		20241211
PTHR10903	GO:0003924	F	IRD	PTN008956674	PTN007471099	true	0	0		20241211
PTHR10903	GO:0003924	F	IRD	PTN000096873	PTN002588514	true	0	0		20241211
PTHR10903	GO:0003924	F	IRD	PTN000096873	PTN008956521	true	0	0		20241211
PTHR10903	GO:0003924	F	IRD	PTN000096873	PTN001330546	true	0	0		20241211
PTHR10903	GO:0003924	F	IRD	PTN008956674	PTN004207985	true	0	0		20241211
PTHR10903	GO:0003924	F	IRD	PTN000096873	PTN000096905	true	0	0		20241211
PTHR10903	GO:0003924	F	IRD	PTN008956674	PTN007471407	true	0	0		20241211
PTHR10903	GO:0003924	F	IRD	PTN000096873	PTN004208188	true	0	0		20241211
PTHR10903	GO:0003924	F	IRD	PTN008956674	PTN007471177	true	0	0		20241211
PTHR10903	GO:0003924	F	IRD	PTN000096873	PTN007471267	true	0	0		20241211
PTHR10903	GO:0003924	F	IRD	PTN008956674	PTN008508467	true	0	0		20241211
PTHR10903	GO:0003924	F	IRD	PTN008956674	PTN004207986	true	0	0		20241211
PTHR10903	GO:0003924	F	IRD	PTN000096873	PTN007471396	true	0	0		20241211
PTHR10903	GO:0003924	F	IRD	PTN000096873	PTN008956663	true	0	0		20241211
PTHR10903	GO:0003924	F	IRD	PTN000096873	PTN008956662	true	0	0		20241211
PTHR10903	GO:0003924	F	IRD	PTN000096873	PTN007471246	true	0	0		20241211
PTHR10903	GO:0003924	F	IRD	PTN000096873	PTN007471369	true	0	0		20241211
PTHR10903	GO:0003924	F	IRD	PTN008956674	PTN001330585	true	0	0		20241211
PTHR10903	GO:0003924	F	IRD	PTN008956674	PTN000856049	true	0	0		20241211
PTHR10903	GO:0003924	F	IRD	PTN000096873	PTN004208048	true	0	0		20241211
PTHR10903	GO:0003924	F	IRD	PTN000096873	PTN004208116	true	0	0		20241211
PTHR10903	GO:0003924	F	IRD	PTN000096873	PTN007471345	true	0	0		20241211
PTHR10903	GO:0003924	F	IRD	PTN000096873	PTN008956667	true	0	0		20241211
PTHR10903	GO:0003924	F	IRD	PTN000096873	PTN007471358	true	0	0		20241211
PTHR10903	GO:0003924	F	IRD	PTN008956674	PTN004208181	true	0	0		20241211
PTHR10903	GO:0003924	F	IRD	PTN008956674	PTN008956676	true	0	0		20241211
PTHR10903	GO:0003924	F	IRD	PTN000096873	PTN008956664	true	0	0		20241211
PTHR10903	GO:0003924	F	IRD	PTN000096873	PTN008956665	true	0	0		20241211
PTHR10903	GO:0009707	C	IRD	PTN000856052	PTN004207955	true	0	0		20241211
PTHR10903	GO:0009707	C	IRD	PTN000856052	PTN007471148	true	0	0		20241211
PTHR10903	GO:0009707	C	IRD	PTN000856052	PTN007471145	true	0	0		20241211
PTHR10903	GO:0009707	C	IRD	PTN000856052	PTN004207937	true	0	0		20241211
PTHR10903	GO:0009707	C	IRD	PTN000856052	PTN004207750	true	0	0		20241211
PTHR10903	GO:0009707	C	IRD	PTN000856052	PTN008508485	true	0	0		20241211
PTHR10903	GO:0009707	C	IRD	PTN000856052	PTN004207883	true	0	0		20241211
PTHR10903	GO:0009707	C	IRD	PTN000856052	PTN007471099	true	0	0		20241211
PTHR10903	GO:0009707	C	IRD	PTN000856052	PTN007471177	true	0	0		20241211
PTHR10903	GO:0045036	P	IRD	PTN000856052	PTN004207955	true	0	0		20250902
PTHR10903	GO:0045036	P	IRD	PTN000856052	PTN007471148	true	0	0		20250902
PTHR10903	GO:0045036	P	IRD	PTN000856052	PTN007471145	true	0	0		20250902
PTHR10903	GO:0045036	P	IRD	PTN000856052	PTN004207937	true	0	0		20250902
PTHR10903	GO:0045036	P	IRD	PTN000856052	PTN004207750	true	0	0		20250902
PTHR10903	GO:0045036	P	IRD	PTN000856052	PTN008508485	true	0	0		20250902
PTHR10903	GO:0045036	P	IRD	PTN000856052	PTN004207883	true	0	0		20250902
PTHR10903	GO:0045036	P	IRD	PTN000856052	PTN007471099	true	0	0		20250902
PTHR10903	GO:0045036	P	IRD	PTN000856052	PTN007471177	true	0	0		20250902
PTHR10903	GO:0045037	P	IRD	PTN000856052	PTN004207955	true	0	0		20241211
PTHR10903	GO:0045037	P	IRD	PTN000856052	PTN007471148	true	0	0		20241211
PTHR10903	GO:0045037	P	IRD	PTN000856052	PTN007471145	true	0	0		20241211
PTHR10903	GO:0045037	P	IRD	PTN000856052	PTN004207937	true	0	0		20241211
PTHR10903	GO:0045037	P	IRD	PTN000856052	PTN004207750	true	0	0		20241211
PTHR10903	GO:0045037	P	IRD	PTN000856052	PTN008508485	true	0	0		20241211
PTHR10903	GO:0045037	P	IRD	PTN000856052	PTN004207883	true	0	0		20241211
PTHR10903	GO:0045037	P	IRD	PTN000856052	PTN007471099	true	0	0		20241211
PTHR10903	GO:0045037	P	IRD	PTN000856052	PTN007471177	true	0	0		20241211
PTHR10906	GO:0005784	C	IRD	PTN000097220	PTN008508494	true	0	0		20250411
PTHR10947	GO:0004826	F	IRD	PTN000101805	PTN000859804	true	0	0		20251127
PTHR10947	GO:0006432	P	IRD	PTN000101805	PTN000859804	true	0	0		20170228
PTHR10947	GO:0009328	C	IRD	PTN000101805	PTN000859804	true	0	0		20170228
PTHR10953	GO:0004792	F	IRD	PTN000102040	PTN000102296	true	15	1	PTHR10953:SF9	20231108
PTHR10953	GO:0004792	F	IRD	PTN000102040	PTN000102404	true	17	9	PTHR10953:SF143;PTHR10953:SF155;PTHR10953:SF169;PTHR10953:SF186;PTHR10953:SF204;PTHR10953:SF215;PTHR10953:SF226;PTHR10953:SF235;PTHR10953:SF4	20231108
PTHR10953	GO:0004792	F	IRD	PTN000102040	PTN000102239	true	11	1	PTHR10953:SF5	20231108
