gene	acc	node	go_id	aspect	evidence	negated	n_seeds	propagated	our_action	node_date
cut7	P24339	PTN001189565	GO:0000073	P	IBD	false	4	true	ACCEPT	20220121
ase1	Q9HDY1	PTN000448590	GO:1990023	C	IBD	false	3	true	ACCEPT	20230603
ase1	Q9HDY1	PTN000448590	GO:0051256	P	IBD	false	3	true	ACCEPT	20250412
mid1	P78953	PTN001853010	GO:0031106	P	IBD	false	3	true	REMOVE	20170601
mid1	P78953	PTN001853010	GO:0000281	P	IBD	false	3	true	ACCEPT	20231109
mid1	P78953	PTN001853010	GO:0005826	C	IBD	false	3	true	ACCEPT	20211111
mid1	P78953	PTN001853010	GO:0000915	P	IBD	false	2	true	ACCEPT	20170601
cdc12	Q10059	PTN001904567	GO:0110085	C	IBD	false	4	true	ACCEPT	20240618
cdc12	Q10059	PTN001904567	GO:0051017	P	IBD	false	2	true	KEEP_AS_NON_CORE	20260530
cdc12	Q10059	PTN001904567	GO:1903475	P	IBD	false	4	true	ACCEPT	20230112
cdc12	Q10059	PTN001904567	GO:0043332	C	IBD	false	3	true	MARK_AS_OVER_ANNOTATED	20180413
cdc12	Q10059	PTN005332947	GO:0051015	F	IBD	false	1	true	ACCEPT	20240618
sid2	Q09898	PTN000683254	GO:0004674	F	IBD	false	93	true	ACCEPT	20260529
sid2	Q09898	PTN000683254	GO:0035556	P	IBD	false	42	true	KEEP_AS_NON_CORE	20260529
sid2	Q09898	PTN001220075	GO:0005816	C	IBD	false	6	true	ACCEPT	20251220
sid2	Q09898	PTN008614896	GO:0000910	P	IBD	false	3	false	-	20250903
sid2	Q09898	PTN008614896	GO:0007096	P	IBD	false	1	true	MARK_AS_OVER_ANNOTATED	20250408
sid2	Q09898	PTN008614896	GO:0034973	C	IBD	false	2	true	ACCEPT	20250408
cdc7	P41892	PTN001969282	GO:0000165	P	IBD	false	3	true	MARK_AS_OVER_ANNOTATED	20250603
cdc7	P41892	PTN001969282	GO:0005829	C	IBD	false	3	false	-	20250603
cdc7	P41892	PTN004700021	GO:0007165	P	IBD	false	12	false	-	20250904
cdc7	P41892	PTN004700021	GO:0004674	F	IBD	false	12	true	ACCEPT	20250904
rad21	P30776	PTN000286904	GO:0003682	F	IBD	false	2	true	ACCEPT	20170228
rad21	P30776	PTN000286904	GO:1990414	P	IBD	false	1	true	KEEP_AS_NON_CORE	20200717
rad21	P30776	PTN000286904	GO:0007062	P	IBD	false	10	false	-	20250903
rad21	P30776	PTN000286904	GO:0008278	C	IBD	false	9	false	-	20240205
rad21	P30776	PTN000971622	GO:0007064	P	IBD	false	2	true	ACCEPT	20230110
rad21	P30776	PTN000971622	GO:0030892	C	IBD	false	2	true	ACCEPT	20240205
bub1	O94751	PTN000361607	GO:0051754	P	IBD	false	2	true	KEEP_AS_NON_CORE	20210530
bub1	O94751	PTN000361607	GO:0004672	F	IBD	false	5	true	MODIFY	20260529
bub1	O94751	PTN000361607	GO:0007094	P	IBD	false	11	false	-	20250903
bub1	O94751	PTN000361607	GO:0000776	C	IBD	false	10	false	-	20260529
bub1	O94751	PTN000361608	GO:0005634	C	IBD	false	8	true	ACCEPT	20260529
mph1	O94235	PTN000540737	GO:0004674	F	IBD	false	7	false	-	20250903
mph1	O94235	PTN000540737	GO:0007059	P	IBD	false	9	true	KEEP_AS_NON_CORE	20241120
mph1	O94235	PTN000540737	GO:0005634	C	IBD	false	8	false	-	20260601
mph1	O94235	PTN001122082	GO:0004712	F	IBD	false	2	true	ACCEPT	20250903
mph1	O94235	PTN001122082	GO:0000776	C	IBD	false	4	true	ACCEPT	20211111
mph1	O94235	PTN001122082	GO:0007094	P	IBD	false	6	true	ACCEPT	20260601
mph1	O94235	PTN001122082	GO:0033316	P	IBD	false	2	true	KEEP_AS_NON_CORE	20190308
slp1	P78972	PTN000460086	GO:0031145	P	IBD	false	14	true	ACCEPT	20230111
slp1	P78972	PTN000460086	GO:0010997	F	IBD	false	5	true	ACCEPT	20230406
slp1	P78972	PTN000460086	GO:1990757	F	IBD	false	7	true	ACCEPT	20200214
slp1	P78972	PTN000460086	GO:1905786	P	IBD	false	5	true	ACCEPT	20241120
slp1	P78972	PTN000460086	GO:0005680	C	IBD	false	5	true	ACCEPT	20250903
cut1	P18296	PTN000300670	GO:0005634	C	IBD	false	5	true	ACCEPT	20251219
cut1	P18296	PTN000300670	GO:0072686	C	IBD	false	2	true	ACCEPT	20170228
cut1	P18296	PTN000300670	GO:0005737	C	IBD	false	3	true	ACCEPT	20250903
cut1	P18296	PTN000300670	GO:0004197	F	IBD	false	1	true	ACCEPT	20170228
cut1	P18296	PTN000300670	GO:0051307	P	IBD	false	3	false	-	20170228
cut1	P18296	PTN000980533	GO:0044732	C	IBD	false	1	true	ACCEPT	20190406
cdc18	P41411	PTN000080056	GO:0003688	F	IBD	false	4	true	ACCEPT	20240304
cdc18	P41411	PTN000080056	GO:0006270	P	IBD	false	7	true	ACCEPT	20250902
cdc18	P41411	PTN000080129	GO:0005634	C	IBD	false	5	true	ACCEPT	20251218
rhp51	P36601	PTN000534635	GO:0007131	P	IBD	false	3	true	KEEP_AS_NON_CORE	20230603
rhp51	P36601	PTN000534635	GO:0000794	C	IBD	false	4	true	KEEP_AS_NON_CORE	20200809
rhp51	P36601	PTN000534635	GO:0070192	P	IBD	false	3	true	KEEP_AS_NON_CORE	20200809
rhp51	P36601	PTN001415033	GO:0003697	F	IBD	false	11	true	ACCEPT	20260601
rhp51	P36601	PTN001415033	GO:0000150	F	IBD	false	10	true	ACCEPT	20260601
rhp51	P36601	PTN001415033	GO:0003690	F	IBD	false	9	true	ACCEPT	20250903
rhp51	P36601	PTN001415033	GO:0000730	P	IBD	false	4	true	ACCEPT	20260601
rhp51	P36601	PTN001415033	GO:0042148	P	IBD	false	4	true	ACCEPT	20250903
rhp51	P36601	PTN001415033	GO:0006312	P	IBD	false	5	true	ACCEPT	20220924
rhp51	P36601	PTN001415033	GO:0008094	F	IBD	false	8	true	ACCEPT	20260601
mus81	P87231	PTN000335543	GO:0008821	F	IBD	false	2	true	ACCEPT	20250903
mus81	P87231	PTN000335543	GO:0048476	C	IBD	false	3	true	ACCEPT	20250903
mus81	P87231	PTN000335543	GO:0005634	C	IBD	false	5	false	-	20251219
mus81	P87231	PTN000335543	GO:0000712	P	IBD	false	3	true	ACCEPT	20170228
mus81	P87231	PTN000335543	GO:0031573	P	IBD	false	1	true	ACCEPT	20170228
mus81	P87231	PTN000335543	GO:0000727	P	IBD	false	1	true	KEEP_AS_NON_CORE	20170228
rqh1	Q09811	PTN000344873	GO:0043138	F	IBD	false	17	false	-	20260529
rqh1	Q09811	PTN000344873	GO:0005694	C	IBD	false	16	true	ACCEPT	20260529
rqh1	Q09811	PTN000344873	GO:0005737	C	IBD	false	6	true	REMOVE	20260529
rqh1	Q09811	PTN000344873	GO:0006281	P	IBD	false	14	false	-	20251219
rqh1	Q09811	PTN000344873	GO:0006310	P	IBD	false	13	false	-	20250903
rqh1	Q09811	PTN000344873	GO:0009378	F	IBD	false	4	false	-	20170228
rqh1	Q09811	PTN000344874	GO:0000724	P	IBD	false	7	false	-	20211216
rqh1	Q09811	PTN000344874	GO:0006260	P	IBD	false	11	true	KEEP_AS_NON_CORE	20251219
rqh1	Q09811	PTN001415789	GO:0005634	C	IBD	false	10	true	ACCEPT	20260529
