gene	acc	family	subfamily	go_id	go_label	aspect	node	n_seeds	n_seed_in_fam	same_sf	other_sf	other_subfamilies	our_action	flags
cdc2	P04551	PTHR24056	PTHR24056:SF254	GO:0000307	cyclin-dependent protein kinase holoenzyme complex	cellular_component	PTN000623980	4	4	0	4	PTHR24056:SF129;PTHR24056:SF130;PTHR24056:SF462;PTHR24056:SF521	ACCEPT	CROSS_SUBFAMILY;LOCALIZATION
cdc2	P04551	PTHR24056	PTHR24056:SF254	GO:0000086	G2/M transition of mitotic cell cycle	biological_process	PTN000623979	0	0	0	0		ACCEPT	NO_UNIPROT_SEEDS
cdc2	P04551	PTHR24056	PTHR24056:SF254	GO:0004693	cyclin-dependent protein serine/threonine kinase activity	molecular_function	PTN000623980	4	4	1	3	PTHR24056:SF129;PTHR24056:SF130;PTHR24056:SF521	ACCEPT	
cdc13	P10815	PTHR10177		GO:0005815	microtubule organizing center	cellular_component	PTN007424001	3	3	0	0		KEEP_AS_NON_CORE	LOCALIZATION;GENE_NO_SUBFAMILY
cdc13	P10815	PTHR10177		GO:0000307	cyclin-dependent protein kinase holoenzyme complex	cellular_component	PTN000019791	9	8	0	0		ACCEPT	LOCALIZATION;GENE_NO_SUBFAMILY
cdc13	P10815	PTHR10177		GO:0016538	cyclin-dependent protein serine/threonine kinase regulator activity	molecular_function	PTN000019791	5	5	0	0		ACCEPT	GENE_NO_SUBFAMILY
cdc13	P10815	PTHR10177		GO:0007089	traversing start control point of mitotic cell cycle	biological_process	PTN000808767	0	0	0	0		MARK_AS_OVER_ANNOTATED	GENE_NO_SUBFAMILY;NO_UNIPROT_SEEDS
chk1	P34208	PTHR43895	PTHR43895:SF32	GO:0005634	nucleus	cellular_component	PTN002389494	0	0	0	0		ACCEPT	LOCALIZATION;NO_UNIPROT_SEEDS
chk1	P34208	PTHR43895	PTHR43895:SF32	GO:0007095	mitotic G2 DNA damage checkpoint signaling	biological_process	PTN002389494	0	0	0	0		ACCEPT	NO_UNIPROT_SEEDS
chk1	P34208	PTHR43895	PTHR43895:SF32	GO:0035861	site of double-strand break	cellular_component	PTN002389494	0	0	0	0		ACCEPT	LOCALIZATION;NO_UNIPROT_SEEDS
chk1	P34208	PTHR43895	PTHR43895:SF32	GO:0005737	cytoplasm	cellular_component	PTN002389494	0	0	0	0		KEEP_AS_NON_CORE	LOCALIZATION;NO_UNIPROT_SEEDS
cds1	Q09170	PTHR44167	PTHR44167:SF24	GO:0005737	cytoplasm	cellular_component	PTN005196447	1	0	0	0		KEEP_AS_NON_CORE	LOCALIZATION
cds1	Q09170	PTHR44167	PTHR44167:SF24	GO:0004674	protein serine/threonine kinase activity	molecular_function	PTN005196447	2	1	1	0		ACCEPT	
cds1	Q09170	PTHR44167	PTHR44167:SF24	GO:0005634	nucleus	cellular_component	PTN005196447	2	1	1	0		ACCEPT	LOCALIZATION
cds1	Q09170	PTHR44167	PTHR44167:SF24	GO:0044773	mitotic DNA damage checkpoint signaling	biological_process	PTN005196447	1	1	1	0		MODIFY	
rad3	Q02099	PTHR11139	PTHR11139:SF125	GO:0004674	protein serine/threonine kinase activity	molecular_function	PTN000124197	5	4	0	4	PTHR11139:SF68;PTHR11139:SF69;PTHR11139:SF71	ACCEPT	CROSS_SUBFAMILY
rad3	Q02099	PTHR11139	PTHR11139:SF125	GO:0000077	DNA damage checkpoint signaling	biological_process	PTN001673376	3	1	0	1	PTHR11139:SF69	ACCEPT	CROSS_SUBFAMILY
rad3	Q02099	PTHR11139	PTHR11139:SF125	GO:0005694	chromosome	cellular_component	PTN001673376	2	1	0	1	PTHR11139:SF69	ACCEPT	CROSS_SUBFAMILY;LOCALIZATION
sty1	Q09892	PTHR24055		GO:0051403	stress-activated MAPK cascade	biological_process	PTN001172058	0	0	0	0		ACCEPT	GENE_NO_SUBFAMILY;NO_UNIPROT_SEEDS
sty1	Q09892	PTHR24055		GO:0034599	cellular response to oxidative stress	biological_process	PTN001172058	2	2	0	0		ACCEPT	GENE_NO_SUBFAMILY
sty1	Q09892	PTHR24055		GO:0007231	osmosensory signaling pathway	biological_process	PTN001172058	1	1	0	0		ACCEPT	GENE_NO_SUBFAMILY
wis1	P33886	PTHR48013	PTHR48013:SF25	GO:0000165	MAPK cascade	biological_process	PTN000684494	4	2	0	2	PTHR48013:SF12;PTHR48013:SF21	ACCEPT	CROSS_SUBFAMILY
wis1	P33886	PTHR48013	PTHR48013:SF25	GO:0071474	cellular hyperosmotic response	biological_process	PTN001220544	1	0	0	0		ACCEPT	
atf1	P52890	PTHR19304		GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	molecular_function	PTN004510459	2	2	0	0		ACCEPT	GENE_NO_SUBFAMILY
atf1	P52890	PTHR19304		GO:0005634	nucleus	cellular_component	PTN004510459	3	2	0	0		ACCEPT	LOCALIZATION;GENE_NO_SUBFAMILY
atf1	P52890	PTHR19304		GO:0006357	regulation of transcription by RNA polymerase II	biological_process	PTN004510459	2	2	0	0		ACCEPT	GENE_NO_SUBFAMILY
atf1	P52890	PTHR19304		GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	molecular_function	PTN004510459	2	2	0	0		ACCEPT	GENE_NO_SUBFAMILY
pap1	Q01663	PTHR40621	PTHR40621:SF6	GO:0000976	transcription cis-regulatory region binding	molecular_function	PTN008082960	0	0	0	0		ACCEPT	NO_UNIPROT_SEEDS
pap1	Q01663	PTHR40621	PTHR40621:SF6	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	molecular_function	PTN008082960	0	0	0	0		ACCEPT	NO_UNIPROT_SEEDS
pap1	Q01663	PTHR40621	PTHR40621:SF6	GO:0090575	RNA polymerase II transcription regulator complex	cellular_component	PTN008082960	0	0	0	0		ACCEPT	LOCALIZATION;NO_UNIPROT_SEEDS
ste11	P36631	PTHR45803	PTHR45803:SF5	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	molecular_function	PTN002910095	2	2	0	2	PTHR45803:SF1	ACCEPT	CROSS_SUBFAMILY
ste11	P36631	PTHR45803	PTHR45803:SF5	GO:0005634	nucleus	cellular_component	PTN002910095	6	6	0	6	PTHR45803:SF1;PTHR45803:SF2;PTHR45803:SF6	ACCEPT	CROSS_SUBFAMILY;LOCALIZATION
ste11	P36631	PTHR45803	PTHR45803:SF5	GO:0006357	regulation of transcription by RNA polymerase II	biological_process	PTN002910095	4	4	0	4	PTHR45803:SF1;PTHR45803:SF2	ACCEPT	CROSS_SUBFAMILY
ste11	P36631	PTHR45803	PTHR45803:SF5	GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	molecular_function	PTN002910095	1	1	0	1	PTHR45803:SF1	ACCEPT	CROSS_SUBFAMILY
ago1	O74957	PTHR22891		GO:0003727	single-stranded RNA binding	molecular_function	PTN000527276	4	4	0	0		ACCEPT	GENE_NO_SUBFAMILY
dcr1	Q09884	PTHR14950	PTHR14950:SF37	GO:0005737	cytoplasm	cellular_component	PTN000383725	1	1	1	0		KEEP_AS_NON_CORE	LOCALIZATION
dcr1	Q09884	PTHR14950	PTHR14950:SF37	GO:0003723	RNA binding	molecular_function	PTN000383725	1	1	1	0		MARK_AS_OVER_ANNOTATED	
dcr1	Q09884	PTHR14950	PTHR14950:SF37	GO:0004525	ribonuclease III activity	molecular_function	PTN000383725	1	1	1	0		ACCEPT	
dcr1	Q09884	PTHR14950	PTHR14950:SF37	GO:0005634	nucleus	cellular_component	PTN000383725	0	0	0	0		ACCEPT	LOCALIZATION;NO_UNIPROT_SEEDS
dcr1	Q09884	PTHR14950	PTHR14950:SF37	GO:0030422	siRNA processing	biological_process	PTN000383725	1	1	1	0		ACCEPT	
cnp1	Q9Y812	PTHR45810	PTHR45810:SF1	GO:0030527	structural constituent of chromatin	molecular_function	PTN008967730	3	0	0	0		ACCEPT	
cnp1	Q9Y812	PTHR45810	PTHR45810:SF1	GO:0051382	kinetochore assembly	biological_process	PTN008517672	1	1	0	1	PTHR45810:SF14	ACCEPT	CROSS_SUBFAMILY
cnp1	Q9Y812	PTHR45810	PTHR45810:SF1	GO:0000776	kinetochore	cellular_component	PTN008517672	0	0	0	0		ACCEPT	LOCALIZATION;NO_UNIPROT_SEEDS
cnp1	Q9Y812	PTHR45810	PTHR45810:SF1	GO:0031507	heterochromatin formation	biological_process	PTN008967730	0	0	0	0		MARK_AS_OVER_ANNOTATED	NO_UNIPROT_SEEDS
cnp1	Q9Y812	PTHR45810	PTHR45810:SF1	GO:0007080	mitotic metaphase chromosome alignment	biological_process	PTN008517672	0	0	0	0		KEEP_AS_NON_CORE	NO_UNIPROT_SEEDS
cnp1	Q9Y812	PTHR45810	PTHR45810:SF1	GO:0031492	nucleosomal DNA binding	molecular_function	PTN008967730	3	0	0	0		ACCEPT	
cnp1	Q9Y812	PTHR45810	PTHR45810:SF1	GO:0043505	CENP-A containing nucleosome	cellular_component	PTN008320273	0	0	0	0		ACCEPT	LOCALIZATION;NO_UNIPROT_SEEDS
cdc42	Q01112	PTHR24072		GO:0007015	actin filament organization	biological_process	PTN000632671	7	6	0	0		ACCEPT	GENE_NO_SUBFAMILY
cdc42	Q01112	PTHR24072		GO:0030010	establishment of cell polarity	biological_process	PTN008604842	1	1	0	0		ACCEPT	GENE_NO_SUBFAMILY
cdc42	Q01112	PTHR24072		GO:0006897	endocytosis	biological_process	PTN008604842	1	1	0	0		KEEP_AS_NON_CORE	GENE_NO_SUBFAMILY
cdc42	Q01112	PTHR24072		GO:0019901	protein kinase binding	molecular_function	PTN008604840	1	1	0	0		MARK_AS_OVER_ANNOTATED	GENE_NO_SUBFAMILY
pom1	Q09690	PTHR24058	PTHR24058:SF132	GO:0005737	cytoplasm	cellular_component	PTN008603465	2	2	0	2	PTHR24058:SF35;PTHR24058:SF51	KEEP_AS_NON_CORE	CROSS_SUBFAMILY;LOCALIZATION
pom1	Q09690	PTHR24058	PTHR24058:SF132	GO:0005856	cytoskeleton	cellular_component	PTN008603465	1	1	0	1	PTHR24058:SF35	REMOVE	CROSS_SUBFAMILY;LOCALIZATION
swi6	P40381	PTHR22812		GO:0031507	heterochromatin formation	biological_process	PTN000517042	2	2	0	0		ACCEPT	GENE_NO_SUBFAMILY
swi6	P40381	PTHR22812		GO:0003682	chromatin binding	molecular_function	PTN000517042	0	0	0	0		KEEP_AS_NON_CORE	GENE_NO_SUBFAMILY;NO_UNIPROT_SEEDS
swi6	P40381	PTHR22812		GO:0005721	pericentric heterochromatin	cellular_component	PTN000517042	0	0	0	0		ACCEPT	LOCALIZATION;GENE_NO_SUBFAMILY;NO_UNIPROT_SEEDS
plo1	P50528	PTHR24345	PTHR24345:SF0	GO:0004674	protein serine/threonine kinase activity	molecular_function	PTN000679870	4	4	0	4	PTHR24345:SF42;PTHR24345:SF44;PTHR24345:SF93	ACCEPT	CROSS_SUBFAMILY
plo1	P50528	PTHR24345	PTHR24345:SF0	GO:0005634	nucleus	cellular_component	PTN007795324	4	2	0	2	PTHR24345:SF42;PTHR24345:SF93	ACCEPT	CROSS_SUBFAMILY;LOCALIZATION
plo1	P50528	PTHR24345	PTHR24345:SF0	GO:0000922	spindle pole	cellular_component	PTN000679870	1	1	0	1	PTHR24345:SF93	ACCEPT	CROSS_SUBFAMILY;LOCALIZATION
plo1	P50528	PTHR24345	PTHR24345:SF0	GO:0005737	cytoplasm	cellular_component	PTN000679870	3	3	0	3	PTHR24345:SF42;PTHR24345:SF43;PTHR24345:SF44	KEEP_AS_NON_CORE	CROSS_SUBFAMILY;LOCALIZATION
plo1	P50528	PTHR24345	PTHR24345:SF0	GO:0000776	kinetochore	cellular_component	PTN000679870	1	1	0	1	PTHR24345:SF93	ACCEPT	CROSS_SUBFAMILY;LOCALIZATION
plo1	P50528	PTHR24345	PTHR24345:SF0	GO:0007052	mitotic spindle organization	biological_process	PTN000679870	2	1	0	1	PTHR24345:SF44	ACCEPT	CROSS_SUBFAMILY
plo1	P50528	PTHR24345	PTHR24345:SF0	GO:0005816	spindle pole body	cellular_component	PTN001217810	1	0	0	0		ACCEPT	LOCALIZATION
ark1	O59790	PTHR24350		GO:0000922	spindle pole	cellular_component	PTN000681968	4	4	0	0		KEEP_AS_NON_CORE	LOCALIZATION;GENE_NO_SUBFAMILY
ark1	O59790	PTHR24350		GO:0005876	spindle microtubule	cellular_component	PTN000681967	2	2	0	0		KEEP_AS_NON_CORE	LOCALIZATION;GENE_NO_SUBFAMILY
ark1	O59790	PTHR24350		GO:0007052	mitotic spindle organization	biological_process	PTN000681967	3	3	0	0		KEEP_AS_NON_CORE	GENE_NO_SUBFAMILY
ark1	O59790	PTHR24350		GO:0032133	chromosome passenger complex	cellular_component	PTN000681967	3	3	0	0		ACCEPT	LOCALIZATION;GENE_NO_SUBFAMILY
ark1	O59790	PTHR24350		GO:0051233	spindle midzone	cellular_component	PTN000681967	2	2	0	0		ACCEPT	LOCALIZATION;GENE_NO_SUBFAMILY
ark1	O59790	PTHR24350		GO:0032465	regulation of cytokinesis	biological_process	PTN000681967	3	3	0	0		KEEP_AS_NON_CORE	GENE_NO_SUBFAMILY
ark1	O59790	PTHR24350		GO:0000776	kinetochore	cellular_component	PTN000681968	1	1	0	0		ACCEPT	LOCALIZATION;GENE_NO_SUBFAMILY
cut7	P24339	PTHR47970	PTHR47970:SF12	GO:0072686	mitotic spindle	cellular_component	PTN000649234	0	0	0	0		ACCEPT	LOCALIZATION;NO_UNIPROT_SEEDS
cut7	P24339	PTHR47970	PTHR47970:SF12	GO:0005876	spindle microtubule	cellular_component	PTN000649234	2	2	0	2	PTHR47970:SF26	ACCEPT	CROSS_SUBFAMILY;LOCALIZATION
cut7	P24339	PTHR47970	PTHR47970:SF12	GO:0051231	spindle elongation	biological_process	PTN000649234	1	1	1	0		ACCEPT	
cut7	P24339	PTHR47970	PTHR47970:SF12	GO:0008574	plus-end-directed microtubule motor activity	molecular_function	PTN000649234	0	0	0	0		ACCEPT	NO_UNIPROT_SEEDS
cut7	P24339	PTHR47970	PTHR47970:SF12	GO:0090307	mitotic spindle assembly	biological_process	PTN000649234	2	2	1	1	PTHR47970:SF26	ACCEPT	
cut7	P24339	PTHR47970	PTHR47970:SF12	GO:0000073	initial mitotic spindle pole body separation	biological_process	PTN001189565	1	1	1	0		ACCEPT	
cut7	P24339	PTHR47970	PTHR47970:SF12	GO:0005634	nucleus	cellular_component	PTN000649235	0	0	0	0		KEEP_AS_NON_CORE	LOCALIZATION;NO_UNIPROT_SEEDS
ase1	Q9HDY1	PTHR19321	PTHR19321:SF41	GO:0051256	mitotic spindle midzone assembly	biological_process	PTN000448590	0	0	0	0		ACCEPT	NO_UNIPROT_SEEDS
ase1	Q9HDY1	PTHR19321	PTHR19321:SF41	GO:1990023	mitotic spindle midzone	cellular_component	PTN000448590	0	0	0	0		ACCEPT	LOCALIZATION;NO_UNIPROT_SEEDS
mid1	P78953			GO:0000281	mitotic cytokinesis	biological_process	PTN001853010	1	0	0	0		ACCEPT	GENE_NO_SUBFAMILY
mid1	P78953			GO:0005826	actomyosin contractile ring	cellular_component	PTN001853010	1	0	0	0		ACCEPT	LOCALIZATION;GENE_NO_SUBFAMILY
mid1	P78953			GO:0000915	actomyosin contractile ring assembly	biological_process	PTN001853010	0	0	0	0		ACCEPT	GENE_NO_SUBFAMILY;NO_UNIPROT_SEEDS
mid1	P78953			GO:0031106	septin ring organization	biological_process	PTN001853010	0	0	0	0		REMOVE	GENE_NO_SUBFAMILY;NO_UNIPROT_SEEDS
cdc12	Q10059	PTHR47102	PTHR47102:SF5	GO:0051017	actin filament bundle assembly	biological_process	PTN001904567	0	0	0	0		KEEP_AS_NON_CORE	NO_UNIPROT_SEEDS
cdc12	Q10059	PTHR47102	PTHR47102:SF5	GO:0051015	actin filament binding	molecular_function	PTN005332947	0	0	0	0		ACCEPT	NO_UNIPROT_SEEDS
cdc12	Q10059	PTHR47102	PTHR47102:SF5	GO:0110085	mitotic actomyosin contractile ring	cellular_component	PTN001904567	0	0	0	0		ACCEPT	LOCALIZATION;NO_UNIPROT_SEEDS
cdc12	Q10059	PTHR47102	PTHR47102:SF5	GO:1903475	mitotic actomyosin contractile ring assembly	biological_process	PTN001904567	0	0	0	0		ACCEPT	NO_UNIPROT_SEEDS
cdc12	Q10059	PTHR47102	PTHR47102:SF5	GO:0043332	mating projection tip	cellular_component	PTN001904567	0	0	0	0		MARK_AS_OVER_ANNOTATED	LOCALIZATION;NO_UNIPROT_SEEDS
sid2	Q09898	PTHR24356	PTHR24356:SF417	GO:0005816	spindle pole body	cellular_component	PTN001220075	1	0	0	0		ACCEPT	LOCALIZATION
sid2	Q09898	PTHR24356	PTHR24356:SF417	GO:0004674	protein serine/threonine kinase activity	molecular_function	PTN000683254	19	4	0	4	PTHR24356:SF1;PTHR24356:SF138;PTHR24356:SF149;PTHR24356:SF163	ACCEPT	CROSS_SUBFAMILY
sid2	Q09898	PTHR24356	PTHR24356:SF417	GO:0035556	intracellular signal transduction	biological_process	PTN000683254	11	3	0	3	PTHR24356:SF138;PTHR24356:SF149;PTHR24356:SF163	KEEP_AS_NON_CORE	CROSS_SUBFAMILY
sid2	Q09898	PTHR24356	PTHR24356:SF417	GO:0007096	regulation of exit from mitosis	biological_process	PTN008614896	0	0	0	0		MARK_AS_OVER_ANNOTATED	NO_UNIPROT_SEEDS
sid2	Q09898	PTHR24356	PTHR24356:SF417	GO:0034973	Sid2-Mob1 complex	cellular_component	PTN008614896	0	0	0	0		ACCEPT	LOCALIZATION;NO_UNIPROT_SEEDS
cdc7	P41892	PTHR48012	PTHR48012:SF26	GO:0004674	protein serine/threonine kinase activity	molecular_function	PTN004700021	3	0	0	0		ACCEPT	
cdc7	P41892	PTHR48012	PTHR48012:SF26	GO:0000165	MAPK cascade	biological_process	PTN001969282	0	0	0	0		MARK_AS_OVER_ANNOTATED	NO_UNIPROT_SEEDS
rad21	P30776	PTHR12585	PTHR12585:SF69	GO:0030892	mitotic cohesin complex	cellular_component	PTN000971622	0	0	0	0		ACCEPT	LOCALIZATION;NO_UNIPROT_SEEDS
rad21	P30776	PTHR12585	PTHR12585:SF69	GO:0007064	mitotic sister chromatid cohesion	biological_process	PTN000971622	0	0	0	0		ACCEPT	NO_UNIPROT_SEEDS
rad21	P30776	PTHR12585	PTHR12585:SF69	GO:1990414	replication-born double-strand break repair via sister chromatid exchange	biological_process	PTN000286904	0	0	0	0		KEEP_AS_NON_CORE	NO_UNIPROT_SEEDS
rad21	P30776	PTHR12585	PTHR12585:SF69	GO:0003682	chromatin binding	molecular_function	PTN000286904	0	0	0	0		ACCEPT	NO_UNIPROT_SEEDS
bub1	O94751	PTHR14030	PTHR14030:SF4	GO:0004672	protein kinase activity	molecular_function	PTN000361607	1	1	0	1	PTHR14030:SF26	MODIFY	CROSS_SUBFAMILY
bub1	O94751	PTHR14030	PTHR14030:SF4	GO:0005634	nucleus	cellular_component	PTN000361608	2	2	0	2	PTHR14030:SF25;PTHR14030:SF26	ACCEPT	CROSS_SUBFAMILY;LOCALIZATION
bub1	O94751	PTHR14030	PTHR14030:SF4	GO:0051754	meiotic sister chromatid cohesion, centromeric	biological_process	PTN000361607	0	0	0	0		KEEP_AS_NON_CORE	NO_UNIPROT_SEEDS
mph1	O94235	PTHR22974	PTHR22974:SF21	GO:0004712	protein serine/threonine/tyrosine kinase activity	molecular_function	PTN001122082	0	0	0	0		ACCEPT	NO_UNIPROT_SEEDS
mph1	O94235	PTHR22974	PTHR22974:SF21	GO:0007094	mitotic spindle assembly checkpoint signaling	biological_process	PTN001122082	1	1	1	0		ACCEPT	
mph1	O94235	PTHR22974	PTHR22974:SF21	GO:0007059	chromosome segregation	biological_process	PTN000540737	3	3	1	2	PTHR22974:SF20;PTHR22974:SF23	KEEP_AS_NON_CORE	
mph1	O94235	PTHR22974	PTHR22974:SF21	GO:0000776	kinetochore	cellular_component	PTN001122082	0	0	0	0		ACCEPT	LOCALIZATION;NO_UNIPROT_SEEDS
mph1	O94235	PTHR22974	PTHR22974:SF21	GO:0033316	meiotic spindle assembly checkpoint signaling	biological_process	PTN001122082	0	0	0	0		KEEP_AS_NON_CORE	NO_UNIPROT_SEEDS
mph1	O94235	PTHR22974	PTHR22974:SF21	GO:0034501	protein localization to kinetochore	biological_process	PTN001122082	0	0	0	0		ACCEPT	NO_UNIPROT_SEEDS
slp1	P78972	PTHR19918	PTHR19918:SF8	GO:0005680	anaphase-promoting complex	cellular_component	PTN000460086	0	0	0	0		ACCEPT	LOCALIZATION;NO_UNIPROT_SEEDS
slp1	P78972	PTHR19918	PTHR19918:SF8	GO:1905786	positive regulation of anaphase-promoting complex-dependent catabolic process	biological_process	PTN000460086	0	0	0	0		ACCEPT	NO_UNIPROT_SEEDS
slp1	P78972	PTHR19918	PTHR19918:SF8	GO:0010997	anaphase-promoting complex binding	molecular_function	PTN000460086	1	1	0	1	PTHR19918:SF3	ACCEPT	CROSS_SUBFAMILY
slp1	P78972	PTHR19918	PTHR19918:SF8	GO:0031145	anaphase-promoting complex-dependent catabolic process	biological_process	PTN000460086	4	3	0	3	PTHR19918:SF1;PTHR19918:SF3	ACCEPT	CROSS_SUBFAMILY
slp1	P78972	PTHR19918	PTHR19918:SF8	GO:1990757	ubiquitin ligase activator activity	molecular_function	PTN000460086	0	0	0	0		ACCEPT	NO_UNIPROT_SEEDS
cut1	P18296	PTHR12792	PTHR12792:SF0	GO:0005634	nucleus	cellular_component	PTN000300670	2	1	1	0		ACCEPT	LOCALIZATION
cut1	P18296	PTHR12792	PTHR12792:SF0	GO:0005737	cytoplasm	cellular_component	PTN000300670	1	0	0	0		ACCEPT	LOCALIZATION
cut1	P18296	PTHR12792	PTHR12792:SF0	GO:0044732	mitotic spindle pole body	cellular_component	PTN000980533	0	0	0	0		ACCEPT	LOCALIZATION;NO_UNIPROT_SEEDS
cut1	P18296	PTHR12792	PTHR12792:SF0	GO:0004197	cysteine-type endopeptidase activity	molecular_function	PTN000300670	0	0	0	0		ACCEPT	NO_UNIPROT_SEEDS
cut1	P18296	PTHR12792	PTHR12792:SF0	GO:0072686	mitotic spindle	cellular_component	PTN000300670	0	0	0	0		ACCEPT	LOCALIZATION;NO_UNIPROT_SEEDS
cdc18	P41411	PTHR10763	PTHR10763:SF26	GO:0005634	nucleus	cellular_component	PTN000080129	1	1	1	0		ACCEPT	LOCALIZATION
cdc18	P41411	PTHR10763	PTHR10763:SF26	GO:0006270	DNA replication initiation	biological_process	PTN000080056	3	1	0	1	PTHR10763:SF23	ACCEPT	CROSS_SUBFAMILY
cdc18	P41411	PTHR10763	PTHR10763:SF26	GO:0003688	DNA replication origin binding	molecular_function	PTN000080056	1	1	0	1	PTHR10763:SF23	ACCEPT	CROSS_SUBFAMILY
cdc18	P41411	PTHR10763	PTHR10763:SF26	GO:0033314	mitotic DNA replication checkpoint signaling	biological_process	PTN000080056	0	0	0	0		ACCEPT	NO_UNIPROT_SEEDS
rhp51	P36601	PTHR22942	PTHR22942:SF39	GO:0003690	double-stranded DNA binding	molecular_function	PTN001415033	3	2	1	1	PTHR22942:SF30	ACCEPT	
rhp51	P36601	PTHR22942	PTHR22942:SF39	GO:0003697	single-stranded DNA binding	molecular_function	PTN001415033	3	2	1	1	PTHR22942:SF30	ACCEPT	
rhp51	P36601	PTHR22942	PTHR22942:SF39	GO:0042148	DNA strand invasion	biological_process	PTN001415033	1	1	1	0		ACCEPT	
rhp51	P36601	PTHR22942	PTHR22942:SF39	GO:0007131	reciprocal meiotic recombination	biological_process	PTN000534635	0	0	0	0		KEEP_AS_NON_CORE	NO_UNIPROT_SEEDS
rhp51	P36601	PTHR22942	PTHR22942:SF39	GO:0000150	DNA strand exchange activity	molecular_function	PTN001415033	2	1	1	0		ACCEPT	
rhp51	P36601	PTHR22942	PTHR22942:SF39	GO:0008094	ATP-dependent activity, acting on DNA	molecular_function	PTN001415033	4	3	1	2	PTHR22942:SF30	ACCEPT	
rhp51	P36601	PTHR22942	PTHR22942:SF39	GO:0006312	mitotic recombination	biological_process	PTN001415033	1	0	0	0		ACCEPT	
rhp51	P36601	PTHR22942	PTHR22942:SF39	GO:0000730	DNA recombinase assembly	biological_process	PTN001415033	1	1	1	0		ACCEPT	
rhp51	P36601	PTHR22942	PTHR22942:SF39	GO:0000794	condensed nuclear chromosome	cellular_component	PTN000534635	1	1	1	0		KEEP_AS_NON_CORE	LOCALIZATION
rhp51	P36601	PTHR22942	PTHR22942:SF39	GO:0070192	chromosome organization involved in meiotic cell cycle	biological_process	PTN000534635	0	0	0	0		KEEP_AS_NON_CORE	NO_UNIPROT_SEEDS
mus81	P87231	PTHR13451	PTHR13451:SF0	GO:0008821	crossover junction DNA endonuclease activity	molecular_function	PTN000335543	1	1	1	0		ACCEPT	
mus81	P87231	PTHR13451	PTHR13451:SF0	GO:0048476	Holliday junction resolvase complex	cellular_component	PTN000335543	1	1	1	0		ACCEPT	LOCALIZATION
mus81	P87231	PTHR13451	PTHR13451:SF0	GO:0000712	resolution of meiotic recombination intermediates	biological_process	PTN000335543	0	0	0	0		ACCEPT	NO_UNIPROT_SEEDS
mus81	P87231	PTHR13451	PTHR13451:SF0	GO:0000727	double-strand break repair via break-induced replication	biological_process	PTN000335543	0	0	0	0		KEEP_AS_NON_CORE	NO_UNIPROT_SEEDS
