organism	gene	uniprot	length	pdb_id	method	resolution_A	chains	coverage_frac
ACET2	cipA	Q06851	1853	4B9F	X-ray	1.19	A/B=368-519	0.082
ACET2	cipA	Q06851	1853	5G5D	X-ray	3.00	B=1691-1853	0.088
ANOGA	D7r4	Q7PNF2	165	2PQL	X-ray	2.20	A=22-165	0.873
ANOGA	D7r4	Q7PNF2	165	2QEB	X-ray	2.00	A/B=22-165	0.873
ANOGA	D7r4	Q7PNF2	165	2QEH	X-ray	2.10	A=22-165	0.873
ANOGA	D7r4	Q7PNF2	165	2QEO	X-ray	2.31	A/B=22-165	0.873
ANOGA	D7r4	Q7PNF2	165	2QEV	X-ray	2.00	A=22-165	0.873
ANOGA	SRPN2	Q7QIJ8	409	3PZF	X-ray	1.75	A=22-409	0.949
ANOGA	SRPN2	Q7QIJ8	409	4RO9	X-ray	2.00	A/B/C=22-409	0.949
ANOGA	SRPN2	Q7QIJ8	409	4ROA	X-ray	1.90	A=22-409	0.949
ANOGA	SRPN2	Q7QIJ8	409	4ROB	X-ray	2.80	A/B/C=22-409	0.949
ANOGA	SRPN2	Q7QIJ8	409	4RSQ	X-ray	2.90	A/B/C/D/E/F/G/H/I/J/K/L=22-409	0.949
ARATH	ABI1	P49597	434	3JRQ	X-ray	2.10	A=125-429	0.703
ARATH	ABI1	P49597	434	3KDJ	X-ray	1.88	B=119-434	0.728
ARATH	ABI1	P49597	434	3NMN	X-ray	2.15	B/D=117-434	0.733
ARATH	AG	P17839	252	8CRA	X-ray	2.40	A/B/C/D=97-190	0.373
ARATH	AGO1	O04379	1048	3VNA	X-ray	2.00	A=592-739	0.141
ARATH	AGO1	O04379	1048	3VNB	X-ray	1.50	A=592-739	0.141
ARATH	AGO1	O04379	1048	4G0P	X-ray	1.80	A=593-738	0.139
ARATH	AGO1	O04379	1048	4G0Q	X-ray	1.80	A=593-738	0.139
ARATH	AGO1	O04379	1048	4G0X	X-ray	1.35	A=593-738	0.139
ARATH	AGO1	O04379	1048	4G0Y	X-ray	1.65	A=593-738	0.139
ARATH	AGO1	O04379	1048	4G0Z	X-ray	1.75	A=593-738	0.139
ARATH	ARF5	P93024	902	4CHK	X-ray	2.85	A/B/C/D/E/F/G/H=779-902	0.137
ARATH	ARF5	P93024	902	4LDU	X-ray	2.15	A=1-390	0.432
ARATH	ARF5	P93024	902	6L5K	X-ray	2.91	A=788-885	0.109
ARATH	AT5G05410	O82132	335	5OAP	NMR		A=255-272	0.054
ARATH	AUX1	Q96247	485	9JDR	EM	3.50	A=1-485	1.000
ARATH	AUX1	Q96247	485	9M2H	EM	3.40	A=1-485	1.000
ARATH	BAK1	Q94F62	615	3TL8	X-ray	2.50	A/D/G/H=250-590	0.554
ARATH	BAK1	Q94F62	615	3UIM	X-ray	2.20	A=258-583	0.530
ARATH	BAK1	Q94F62	615	3ULZ	X-ray	2.60	A=258-583	0.530
ARATH	BAK1	Q94F62	615	4M7E	X-ray	3.60	C/D=26-220	0.317
ARATH	BAK1	Q94F62	615	4MN8	X-ray	3.06	B=1-220	0.358
ARATH	BAK1	Q94F62	615	8WEC	X-ray	3.10	B/E=1-220	0.358
ARATH	BAK1	Q94F62	615	8WED	X-ray	3.30	B/E=1-220	0.358
ARATH	BAK1	Q94F62	615	8YAA	EM	3.34	C=26-202	0.288
ARATH	BRI1	O22476	1196	3RGX	X-ray	2.47	A=23-784	0.637
ARATH	BRI1	O22476	1196	3RGZ	X-ray	2.28	A=23-784	0.637
ARATH	BRI1	O22476	1196	3RIZ	X-ray	2.52	A=29-788	0.635
ARATH	BRI1	O22476	1196	3RJ0	X-ray	2.54	A=29-788	0.635
ARATH	BRI1	O22476	1196	4LSA	X-ray	2.50	A=29-788	0.635
ARATH	BRI1	O22476	1196	4LSX	X-ray	3.30	A/B=29-788	0.635
ARATH	BRI1	O22476	1196	4M7E	X-ray	3.60	A/B=24-784	0.636
ARATH	BRI1	O22476	1196	4OH4	X-ray	2.25	A/B=863-1172	0.259
ARATH	BRI1	O22476	1196	4Q5J	X-ray	2.77	A/B=863-1180	0.266
ARATH	BRI1	O22476	1196	5LPB	X-ray	1.98	A=865-1160	0.247
ARATH	BRI1	O22476	1196	5LPV	X-ray	2.70	A=865-1160	0.247
ARATH	BRI1	O22476	1196	5LPW	X-ray	2.43	A=865-1160	0.247
ARATH	BRI1	O22476	1196	5LPY	X-ray	2.30	A=865-1160	0.247
ARATH	BRI1	O22476	1196	5LPZ	X-ray	2.48	A=865-1196	0.278
ARATH	BRI1	O22476	1196	6FIF	X-ray	2.54	A=1-788	0.659
ARATH	BZR1	Q8S307	336	5ZD4	X-ray	2.17	A/B/C/D=21-104	0.250
ARATH	BZR1	Q8S307	336	8QT5	X-ray	2.69	A/B/C/D/E/F/G=169-175	0.021
ARATH	BZR1	Q8S307	336	8QTF	X-ray	1.90	K/L/M/N/O/P/Q/R/S/T=169-175	0.021
ARATH	CERK1	A8R7E6	617	4EBY	X-ray	1.65	A=25-230	0.334
ARATH	CERK1	A8R7E6	617	4EBZ	X-ray	1.79	A=25-230	0.334
ARATH	CHL1	Q05085	590	4OH3	X-ray	3.25	A/B=1-590	1.000
ARATH	CHL1	Q05085	590	5A2N	X-ray	3.70	A/B=1-590	1.000
ARATH	CHL1	Q05085	590	5A2O	X-ray	3.71	A/B=1-590	1.000
ARATH	CO	Q39057	373	7CVO	X-ray	2.60	A/F=290-357	0.182
ARATH	CO	Q39057	373	7CVQ	X-ray	3.30	A/F/K/P=290-357	0.182
ARATH	CO	Q39057	373	7VSQ	X-ray	2.70	A/B/C=10-110	0.271
ARATH	CO	Q39057	373	7WSJ	X-ray	2.40	A/B/C=2-110	0.292
ARATH	COI1	O04197	592	3OGK	X-ray	2.80	B/D/F/H/J/L/N/P=1-592	1.000
ARATH	COI1	O04197	592	3OGL	X-ray	3.18	B/D/F/H/J/L/N/P=1-592	1.000
ARATH	COI1	O04197	592	3OGM	X-ray	3.34	B/D/F/H/J/L/N/P=1-592	1.000
ARATH	COP1	P43254	675	5IGO	X-ray	1.60	A/B/C/D=349-675	0.484
ARATH	COP1	P43254	675	5KWN	X-ray	1.42	A=349-675	0.484
ARATH	COP1	P43254	675	6QTO	X-ray	1.27	A=349-675	0.484
ARATH	COP1	P43254	675	6QTQ	X-ray	1.30	A=349-675	0.484
ARATH	COP1	P43254	675	6QTR	X-ray	1.37	A=349-675	0.484
ARATH	COP1	P43254	675	6QTS	X-ray	1.11	A=349-675	0.484
ARATH	COP1	P43254	675	6QTT	X-ray	1.51	A=349-675	0.484
ARATH	COP1	P43254	675	6QTU	X-ray	1.30	A=349-675	0.484
ARATH	COP1	P43254	675	6QTV	X-ray	1.31	A=349-675	0.484
ARATH	COP1	P43254	675	6QTW	X-ray	1.39	A=349-675	0.484
ARATH	COP1	P43254	675	6QTX	X-ray	1.95	A=349-675	0.484
ARATH	COP1	P43254	675	7VGG	EM	3.10	A=1-675	1.000
ARATH	CRY1	Q43125	681	1U3C	X-ray	2.60	A=1-509	0.747
ARATH	CRY1	Q43125	681	1U3D	X-ray	2.45	A=1-509	0.747
ARATH	CRY1	Q43125	681	6QTW	X-ray	1.39	B=544-553	0.015
ARATH	CRY2	Q96524	612	6K8I	X-ray	2.70	A/B=1-612	1.000
ARATH	CRY2	Q96524	612	6K8K	X-ray	2.50	A/B/D/G=1-612	1.000
ARATH	CRY2	Q96524	612	6M79	EM	3.10	A/B/C/D=1-612	1.000
ARATH	CRY2	Q96524	612	6X24	X-ray	3.25	A/B/C/D=1-498	0.814
ARATH	CRY2	Q96524	612	7X0X	EM	2.56	A/B/C/D=1-612	1.000
ARATH	CRY2	Q96524	612	7X0Y	EM	3.89	A/B/C/D=1-612	1.000
ARATH	CTR1	Q05609	821	3P86	X-ray	2.50	A/B=540-821	0.343
ARATH	CTR1	Q05609	821	3PPZ	X-ray	2.99	A/B=540-821	0.343
ARATH	DCL1	Q9SP32	1909	2LRS	NMR		A=1837-1907	0.037
ARATH	DCL1	Q9SP32	1909	7ELD	EM	4.60	A=1-1909	1.000
ARATH	DCL1	Q9SP32	1909	7ELE	EM	4.90	A=1-1909	1.000
ARATH	DGAT1	Q9SLD2	520	9VJM	EM	3.28	A/B=1-520	1.000
ARATH	DGAT1	Q9SLD2	520	9VJX	EM	2.60	A/B=1-520	1.000
ARATH	DGAT1	Q9SLD2	520	9VK0	EM	3.01	A/B=1-520	1.000
ARATH	DGAT1	Q9SLD2	520	9VK1	EM	3.54	A/B=1-520	1.000
ARATH	DRB1	O04492	419	2L2M	NMR		A=97-170	0.177
ARATH	DRB1	O04492	419	2L2N	NMR		A=1-100	0.239
ARATH	DRB1	O04492	419	3ADG	X-ray	1.70	A=15-84	0.167
ARATH	DRB1	O04492	419	3ADI	X-ray	3.20	A/B/C=15-84	0.167
ARATH	DRB1	O04492	419	3ADJ	X-ray	3.00	A=100-172	0.174
ARATH	EDS1	Q9SU72	623	7XDD	EM	2.93	B=1-623	1.000
ARATH	EDS1	Q9SU72	623	7XEY	X-ray	2.29	A=1-623	1.000
ARATH	EDS1	Q9SU72	623	7XJP	EM	2.71	A=1-623	1.000
ARATH	EDS1	Q9SU72	623	8YL6	EM	3.10	A=1-623	1.000
ARATH	EDS1	Q9SU72	623	8YL7	EM	3.10	A=1-623	1.000
ARATH	EDS1	Q9SU72	623	8YN0	X-ray	2.49	A/B=2-618	0.990
ARATH	EDS1	Q9SU72	623	8YN1	EM	3.09	A=2-615	0.986
ARATH	EDS1	Q9SU72	623	8ZW9	EM	3.03	B=1-623	1.000
ARATH	EDS1	Q9SU72	623	8ZWA	EM	3.48	B=1-623	1.000
ARATH	EDS1	Q9SU72	623	9JBN	EM	2.30	A=1-623	1.000
ARATH	EIN3	O24606	628	4ZDS	X-ray	1.78	A/B=174-306	0.212
ARATH	ETR1	P49333	738	1DCF	X-ray	2.50	A=605-738	0.182
ARATH	ETR1	P49333	738	4PL9	X-ray	1.90	A=407-589	0.248
ARATH	FLS2	Q9FL28	1173	4MN8	X-ray	3.06	A=25-800	0.662
ARATH	FLS2	Q9FL28	1173	4MNA	X-ray	4.00	A=25-800	0.662
ARATH	FT	Q9SXZ2	175	1WKP	X-ray	2.60	A/B/C/D=1-168	0.960
ARATH	FT	Q9SXZ2	175	6IGG	X-ray	1.00	A=1-168	0.960
ARATH	FT	Q9SXZ2	175	6IGH	X-ray	1.01	A=1-168	0.960
ARATH	FT	Q9SXZ2	175	6IGI	X-ray	1.33	A=1-168	0.960
ARATH	FT	Q9SXZ2	175	6IGJ	X-ray	1.50	A=1-168	0.960
ARATH	GI	Q9SQI2	1173	7WA4	X-ray	3.50	A=1-813	0.693
ARATH	GID1A	Q9MAA7	345	2ZSH	X-ray	1.80	A=1-344	0.997
ARATH	GID1A	Q9MAA7	345	2ZSI	X-ray	1.80	A=1-344	0.997
ARATH	GID1A	Q9MAA7	345	9LUM	EM	2.66	B=1-345	1.000
ARATH	GID1A	Q9MAA7	345	9LUN	EM	2.80	B=1-345	1.000
ARATH	GID1A	Q9MAA7	345	9LUP	EM	2.80	B=1-345	1.000
ARATH	GID1A	Q9MAA7	345	9O4J	EM	3.06	B=1-345	1.000
ARATH	GID1A	Q9MAA7	345	9O4K	EM	2.76	B=1-345	1.000
ARATH	GID1A	Q9MAA7	345	9OI8	EM	2.81	B=1-345	1.000
ARATH	HEN1	Q9C5Q8	942	3HTX	X-ray	3.10	A/D=1-942	1.000
ARATH	HY5	O24646	168	2OQQ	X-ray	2.00	A/B=111-150	0.238
ARATH	HY5	O24646	168	5KWN	X-ray	1.42	U=34-52	0.113
ARATH	HY5	O24646	168	6QTO	X-ray	1.27	B=39-49	0.065
ARATH	HY5	O24646	168	6QTR	X-ray	1.37	B=39-49	0.065
ARATH	ICS1	Q9S7H8	569	8W6V	X-ray	1.80	A/B=46-569	0.921
ARATH	ICS1	Q9S7H8	569	8W71	X-ray	2.12	A/B=46-569	0.921
ARATH	JAZ1	Q9LMA8	253	3OGK	X-ray	2.80	Q/R/S/U/V/W/X=205-226	0.087
ARATH	JAZ1	Q9LMA8	253	3OGL	X-ray	3.18	Q/R/S/U/V/W/X=200-220	0.083
ARATH	JAZ1	Q9LMA8	253	3OGM	X-ray	3.34	Q/R/S/U/V/W/X=200-220	0.083
ARATH	JAZ1	Q9LMA8	253	4YZ6	X-ray	1.95	B=200-221	0.087
ARATH	JAZ1	Q9LMA8	253	8T2I	EM	10.40	J=1-253	1.000
ARATH	LFY	Q00958	420	2VY1	X-ray	2.10	A=227-420	0.462
ARATH	LFY	Q00958	420	2VY2	X-ray	2.30	A=227-420	0.462
ARATH	MPK6	Q39026	395	5CI6	X-ray	3.00	A/B=29-395	0.929
ARATH	MPK6	Q39026	395	6DTL	X-ray	2.75	A/B=32-395	0.922
ARATH	MYC2	Q39204	623	5GNJ	X-ray	2.70	A/B/E/F/G/I/M/N=446-525	0.128
ARATH	NPR1	P93002	593	7MK2	EM	3.80	A/B=1-593	1.000
ARATH	NPR1	P93002	593	7MK3	X-ray	3.06	A/B=39-410	0.627
ARATH	NPR1	P93002	593	7TAC	EM	3.60	A/B=1-593	1.000
ARATH	NPR1	P93002	593	7TAD	EM	3.60	A/B=1-593	1.000
ARATH	OST1	Q940H6	362	3UC4	X-ray	2.30	A/B=1-362	1.000
ARATH	OST1	Q940H6	362	3UDB	X-ray	2.57	A/B/C/D/E/F=1-317	0.876
ARATH	OST1	Q940H6	362	3UJG	X-ray	2.60	A=11-362	0.972
ARATH	OST1	Q940H6	362	3ZUT	X-ray	2.50	A/B=1-362	1.000
ARATH	OST1	Q940H6	362	3ZUU	X-ray	2.70	A/B=1-362	1.000
ARATH	P14713	P14713	1172	4OUR	X-ray	3.40	A/B=90-624	0.456
ARATH	P14713	P14713	1172	7RZW	EM	3.30	A/B=1-1172	1.000
ARATH	P14713	P14713	1172	8YB4	EM	3.10	A/B=1-1172	1.000
ARATH	P14713	P14713	1172	9IUZ	EM	3.19	A/B=1-908	0.775
ARATH	P93002	P93002	593	7MK2	EM	3.80	A/B=1-593	1.000
ARATH	P93002	P93002	593	7MK3	X-ray	3.06	A/B=39-410	0.627
ARATH	P93002	P93002	593	7TAC	EM	3.60	A/B=1-593	1.000
ARATH	P93002	P93002	593	7TAD	EM	3.60	A/B=1-593	1.000
ARATH	PAD4	Q9S745	541	7XDD	EM	2.93	A=4-541	0.994
ARATH	PAD4	Q9S745	541	7XEY	X-ray	2.29	B=1-541	1.000
ARATH	PAD4	Q9S745	541	8ZW9	EM	3.03	C=1-541	1.000
ARATH	PAD4	Q9S745	541	8ZWA	EM	3.48	C=1-541	1.000
ARATH	PHYA	P14712	1122	8F5Z	EM	3.20	A/B=1-1122	1.000
ARATH	PHYA	P14712	1122	8IFF	EM	3.10	A/B=1-1122	1.000
ARATH	PHYA	P14712	1122	8ISI	EM	3.77	A/B=1-1122	1.000
ARATH	PHYA	P14712	1122	8ISJ	EM	3.00	A/B=1-1120	0.998
ARATH	PHYB	P14713	1172	4OUR	X-ray	3.40	A/B=90-624	0.456
ARATH	PHYB	P14713	1172	7RZW	EM	3.30	A/B=1-1172	1.000
ARATH	PHYB	P14713	1172	8YB4	EM	3.10	A/B=1-1172	1.000
ARATH	PHYB	P14713	1172	9IUZ	EM	3.19	A/B=1-908	0.775
ARATH	PIN1	Q9C6B8	622	7Y9T	EM	3.10	A/B=1-622	1.000
ARATH	PIN1	Q9C6B8	622	7Y9U	EM	3.30	A/B=1-622	1.000
ARATH	PIN1	Q9C6B8	622	7Y9V	EM	3.20	A/B=1-622	1.000
ARATH	PIN1	Q9C6B8	622	8JH5	EM	3.70	A/B=1-622	1.000
ARATH	PYR1	O49686	191	3K3K	X-ray	1.70	A/B=1-191	1.000
ARATH	PYR1	O49686	191	3K90	X-ray	2.00	A/B/C/D=1-191	1.000
ARATH	PYR1	O49686	191	3NJO	X-ray	2.47	A/B/C=1-191	1.000
ARATH	PYR1	O49686	191	3QN1	X-ray	1.80	A=3-191	0.990
ARATH	PYR1	O49686	191	3WG8	X-ray	2.30	A=1-191	1.000
ARATH	PYR1	O49686	191	3ZVU	X-ray	2.10	A=3-191	0.990
ARATH	PYR1	O49686	191	4WVO	X-ray	2.25	A=1-181	0.948
ARATH	PYR1	O49686	191	5OR2	X-ray	2.50	A=3-191	0.990
ARATH	PYR1	O49686	191	5OR6	X-ray	2.40	A=3-191	0.990
ARATH	PYR1	O49686	191	5UR4	X-ray	1.52	A=1-181	0.948
ARATH	PYR1	O49686	191	5UR5	X-ray	1.93	A=1-181	0.948
ARATH	PYR1	O49686	191	5UR6	X-ray	1.63	A=1-181	0.948
ARATH	PYR1	O49686	191	5YGV	X-ray	2.50	A/B=1-191	1.000
ARATH	PYR1	O49686	191	8EY0	X-ray	2.40	A=1-181	0.948
ARATH	RGA	Q9SLH3	587	9LUM	EM	2.66	A=2-587	0.998
ARATH	RGA	Q9SLH3	587	9LUN	EM	2.80	A=2-587	0.998
ARATH	RGA	Q9SLH3	587	9LUO	EM	3.07	A=1-587	1.000
ARATH	RGA	Q9SLH3	587	9LUP	EM	2.80	A=2-587	0.998
ARATH	RGA	Q9SLH3	587	9O4J	EM	3.06	A=1-587	1.000
ARATH	RGA	Q9SLH3	587	9O4K	EM	2.76	A=1-587	1.000
ARATH	RGA	Q9SLH3	587	9OI8	EM	2.81	A=1-587	1.000
ARATH	SCR	Q9M384	653	5B3G	X-ray	2.00	A=274-653	0.582
ARATH	SCR	Q9M384	653	5B3H	X-ray	2.70	A/D=275-653	0.580
ARATH	SEP3	O22456	251	4OX0	X-ray	2.49	A/B/C/D=75-178	0.414
ARATH	SEP3	O22456	251	7NB0	X-ray	2.10	A/B/C/D=18-74	0.227
ARATH	SEP3	O22456	251	8CRA	X-ray	2.40	E/F/G/H=80-177	0.390
ARATH	SHR	Q9SZF7	531	5B3G	X-ray	2.00	B=59-531	0.891
ARATH	SHR	Q9SZF7	531	5B3H	X-ray	2.70	B/E=112-531	0.791
ARATH	SOS1	Q9LKW9	1146	7Y3E	EM	2.80	A/B=1-1146	1.000
ARATH	SOS1	Q9LKW9	1146	8HYA	EM	3.40	A/B=1-1146	1.000
ARATH	SOS1	Q9LKW9	1146	8JD9	EM	2.87	A/B=28-1146	0.976
ARATH	SOS1	Q9LKW9	1146	8JDA	EM	3.67	A/B=28-1146	0.976
ARATH	SVP	Q9FVC1	240	7XGS	X-ray	2.21	A=74-174	0.421
ARATH	TFL1	P93003	177	1WKO	X-ray	1.80	A/B=1-177	1.000
ARATH	TIR1	Q570C0	594	2P1M	X-ray	1.80	B=1-594	1.000
ARATH	TIR1	Q570C0	594	2P1N	X-ray	2.50	B/E=1-594	1.000
ARATH	TIR1	Q570C0	594	2P1O	X-ray	1.90	B=1-594	1.000
ARATH	TIR1	Q570C0	594	2P1P	X-ray	2.21	B=1-594	1.000
ARATH	TIR1	Q570C0	594	2P1Q	X-ray	1.91	B=1-594	1.000
ARATH	TIR1	Q570C0	594	3C6N	X-ray	2.60	B=1-594	1.000
ARATH	TIR1	Q570C0	594	3C6O	X-ray	2.70	B=1-594	1.000
ARATH	TIR1	Q570C0	594	3C6P	X-ray	2.70	B=1-594	1.000
ARATH	WRI1	Q6X5Y6	430	7WQ5	X-ray	2.35	A/B=58-307	0.581
ARATH	WUS	Q9SB92	292	6RY3	X-ray	1.37	A=34-103	0.240
ARATH	WUS	Q9SB92	292	6RYD	X-ray	1.57	A/B/E/F=34-103	0.240
ARATH	WUS	Q9SB92	292	6RYI	X-ray	2.69	A/B/C/D/E=34-103	0.240
ARATH	WUS	Q9SB92	292	6RYL	X-ray	2.63	A/B/C/D/E=34-103	0.240
BACSU	aadK	P17585	284	2PBE	X-ray	2.65	A=2-284	0.996
BACSU	amyE	P00691	659	1BAG	X-ray	2.50	A=42-466	0.645
BACSU	amyE	P00691	659	1UA7	X-ray	2.21	A=45-466	0.640
BACSU	aprE	P04189	381	1SCJ	X-ray	2.00	A=107-381, B=36-106	0.908
BACSU	aprE	P04189	381	3WHI	X-ray	2.40	A/B=30-381	0.924
BACSU	aprE	P04189	381	6O44	X-ray	1.83	A/B=107-381	0.722
BACSU	aprE	P04189	381	6PAK	X-ray	1.98	A/B=107-381	0.722
BACSU	divIVA	P71021	164	2WUJ	X-ray	1.40	A/B=1-57	0.348
BACSU	divIVA	P71021	164	2WUK	X-ray	1.90	A/B/C/D=1-57	0.348
BACSU	ftsZ	P17865	382	2RHH	X-ray	2.00	A=12-315	0.796
BACSU	ftsZ	P17865	382	2RHJ	X-ray	1.76	A=12-315	0.796
BACSU	ftsZ	P17865	382	2RHL	X-ray	2.45	A/B=12-315	0.796
BACSU	ftsZ	P17865	382	2RHO	X-ray	2.45	A/B=12-315	0.796
BACSU	ftsZ	P17865	382	2VAM	X-ray	2.50	A=1-382	1.000
BACSU	ftsZ	P17865	382	2VXY	X-ray	1.70	A=1-382	1.000
BACSU	ftsZ	P17865	382	4U39	X-ray	3.19	A/B/C/D/E/F/G/H/I=12-315	0.796
BACSU	minC	Q01463	226	2M4I	NMR		A=1-102	0.451
BACSU	sacB	P05655	473	1OYG	X-ray	1.50	A=30-473	0.939
BACSU	sacB	P05655	473	1PT2	X-ray	2.10	A=30-473	0.939
BACSU	sacB	P05655	473	2VDT	X-ray	3.20	A=34-472	0.928
BACSU	sacB	P05655	473	3BYJ	X-ray	2.10	A=1-473	1.000
BACSU	sacB	P05655	473	3BYK	X-ray	2.10	A=1-473	1.000
BACSU	sacB	P05655	473	3BYL	X-ray	2.10	A=1-473	1.000
BACSU	sacB	P05655	473	3BYN	X-ray	2.10	A=1-473	1.000
BACSU	sacB	P05655	473	6PWQ	X-ray	2.60	A/B=30-473	0.939
BACSU	sacB	P05655	473	6VHQ	X-ray	2.05	A/B=30-473	0.939
BACSU	secA	P28366	841	1M6N	X-ray	2.70	A=1-802	0.954
BACSU	secA	P28366	841	1M74	X-ray	3.00	A=1-802	0.954
BACSU	secA	P28366	841	1TF2	X-ray	2.90	A=1-841	1.000
BACSU	secA	P28366	841	1TF5	X-ray	2.18	A=1-841	1.000
BACSU	secA	P28366	841	2IBM	X-ray	3.20	A/B=1-780	0.927
BACSU	secA	P28366	841	3DL8	X-ray	7.50	A/B=1-779	0.926
BACSU	secA	P28366	841	3IQM	X-ray	3.40	A=1-802	0.954
BACSU	secA	P28366	841	3IQY	X-ray	3.30	A=1-841	1.000
BACSU	secA	P28366	841	3JV2	X-ray	2.50	A/B=1-780	0.927
BACSU	secA	P28366	841	5EUL	X-ray	3.70	A=1-780	0.927
BACSU	secA	P28366	841	6ITC	EM	3.45	A=1-780	0.927
BACSU	secA	P28366	841	7XHA	EM	3.35	A=1-778	0.925
BACSU	secA	P28366	841	7XHB	EM	3.33	A=1-778	0.925
BACSU	secA	P28366	841	8Y9Y	EM	3.29	A=1-778	0.925
BACSU	secA	P28366	841	8Y9Z	EM	3.41	A=1-778	0.925
BACSU	secA	P28366	841	8YA0	EM	2.97	A=14-778	0.910
BACSU	secA	P28366	841	8YA2	EM	3.84	A=1-778	0.925
BACSU	secA	P28366	841	8YAS	EM	3.97	A=1-778	0.925
BACSU	sigE	P06222	239	8B3Z	X-ray	2.38	A/B/C/D/E/F=52-133	0.343
BACSU	sigK	P12254	294	8VJL	EM	3.50	B/D/F/H=1-117	0.398
BACSU	sigK	P12254	294	8VJM	EM	4.00	B/D=1-115	0.391
BACSU	spo0A	P06534	267	1LQ1	X-ray	2.30	A/B/C/D=148-267	0.449
