map	subsystem	model_reaction	name	kegg_xrefs	reason	gpr
rn00220	S_Arginine_and_Proline_Metabolism	ARGDCpp	Arginine decarboxylase	R00566	kegg_xref_not_on_map	PP_0567
rn00220	S_Arginine_and_Proline_Metabolism	ARUH	L Arginine pyruvate transaminase	R08197	kegg_xref_not_on_map	PP_3721
rn00220	S_Arginine_and_Proline_Metabolism	CSPMDDC	Carboxynorspermidine decarboxylase	R09081	kegg_xref_not_on_map	PP_2929
rn00220	S_Arginine_and_Proline_Metabolism	CSPMDDH	Carboxyspermidine dehydrogenase	R09079	kegg_xref_not_on_map	PP_2928
rn00220	S_Arginine_and_Proline_Metabolism	G5SADs	L-glutamate 5-semialdehyde dehydratase (spontaneous)	R03314	kegg_xref_not_on_map	PP_s0001
rn00220	S_Arginine_and_Proline_Metabolism	GDBTALDH	4 Guanidinobutanoate	R03177	kegg_xref_not_on_map	PP_5278
rn00220	S_Arginine_and_Proline_Metabolism	GUDBUTNAH	4-Guanidinobutanoate amidinohydrolase	R01990	kegg_xref_not_on_map	PP_4523
rn00220	S_Arginine_and_Proline_Metabolism	NACODA	N-acetylornithine deacetylase		no_kegg_xref	PP_5186
rn00220	S_Arginine_and_Proline_Metabolism	OARGDC	Oxoarginine decarboxylase	R03178	kegg_xref_not_on_map	PP_1394 or PP_3723
rn00220	S_Arginine_and_Proline_Metabolism	OCBT	Ornithine carbamoyltransferase	R01398	on_map_dropped	PP_1079 and PP_1000
rn00220	S_Arginine_and_Proline_Metabolism	ORNCD	Ornithine cyclodeaminase	R00671	kegg_xref_not_on_map	PP_3190 or PP_3533 or PP_4431
rn00220	S_Arginine_and_Proline_Metabolism	ORNDC	Ornithine Decarboxylase	R00670	kegg_xref_not_on_map	PP_0864
rn00220	S_Arginine_and_Proline_Metabolism	P5CD	1-pyrroline-5-carboxylate dehydrogenase	R00707	kegg_xref_not_on_map	PP_4947
rn00220	S_Arginine_and_Proline_Metabolism	P5CR	Pyrroline-5-carboxylate reductase	R01251	kegg_xref_not_on_map	PP_5095 or PP_3778
rn00220	S_Arginine_and_Proline_Metabolism	PROD2	Proline dehydrogenase	R10507	kegg_xref_not_on_map	PP_4947
rn00220	S_Arginine_and_Proline_Metabolism	SADH	Succinylarginine dihydrolase	R04189	kegg_xref_not_on_map	PP_4477
rn00220	S_Arginine_and_Proline_Metabolism	SGDS	Succinylglutamate desuccinylase	R00411	kegg_xref_not_on_map	PP_4475
rn00220	S_Arginine_and_Proline_Metabolism	SGSAD	Succinylglutamic semialdehyde dehydrogenase	R05049	kegg_xref_not_on_map	PP_4478
rn00220	S_Arginine_and_Proline_Metabolism	SOTA	Succinylornithine transaminase	R04217	kegg_xref_not_on_map	PP_4481
rn00220	S_Arginine_and_Proline_Metabolism	ARGDI	Arginine deiminase	R00552	on_map_dropped	PP_1001
rn00220	S_Arginine_and_Proline_Metabolism	ARGR	Arginine racemase		no_kegg_xref	PP_3722
rn00220	S_Arginine_and_Proline_Metabolism	AGMDA	Agmatine deaminase	R01416	kegg_xref_not_on_map	PP_0266
rn00220	S_Arginine_and_Proline_Metabolism	AST	Arginine succinyltransferase	R00832	kegg_xref_not_on_map	PP_4479 and PP_4480
rn00290	S_Valine__Leucine__and_Isoleucine_Metabolism	3AIBT2	L 3 aminoisobutyrate transaminase		no_kegg_xref	PP_0596
rn00290	S_Valine__Leucine__and_Isoleucine_Metabolism	ACOADH1	2-oxoisovalerate dehydrogenase (acylating; 3-methyl-2-oxopentanoate)		no_kegg_xref	
rn00290	S_Valine__Leucine__and_Isoleucine_Metabolism	ACOADH2	Acyl CoA dehydrogenase  isobutyryl CoA 		no_kegg_xref	
rn00290	S_Valine__Leucine__and_Isoleucine_Metabolism	DHAD1_copy1	Dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylbutanoate)	R04441	on_map_dropped	PP_5128
rn00290	S_Valine__Leucine__and_Isoleucine_Metabolism	ECOAH9ir	2 Methylprop 2 enoyl CoA  2 Methylbut 2 enoyl CoA 	R04204	kegg_xref_not_on_map	
rn00290	S_Valine__Leucine__and_Isoleucine_Metabolism	HACD9	3 hydroxyacyl CoA dehydrogenase  2 Methylacetoacetyl CoA 	R04203	kegg_xref_not_on_map	
rn00290	S_Valine__Leucine__and_Isoleucine_Metabolism	HIBDkt	3-hydroxyisobutyrate dehydrogenase		no_kegg_xref	PP_4666
rn00290	S_Valine__Leucine__and_Isoleucine_Metabolism	ILEDHr_1	Valine dehydrogenase		no_kegg_xref	PP_4617
rn00290	S_Valine__Leucine__and_Isoleucine_Metabolism	IVCS	Isovaleryl CoA synthetase		no_kegg_xref	PP_4063
rn00290	S_Valine__Leucine__and_Isoleucine_Metabolism	KARA1	Ketol-acid reductoisomerase (2,3-dihydroxy-3-methylbutanoate)	R04439	kegg_xref_not_on_map	PP_4678
rn00290	S_Valine__Leucine__and_Isoleucine_Metabolism	KARA2	Ketol-acid reductoisomerase (2-Acetolactate)		no_kegg_xref	PP_4678
rn00290	S_Valine__Leucine__and_Isoleucine_Metabolism	MACCOAT	2-Methylacetyl-CoA thiolase	R00927	kegg_xref_not_on_map	
rn00290	S_Valine__Leucine__and_Isoleucine_Metabolism	MBCOAi	3-Methylbutanoyl-CoA:(acceptor) 2,3-oxidoreductase	R04095	kegg_xref_not_on_map	PP_4064
rn00290	S_Valine__Leucine__and_Isoleucine_Metabolism	MCCC	Methylcrotonoyl-CoA carboxylase	R04138	kegg_xref_not_on_map	PP_4065 and PP_4067
rn00290	S_Valine__Leucine__and_Isoleucine_Metabolism	MGCH	Methylglutaconyl-CoA hydratase		no_kegg_xref	PP_4066
rn00290	S_Valine__Leucine__and_Isoleucine_Metabolism	MMTSAO	(S)-Methylmalonate semialdehyde:NAD+ oxidoreductase (CoA-propanoylating)	R00935	kegg_xref_not_on_map	PP_4667
rn00290	S_Valine__Leucine__and_Isoleucine_Metabolism	OIVD1r	2-oxoisovalerate dehydrogenase (acylating; 4-methyl-2-oxopentaoate)	R01651	kegg_xref_not_on_map	(PP_4401 and PP_4402) and PP_4403 and PP_4404
rn00290	S_Valine__Leucine__and_Isoleucine_Metabolism	OIVD2	2-oxoisovalerate dehydrogenase (acylating; 3-methyl-2-oxobutanoate)	R01210	kegg_xref_not_on_map	(PP_4401 and PP_4402) and PP_4403 and PP_4404
rn00290	S_Valine__Leucine__and_Isoleucine_Metabolism	OIVD3	2-oxoisovalerate dehydrogenase (acylating; 3-methyl-2-oxopentanoate)		no_kegg_xref	(PP_4401 and PP_4402) and PP_4403 and PP_4404
rn00290	S_Valine__Leucine__and_Isoleucine_Metabolism	DHAD1_copy2	Dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylbutanoate)	R04441	on_map_dropped	PP_5128
rn00290	S_Valine__Leucine__and_Isoleucine_Metabolism	VALTRS_copy2	Valyl-tRNA synthetase	R03665	kegg_xref_not_on_map	PP_0977
rn00290	S_Valine__Leucine__and_Isoleucine_Metabolism	ECOAH12	3-hydroxyacyl-CoA dehydratase (3-hydroxyisobutyryl-CoA) (mitochondria)	R04224	kegg_xref_not_on_map	
rn00290	S_Valine__Leucine__and_Isoleucine_Metabolism	3HBCOAHL	3-hydroxyisobutyryl-CoA hydrolase		no_kegg_xref	
rn00300	S_Lysine_Metabolism	1PPDCRc	L PipecolateNADP 2 oxidoreductase	R02203	kegg_xref_not_on_map	PP_3591
rn00300	S_Lysine_Metabolism	AOXHEXCYCL	PPD2CSPp spontaneous cyclization reaction	R04175	kegg_xref_not_on_map	PP_s0001
rn00300	S_Lysine_Metabolism	APENTAMAH2	5 aminopentanamide amidohydrolase		no_kegg_xref	PP_0382
rn00300	S_Lysine_Metabolism	APTNAT	5-aminopentanoate:2-oxoglutarate aminotransferase	R02274	kegg_xref_not_on_map	PP_0214
rn00300	S_Lysine_Metabolism	DHDPRy	Dihydrodipicolinate reductase (NADPH)		no_kegg_xref	PP_4725
rn00300	S_Lysine_Metabolism	DHDPS	Dihydrodipicolinate synthase		no_kegg_xref	PP_1237
rn00300	S_Lysine_Metabolism	DLYSAD	D Amino acid dehydrogenase		no_kegg_xref	PP_3596 or PP_5270 or PP_4434 or PP_2246
rn00300	S_Lysine_Metabolism	DLYSOXGAT	D Lysine2 oxoglutarate aminotransferase		no_kegg_xref	PP_3590
rn00300	S_Lysine_Metabolism	DLYSPYRAT	D Lysinepyruvate aminotransferase		no_kegg_xref	PP_3590
rn00300	S_Lysine_Metabolism	GLCOAS	Glutaryl-CoA synthetase	R02402	kegg_xref_not_on_map	
rn00300	S_Lysine_Metabolism	GLCOASYNT	Glutaryl CoAdihydrolipoamide S succinyltransferase		no_kegg_xref	PP_4189
rn00300	S_Lysine_Metabolism	GLUTCOADHc	Glutaryl-CoA dehydrogenase (citosol)	R02487	kegg_xref_not_on_map	PP_0158
rn00300	S_Lysine_Metabolism	LPCOXc	L Pipecolateoxygen 1 6 oxidoreductase	R02204	kegg_xref_not_on_map	PP_5257
rn00300	S_Lysine_Metabolism	LYSDC	Lysine decarboxylase	R00462	kegg_xref_not_on_map	PP_4140
rn00300	S_Lysine_Metabolism	LYSMO	Lysine oxygenase	R00449	kegg_xref_not_on_map	PP_0383
rn00300	S_Lysine_Metabolism	LYSRC	Lysine racemase	R00460	kegg_xref_not_on_map	PP_3722
rn00300	S_Lysine_Metabolism	OXOADLR	2 Oxoadipatelipoamde 2 oxidoreductase decarboxylating and acceptor succinylating 		no_kegg_xref	PP_4188
rn00300	S_Lysine_Metabolism	OXPTNDH	Glutarate-semialdehyde:NAD+ oxidoreductase	R02401	kegg_xref_not_on_map	PP_0213
rn00300	S_Lysine_Metabolism	PPRDNDH	Piperideine dehydrogenase		no_kegg_xref	
rn00300	S_Lysine_Metabolism	GLUTARH	Glutarate hydroxylase		no_kegg_xref	PP_2909
rn00300	S_Lysine_Metabolism	SHGO	S-2-hydroxyglutarate oxidase		no_kegg_xref	PP_2910
rn00300	S_Lysine_Metabolism	AADSACYCL	AAPSAS	R02317	kegg_xref_not_on_map	PP_s0001
rn00300	S_Lysine_Metabolism	AASAD3	L-aminoadipate-semialdehyde dehydrogenase (NADH)	R03102	kegg_xref_not_on_map	PP_5258
rn00300	S_Lysine_Metabolism	DAPAT	Cadaverine aminotranferase		no_kegg_xref	
rn00340	S_Histidine_Metabolism	HISTD	Histidinol dehydrogenase	R01158	kegg_xref_not_on_map	PP_0966
rn00340	S_Histidine_Metabolism	PRAMPC_copy1	Phosphoribosyl-AMP cyclohydrolase	R04037	on_map_dropped	PP_5014
rn00340	S_Histidine_Metabolism	PRMICI_copy1	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase	R04640	on_map_dropped	PP_0292
rn00340	S_Histidine_Metabolism	PRMICI_copy2	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase	R04640	on_map_dropped	PP_0292 or PP_0293
rn00340	S_Histidine_Metabolism	PRAMPC_copy2	Phosphoribosyl-AMP cyclohydrolase	R04037	on_map_dropped	PP_3320 or PP_5014
rn00340	S_Histidine_Metabolism	HDH	Histidinol dehydrogenase, cytosol	R01158	kegg_xref_not_on_map	PP_0966
rn00270	S_Methionine_Metabolism	HCYSMT	Homocysteine S-methyltransferase	R00650	kegg_xref_not_on_map	PP_0658
rn00270	S_Methionine_Metabolism	SELMETAT	Selenomethionine adenosyltransferase	R04771	kegg_xref_not_on_map	PP_4967
rn00270	S_Methionine_Metabolism	METNA	L-amino acid N-acyltransferase		no_kegg_xref	PP_4846
rn00780	S_Cofactor_and_Prosthetic_Group_Biosynthesis__Biotin_Biosynthesis	MALCOAMT	Malonyl-CoA methyltransferase		no_kegg_xref	PP_0365
rn00780	S_Cofactor_and_Prosthetic_Group_Biosynthesis__Biotin_Biosynthesis	OGMEACPR	3-Oxo-glutaryl-[ACP] methyl ester reductase		no_kegg_xref	PP_1914
rn00780	S_Cofactor_and_Prosthetic_Group_Biosynthesis__Biotin_Biosynthesis	OGMEACPS	3-Oxo-glutaryl-[ACP] methyl ester synthase		no_kegg_xref	PP_4379 or PP_4545
rn00780	S_Cofactor_and_Prosthetic_Group_Biosynthesis__Biotin_Biosynthesis	OPMEACPR	3-Oxo-pimeloyl-[ACP] methyl ester reductase		no_kegg_xref	PP_1914
rn00780	S_Cofactor_and_Prosthetic_Group_Biosynthesis__Biotin_Biosynthesis	OPMEACPS	3-Oxo-pimeloyl-[ACP] methyl ester synthase		no_kegg_xref	PP_4175
rn00780	S_Cofactor_and_Prosthetic_Group_Biosynthesis__Biotin_Biosynthesis	BTS5	Biotin synthase		no_kegg_xref	PP_0362
rn00770	S_Cofactor_and_Prosthetic_Group_Biosynthesis__Pantothenate_and_CoA_Biosynthesis	APPAT	ATP:pantetheine-4'-phosphate adenylyltransferase	R03035	on_map_dropped	PP_5123
rn00362	S_Aromatic_Compounds_Degradation__B_Ketoadipate_pathway	CACOAHA	Enoyl CoA hydratasealdolase		no_kegg_xref	PP_3358
rn00362	S_Aromatic_Compounds_Degradation__B_Ketoadipate_pathway	CAFFCOA	Feruloyl coenzyme A synthetase  AMP forming 	R01943	kegg_xref_not_on_map	PP_3356
rn00362	S_Aromatic_Compounds_Degradation__B_Ketoadipate_pathway	DHSKDH	Dehydroshikimate dehydratase	R01627	kegg_xref_not_on_map	PP_2554
rn00362	S_Aromatic_Compounds_Degradation__B_Ketoadipate_pathway	FCOAHA	Enoyl coa hydratasealdolase		no_kegg_xref	PP_3358
rn00362	S_Aromatic_Compounds_Degradation__B_Ketoadipate_pathway	FERULCOAS	Feruloyl coenzyme A synthetase  AMP forming 	R02194	kegg_xref_not_on_map	PP_3356
rn00362	S_Aromatic_Compounds_Degradation__B_Ketoadipate_pathway	QUIDH	Quinate dehydrogenase  pyrroloquinoline quinone 	R01873	kegg_xref_not_on_map	PP_3569
rn00362	S_Aromatic_Compounds_Degradation__B_Ketoadipate_pathway	VNDH	VanillinNAD oxidoreductase	R05699	kegg_xref_not_on_map	PP_3357
rn00362	S_Aromatic_Compounds_Degradation__B_Ketoadipate_pathway	VNDH_2	4-hydroxybenzaldehyde dehydrogenase	R01293	kegg_xref_not_on_map	PP_3357
rn00362	S_Aromatic_Compounds_Degradation__B_Ketoadipate_pathway	VNDH_3	Vanillin NAD oxidoreductase  34dhbald 		no_kegg_xref	PP_3357
rn00362	S_Aromatic_Compounds_Degradation__B_Ketoadipate_pathway	VNTDM	Vanillateoxygen oxidoreductase  demethylating 	R05274	kegg_xref_not_on_map	PP_3736 and PP_3737
rn00362	S_Aromatic_Compounds_Degradation__B_Ketoadipate_pathway	COALCDH	Coniferyl alcohol dehydrogenase		no_kegg_xref	PP_2426
rn00362	S_Aromatic_Compounds_Degradation__B_Ketoadipate_pathway	COALDDH	Coniferyl aldehyde dehydrogenase	R05700	kegg_xref_not_on_map	PP_5120
rn00362	S_Aromatic_Compounds_Degradation__B_Ketoadipate_pathway	COCOAHA	Enoyl CoA hydratasealdolase		no_kegg_xref	PP_3358
rn00362	S_Aromatic_Compounds_Degradation__B_Ketoadipate_pathway	4CMCOAS	4-Coumarate:Coa Ligase (AMP-Forming)	R01616	kegg_xref_not_on_map	PP_3356
rn00630	S_Glyoxylate_and_dicarboxylate_metabolism	GLYO1	Glycine oxidase	R00366	kegg_xref_not_on_map	PP_0612
rn00260	S_Glycine__Serine_and_threonine_metabolism	AOBUTDs	L-2-amino-3-oxobutanoate decarboxylation (spontaneous)	R03758	on_map_dropped	PP_s0001
rn00260	S_Glycine__Serine_and_threonine_metabolism	GLYCL	Glycine Cleavage System	R01221	kegg_xref_not_on_map	(PP_5193 and PP_5192 and PP_5194 and PP_4187) or (PP_0989 and PP_0988 and PP_0986 and PP_4187)
rn00260	S_Glycine__Serine_and_threonine_metabolism	LSERDHr	L-serine dehydrogenase	R06126	kegg_xref_not_on_map	PP_4862
rn00260	S_Glycine__Serine_and_threonine_metabolism	AALDCDLsi	Aminoacetaldehyde CO2 ligase  spontaneous reaction 		no_kegg_xref	PP_s0001
