species,gene,term_id,term_label,evidence,action,reason
human,ADM2,GO:0007631,feeding behavior,IEA,KEEP_AS_NON_CORE,"While ADM2 does affect feeding behavior (suppresses food intake and gastric emptying per PMID:14615490), this is not a core molecular function but rather a downstream physiological effect of its neuroendocrine activity. The primary function is as a vasoactive hormone."
human,NEUROG1,GO:0031223,auditory behavior,IGI,KEEP_AS_NON_CORE,"The deafness is a secondary consequence of CN VIII aplasia and inner ear malformation, not a direct function of NEUROG1. NEUROG1's core function is neuronal specification in the otic placode; the auditory behavior defect is a downstream phenotypic consequence. Mark as non-core to distinguish developmental function from behavioral outcome."
human,NEUROG1,GO:0098583,learned vocalization behavior,IGI,KEEP_AS_NON_CORE,"Speech difficulties are plausible secondary consequences of oral motor dysfunction (CN V, CN VII territories) and hearing loss. However, this is a complex behavioral outcome far removed from NEUROG1's core developmental function. Keep as non-core documentation of patient phenotype."
human,LRRK2,GO:0035640,exploration behavior,IEA,MARK_AS_OVER_ANNOTATED,Exploration behavior is a high-level organismal phenotype.
human,LRRK2,GO:0035641,locomotory exploration behavior,IEA,MARK_AS_OVER_ANNOTATED,Locomotory exploration behavior is organismal phenotype.
human,LRRK2,GO:0035640,exploration behavior,IMP,MARK_AS_OVER_ANNOTATED,Exploration behavior is a high-level organismal phenotype.
human,AKT1,GO:0048266,behavioral response to pain,IEA,KEEP_AS_NON_CORE,AKT1 has broad downstream effects; this annotation should be retained as context while the core function remains PI3K-regulated protein serine/threonine phosphorylation.
human,SCN1A,GO:0007628,adult walking behavior,IEA,MARK_AS_OVER_ANNOTATED,"This annotation is based on Ensembl orthology inference from mouse models. While SCN1A mutations can affect motor behavior through seizures and neurological impairment, adult walking behavior is a high-level phenotype not directly representative of the core molecular function. This is likely over-annotation."
human,WFS1,GO:0042048,olfactory behavior,IEA,REMOVE,No literature support for this annotation. Wolfram syndrome phenotype does not include olfactory dysfunction. This may be an over-inference from ortholog data.
human,APOE,GO:0035641,locomotory exploration behavior,IMP,KEEP_AS_NON_CORE,Retain as non-core pleiotropic CNS biology; these annotations describe downstream or cell-context phenotypes rather than APOE's primary apolipoprotein molecular activity.
human,APOE,GO:2000822,regulation of behavioral fear response,IMP,KEEP_AS_NON_CORE,Retain as non-core pleiotropic CNS biology; these annotations describe downstream or cell-context phenotypes rather than APOE's primary apolipoprotein molecular activity.
worm,lov-1,GO:1902435,regulation of male mating behavior,NAS,ACCEPT,This accurately describes LOV-1 function. The gene was identified based on male mating defects and is named for the vulva location defect. LOV-1 is required for proper execution of male mating behavior.
worm,lov-1,GO:0060179,male mating behavior,IMP,ACCEPT,This is a core function of LOV-1. The gene is required for proper male mating behavior.
worm,lov-1,GO:0007617,mating behavior,IMP,ACCEPT,LOV-1 is required for mating behavior. This broader term encompasses the specific defects in response and vulva location.
worm,lov-1,GO:0007617,mating behavior,IMP,ACCEPT,Additional evidence for mating behavior requirement.
worm,lov-1,GO:0007617,mating behavior,IGI,ACCEPT,The genetic interaction evidence shows lov-1 and pkd-2 act in the same pathway for mating behavior.
worm,lov-1,GO:0007617,mating behavior,IMP,ACCEPT,Additional evidence for mating behavior requirement.
worm,osm-5,GO:0035641,locomotory exploration behavior,IMP,KEEP_AS_NON_CORE,"Exploration behavior is influenced by sensory input from ciliated neurons. The behavioral defect in osm-5 mutants is secondary to ciliary dysfunction, not a direct function of the OSM-5 protein. This is a valid but non-core annotation."
worm,mksr-2,GO:0035177,larval foraging behavior,IGI,KEEP_AS_NON_CORE,"Foraging behavior defects are a downstream consequence of sensory cilium dysfunction. C. elegans uses ciliated sensory neurons for chemosensation, which is required for proper foraging. This is not a direct molecular function but rather a phenotypic consequence of loss of ciliary function in the sensory neurons."
worm,nsy-1,GO:0018991,egg-laying behavior,IMP,KEEP_AS_NON_CORE,"While nsy-1 mutants do show egg-laying defects, this is likely a pleiotropic effect of disrupted p38 MAPK signaling rather than a direct role in egg-laying behavior. The primary paper (PMID:10571181) focuses on neuronal asymmetry. The annotation is valid but represents a secondary phenotype."
worm,nsy-1,GO:1901046,positive regulation of egg-laying behavior,IMP,KEEP_AS_NON_CORE,"While nsy-1 mutants show egg-laying defects, this is likely a secondary phenotype of disrupted MAPK signaling rather than a primary function. The reference (PMID:12142542) focuses on innate immunity, not egg-laying."
worm,mks-3,GO:0007635,chemosensory behavior,IMP,NEW,This annotation captures the physiological/behavioral consequence of MKS-3 function in sensory cilia. The osmotic avoidance assay tests chemosensory behavior that depends on functional sensory cilia. This should be marked as a secondary/non-core function.
worm,sek-1,GO:0034607,turning behavior involved in mating,IMP,KEEP_AS_NON_CORE,This is likely a pleiotropic effect of the neuronal asymmetry function rather than a core function.
worm,sek-1,GO:0046662,regulation of egg-laying behavior,IMP,KEEP_AS_NON_CORE,This is likely a pleiotropic effect rather than a core function.
worm,sek-1,GO:1901046,positive regulation of egg-laying behavior,IMP,KEEP_AS_NON_CORE,Pleiotropic effect; not a core function of SEK-1.
worm,che-2,GO:0090325,regulation of locomotion involved in locomotory behavior,IGI,KEEP_AS_NON_CORE,"This is a downstream consequence of cilium structure defects rather than a direct function of CHE-2. The effect on locomotion is indirect, mediated through disrupted sensory perception in defective cilia. Not a core function."
worm,che-2,GO:0090326,positive regulation of locomotion involved in locomotory behavior,IMP,KEEP_AS_NON_CORE,Pleiotropic effect of cilium defects. CHE-2's primary role is in cilium assembly and IFT; the locomotory phenotype is an indirect consequence of sensory defects.
worm,ocr-2,GO:0007635,chemosensory behavior,IMP,NEW,"Critical biological process annotation missing from existing GOA. The deep research clearly documents OCR-2's role in chemosensory behavior, particularly in AWA-mediated olfaction and ASH-mediated nociception to chemicals like 1-octanol."
worm,pef-1,GO:0040040,thermosensory behavior,IMP,NEW,Experimental mutant phenotype demonstrates PEF-1 function in thermosensory behavior. AFD neuron expression supports this role.
worm,daf-2,GO:0030536,larval feeding behavior,IMP,ACCEPT,Feeding regulation is an important metabolic function of insulin signaling. DAF-2 controls satiety and food intake through integration with TGF-beta and cGMP pathways.
worm,daf-2,GO:0030536,larval feeding behavior,IGI,ACCEPT,Valid supporting evidence for metabolic/behavioral function.
worm,daf-2,GO:1903998,regulation of eating behavior,IMP,ACCEPT,Feeding regulation is a conserved function of insulin signaling pathways.
worm,daf-2,GO:1903998,regulation of eating behavior,IGI,ACCEPT,Valid supporting evidence.
worm,nphp-4,GO:0034607,turning behavior involved in mating,IGI,KEEP_AS_NON_CORE,Male-specific sensory behavior dependent on ciliary function. Secondary phenotype reflecting ciliary gating defects.
worm,nphp-4,GO:0035177,larval foraging behavior,IMP,KEEP_AS_NON_CORE,Behavioral phenotype reflecting sensory function. The foraging defect is likely due to chemosensory impairment from ciliary dysfunction rather than a direct role in behavior per se.
worm,pkd-2,GO:1902435,regulation of male mating behavior,NAS,ACCEPT,Core biological function. The 1999 Nature paper established PKD-2's role in male mating behavior. The NAS evidence is appropriate for the regulatory aspect implied in the term.
worm,pkd-2,GO:0060179,male mating behavior,IDA,ACCEPT,"Core biological function. Evidence code is technically IMP based on mutant phenotype, but the annotation captures the essential function."
worm,pkd-2,GO:0007617,mating behavior,IMP,ACCEPT,Core biological function. IMP evidence from mutant analysis.
worm,pkd-2,GO:0007617,mating behavior,IGI,ACCEPT,IGI evidence from double mutant analysis showing epistasis.
worm,che-3,GO:0007635,chemosensory behavior,IMP,KEEP_AS_NON_CORE,"The phenotype is well-documented but represents an indirect consequence of ciliary defects. CHE-3 does not directly participate in chemosensory signal transduction; rather, its role in maintaining cilium structure is required for proper chemosensory function."
worm,nphp-1,GO:0034607,turning behavior involved in mating,IGI,KEEP_AS_NON_CORE,Ciliary gene; the mating-turning behaviour is a distal phenotypic consequence of cilium dysfunction; non-core per the behaviour-annotation rubric.
mouse,Aldh2,GO:0048149,behavioral response to ethanol,ISO,KEEP_AS_NON_CORE,"Organism-level behavioral consequence of aldehyde metabolism, not a core molecular function."
mouse,Akt1,GO:0048266,behavioral response to pain,IGI,KEEP_AS_NON_CORE,"The annotation is compatible with known AKT1 signaling biology but represents a pathway, location, interaction, or phenotype rather than the core catalytic function."
mouse,Bcl2,GO:0001662,behavioral fear response,IMP,KEEP_AS_NON_CORE,Bcl2-dependent survival has broad tissue and developmental consequences; these terms are biologically plausible but downstream or peripheral to its core anti-apoptotic mechanism.
mouse,Tuba1a,GO:0007626,locomotory behavior,IMP,KEEP_AS_NON_CORE,"Locomotory behavior defects are downstream consequences of impaired neuronal migration and brain malformation, not a direct function of Tuba1a. This is a phenotypic readout of Tuba1a mutation rather than a function."
mouse,Tuba1a,GO:0035641,locomotory exploration behavior,IMP,KEEP_AS_NON_CORE,Behavioral phenotype is a distal consequence of brain malformation caused by Tuba1a mutation. Not a direct function.
mouse,Tuba1a,GO:0061744,motor behavior,IMP,KEEP_AS_NON_CORE,"Motor behavior deficits are a distal phenotypic consequence of Tuba1a mutation, not a direct function. Behavioral phenotypes should be kept as non-core."
mouse,Tuba1a,GO:0008344,adult locomotory behavior,IMP,KEEP_AS_NON_CORE,Locomotor hyperactivity is a behavioral phenotype resulting from disrupted brain cytoarchitecture. Not a direct function. The rescue by BAC transgene confirms the phenotype is due to Tuba1a mutation but the behavior is a downstream readout.
mouse,Tuba1a,GO:0030534,adult behavior,IMP,KEEP_AS_NON_CORE,Adult behavior is a very broad term. The behavioral phenotypes are downstream consequences of brain malformation. Keep as non-core.
mouse,Trp53,GO:0048512,circadian behavior,IMP,KEEP_AS_NON_CORE,"The paper supports altered circadian behavior in p53-null mice, but this is a context-specific phenotype, not core molecular function."
mouse,Casp3,GO:0036269,swimming behavior,IEA,KEEP_AS_NON_CORE,"Casp3 can be required in many developmental, neuronal, inflammatory, and stress contexts, but these annotations are downstream of or peripheral to its core protease activity in apoptotic execution."
mouse,Drd1,GO:0007625,grooming behavior,ISO,KEEP_AS_NON_CORE,"Knockout and pharmacology studies support roles in locomotion, learning, drug responses, development, and synaptic plasticity, but these are downstream organismal or neural-circuit consequences rather than the gene product core function."
mouse,Drd1,GO:0007626,locomotory behavior,ISO,KEEP_AS_NON_CORE,"Knockout and pharmacology studies support roles in locomotion, learning, drug responses, development, and synaptic plasticity, but these are downstream organismal or neural-circuit consequences rather than the gene product core function."
mouse,Drd1,GO:0035176,social behavior,ISO,KEEP_AS_NON_CORE,"Knockout and pharmacology studies support roles in locomotion, learning, drug responses, development, and synaptic plasticity, but these are downstream organismal or neural-circuit consequences rather than the gene product core function."
mouse,Drd1,GO:0042755,eating behavior,ISO,KEEP_AS_NON_CORE,"Knockout and pharmacology studies support roles in locomotion, learning, drug responses, development, and synaptic plasticity, but these are downstream organismal or neural-circuit consequences rather than the gene product core function."
mouse,Drd1,GO:0048148,behavioral response to cocaine,ISO,KEEP_AS_NON_CORE,"Knockout and pharmacology studies support roles in locomotion, learning, drug responses, development, and synaptic plasticity, but these are downstream organismal or neural-circuit consequences rather than the gene product core function."
mouse,Drd1,GO:2000253,positive regulation of feeding behavior,ISO,KEEP_AS_NON_CORE,"Knockout and pharmacology studies support roles in locomotion, learning, drug responses, development, and synaptic plasticity, but these are downstream organismal or neural-circuit consequences rather than the gene product core function."
mouse,Drd1,GO:0007626,locomotory behavior,IGI,KEEP_AS_NON_CORE,"Knockout and pharmacology studies support roles in locomotion, learning, drug responses, development, and synaptic plasticity, but these are downstream organismal or neural-circuit consequences rather than the gene product core function."
mouse,Drd1,GO:0007626,locomotory behavior,IMP,KEEP_AS_NON_CORE,"Knockout and pharmacology studies support roles in locomotion, learning, drug responses, development, and synaptic plasticity, but these are downstream organismal or neural-circuit consequences rather than the gene product core function."
mouse,Drd1,GO:0042711,maternal behavior,IMP,KEEP_AS_NON_CORE,"Knockout and pharmacology studies support roles in locomotion, learning, drug responses, development, and synaptic plasticity, but these are downstream organismal or neural-circuit consequences rather than the gene product core function."
mouse,Drd1,GO:0042711,maternal behavior,IMP,KEEP_AS_NON_CORE,"Knockout and pharmacology studies support roles in locomotion, learning, drug responses, development, and synaptic plasticity, but these are downstream organismal or neural-circuit consequences rather than the gene product core function."
mouse,Drd1,GO:0001662,behavioral fear response,IMP,KEEP_AS_NON_CORE,"Knockout and pharmacology studies support roles in locomotion, learning, drug responses, development, and synaptic plasticity, but these are downstream organismal or neural-circuit consequences rather than the gene product core function."
mouse,Drd1,GO:0007625,grooming behavior,IMP,KEEP_AS_NON_CORE,"Knockout and pharmacology studies support roles in locomotion, learning, drug responses, development, and synaptic plasticity, but these are downstream organismal or neural-circuit consequences rather than the gene product core function."
mouse,Drd1,GO:0007626,locomotory behavior,IMP,KEEP_AS_NON_CORE,"Knockout and pharmacology studies support roles in locomotion, learning, drug responses, development, and synaptic plasticity, but these are downstream organismal or neural-circuit consequences rather than the gene product core function."
mouse,Drd1,GO:0007626,locomotory behavior,IMP,KEEP_AS_NON_CORE,"Knockout and pharmacology studies support roles in locomotion, learning, drug responses, development, and synaptic plasticity, but these are downstream organismal or neural-circuit consequences rather than the gene product core function."
mouse,Drd1,GO:0007626,locomotory behavior,IMP,KEEP_AS_NON_CORE,"Knockout and pharmacology studies support roles in locomotion, learning, drug responses, development, and synaptic plasticity, but these are downstream organismal or neural-circuit consequences rather than the gene product core function."
mouse,Drd1,GO:0007626,locomotory behavior,IMP,KEEP_AS_NON_CORE,"Knockout and pharmacology studies support roles in locomotion, learning, drug responses, development, and synaptic plasticity, but these are downstream organismal or neural-circuit consequences rather than the gene product core function."
mouse,Drd1,GO:0007626,locomotory behavior,IMP,KEEP_AS_NON_CORE,"Knockout and pharmacology studies support roles in locomotion, learning, drug responses, development, and synaptic plasticity, but these are downstream organismal or neural-circuit consequences rather than the gene product core function."
mouse,Drd1,GO:0007626,locomotory behavior,IMP,KEEP_AS_NON_CORE,"Knockout and pharmacology studies support roles in locomotion, learning, drug responses, development, and synaptic plasticity, but these are downstream organismal or neural-circuit consequences rather than the gene product core function."
mouse,Drd1,GO:0007626,locomotory behavior,IMP,KEEP_AS_NON_CORE,"Knockout and pharmacology studies support roles in locomotion, learning, drug responses, development, and synaptic plasticity, but these are downstream organismal or neural-circuit consequences rather than the gene product core function."
mouse,Drd1,GO:0007626,locomotory behavior,IMP,KEEP_AS_NON_CORE,"Knockout and pharmacology studies support roles in locomotion, learning, drug responses, development, and synaptic plasticity, but these are downstream organismal or neural-circuit consequences rather than the gene product core function."
mouse,Drd1,GO:0048148,behavioral response to cocaine,IMP,KEEP_AS_NON_CORE,"Knockout and pharmacology studies support roles in locomotion, learning, drug responses, development, and synaptic plasticity, but these are downstream organismal or neural-circuit consequences rather than the gene product core function."
mouse,Drd1,GO:0007626,locomotory behavior,IGI,KEEP_AS_NON_CORE,"Knockout and pharmacology studies support roles in locomotion, learning, drug responses, development, and synaptic plasticity, but these are downstream organismal or neural-circuit consequences rather than the gene product core function."
mouse,Drd1,GO:0007626,locomotory behavior,IGI,KEEP_AS_NON_CORE,"Knockout and pharmacology studies support roles in locomotion, learning, drug responses, development, and synaptic plasticity, but these are downstream organismal or neural-circuit consequences rather than the gene product core function."
mouse,Drd1,GO:0007631,feeding behavior,IGI,KEEP_AS_NON_CORE,"Knockout and pharmacology studies support roles in locomotion, learning, drug responses, development, and synaptic plasticity, but these are downstream organismal or neural-circuit consequences rather than the gene product core function."
mouse,Drd1,GO:0007625,grooming behavior,IMP,KEEP_AS_NON_CORE,"Knockout and pharmacology studies support roles in locomotion, learning, drug responses, development, and synaptic plasticity, but these are downstream organismal or neural-circuit consequences rather than the gene product core function."
mouse,Drd1,GO:0007628,adult walking behavior,IGI,KEEP_AS_NON_CORE,"Knockout and pharmacology studies support roles in locomotion, learning, drug responses, development, and synaptic plasticity, but these are downstream organismal or neural-circuit consequences rather than the gene product core function."
mouse,Drd1,GO:0007628,adult walking behavior,IMP,KEEP_AS_NON_CORE,"Knockout and pharmacology studies support roles in locomotion, learning, drug responses, development, and synaptic plasticity, but these are downstream organismal or neural-circuit consequences rather than the gene product core function."
mouse,Drd1,GO:0007628,adult walking behavior,IGI,KEEP_AS_NON_CORE,"Knockout and pharmacology studies support roles in locomotion, learning, drug responses, development, and synaptic plasticity, but these are downstream organismal or neural-circuit consequences rather than the gene product core function."
mouse,Drd1,GO:0007617,mating behavior,IDA,KEEP_AS_NON_CORE,"Knockout and pharmacology studies support roles in locomotion, learning, drug responses, development, and synaptic plasticity, but these are downstream organismal or neural-circuit consequences rather than the gene product core function."
mouse,Pten,GO:0007626,locomotory behavior,IMP,KEEP_AS_NON_CORE,Secondary or downstream function
mouse,Pten,GO:0030534,adult behavior,IMP,KEEP_AS_NON_CORE,Secondary or downstream function
mouse,Pten,GO:0035176,social behavior,IMP,KEEP_AS_NON_CORE,Secondary or downstream function
mouse,Pten,GO:0035176,social behavior,IMP,KEEP_AS_NON_CORE,Secondary or downstream function
mouse,Pten,GO:0042711,maternal behavior,IMP,KEEP_AS_NON_CORE,Secondary or downstream function
mouse,Pten,GO:0060179,male mating behavior,IMP,KEEP_AS_NON_CORE,Secondary or downstream function
mouse,Mtor,GO:0050795,regulation of behavior,IEA,KEEP_AS_NON_CORE,Downstream pleiotropic behavioral role.
mouse,Mtor,GO:0035176,social behavior,ISO,KEEP_AS_NON_CORE,Downstream behavioral phenotype of mTOR.
mouse,Mtor,GO:1904000,positive regulation of eating behavior,ISO,KEEP_AS_NON_CORE,Downstream behavioral effect of mTOR signaling.
mouse,Mtor,GO:0048266,behavioral response to pain,IGI,KEEP_AS_NON_CORE,Downstream nociceptive behavioral effect.
mouse,App,GO:0001967,suckling behavior,IGI,KEEP_AS_NON_CORE,Non-core - reflects severe nervous system dysfunction in double KO.
mouse,App,GO:0007617,mating behavior,IGI,KEEP_AS_NON_CORE,Non-core - behavioral consequence of nervous system dysfunction.
mouse,App,GO:0007626,locomotory behavior,IGI,KEEP_AS_NON_CORE,Distal behavioural phenotype of APP loss; non-core per the behaviour-annotation rubric.
mouse,App,GO:0008344,adult locomotory behavior,IMP,KEEP_AS_NON_CORE,Phenotype-driven behavioural readout downstream of APP's neuronal role; retained as non-core per the behaviour-annotation rubric (cf. Tuba1a).
mouse,App,GO:0008344,adult locomotory behavior,IMP,KEEP_AS_NON_CORE,Phenotype-driven behavioural readout downstream of APP's neuronal role; retained as non-core per the behaviour-annotation rubric (cf. Tuba1a).
mouse,App,GO:0008344,adult locomotory behavior,IMP,KEEP_AS_NON_CORE,Phenotype-driven behavioural readout downstream of APP's neuronal role; retained as non-core per the behaviour-annotation rubric (cf. Tuba1a).
mouse,App,GO:0008344,adult locomotory behavior,IMP,KEEP_AS_NON_CORE,Phenotype-driven behavioural readout downstream of APP's neuronal role; retained as non-core per the behaviour-annotation rubric (cf. Tuba1a).
mouse,Agtr1a,GO:0042756,drinking behavior,IEA,REMOVE,"Direct central angiotensin II experiments separate AT1A-dependent blood-pressure responses from drinking behavior, which requires AT1B."
mouse,Agtr1a,GO:0042756,drinking behavior,ISO,REMOVE,"Direct central angiotensin II experiments separate AT1A-dependent blood-pressure responses from drinking behavior, which requires AT1B."
mouse,Agtr1a,GO:0042756,drinking behavior,IMP,REMOVE,The cited study supports renal output and blood-pressure physiology; direct central angiotensin II evidence instead assigns drinking behavior primarily to AT1B rather than AT1A.
mouse,Agtr1a,GO:0042756,drinking behavior,IMP,REMOVE,"The same citation explicitly separates AT1A-dependent blood-pressure responses from drinking behavior, which requires AT1B."
mouse,Agtr1a,GO:0042756,drinking behavior,IGI,REMOVE,"The same citation explicitly separates AT1A-dependent blood-pressure responses from drinking behavior, which requires AT1B."
DAPPU,DpuGr29,GO:0008049,male courtship behavior,IBA,REMOVE,"Male courtship behavior as defined in GO (GO:0008049) specifically describes ""behavior of a male for the purpose of attracting a sexual partner"" with Drosophila melanogaster cited as the example organism. The behavior involves insect-specific courtship rituals including wing extension and vibration. While Drosophila Gr32a and Gr33a function in detecting pheromones that modulate courtship, Daphnia pulex is a crustacean that reproduces primarily through parthenogenesis, with males being facultative. There is no evidence that crustacean GRs play any role in courtship behavior. The phylogenetic inference across such divergent arthropod lineages (insects vs. branchiopod crustaceans) for a highly species-specific behavioral process is not justified."
DAPPU,DpuGr29,GO:0007635,chemosensory behavior,IBA,ACCEPT,"Chemosensory behavior (GO:0007635) is defined as ""behavior that is dependent upon the sensation of chemicals."" GRs are established chemoreceptors across arthropods. Daphnia pulex has an expanded GR repertoire (58 genes) and relies heavily on chemosensory detection for predator avoidance (kairomone detection), food finding, and environmental sensing. The phylogenetic inference from Drosophila GRs to Daphnia GRs for this general chemosensory function is well-supported, as the fundamental role of GRs as chemoreceptors mediating behavioral responses is conserved across arthropods."
