gene	reference_id	publication_type_auto	publication_type_final	is_review_final	notes
LRRK2	PMID:21857923	PRIMARY_RESEARCH			
LRRK2	PMID:21983832	PRIMARY_RESEARCH			
LRRK2	PMID:22012985	PRIMARY_RESEARCH			
LRRK2	PMID:22228096	PRIMARY_RESEARCH			
LRRK2	PMID:22303461	PRIMARY_RESEARCH			
LRRK2	PMID:22363216	PRIMARY_RESEARCH			
LRRK2	PMID:22423108	PRIMARY_RESEARCH			
LRRK2	PMID:22612223	PRIMARY_RESEARCH			
LRRK2	PMID:22639965	PRIMARY_RESEARCH			
LRRK2	PMID:22664934	PRIMARY_RESEARCH			
LRRK2	PMID:22736029	PRIMARY_RESEARCH			
LRRK2	PMID:22764206	PRIMARY_RESEARCH			
LRRK2	PMID:22899650	PRIMARY_RESEARCH			
LRRK2	PMID:22952686	PRIMARY_RESEARCH			
LRRK2	PMID:22988876	REVIEW			
LRRK2	PMID:22998870	PRIMARY_RESEARCH			
LRRK2	PMID:23075850	PRIMARY_RESEARCH			
LRRK2	PMID:23183827	PRIMARY_RESEARCH			
LRRK2	PMID:23220480	PRIMARY_RESEARCH			
LRRK2	PMID:23241358	PRIMARY_RESEARCH			
LRRK2	PMID:23395371	PRIMARY_RESEARCH			
LRRK2	PMID:23455607	PRIMARY_RESEARCH			
LRRK2	PMID:23628791	PRIMARY_RESEARCH			
LRRK2	PMID:23813973	PRIMARY_RESEARCH			
LRRK2	PMID:23916833	PRIMARY_RESEARCH			
LRRK2	PMID:23937259	PRIMARY_RESEARCH			
LRRK2	PMID:23949442	PRIMARY_RESEARCH			
LRRK2	PMID:24113872	PRIMARY_RESEARCH			
LRRK2	PMID:24115276	REVIEW			
LRRK2	PMID:24165324	PRIMARY_RESEARCH			
LRRK2	PMID:24211199	PRIMARY_RESEARCH			
LRRK2	PMID:24252804	REVIEW			
LRRK2	PMID:24275654	PRIMARY_RESEARCH			
LRRK2	PMID:24282027	PRIMARY_RESEARCH			
LRRK2	PMID:24351927	PRIMARY_RESEARCH			
LRRK2	PMID:24403142	PRIMARY_RESEARCH			
LRRK2	PMID:24459295	PRIMARY_RESEARCH			
LRRK2	PMID:24464040	PRIMARY_RESEARCH			
LRRK2	PMID:24510904	PRIMARY_RESEARCH			
LRRK2	PMID:24576675	PRIMARY_RESEARCH			
LRRK2	PMID:24591621	PRIMARY_RESEARCH			
LRRK2	PMID:24687852	PRIMARY_RESEARCH			
LRRK2	PMID:24695735	PRIMARY_RESEARCH			
LRRK2	PMID:24725412	PRIMARY_RESEARCH			
LRRK2	PMID:24754922	PRIMARY_RESEARCH			
LRRK2	PMID:24794857	PRIMARY_RESEARCH			
LRRK2	PMID:24904275	PRIMARY_RESEARCH			
LRRK2	PMID:24947832	PRIMARY_RESEARCH			
LRRK2	PMID:25009464	PRIMARY_RESEARCH			
LRRK2	PMID:25201882	PRIMARY_RESEARCH			
LRRK2	PMID:25360523	PRIMARY_RESEARCH			
LRRK2	PMID:25416817	PRIMARY_RESEARCH			
LRRK2	PMID:25446991	PRIMARY_RESEARCH			
LRRK2	PMID:25500533	PRIMARY_RESEARCH			
LRRK2	PMID:25501810	PRIMARY_RESEARCH			
LRRK2	PMID:25605758	PRIMARY_RESEARCH			
LRRK2	PMID:26014385	PRIMARY_RESEARCH			
LRRK2	PMID:26751287	PRIMARY_RESEARCH			
LRRK2	PMID:26824392	PRIMARY_RESEARCH			
LRRK2	PMID:26894577	PRIMARY_RESEARCH			
LRRK2	PMID:27013965	PRIMARY_RESEARCH			
LRRK2	PMID:27273569	PRIMARY_RESEARCH			
LRRK2	PMID:27314038	PRIMARY_RESEARCH			
LRRK2	PMID:27357661	PRIMARY_RESEARCH			
LRRK2	PMID:27424887	PRIMARY_RESEARCH			
LRRK2	PMID:27830463	PRIMARY_RESEARCH			
LRRK2	PMID:28202711	PRIMARY_RESEARCH			
LRRK2	PMID:28720718	PRIMARY_RESEARCH			
LRRK2	PMID:29513927	PRIMARY_RESEARCH			
LRRK2	PMID:29519959	PRIMARY_RESEARCH			
LRRK2	PMID:29541021	PRIMARY_RESEARCH			
LRRK2	PMID:30398148	PRIMARY_RESEARCH			
LRRK2	PMID:31046837	PRIMARY_RESEARCH			
LRRK2	PMID:31552791	PRIMARY_RESEARCH			
LRRK2	PMID:32017888	PRIMARY_RESEARCH			
LRRK2	PMID:32814053	PRIMARY_RESEARCH			
LRRK2	PMID:33938021	PRIMARY_RESEARCH			
LRRK2	PMID:38127736	PRIMARY_RESEARCH			
LRRK2	PMID:38858457	PRIMARY_RESEARCH			
LRRK2	Reactome:R-HSA-8857565	DATABASE			
LRRK2	Reactome:R-HSA-8857577	DATABASE			
LRRK2	Reactome:R-HSA-8857583	DATABASE			
LRRK2	Reactome:R-HSA-9634702	DATABASE			
LRRK2	file:human/LRRK2/LRRK2-deep-research-falcon.md	DEEP_RESEARCH			
UQCRC1	GO_REF:0000002	DATABASE			
UQCRC1	GO_REF:0000033	DATABASE			
UQCRC1	GO_REF:0000043	DATABASE			
UQCRC1	GO_REF:0000052	DATABASE			
UQCRC1	GO_REF:0000107	DATABASE			
UQCRC1	GO_REF:0000108	DATABASE			
UQCRC1	GO_REF:0000117	DATABASE			
UQCRC1	GO_REF:0000120	DATABASE			
UQCRC1	PMID:8407948	PRIMARY_RESEARCH			
UQCRC1	PMID:17353931	PRIMARY_RESEARCH			
UQCRC1	PMID:19688755	PRIMARY_RESEARCH			
UQCRC1	PMID:19725078	PRIMARY_RESEARCH			
UQCRC1	PMID:20833797	PRIMARY_RESEARCH			
UQCRC1	PMID:28844695	PRIMARY_RESEARCH			
UQCRC1	PMID:32161263	PRIMARY_RESEARCH			
UQCRC1	PMID:32814053	PRIMARY_RESEARCH			
UQCRC1	PMID:33961781	PRIMARY_RESEARCH			
UQCRC1	PMID:34800366	PRIMARY_RESEARCH			
UQCRC1	PMID:35101990	PRIMARY_RESEARCH			
UQCRC1	PMID:33141179	PRIMARY_RESEARCH			
UQCRC1	Reactome:R-HSA-164651	DATABASE			
UQCRC1	Reactome:R-HSA-9906017	DATABASE			
UQCRC1	Reactome:R-HSA-9906042	DATABASE			
UQCRC1	file:human/UQCRC1/UQCRC1-deep-research-falcon.md	DEEP_RESEARCH			
ATP6V1E1	GO_REF:0000002	DATABASE			
ATP6V1E1	GO_REF:0000024	DATABASE			
ATP6V1E1	GO_REF:0000033	DATABASE			
ATP6V1E1	GO_REF:0000044	DATABASE			
ATP6V1E1	PMID:11399750	PRIMARY_RESEARCH			
ATP6V1E1	PMID:16169070	PRIMARY_RESEARCH			
ATP6V1E1	PMID:17897319	PRIMARY_RESEARCH			
ATP6V1E1	PMID:19056867	PRIMARY_RESEARCH			
ATP6V1E1	PMID:19199708	PRIMARY_RESEARCH			
ATP6V1E1	PMID:20717956	PRIMARY_RESEARCH			
ATP6V1E1	PMID:21784977	PRIMARY_RESEARCH			
ATP6V1E1	PMID:22053050	PRIMARY_RESEARCH			
ATP6V1E1	PMID:22982048	PRIMARY_RESEARCH			
ATP6V1E1	PMID:28065471	PRIMARY_RESEARCH			
ATP6V1E1	PMID:29993276	PRIMARY_RESEARCH			
ATP6V1E1	PMID:32001091	REVIEW			
ATP6V1E1	PMID:33065002	PRIMARY_RESEARCH			
ATP6V1E1	PMID:35271311	PRIMARY_RESEARCH			
ATP6V1E1	PMID:8250920	PRIMARY_RESEARCH			
ATP6V1E1	Reactome:R-HSA-1222516	DATABASE			
ATP6V1E1	Reactome:R-HSA-5252133	DATABASE			
ATP6V1E1	Reactome:R-HSA-74723	DATABASE			
ATP6V1E1	Reactome:R-HSA-917841	DATABASE			
ATP6V1E1	Reactome:R-HSA-9639286	DATABASE			
ATP6V1E1	Reactome:R-HSA-9640167	DATABASE			
ATP6V1E1	Reactome:R-HSA-9640168	DATABASE			
ATP6V1E1	Reactome:R-HSA-9640175	DATABASE			
ATP6V1E1	Reactome:R-HSA-9640195	DATABASE			
ATP6V1E1	Reactome:R-HSA-9645598	DATABASE			
ATP6V1E1	Reactome:R-HSA-9645608	DATABASE			
ATP6V1E1	Reactome:R-HSA-9646468	DATABASE			
ATP6V1E1	Reactome:R-HSA-9858923	DATABASE			
ATP6V1E2	GO_REF:0000002	DATABASE			
ATP6V1E2	GO_REF:0000033	DATABASE			
ATP6V1E2	GO_REF:0000107	DATABASE			
ATP6V1E2	GO_REF:0000120	DATABASE			
ATP6V1E2	PMID:12036578	PRIMARY_RESEARCH			
ATP6V1E2	PMID:21516116	PRIMARY_RESEARCH			
ATP6V1E2	PMID:22982048	PRIMARY_RESEARCH			
ATP6V1E2	PMID:25416956	PRIMARY_RESEARCH			
ATP6V1E2	PMID:30021884	PRIMARY_RESEARCH			
ATP6V1E2	PMID:32296183	PRIMARY_RESEARCH			
ATP6V1E2	PMID:40205054	PRIMARY_RESEARCH			
ATP6V1E2	Reactome:R-HSA-1222516	DATABASE			
ATP6V1E2	Reactome:R-HSA-5252133	DATABASE			
ATP6V1E2	Reactome:R-HSA-74723	DATABASE			
ATP6V1E2	Reactome:R-HSA-917841	DATABASE			
ATP6V1E2	Reactome:R-HSA-9639286	DATABASE			
ATP6V1E2	Reactome:R-HSA-9640167	DATABASE			
ATP6V1E2	Reactome:R-HSA-9640168	DATABASE			
ATP6V1E2	Reactome:R-HSA-9640175	DATABASE			
ATP6V1E2	Reactome:R-HSA-9640195	DATABASE			
ATP6V1E2	Reactome:R-HSA-9645598	DATABASE			
ATP6V1E2	Reactome:R-HSA-9645608	DATABASE			
ATP6V1E2	Reactome:R-HSA-9646468	DATABASE			
ATP6V1E2	file:human/ATP6V1E2/ATP6V1E2-uniprot.txt	BIOINFORMATICS			
PHYKPL	PMID:22241472	PRIMARY_RESEARCH			
PHYKPL	PMID:23242558	PRIMARY_RESEARCH			
PHYKPL	GO_REF:0000002	DATABASE			
PHYKPL	GO_REF:0000043	DATABASE			
PHYKPL	GO_REF:0000044	DATABASE			
PHYKPL	GO_REF:0000117	DATABASE			
PHYKPL	PMID:16189514	PRIMARY_RESEARCH			
PHYKPL	PMID:21044950	PRIMARY_RESEARCH			
PHYKPL	PMID:25416956	PRIMARY_RESEARCH			
PHYKPL	PMID:29892012	PRIMARY_RESEARCH			
PHYKPL	PMID:31515488	PRIMARY_RESEARCH			
PHYKPL	PMID:32296183	PRIMARY_RESEARCH			
PHYKPL	Reactome:R-HSA-5696408	DATABASE			
PHYKPL	file:human/PHYKPL/PHYKPL-deep-research-lite.md	DEEP_RESEARCH			
PHYKPL	file:human/PHYKPL/PHYKPL-deep-research-falcon.md	DEEP_RESEARCH			
PHYKPL	file:human/PHYKPL/PHYKPL-uniprot.txt	BIOINFORMATICS			
HCST	GO_REF:0000002	DATABASE			
HCST	GO_REF:0000033	DATABASE			
HCST	GO_REF:0000120	DATABASE			
HCST	PMID:10426994	COMMENT_EDITORIAL			
HCST	PMID:10528161	PRIMARY_RESEARCH			
HCST	PMID:15294961	PRIMARY_RESEARCH			
HCST	PMID:15894612	PRIMARY_RESEARCH			
HCST	PMID:16582911	PRIMARY_RESEARCH			
HCST	PMID:26221034	PRIMARY_RESEARCH			
HCST	PMID:32296183	PRIMARY_RESEARCH			
HCST	PMID:32814053	PRIMARY_RESEARCH			
HCST	Reactome:R-HSA-198983	DATABASE			
HCST	file:human/HCST/HCST-deep-research-falcon.md	DEEP_RESEARCH			
ATP6AP1	GO_REF:0000024	DATABASE			
ATP6AP1	GO_REF:0000033	DATABASE			
ATP6AP1	GO_REF:0000044	DATABASE			
ATP6AP1	GO_REF:0000107	DATABASE			
ATP6AP1	GO_REF:0000117	DATABASE			
ATP6AP1	PMID:19056867	PRIMARY_RESEARCH			
ATP6AP1	PMID:22053050	PRIMARY_RESEARCH			
ATP6AP1	PMID:27231034	PRIMARY_RESEARCH			
ATP6AP1	PMID:28296633	PRIMARY_RESEARCH			
ATP6AP1	PMID:29127204	PRIMARY_RESEARCH			
ATP6AP1	PMID:32001091	REVIEW			
ATP6AP1	PMID:32353859	PRIMARY_RESEARCH			
ATP6AP1	PMID:32814053	PRIMARY_RESEARCH			
ATP6AP1	PMID:33060197	PRIMARY_RESEARCH			
ATP6AP1	PMID:33065002	PRIMARY_RESEARCH			
ATP6AP1	PMID:33845483	PRIMARY_RESEARCH			
ATP6AP1	PMID:34232536	PRIMARY_RESEARCH			
ATP6AP1	PMID:34997207	PRIMARY_RESEARCH			
ATP6AP1	PMID:8733135	PRIMARY_RESEARCH			
ATP6AP1	Reactome:R-HSA-5252133	DATABASE			
ATP6AP1	Reactome:R-HSA-74723	DATABASE			
ATP6AP1	Reactome:R-HSA-917841	DATABASE			
ATP6AP1	file:projects/PROTEOSTASIS/reports/pn_projection/pn_projected_annotations.tsv	BIOINFORMATICS			
SOD1	GO_REF:0000033	DATABASE			
SOD1	GO_REF:0000120	DATABASE			
SOD1	GO_REF:0000002	DATABASE			
SOD1	GO_REF:0000108	DATABASE			
SOD1	PMID:12968035	PRIMARY_RESEARCH			
SOD1	PMID:16369483	PRIMARY_RESEARCH			
SOD1	PMID:16595634	PRIMARY_RESEARCH			
SOD1	PMID:19171884	PRIMARY_RESEARCH			
SOD1	PMID:20195357	PRIMARY_RESEARCH			
SOD1	PMID:21252941	PRIMARY_RESEARCH			
SOD1	PMID:22508683	PRIMARY_RESEARCH			
SOD1	PMID:24234043	PRIMARY_RESEARCH			
SOD1	PMID:24981860	PRIMARY_RESEARCH			
SOD1	PMID:26643113	PRIMARY_RESEARCH			
SOD1	PMID:28514442	PRIMARY_RESEARCH			
SOD1	PMID:29128334	PRIMARY_RESEARCH			
SOD1	PMID:32814053	PRIMARY_RESEARCH			
SOD1	PMID:33961781	PRIMARY_RESEARCH			
SOD1	PMID:17592131	PRIMARY_RESEARCH			
SOD1	PMID:19022905	PRIMARY_RESEARCH			
SOD1	PMID:19369197	PRIMARY_RESEARCH			
SOD1	PMID:19828437	PRIMARY_RESEARCH			
SOD1	PMID:21257910	PRIMARY_RESEARCH			
SOD1	PMID:23831581	PRIMARY_RESEARCH			
SOD1	PMID:31999698	PRIMARY_RESEARCH			
SOD1	GO_REF:0000107	DATABASE			
SOD1	PMID:24026195	PRIMARY_RESEARCH			
SOD1	PMID:31292775	PRIMARY_RESEARCH			
SOD1	PMID:30735496	PRIMARY_RESEARCH			
SOD1	GO_REF:0000052	DATABASE			
SOD1	PMID:34800366	PRIMARY_RESEARCH			
SOD1	PMID:24567322	PRIMARY_RESEARCH			
SOD1	PMID:16254550	PRIMARY_RESEARCH			
SOD1	GO_REF:0000024	DATABASE			
SOD1	PMID:24784232	PRIMARY_RESEARCH			
SOD1	PMID:24023695	PRIMARY_RESEARCH			
SOD1	PMID:22496122	PRIMARY_RESEARCH			
SOD1	PMID:19741096	PRIMARY_RESEARCH			
SOD1	PMID:23533145	PRIMARY_RESEARCH			
SOD1	PMID:21630459	PRIMARY_RESEARCH			
SOD1	PMID:24140062	PRIMARY_RESEARCH			
SOD1	PMID:19056867	PRIMARY_RESEARCH			
SOD1	Reactome:R-HSA-3777112	DATABASE			
SOD1	Reactome:R-HSA-8950771	DATABASE			
SOD1	Reactome:R-HSA-3299691	DATABASE			
SOD1	Reactome:R-HSA-3299753	DATABASE			
SOD1	PMID:12551919	PRIMARY_RESEARCH			
SOD1	PMID:18219391	PRIMARY_RESEARCH			
SOD1	PMID:1332049	PRIMARY_RESEARCH			
SOD1	Reactome:R-HSA-482772	DATABASE			
SOD1	Reactome:R-HSA-3697860	DATABASE			
SOD1	Reactome:R-HSA-8951723	DATABASE			
SOD1	PMID:20510358	PRIMARY_RESEARCH			
SOD1	PMID:18809582	PRIMARY_RESEARCH			
SOD1	PMID:12485882	PRIMARY_RESEARCH			
SOD1	PMID:11527942	PRIMARY_RESEARCH			
SOD1	PMID:10920331	PRIMARY_RESEARCH			
SOD1	PMID:17381088	PRIMARY_RESEARCH			
SOD1	PMID:16716898	PRIMARY_RESEARCH			
SOD1	PMID:9539776	PRIMARY_RESEARCH			
SOD1	PMID:15544046	PRIMARY_RESEARCH			
SOD1	PMID:17324120	PRIMARY_RESEARCH			
SOD1	PMID:17008312	PRIMARY_RESEARCH			
SOD1	PMID:16790527	PRIMARY_RESEARCH			
SOD1	PMID:9453566	PRIMARY_RESEARCH			
SOD1	PMID:17504823	PRIMARY_RESEARCH			
SOD1	PMID:9726962	PRIMARY_RESEARCH			
SOD1	PMID:17077646	PRIMARY_RESEARCH			
CYB5D2	GO_REF:0000033	DATABASE			
CYB5D2	GO_REF:0000043	DATABASE			
CYB5D2	GO_REF:0000107	DATABASE			
CYB5D2	GO_REF:0000117	DATABASE			
CYB5D2	GO_REF:0000120	DATABASE			
CYB5D2	PMID:32296183	PRIMARY_RESEARCH			
CYB5D2	PMID:24466094	PRIMARY_RESEARCH			
CYB5D2	PMID:28396637	REVIEW			
CYB5D2	file:human/CYB5D2/CYB5D2-deep-research-falcon.md	DEEP_RESEARCH			
CYB5D2	file:human/CYB5D2/CYB5D2-deep-research-perplexity.md	DEEP_RESEARCH			
FTH1	GO_REF:0000002	DATABASE			
FTH1	GO_REF:0000024	DATABASE			
FTH1	GO_REF:0000033	DATABASE			
FTH1	GO_REF:0000043	DATABASE			
FTH1	GO_REF:0000044	DATABASE			
FTH1	GO_REF:0000052	DATABASE			
FTH1	GO_REF:0000120	DATABASE			
FTH1	PMID:6589621	PRIMARY_RESEARCH			
FTH1	PMID:3020541	PRIMARY_RESEARCH			
FTH1	PMID:9003196	PRIMARY_RESEARCH			
FTH1	PMID:9924025	PRIMARY_RESEARCH			
FTH1	PMID:24695223	PRIMARY_RESEARCH			
FTH1	PMID:25327288	PRIMARY_RESEARCH			
FTH1	PMID:26403645	PRIMARY_RESEARCH			
FTH1	PMID:26436293	PRIMARY_RESEARCH			
FTH1	Reactome:R-HSA-1562626	DATABASE			
FTH1	Reactome:R-HSA-434362	DATABASE			
FTH1	Reactome:R-HSA-6798745	DATABASE			
FTH1	Reactome:R-HSA-6800434	DATABASE			
FTH1	PMID:15607035	PRIMARY_RESEARCH			
FTH1	PMID:16169070	PRIMARY_RESEARCH			
FTH1	PMID:16189514	PRIMARY_RESEARCH			
FTH1	PMID:17355907	PRIMARY_RESEARCH			
FTH1	PMID:19056867	PRIMARY_RESEARCH			
FTH1	PMID:20133674	PRIMARY_RESEARCH			
FTH1	PMID:20195357	PRIMARY_RESEARCH			
FTH1	PMID:21516116	PRIMARY_RESEARCH			
FTH1	PMID:21573799	PRIMARY_RESEARCH			
FTH1	PMID:21630459	PRIMARY_RESEARCH			
FTH1	PMID:21653829	PRIMARY_RESEARCH			
FTH1	PMID:21988832	PRIMARY_RESEARCH			
FTH1	PMID:22458338	PRIMARY_RESEARCH			
FTH1	PMID:23533145	PRIMARY_RESEARCH			
FTH1	PMID:25277244	PRIMARY_RESEARCH			
FTH1	PMID:25416956	PRIMARY_RESEARCH			
FTH1	PMID:25910212	PRIMARY_RESEARCH			
FTH1	PMID:28514442	PRIMARY_RESEARCH			
FTH1	PMID:31515488	PRIMARY_RESEARCH			
FTH1	PMID:32296183	PRIMARY_RESEARCH			
FTH1	PMID:33087927	PRIMARY_RESEARCH			
FTH1	PMID:33961781	PRIMARY_RESEARCH			
FTH1	PMID:40205054	PRIMARY_RESEARCH			
FTH1	file:human/FTH1/FTH1-deep-research-falcon.md	DEEP_RESEARCH			
CYB5R4	GO_REF:0000002	DATABASE			
CYB5R4	GO_REF:0000024	DATABASE			
CYB5R4	GO_REF:0000033	DATABASE			
CYB5R4	GO_REF:0000107	DATABASE			
CYB5R4	GO_REF:0000117	DATABASE			
CYB5R4	GO_REF:0000120	DATABASE			
CYB5R4	PMID:10611283	PRIMARY_RESEARCH			
CYB5R4	PMID:15131110	PRIMARY_RESEARCH			
CYB5R4	Reactome:R-HSA-1237044	DATABASE			
CYB5R4	Reactome:R-HSA-6806831	DATABASE			
CYB5R4	file:human/CYB5R4/CYB5R4-uniprot.txt	BIOINFORMATICS			
ARCN1	GO_REF:0000002	DATABASE			
ARCN1	GO_REF:0000024	DATABASE			
ARCN1	GO_REF:0000033	DATABASE			
ARCN1	GO_REF:0000043	DATABASE			
ARCN1	GO_REF:0000044	DATABASE			
ARCN1	GO_REF:0000107	DATABASE			
ARCN1	GO_REF:0000120	DATABASE			
ARCN1	PMID:19946888	PRIMARY_RESEARCH			
ARCN1	PMID:22658674	PRIMARY_RESEARCH			
ARCN1	PMID:32296183	PRIMARY_RESEARCH			
ARCN1	PMID:32814053	PRIMARY_RESEARCH			
ARCN1	PMID:33378371	PRIMARY_RESEARCH			
ARCN1	PMID:7782067	PRIMARY_RESEARCH			
ARCN1	Reactome:R-HSA-6807872	DATABASE			
ARCN1	Reactome:R-HSA-6807875	DATABASE			
ARCN1	Reactome:R-HSA-6807877	DATABASE			
ARCN1	Reactome:R-HSA-6809003	DATABASE			
ARCN1	Reactome:R-HSA-6809006	DATABASE			
ARCN1	Reactome:R-HSA-6809010	DATABASE			
ARCN1	Reactome:R-HSA-6809011	DATABASE			
ARCN1	Reactome:R-HSA-6811412	DATABASE			
ARCN1	Reactome:R-HSA-6811417	DATABASE			
ARCN1	Reactome:R-HSA-6811418	DATABASE			
ARCN1	Reactome:R-HSA-6811423	DATABASE			
ARCN1	Reactome:R-HSA-6811426	DATABASE			
ARCN1	Reactome:R-HSA-6811427	DATABASE			
ARCN1	file:human/ARCN1/ARCN1-deep-research-openai.md	DEEP_RESEARCH			
ARCN1	file:human/ARCN1/ARCN1-deep-research-cyberian.md	DEEP_RESEARCH			
ARCN1	PMID:8858162	PRIMARY_RESEARCH			
ARCN1	PMID:8617224	PRIMARY_RESEARCH			
ARCN1	PMID:27476655	CASE_REPORT			
ARCN1	PMID:20502676	PRIMARY_RESEARCH			
ARCN1	PMID:27298352	PRIMARY_RESEARCH			
ARCN1	PMID:17954604	PRIMARY_RESEARCH			
ARCN1	PMID:28621666	PRIMARY_RESEARCH			
ARCN1	PMID:21844168	REVIEW			
ARCN1	PMID:14504276	PRIMARY_RESEARCH			
ARCN1	PMID:20005805	PRIMARY_RESEARCH			
ARCN1	PMID:23177648	PRIMARY_RESEARCH			
ARCN1	PMID:8636162	PRIMARY_RESEARCH			
ARCN1	PMID:31572722	REVIEW			
ARCN1	file:human/ARCN1/ARCN1-deep-research-perplexity.md	DEEP_RESEARCH			
ARCN1	file:human/ARCN1/ARCN1-uniprot.txt	BIOINFORMATICS			
UFM1	GO_REF:0000024	DATABASE			
UFM1	GO_REF:0000033	DATABASE			
UFM1	GO_REF:0000107	DATABASE			
UFM1	GO_REF:0000120	DATABASE			
UFM1	PMID:15071506	PRIMARY_RESEARCH			
UFM1	PMID:20562859	PRIMARY_RESEARCH			
UFM1	PMID:21304510	PRIMARY_RESEARCH			
