ida_id	domain_accession	domain_name	start	end
7492a6de7692e24780780330649c65d24be77779	PF10544	T5orf172	276	367
7492a6de7692e24780780330649c65d24be77779	IPR018306	Phage_T5_Orf172_DNA-bd	276	367
7492a6de7692e24780780330649c65d24be77779	PF02342	TerD	447	583
7492a6de7692e24780780330649c65d24be77779	IPR003325	TerD	447	583
073f14e3f2ac3102409383bf9d0364a0390e0c12	PF02342	TerD	4	174
073f14e3f2ac3102409383bf9d0364a0390e0c12	IPR003325	TerD	4	174
073f14e3f2ac3102409383bf9d0364a0390e0c12	PF13250	SNIPE	259	374
073f14e3f2ac3102409383bf9d0364a0390e0c12	IPR025280	SNIPE	259	374
073f14e3f2ac3102409383bf9d0364a0390e0c12	PF10544	T5orf172	455	548
073f14e3f2ac3102409383bf9d0364a0390e0c12	IPR018306	Phage_T5_Orf172_DNA-bd	455	548
3967d41c5336c9ccbe959cfaef6da9d8abdf4a4f	PF14470	bPH_3	35	123
3967d41c5336c9ccbe959cfaef6da9d8abdf4a4f	IPR039519	YokE-like_PH	35	123
3967d41c5336c9ccbe959cfaef6da9d8abdf4a4f	PF13250	SNIPE	329	446
3967d41c5336c9ccbe959cfaef6da9d8abdf4a4f	IPR025280	SNIPE	329	446
3967d41c5336c9ccbe959cfaef6da9d8abdf4a4f	PF13455	MUG113	544	620
59fed3d09fa1d577eedf0fc7287ed42b4604fc6b	PF08797	HIRAN	53	94
59fed3d09fa1d577eedf0fc7287ed42b4604fc6b	IPR014905	HIRAN	53	94
59fed3d09fa1d577eedf0fc7287ed42b4604fc6b	PF13250	SNIPE	530	647
59fed3d09fa1d577eedf0fc7287ed42b4604fc6b	IPR025280	SNIPE	530	647
59fed3d09fa1d577eedf0fc7287ed42b4604fc6b	PF13455	MUG113	744	818
02eedb23c5414abda42268b1c2b81528f1b92fde	PF13250	SNIPE	98	215
02eedb23c5414abda42268b1c2b81528f1b92fde	IPR025280	SNIPE	98	215
02eedb23c5414abda42268b1c2b81528f1b92fde	PF13455	MUG113	310	384
02eedb23c5414abda42268b1c2b81528f1b92fde	PF10708	DUF2510	520	546
02eedb23c5414abda42268b1c2b81528f1b92fde	IPR018929	DUF2510	520	546
35dbf09c5d4f502accb34a2b6ee47f7d58a335ce	PF14470	bPH_3	18	77
35dbf09c5d4f502accb34a2b6ee47f7d58a335ce	IPR039519	YokE-like_PH	18	77
35dbf09c5d4f502accb34a2b6ee47f7d58a335ce	PF13250	SNIPE	315	432
35dbf09c5d4f502accb34a2b6ee47f7d58a335ce	IPR025280	SNIPE	315	432
5451d0a2130dc298c9a93b61c74757959f3d15eb	PF05154	TM2	13	65
5451d0a2130dc298c9a93b61c74757959f3d15eb	IPR007829	TM2	13	65
5451d0a2130dc298c9a93b61c74757959f3d15eb	PF13250	SNIPE	239	355
5451d0a2130dc298c9a93b61c74757959f3d15eb	IPR025280	SNIPE	239	355
5451d0a2130dc298c9a93b61c74757959f3d15eb	PF10544	T5orf172	445	537
5451d0a2130dc298c9a93b61c74757959f3d15eb	IPR018306	Phage_T5_Orf172_DNA-bd	445	537
815df52351688553b079c43cf777f469e988bdc5	PF10708	DUF2510	5	35
815df52351688553b079c43cf777f469e988bdc5	IPR018929	DUF2510	5	35
815df52351688553b079c43cf777f469e988bdc5	PF10708	DUF2510	41	70
815df52351688553b079c43cf777f469e988bdc5	IPR018929	DUF2510	41	70
815df52351688553b079c43cf777f469e988bdc5	PF13250	SNIPE	217	334
815df52351688553b079c43cf777f469e988bdc5	IPR025280	SNIPE	217	334
815df52351688553b079c43cf777f469e988bdc5	PF13455	MUG113	430	506
8643f3641aa2983d7e569e5cda0a9bd08d963b06	PF13240	Zn_Ribbon_1	9	31
8643f3641aa2983d7e569e5cda0a9bd08d963b06	IPR026870	Zinc_ribbon_dom	9	31
8643f3641aa2983d7e569e5cda0a9bd08d963b06	PF13250	SNIPE	280	396
8643f3641aa2983d7e569e5cda0a9bd08d963b06	IPR025280	SNIPE	280	396
8643f3641aa2983d7e569e5cda0a9bd08d963b06	PF10544	T5orf172	487	579
8643f3641aa2983d7e569e5cda0a9bd08d963b06	IPR018306	Phage_T5_Orf172_DNA-bd	487	579
bc98916074e5d9f37e68b47d1ac3cd3ee7e359bd	PF13250	SNIPE	205	309
bc98916074e5d9f37e68b47d1ac3cd3ee7e359bd	IPR025280	SNIPE	205	309
bc98916074e5d9f37e68b47d1ac3cd3ee7e359bd	PF15272	BBP1_C	310	402
bc98916074e5d9f37e68b47d1ac3cd3ee7e359bd	IPR029330	Bbp1_C	310	402
bc98916074e5d9f37e68b47d1ac3cd3ee7e359bd	PF13455	MUG113	419	495
e730da5d7aa779f21c96053c702cfb831784b7b0	PF13250	SNIPE	98	215
e730da5d7aa779f21c96053c702cfb831784b7b0	IPR025280	SNIPE	98	215
e730da5d7aa779f21c96053c702cfb831784b7b0	PF13455	MUG113	314	390
e730da5d7aa779f21c96053c702cfb831784b7b0	PF02342	TerD	469	605
e730da5d7aa779f21c96053c702cfb831784b7b0	IPR003325	TerD	469	605
