ida_id	proteins_in_ida	nterm_tm_like_count	nterm_tm_like_pct	avg_tm_like_regions_first120aa
06f363e740155d89165c81bbf766f2c2344d0fe5	3	2	66.67	1.667
7492a6de7692e24780780330649c65d24be77779	3	2	66.67	1.000
2c9b194bd1075d5e82dc10505d758baffc64b1b2	3	0	0.00	0.000
afcfddc98cc94d70d062404ab9c1e63c4dbcf941	3	3	100.00	2.333
1e30cee4ffd54609610f3c8a8bf7683b03e8de56	3	2	66.67	0.667
3ae60d3c883d8caddb47f7282ce22fb0134a7367	3	1	33.33	0.667
db0fdaa1d7033bf498fcbc97932c3fc93478bb08	3	3	100.00	1.333
5e7df3e1a0af02e4b1a681fac053416fbcf9bdeb	3	0	0.00	0.667
c67283e680023d8a3dd40ebb1363831f24bc13f0	3	2	66.67	1.000
34c6bbb4430123b861745d869bf346a88ebd3691	3	3	100.00	2.000
b46c8d86341d3b55dea98cffefbc63989f0052dc	2	1	50.00	1.000
058fcaf3a1a56fdccce76d50c8f2d446bd3cd682	2	2	100.00	1.500
3f7d54c63efd64db84aa7988c30e62c0776c7b14	2	1	50.00	0.500
c9ecb59633cbebe147b5ca48d52e925a73a2342b	2	1	50.00	1.000
a140c6b76139dbda4d95dab84354f20a1ad27deb	2	2	100.00	1.500
bfcfd344eb740c68017d963e20abaeb76a9e9a01	2	0	0.00	0.000
3d96f12c90dd1ed8d7b0fe48de2fb039450961ff	2	0	0.00	0.000
209fc7a61ed5f10e87c545c6fd95e7e56424a864	2	2	100.00	1.000
e338f7870ea8d5edb96cf255d79593e4feee86a1	2	0	0.00	0.500
14d1b30c4f3383e9f43d750759902d0658c7e802	2	0	0.00	0.000
d5e9096f094cf3af945ef8931a358bd590077ffd	2	0	0.00	0.000
4b6ed1416d3ce9e17aba603077afbca30c9b9f7f	2	1	50.00	0.500
514bd9b2027f13cf4658b6143569183c1a6f1089	2	0	0.00	1.000
8c4448641564bf705938753b49fcbe459dd7a256	2	0	0.00	0.000
7f35d4c0c1e4316e09fceaa699b925142f1aa2d3	2	2	100.00	1.000
526fd3bd06c3b822d067057de67a911a0ce0e8bd	2	1	50.00	1.500
6b66a7a93a139b7d618754a493de2f633c8c6782	2	2	100.00	1.500
d49e4e05d162574da19c65915647604f9c240855	2	2	100.00	1.500
c484fe6ec25e68278653b26aea3ff4cf4fe41ecc	2	1	50.00	1.500
ddb014764ab0942ca39881d0a9b2a1b7b969710e	2	1	50.00	0.500
b53668d07772e41a35deaedf15aad3874a0b8f29	2	0	0.00	1.000
3ae5bbb18cea4d072156ddc2620653e00ce6260a	2	1	50.00	0.500
bc9aa2629e644b2689c826075728eec237084038	2	2	100.00	3.000
f296fa0fe8b5a12f3715ac111b189b5228c1c022	2	1	50.00	0.500
247263317ad42d0b7af93ca1cab7094e75a191e9	2	2	100.00	2.000
107e709cc32558bf55161b425b57923ea8097e3b	2	2	100.00	3.000
188346048260bd279282d6d87cbba7ee85468b80	2	2	100.00	1.000
59fed3d09fa1d577eedf0fc7287ed42b4604fc6b	2	2	100.00	3.000
50a0dcec5601b4f8888029c66173466b8029f0f8	2	2	100.00	3.000
3967d41c5336c9ccbe959cfaef6da9d8abdf4a4f	2	2	100.00	2.000
32841cd5e472de89e1ee31e2d2d2a1ddad559d64	2	0	0.00	0.000
073f14e3f2ac3102409383bf9d0364a0390e0c12	2	1	50.00	2.000
5856eb6fc2770ceaa02f6f0cb510a9d94d9ae6db	2	0	0.00	1.000
7d6e5964fe5914da83819924a99bda6500c419e1	1	1	100.00	2.000
04296e62d68cc277a925f7eda5aa35fdd0c793fe	1	0	0.00	0.000
6edc289a338d90e6e47b6ec1439e59e0053f76a3	1	1	100.00	2.000
85f8fd3c5460eff4c6382d51070cca627c472706	1	0	0.00	0.000
6df29a441fbeed487be21186e16876c0e595a949	1	1	100.00	1.000
4e0e5fa643eafd20a43fa471c2ead6280a32bbf3	1	1	100.00	1.000
f4fdab225c5f8c3f5a0c334d8a9b0e06cdbc6adc	1	1	100.00	2.000
e83bc763524cc56afd2ff4eff4f0ae587f402171	1	1	100.00	1.000
8b41cd239ad780b5735d7bcded178cf648c445fa	1	0	0.00	0.000
049cff5576308a69cc5cbdc8132044baf75663af	1	1	100.00	1.000
2302d6c9c54c257816bed10a0893225b51e8e5f5	1	0	0.00	0.000
c81ce481894c4b6f9c90c783253f59b04263e909	1	0	0.00	1.000
4337fd7c5686d8f3041f5ab8bce60646be2487eb	1	0	0.00	0.000
f1005ac89a51bffcd2c6b5726f7a3905d8f50996	1	1	100.00	1.000
bc98916074e5d9f37e68b47d1ac3cd3ee7e359bd	1	1	100.00	1.000
dddc92a84a20e08461494e02b1dae385468a5313	1	0	0.00	1.000
8643f3641aa2983d7e569e5cda0a9bd08d963b06	1	0	0.00	1.000
56d64a38f937553d69e0387b0ee82e07b27cff1e	1	1	100.00	2.000
3781cfa92dfd9e829b0eb8f88f1aa922ca70df9c	1	1	100.00	3.000
f953467bfe9c0332197e862f0bf91b88b8ff53ca	1	1	100.00	2.000
23b6ce09327a0cb38f4fd31433b069b00875fdae	1	1	100.00	1.000
eefac51a51b9a004eeffde2a9d8abbf1e191193b	1	1	100.00	1.000
59ac25f8745ebfeb9796fb5bbbbb3e32f003bb6c	1	0	0.00	1.000
3c380dc271366fde05a387a7f9975914754bd9e1	1	0	0.00	0.000
c664294c96c52e1171fa1e02e3bd4491d98536f2	1	0	0.00	0.000
65497ed14304f4e2918367d5c9a697147fe4ab1c	1	0	0.00	0.000
11405fc5ee3668013ec19b278d3ce09ac939768a	1	0	0.00	0.000
e32da00ee3913ed81ea28071578d8594e2d4839a	1	1	100.00	1.000
92a594825e11cc4806670a9ce6c39f767a52f5c6	1	0	0.00	0.000
830e879a28dd797b2cf2413c0ca484562c7982be	1	0	0.00	0.000
f043979cd7b07e68e931f4c3a874bcafd8570ee3	1	1	100.00	2.000
11cab7902b891c0a635b1dbcf47c0c09b979da91	1	1	100.00	1.000
815df52351688553b079c43cf777f469e988bdc5	1	1	100.00	1.000
8860f7559f2c4e77ee102486c21c570721f4d160	1	0	0.00	1.000
35029e6aec56d191db0b72ad5d8536e74441ffa3	1	0	0.00	1.000
cfea7650d8462072e623704dba693abdca701a1d	1	1	100.00	2.000
d6036315decf23e253ec81623b4cfcffcabfb792	1	1	100.00	3.000
d34db0cfdc5559041129726350f5508b26c7dea9	1	1	100.00	2.000
8180371e1f2f5cccebb89f40f713bddf22955c5e	1	0	0.00	1.000
d771fade423ae4582f2d5ef61bb0b0a0e67cc81a	1	1	100.00	1.000
5abea5ca337388511aa3711f297cb1135a50a3e2	1	0	0.00	0.000
0e6e4788526ac275b91431fa038d3547f59a4078	1	1	100.00	1.000
c9a5cca83b903d9cf7f21beac40fd3e8f50ec7ed	1	1	100.00	4.000
5451d0a2130dc298c9a93b61c74757959f3d15eb	1	1	100.00	1.000
19cfc409543ff83284cb795f78e28586442eb2d6	1	0	0.00	2.000
9c8f28e4eaffa526935b508de820c40257190e1f	1	1	100.00	1.000
6a898285bf8d564e5e3d90cdd5f6ac5c4d829054	1	0	0.00	0.000
2b57bd25aba395c1d768967f23ea15757fa8ca5d	1	0	0.00	0.000
e42cdb20f7a5c90e381906d827c4f1ef2c489311	1	1	100.00	1.000
9c7be49d3ac6e2ce2a6ca5d41beedb5245087209	1	0	0.00	0.000
e53ba243d195a56be859c6a8e90592243f87149c	1	1	100.00	2.000
882bdc84d5b4dabbbc9de0ed680318e2188ee833	1	0	0.00	0.000
9e88359c92a641cd80b147c0e55d442b284df029	1	1	100.00	1.000
4dce571f3ee5148844227e0929ecbc99e08375a3	1	1	100.00	1.000
b7f495472a883d41ec87db8c78050ba2fe0a4491	1	1	100.00	3.000
219cc259498dea492207a2122490e9003ed62d01	1	0	0.00	1.000
aec840f97def977705728319efea5a9c63c762b9	1	1	100.00	1.000
de580b540e6d6f354960cc8f3dcd84a56ed5b706	1	1	100.00	1.000
16124b5c7c4596b36a9ab549566358d9428cba8a	1	0	0.00	1.000
b13716f39c4f43f0ac6b20d837fe88792897e249	1	1	100.00	1.000
b03e148ced5611b274c1b480b7808eabb1fed2db	1	1	100.00	2.000
102128ef20ee958a6dd4be3976ef6255e00d7495	1	1	100.00	2.000
6663002708c1eb6469647739f1bcbfea9758ae3e	1	0	0.00	0.000
d6abde7fbe7e712773337cc3316790f13717481c	1	0	0.00	0.000
92a702bb1794ad17dd63a54629182c20fe749f7b	1	0	0.00	0.000
82ca585dbdd1fe09629b08fcdb434179690ce0e4	1	1	100.00	2.000
24364c6f40a2d793dd4d98f3fe552ea4a71be44f	1	0	0.00	0.000
02eedb23c5414abda42268b1c2b81528f1b92fde	1	1	100.00	3.000
24766e260cb207c79397aba81369471855444017	1	1	100.00	2.000
8584abe045294f548ff97e93d0946ecfba93ccee	1	1	100.00	1.000
43a0663f94dc224eee1f39b52450ffe53db7f174	1	1	100.00	1.000
dc222b350f19685efe2f2b479094672e780c6209	1	1	100.00	1.000
03c24d9178539f41d7bf1500af086458bbb59d9a	1	0	0.00	2.000
0c3d6ab1325a55e56b99d65c78b9b5ad6924057c	1	0	0.00	0.000
731e5fd06ba5ec9997680c15697a77d35dfb532d	1	1	100.00	1.000
650b41d254e071b634ec9f2bb19378f8be873a66	1	1	100.00	2.000
7ef3be93209aabcecfda22f42c1d3ce7a2f7aa66	1	1	100.00	2.000
5f7e57eb063bacf8c590062623b9d0fadb887d5e	1	1	100.00	3.000
2dde4968df0a58b1f3fd88b7286c8953c8670dba	1	0	0.00	1.000
6980b9c7133d7cd5bd98a48f76928dc2f6cf0a09	1	1	100.00	3.000
b5dbf9cc0d6e0438ce9d96711c37ba6a7f0a3795	1	1	100.00	2.000
e68054038b63b440a7fecb7bd2ed866cb89de883	1	0	0.00	0.000
fbee11d03fd8836c6dd18cad1b42e26b04cf8302	1	1	100.00	3.000
4ff4fb6445b9d3d55d22166c6f255deb106e5aac	1	0	0.00	0.000
e09f3147bae5dd89983096c9f09fdb6b1d5f06cc	1	1	100.00	1.000
3f67c6f4c5e03abd9bf0f2f79b6e5846d0085602	1	0	0.00	0.000
e074d7f822e61688e0aa5364c940b6efcf524425	1	1	100.00	2.000
7198905582dbc16a747aeab69a67a22c355320be	1	0	0.00	0.000
8b0cf9e727dcf23087d0eb6f1f2c5031582453a2	1	1	100.00	2.000
e730da5d7aa779f21c96053c702cfb831784b7b0	1	1	100.00	1.000
5a9364630702a283e6ac0a13e9d4cf14d356f994	1	0	0.00	0.000
4b52f78c56f7bb1388c4d6c02494e734d237ece5	1	0	0.00	0.000
32fab2f7e759ab012dd33f4bf0042e2509e83783	1	0	0.00	1.000
7142fb325d5e6bb37b140140fd7f4c0770e78ac2	1	0	0.00	1.000
480b42cd4c4af96c731740d12a4827e62136f729	1	1	100.00	1.000
28b8b4f9d4329e5a249feb364cff46def43e1040	1	1	100.00	2.000
11c40333e81af37bbd4b85541bf01084d9f34552	1	1	100.00	2.000
c60650152d9a105db8f13c4374f473b7b039ef33	1	1	100.00	1.000
3035217e272283e6fe0690b64eecb89d55d1d79b	1	0	0.00	0.000
eb248025e36bb65ac7e1224d6a147ca6676bec0d	1	1	100.00	1.000
f4c846f8e46edb43f874d76749803f17ddd9dc84	1	0	0.00	1.000
4f6022f2a699cf5d6ea8ee0081ecb9faf3b3feb0	1	0	0.00	0.000
