gene	taxon	term_id	term_label	action	negated	has_replacement	file
GPRgr22	Anopheles gambiae	GO:0004984	olfactory receptor activity	MODIFY	False	True	genes/ANOGA/GPRgr22/GPRgr22-ai-review.yaml
GPRgr22	Anopheles gambiae	GO:0030424	axon	KEEP_AS_NON_CORE	False	False	genes/ANOGA/GPRgr22/GPRgr22-ai-review.yaml
GPRgr22	Anopheles gambiae	GO:0030425	dendrite	ACCEPT	False	False	genes/ANOGA/GPRgr22/GPRgr22-ai-review.yaml
GPRgr22	Anopheles gambiae	GO:0043025	neuronal cell body	KEEP_AS_NON_CORE	False	False	genes/ANOGA/GPRgr22/GPRgr22-ai-review.yaml
NPAC	Anopheles gambiae	GO:0003677	DNA binding	ACCEPT	False	False	genes/ANOGA/NPAC/NPAC-ai-review.yaml
NPAC	Anopheles gambiae	GO:0031491	nucleosome binding	ACCEPT	False	False	genes/ANOGA/NPAC/NPAC-ai-review.yaml
NPAC	Anopheles gambiae	GO:0140673	transcription elongation-coupled chromatin remodeling	ACCEPT	False	False	genes/ANOGA/NPAC/NPAC-ai-review.yaml
NPAC	Anopheles gambiae	GO:0000785	chromatin	ACCEPT	False	False	genes/ANOGA/NPAC/NPAC-ai-review.yaml
PGRPLB	Anopheles gambiae	GO:0005615	extracellular space	MODIFY	False	True	genes/ANOGA/PGRPLB/PGRPLB-ai-review.yaml
PGRPLB	Anopheles gambiae	GO:0006955	immune response	KEEP_AS_NON_CORE	False	False	genes/ANOGA/PGRPLB/PGRPLB-ai-review.yaml
PGRPLB	Anopheles gambiae	GO:0008745	N-acetylmuramoyl-L-alanine amidase activity	ACCEPT	False	False	genes/ANOGA/PGRPLB/PGRPLB-ai-review.yaml
PGRPLB	Anopheles gambiae	GO:0016019	peptidoglycan immune receptor activity	MODIFY	False	True	genes/ANOGA/PGRPLB/PGRPLB-ai-review.yaml
PGRPLB	Anopheles gambiae	GO:0050830	defense response to Gram-positive bacterium	MODIFY	False	True	genes/ANOGA/PGRPLB/PGRPLB-ai-review.yaml
PGRPLB	Anopheles gambiae	GO:0061060	negative regulation of peptidoglycan recognition protein signaling pathway	NEW	False	False	genes/ANOGA/PGRPLB/PGRPLB-ai-review.yaml
PGRPLB	Anopheles gambiae	GO:0045824	negative regulation of innate immune response	NEW	False	False	genes/ANOGA/PGRPLB/PGRPLB-ai-review.yaml
PGRPLC	Anopheles gambiae	GO:0005615	extracellular space	MODIFY	False	True	genes/ANOGA/PGRPLC/PGRPLC-ai-review.yaml
PGRPLC	Anopheles gambiae	GO:0006955	immune response	ACCEPT	False	False	genes/ANOGA/PGRPLC/PGRPLC-ai-review.yaml
PGRPLC	Anopheles gambiae	GO:0008745	N-acetylmuramoyl-L-alanine amidase activity	REMOVE	False	False	genes/ANOGA/PGRPLC/PGRPLC-ai-review.yaml
PGRPLC	Anopheles gambiae	GO:0016019	peptidoglycan immune receptor activity	ACCEPT	False	False	genes/ANOGA/PGRPLC/PGRPLC-ai-review.yaml
PGRPLC	Anopheles gambiae	GO:0050830	defense response to Gram-positive bacterium	KEEP_AS_NON_CORE	False	False	genes/ANOGA/PGRPLC/PGRPLC-ai-review.yaml
PGRPS1	Anopheles gambiae	GO:0005615	extracellular space	ACCEPT	False	False	genes/ANOGA/PGRPS1/PGRPS1-ai-review.yaml
PGRPS1	Anopheles gambiae	GO:0006955	immune response	KEEP_AS_NON_CORE	False	False	genes/ANOGA/PGRPS1/PGRPS1-ai-review.yaml
PGRPS1	Anopheles gambiae	GO:0008745	N-acetylmuramoyl-L-alanine amidase activity	REMOVE	False	False	genes/ANOGA/PGRPS1/PGRPS1-ai-review.yaml
PGRPS1	Anopheles gambiae	GO:0016019	peptidoglycan immune receptor activity	ACCEPT	False	False	genes/ANOGA/PGRPS1/PGRPS1-ai-review.yaml
PGRPS1	Anopheles gambiae	GO:0050830	defense response to Gram-positive bacterium	ACCEPT	False	False	genes/ANOGA/PGRPS1/PGRPS1-ai-review.yaml
PGRPS1	Anopheles gambiae	GO:0032499	detection of peptidoglycan	NEW	False	False	genes/ANOGA/PGRPS1/PGRPS1-ai-review.yaml
SRPN2	Anopheles gambiae	GO:0004867	serine-type endopeptidase inhibitor activity	ACCEPT	False	False	genes/ANOGA/SRPN2/SRPN2-ai-review.yaml
SRPN2	Anopheles gambiae	GO:0050776	regulation of immune response	MODIFY	False	True	genes/ANOGA/SRPN2/SRPN2-ai-review.yaml
SRPN2	Anopheles gambiae	GO:0005615	extracellular space	ACCEPT	False	False	genes/ANOGA/SRPN2/SRPN2-ai-review.yaml
TDO	Anopheles gambiae	GO:0004833	L-tryptophan 2,3-dioxygenase activity	ACCEPT	False	False	genes/ANOGA/TDO/TDO-ai-review.yaml
TDO	Anopheles gambiae	GO:0020037	heme binding	ACCEPT	False	False	genes/ANOGA/TDO/TDO-ai-review.yaml
TOLL9	Anopheles gambiae	GO:0006954	inflammatory response	REMOVE	False	False	genes/ANOGA/TOLL9/TOLL9-ai-review.yaml
TOLL9	Anopheles gambiae	GO:0007165	signal transduction	MODIFY	False	True	genes/ANOGA/TOLL9/TOLL9-ai-review.yaml
TOLL9	Anopheles gambiae	GO:0038023	signaling receptor activity	MODIFY	False	True	genes/ANOGA/TOLL9/TOLL9-ai-review.yaml
TOLL9	Anopheles gambiae	GO:0005886	plasma membrane	ACCEPT	False	False	genes/ANOGA/TOLL9/TOLL9-ai-review.yaml
psidin	Anopheles gambiae	GO:0005737	cytoplasm	ACCEPT	False	False	genes/ANOGA/psidin/psidin-ai-review.yaml
psidin	Anopheles gambiae	GO:0007010	cytoskeleton organization	ACCEPT	False	False	genes/ANOGA/psidin/psidin-ai-review.yaml
psidin	Anopheles gambiae	GO:0010698	acetyltransferase activator activity	ACCEPT	False	False	genes/ANOGA/psidin/psidin-ai-review.yaml
psidin	Anopheles gambiae	GO:0031416	NatB complex	ACCEPT	False	False	genes/ANOGA/psidin/psidin-ai-review.yaml
psidin	Anopheles gambiae	GO:0006474	N-terminal protein amino acid acetylation	NEW	False	True	genes/ANOGA/psidin/psidin-ai-review.yaml
PSBP1	Arabidopsis thaliana	GO:0009535	chloroplast thylakoid membrane	REMOVE	False	False	genes/ARATH/AAU94417/AAU94417-ai-review.yaml
PSBP1	Arabidopsis thaliana	GO:0048564	photosystem I assembly	REMOVE	False	False	genes/ARATH/AAU94417/AAU94417-ai-review.yaml
ABI1	Arabidopsis thaliana	GO:1902531	regulation of intracellular signal transduction	MODIFY	False	True	genes/ARATH/ABI1/ABI1-ai-review.yaml
AG	Arabidopsis thaliana	GO:0006357	regulation of transcription by RNA polymerase II	ACCEPT	False	False	genes/ARATH/AG/AG-ai-review.yaml
AG	Arabidopsis thaliana	GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	ACCEPT	False	False	genes/ARATH/AG/AG-ai-review.yaml
AP1	Arabidopsis thaliana	GO:0006357	regulation of transcription by RNA polymerase II	ACCEPT	False	False	genes/ARATH/AP1/AP1-ai-review.yaml
AP1	Arabidopsis thaliana	GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	ACCEPT	False	False	genes/ARATH/AP1/AP1-ai-review.yaml
AP2	Arabidopsis thaliana	GO:0005667	transcription regulator complex	KEEP_AS_NON_CORE	False	False	genes/ARATH/AP2/AP2-ai-review.yaml
AP2	Arabidopsis thaliana	GO:0006355	regulation of DNA-templated transcription	ACCEPT	False	False	genes/ARATH/AP2/AP2-ai-review.yaml
AP3	Arabidopsis thaliana	GO:0006357	regulation of transcription by RNA polymerase II	ACCEPT	False	False	genes/ARATH/AP3/AP3-ai-review.yaml
AP3	Arabidopsis thaliana	GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	ACCEPT	False	False	genes/ARATH/AP3/AP3-ai-review.yaml
APO1	Arabidopsis thaliana	GO:0003723	RNA binding	ACCEPT	False	False	genes/ARATH/APO1/APO1-ai-review.yaml
ARF19	Arabidopsis thaliana	GO:0000976	transcription cis-regulatory region binding	ACCEPT	False	False	genes/ARATH/ARF19/ARF19-ai-review.yaml
ARF19	Arabidopsis thaliana	GO:0005634	nucleus	ACCEPT	False	False	genes/ARATH/ARF19/ARF19-ai-review.yaml
ARF19	Arabidopsis thaliana	GO:0006355	regulation of DNA-templated transcription	ACCEPT	False	False	genes/ARATH/ARF19/ARF19-ai-review.yaml
ARF19	Arabidopsis thaliana	GO:0009733	response to auxin	ACCEPT	False	False	genes/ARATH/ARF19/ARF19-ai-review.yaml
ARF19	Arabidopsis thaliana	GO:0010311	lateral root formation	ACCEPT	False	False	genes/ARATH/ARF19/ARF19-ai-review.yaml
ARF19	Arabidopsis thaliana	GO:0048366	leaf development	KEEP_AS_NON_CORE	False	False	genes/ARATH/ARF19/ARF19-ai-review.yaml
ARF19	Arabidopsis thaliana	GO:1990110	callus formation	KEEP_AS_NON_CORE	False	False	genes/ARATH/ARF19/ARF19-ai-review.yaml
AT1G06680	Arabidopsis thaliana	GO:0009535	chloroplast thylakoid membrane	ACCEPT	False	False	genes/ARATH/AT1G06680/AT1G06680-ai-review.yaml
AT1G06680	Arabidopsis thaliana	GO:0048564	photosystem I assembly	REMOVE	False	False	genes/ARATH/AT1G06680/AT1G06680-ai-review.yaml
HSFA1D	Arabidopsis thaliana	GO:0003700	DNA-binding transcription factor activity	ACCEPT	False	False	genes/ARATH/AT1G32330/AT1G32330-ai-review.yaml
HSFA1D	Arabidopsis thaliana	GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	ACCEPT	False	False	genes/ARATH/AT1G32330/AT1G32330-ai-review.yaml
HSFA1D	Arabidopsis thaliana	GO:0005634	nucleus	ACCEPT	False	False	genes/ARATH/AT1G32330/AT1G32330-ai-review.yaml
HSFA1D	Arabidopsis thaliana	GO:0034605	cellular response to heat	ACCEPT	False	False	genes/ARATH/AT1G32330/AT1G32330-ai-review.yaml
CLPB1	Arabidopsis thaliana	GO:0005737	cytoplasm	ACCEPT	False	False	genes/ARATH/AT1G74310/AT1G74310-ai-review.yaml
CLPB1	Arabidopsis thaliana	GO:0016887	ATP hydrolysis activity	ACCEPT	False	False	genes/ARATH/AT1G74310/AT1G74310-ai-review.yaml
CLPB1	Arabidopsis thaliana	GO:0034605	cellular response to heat	ACCEPT	False	False	genes/ARATH/AT1G74310/AT1G74310-ai-review.yaml
HSFA2	Arabidopsis thaliana	GO:0003700	DNA-binding transcription factor activity	ACCEPT	False	False	genes/ARATH/AT2G26150/AT2G26150-ai-review.yaml
HSFA2	Arabidopsis thaliana	GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	ACCEPT	False	False	genes/ARATH/AT2G26150/AT2G26150-ai-review.yaml
HSFA2	Arabidopsis thaliana	GO:0005634	nucleus	ACCEPT	False	False	genes/ARATH/AT2G26150/AT2G26150-ai-review.yaml
HSFA2	Arabidopsis thaliana	GO:0034605	cellular response to heat	KEEP_AS_NON_CORE	False	False	genes/ARATH/AT2G26150/AT2G26150-ai-review.yaml
HSFA1E	Arabidopsis thaliana	GO:0003700	DNA-binding transcription factor activity	ACCEPT	False	False	genes/ARATH/AT3G02990/AT3G02990-ai-review.yaml
HSFA1E	Arabidopsis thaliana	GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	ACCEPT	False	False	genes/ARATH/AT3G02990/AT3G02990-ai-review.yaml
HSFA1E	Arabidopsis thaliana	GO:0005634	nucleus	ACCEPT	False	False	genes/ARATH/AT3G02990/AT3G02990-ai-review.yaml
HSFA1E	Arabidopsis thaliana	GO:0034605	cellular response to heat	KEEP_AS_NON_CORE	False	False	genes/ARATH/AT3G02990/AT3G02990-ai-review.yaml
AT4G17750	Arabidopsis thaliana	GO:0003700	DNA-binding transcription factor activity	ACCEPT	False	False	genes/ARATH/AT4G17750/AT4G17750-ai-review.yaml
AT4G17750	Arabidopsis thaliana	GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	ACCEPT	False	False	genes/ARATH/AT4G17750/AT4G17750-ai-review.yaml
AT4G17750	Arabidopsis thaliana	GO:0005634	nucleus	ACCEPT	False	False	genes/ARATH/AT4G17750/AT4G17750-ai-review.yaml
AT4G17750	Arabidopsis thaliana	GO:0034605	cellular response to heat	ACCEPT	False	False	genes/ARATH/AT4G17750/AT4G17750-ai-review.yaml
HSP70-1	Arabidopsis thaliana	GO:0005737	cytoplasm	ACCEPT	False	False	genes/ARATH/AT5G02500/AT5G02500-ai-review.yaml
HSP70-1	Arabidopsis thaliana	GO:0016887	ATP hydrolysis activity	ACCEPT	False	False	genes/ARATH/AT5G02500/AT5G02500-ai-review.yaml
HSP70-1	Arabidopsis thaliana	GO:0031072	heat shock protein binding	MODIFY	False	True	genes/ARATH/AT5G02500/AT5G02500-ai-review.yaml
HSP70-1	Arabidopsis thaliana	GO:0044183	protein folding chaperone	ACCEPT	False	False	genes/ARATH/AT5G02500/AT5G02500-ai-review.yaml
HSP70-1	Arabidopsis thaliana	GO:0042026	protein refolding	ACCEPT	False	False	genes/ARATH/AT5G02500/AT5G02500-ai-review.yaml
AT5G03720	Arabidopsis thaliana	GO:0003700	DNA-binding transcription factor activity	ACCEPT	False	False	genes/ARATH/AT5G03720/AT5G03720-ai-review.yaml
AT5G03720	Arabidopsis thaliana	GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	ACCEPT	False	False	genes/ARATH/AT5G03720/AT5G03720-ai-review.yaml
AT5G03720	Arabidopsis thaliana	GO:0005634	nucleus	ACCEPT	False	False	genes/ARATH/AT5G03720/AT5G03720-ai-review.yaml
AT5G03720	Arabidopsis thaliana	GO:0034605	cellular response to heat	MODIFY	False	True	genes/ARATH/AT5G03720/AT5G03720-ai-review.yaml
AT5G05410	Arabidopsis thaliana	GO:0005634	nucleus	ACCEPT	False	False	genes/ARATH/AT5G05410/AT5G05410-ai-review.yaml
AT5G05410	Arabidopsis thaliana	GO:0006950	response to stress	MODIFY	False	True	genes/ARATH/AT5G05410/AT5G05410-ai-review.yaml
AT5G05410	Arabidopsis thaliana	GO:0045893	positive regulation of DNA-templated transcription	ACCEPT	False	False	genes/ARATH/AT5G05410/AT5G05410-ai-review.yaml
AT5G05410	Arabidopsis thaliana	GO:0000976	transcription cis-regulatory region binding	MODIFY	False	True	genes/ARATH/AT5G05410/AT5G05410-ai-review.yaml
AT5G05410	Arabidopsis thaliana	GO:0003700	DNA-binding transcription factor activity	ACCEPT	False	False	genes/ARATH/AT5G05410/AT5G05410-ai-review.yaml
AT5G16820	Arabidopsis thaliana	GO:0003700	DNA-binding transcription factor activity	ACCEPT	False	False	genes/ARATH/AT5G16820/AT5G16820-ai-review.yaml
AT5G16820	Arabidopsis thaliana	GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	ACCEPT	False	False	genes/ARATH/AT5G16820/AT5G16820-ai-review.yaml
AT5G16820	Arabidopsis thaliana	GO:0005634	nucleus	ACCEPT	False	False	genes/ARATH/AT5G16820/AT5G16820-ai-review.yaml
AT5G16820	Arabidopsis thaliana	GO:0034605	cellular response to heat	ACCEPT	False	False	genes/ARATH/AT5G16820/AT5G16820-ai-review.yaml
AT5G52640	Arabidopsis thaliana	GO:0006457	protein folding	KEEP_AS_NON_CORE	False	False	genes/ARATH/AT5G52640/AT5G52640-ai-review.yaml
AT5G52640	Arabidopsis thaliana	GO:0016887	ATP hydrolysis activity	ACCEPT	False	False	genes/ARATH/AT5G52640/AT5G52640-ai-review.yaml
AT5G52640	Arabidopsis thaliana	GO:0032991	protein-containing complex	ACCEPT	False	False	genes/ARATH/AT5G52640/AT5G52640-ai-review.yaml
AT5G52640	Arabidopsis thaliana	GO:0005886	plasma membrane	REMOVE	False	False	genes/ARATH/AT5G52640/AT5G52640-ai-review.yaml
AT5G52640	Arabidopsis thaliana	GO:0005524	ATP binding	ACCEPT	False	False	genes/ARATH/AT5G52640/AT5G52640-ai-review.yaml
AT5G52640	Arabidopsis thaliana	GO:0005829	cytosol	ACCEPT	False	False	genes/ARATH/AT5G52640/AT5G52640-ai-review.yaml
AT5G52640	Arabidopsis thaliana	GO:0050821	protein stabilization	ACCEPT	False	False	genes/ARATH/AT5G52640/AT5G52640-ai-review.yaml
AT5G52640	Arabidopsis thaliana	GO:0034605	cellular response to heat	ACCEPT	False	False	genes/ARATH/AT5G52640/AT5G52640-ai-review.yaml
AT5G52640	Arabidopsis thaliana	GO:0051082	unfolded protein binding	MODIFY	False	True	genes/ARATH/AT5G52640/AT5G52640-ai-review.yaml
AT5G52640	Arabidopsis thaliana	GO:0048471	perinuclear region of cytoplasm	REMOVE	False	False	genes/ARATH/AT5G52640/AT5G52640-ai-review.yaml
At1g67980	Arabidopsis thaliana	GO:0008757	S-adenosylmethionine-dependent methyltransferase activity	ACCEPT	False	False	genes/ARATH/At1g67980/At1g67980-ai-review.yaml
BRI1	Arabidopsis thaliana	GO:0038023	signaling receptor activity	ACCEPT	False	False	genes/ARATH/BRI1/BRI1-ai-review.yaml
BRI1	Arabidopsis thaliana	GO:0004674	protein serine/threonine kinase activity	ACCEPT	False	False	genes/ARATH/BRI1/BRI1-ai-review.yaml
BRI1	Arabidopsis thaliana	GO:0005886	plasma membrane	ACCEPT	False	False	genes/ARATH/BRI1/BRI1-ai-review.yaml
BRI1	Arabidopsis thaliana	GO:0009755	hormone-mediated signaling pathway	ACCEPT	False	False	genes/ARATH/BRI1/BRI1-ai-review.yaml
BUB3.1	Arabidopsis thaliana	GO:0007094	mitotic spindle assembly checkpoint signaling	ACCEPT	False	False	genes/ARATH/BUB3.1/BUB3.1-ai-review.yaml
BUB3.1	Arabidopsis thaliana	GO:1990298	bub1-bub3 complex	ACCEPT	False	False	genes/ARATH/BUB3.1/BUB3.1-ai-review.yaml
BUB3.1	Arabidopsis thaliana	GO:0000776	kinetochore	ACCEPT	False	False	genes/ARATH/BUB3.1/BUB3.1-ai-review.yaml
BUB3.1	Arabidopsis thaliana	GO:0005654	nucleoplasm	ACCEPT	False	False	genes/ARATH/BUB3.1/BUB3.1-ai-review.yaml
BUB3.1	Arabidopsis thaliana	GO:0009524	phragmoplast	ACCEPT	False	False	genes/ARATH/BUB3.1/BUB3.1-ai-review.yaml
BUB3.1	Arabidopsis thaliana	GO:0043130	ubiquitin binding	KEEP_AS_NON_CORE	False	False	genes/ARATH/BUB3.1/BUB3.1-ai-review.yaml
CO	Arabidopsis thaliana	GO:2000028	regulation of photoperiodism, flowering	MODIFY	False	True	genes/ARATH/CO/CO-ai-review.yaml
COP1	Arabidopsis thaliana	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	ACCEPT	False	False	genes/ARATH/COP1/COP1-ai-review.yaml
COP1	Arabidopsis thaliana	GO:0061630	ubiquitin protein ligase activity	ACCEPT	False	False	genes/ARATH/COP1/COP1-ai-review.yaml
CRY1	Arabidopsis thaliana	GO:0003904	deoxyribodipyrimidine photo-lyase activity	REMOVE	False	False	genes/ARATH/CRY1/CRY1-ai-review.yaml
CRY1	Arabidopsis thaliana	GO:0032922	circadian regulation of gene expression	KEEP_AS_NON_CORE	False	False	genes/ARATH/CRY1/CRY1-ai-review.yaml
CRY1	Arabidopsis thaliana	GO:0043153	entrainment of circadian clock by photoperiod	KEEP_AS_NON_CORE	False	False	genes/ARATH/CRY1/CRY1-ai-review.yaml
CRY2	Arabidopsis thaliana	GO:0003904	deoxyribodipyrimidine photo-lyase activity	REMOVE	False	False	genes/ARATH/CRY2/CRY2-ai-review.yaml
CRY2	Arabidopsis thaliana	GO:0032922	circadian regulation of gene expression	KEEP_AS_NON_CORE	False	False	genes/ARATH/CRY2/CRY2-ai-review.yaml
CRY2	Arabidopsis thaliana	GO:0043153	entrainment of circadian clock by photoperiod	KEEP_AS_NON_CORE	False	False	genes/ARATH/CRY2/CRY2-ai-review.yaml
CTR1	Arabidopsis thaliana	GO:0007165	signal transduction	MODIFY	False	True	genes/ARATH/CTR1/CTR1-ai-review.yaml
DGAT1	Arabidopsis thaliana	GO:0005789	endoplasmic reticulum membrane	ACCEPT	False	False	genes/ARATH/DGAT1/DGAT1-ai-review.yaml
DRB1	Arabidopsis thaliana	GO:0004525	ribonuclease III activity	REMOVE	False	False	genes/ARATH/DRB1/DRB1-ai-review.yaml
EIN2	Arabidopsis thaliana	GO:0006879	intracellular iron ion homeostasis	REMOVE	False	False	genes/ARATH/EIN2/EIN2-ai-review.yaml
EIN2	Arabidopsis thaliana	GO:0030026	intracellular manganese ion homeostasis	REMOVE	False	False	genes/ARATH/EIN2/EIN2-ai-review.yaml
ELF4	Arabidopsis thaliana	GO:0005634	nucleus	ACCEPT	False	False	genes/ARATH/ELF4/ELF4-ai-review.yaml
ELF4	Arabidopsis thaliana	GO:0009649	entrainment of circadian clock	ACCEPT	False	False	genes/ARATH/ELF4/ELF4-ai-review.yaml
ETR1	Arabidopsis thaliana	GO:0005783	endoplasmic reticulum	ACCEPT	False	False	genes/ARATH/ETR1/ETR1-ai-review.yaml
ETR1	Arabidopsis thaliana	GO:0051740	ethylene binding	ACCEPT	False	False	genes/ARATH/ETR1/ETR1-ai-review.yaml
ETR1	Arabidopsis thaliana	GO:0038199	ethylene receptor activity	ACCEPT	False	False	genes/ARATH/ETR1/ETR1-ai-review.yaml
RIC7	Arabidopsis thaliana	GO:0005886	plasma membrane	ACCEPT	False	False	genes/ARATH/F4JLB7/F4JLB7-ai-review.yaml
RIC7	Arabidopsis thaliana	GO:0038023	signaling receptor activity	MARK_AS_OVER_ANNOTATED	False	False	genes/ARATH/F4JLB7/F4JLB7-ai-review.yaml
FBL22	Arabidopsis thaliana	GO:1905761	SCF ubiquitin ligase complex binding	ACCEPT	False	False	genes/ARATH/FBL22/FBL22-ai-review.yaml
FLC	Arabidopsis thaliana	GO:0006357	regulation of transcription by RNA polymerase II	ACCEPT	False	False	genes/ARATH/FLC/FLC-ai-review.yaml
FLC	Arabidopsis thaliana	GO:0009910	negative regulation of flower development	ACCEPT	False	False	genes/ARATH/FLC/FLC-ai-review.yaml
FLC	Arabidopsis thaliana	GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	ACCEPT	False	False	genes/ARATH/FLC/FLC-ai-review.yaml
FLC	Arabidopsis thaliana	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ACCEPT	False	False	genes/ARATH/FLC/FLC-ai-review.yaml
GIP1	Arabidopsis thaliana	GO:0000930	gamma-tubulin complex	ACCEPT	False	False	genes/ARATH/GIP1/GIP1-ai-review.yaml
GIP1	Arabidopsis thaliana	GO:0005819	spindle	ACCEPT	False	False	genes/ARATH/GIP1/GIP1-ai-review.yaml
GIP1	Arabidopsis thaliana	GO:0031021	interphase microtubule organizing center	ACCEPT	False	False	genes/ARATH/GIP1/GIP1-ai-review.yaml
GIP1	Arabidopsis thaliana	GO:0051415	microtubule nucleation by interphase microtubule organizing center	ACCEPT	False	False	genes/ARATH/GIP1/GIP1-ai-review.yaml
GIP1	Arabidopsis thaliana	GO:0090307	mitotic spindle assembly	ACCEPT	False	False	genes/ARATH/GIP1/GIP1-ai-review.yaml
HEN1	Arabidopsis thaliana	GO:0034587	piRNA processing	REMOVE	False	False	genes/ARATH/HEN1/HEN1-ai-review.yaml
HEN1	Arabidopsis thaliana	GO:0008171	O-methyltransferase activity	MODIFY	False	True	genes/ARATH/HEN1/HEN1-ai-review.yaml
HSP17.6A	Arabidopsis thaliana	GO:0009408	response to heat	ACCEPT	False	False	genes/ARATH/HSP17.6A/HSP17.6A-ai-review.yaml
HSP17.6A	Arabidopsis thaliana	GO:0051082	unfolded protein binding	MODIFY	False	True	genes/ARATH/HSP17.6A/HSP17.6A-ai-review.yaml
HSP17.6A	Arabidopsis thaliana	GO:0006457	protein folding	ACCEPT	False	False	genes/ARATH/HSP17.6A/HSP17.6A-ai-review.yaml
HSP17.6A	Arabidopsis thaliana	GO:0009651	response to salt stress	KEEP_AS_NON_CORE	False	False	genes/ARATH/HSP17.6A/HSP17.6A-ai-review.yaml
HSP17.6A	Arabidopsis thaliana	GO:0042542	response to hydrogen peroxide	KEEP_AS_NON_CORE	False	False	genes/ARATH/HSP17.6A/HSP17.6A-ai-review.yaml
HSP17.6A	Arabidopsis thaliana	GO:0051259	protein complex oligomerization	ACCEPT	False	False	genes/ARATH/HSP17.6A/HSP17.6A-ai-review.yaml
HSP17.7	Arabidopsis thaliana	GO:0009408	response to heat	ACCEPT	False	False	genes/ARATH/HSP17.7/HSP17.7-ai-review.yaml
HSP17.7	Arabidopsis thaliana	GO:0051082	unfolded protein binding	MODIFY	False	True	genes/ARATH/HSP17.7/HSP17.7-ai-review.yaml
HSP17.7	Arabidopsis thaliana	GO:0006457	protein folding	ACCEPT	False	False	genes/ARATH/HSP17.7/HSP17.7-ai-review.yaml
HSP17.7	Arabidopsis thaliana	GO:0009651	response to salt stress	KEEP_AS_NON_CORE	False	False	genes/ARATH/HSP17.7/HSP17.7-ai-review.yaml
HSP17.7	Arabidopsis thaliana	GO:0042542	response to hydrogen peroxide	KEEP_AS_NON_CORE	False	False	genes/ARATH/HSP17.7/HSP17.7-ai-review.yaml
HSP17.7	Arabidopsis thaliana	GO:0051259	protein complex oligomerization	ACCEPT	False	False	genes/ARATH/HSP17.7/HSP17.7-ai-review.yaml
HY5	Arabidopsis thaliana	GO:0010017	red or far-red light signaling pathway	ACCEPT	False	False	genes/ARATH/HY5/HY5-ai-review.yaml
HY5	Arabidopsis thaliana	GO:0010099	regulation of photomorphogenesis	ACCEPT	False	False	genes/ARATH/HY5/HY5-ai-review.yaml
