set	gene	taxon	term_id	term_label	action	negated	has_replacement	aspect	file
uniprot_panther (GO_REF:0000120, PANTHER with/from)	Betv1	Betula pendula	GO:0009738	abscisic acid-activated signaling pathway	MARK_AS_OVER_ANNOTATED	False	False	biological_process	genes/BETPN/Betv1/Betv1-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	Betv1	Betula pendula	GO:0010427	abscisic acid binding	MARK_AS_OVER_ANNOTATED	False	False	molecular_function	genes/BETPN/Betv1/Betv1-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	Betv1	Betula pendula	GO:0038023	signaling receptor activity	MARK_AS_OVER_ANNOTATED	False	False	molecular_function	genes/BETPN/Betv1/Betv1-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	cpi-2	Brugia malayi	GO:0004869	cysteine-type endopeptidase inhibitor activity	ACCEPT	False	False	molecular_function	genes/BRUMA/cpi-2/cpi-2-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	CNNM4	Canis lupus familiaris	GO:0005886	plasma membrane	ACCEPT	False	False	cellular_component	genes/CANLF/A0A8I3PI07/A0A8I3PI07-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	CNNM4	Canis lupus familiaris	GO:0010960	magnesium ion homeostasis	ACCEPT	False	False	biological_process	genes/CANLF/A0A8I3PI07/A0A8I3PI07-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	CNNM4	Canis lupus familiaris	GO:0022857	transmembrane transporter activity	KEEP_AS_NON_CORE	False	False	molecular_function	genes/CANLF/A0A8I3PI07/A0A8I3PI07-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	CNNM4	Canis lupus familiaris	GO:0015081	sodium ion transmembrane transporter activity	UNDECIDED	False	False	molecular_function	genes/CANLF/A0A8I3PI07/A0A8I3PI07-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	CNNM4	Canis lupus familiaris	GO:0015095	magnesium ion transmembrane transporter activity	ACCEPT	False	False	molecular_function	genes/CANLF/A0A8I3PI07/A0A8I3PI07-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	dorR	Cereibacter sphaeroides	GO:0006355	regulation of DNA-templated transcription	MODIFY	False	True	biological_process	genes/CERSP/dorR/dorR-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	Q7NUH2	Chromobacterium violaceum (strain ATCC 12472 / DSM 30191 / JCM 1249 / CCUG 213 / NBRC 12614 / NCIMB 9131 / NCTC 9757 / MK)	GO:0006355	regulation of DNA-templated transcription	ACCEPT	False	False	biological_process	genes/CHRVO/Q7NUH2/Q7NUH2-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	A0A8C2TBA7	Coturnix japonica	GO:0004504	peptidylglycine monooxygenase activity	ACCEPT	False	False	molecular_function	genes/COTJA/A0A8C2TBA7/A0A8C2TBA7-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	AmiC2	Cylindrospermum stagnale PCC 7417	GO:0008745	N-acetylmuramoyl-L-alanine amidase activity	ACCEPT	False	False	molecular_function	genes/CYLST/AmiC2/AmiC2-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	nrfA	Desulfotalea psychrophila (strain LSv54 / DSM 12343)	GO:0020037	heme binding	ACCEPT	False	False	molecular_function	genes/DESPS/nrfA/nrfA-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	nrfA	Desulfotalea psychrophila (strain LSv54 / DSM 12343)	GO:0042279	nitrite reductase (cytochrome, ammonia-forming) activity	ACCEPT	False	False	molecular_function	genes/DESPS/nrfA/nrfA-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	K9IJK6	Desmodus rotundus	GO:0004252	serine-type endopeptidase activity	UNDECIDED	False	False	molecular_function	genes/DESRO/K9IJK6/K9IJK6-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	K9IJK6	Desmodus rotundus	GO:0005615	extracellular space	ACCEPT	False	False	cellular_component	genes/DESRO/K9IJK6/K9IJK6-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	K9IJK6	Desmodus rotundus	GO:0006508	proteolysis	UNDECIDED	False	False	biological_process	genes/DESRO/K9IJK6/K9IJK6-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	K9IMD0	Desmodus rotundus	GO:0005615	extracellular space	ACCEPT	False	False	cellular_component	genes/DESRO/K9IMD0/K9IMD0-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	K9IMD0	Desmodus rotundus	GO:0006826	iron ion transport	MARK_AS_OVER_ANNOTATED	False	False	biological_process	genes/DESRO/K9IMD0/K9IMD0-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	LYZ	Desmodus rotundus	GO:0003796	lysozyme activity	ACCEPT	False	False	molecular_function	genes/DESRO/K9IWH5/K9IWH5-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	K9J287	Desmodus rotundus	GO:0006308	DNA catabolic process	ACCEPT	False	False	biological_process	genes/DESRO/K9J287/K9J287-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	K9J2R0	Desmodus rotundus	GO:0006508	proteolysis	MODIFY	False	True	biological_process	genes/DESRO/K9J2R0/K9J2R0-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	K9J2R0	Desmodus rotundus	GO:0008239	dipeptidyl-peptidase activity	ACCEPT	False	False	molecular_function	genes/DESRO/K9J2R0/K9J2R0-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	kdpC	Nitratidesulfovibrio vulgaris Hildenborough	GO:0008556	P-type potassium transmembrane transporter activity	MODIFY	False	True	molecular_function	genes/DESVH/Q725T8/Q725T8-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	DVU_3336	Nitratidesulfovibrio vulgaris Hildenborough	GO:0000155	phosphorelay sensor kinase activity	REMOVE	False	False	molecular_function	genes/DESVH/Q725T9/Q725T9-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	ADAR2	Doryteuthis opalescens	GO:0006396	RNA processing	KEEP_AS_NON_CORE	False	False	biological_process	genes/DOROP/ADAR2/ADAR2-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	AP180	Doryteuthis pealeii	GO:0005545	1-phosphatidylinositol binding	ACCEPT	False	False	molecular_function	genes/DORPE/AP180/AP180-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	AP180	Doryteuthis pealeii	GO:0005905	clathrin-coated pit	ACCEPT	False	False	cellular_component	genes/DORPE/AP180/AP180-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	AP180	Doryteuthis pealeii	GO:0030136	clathrin-coated vesicle	ACCEPT	False	False	cellular_component	genes/DORPE/AP180/AP180-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	AP180	Doryteuthis pealeii	GO:0072583	clathrin-dependent endocytosis	ACCEPT	False	False	biological_process	genes/DORPE/AP180/AP180-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	B4MAQ2	Drosophila virilis	GO:0005049	nuclear export signal receptor activity	REMOVE	False	False	molecular_function	genes/DROVI/B4MAQ2/B4MAQ2-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	mcr-1	Escherichia coli	GO:0005886	plasma membrane	ACCEPT	False	False	cellular_component	genes/ECOLX/mcr-1/mcr-1-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	mcr2	Escherichia coli	GO:0005886	plasma membrane	ACCEPT	False	False	cellular_component	genes/ECOLX/mcr2/mcr2-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	sfgA	Emericella nidulans	GO:0005634	nucleus	ACCEPT	False	False	cellular_component	genes/EMENI/sfgA/sfgA-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	CH1	Felis catus	GO:0005576	extracellular region	ACCEPT	False	False	cellular_component	genes/FELCA/CH1/CH1-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	CSTA	Felis catus	GO:0004869	cysteine-type endopeptidase inhibitor activity	ACCEPT	False	False	molecular_function	genes/FELCA/CSTA/CSTA-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	AmiC1	Fischerella thermalis JSC-11	GO:0008745	N-acetylmuramoyl-L-alanine amidase activity	ACCEPT	False	False	molecular_function	genes/FISTH/AmiC1/AmiC1-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	AmiC2	Fischerella thermalis JSC-11	GO:0008745	N-acetylmuramoyl-L-alanine amidase activity	ACCEPT	False	False	molecular_function	genes/FISTH/AmiC2/AmiC2-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	IRE1	Hypocrea jecorina (strain QM6a)	GO:0004521	RNA endonuclease activity	ACCEPT	False	False	molecular_function	genes/HYPJE/IRE1/IRE1-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	IRE1	Hypocrea jecorina (strain QM6a)	GO:0004674	protein serine/threonine kinase activity	ACCEPT	False	False	molecular_function	genes/HYPJE/IRE1/IRE1-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	IRE1	Hypocrea jecorina (strain QM6a)	GO:0036498	IRE1-mediated unfolded protein response	ACCEPT	False	False	biological_process	genes/HYPJE/IRE1/IRE1-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	Pks1	Metarhizium brunneum ARSEF 3297	GO:0006633	fatty acid biosynthetic process	REMOVE	False	False	biological_process	genes/METBS/Pks1/Pks1-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	Pks1	Metarhizium brunneum ARSEF 3297	GO:0044550	secondary metabolite biosynthetic process	MODIFY	False	True	biological_process	genes/METBS/Pks1/Pks1-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	ackA	Methylorubrum extorquens AM1	GO:0008776	acetate kinase activity	ACCEPT	False	False	molecular_function	genes/METEA/ackA/ackA-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	fumC	Methylorubrum extorquens AM1	GO:0004333	fumarate hydratase activity	ACCEPT	False	False	molecular_function	genes/METEA/fumC/fumC-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	fumC	Methylorubrum extorquens AM1	GO:0006099	tricarboxylic acid cycle	ACCEPT	False	False	biological_process	genes/METEA/fumC/fumC-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	fumC	Methylorubrum extorquens AM1	GO:0006106	fumarate metabolic process	ACCEPT	False	False	biological_process	genes/METEA/fumC/fumC-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	gck	Methylorubrum extorquens AM1	GO:0008887	glycerate kinase activity	MODIFY	False	True	molecular_function	genes/METEA/gck/gck-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	gcvH	Methylorubrum extorquens AM1	GO:0019464	glycine decarboxylation via glycine cleavage system	ACCEPT	False	False	biological_process	genes/METEA/gcvH/gcvH-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	gcvP	Methylorubrum extorquens AM1	GO:0004375	glycine dehydrogenase (decarboxylating) activity	ACCEPT	False	False	molecular_function	genes/METEA/gcvP/gcvP-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	gcvP	Methylorubrum extorquens AM1	GO:0019464	glycine decarboxylation via glycine cleavage system	ACCEPT	False	False	biological_process	genes/METEA/gcvP/gcvP-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	glyA	Methylorubrum extorquens AM1	GO:0004372	glycine hydroxymethyltransferase activity	ACCEPT	False	False	molecular_function	genes/METEA/glyA/glyA-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	glyA	Methylorubrum extorquens AM1	GO:0005737	cytoplasm	ACCEPT	False	False	cellular_component	genes/METEA/glyA/glyA-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	glyA	Methylorubrum extorquens AM1	GO:0019264	glycine biosynthetic process from L-serine	ACCEPT	False	False	biological_process	genes/METEA/glyA/glyA-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	glyA	Methylorubrum extorquens AM1	GO:0030170	pyridoxal phosphate binding	ACCEPT	False	False	molecular_function	genes/METEA/glyA/glyA-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	mluA	Methylorubrum extorquens AM1	GO:0009279	cell outer membrane	ACCEPT	False	False	cellular_component	genes/METEA/mluA/mluA-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	mxbM	Methylorubrum extorquens AM1	GO:0006355	regulation of DNA-templated transcription	ACCEPT	False	False	biological_process	genes/METEA/mxbM/mxbM-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	pckA	Methylorubrum extorquens AM1	GO:0004612	phosphoenolpyruvate carboxykinase (ATP) activity	ACCEPT	False	False	molecular_function	genes/METEA/pckA/pckA-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	pckA	Methylorubrum extorquens AM1	GO:0006094	gluconeogenesis	ACCEPT	False	False	biological_process	genes/METEA/pckA/pckA-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	sucB	Methylorubrum extorquens (strain ATCC 14718 / DSM 1338 / JCM 2805 / NCIMB 9133 / AM1)	GO:0004149	dihydrolipoyllysine-residue succinyltransferase activity	ACCEPT	False	False	molecular_function	genes/METEA/sucB/sucB-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	sucB	Methylorubrum extorquens (strain ATCC 14718 / DSM 1338 / JCM 2805 / NCIMB 9133 / AM1)	GO:0006099	tricarboxylic acid cycle	ACCEPT	False	False	biological_process	genes/METEA/sucB/sucB-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	DHS	Miscanthus sinensis	GO:0008612	peptidyl-hypusine biosynthetic process	ACCEPT	False	False	biological_process	genes/MISSI/DHS/DHS-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	MnSOD	Miscanthus sinensis	GO:0004784	superoxide dismutase activity	ACCEPT	False	False	molecular_function	genes/MISSI/MnSOD/MnSOD-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	NaODC_candidate_DCOR	Nicotiana attenuata	GO:0004586	ornithine decarboxylase activity	ACCEPT	False	False	molecular_function	genes/NICAT/NaODC_candidate_DCOR/NaODC_candidate_DCOR-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	NaODC_candidate_DCOR	Nicotiana attenuata	GO:0033387	putrescine biosynthetic process from arginine, via ornithine	ACCEPT	False	False	biological_process	genes/NICAT/NaODC_candidate_DCOR/NaODC_candidate_DCOR-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	NaODC_candidate_ODC	Nicotiana attenuata	GO:0004586	ornithine decarboxylase activity	ACCEPT	False	False	molecular_function	genes/NICAT/NaODC_candidate_ODC/NaODC_candidate_ODC-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	NaODC_candidate_ODC	Nicotiana attenuata	GO:0033387	putrescine biosynthetic process from arginine, via ornithine	ACCEPT	False	False	biological_process	genes/NICAT/NaODC_candidate_ODC/NaODC_candidate_ODC-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	NaQPT2_candidate_QPT_0	Nicotiana attenuata	GO:0004514	nicotinate-nucleotide diphosphorylase (carboxylating) activity	ACCEPT	False	False	molecular_function	genes/NICAT/NaQPT2_candidate_QPT_0/NaQPT2_candidate_QPT_0-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	NaQPT2_candidate_QPT_0	Nicotiana attenuata	GO:0009435	NAD+ biosynthetic process	ACCEPT	False	False	biological_process	genes/NICAT/NaQPT2_candidate_QPT_0/NaQPT2_candidate_QPT_0-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	NaQPT2_candidate_QPT_1	Nicotiana attenuata	GO:0004514	nicotinate-nucleotide diphosphorylase (carboxylating) activity	ACCEPT	False	False	molecular_function	genes/NICAT/NaQPT2_candidate_QPT_1/NaQPT2_candidate_QPT_1-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	NaQPT2_candidate_QPT_1	Nicotiana attenuata	GO:0009435	NAD+ biosynthetic process	ACCEPT	False	False	biological_process	genes/NICAT/NaQPT2_candidate_QPT_1/NaQPT2_candidate_QPT_1-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	AmiC1	Nostoc punctiforme (strain ATCC 29133 / PCC 73102)	GO:0008745	N-acetylmuramoyl-L-alanine amidase activity	ACCEPT	False	False	molecular_function	genes/NOSP7/AmiC1/AmiC1-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	AmiC2	Nostoc punctiforme (strain ATCC 29133 / PCC 73102)	GO:0008745	N-acetylmuramoyl-L-alanine amidase activity	ACCEPT	False	False	molecular_function	genes/NOSP7/AmiC2/AmiC2-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	AmiC1	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576)	GO:0008745	N-acetylmuramoyl-L-alanine amidase activity	ACCEPT	False	False	molecular_function	genes/NOSS1/AmiC1/AmiC1-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	AmiC2	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576)	GO:0008745	N-acetylmuramoyl-L-alanine amidase activity	ACCEPT	False	False	molecular_function	genes/NOSS1/AmiC2/AmiC2-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	CTR1	Octopus vulgaris	GO:0004930	G protein-coupled receptor activity	ACCEPT	False	False	molecular_function	genes/OCTVU/CTR1/CTR1-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	CTR1	Octopus vulgaris	GO:0005000	vasopressin receptor activity	MODIFY	False	True	molecular_function	genes/OCTVU/CTR1/CTR1-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	CTR1	Octopus vulgaris	GO:0005886	plasma membrane	ACCEPT	False	False	cellular_component	genes/OCTVU/CTR1/CTR1-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	CTR1	Octopus vulgaris	GO:0007186	G protein-coupled receptor signaling pathway	ACCEPT	False	False	biological_process	genes/OCTVU/CTR1/CTR1-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	CTR2	Octopus vulgaris	GO:0004930	G protein-coupled receptor activity	ACCEPT	False	False	molecular_function	genes/OCTVU/CTR2/CTR2-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	CTR2	Octopus vulgaris	GO:0005000	vasopressin receptor activity	MODIFY	False	True	molecular_function	genes/OCTVU/CTR2/CTR2-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	CTR2	Octopus vulgaris	GO:0005886	plasma membrane	ACCEPT	False	False	cellular_component	genes/OCTVU/CTR2/CTR2-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	CTR2	Octopus vulgaris	GO:0007186	G protein-coupled receptor signaling pathway	ACCEPT	False	False	biological_process	genes/OCTVU/CTR2/CTR2-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	DDO	Octopus vulgaris	GO:0003884	D-amino-acid oxidase activity	MODIFY	False	True	molecular_function	genes/OCTVU/DDO/DDO-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	OPR	Octopus vulgaris	GO:0004930	G protein-coupled receptor activity	ACCEPT	False	False	molecular_function	genes/OCTVU/OPR/OPR-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	OPR	Octopus vulgaris	GO:0005000	vasopressin receptor activity	MODIFY	False	True	molecular_function	genes/OCTVU/OPR/OPR-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	OPR	Octopus vulgaris	GO:0005886	plasma membrane	ACCEPT	False	False	cellular_component	genes/OCTVU/OPR/OPR-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	OPR	Octopus vulgaris	GO:0007186	G protein-coupled receptor signaling pathway	ACCEPT	False	False	biological_process	genes/OCTVU/OPR/OPR-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	merA	Pseudomonas aeruginosa	GO:0050660	flavin adenine dinucleotide binding	ACCEPT	False	False	molecular_function	genes/PSEAI/merA/merA-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	PP_0416	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0008967	phosphoglycolate phosphatase activity	ACCEPT	False	False	molecular_function	genes/PSEPK/PP_0416/PP_0416-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	PP_0500	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0008831	dTDP-4-dehydrorhamnose reductase activity	UNDECIDED	False	False	molecular_function	genes/PSEPK/PP_0500/PP_0500-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	PP_0500	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0019305	dTDP-rhamnose biosynthetic process	UNDECIDED	False	False	biological_process	genes/PSEPK/PP_0500/PP_0500-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	PP_0892	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0032049	cardiolipin biosynthetic process	UNDECIDED	False	False	biological_process	genes/PSEPK/PP_0892/PP_0892-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	tsaA	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006979	response to oxidative stress	KEEP_AS_NON_CORE	False	False	biological_process	genes/PSEPK/PP_1084/PP_1084-ai-review.yaml
