GO_ID	GO_Label	Evidence_Code	Reference	Action	Rationale_Summary
GO:0097752	regulation of DNA stability	IMP	PMID:27820830	KEEP_AS_NON_CORE	Downstream effect of rDNA silencing
GO:0006303	double-strand break repair via nonhomologous end joining	IMP	PMID:9501103	REMOVE	SIR2 not a NHEJ component; conflates recombination suppression with repair
GO:0030466	silent mating-type cassette heterochromatin formation	IMP	PMID:3297920	ACCEPT	Original discovery of SIR2 silencing function
GO:0097695	establishment of protein-containing complex localization to telomere	IMP	PMID:26218225	ACCEPT	Ku/telomerase recruitment to telomeres
GO:0007062	sister chromatid cohesion	IMP	PMID:27185881	KEEP_AS_NON_CORE	Chromatin-mediated effect on cohesion
GO:0034398	telomere tethering at nuclear periphery	IMP	PMID:27122604	ACCEPT	Nuclear organization and telomere clustering
GO:0006325	chromatin organization	IGI	PMID:26951198	ACCEPT	Genetic interaction in chromatin regulation
GO:0045910	negative regulation of DNA recombination	IMP	PMID:25822194	ACCEPT	Telomere recombination suppression
GO:0031047	regulatory ncRNA-mediated gene silencing	IMP	PMID:9009207	KEEP_AS_NON_CORE	Ty1 silencing mechanism secondary to heterochromatin
GO:1904524	negative regulation of DNA amplification	IMP	PMID:26195783	KEEP_AS_NON_CORE	rDNA amplification suppression consequence of silencing
GO:0000183	rDNA heterochromatin formation	IMP	PMID:2647300	ACCEPT	Foundational evidence for rDNA silencing role
GO:0005730	nucleolus	IDA	PMID:9214640	ACCEPT	Direct microscopy evidence of nucleolar localization
GO:0030466	silent mating-type cassette heterochromatin formation	IMP	PMID:11950950	ACCEPT	Independent functional confirmation
GO:0030869	RENT complex	IDA	PMID:10219244	ACCEPT	Confirmed core component of RENT complex
GO:0031491	nucleosome binding	IDA	PMID:19217406	ACCEPT	Direct binding assay for substrate interaction
GO:0032041	histone H3K14 deacetylase activity NAD-dependent	IDA	PMID:10693811	ACCEPT	Direct enzymatic assay confirmation
GO:0045910	negative regulation of DNA recombination	IGI	PMID:16182251	ACCEPT	Genetic interaction evidence in recombination control
GO:0046969	histone H3K9 deacetylase activity NAD-dependent	IDA	PMID:10693811	ACCEPT	Direct enzymatic assay confirmation
GO:0046970	histone H4K16 deacetylase activity NAD-dependent	IDA	PMID:10693811	ACCEPT	Direct enzymatic assay confirmation of critical substrate
