tc	go	go_label	level	n	k	frac	verdict	members
2.A.1.10.1	GO:0015506	nucleoside:proton symporter activity	5	1	1	1.0	JUSTIFIED	P0AFF4
2.A.1.10.2	GO:0015537	xanthosine:proton symporter activity	5	1	0	0.0	GAP_CANDIDATE	P45562
2.A.1.12.1	GO:0015538	sialic acid:proton symporter activity	5	1	1	1.0	JUSTIFIED	P41036
2.A.1.14.-	GO:0015296	monoatomic anion:monoatomic cation symporter activity	4	36	0	0.0	NOT_JUSTIFIED_AT_LEVEL	O00624;Q9NRA2;Q9Y2C5;Q14916;Q8NDX2;Q9BYT1;O00476;Q9P2U7;Q9P2U8;P0AA78;Q9JI12;O82390;P53322;P0AA76;Q62634;Q8GX78;P34644;Q8BFU8;P15365;P39709
2.A.1.14.10	GO:0015306	sialate:monoatomic cation symporter activity	5	1	0	0.0	GAP_CANDIDATE	Q9NRA2
2.A.1.14.2	GO:0015539	hexuronate:monoatomic cation symporter activity	5	1	0	0.0	GAP_CANDIDATE	P0AA78
2.A.1.14.6	GO:0005436	sodium:phosphate symporter activity	5	1	0	0.0	GAP_CANDIDATE	Q61983
2.A.1.15.2	GO:0015540	3-hydroxyphenyl propionate:proton symporter activity	5	1	1	1.0	JUSTIFIED	P77589
2.A.1.16.1	GO:0015343	siderophore-iron transmembrane transporter activity	5	1	1	1.0	JUSTIFIED	P39980
2.A.1.16.1	GO:0015344	siderophore uptake transmembrane transporter activity	5	1	1	1.0	JUSTIFIED	P39980
2.A.1.16.2	GO:0015343	siderophore-iron transmembrane transporter activity	5	1	1	1.0	JUSTIFIED	Q08299
2.A.1.16.2	GO:0015345	ferric enterobactin:proton symporter activity	5	1	0	0.0	GAP_CANDIDATE	Q08299
2.A.1.16.3	GO:0015343	siderophore-iron transmembrane transporter activity	5	1	1	1.0	JUSTIFIED	P38724
2.A.1.16.3	GO:0015346	ferric triacetylfusarinine C:proton symporter activity	5	1	0	0.0	GAP_CANDIDATE	P38724
2.A.1.16.4	GO:0015343	siderophore-iron transmembrane transporter activity	5	1	1	1.0	JUSTIFIED	P38731
2.A.1.16.5	GO:0015343	siderophore-iron transmembrane transporter activity	5	1	1	1.0	JUSTIFIED	O94607
2.A.1.16.6	GO:0015343	siderophore-iron transmembrane transporter activity	5	1	1	1.0	JUSTIFIED	O74395
2.A.1.16.7	GO:0015343	siderophore-iron transmembrane transporter activity	5	1	0	0.0	GAP_CANDIDATE	Q870L2
2.A.1.16.8	GO:0015343	siderophore-iron transmembrane transporter activity	5	0	0	0.0	NO_REVIEWED_MEMBER	
2.A.1.16.9	GO:0015343	siderophore-iron transmembrane transporter activity	5	1	0	0.0	GAP_CANDIDATE	Q92341
2.A.1.17.1	GO:0015541	secondary active cyanate transmembrane transporter activity	5	1	0	0.0	GAP_CANDIDATE	P17583
2.A.1.2.11	GO:0015311	monoamine:proton antiporter activity	5	1	1	1.0	JUSTIFIED	Q01818
2.A.1.2.12	GO:0015311	monoamine:proton antiporter activity	5	1	1	1.0	JUSTIFIED	P54219
2.A.1.2.13	GO:0005278	acetylcholine:proton antiporter activity	5	1	0	0.0	GAP_CANDIDATE	P34711
2.A.1.2.16	GO:0015312	polyamine:proton antiporter activity	5	1	0	0.0	GAP_CANDIDATE	Q07824
2.A.1.2.17	GO:0015313	fluconazole:proton antiporter activity	5	1	0	0.0	GAP_CANDIDATE	P38124
2.A.1.2.2	GO:0015309	cycloheximide:proton antiporter activity	5	1	0	0.0	GAP_CANDIDATE	P32071
2.A.1.2.4	GO:0015520	tetracycline:proton antiporter activity	5	1	0	0.0	GAP_CANDIDATE	P02982
2.A.1.2.6	GO:0015310	benomyl:proton antiporter activity	5	1	0	0.0	GAP_CANDIDATE	P28873
2.A.1.25.1	GO:0015325	acetyl-CoA:CoA antiporter activity	5	1	0	0.0	GAP_CANDIDATE	O00400
2.A.1.27.1	GO:0015544	phenyl propionate uniporter activity	5	1	0	0.0	GAP_CANDIDATE	Q47142
2.A.1.3.1	GO:0015314	aminotriazole:proton antiporter activity	5	1	0	0.0	GAP_CANDIDATE	P13090
2.A.1.4.-	GO:0015315	organophosphate:phosphate antiporter activity	4	9	8	0.889	JUSTIFIED	O43826;Q8NCC5;P57057;Q8TED4;P0AGC0;P08194;P09836;P12681;Q9Z7N9
2.A.1.4.1	GO:0015526	hexose-phosphate:phosphate antiporter activity	5	1	1	1.0	JUSTIFIED	P0AGC0
2.A.1.4.3	GO:0015527	glycerol-phosphate:phosphate antiporter activity	5	1	1	1.0	JUSTIFIED	P08194
2.A.1.5.1	GO:0015528	lactose:proton symporter activity	5	1	1	1.0	JUSTIFIED	P02920
2.A.1.5.2	GO:0015529	raffinose:proton symporter activity	5	1	0	0.0	GAP_CANDIDATE	P16552
2.A.1.5.3	GO:0008506	sucrose:proton symporter activity	5	1	0	0.0	GAP_CANDIDATE	P30000
2.A.1.50.1	GO:0140211	folic acid:proton symporter activity	5	1	1	1.0	JUSTIFIED	Q96NT5
2.A.1.6.1	GO:0015531	citrate:proton symporter activity	5	1	0	0.0	GAP_CANDIDATE	P16482
2.A.1.6.2	GO:0015532	alpha-ketoglutarate:proton symporter activity	5	1	0	0.0	GAP_CANDIDATE	P0AEX3
2.A.1.6.6	GO:0015533	shikimate:proton symporter activity	5	1	0	0.0	GAP_CANDIDATE	P76350
2.A.1.7.1	GO:0015535	fucose:proton symporter activity	5	1	1	1.0	JUSTIFIED	P11551
2.A.1.9.-	GO:0015317	phosphate:proton symporter activity	4	8	0	0.0	NOT_JUSTIFIED_AT_LEVEL	Q8VYM2;P25297;P25346;Q8H6H0;Q7RVX9;G4TS85;Q09852;Q01MW8
2.A.10.1.1	GO:0015649	2-keto-3-deoxygluconate:proton symporter activity	5	1	1	1.0	JUSTIFIED	P15701
2.A.14.1.1	GO:0015650	lactate:proton symporter activity	5	1	0	0.0	GAP_CANDIDATE	P33231
2.A.15.1.1	GO:0015653	glycine betaine:proton symporter activity	5	1	0	0.0	GAP_CANDIDATE	P54417
2.A.16.2.1	GO:0015366	malate:proton symporter activity	5	1	1	1.0	JUSTIFIED	P50537
2.A.17.-.-	GO:0015333	peptide:proton symporter activity	3	40	12	0.3	NOT_JUSTIFIED_AT_LEVEL	P46059;Q8IY34;Q16348;Q8N697;A6NIM6;B0S6T2;P46032;Q944G5;Q9FNL7;P51574;Q05085;Q21219;Q9LQL2;P91679;Q8H157;P32901;P39276;Q8RX77;Q9ES07;Q9LFB8
2.A.18.5.1	GO:0015495	gamma-aminobutyric acid:proton symporter activity	5	1	0	0.0	GAP_CANDIDATE	P34579
2.A.18.6.13	GO:0140901	L-asparagine:sodium symporter activity	5	1	1	1.0	JUSTIFIED	Q9NVC3
2.A.18.6.13	GO:0140902	L-glutamine:sodium symporter activity	5	1	1	1.0	JUSTIFIED	Q9NVC3
2.A.18.6.8	GO:0140893	neutral amino acid, sodium:proton antiporter activity	5	1	1	1.0	JUSTIFIED	A2VCW5
2.A.19.-.-	GO:0015368	calcium:monoatomic cation antiporter activity	3	30	26	0.867	JUSTIFIED	Q9HC58;Q71RS6;Q6J4K2;O60721;P32418;P57103;Q8NFF2;Q9UI40;Q9UPR5;O54701;Q99385;O34840;Q39253;Q93Z81;P42839;P48765;Q28139;Q39254;Q9LJI2;Q769E5
2.A.19.2.-	GO:0015369	calcium:proton antiporter activity	4	8	8	1.0	JUSTIFIED	Q99385;O34840;Q39253;Q93Z81;Q39254;Q769E5;Q945S5;P74072
2.A.19.4.1	GO:0008273	calcium, potassium:sodium antiporter activity	5	1	1	1.0	JUSTIFIED	Q28139
2.A.2.-.-	GO:0009669	sucrose:monoatomic cation symporter activity	3	25	12	0.48	NOT_JUSTIFIED_AT_LEVEL	Q8NA29;Q9Y2W3;A6NFX1;Q5BKX6;Q6NUT3;Q9UMX9;P58355;Q39232;O80605;Q9C8X2;Q9FE59;Q69JW3;Q14CX5;Q96JT2;P32136;Q8K4S3;O14091;P0CE45;P75683;P32137
2.A.2.-.-	GO:0015486	glycoside-pentoside-hexuronide:cation symporter activity	3	25	0	0.0	NOT_JUSTIFIED_AT_LEVEL	Q8NA29;Q9Y2W3;A6NFX1;Q5BKX6;Q6NUT3;Q9UMX9;P58355;Q39232;O80605;Q9C8X2;Q9FE59;Q69JW3;Q14CX5;Q96JT2;P32136;Q8K4S3;O14091;P0CE45;P75683;P32137
2.A.2.1.1	GO:0015487	melibiose:monoatomic cation symporter activity	5	0	0	0.0	NO_REVIEWED_MEMBER	
2.A.2.3.1	GO:0015488	glucuronide:cation symporter activity	5	1	0	0.0	GAP_CANDIDATE	P0CE45
2.A.2.4.1	GO:0009669	sucrose:monoatomic cation symporter activity	5	1	1	1.0	JUSTIFIED	Q39232
2.A.20.-.-	GO:0009673	low-affinity phosphate transmembrane transporter activity	3	14	1	0.071	NOT_JUSTIFIED_AT_LEVEL	Q8WUM9;Q08357;Q38954;P0AFJ7;P38361;P43676;Q7YUD6;P15710;O34734;O26024;O30499;P59950;Q5BL44;Q58047
2.A.20.2.2	GO:0005316	high-affinity phosphate:sodium symporter activity	5	1	0	0.0	GAP_CANDIDATE	P38361
2.A.21.1.1	GO:0015498	pantothenate:sodium symporter activity	5	1	0	0.0	GAP_CANDIDATE	P16256
2.A.21.3.-	GO:0005362	low-affinity D-glucose:sodium symporter activity	4	13	3	0.231	NOT_JUSTIFIED_AT_LEVEL	P13866;A0PJK1;Q9NY91;P31639;Q8WWX8;P53794;Q2M3M2;P31636;P31637;P26430;P96169;Q5E733;P31448
2.A.21.3.-	GO:0005412	D-glucose:sodium symporter activity	4	13	8	0.615	UNCERTAIN	P13866;A0PJK1;Q9NY91;P31639;Q8WWX8;P53794;Q2M3M2;P31636;P31637;P26430;P96169;Q5E733;P31448
2.A.21.3.-	GO:0015371	galactose:sodium symporter activity	4	13	1	0.077	NOT_JUSTIFIED_AT_LEVEL	P13866;A0PJK1;Q9NY91;P31639;Q8WWX8;P53794;Q2M3M2;P31636;P31637;P26430;P96169;Q5E733;P31448
2.A.21.4.-	GO:0005367	myo-inositol:sodium symporter activity	4	2	0	0.0	GAP_CANDIDATE	Q1M7A2;O34745
2.A.21.5.-	GO:0015373	monoatomic anion:sodium symporter activity	4	7	1	0.143	NOT_JUSTIFIED_AT_LEVEL	Q8N695;Q1EHB4;Q92911;Q9Y289;Q7T384;O70247;Q3ZMH1
2.A.21.5.1	GO:0008507	sodium:iodide symporter activity	5	1	1	1.0	JUSTIFIED	Q92911
2.A.21.5.2	GO:0008523	sodium-dependent multivitamin transmembrane transporter activity	5	1	1	1.0	JUSTIFIED	O70247
2.A.21.6.1	GO:0015401	urea:sodium symporter activity	5	1	0	0.0	GAP_CANDIDATE	P33413
2.A.22.-.-	GO:0005328	neurotransmitter:sodium symporter activity	3	38	3	0.079	NOT_JUSTIFIED_AT_LEVEL	P31645;P48066;Q9H2J7;Q9NP91;P48029;Q695T7;Q96N87;Q99884;Q9BYF1;P23975;P31641;Q9NSD5;P48065;Q9H1V8;Q9HBJ8;Q9Y345;P30531;P48067;Q01959;Q9UN76
2.A.22.1.1	GO:0005335	serotonin:sodium:chloride symporter activity	5	1	1	1.0	JUSTIFIED	P31645
2.A.22.1.2	GO:0005334	norepinephrine:sodium symporter activity	5	1	1	1.0	JUSTIFIED	P23975
2.A.22.1.3	GO:0005330	dopamine:sodium symporter activity	5	1	1	1.0	JUSTIFIED	Q01959
2.A.22.2.1	GO:0005298	proline:sodium symporter activity	5	1	1	1.0	JUSTIFIED	P28573
2.A.22.2.3	GO:0015374	neutral, basic amino acid:sodium:chloride symporter activity	5	1	1	1.0	JUSTIFIED	Q9UN76
2.A.22.3.2	GO:0005332	gamma-aminobutyric acid:sodium:chloride symporter activity	5	1	1	1.0	JUSTIFIED	P30531
2.A.22.3.3	GO:0005369	taurine:sodium symporter activity	5	1	1	1.0	JUSTIFIED	P31641
2.A.22.3.4	GO:0005309	creatine:sodium symporter activity	5	1	1	1.0	JUSTIFIED	P31661
2.A.22.3.5	GO:0005307	choline:sodium symporter activity	5	1	0	0.0	GAP_CANDIDATE	P28570
2.A.23.3.1	GO:0005295	neutral L-amino acid:sodium symporter activity	5	1	0	0.0	GAP_CANDIDATE	P43007
2.A.26.1.1	GO:0015657	branched-chain amino acid:sodium symporter activity	5	1	0	0.0	GAP_CANDIDATE	P19072
2.A.27.1.1	GO:0015501	glutamate:sodium symporter activity	5	1	1	1.0	JUSTIFIED	P0AER8
2.A.28.-.-	GO:0008508	bile acid:sodium symporter activity	3	14	8	0.571	UNCERTAIN	Q3KNW5;Q12908;Q14973;Q96EP9;Q0GE19;P26435;Q1EBV7;Q70EX6;P09131;Q5PT55;Q59UQ7;Q0V8N6;F4IZC4;P39836
2.A.28.1.1	GO:0005343	organic acid:sodium symporter activity	5	1	1	1.0	JUSTIFIED	P26435
2.A.29.1.1	GO:0005471	ATP:ADP antiporter activity	5	1	1	1.0	JUSTIFIED	P05141
2.A.29.13.1	GO:0005469	succinate:fumarate antiporter activity	5	1	1	1.0	JUSTIFIED	P33303
2.A.29.2.1	GO:0015367	oxoglutarate:malate antiporter activity	5	1	1	1.0	JUSTIFIED	P22292
2.A.29.2.3	GO:0015364	dicarboxylate:phosphate antiporter activity	5	1	0	0.0	GAP_CANDIDATE	Q06143
2.A.29.7.2	GO:0015137	citrate transmembrane transporter activity	5	1	1	1.0	JUSTIFIED	P53007
2.A.3.1.1	GO:0015492	phenylalanine:proton symporter activity	5	1	0	0.0	GAP_CANDIDATE	P24207
2.A.3.1.2	GO:0015493	lysine:proton symporter activity	5	1	0	0.0	GAP_CANDIDATE	P25737
2.A.3.1.3	GO:0015494	aromatic amino acid:proton symporter activity	5	1	0	0.0	GAP_CANDIDATE	P15993
2.A.3.1.4	GO:0015495	gamma-aminobutyric acid:proton symporter activity	5	1	0	0.0	GAP_CANDIDATE	P25527
2.A.3.10.5	GO:0005314	high-affinity L-glutamate transmembrane transporter activity	5	1	0	0.0	GAP_CANDIDATE	P48813
2.A.3.2.1	GO:0015496	putrescine:ornithine antiporter activity	5	1	1	1.0	JUSTIFIED	P0AAF1
2.A.3.2.2	GO:0043872	lysine:cadaverine antiporter activity	5	1	1	1.0	JUSTIFIED	P0AAE8
2.A.3.4.2	GO:0015495	gamma-aminobutyric acid:proton symporter activity	5	0	0	0.0	NO_REVIEWED_MEMBER	
2.A.3.8.5	GO:0015327	cystine:glutamate antiporter activity	5	2	1	0.5	UNCERTAIN	P10852;Q9WTR6
2.A.30	GO:0015377	chloride:monoatomic cation symporter activity	3	16	16	1.0	JUSTIFIED	Q9H2X9;P55011;A0AV02;Q13621;Q9Y666;P55017;Q9BXP2;Q9UHW9;Q9UP95;P55016;P55018;A0A0G2KTI4;Q63632;Q63633;P55013;Q25479
2.A.30.1.1	GO:0008511	sodium:potassium:chloride symporter activity	5	1	1	1.0	JUSTIFIED	P55016
2.A.30.1.5	GO:0015379	potassium:chloride symporter activity	5	1	1	1.0	JUSTIFIED	P55013
2.A.30.4.-	GO:0015378	sodium:chloride symporter activity	4	0	0	0.0	NO_REVIEWED_MEMBER	
2.A.31.1.1	GO:0140829	bicarbonate:monoatomic anion antiporter activity	5	1	1	1.0	JUSTIFIED	P02730
2.A.31.2.1	GO:0008510	sodium:bicarbonate symporter activity	5	1	1	1.0	JUSTIFIED	Q9R1N3
2.A.31.2.4	GO:0140892	sodium,bicarbonate:chloride antiporter activity	5	1	1	1.0	JUSTIFIED	Q2Y0W8
2.A.35.1.1	GO:0015385	sodium:proton antiporter activity	5	1	0	0.0	GAP_CANDIDATE	P27611
2.A.36.-.-	GO:0015385	sodium:proton antiporter activity	3	42	37	0.881	JUSTIFIED	P19634;Q14940;Q4G0N8;Q6AI14;P48764;Q86UD5;Q96T83;Q9UBY0;Q4ZJI4;Q92581;Q9Y2E8;Q8IVB4;Q04121;Q68KI4;Q8S396;Q6UJY2;P26433;Q56XP4;Q99271;P26431
2.A.37.-.-	GO:0015386	potassium:proton antiporter activity	3	28	7	0.25	NOT_JUSTIFIED_AT_LEVEL	Q6UWJ1;O65272;Q8VYD4;Q9ZTZ7;Q9ZUN3;P0A754;Q9M0Z3;P03819;Q9M353;P45522;P0A756;Q9SUQ7;O07536;O22920;Q8VYR9;Q55190;Q9KI10;O07535;P39830;P40309
2.A.37.1.1	GO:0015503	glutathione-regulated potassium exporter activity	5	2	1	0.5	UNCERTAIN	P0A754;P03819
2.A.37.1.2	GO:0015503	glutathione-regulated potassium exporter activity	5	2	1	0.5	UNCERTAIN	P45522;P0A756
2.A.38.-.-	GO:0015387	potassium:proton symporter activity	3	19	0	0.0	NOT_JUSTIFIED_AT_LEVEL	Q0D9S3;Q84TI7;O87953;Q87TN7;P12685;P28584;Q0JNB6;O32080;P0AFZ7;O32081;Q7XPF8;P23849;P0AGI8;O31658;P39760;P43440;O87952;E1V6K4;E1V6C5
2.A.38.3.1	GO:0009674	potassium:sodium symporter activity	5	0	0	0.0	NO_REVIEWED_MEMBER	
2.A.39.1.1	GO:0015504	cytosine:proton symporter activity	5	1	0	0.0	GAP_CANDIDATE	P0AA82
2.A.39.3.1	GO:0005274	allantoin:proton symporter activity	5	1	1	1.0	JUSTIFIED	Q04895
2.A.4.1.4	GO:0015341	zinc efflux antiporter activity	5	1	0	0.0	GAP_CANDIDATE	P75757
2.A.4.2.3	GO:0015341	zinc efflux antiporter activity	5	1	0	0.0	GAP_CANDIDATE	Q62720
2.A.40.6.1	GO:0008520	L-ascorbate:sodium symporter activity	5	1	1	1.0	JUSTIFIED	Q9WTW7
2.A.41.1.1	GO:0015506	nucleoside:proton symporter activity	5	1	1	1.0	JUSTIFIED	P0AFF2
2.A.41.2.1	GO:0015390	purine-specific nucleoside:sodium symporter activity	5	1	0	0.0	GAP_CANDIDATE	Q62773
2.A.41.2.3	GO:0015389	pyrimidine- and adenosine-specific:sodium symporter activity	5	1	1	1.0	JUSTIFIED	O00337
2.A.44.4.1	GO:0015360	acetate:proton symporter activity	5	0	0	0.0	NO_REVIEWED_MEMBER	
2.A.47.1.1	GO:0015361	low-affinity sodium:dicarboxylate symporter activity	5	0	0	0.0	NO_REVIEWED_MEMBER	
2.A.47.1.2	GO:0015382	sodium:sulfate symporter activity	5	1	1	1.0	JUSTIFIED	Q07782
2.A.47.1.4	GO:0015362	high-affinity sodium:dicarboxylate symporter activity	5	1	1	1.0	JUSTIFIED	Q9Z0Z5
2.A.47.3.2	GO:0015515	citrate:succinate antiporter activity	5	1	0	0.0	GAP_CANDIDATE	P0AE74
2.A.47.3.3	GO:0015516	tartrate:succinate antiporter activity	5	1	1	1.0	JUSTIFIED	P39414
2.A.48	GO:0008518	folate:monoatomic anion antiporter activity	3	6	1	0.167	NOT_JUSTIFIED_AT_LEVEL	P41440;Q9BZV2;O60779;Q17766;Q559K0;O45166
2.A.5.1.1	GO:0000006	high-affinity zinc transmembrane transporter activity	5	1	1	1.0	JUSTIFIED	P32804
2.A.53.-.-	GO:0008512	sulfate:proton symporter activity	3	38	0	0.0	NOT_JUSTIFIED_AT_LEVEL	Q9H2B4;Q7LBE3;Q96RN1;P40879;P50443;O43511;P58743;Q86WA9;Q8TE54;Q9BXS9;Q8CIW6;Q9WVC8;P0AFR2;Q8BU91;P45380;Q9MAX3;Q0WP36;Q99NH7;Q9R155;Q9SL95
2.A.53.2.18	GO:0140900	chloride:bicarbonate antiporter activity	5	1	1	1.0	JUSTIFIED	P40879
2.A.53.2.2	GO:0015383	sulfate:bicarbonate antiporter activity	5	1	1	1.0	JUSTIFIED	P45380
2.A.66.1.20	GO:0140968	polyspecific organic cation:proton antiporter activity	5	1	1	1.0	JUSTIFIED	Q86VL8
2.A.66.2.12	GO:0015161	lipid III floppase activity	5	0	0	0.0	NO_REVIEWED_MEMBER	
2.A.66.2.3	GO:0015161	lipid III floppase activity	5	1	0	0.0	GAP_CANDIDATE	P0AAA7
2.A.7.-.-	GO:0009670	triose-phosphate:phosphate antiporter activity	3	160	0	0.0	NOT_JUSTIFIED_AT_LEVEL	P78383;Q76EJ3;Q8IXU6;Q9BS91;Q24JQ0;Q5M8T2;Q7RTP0;Q8IY50;Q8TB61;Q96G79;Q9Y2D2;P78381;Q0D2K0;Q96A29;Q9H1N7;Q6ICL7;Q7Z769;Q8N357;Q8TBE7;Q8WY98
2.A.7.6	GO:0015561	rhamnose:proton symporter activity	4	1	0	0.0	GAP_CANDIDATE	P27125
3	GO:0015399	primary active transmembrane transporter activity	1	500	210	0.42	CLASS_LEVEL	O00422;O14925;O43715;O60706;O75964;O95342;P00846;P10176;P15313;P16615;P21439;P30049;P31040;P35670;P49458;P50993;P54707;P55072;P56385;P98194
3.A.1	GO:0140359	ABC-type transporter activity	3	500	254	0.508	UNCERTAIN	O60706;O95342;P21439;Q5T3U5;Q8N139;Q8NE71;Q96J65;Q9H172;Q9NUT2;O75027;O95255;P45844;P61221;Q03519;Q2M3G0;Q96J66;Q9BZC7;Q9H221;Q9H222;Q9NP58
3.A.1.1.11	GO:0033154	ABC-type oligogalacturonide transporter activity	5	0	0	0.0	NO_REVIEWED_MEMBER	
3.A.1.105.1	GO:1901242	ABC-type doxorubicin transporter activity	5	2	0	0.0	GAP_CANDIDATE	P32010;P32011
3.A.1.115.1	GO:0140679	ABC-type sodium transporter activity	5	2	2	1.0	JUSTIFIED	P46904;P46903
3.A.1.19.1	GO:0048502	ABC-type thiamine transporter activity	5	3	1	0.333	NOT_JUSTIFIED_AT_LEVEL	P31550;P31548;P31549
3.A.1.202.1	GO:0005260	intracellularly ATP-gated chloride channel activity	5	1	1	1.0	JUSTIFIED	P13569
3.A.1.207.2	GO:0015432	ABC-type bile acid transporter activity	5	0	0	0.0	NO_REVIEWED_MEMBER	
3.A.1.209.1	GO:0015433	ABC-type peptide antigen transporter activity	5	2	2	1.0	JUSTIFIED	Q03519;Q03518
3.A.1.210.1	GO:0140481	ABC-type iron-sulfur cluster transporter activity	5	1	0	0.0	GAP_CANDIDATE	P40416
3.A.1.4.1	GO:0015425	ATPase-coupled nonpolar-amino acid transporter activity	5	6	0	0.0	NOT_JUSTIFIED_AT_LEVEL	P0A9S7;P22729;P0AEX7;P22731;P0AD96;P04816
3.A.10	GO:0009678	diphosphate hydrolysis-driven proton transmembrane transporter activity	3	10	10	1.0	JUSTIFIED	P31414;Q56ZN6;Q9S5X0;P21616;Q2RIS7;Q8PYZ8;O68460;Q8ZWI8;Q898Q9;Q8PYZ7
3.A.2.1.1	GO:0046933	proton-transporting ATP synthase activity, rotational mechanism	5	8	8	1.0	JUSTIFIED	P0ABB4;P0ABB0;P0A6E6;P68699;P0AB98;P0ABA6;P0ABA0;P0ABA4
3.A.2.1.2	GO:0046932	sodium-transporting ATP synthase activity, rotational mechanism	5	8	0	0.0	NOT_JUSTIFIED_AT_LEVEL	P29706;P21903;P29710;P21905;P21904;P29709;P29707;P29708
