readout_class	matched_string	papers
SECRETION_DEGRANULATION	cd107a	71
SECRETION_DEGRANULATION	secretion assay	49
SECRETION_DEGRANULATION	β-hexosaminidase	27
SECRETION_DEGRANULATION	lactate dehydrogenase release	8
SECRETION_DEGRANULATION	insulin secretion assay	7
SECRETION_DEGRANULATION	degranulation assay	3
SECRETION_DEGRANULATION	secretionassay	2
SECRETION_DEGRANULATION	"secretion

assay"	1
METABOLIC_FLUX	seahorse	347
METABOLIC_FLUX	oxygen consumption rate	307
METABOLIC_FLUX	ecar	84
METABOLIC_FLUX	extracellular acidification rate	41
METABOLIC_FLUX	mito stress test	40
METABOLIC_FLUX	glucose uptake assay	12
METABOLIC_FLUX	2-nbdg	12
METABOLIC_FLUX	mitostress test	10
METABOLIC_FLUX	2-deoxyglucose uptake	7
METABOLIC_FLUX	2-dg uptake	4
DNA_DAMAGE_FOCI	γh2ax	786
DNA_DAMAGE_FOCI	γ-h2ax	587
DNA_DAMAGE_FOCI	rad51 foci	405
DNA_DAMAGE_FOCI	comet assay	202
DNA_DAMAGE_FOCI	γh2a.x	70
DNA_DAMAGE_FOCI	gamma-h2ax	53
DNA_DAMAGE_FOCI	53bp1 foci	37
DNA_DAMAGE_FOCI	gammah2ax	23
DNA_DAMAGE_FOCI	phospho-h2ax	14
DNA_DAMAGE_FOCI	p-h2ax	9
DNA_DAMAGE_FOCI	cometassay	6
DNA_DAMAGE_FOCI	h2ax foci	6
DNA_DAMAGE_FOCI	γ-h2a.x	3
DNA_DAMAGE_FOCI	ph2ax	1
SENESCENCE	sa-β-gal	337
SENESCENCE	senescence-associated β-galactosidase	52
SENESCENCE	sasp	16
SENESCENCE	senescence-associated beta-galactosidase	9
SENESCENCE	senescence-associated secretory	7
SENESCENCE	sa-beta-gal	3
SENESCENCE	"senescence-associated 
beta-galactosidase"	2
SENESCENCE	"senescence-associated 
β-galactosidase"	1
WNT_REPORTER	topflash	430
WNT_REPORTER	fopflash	91
WNT_REPORTER	top-flash	34
WNT_REPORTER	top/fop	26
WNT_REPORTER	tcf/lef luciferase	16
WNT_REPORTER	fop-flash	16
WNT_REPORTER	tcf reporter	16
WNT_REPORTER	tcf/lef reporter	12
WNT_REPORTER	tcf/lef activity	3
WNT_REPORTER	"tcf 
reporter"	1
NFKB_REPORTER	nf-κb reporter	122
NFKB_REPORTER	nf-κb luciferase	68
NFKB_REPORTER	nf-κb-luciferase	29
NFKB_REPORTER	nf-κb-luc	28
NFKB_REPORTER	nfκb luciferase	6
NFKB_REPORTER	nfκb-luc	6
NFKB_REPORTER	nf-kb luciferase	4
NFKB_REPORTER	nf-κb-reporter	3
NFKB_REPORTER	nfκb reporter	3
NFKB_REPORTER	nf-κbluc	3
HYPOXIA_HIF	hif1α stabiliz	39
HYPOXIA_HIF	hre-luc	24
HYPOXIA_HIF	hypoxia response element	15
HYPOXIA_HIF	ef5	12
HYPOXIA_HIF	hif-1α stabiliz	11
HYPOXIA_HIF	hre luciferase	8
HYPOXIA_HIF	hre-luciferase	6
HYPOXIA_HIF	hre reporter	6
HYPOXIA_HIF	pimonidazole	6
HYPOXIA_HIF	"hypoxia response 
element"	2
HYPOXIA_HIF	"hypoxia response
element"	1
HYPOXIA_HIF	hre-reporter	1
NOTCH_REPORTER	hes1 promoter	7
NOTCH_REPORTER	hes1 reporter	6
NOTCH_REPORTER	tp1 luciferase	3
NOTCH_REPORTER	cbf1 reporter	3
NOTCH_REPORTER	hes1 luciferase	3
NOTCH_REPORTER	tp-1 luciferase	1
NOTCH_REPORTER	csl-reporter	1
HIPPO_TEAD_REPORTER	tead-luc	3
CELL_DIFFERENTIATION	oil red o	258
CELL_DIFFERENTIATION	myogenic differentiation	185
CELL_DIFFERENTIATION	alizarin red	165
CELL_DIFFERENTIATION	alcian blue	155
CELL_DIFFERENTIATION	lineage commitment	109
CELL_DIFFERENTIATION	lineage marker	73
CELL_DIFFERENTIATION	von kossa	69
CELL_DIFFERENTIATION	chondrogenic differentiation	57
CELL_DIFFERENTIATION	osteogenic differentiation	39
CELL_DIFFERENTIATION	adipogenic differentiation	30
CELL_DIFFERENTIATION	differentiation assay	27
CELL_DIFFERENTIATION	"myogenic 
differentiation"	6
CELL_DIFFERENTIATION	neurogenic differentiation	5
CELL_DIFFERENTIATION	"adipogenic 
differentiation"	1
CELL_DIFFERENTIATION	"osteogenic 
differentiation"	1
CELL_DIFFERENTIATION	"lineage 
commitment"	1
CELL_DIFFERENTIATION	"myogenic
  differentiation"	1
CELL_DIFFERENTIATION	"chondrogenic 
differentiation"	1
ANGIOGENESIS_TUBE	tubule formation	161
ANGIOGENESIS_TUBE	tube formation assay	79
ANGIOGENESIS_TUBE	matrigel plug	34
ANGIOGENESIS_TUBE	capillary-like structure	21
ANGIOGENESIS_TUBE	chorioallantoic membrane	21
ANGIOGENESIS_TUBE	capillary-like tube	11
ANGIOGENESIS_TUBE	aortic ring assay	10
ANGIOGENESIS_TUBE	"chorioallantoic 
membrane"	4
ANGIOGENESIS_TUBE	"tubule 
formation"	1
ANGIOGENESIS_TUBE	cam assay	1
ANGIOGENESIS_TUBE	"matrigel 
plug"	1
PHAGOCYTOSIS	engulfment of	77
PHAGOCYTOSIS	phagocytosis assay	45
PHAGOCYTOSIS	phagocytic activity	35
PHAGOCYTOSIS	phagocytic capacity	22
PHAGOCYTOSIS	efferocytosis	15
PHAGOCYTOSIS	phagocytic index	15
PHAGOCYTOSIS	apoptotic cell clearance	8
PHAGOCYTOSIS	phagocytic uptake	6
PHAGOCYTOSIS	apoptotic cell engulf	4
PHAGOCYTOSIS	engulfment assay	3
PHAGOCYTOSIS	"phagocytic 
activity"	2
CELL_CYCLE_FLOW	propidium iodide	910
CELL_CYCLE_FLOW	g2/m phase	352
CELL_CYCLE_FLOW	cell cycle analysis	305
CELL_CYCLE_FLOW	cell cycle profil	165
CELL_CYCLE_FLOW	cell cycle distribution	151
CELL_CYCLE_FLOW	g2/m arrest	137
CELL_CYCLE_FLOW	sub-g1	104
CELL_CYCLE_FLOW	g0/g1 phase	82
CELL_CYCLE_FLOW	g2/m accumulat	18
CELL_CYCLE_FLOW	g0/g1 arrest	10
CELL_CYCLE_FLOW	subg1	6
CELL_CYCLE_FLOW	g0/g1 accumulat	3
CELL_CYCLE_FLOW	"g2/m 
phase"	2
CELL_CYCLE_FLOW	"cell cycle 
analysis"	1
CELL_CYCLE_FLOW	"cell cycle 
distribution"	1
BARRIER_PERMEABILITY	teer	355
BARRIER_PERMEABILITY	paracellular permeability	47
BARRIER_PERMEABILITY	transepithelial resistance	21
BARRIER_PERMEABILITY	transendothelial electrical resistance	20
BARRIER_PERMEABILITY	transepithelial electrical resistance	19
BARRIER_PERMEABILITY	paracellular flux	18
BARRIER_PERMEABILITY	fitc-dextran flux	10
BARRIER_PERMEABILITY	paracellular transport	4
BARRIER_PERMEABILITY	barrier integrity assay	3
PROTEIN_TURNOVER	pulse-chase	643
PROTEIN_TURNOVER	degradation rate	221
PROTEIN_TURNOVER	protein half-life	179
PROTEIN_TURNOVER	chx chase	152
PROTEIN_TURNOVER	cycloheximide chase	148
PROTEIN_TURNOVER	protein stability assay	64
PROTEIN_TURNOVER	protein turnover assay	8
PROTEIN_TURNOVER	protein stability experiment	3
PROTEIN_TURNOVER	"protein 
half-life"	1
REDOX_BALANCE	gssg	131
REDOX_BALANCE	gsh/gssg	77
REDOX_BALANCE	nadh/nad	45
REDOX_BALANCE	nad+/nadh	40
REDOX_BALANCE	glutathione redox	14
REDOX_BALANCE	glutathione disulfide	7
REDOX_BALANCE	reduced and oxidized glutathione	6
REDOX_BALANCE	nadp/nadph	3
REDOX_BALANCE	nadp+/nadph	2
REDOX_BALANCE	glutathione ratio	1
REDOX_BALANCE	nadph/nadp	1
LIPID_PEROXIDATION	lipid peroxidation	193
LIPID_PEROXIDATION	4-hne	30
LIPID_PEROXIDATION	4hne	24
LIPID_PEROXIDATION	c11-bodipy	19
LIPID_PEROXIDATION	malondialdehyde	15
LIPID_PEROXIDATION	4-hydroxynonenal	11
LIPID_PEROXIDATION	"lipid 
peroxidation"	7
LIPID_PEROXIDATION	tbars	3
TRANSLATION_ASSAY	polysome profil	452
TRANSLATION_ASSAY	[35s]methionine	357
TRANSLATION_ASSAY	[35s]-methionine	119
TRANSLATION_ASSAY	[35s]met	63
TRANSLATION_ASSAY	de novo protein synthesis	54
TRANSLATION_ASSAY	[35s] methionine	46
TRANSLATION_ASSAY	puromycin incorporation	35
TRANSLATION_ASSAY	polysome analysis	31
TRANSLATION_ASSAY	[35s]-met	18
TRANSLATION_ASSAY	polysome fractionation	13
TRANSLATION_ASSAY	puromycin labeling	6
TRANSLATION_ASSAY	polyribosome profil	4
TRANSLATION_ASSAY	nascent protein synthesis	4
TRANSLATION_ASSAY	35s-methionine incorporation	3
TRANSLATION_ASSAY	puromycin-label	3
TRANSLATION_ASSAY	[35s] met	3
TRANSLATION_ASSAY	sunset	2
TRANSLATION_ASSAY	"de novo
protein synthesis"	1
TRANSLATION_ASSAY	"de novo protein 
synthesis"	1
TRANSLATION_ASSAY	"polysome 
profil"	1
CYCLIC_NUCLEOTIDE_SIGNALING	cyclic amp	128
CYCLIC_NUCLEOTIDE_SIGNALING	camp level	105
CYCLIC_NUCLEOTIDE_SIGNALING	camp response	88
CYCLIC_NUCLEOTIDE_SIGNALING	camp production	80
CYCLIC_NUCLEOTIDE_SIGNALING	intracellular camp	73
CYCLIC_NUCLEOTIDE_SIGNALING	camp accumulation	50
CYCLIC_NUCLEOTIDE_SIGNALING	cyclic gmp	48
CYCLIC_NUCLEOTIDE_SIGNALING	cgmp level	25
CYCLIC_NUCLEOTIDE_SIGNALING	camp elevation	21
CYCLIC_NUCLEOTIDE_SIGNALING	camp assay	14
CYCLIC_NUCLEOTIDE_SIGNALING	cyclic adenosine monophosphate	14
CYCLIC_NUCLEOTIDE_SIGNALING	cyclic guanosine monophosphate	10
CYCLIC_NUCLEOTIDE_SIGNALING	camp elisa	9
CYCLIC_NUCLEOTIDE_SIGNALING	cgmp accumulation	5
CYCLIC_NUCLEOTIDE_SIGNALING	intracellular cgmp	4
CYCLIC_NUCLEOTIDE_SIGNALING	camp formation	3
CYCLIC_NUCLEOTIDE_SIGNALING	"cyclic 
amp"	3
CYCLIC_NUCLEOTIDE_SIGNALING	cgmp formation	2
CYCLIC_NUCLEOTIDE_SIGNALING	"camp 
response"	2
CYCLIC_NUCLEOTIDE_SIGNALING	cgmp production	1
CYCLIC_NUCLEOTIDE_SIGNALING	"cyclic
  amp"	1
CYCLIC_NUCLEOTIDE_SIGNALING	"cgmp
 accumulation"	1
CYCLIC_NUCLEOTIDE_SIGNALING	cgmp response	1
CYTOTOXICITY_KILLING	killing assay	204
CYTOTOXICITY_KILLING	cytotoxicity assay	98
CYTOTOXICITY_KILLING	cytolytic activity	39
CYTOTOXICITY_KILLING	51cr-release	15
CYTOTOXICITY_KILLING	target cell lysis	13
CYTOTOXICITY_KILLING	chromium release	6
CYTOTOXICITY_KILLING	51cr release	3
CYTOTOXICITY_KILLING	specific lysis	3
CYTOTOXICITY_KILLING	target cell killing	1
CYTOKINE_PRODUCTION	intracellular cytokine stain	45
CYTOKINE_PRODUCTION	elispot	11
CYTOKINE_PRODUCTION	cytokine elisa	10
CYTOKINE_PRODUCTION	cytokine secretion assay	3
CYTOKINE_PRODUCTION	cytokine production assay	3
CYTOKINE_PRODUCTION	cytokine multiplex	3
HISTONE_MARK	h3k4me3	989
HISTONE_MARK	h3k9me2	969
HISTONE_MARK	h3k27me3	772
HISTONE_MARK	h3k9me3	490
HISTONE_MARK	h4k16ac	461
HISTONE_MARK	h3k4me2	374
HISTONE_MARK	h3k4 methylation	356
HISTONE_MARK	h3k36me3	331
HISTONE_MARK	h3k9ac	303
HISTONE_MARK	h3k4me1	247
HISTONE_MARK	h3k27ac	229
HISTONE_MARK	h3k56ac	197
HISTONE_MARK	h3k14ac	196
HISTONE_MARK	h3k18ac	172
HISTONE_MARK	h3k56 acetylation	148
HISTONE_MARK	histone h3 lysine	136
HISTONE_MARK	h3k23ac	135
HISTONE_MARK	h3k9 methylation	121
HISTONE_MARK	h3k79me3	84
HISTONE_MARK	h3k79 methylation	83
HISTONE_MARK	h4k5ac	63
HISTONE_MARK	h3k36 methylation	57
HISTONE_MARK	h3k79me1	54
HISTONE_MARK	h3k4 trimethylation	45
HISTONE_MARK	histone h3 k7	39
HISTONE_MARK	h3k9 acetylation	32
HISTONE_MARK	h4k12ac	30
HISTONE_MARK	h4k20me2	27
HISTONE_MARK	h3k9 trimethylation	27
HISTONE_MARK	h3k9me1	25
HISTONE_MARK	h3k4ac	24
HISTONE_MARK	h4k20me1	19
HISTONE_MARK	trimethylation of h3	19
HISTONE_MARK	h3k14 acetylation	16
HISTONE_MARK	dimethylation of h3	16
HISTONE_MARK	h4k20me3	16
HISTONE_MARK	h3k27 methylation	15
HISTONE_MARK	h4k8ac	15
HISTONE_MARK	h3k18 acetylation	15
HISTONE_MARK	h3k27 trimethylation	13
HISTONE_MARK	h3k23 acetylation	12
HISTONE_MARK	h3k9 dimethylation	12
HISTONE_MARK	h3k36 trimethylation	11
HISTONE_MARK	h3k27me2	10
HISTONE_MARK	h3k79me2	10
HISTONE_MARK	h3k36me2	7
HISTONE_MARK	h3k4 dimethylation	6
HISTONE_MARK	"h3k4 
methylation"	6
HISTONE_MARK	histone h3 k4	6
HISTONE_MARK	h3k36ac	6
HISTONE_MARK	histone h3 k3	5
HISTONE_MARK	histone h3 k9	4
HISTONE_MARK	h3k79 trimethylation	4
HISTONE_MARK	histone h3 k1	3
HISTONE_MARK	"h3k79 
methylation"	3
HISTONE_MARK	histone h3 k5	3
HISTONE_MARK	"histone h3 
lysine"	3
HISTONE_MARK	h3k27me1	3
HISTONE_MARK	h3k64me3	3
HISTONE_MARK	h4k20ac	3
HISTONE_MARK	h4k77ac	3
HISTONE_MARK	h3k79ac	3
HISTONE_MARK	h3k122ac	3
HISTONE_MARK	h3k36me1	3
HISTONE_MARK	"h3k9 
methylation"	2
HISTONE_MARK	h3k37me3	2
HISTONE_MARK	"histone 
h3 lysine"	1
HISTONE_MARK	"h3k9 
dimethylation"	1
HISTONE_MARK	h3k36 dimethylation	1
HISTONE_MARK	histone h3 k2	1
HISTONE_MARK	"h3k56 
acetylation"	1
HISTONE_MARK	"dimethylation of 
h3"	1
IN_VITRO_ENZYME	reconstitut	4328
IN_VITRO_ENZYME	purified protein	1629
IN_VITRO_ENZYME	km	1515
IN_VITRO_ENZYME	kcat	593
IN_VITRO_ENZYME	in vitro assay	482
IN_VITRO_ENZYME	specific activity	372
IN_VITRO_ENZYME	in vitro reconstitut	220
IN_VITRO_ENZYME	purified recombinant protein	168
IN_VITRO_ENZYME	enzymatic assay	156
IN_VITRO_ENZYME	in vitro activ	138
IN_VITRO_ENZYME	in vitro enzym	79
IN_VITRO_ENZYME	in vitro assay	22
IN_VITRO_ENZYME	in vitro enzym	13
IN_VITRO_ENZYME	in vitro activ	8
IN_VITRO_ENZYME	"purified 
protein"	7
IN_VITRO_ENZYME	in vitro reconstitut	6
IN_VITRO_ENZYME	in vitro assay	5
IN_VITRO_ENZYME	"in vitro 
activ"	4
IN_VITRO_ENZYME	"in vitro 
reconstitut"	4
IN_VITRO_ENZYME	"specific 
activity"	4
IN_VITRO_ENZYME	"in vitro 
assay"	2
IN_VITRO_ENZYME	in vitro reconstitut	2
IN_VITRO_ENZYME	"in 
vitro reconstitut"	2
IN_VITRO_ENZYME	"purified recombinant 
protein"	2
IN_VITRO_ENZYME	"in vitro
 reconstitut"	2
IN_VITRO_ENZYME	"enzymatic
assay"	1
IN_VITRO_ENZYME	"in 
vitro assay"	1
IN_VITRO_ENZYME	"purified 
recombinant protein"	1
DIRECT_BINDING	crystal structure	4643
DIRECT_BINDING	cryo-em	3034
DIRECT_BINDING	itc	1509
DIRECT_BINDING	spr	1236
DIRECT_BINDING	isothermal titration	483
DIRECT_BINDING	surface plasmon	434
DIRECT_BINDING	co-crystal	347
DIRECT_BINDING	cryoem	173
DIRECT_BINDING	cocrystal	77
DIRECT_BINDING	"crystal 
structure"	71
DIRECT_BINDING	"crystal
structure"	8
DIRECT_BINDING	"surface 
plasmon"	4
DIRECT_BINDING	"isothermal 
titration"	3
DIRECT_BINDING	"crystal
  structure"	3
DIRECT_BINDING	"crystal
 structure"	2
DIRECT_BINDING	crystal structure	1
DIRECT_BINDING	"surface
 plasmon"	1
RUBIDIUM_FLUX	86rb	33
ELECTROPHYSIOLOGY	electrophysiolog	524
ELECTROPHYSIOLOGY	patch-clamp	93
ELECTROPHYSIOLOGY	whole-cell patch	83
ELECTROPHYSIOLOGY	whole-cell current	66
ELECTROPHYSIOLOGY	whole-cell recording	65
ELECTROPHYSIOLOGY	voltage-clamp	57
ELECTROPHYSIOLOGY	patch clamp	56
ELECTROPHYSIOLOGY	voltage clamp	55
ELECTROPHYSIOLOGY	single-channel record	30
ELECTROPHYSIOLOGY	two-electrode voltage	24
ELECTROPHYSIOLOGY	whole-cell configuration	19
ELECTROPHYSIOLOGY	current-voltage relation	17
ELECTROPHYSIOLOGY	whole cell patch	16
ELECTROPHYSIOLOGY	single-channel current	12
ELECTROPHYSIOLOGY	single-channel conduct	10
ELECTROPHYSIOLOGY	whole cell configuration	7
ELECTROPHYSIOLOGY	whole cell current	4
ELECTROPHYSIOLOGY	single channel record	2
ELECTROPHYSIOLOGY	whole cell recording	2
ELECTROPHYSIOLOGY	tevc	1
ELECTROPHYSIOLOGY	two electrode voltage	1
ELECTROPHYSIOLOGY	"whole-cell 
recording"	1
KINASE_ACTIVITY_ASSAY	autophosphorylat	2209
KINASE_ACTIVITY_ASSAY	in vitro kinase assay	967
KINASE_ACTIVITY_ASSAY	kinase assay	943
KINASE_ACTIVITY_ASSAY	[32p]	462
KINASE_ACTIVITY_ASSAY	γ-32p	461
KINASE_ACTIVITY_ASSAY	γ32p	83
KINASE_ACTIVITY_ASSAY	32p-γ	52
KINASE_ACTIVITY_ASSAY	in vitro kinase assay	42
KINASE_ACTIVITY_ASSAY	32p-atp	21
KINASE_ACTIVITY_ASSAY	adp-glo	14
KINASE_ACTIVITY_ASSAY	radiometric kinase	11
KINASE_ACTIVITY_ASSAY	gamma-32p	5
KINASE_ACTIVITY_ASSAY	"in
vitro kinase assay"	3
KINASE_ACTIVITY_ASSAY	"kinase
assay"	3
KINASE_ACTIVITY_ASSAY	"kinase 
assay"	2
KINASE_ACTIVITY_ASSAY	"in vitro kinase 
assay"	2
KINASE_ACTIVITY_ASSAY	"in vitro
 kinase assay"	2
KINASE_ACTIVITY_ASSAY	"in 
vitro kinase assay"	1
GTPASE_ACTIVITY	gtp hydrolysis	552
GTPASE_ACTIVITY	nucleotide exchange factor	474
GTPASE_ACTIVITY	gtpγs	430
GTPASE_ACTIVITY	gtpase-activating	329
GTPASE_ACTIVITY	gtpase activating	128
GTPASE_ACTIVITY	gtpase assay	122
GTPASE_ACTIVITY	nucleotide exchange activity	58
GTPASE_ACTIVITY	gst-pbd	58
