tier	priority	discriminator	reason	organism	gene	pmid	go_id	go_label	aspect	action	readout_class
2	48	indirect_ligand	ACCEPT BP call aligned to CELL_MIGRATION_INVASION; rubric default is non-core unless gene is in the machinery	human	HMGB1	22370717	GO:0090026	positive regulation of monocyte chemotaxis	BP	ACCEPT	CELL_MIGRATION_INVASION
2	48	indirect_ligand	ACCEPT BP call aligned to CELL_MIGRATION_INVASION; rubric default is non-core unless gene is in the machinery	human	PDGFA	9409235	GO:0014910	regulation of smooth muscle cell migration	BP	ACCEPT	CELL_MIGRATION_INVASION
2	48	indirect_ligand	ACCEPT BP call aligned to CELL_MIGRATION_INVASION; rubric default is non-core unless gene is in the machinery	human	PDGFA	17470632	GO:0030335	positive regulation of cell migration	BP	ACCEPT	CELL_MIGRATION_INVASION
2	48	indirect_ligand	ACCEPT BP call aligned to CELL_MIGRATION_INVASION; rubric default is non-core unless gene is in the machinery	human	PDGFB	12070119	GO:1904754	positive regulation of vascular associated smooth muscle cell migration	BP	ACCEPT	CELL_MIGRATION_INVASION
2	48	indirect_ligand	ACCEPT BP call aligned to CELL_MIGRATION_INVASION; rubric default is non-core unless gene is in the machinery	human	PDGFB	16014047	GO:0060326	cell chemotaxis	BP	ACCEPT	CELL_MIGRATION_INVASION
2	48	indirect_ligand	ACCEPT BP call aligned to CELL_MIGRATION_INVASION; rubric default is non-core unless gene is in the machinery	human	PDGFB	9409235	GO:0014911	positive regulation of smooth muscle cell migration	BP	ACCEPT	CELL_MIGRATION_INVASION
2	48	indirect_ligand	ACCEPT BP call aligned to CELL_MIGRATION_INVASION; rubric default is non-core unless gene is in the machinery	human	PDGFB	9409235	GO:0050921	positive regulation of chemotaxis	BP	ACCEPT	CELL_MIGRATION_INVASION
2	48	indirect_ligand	ACCEPT BP call aligned to CELL_MIGRATION_INVASION; rubric default is non-core unless gene is in the machinery	human	VEGFA	20497126	GO:0043536	positive regulation of blood vessel endothelial cell migration	BP	ACCEPT	CELL_MIGRATION_INVASION
2	48	indirect_ligand	ACCEPT BP call aligned to CELL_MIGRATION_INVASION; rubric default is non-core unless gene is in the machinery	human	VEGFA	20497126	GO:0050918	positive chemotaxis	BP	ACCEPT	CELL_MIGRATION_INVASION
2	48	indirect_ligand	ACCEPT BP call aligned to CELL_MIGRATION_INVASION; rubric default is non-core unless gene is in the machinery	human	VEGFA	12744932	GO:0050927	positive regulation of positive chemotaxis	BP	ACCEPT	CELL_MIGRATION_INVASION
2	48	indirect_ligand	ACCEPT BP call aligned to CELL_MIGRATION_INVASION; rubric default is non-core unless gene is in the machinery	human	VEGFA	17470632	GO:0030335	positive regulation of cell migration	BP	ACCEPT	CELL_MIGRATION_INVASION
2	48	indirect_ligand	ACCEPT BP call aligned to CELL_MIGRATION_INVASION; rubric default is non-core unless gene is in the machinery	human	VEGFA	12744932	GO:0050930	induction of positive chemotaxis	BP	ACCEPT	CELL_MIGRATION_INVASION
2	32	indirect_ligand	ACCEPT BP call aligned to ANGIOGENESIS_TUBE; rubric default is non-core unless gene is in the machinery	human	VEGFA	21771332	GO:0001525	angiogenesis	BP	ACCEPT	ANGIOGENESIS_TUBE
2	32	indirect_ligand	ACCEPT BP call aligned to ANGIOGENESIS_TUBE; rubric default is non-core unless gene is in the machinery	human	VEGFA	26299712	GO:1903672	positive regulation of sprouting angiogenesis	BP	ACCEPT	ANGIOGENESIS_TUBE
2	32	indirect_ligand	ACCEPT BP call aligned to ANGIOGENESIS_TUBE; rubric default is non-core unless gene is in the machinery	human	VEGFA	20497126	GO:0045766	positive regulation of angiogenesis	BP	ACCEPT	ANGIOGENESIS_TUBE
2	27	indirect_ligand	ACCEPT BP call aligned to TRANSCRIPTIONAL_REPORTER; rubric default is non-core unless gene is in the machinery	human	HMGB1	19223331	GO:0045944	positive regulation of transcription by RNA polymerase II	BP	ACCEPT	TRANSCRIPTIONAL_REPORTER
2	79		ACCEPT BP call aligned to CELL_DIFFERENTIATION; rubric default is non-core unless gene is in the machinery	human	GATA3	20484083	GO:0045064	T-helper 2 cell differentiation	BP	ACCEPT	CELL_DIFFERENTIATION
2	79		ACCEPT BP call aligned to CELL_DIFFERENTIATION; rubric default is non-core unless gene is in the machinery	human	LEMD2	19720741	GO:0035914	skeletal muscle cell differentiation	BP	ACCEPT	CELL_DIFFERENTIATION
2	79		ACCEPT BP call aligned to CELL_DIFFERENTIATION; rubric default is non-core unless gene is in the machinery	human	SOX9	21401405	GO:0032332	positive regulation of chondrocyte differentiation	BP	ACCEPT	CELL_DIFFERENTIATION
2	79		ACCEPT BP call aligned to CELL_DIFFERENTIATION; rubric default is non-core unless gene is in the machinery	human	SOX9	21401405	GO:2000741	positive regulation of mesenchymal stem cell differentiation	BP	ACCEPT	CELL_DIFFERENTIATION
2	78		ACCEPT BP call aligned to VIABILITY_PROLIFERATION; rubric default is non-core unless gene is in the machinery	MAIZE	AM1	19204280	GO:0051321	meiotic cell cycle	BP	ACCEPT	VIABILITY_PROLIFERATION
2	78		ACCEPT BP call aligned to VIABILITY_PROLIFERATION; rubric default is non-core unless gene is in the machinery	human	CDK1	30139873	GO:0000086	G2/M transition of mitotic cell cycle	BP	ACCEPT	VIABILITY_PROLIFERATION
2	78		ACCEPT BP call aligned to VIABILITY_PROLIFERATION; rubric default is non-core unless gene is in the machinery	human	CDK1	24746669	GO:0010971	positive regulation of G2/M transition of mitotic cell cycle	BP	ACCEPT	VIABILITY_PROLIFERATION
2	78		ACCEPT BP call aligned to VIABILITY_PROLIFERATION; rubric default is non-core unless gene is in the machinery	human	CDKN1C	16943770	GO:0050680	negative regulation of epithelial cell proliferation	BP	ACCEPT	VIABILITY_PROLIFERATION
2	78		ACCEPT BP call aligned to VIABILITY_PROLIFERATION; rubric default is non-core unless gene is in the machinery	human	MYC	25438055	GO:0000082	G1/S transition of mitotic cell cycle	BP	ACCEPT	VIABILITY_PROLIFERATION
2	78		ACCEPT BP call aligned to VIABILITY_PROLIFERATION; rubric default is non-core unless gene is in the machinery	human	MYC	15994933	GO:0008284	positive regulation of cell population proliferation	BP	ACCEPT	VIABILITY_PROLIFERATION
2	78		ACCEPT BP call aligned to VIABILITY_PROLIFERATION; rubric default is non-core unless gene is in the machinery	mouse	Mtor	25906254	GO:0030307	positive regulation of cell growth	BP	ACCEPT	VIABILITY_PROLIFERATION
2	78		ACCEPT BP call aligned to VIABILITY_PROLIFERATION; rubric default is non-core unless gene is in the machinery	mouse	Sox2	16767105	GO:0019827	stem cell population maintenance	BP	ACCEPT	VIABILITY_PROLIFERATION
2	78		ACCEPT BP call aligned to VIABILITY_PROLIFERATION; rubric default is non-core unless gene is in the machinery	human	TP53	10962037	GO:1902749	regulation of cell cycle G2/M phase transition	BP	ACCEPT	VIABILITY_PROLIFERATION
2	78		ACCEPT BP call aligned to VIABILITY_PROLIFERATION; rubric default is non-core unless gene is in the machinery	mouse	Trp53	19749791	GO:0008285	negative regulation of cell population proliferation	BP	ACCEPT	VIABILITY_PROLIFERATION
2	78		ACCEPT BP call aligned to VIABILITY_PROLIFERATION; rubric default is non-core unless gene is in the machinery	worm	cdc-48.1	26842564	GO:0045977	positive regulation of mitotic cell cycle, embryonic	BP	ACCEPT	VIABILITY_PROLIFERATION
2	78		ACCEPT CC call aligned to VIABILITY_PROLIFERATION; rubric default is non-core unless gene is in the machinery	SCHPO	cdc15	26702831	GO:0032153	cell division site	CC	ACCEPT	VIABILITY_PROLIFERATION
2	70		ACCEPT BP call aligned to OXIDATIVE_STRESS_ROS; rubric default is non-core unless gene is in the machinery	yeast	RIM15	38539794	GO:0034599	cellular response to oxidative stress	BP	ACCEPT	OXIDATIVE_STRESS_ROS
2	70		ACCEPT BP call aligned to OXIDATIVE_STRESS_ROS; rubric default is non-core unless gene is in the machinery	yeast	RIM15	38539794	GO:0070301	cellular response to hydrogen peroxide	BP	ACCEPT	OXIDATIVE_STRESS_ROS
2	70		ACCEPT BP call aligned to OXIDATIVE_STRESS_ROS; rubric default is non-core unless gene is in the machinery	human	TP53	20160708	GO:2000379	positive regulation of reactive oxygen species metabolic process	BP	ACCEPT	OXIDATIVE_STRESS_ROS
2	67		ACCEPT BP call aligned to NFKB_REPORTER; rubric default is non-core unless gene is in the machinery	human	TRAF6	26189595	GO:0038061	non-canonical NF-kappaB signal transduction	BP	ACCEPT	NFKB_REPORTER
2	67		ACCEPT BP call aligned to NFKB_REPORTER; rubric default is non-core unless gene is in the machinery	human	TRAF6	26458771	GO:0043123	positive regulation of canonical NF-kappaB signal transduction	BP	ACCEPT	NFKB_REPORTER
2	67		ACCEPT BP call aligned to SENESCENCE; rubric default is non-core unless gene is in the machinery	human	TP53	29474172	GO:2000774	positive regulation of cellular senescence	BP	ACCEPT	SENESCENCE
2	67		ACCEPT BP call aligned to SENESCENCE; rubric default is non-core unless gene is in the machinery	human	TP53	19951988	GO:0090399	replicative senescence	BP	ACCEPT	SENESCENCE
2	67		ACCEPT BP call aligned to SENESCENCE; rubric default is non-core unless gene is in the machinery	human	TP53	19951988	GO:0090403	oxidative stress-induced premature senescence	BP	ACCEPT	SENESCENCE
2	58		ACCEPT BP call aligned to APOPTOSIS_CASPASE; rubric default is non-core unless gene is in the machinery	human	AREL1	23479728	GO:0043066	negative regulation of apoptotic process	BP	ACCEPT	APOPTOSIS_CASPASE
2	58		ACCEPT BP call aligned to APOPTOSIS_CASPASE; rubric default is non-core unless gene is in the machinery	human	BCL2	28280358	GO:0043066	negative regulation of apoptotic process	BP	ACCEPT	APOPTOSIS_CASPASE
2	58		ACCEPT BP call aligned to APOPTOSIS_CASPASE; rubric default is non-core unless gene is in the machinery	human	BCL2L1	29507230	GO:1902236	negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway	BP	ACCEPT	APOPTOSIS_CASPASE
2	58		ACCEPT BP call aligned to APOPTOSIS_CASPASE; rubric default is non-core unless gene is in the machinery	human	BCL2L1	20673843	GO:1900118	negative regulation of execution phase of apoptosis	BP	ACCEPT	APOPTOSIS_CASPASE
2	58		ACCEPT BP call aligned to APOPTOSIS_CASPASE; rubric default is non-core unless gene is in the machinery	human	CASP3	34480022	GO:0006915	apoptotic process	BP	ACCEPT	APOPTOSIS_CASPASE
2	58		ACCEPT BP call aligned to APOPTOSIS_CASPASE; rubric default is non-core unless gene is in the machinery	human	CASP3	15565177	GO:0097193	intrinsic apoptotic signaling pathway	BP	ACCEPT	APOPTOSIS_CASPASE
2	58		ACCEPT BP call aligned to APOPTOSIS_CASPASE; rubric default is non-core unless gene is in the machinery	human	CASP9	35446120	GO:0097193	intrinsic apoptotic signaling pathway	BP	ACCEPT	APOPTOSIS_CASPASE
2	58		ACCEPT BP call aligned to APOPTOSIS_CASPASE; rubric default is non-core unless gene is in the machinery	human	CRYAB	14752512	GO:0043066	negative regulation of apoptotic process	BP	ACCEPT	APOPTOSIS_CASPASE
2	58		ACCEPT BP call aligned to APOPTOSIS_CASPASE; rubric default is non-core unless gene is in the machinery	mouse	Casp3	12954857	GO:0097194	execution phase of apoptosis	BP	ACCEPT	APOPTOSIS_CASPASE
2	58		ACCEPT BP call aligned to APOPTOSIS_CASPASE; rubric default is non-core unless gene is in the machinery	mouse	Casp3	12847083	GO:0006915	apoptotic process	BP	ACCEPT	APOPTOSIS_CASPASE
2	58		ACCEPT BP call aligned to APOPTOSIS_CASPASE; rubric default is non-core unless gene is in the machinery	human	DAB2IP	18281285	GO:0070059	intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress	BP	ACCEPT	APOPTOSIS_CASPASE
2	58		ACCEPT BP call aligned to APOPTOSIS_CASPASE; rubric default is non-core unless gene is in the machinery	human	HTT	19240112	GO:2001237	negative regulation of extrinsic apoptotic signaling pathway	BP	ACCEPT	APOPTOSIS_CASPASE
2	58		ACCEPT BP call aligned to APOPTOSIS_CASPASE; rubric default is non-core unless gene is in the machinery	mouse	Hdac1	21093383	GO:2001243	negative regulation of intrinsic apoptotic signaling pathway	BP	ACCEPT	APOPTOSIS_CASPASE
2	58		ACCEPT BP call aligned to APOPTOSIS_CASPASE; rubric default is non-core unless gene is in the machinery	human	IFIT2	21190939	GO:0008637	apoptotic mitochondrial changes	BP	ACCEPT	APOPTOSIS_CASPASE
2	58		ACCEPT BP call aligned to APOPTOSIS_CASPASE; rubric default is non-core unless gene is in the machinery	human	IFIT2	21190939	GO:0043065	positive regulation of apoptotic process	BP	ACCEPT	APOPTOSIS_CASPASE
2	58		ACCEPT BP call aligned to APOPTOSIS_CASPASE; rubric default is non-core unless gene is in the machinery	human	IFIT3	21190939	GO:0043066	negative regulation of apoptotic process	BP	ACCEPT	APOPTOSIS_CASPASE
2	58		ACCEPT BP call aligned to APOPTOSIS_CASPASE; rubric default is non-core unless gene is in the machinery	human	MAP3K5	20674765	GO:0097190	apoptotic signaling pathway	BP	ACCEPT	APOPTOSIS_CASPASE
2	58		ACCEPT BP call aligned to APOPTOSIS_CASPASE; rubric default is non-core unless gene is in the machinery	human	MAP3K5	26095851	GO:0008631	intrinsic apoptotic signaling pathway in response to oxidative stress	BP	ACCEPT	APOPTOSIS_CASPASE
2	58		ACCEPT BP call aligned to APOPTOSIS_CASPASE; rubric default is non-core unless gene is in the machinery	human	RASA1	15542850	GO:0043066	negative regulation of apoptotic process	BP	ACCEPT	APOPTOSIS_CASPASE
2	58		ACCEPT BP call aligned to APOPTOSIS_CASPASE; rubric default is non-core unless gene is in the machinery	human	SYVN1	17059562	GO:1902236	negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway	BP	ACCEPT	APOPTOSIS_CASPASE
2	58		ACCEPT BP call aligned to APOPTOSIS_CASPASE; rubric default is non-core unless gene is in the machinery	human	THBS1	18726995	GO:1902043	positive regulation of extrinsic apoptotic signaling pathway via death domain receptors	BP	ACCEPT	APOPTOSIS_CASPASE
2	58		ACCEPT BP call aligned to APOPTOSIS_CASPASE; rubric default is non-core unless gene is in the machinery	human	THBS1	18726995	GO:2000353	positive regulation of endothelial cell apoptotic process	BP	ACCEPT	APOPTOSIS_CASPASE
2	58		ACCEPT BP call aligned to APOPTOSIS_CASPASE; rubric default is non-core unless gene is in the machinery	human	TP53	27031958	GO:2001244	positive regulation of intrinsic apoptotic signaling pathway	BP	ACCEPT	APOPTOSIS_CASPASE
2	58		ACCEPT BP call aligned to APOPTOSIS_CASPASE; rubric default is non-core unless gene is in the machinery	human	TP53	15565177	GO:0043065	positive regulation of apoptotic process	BP	ACCEPT	APOPTOSIS_CASPASE
2	58		ACCEPT BP call aligned to APOPTOSIS_CASPASE; rubric default is non-core unless gene is in the machinery	rat	Tp53	27031958	GO:2001244	positive regulation of intrinsic apoptotic signaling pathway	BP	ACCEPT	APOPTOSIS_CASPASE
2	55		ACCEPT BP call aligned to CALCIUM_FLUX; rubric default is non-core unless gene is in the machinery	mouse	Calm2	33199372	GO:0050848	regulation of calcium-mediated signaling	BP	ACCEPT	CALCIUM_FLUX
2	55		ACCEPT BP call aligned to CALCIUM_FLUX; rubric default is non-core unless gene is in the machinery	human	HRC	24125847	GO:1903169	regulation of calcium ion transmembrane transport	BP	ACCEPT	CALCIUM_FLUX
2	55		ACCEPT BP call aligned to CALCIUM_FLUX; rubric default is non-core unless gene is in the machinery	human	HRC	24125847	GO:0010880	regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum	BP	ACCEPT	CALCIUM_FLUX
2	55		ACCEPT BP call aligned to CALCIUM_FLUX; rubric default is non-core unless gene is in the machinery	human	HRC	24125847	GO:0051480	regulation of cytosolic calcium ion concentration	BP	ACCEPT	CALCIUM_FLUX
2	55		ACCEPT BP call aligned to CALCIUM_FLUX; rubric default is non-core unless gene is in the machinery	human	RASA4	16009725	GO:0071277	cellular response to calcium ion	BP	ACCEPT	CALCIUM_FLUX
2	55		ACCEPT BP call aligned to CALCIUM_FLUX; rubric default is non-core unless gene is in the machinery	human	WFS1	16989814	GO:0032469	endoplasmic reticulum calcium ion homeostasis	BP	ACCEPT	CALCIUM_FLUX
2	55		ACCEPT BP call aligned to CALCIUM_FLUX; rubric default is non-core unless gene is in the machinery	human	WFS1	16989814	GO:0051928	positive regulation of calcium ion transport	BP	ACCEPT	CALCIUM_FLUX
2	53		ACCEPT BP call aligned to CELL_CYCLE_FLOW; rubric default is non-core unless gene is in the machinery	human	BRCA1	21102443	GO:0051726	regulation of cell cycle	BP	ACCEPT	CELL_CYCLE_FLOW
2	53		ACCEPT BP call aligned to CELL_CYCLE_FLOW; rubric default is non-core unless gene is in the machinery	human	RB1	19149898	GO:2000134	negative regulation of G1/S transition of mitotic cell cycle	BP	ACCEPT	CELL_CYCLE_FLOW
2	53		ACCEPT BP call aligned to CELL_CYCLE_FLOW; rubric default is non-core unless gene is in the machinery	human	RB1	19149898	GO:0051726	regulation of cell cycle	BP	ACCEPT	CELL_CYCLE_FLOW
2	53		ACCEPT BP call aligned to CELL_CYCLE_FLOW; rubric default is non-core unless gene is in the machinery	yeast	RTT109	19172748	GO:0006335	DNA replication-dependent chromatin assembly	BP	ACCEPT	CELL_CYCLE_FLOW
2	53		ACCEPT BP call aligned to CELL_CYCLE_FLOW; rubric default is non-core unless gene is in the machinery	human	SOX2	18268498	GO:1902807	negative regulation of cell cycle G1/S phase transition	BP	ACCEPT	CELL_CYCLE_FLOW
2	53		ACCEPT BP call aligned to CELL_CYCLE_FLOW; rubric default is non-core unless gene is in the machinery	SCHPO	spt16	38479839	GO:0006335	DNA replication-dependent chromatin assembly	BP	ACCEPT	CELL_CYCLE_FLOW
2	50		ACCEPT BP call aligned to MEMBRANE_TRAFFICKING_ENDOCYTOSIS; rubric default is non-core unless gene is in the machinery	human	CLTC	26005850	GO:0072583	clathrin-dependent endocytosis	BP	ACCEPT	MEMBRANE_TRAFFICKING_ENDOCYTOSIS
2	50		ACCEPT CC call aligned to MEMBRANE_TRAFFICKING_ENDOCYTOSIS; rubric default is non-core unless gene is in the machinery	human	CLTC	25898166	GO:0045334	clathrin-coated endocytic vesicle	CC	ACCEPT	MEMBRANE_TRAFFICKING_ENDOCYTOSIS
2	50		ACCEPT BP call aligned to MEMBRANE_TRAFFICKING_ENDOCYTOSIS; rubric default is non-core unless gene is in the machinery	human	CLTC	14985334	GO:0031623	receptor internalization	BP	ACCEPT	MEMBRANE_TRAFFICKING_ENDOCYTOSIS
2	50		ACCEPT BP call aligned to MEMBRANE_TRAFFICKING_ENDOCYTOSIS; rubric default is non-core unless gene is in the machinery	human	TFRC	9465039	GO:0006898	receptor-mediated endocytosis	BP	ACCEPT	MEMBRANE_TRAFFICKING_ENDOCYTOSIS
2	50		ACCEPT BP call aligned to MEMBRANE_TRAFFICKING_ENDOCYTOSIS; rubric default is non-core unless gene is in the machinery	human	TFRC	26642240	GO:0031623	receptor internalization	BP	ACCEPT	MEMBRANE_TRAFFICKING_ENDOCYTOSIS
2	50		ACCEPT CC call aligned to MEMBRANE_TRAFFICKING_ENDOCYTOSIS; rubric default is non-core unless gene is in the machinery	human	TFRC	12857860	GO:0005905	clathrin-coated pit	CC	ACCEPT	MEMBRANE_TRAFFICKING_ENDOCYTOSIS
2	50		ACCEPT BP call aligned to MEMBRANE_TRAFFICKING_ENDOCYTOSIS; rubric default is non-core unless gene is in the machinery	human	VPS28	11916981	GO:2000397	positive regulation of ubiquitin-dependent endocytosis	BP	ACCEPT	MEMBRANE_TRAFFICKING_ENDOCYTOSIS
2	50		ACCEPT BP call aligned to PHAGOCYTOSIS; rubric default is non-core unless gene is in the machinery	mouse	Gas6	18159085	GO:0043277	apoptotic cell clearance	BP	ACCEPT	PHAGOCYTOSIS
2	48		ACCEPT BP call aligned to CELL_MIGRATION_INVASION; rubric default is non-core unless gene is in the machinery	human	GPC6	21871017	GO:0016477	cell migration	BP	ACCEPT	CELL_MIGRATION_INVASION
2	48		ACCEPT BP call aligned to CELL_MIGRATION_INVASION; rubric default is non-core unless gene is in the machinery	human	SPARC	12867428	GO:0010595	positive regulation of endothelial cell migration	BP	ACCEPT	CELL_MIGRATION_INVASION
2	48		ACCEPT BP call aligned to CELL_MIGRATION_INVASION; rubric default is non-core unless gene is in the machinery	human	THBS1	16150726	GO:2001027	negative regulation of endothelial cell chemotaxis	BP	ACCEPT	CELL_MIGRATION_INVASION
2	47		ACCEPT BP call aligned to WNT_REPORTER; rubric default is non-core unless gene is in the machinery	human	AXIN1	22899650	GO:0090090	negative regulation of canonical Wnt signaling pathway	BP	ACCEPT	WNT_REPORTER
2	47		ACCEPT BP call aligned to WNT_REPORTER; rubric default is non-core unless gene is in the machinery	mouse	Ctnnb1	12717450	GO:0060070	canonical Wnt signaling pathway	BP	ACCEPT	WNT_REPORTER
2	47		ACCEPT CC call aligned to WNT_REPORTER; rubric default is non-core unless gene is in the machinery	mouse	Ctnnb1	9488439	GO:1990907	beta-catenin-TCF complex	CC	ACCEPT	WNT_REPORTER
2	47		ACCEPT BP call aligned to WNT_REPORTER; rubric default is non-core unless gene is in the machinery	human	FZD7	19773752	GO:0035567	non-canonical Wnt signaling pathway	BP	ACCEPT	WNT_REPORTER
2	47		ACCEPT BP call aligned to WNT_REPORTER; rubric default is non-core unless gene is in the machinery	human	FZD7	19773752	GO:0060070	canonical Wnt signaling pathway	BP	ACCEPT	WNT_REPORTER
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	ABCB7	34800366	GO:0005739	mitochondrion	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	ACAD9	34800366	GO:0005739	mitochondrion	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	ACSL4	34800366	GO:0005739	mitochondrion	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	AFG3L2	31327635	GO:0005743	mitochondrial inner membrane	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT BP call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	AFG3L2	31327635	GO:0034982	mitochondrial protein processing	BP	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT BP call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	AFG3L2	26504172	GO:0141164	mitochondrial protein quality control	BP	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	AGK	34800366	GO:0005739	mitochondrion	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	AGK	15939762	GO:0031966	mitochondrial membrane	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	APEX1	34800366	GO:0005739	mitochondrion	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	ATAD3A	34800366	GO:0005739	mitochondrion	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	ATP23	34800366	GO:0005739	mitochondrion	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	ATP5F1A	34800366	GO:0005739	mitochondrion	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	ATP5F1B	34800366	GO:0005739	mitochondrion	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	ATP5IF1	34800366	GO:0005739	mitochondrion	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	BCAP31	31206022	GO:0044233	mitochondria-associated endoplasmic reticulum membrane contact site	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT BP call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	BCAP31	31206022	GO:0070585	protein localization to mitochondrion	BP	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	BCL2	34800366	GO:0005739	mitochondrion	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
