organism	gene	uniprot	go_id	go_label	evidence_type	negated	action	readout_class	proximity	convergence	matched	snippet	file
9POAL	rbcL	P0C512	GO:0000287	magnesium ion binding	IEA	False	ACCEPT	DIRECT_BINDING	molecular	low	Crystal structure	ion per large subunit at the active site via the carbamylated Lys-201 residue. Crystal structure of rice RuBisCO at 1.35 A resolution directly demonstrates Mg2+ coordination (P	genes/9POAL/rbcL/rbcL-ai-review.yaml
9POAL	rbcL	P0C512	GO:0009507	chloroplast	IEA	False	MODIFY	DIRECT_BINDING	molecular	low	crystal structure	hloroplast stroma) more precisely captures the sub-organellar localization. The crystal structure was obtained from stromal extracts (PMID:22609438), and RuBisCO is a canonical	genes/9POAL/rbcL/rbcL-ai-review.yaml
9POAL	rbcL	P0C512	GO:0016984	ribulose-bisphosphate carboxylase activity	IEA	False	ACCEPT	DIRECT_BINDING	molecular	low	Crystal structure	on: D-ribulose 1,5-bisphosphate + CO2 + H2O = 2 (2R)-3-phosphoglycerate + 2 H+. Crystal structure of rice RuBisCO confirms the active site with substrate binding residues and tr	genes/9POAL/rbcL/rbcL-ai-review.yaml
9POAL	rbcL	P0C512	GO:0009570	chloroplast stroma	IDA	False	NEW	DIRECT_BINDING	molecular	low	crystal structure	soluble enzyme in the chloroplast stroma where it performs carbon fixation. The crystal structure was obtained from rice leaf chloroplast stromal extracts (PMID:22609438). This	genes/9POAL/rbcL/rbcL-ai-review.yaml
ACET2	celE	P10477	GO:0046555	acetylxylan esterase activity	IEA	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	kcat	eacetylation of xylan (PMID:19338387). Kinetic parameters show KM of 2.7 mM and kcat of 12 min-1 for acetylated birchwood xylan. This is a core molecular function	genes/ACET2/P10477/P10477-ai-review.yaml
ACET2	celE	P10477	GO:2000884	glucomannan catabolic process	IEA	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	KM	by its CE2 domain. The enzyme shows preference for glucomannan over xylan, with KM of 0.019 mM (PMID:19338387). This is a core biological process annotation. The	genes/ACET2/P10477/P10477-ai-review.yaml
ACET2	celE	P10477	GO:0030248	cellulose binding	IDA	False	ACCEPT	DIRECT_BINDING	molecular	low	Isothermal titration	ity to potentiate the cellulase activity of the linked CtCel5C catalytic module Isothermal titration calorimetry (ITC) revealed that CtCE2 binds to cellooligosaccharides with a K	genes/ACET2/P10477/P10477-ai-review.yaml
ACET2	celE	P10477	GO:0046555	acetylxylan esterase activity	IDA	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	kcat	n esterase activity of the CE2 domain, including kinetic parameters (KM 2.7 mM, kcat 12 min-1 for acetylated birchwood xylan). Strong experimental evidence support	genes/ACET2/P10477/P10477-ai-review.yaml
ACET2	celE	P10477	GO:2000884	glucomannan catabolic process	IDA	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	KM	es that the CE2 domain preferentially deacetylates glucomannan over xylan, with KM of 0.019 mM showing very high affinity for this substrate. Direct experimental	genes/ACET2/P10477/P10477-ai-review.yaml
ACET2	xynZ	P10478	GO:0000272	polysaccharide catabolic process	IEA	False	MARK_AS_OVER_ANNOTATED	IN_VITRO_ENZYME	molecular	low	specific activity	accharide, this term is too general for XynZ which has well-characterized xylan-specific activity. The GH10 domain specifically catalyzes endo-1,4-beta-xylanase activity, and th	genes/ACET2/P10478/P10478-ai-review.yaml
ACET2	celX	P15329	GO:0004622	phosphatidylcholine lysophospholipase A1 activity	IEA	False	MODIFY	IN_VITRO_ENZYME	molecular	low	specific activity	tent with the SGNH hydrolase superfamily that includes lysophospholipases, this specific activity annotation is likely too specific for a bacterial cellulosome component. SGNH h	genes/ACET2/P15329/P15329-ai-review.yaml
ACET2	celX	P15329	GO:0008810	cellulase activity	IEA	False	REMOVE	DIRECT_BINDING	molecular	low	crystal structure	"glycoside bond cleavage. The cellulase annotation is contradicted by the solved crystal structure. The original name ""celX"" and ""putative endoglucanase"" designation appear to be"	genes/ACET2/P15329/P15329-ai-review.yaml
ACET2	celX	P15329	GO:0016798	hydrolase activity, acting on glycosyl bonds	IEA	False	REMOVE	DIRECT_BINDING	molecular	low	crystal structure	SGNH hydrolases involves ester bond cleavage, not glycosidic bond cleavage. The crystal structure (PDB:2VPT) confirms the SGNH fold. This annotation should be removed as it is s	genes/ACET2/P15329/P15329-ai-review.yaml
ACET2	xynY	P51584	GO:0005515	protein binding	IPI	False	MODIFY	DIRECT_BINDING	molecular	low	crystal structure	in domain of XynY binding to cohesin domains of CipA. PMID:14623971 reports the crystal structure of the cohesin-dockerin complex from C. thermocellum at 2.2 Angstrom resolution	genes/ACET2/P51584/P51584-ai-review.yaml
ACET2	xynY	P51584	GO:0005515	protein binding	IPI	False	MODIFY	DIRECT_BINDING	molecular	low	crystal structure	hesins. This is a well-characterized, specific protein-protein interaction. The crystal structure of a C. thermocellum type I cohesin-dockerin complex showed that cohesin recogn	genes/ACET2/P51584/P51584-ai-review.yaml
ACET2	xynY	P51584	GO:1990311	type-I cohesin domain binding	IPI	False	NEW	DIRECT_BINDING	molecular	low	Crystal structure	f XynY (residues 728-796) binds specifically to type-I cohesin domains of CipA. Crystal structures (PMID:14623971, PMID:17360613) have determined the molecular details of the ty	genes/ACET2/P51584/P51584-ai-review.yaml
ACET2	cipB	Q01866	GO:1990312	type-II cohesin domain binding	IDA	False	NEW	DIRECT_BINDING	molecular	low	ITC	raphy. ScaC2-CipB X-Doc complex solved to 1.98 A; structure contains Ca2+ ions; ITC and mutagenesis support high-affinity, Ca2+-dependent type II binding	genes/ACET2/Q01866/Q01866-ai-review.yaml
ACET2	xghA	Q70DK5	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	IEA	False	ACCEPT	DIRECT_BINDING	molecular	low	crystal structure	hydrolyzes O-glycosyl bonds in xyloglucan as demonstrated in PMID:16207921. The crystal structure study (PMID:16772298) further characterized the active site and substrate bindi	genes/ACET2/Q70DK5/Q70DK5-ai-review.yaml
ACET2	xghA	Q70DK5	GO:0016787	hydrolase activity	IEA	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	specific activity	ery high-level annotation that is a grandparent of the experimentally validated specific activity. The UniProtKB keyword mapping correctly identifies the protein as a hydrolase.	genes/ACET2/Q70DK5/Q70DK5-ai-review.yaml
ACET2	xghA	Q70DK5	GO:0033946	xyloglucan-specific endo-beta-1,4-glucanase activity	IDA	False	ACCEPT	DIRECT_BINDING	molecular	low	crystal structure	backbone to produce decorated cellotetraose units (XXXG, XLXG, XXLG, XLLG). The crystal structure (PMID:16772298) further confirmed this activity and identified the catalytic re	genes/ACET2/Q70DK5/Q70DK5-ai-review.yaml
ACET2	xghA	Q70DK5	GO:2000899	xyloglucan catabolic process	IDA	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	specific activity	was experimentally demonstrated to hydrolyze tamarind seed xyloglucan with high specific activity, producing xylogluco-oligosaccharides. This represents the core biological proc	genes/ACET2/Q70DK5/Q70DK5-ai-review.yaml
ACET2	ancA	Q06848	GO:0000272	polysaccharide catabolic process	IEA	False	ACCEPT	PROTEIN_TURNOVER	phenotypic	high	degradation rate	essential role in cellulosome anchoring. Mutant studies show reduced cellulose degradation rates (~14-23% slower) when ancA is deleted, confirming its contribution to the cata	genes/ACET2/ancA/ancA-ai-review.yaml
ACET2	celD	A3DDN1	GO:0000272	polysaccharide catabolic process	IEA	False	MARK_AS_OVER_ANNOTATED	IN_VITRO_ENZYME	molecular	low	specific activity	lism, this term is overly broad for an enzyme with well-characterized cellulose-specific activity. The more specific term GO:0030245 'cellulose catabolic process' is already ann	genes/ACET2/celD/celD-ai-review.yaml
ACET2	cipA	Q06851	GO:0030246	carbohydrate binding	IEA	False	ACCEPT	DIRECT_BINDING	molecular	low	crystal structure	evalent cellulosomal CBM in C. thermocellum (cipA-deep-research-falcon.md). The crystal structure of this domain has been solved (PDB: 1NBC at 1.75 A resolution). This is a core	genes/ACET2/cipA/cipA-ai-review.yaml
ACET2	cipA	Q06851	GO:0030248	cellulose binding	IEA	False	ACCEPT	DIRECT_BINDING	molecular	low	crystal structure	its substrate. This is experimentally verified through structural studies - the crystal structure of the CBM3a domain was solved at 1.75 A resolution (PDB: 1NBC; Tormo et al., E	genes/ACET2/cipA/cipA-ai-review.yaml
ACET2	cipA	Q06851	GO:0005515	protein binding	IPI	False	MODIFY	DIRECT_BINDING	molecular	low	crystal structure	imentally supported but should be made more specific. PMID:14623971 reports the crystal structure of the cohesin-dockerin complex, demonstrating that CipA's cohesin domains bind	genes/ACET2/cipA/cipA-ai-review.yaml
ANOGA	7DL3	A0A1S4HE90	GO:0005549	odorant binding	IEA	False	REMOVE	DIRECT_BINDING	molecular	low	isothermal titration	", not an odorant. PMID:35460690 explicitly shows ""AngaD7L3 binds serotonin"" via isothermal titration calorimetry. This is a clear case where structural family membership does not p"	genes/ANOGA/7DL3/7DL3-ai-review.yaml
ANOGA	7DL3	A0A1S4HE90	GO:0051378	serotonin binding	IDA	False	NEW	DIRECT_BINDING	molecular	low	isothermal titration	D7L3 binds serotonin with high affinity as demonstrated by isothermal titration calorimetry. This is the core molecular function of D7L3 and is unusual for a l	genes/ANOGA/7DL3/7DL3-ai-review.yaml
ANOGA	CLIPB4	Q7PEV7	GO:0006508	proteolysis	IEA	False	ACCEPT	PROTEASE_ACTIVITY	molecular	low	proteolytic activity	captures CLIPB4's role in proteolytic processing. The protein has demonstrated proteolytic activity against specific substrates in the melanization cascade. More specific biologic	genes/ANOGA/CLIPB4/CLIPB4-ai-review.yaml
ANOGA	D7r4	Q7PNF2	GO:0005549	odorant binding	IEA	False	MODIFY	DIRECT_BINDING	molecular	low	Crystal structure	amine, norepinephrine, tryptamine), not odorants, and has no role in olfaction. Crystal structures with bound ligands demonstrate this directly. D7r4 belongs to the PBP/GOBP str	genes/ANOGA/D7r4/D7r4-ai-review.yaml
ANOGA	D7r4	Q7PNF2	GO:0051378	serotonin binding	IDA	False	NEW	DIRECT_BINDING	molecular	low	crystal structure	binds serotonin with high affinity as demonstrated by direct binding assays and crystal structure with bound serotonin (PDB:2QEH). This is a core molecular function. UniProt con	genes/ANOGA/D7r4/D7r4-ai-review.yaml
ANOGA	D7r4	Q7PNF2	GO:0051381	histamine binding	IDA	False	NEW	DIRECT_BINDING	molecular	low	crystal structure	binds histamine with high affinity as demonstrated by direct binding assays and crystal structure with bound histamine (PDB:2QEB). This is a core molecular function. UniProt con	genes/ANOGA/D7r4/D7r4-ai-review.yaml
ANOGA	D7r4	Q7PNF2	GO:0051380	norepinephrine binding	IDA	False	NEW	DIRECT_BINDING	molecular	low	crystal structure	D7r4 binds norepinephrine as demonstrated by direct binding assays and crystal structure with bound norepinephrine (PDB:2QEO). This is a core molecular function. UniPro	genes/ANOGA/D7r4/D7r4-ai-review.yaml
ANOGA	GPRgr22	Q7PMG3	GO:0010037	response to carbon dioxide	IMP	False	ACCEPT	ELECTROPHYSIOLOGY	molecular	low	electrophysiolog	olfactory CO2-chemosensation in Drosophila Mutant flies lacking Gr63a lose both electrophysiological and behavioural responses to CO2	genes/ANOGA/GPRgr22/GPRgr22-ai-review.yaml
ANOGA	NPAC	Q7Q161	GO:0003682	chromatin binding	IEA	False	ACCEPT	HISTONE_MARK	phenotypic	high	H3K36me3	ady present. Chromatin binding is correct. NPAC/NDF localizes to chromatin in a H3K36me3-dependent manner and directly interacts with nucleosomes. This is a broad but a	genes/ANOGA/NPAC/NPAC-ai-review.yaml
ANOGA	NPAC	Q7Q161	GO:0000785	chromatin	IBA	False	ACCEPT	HISTONE_MARK	phenotypic	high	H3K36me3	d human orthologs which localize to chromatin. NPAC localizes to chromatin in a H3K36me3-dependent manner. In Drosophila, it localizes to polytene chromosome interbands	genes/ANOGA/NPAC/NPAC-ai-review.yaml
ANOGA	NPAC	Q7Q161	GO:0005694	chromosome	IEA	False	ACCEPT	HISTONE_MARK	phenotypic	high	H3K36 trimethylation	:0000785) annotation is also present. Localization to open chromatin depends on H3K36 trimethylation by Set2	genes/ANOGA/NPAC/NPAC-ai-review.yaml
ANOGA	NPAC	Q7Q161	GO:0140003	histone H3K36me3 reader activity	ISS	False	NEW	HISTONE_MARK	phenotypic	high	H3K36me3	NPAC reads H3K36me3 marks via its PWWP domain, which is the primary mechanism for its recruitment t	genes/ANOGA/NPAC/NPAC-ai-review.yaml
ANOGA	PGRPS2	D2SU82	GO:0008745	N-acetylmuramoyl-L-alanine amidase activity	IEA	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	enzymatic assay	His-His-Tyr-Cys) required for amidase activity [PMID:20067637]. However, direct enzymatic assays for PGRPS2 specifically have not been published. Strong evidence from domain c	genes/ANOGA/PGRPS2/PGRPS2-ai-review.yaml
ANOGA	SRPN2	Q7QIJ8	GO:0045861	negative regulation of proteolysis	IDA	False	ACCEPT	PROTEASE_ACTIVITY	molecular	low	proteolytic activity	annotation from the structural/biochemical study showing SRPN2 inhibits CLIPB9 proteolytic activity. The study provides detailed biochemical evidence for SRPN2's inhibition of CLI	genes/ANOGA/SRPN2/SRPN2-ai-review.yaml
ANOGA	psidin	Q7PYI4	GO:0010698	acetyltransferase activator activity	IBA	False	ACCEPT	ACETYLTRANSFERASE_DEACETYLASE	molecular	low	acetyltransferase activity	NatB, psidin scaffolds and activates the catalytic subunit NAA20 for N-terminal acetyltransferase activity. This is the core molecular function of the protein. This accurately captures t	genes/ANOGA/psidin/psidin-ai-review.yaml
ARATH	AG	P17839	GO:0005634	nucleus	IEA	False	ACCEPT	CHROMATIN_CHIP	molecular	low	EMSA	es operate in the nucleus. SUBCELLULAR LOCATION: Nucleus. Based on our in vitro EMSA studies, we propose that different heteromeric MADS-domain protein complexes ca	genes/ARATH/AG/AG-ai-review.yaml
ARATH	AG	P17839	GO:0005634	nucleus	ISM	False	ACCEPT	CHROMATIN_CHIP	molecular	low	EMSA	port nuclear localization. SUBCELLULAR LOCATION: Nucleus. Based on our in vitro EMSA studies, we propose that different heteromeric MADS-domain protein complexes ca	genes/ARATH/AG/AG-ai-review.yaml
ARATH	AG	P17839	GO:0005634	nucleus	IDA	False	ACCEPT	CHROMATIN_CHIP	molecular	low	EMSA	n DNA and are discussed as coexisting within the nucleus. Based on our in vitro EMSA studies, we propose that different heteromeric MADS-domain protein complexes ca	genes/ARATH/AG/AG-ai-review.yaml
ARATH	AGO1	O04379	GO:0003723	RNA binding	IEA	False	MODIFY	NUCLEASE_ACTIVITY	molecular	low	endonuclease activity	ectionally correct but less specific than miRNA binding, siRNA binding, and RNA endonuclease activity.	genes/ARATH/AGO1/AGO1-ai-review.yaml
ARATH	AGO1	O04379	GO:0035198	miRNA binding	IPI	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	In vitro enzym	fic molecular-function annotation for AGO1 guide-RNA sorting and RISC function. In vitro enzymatic assays on AGO1-bound miRNAs AGO1 is physically associated with miRNAs, tran	genes/ARATH/AGO1/AGO1-ai-review.yaml
ARATH	AGO1	O04379	GO:0009616	RNAi-mediated antiviral immune response	IDA	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	reconstitut	matches AGO1 mechanism. 2b specifically inhibits AGO1 cleavage activity in RISC reconstitution assays.	genes/ARATH/AGO1/AGO1-ai-review.yaml
ARATH	AGO1	O04379	GO:0004521	RNA endonuclease activity	IDA	False	ACCEPT	NUCLEASE_ACTIVITY	molecular	low	endonuclease activity	cer activity through its PIWI domain. Direct AGO1 biochemical work supports RNA endonuclease activity as a core molecular function. We also show that AGO1 has Slicer activity. Falco	genes/ARATH/AGO1/AGO1-ai-review.yaml
ARATH	AP1	P35631	GO:0006357	regulation of transcription by RNA polymerase II	IBA	False	ACCEPT	CHROMATIN_CHIP	molecular	low	chromatin immunoprecipitation	al regulators. By post-translational activation of an AP1-GR fusion protein and chromatin immunoprecipitation assays, we further demonstrate the repression of these flowering time genes by	genes/ARATH/AP1/AP1-ai-review.yaml
ARATH	AP1	P35631	GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	IBA	False	ACCEPT	CHROMATIN_CHIP	molecular	low	ChIP assay	egions of RNA polymerase II target genes as a MADS-domain transcription factor. ChIP assays show AP1 binding to cis-regulatory regions of SVP, AGL24, and SOC1, and MADS c	genes/ARATH/AP1/AP1-ai-review.yaml
ARATH	AP1	P35631	GO:0045944	positive regulation of transcription by RNA polymerase II	IEA	False	KEEP_AS_NON_CORE	IN_VITRO_ENZYME	molecular	low	specific activity	ed mode, not AP1's complete core regulatory function. Retain as a valid context-specific activity, but do not treat it as AP1's full core function because AP1 has both activatin	genes/ARATH/AP1/AP1-ai-review.yaml
ARATH	AP1	P35631	GO:0005634	nucleus	IDA	False	ACCEPT	CHROMATIN_CHIP	molecular	low	EMSA	xisting in the nucleus and binding overlapping DNA sites. Based on our in vitro EMSA studies, we propose that different heteromeric MADS-domain protein complexes ca	genes/ARATH/AP1/AP1-ai-review.yaml
ARATH	AP2	P47927	GO:0000976	transcription cis-regulatory region binding	IPI	False	ACCEPT	CHROMATIN_CHIP	molecular	low	ChIP-seq	essed transcription factors Genome-wide direct targeting (Plant Cell 2010). AP2 ChIP-seq identified extensive binding: **2,275** bound regions	genes/ARATH/AP2/AP2-ai-review.yaml
ARATH	AP2	P47927	GO:0000976	transcription cis-regulatory region binding	IPI	False	ACCEPT	CHROMATIN_CHIP	molecular	low	ChIP-seq	is still correct for AP2 based on independent AP2-specific promoter-binding and ChIP-seq evidence summarized in the deep research. Accept the term, while noting the evi	genes/ARATH/AP2/AP2-ai-review.yaml
ARATH	ARF19	Q8RYC8	GO:1990110	callus formation	IBA	False	KEEP_AS_NON_CORE	HISTONE_MARK	phenotypic	high	H3K36me3	llus formation during cellular dedifferentiation. They recruit ATXR2 to deposit H3K36me3 at LBD gene promoters [PMID:29184030]. Callus formation is a specialized develo	genes/ARATH/ARF19/ARF19-ai-review.yaml
ARATH	ARF19	Q8RYC8	GO:1990110	callus formation	IMP	False	KEEP_AS_NON_CORE	HISTONE_MARK	phenotypic	high	H3K36me3	7-1arf19-2 double mutants were defective in callus formation and showed reduced H3K36me3 accumulation at LBD promoters	genes/ARATH/ARF19/ARF19-ai-review.yaml
ARATH	ARF19	Q8RYC8	GO:0005515	protein binding	IPI	False	MODIFY	HISTONE_MARK	phenotypic	high	H3K36me3	F19 interacts with ATXR2 histone methyltransferase in the nucleus to facilitate H3K36me3 deposition at LBD promoters [PMID:29184030]. The IPI evidence for ATXR2 interac	genes/ARATH/ARF19/ARF19-ai-review.yaml
ARATH	ARF19	Q8RYC8	GO:0005515	protein binding	IPI	False	MODIFY	HISTONE_MARK	phenotypic	high	H3K9me3	ARF19 interacts with JMJ30 histone demethylase to promote H3K9me3 demethylation at LBD promoters during callus formation [PMID:29923261]. The IPI	genes/ARATH/ARF19/ARF19-ai-review.yaml
ARATH	HSFA2	O80982	GO:0003700	DNA-binding transcription factor activity	IBA	False	ACCEPT	CHROMATIN_CHIP	molecular	low	Electrophoretic mobility shift	characteristic of HSF family members [deep-research]. This is a CORE function. Electrophoretic mobility shift assay demonstrated that the increase in protein complex formation onto the HSE	genes/ARATH/AT2G26150/AT2G26150-ai-review.yaml
ARATH	HSFA2	O80982	GO:0043565	sequence-specific DNA binding	IEA	False	ACCEPT	CHROMATIN_CHIP	molecular	low	ChIP experiment	to heat shock elements. This is a CORE molecular function supported by EMSA and ChIP experiments [PMID:19352026].	genes/ARATH/AT2G26150/AT2G26150-ai-review.yaml
ARATH	HSFA2	O80982	GO:0003700	DNA-binding transcription factor activity	IDA	False	ACCEPT	HISTONE_MARK	phenotypic	high	H3K27me3	heat-induced HEAT SHOCK TRANSCRIPTION FACTOR A2 (HSFA2) directly activates the H3K27me3 demethylase RELATIVE OF EARLY FLOWERING 6 (REF6).	genes/ARATH/AT2G26150/AT2G26150-ai-review.yaml
ARATH	AT4G17750	P41151	GO:0005515	protein binding	IPI	False	ACCEPT	CHROMATIN_CHIP	molecular	low	electrophoretic mobility shift	TATA box binding transcription factor, as shown by affinity chromatography and electrophoretic mobility shift analyses in vitro. An in vivo interaction between AtHSF1 and AtTBP1 was suggest	genes/ARATH/AT4G17750/AT4G17750-ai-review.yaml
ARATH	AT4G17750	P41151	GO:0005515	protein binding	IPI	False	ACCEPT	CHROMATIN_CHIP	molecular	low	electrophoretic mobility shift	of heat stress sensing. The interaction between HSF and HSP70 is reported using electrophoretic mobility shift and yeast two-hybrid assays. Subdomain mapping indicates an interaction of the	genes/ARATH/AT4G17750/AT4G17750-ai-review.yaml
ARATH	AT4G17750	P41151	GO:0003677	DNA binding	IDA	False	ACCEPT	CHROMATIN_CHIP	molecular	low	EMSA	paper characterizing HSFA1A and demonstrating its DNA-binding activity through EMSA. IDA evidence is stronger than IEA, and DNA binding is a CORE function of HSFA1	genes/ARATH/AT4G17750/AT4G17750-ai-review.yaml
ARATH	AT5G03720	Q8GYY1	GO:0003700	DNA-binding transcription factor activity	IBA	False	ACCEPT	CHROMATIN_CHIP	molecular	low	electrophoretic mobility shift	of Hsp genes. Direct binding to the corresponding promoters was demonstrated by electrophoretic mobility shift assays Class A HSF: Conserved helix-turn-helix DNA-binding domain [...] C-termi	genes/ARATH/AT5G03720/AT5G03720-ai-review.yaml
ARATH	AT5G03720	Q8GYY1	GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	IBA	False	ACCEPT	TRANSCRIPTIONAL_REPORTER	phenotypic	high	reporter assay	oteins, and HSFA3-dependent activation was shown with **transient promoter::GUS reporter assays**.	genes/ARATH/AT5G03720/AT5G03720-ai-review.yaml
ARATH	AT5G03720	Q8GYY1	GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	IBA	False	ACCEPT	CHROMATIN_CHIP	molecular	low	EMSA	rotein genes such as **Hsp18.1-CI** and **Hsp26.5-MII**. Binding was shown by **EMSA** using recombinant proteins, and HSFA3-dependent activation was shown with **t	genes/ARATH/AT5G03720/AT5G03720-ai-review.yaml
ARATH	AT5G03720	Q8GYY1	GO:0003677	DNA binding	IEA	False	ACCEPT	CHROMATIN_CHIP	molecular	low	electrophoretic mobility shift	l validation. Direct binding to the corresponding promoters was demonstrated by electrophoretic mobility shift assays The protein contains a highly conserved N-terminal DNA-binding domain (D	genes/ARATH/AT5G03720/AT5G03720-ai-review.yaml
ARATH	AT5G03720	Q8GYY1	GO:0005515	protein binding	IPI	False	MODIFY	HISTONE_MARK	phenotypic	high	H3K4me3	complexes** binding promoters of memory genes and promoting **H3K4 methylation/H3K4me3**, supporting sustained transcription after priming and improved performance up	genes/ARATH/AT5G03720/AT5G03720-ai-review.yaml
ARATH	AT5G03720	Q8GYY1	GO:0003677	DNA binding	IDA	False	ACCEPT	CHROMATIN_CHIP	molecular	low	electrophoretic mobility shift	Direct experimental demonstration of DNA binding by EMSA (electrophoretic mobility shift assay). This IDA annotation provides experimental validation of the IEA annotat	genes/ARATH/AT5G03720/AT5G03720-ai-review.yaml
ARATH	AT5G03720	Q8GYY1	GO:0045944	positive regulation of transcription by RNA polymerase II	ISS	False	NEW	TRANSCRIPTIONAL_REPORTER	phenotypic	high	reporter assay	of heat-protective (HSP) genes. Schramm 2008 showed by transient promoter::GUS reporter assays that HSFA3 is a potent activator on the promoters of Hsp genes, with direct pr	genes/ARATH/AT5G03720/AT5G03720-ai-review.yaml
