organism	gene	pmid	go_id	go_label	aspect	evidence_type	negated	action	readout_class	proximity	convergence	aligned	full_text
ANOGA	D7L1	35460690	GO:0050542	icosanoid binding	?	IDA	False	NEW	DIRECT_BINDING	molecular	low	False	True
ANOGA	D7L1	35460690	GO:0050542	icosanoid binding	?	IDA	False	NEW	IN_VITRO_ENZYME	molecular	low	False	True
ANOGA	D7L1	35460690	GO:1900047	negative regulation of hemostasis	BP	IDA	False	NEW	DIRECT_BINDING	molecular	low	False	True
ANOGA	D7L1	35460690	GO:1900047	negative regulation of hemostasis	BP	IDA	False	NEW	IN_VITRO_ENZYME	molecular	low	False	True
ANOGA	D7L1	35460690	GO:0090331	negative regulation of platelet aggregation	?	IDA	False	NEW	DIRECT_BINDING	molecular	low	False	True
ANOGA	D7L1	35460690	GO:0090331	negative regulation of platelet aggregation	?	IDA	False	NEW	IN_VITRO_ENZYME	molecular	low	False	True
ANOGA	D7L1	35460690	GO:0045906	negative regulation of vasoconstriction	?	IDA	False	NEW	DIRECT_BINDING	molecular	low	False	True
ANOGA	D7L1	35460690	GO:0045906	negative regulation of vasoconstriction	?	IDA	False	NEW	IN_VITRO_ENZYME	molecular	low	False	True
ANOGA	D7L2	35460690	GO:0030195	negative regulation of blood coagulation	BP	IDA	False	NEW	DIRECT_BINDING	molecular	low	False	True
ANOGA	D7L2	35460690	GO:0030195	negative regulation of blood coagulation	BP	IDA	False	NEW	IN_VITRO_ENZYME	molecular	low	False	True
ANOGA	D7L2	35460690	GO:0005515	protein binding	MF	IPI	False	NEW	DIRECT_BINDING	molecular	low	False	True
ANOGA	D7L2	35460690	GO:0005515	protein binding	MF	IPI	False	NEW	IN_VITRO_ENZYME	molecular	low	False	True
ANOGA	D7r4	17928288	GO:0051378	serotonin binding	?	IDA	False	NEW	DIRECT_BINDING	molecular	low	False	False
ANOGA	D7r4	17928288	GO:0051381	histamine binding	?	IDA	False	NEW	DIRECT_BINDING	molecular	low	False	False
ANOGA	D7r4	17928288	GO:0051380	norepinephrine binding	MF	IDA	False	NEW	DIRECT_BINDING	molecular	low	False	False
ANOGA	NPAC	29759984	GO:0140003	histone H3K36me3 reader activity	?	ISS	False	NEW	IN_VITRO_ENZYME	molecular	low	False	True
ANOGA	PGRPS2	20067637	GO:0005615	extracellular space	CC	ISS	False	NEW	DIRECT_BINDING	molecular	low	False	True
ANOGA	PGRPS2	20067637	GO:0061060	negative regulation of peptidoglycan recognition protein signaling pathway	?	ISS	False	NEW	DIRECT_BINDING	molecular	low	False	True
ANOGA	SRPN2	33520733	GO:0004867	serine-type endopeptidase inhibitor activity	MF	IMP	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	False	True
ANOGA	SRPN2	33520733	GO:0005515	protein binding	MF	IPI	False	MODIFY	IN_VITRO_ENZYME	molecular	low	False	True
ANOGA	SRPN2	33520733	GO:0010951	negative regulation of endopeptidase activity	BP	IMP	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	False	True
ANOGA	SRPN2	33045027	GO:0010955	negative regulation of protein processing	BP	IMP	False	ACCEPT	pH_PROBE	phenotypic	high	False	True
ANOGA	SRPN2	33045027	GO:0010955	negative regulation of protein processing	BP	IMP	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	False	True
ANOGA	SRPN2	25525260	GO:0004867	serine-type endopeptidase inhibitor activity	MF	IDA	False	ACCEPT	VIABILITY_PROLIFERATION	phenotypic	high	False	False
ANOGA	SRPN2	25525260	GO:0005515	protein binding	MF	IPI	False	MODIFY	VIABILITY_PROLIFERATION	phenotypic	high	False	False
ANOGA	SRPN2	25525260	GO:0045861	negative regulation of proteolysis	BP	IDA	False	ACCEPT	VIABILITY_PROLIFERATION	phenotypic	high	False	False
ANOGA	TEP1	24039584	GO:0005515	protein binding	MF	IPI	False	MODIFY	pH_PROBE	phenotypic	high	False	True
ANOGA	TEP1	24039584	GO:0005515	protein binding	MF	IPI	False	MODIFY	IN_VITRO_ENZYME	molecular	low	False	True
ANOGA	TEP1	23166497	GO:0005576	extracellular region	CC	IDA	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	False	True
ANOGA	TEP1	24039584	GO:0005576	extracellular region	CC	IDA	False	ACCEPT	pH_PROBE	phenotypic	high	False	True
ANOGA	TEP1	24039584	GO:0005576	extracellular region	CC	IDA	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	False	True
ANOGA	TEP1	23166497	GO:0048023	positive regulation of melanin biosynthetic process	BP	IMP	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	False	True
ANOGA	TEP1	24039584	GO:0048023	positive regulation of melanin biosynthetic process	BP	IMP	False	ACCEPT	pH_PROBE	phenotypic	high	False	True
ANOGA	TEP1	24039584	GO:0048023	positive regulation of melanin biosynthetic process	BP	IMP	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	False	True
ANOGA	TEP1	30690067	GO:0048023	positive regulation of melanin biosynthetic process	BP	IMP	False	ACCEPT	VIABILITY_PROLIFERATION	phenotypic	high	False	False
ANOGA	TEP1	23166497	GO:0061760	antifungal innate immune response	BP	IMP	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	False	True
ANOGA	TEP1	30690067	GO:0098743	cell aggregation	BP	IMP	False	KEEP_AS_NON_CORE	VIABILITY_PROLIFERATION	phenotypic	high	False	False
ANOGA	TEP1	24039584	GO:0140367	antibacterial innate immune response	BP	IMP	False	ACCEPT	pH_PROBE	phenotypic	high	False	True
ANOGA	TEP1	24039584	GO:0140367	antibacterial innate immune response	BP	IMP	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	False	True
ANOGA	TEP1	30690067	GO:0140367	antibacterial innate immune response	BP	IMP	False	ACCEPT	VIABILITY_PROLIFERATION	phenotypic	high	False	False
ANOGA	TEP1	24039584	GO:0140546	defense response to symbiont	BP	IMP	False	ACCEPT	pH_PROBE	phenotypic	high	False	True
ANOGA	TEP1	24039584	GO:0140546	defense response to symbiont	BP	IMP	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	False	True
ARATH	PSBP1	25628632	GO:1901149	salicylic acid binding	MF	HDA	False	KEEP_AS_NON_CORE	DIRECT_BINDING	molecular	low	False	True
ARATH	PSBP1	25628632	GO:1901149	salicylic acid binding	MF	HDA	False	KEEP_AS_NON_CORE	IN_VITRO_ENZYME	molecular	low	False	True
ARATH	PSBP1	14729914	GO:0009535	chloroplast thylakoid membrane	CC	HDA	False	REMOVE	VIABILITY_PROLIFERATION	phenotypic	high	False	False
ARATH	PSBP1	14729914	GO:0009579	thylakoid	CC	HDA	False	MODIFY	VIABILITY_PROLIFERATION	phenotypic	high	False	False
ARATH	PSBP1	18431481	GO:0009507	chloroplast	CC	HDA	False	MODIFY	VIABILITY_PROLIFERATION	phenotypic	high	False	True
ARATH	PSBP1	28887381	GO:0005576	extracellular region	CC	HDA	False	REMOVE	VIABILITY_PROLIFERATION	phenotypic	high	False	True
ARATH	PSBP1	25293756	GO:0009507	chloroplast	CC	HDA	False	MODIFY	VIABILITY_PROLIFERATION	phenotypic	high	False	True
ARATH	ABI1	22090030	GO:0004721	phosphoprotein phosphatase activity	MF	IDA	False	MODIFY	DIRECT_BINDING	molecular	low	False	True
ARATH	ABI1	22090030	GO:0004721	phosphoprotein phosphatase activity	MF	IDA	False	MODIFY	VIABILITY_PROLIFERATION	phenotypic	high	False	True
ARATH	ABI1	10645425	GO:0004722	protein serine/threonine phosphatase activity	MF	EXP	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	False	False
ARATH	ABI1	19407142	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	DIRECT_BINDING	molecular	low	False	True
ARATH	ABI1	19407142	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	IN_VITRO_ENZYME	molecular	low	False	True
ARATH	ABI1	19855379	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	DIRECT_BINDING	molecular	low	False	False
ARATH	ABI1	19874541	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	IN_VITRO_ENZYME	molecular	low	False	True
ARATH	ABI1	19893533	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	DIRECT_BINDING	molecular	low	False	False
ARATH	ABI1	19898420	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	DIRECT_BINDING	molecular	low	False	True
ARATH	ABI1	19898420	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	TRANSCRIPTIONAL_REPORTER	phenotypic	high	False	True
ARATH	ABI1	19898420	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	IN_VITRO_ENZYME	molecular	low	False	True
ARATH	ABI1	19898420	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	VIABILITY_PROLIFERATION	phenotypic	high	False	True
ARATH	ABI1	19924127	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	IN_VITRO_ENZYME	molecular	low	False	True
ARATH	ABI1	19924127	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	VIABILITY_PROLIFERATION	phenotypic	high	False	True
ARATH	ABI1	19955405	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	IN_VITRO_ENZYME	molecular	low	False	True
ARATH	ABI1	19955405	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	VIABILITY_PROLIFERATION	phenotypic	high	False	True
ARATH	ABI1	20729862	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	DIRECT_BINDING	molecular	low	False	True
ARATH	ABI1	20729862	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	TRANSCRIPTIONAL_REPORTER	phenotypic	high	False	True
ARATH	ABI1	20729862	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	IN_VITRO_ENZYME	molecular	low	False	True
ARATH	ABI1	21436041	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	IN_VITRO_ENZYME	molecular	low	False	False
ARATH	ABI1	21658606	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	DIRECT_BINDING	molecular	low	False	False
ARATH	ABI1	24165892	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	DIRECT_BINDING	molecular	low	False	True
ARATH	ABI1	26443375	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	VIABILITY_PROLIFERATION	phenotypic	high	False	True
ARATH	ABI1	27192441	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	MEMBRANE_TRAFFICKING_ENDOCYTOSIS	phenotypic	high	False	True
ARATH	ABI1	27192441	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	DIRECT_BINDING	molecular	low	False	True
ARATH	ABI1	27192441	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	IN_VITRO_ENZYME	molecular	low	False	True
ARATH	ABI1	27192441	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	VIABILITY_PROLIFERATION	phenotypic	high	False	True
ARATH	ABI1	29928509	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	DIRECT_BINDING	molecular	low	False	True
ARATH	ABI1	29928509	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	IN_VITRO_ENZYME	molecular	low	False	True
ARATH	ABI1	26443375	GO:0009788	negative regulation of abscisic acid-activated signaling pathway	BP	IMP	False	ACCEPT	VIABILITY_PROLIFERATION	phenotypic	high	False	True
ARATH	AG	29298836	GO:0003677	DNA binding	MF	IDA	False	MODIFY	VIABILITY_PROLIFERATION	phenotypic	high	False	True
ARATH	AG	22238427	GO:0005634	nucleus	CC	IDA	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	False	True
ARATH	AGO1	23622241	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	TRANSCRIPTIONAL_REPORTER	phenotypic	high	False	True
ARATH	AGO1	36640363	GO:0036464	cytoplasmic ribonucleoprotein granule	CC	IDA	False	MARK_AS_OVER_ANNOTATED	VIABILITY_PROLIFERATION	phenotypic	high	False	False
ARATH	AGO1	16081530	GO:0035197	siRNA binding	MF	IDA	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	False	True
ARATH	AGO1	16081530	GO:0035197	siRNA binding	MF	IDA	False	ACCEPT	VIABILITY_PROLIFERATION	phenotypic	high	False	True
ARATH	AGO1	16081530	GO:0035198	miRNA binding	MF	IDA	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	False	True
ARATH	AGO1	16081530	GO:0035198	miRNA binding	MF	IDA	False	ACCEPT	VIABILITY_PROLIFERATION	phenotypic	high	False	True
ARATH	AGO1	27729395	GO:0003729	mRNA binding	MF	HDA	False	KEEP_AS_NON_CORE	VIABILITY_PROLIFERATION	phenotypic	high	False	False
ARATH	AGO1	28887381	GO:0005634	nucleus	CC	HDA	False	ACCEPT	VIABILITY_PROLIFERATION	phenotypic	high	False	True
ARATH	AGO1	28463111	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	DIRECT_BINDING	molecular	low	False	True
ARATH	AGO1	28463111	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	IN_VITRO_ENZYME	molecular	low	False	True
ARATH	AGO1	28463111	GO:0005737	cytoplasm	CC	IDA	False	ACCEPT	DIRECT_BINDING	molecular	low	False	True
ARATH	AGO1	28463111	GO:0005737	cytoplasm	CC	IDA	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	False	True
ARATH	AGO1	30181559	GO:0035198	miRNA binding	MF	IPI	False	ACCEPT	DIRECT_BINDING	molecular	low	False	True
ARATH	AGO1	30181559	GO:0035198	miRNA binding	MF	IPI	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	False	True
ARATH	AGO1	30181559	GO:0035198	miRNA binding	MF	IPI	False	ACCEPT	VIABILITY_PROLIFERATION	phenotypic	high	False	True
ARATH	AGO1	29941559	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	VIABILITY_PROLIFERATION	phenotypic	high	False	True
ARATH	AGO1	22247253	GO:0005634	nucleus	CC	IDA	False	ACCEPT	DIRECT_BINDING	molecular	low	False	True
ARATH	AGO1	22247253	GO:0005737	cytoplasm	CC	IDA	False	ACCEPT	DIRECT_BINDING	molecular	low	False	True
ARATH	AGO1	17158744	GO:0009616	RNAi-mediated antiviral immune response	BP	IDA	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	False	False
ARATH	AGO1	16081530	GO:0004521	RNA endonuclease activity	MF	IDA	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	False	True
ARATH	AGO1	16081530	GO:0004521	RNA endonuclease activity	MF	IDA	False	ACCEPT	VIABILITY_PROLIFERATION	phenotypic	high	False	True
ARATH	AP1	28650476	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	TRANSCRIPTIONAL_REPORTER	phenotypic	high	False	True
ARATH	AP1	28650476	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	VIABILITY_PROLIFERATION	phenotypic	high	False	True
ARATH	AP1	31806676	GO:0000976	transcription cis-regulatory region binding	MF	IPI	False	MODIFY	VIABILITY_PROLIFERATION	phenotypic	high	False	True
ARATH	AP1	22238427	GO:0005634	nucleus	CC	IDA	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	False	True
ARATH	AP2	25533953	GO:0000976	transcription cis-regulatory region binding	MF	IPI	False	ACCEPT	TRANSCRIPTIONAL_REPORTER	phenotypic	high	True	True
ARATH	AP2	25533953	GO:0000976	transcription cis-regulatory region binding	MF	IPI	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	False	True
ARATH	AP2	30356219	GO:0000976	transcription cis-regulatory region binding	MF	IPI	False	ACCEPT	VIABILITY_PROLIFERATION	phenotypic	high	False	False
ARATH	ARF19	21734647	GO:0005515	protein binding	MF	IPI	False	UNDECIDED	VIABILITY_PROLIFERATION	phenotypic	high	False	True
ARATH	ARF19	28650476	GO:0005515	protein binding	MF	IPI	False	UNDECIDED	TRANSCRIPTIONAL_REPORTER	phenotypic	high	False	True
ARATH	ARF19	28650476	GO:0005515	protein binding	MF	IPI	False	UNDECIDED	VIABILITY_PROLIFERATION	phenotypic	high	False	True
ARATH	ARF19	29184030	GO:1990110	callus formation	BP	IMP	False	KEEP_AS_NON_CORE	VIABILITY_PROLIFERATION	phenotypic	high	False	False
ARATH	ARF19	29184030	GO:0005515	protein binding	MF	IPI	False	MODIFY	VIABILITY_PROLIFERATION	phenotypic	high	False	False
ARATH	ARF19	29184030	GO:0005634	nucleus	CC	IDA	False	ACCEPT	VIABILITY_PROLIFERATION	phenotypic	high	False	False
ARATH	ARF19	25533953	GO:0000976	transcription cis-regulatory region binding	MF	IPI	False	ACCEPT	TRANSCRIPTIONAL_REPORTER	phenotypic	high	True	True
ARATH	ARF19	25533953	GO:0000976	transcription cis-regulatory region binding	MF	IPI	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	False	True
ARATH	ARF19	27650334	GO:0000976	transcription cis-regulatory region binding	MF	IPI	False	ACCEPT	VIABILITY_PROLIFERATION	phenotypic	high	False	True
ARATH	ARF19	30356219	GO:0000976	transcription cis-regulatory region binding	MF	IPI	False	ACCEPT	VIABILITY_PROLIFERATION	phenotypic	high	False	False
ARATH	AT1G06680	25628632	GO:1901149	salicylic acid binding	MF	HDA	False	MARK_AS_OVER_ANNOTATED	DIRECT_BINDING	molecular	low	False	True
ARATH	AT1G06680	25628632	GO:1901149	salicylic acid binding	MF	HDA	False	MARK_AS_OVER_ANNOTATED	IN_VITRO_ENZYME	molecular	low	False	True
ARATH	AT1G06680	14729914	GO:0009535	chloroplast thylakoid membrane	CC	HDA	False	ACCEPT	VIABILITY_PROLIFERATION	phenotypic	high	False	False
ARATH	AT1G06680	14729914	GO:0009579	thylakoid	CC	HDA	False	ACCEPT	VIABILITY_PROLIFERATION	phenotypic	high	False	False
ARATH	AT1G06680	18431481	GO:0009507	chloroplast	CC	HDA	False	ACCEPT	VIABILITY_PROLIFERATION	phenotypic	high	False	True
ARATH	AT1G06680	28887381	GO:0005576	extracellular region	CC	HDA	False	KEEP_AS_NON_CORE	VIABILITY_PROLIFERATION	phenotypic	high	False	True
ARATH	AT1G06680	25293756	GO:0009507	chloroplast	CC	HDA	False	ACCEPT	VIABILITY_PROLIFERATION	phenotypic	high	False	True
ARATH	CLPB1	31519798	GO:0071456	cellular response to hypoxia	BP	HEP	False	KEEP_AS_NON_CORE	VIABILITY_PROLIFERATION	phenotypic	high	False	True
ARATH	CLPB1	18047473	GO:0009408	response to heat	BP	IMP	False	ACCEPT	VIABILITY_PROLIFERATION	phenotypic	high	False	False
ARATH	CLPB1	15659638	GO:0043335	protein unfolding	BP	IMP	False	MODIFY	DIRECT_BINDING	molecular	low	False	True
ARATH	CLPB1	15659638	GO:0043335	protein unfolding	BP	IMP	False	MODIFY	IN_VITRO_ENZYME	molecular	low	False	True
ARATH	CLPB1	15659638	GO:0140545	ATP-dependent protein disaggregase activity	MF	TAS	False	NEW	DIRECT_BINDING	molecular	low	False	True
ARATH	CLPB1	15659638	GO:0140545	ATP-dependent protein disaggregase activity	MF	TAS	False	NEW	IN_VITRO_ENZYME	molecular	low	False	True
ARATH	CLPB1	15659638	GO:0042026	protein refolding	BP	TAS	False	NEW	DIRECT_BINDING	molecular	low	False	True
ARATH	CLPB1	15659638	GO:0042026	protein refolding	BP	TAS	False	NEW	IN_VITRO_ENZYME	molecular	low	False	True
ARATH	HSFA2	30778176	GO:0000976	transcription cis-regulatory region binding	MF	IDA	False	ACCEPT	TRANSCRIPTIONAL_REPORTER	phenotypic	high	True	True
ARATH	HSFA2	30778176	GO:0003700	DNA-binding transcription factor activity	MF	IDA	False	ACCEPT	TRANSCRIPTIONAL_REPORTER	phenotypic	high	True	True
ARATH	HSFA2	30778176	GO:0009408	response to heat	BP	IEP	False	KEEP_AS_NON_CORE	TRANSCRIPTIONAL_REPORTER	phenotypic	high	False	True
ARATH	HSFA2	30778176	GO:0010286	heat acclimation	BP	IMP	False	ACCEPT	TRANSCRIPTIONAL_REPORTER	phenotypic	high	False	True
ARATH	HSFA2	30778176	GO:0043565	sequence-specific DNA binding	MF	IDA	False	ACCEPT	TRANSCRIPTIONAL_REPORTER	phenotypic	high	False	True
ARATH	HSFA2	30778176	GO:0045893	positive regulation of DNA-templated transcription	BP	IDA	False	ACCEPT	TRANSCRIPTIONAL_REPORTER	phenotypic	high	True	True
ARATH	HSFA2	30778176	GO:0045893	positive regulation of DNA-templated transcription	BP	IMP	False	ACCEPT	TRANSCRIPTIONAL_REPORTER	phenotypic	high	True	True
ARATH	HSFA2	30778176	GO:1990841	promoter-specific chromatin binding	MF	IDA	False	ACCEPT	TRANSCRIPTIONAL_REPORTER	phenotypic	high	False	True
ARATH	HSFA2	25533953	GO:0000976	transcription cis-regulatory region binding	MF	IPI	False	ACCEPT	TRANSCRIPTIONAL_REPORTER	phenotypic	high	True	True
ARATH	HSFA2	25533953	GO:0000976	transcription cis-regulatory region binding	MF	IPI	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	False	True
ARATH	HSFA2	27650334	GO:0000976	transcription cis-regulatory region binding	MF	IPI	False	ACCEPT	VIABILITY_PROLIFERATION	phenotypic	high	False	True
ARATH	HSFA2	30356219	GO:0000976	transcription cis-regulatory region binding	MF	IPI	False	ACCEPT	VIABILITY_PROLIFERATION	phenotypic	high	False	False
ARATH	HSFA2	31806676	GO:0000976	transcription cis-regulatory region binding	MF	IPI	False	ACCEPT	VIABILITY_PROLIFERATION	phenotypic	high	False	True
ARATH	HSFA2	31519798	GO:0071456	cellular response to hypoxia	BP	HEP	False	KEEP_AS_NON_CORE	VIABILITY_PROLIFERATION	phenotypic	high	False	True
ARATH	HSFA2	19352026	GO:0045893	positive regulation of DNA-templated transcription	BP	IDA	False	ACCEPT	TRANSCRIPTIONAL_REPORTER	phenotypic	high	True	False
ARATH	HSFA2	15247379	GO:0009408	response to heat	BP	IEP	False	KEEP_AS_NON_CORE	TRANSCRIPTIONAL_REPORTER	phenotypic	high	False	True
ARATH	HSP70-1	17151019	GO:0000325	plant-type vacuole	CC	HDA	False	MARK_AS_OVER_ANNOTATED	IN_VITRO_ENZYME	molecular	low	False	True
ARATH	HSP70-1	18431481	GO:0009507	chloroplast	CC	HDA	False	REMOVE	VIABILITY_PROLIFERATION	phenotypic	high	False	True
ARATH	HSP70-1	25293756	GO:0005829	cytosol	CC	HDA	False	ACCEPT	VIABILITY_PROLIFERATION	phenotypic	high	False	True
ARATH	HSP70-1	26408532	GO:0098542	defense response to other organism	BP	IMP	False	KEEP_AS_NON_CORE	VIABILITY_PROLIFERATION	phenotypic	high	False	False
ARATH	HSP70-1	15805473	GO:0009408	response to heat	BP	IEP	False	ACCEPT	TRANSCRIPTIONAL_REPORTER	phenotypic	high	False	True
ARATH	HSP70-1	20543027	GO:0002020	protease binding	MF	IPI	False	ACCEPT	MEMBRANE_TRAFFICKING_ENDOCYTOSIS	phenotypic	high	False	True
ARATH	HSP70-1	15805473	GO:0009615	response to virus	BP	IEP	False	KEEP_AS_NON_CORE	TRANSCRIPTIONAL_REPORTER	phenotypic	high	False	True
ARATH	AT5G03720	28650476	GO:0005515	protein binding	MF	IPI	False	MODIFY	TRANSCRIPTIONAL_REPORTER	phenotypic	high	False	True
ARATH	AT5G03720	28650476	GO:0005515	protein binding	MF	IPI	False	MODIFY	VIABILITY_PROLIFERATION	phenotypic	high	False	True
