cohort,role,accession,species,gene_symbol,gene_review,cohort_source,uniprot_panther,member_index_panther,resolved_accession,families,mapping_status,roles,family_reviews,gene_context_family,curation_status,unassigned_assessment
ARGO50,prediction_target,C6T1A2,SOYBN,C6T1A2,genes/SOYBN/C6T1A2/C6T1A2-ai-review.yaml,projects/PROTNLM_EVALUATION/argo_protnlm_50.csv,PTHR47593:SF9;PTHR47593,,C6T1A2,PTHR47593,MAPPED,prediction_target,interpro/panther/PTHR47593/PTHR47593-review.yaml,,FAMILY_BOUNDARY_REVIEW,
ARGO50,prediction_target,A0A8B8L1Z3,ABRPR,A0A8B8L1Z3,genes/ABRPR/A0A8B8L1Z3/A0A8B8L1Z3-ai-review.yaml,projects/PROTNLM_EVALUATION/argo_protnlm_50.csv,PTHR45496;PTHR45496:SF19,,A0A8B8L1Z3,PTHR45496,MAPPED,prediction_target,interpro/panther/PTHR45496/PTHR45496-review.yaml,,FAMILY_BOUNDARY_REVIEW,
ARGO50,prediction_target,Q6YYC5,ORYSJ,Q6YYC5,genes/ORYSJ/Q6YYC5/Q6YYC5-ai-review.yaml,projects/PROTNLM_EVALUATION/argo_protnlm_50.csv,PTHR45751;PTHR45751:SF16,,Q6YYC5,PTHR45751,MAPPED,prediction_target,interpro/panther/PTHR45751/PTHR45751-review.yaml,,FAMILY_BOUNDARY_REVIEW,
ARGO50,prediction_target,B8BAB0,ORYSI,B8BAB0,genes/ORYSI/B8BAB0/B8BAB0-ai-review.yaml,projects/PROTNLM_EVALUATION/argo_protnlm_50.csv,PTHR31458;PTHR31458:SF2,,B8BAB0,PTHR31458,MAPPED,prediction_target,interpro/panther/PTHR31458/PTHR31458-review.yaml,,FAMILY_BOUNDARY_REVIEW,
ARGO50,prediction_target,A0A1S3Y076,TOBAC,A0A1S3Y076,genes/TOBAC/A0A1S3Y076/A0A1S3Y076-ai-review.yaml,projects/PROTNLM_EVALUATION/argo_protnlm_50.csv,PTHR13547;PTHR13547:SF13,,A0A1S3Y076,PTHR13547,MAPPED,prediction_target,interpro/panther/PTHR13547/PTHR13547-review.yaml,,FAMILY_BOUNDARY_REVIEW,
ARGO50,prediction_target,Q9L243,STRCO,Q9L243,genes/STRCO/Q9L243/Q9L243-ai-review.yaml,projects/PROTNLM_EVALUATION/argo_protnlm_50.csv,,,Q9L243,,NO_PANTHER_ASSIGNMENT,prediction_target,,,INDIVIDUAL_DOMAIN_FAMILY_ASSESSMENT,HAD_SAK_2-domain candidate; substrate unresolved
ARGO50,prediction_target,D3VIU4,XENNA,D3VIU4,genes/XENNA/D3VIU4/D3VIU4-ai-review.yaml,projects/PROTNLM_EVALUATION/argo_protnlm_50.csv,PTHR35936:SF34;PTHR35936,,D3VIU4,PTHR35936,MAPPED,prediction_target,interpro/panther/PTHR35936/PTHR35936-review.yaml,,FAMILY_BOUNDARY_REVIEW,
ARGO50,prediction_target,Q9RSY6,DEIRA,Q9RSY6,genes/DEIRA/Q9RSY6/Q9RSY6-ai-review.yaml,projects/PROTNLM_EVALUATION/argo_protnlm_50.csv,PTHR10724;PTHR10724:SF7,,Q9RSY6,PTHR10724,MAPPED,prediction_target,interpro/panther/PTHR10724/PTHR10724-review.yaml,,FAMILY_BOUNDARY_REVIEW,
ARGO50,prediction_target,Q8P365,XANCP,Q8P365,genes/XANCP/Q8P365/Q8P365-ai-review.yaml,projects/PROTNLM_EVALUATION/argo_protnlm_50.csv,PTHR11592;PTHR11592:SF40,,Q8P365,PTHR11592,MAPPED,prediction_target,interpro/panther/PTHR11592/PTHR11592-review.yaml,,FAMILY_BOUNDARY_REVIEW,
ARGO50,prediction_target,A0A8C5FPT8,GADMO,A0A8C5FPT8,genes/GADMO/A0A8C5FPT8/A0A8C5FPT8-ai-review.yaml,projects/PROTNLM_EVALUATION/argo_protnlm_50.csv,PTHR47219;PTHR47219:SF15,,A0A8C5FPT8,PTHR47219,MAPPED,prediction_target,interpro/panther/PTHR47219/PTHR47219-review.yaml,,FAMILY_BOUNDARY_REVIEW,
ARGO50,prediction_target,A0A674PKV4,TAKRU,A0A674PKV4,genes/TAKRU/A0A674PKV4/A0A674PKV4-ai-review.yaml,projects/PROTNLM_EVALUATION/argo_protnlm_50.csv,PTHR23065:SF57;PTHR23065,,A0A674PKV4,PTHR23065,MAPPED,prediction_target,interpro/panther/PTHR23065/PTHR23065-review.yaml,,FAMILY_BOUNDARY_REVIEW,
ARGO50,prediction_target,A0A8M9QG43,DANRE,A0A8M9QG43,genes/DANRE/A0A8M9QG43/A0A8M9QG43-ai-review.yaml,projects/PROTNLM_EVALUATION/argo_protnlm_50.csv,PTHR23172;PTHR23172:SF4,,A0A8M9QG43,PTHR23172,MAPPED,prediction_target,interpro/panther/PTHR23172/PTHR23172-review.yaml,,FAMILY_BOUNDARY_REVIEW,
ARGO50,prediction_target,A0A8C2TBA7,COTJA,A0A8C2TBA7,genes/COTJA/A0A8C2TBA7/A0A8C2TBA7-ai-review.yaml,projects/PROTNLM_EVALUATION/argo_protnlm_50.csv,PTHR10680;PTHR10680:SF14,,A0A8C2TBA7,PTHR10680,MAPPED,prediction_target,interpro/panther/PTHR10680/PTHR10680-review.yaml,,FAMILY_BOUNDARY_REVIEW,
ARGO50,prediction_target,A0A2I0M3K7,COLLI,A0A2I0M3K7,genes/COLLI/A0A2I0M3K7/A0A2I0M3K7-ai-review.yaml,projects/PROTNLM_EVALUATION/argo_protnlm_50.csv,PTHR13195;PTHR13195:SF0,,A0A2I0M3K7,PTHR13195,MAPPED,prediction_target,interpro/panther/PTHR13195/PTHR13195-review.yaml,,FAMILY_BOUNDARY_REVIEW,
ARGO50,prediction_target,A0A6I8W8A2,DROPS,A0A6I8W8A2,genes/DROPS/A0A6I8W8A2/A0A6I8W8A2-ai-review.yaml,projects/PROTNLM_EVALUATION/argo_protnlm_50.csv,PTHR22872,,A0A6I8W8A2,PTHR22872,MAPPED,prediction_target,interpro/panther/PTHR22872/PTHR22872-review.yaml,,FAMILY_BOUNDARY_REVIEW,
ARGO50,prediction_target,A0A6I8TLE4,AEDAE,A0A6I8TLE4,genes/AEDAE/A0A6I8TLE4/A0A6I8TLE4-ai-review.yaml,projects/PROTNLM_EVALUATION/argo_protnlm_50.csv,PTHR10194:SF60;PTHR10194,,A0A6I8TLE4,PTHR10194,MAPPED,prediction_target,interpro/panther/PTHR10194/PTHR10194-review.yaml,,FAMILY_BOUNDARY_REVIEW,
ARGO50,prediction_target,S0EDH7,GIBF5,S0EDH7,genes/GIBF5/S0EDH7/S0EDH7-ai-review.yaml,projects/PROTNLM_EVALUATION/argo_protnlm_50.csv,,,S0EDH7,,NO_PANTHER_ASSIGNMENT,prediction_target,,,INDIVIDUAL_DOMAIN_FAMILY_ASSESSMENT,Kinase-like structural superfamily; catalytic class unresolved
ARGO50,prediction_target,Q2U1U6,ASPOR,Q2U1U6,genes/ASPOR/Q2U1U6/Q2U1U6-ai-review.yaml,projects/PROTNLM_EVALUATION/argo_protnlm_50.csv,,,Q2U1U6,,NO_PANTHER_ASSIGNMENT,prediction_target,,,INDIVIDUAL_DOMAIN_FAMILY_ASSESSMENT,Short chondroitin-lyase-like structural match; enzyme unresolved
ARGO50,prediction_target,A0A8J0SCI2,XENTR,A0A8J0SCI2,genes/XENTR/A0A8J0SCI2/A0A8J0SCI2-ai-review.yaml,projects/PROTNLM_EVALUATION/argo_protnlm_50.csv,PTHR24381:SF440;PTHR24381,,A0A8J0SCI2,PTHR24381,MAPPED,prediction_target,interpro/panther/PTHR24381/PTHR24381-review.yaml,,FAMILY_BOUNDARY_REVIEW,
ARGO50,prediction_target,A0A2G9RZF1,AQUCT,A0A2G9RZF1,genes/AQUCT/A0A2G9RZF1/A0A2G9RZF1-ai-review.yaml,projects/PROTNLM_EVALUATION/argo_protnlm_50.csv,PTHR24251:SF37;PTHR24251,,A0A2G9RZF1,PTHR24251,MAPPED,prediction_target,interpro/panther/PTHR24251/PTHR24251-review.yaml,,FAMILY_BOUNDARY_REVIEW,
ARGO50,prediction_target,A0A061AL94,CAEEL,A0A061AL94,genes/CAEEL/A0A061AL94/A0A061AL94-ai-review.yaml,projects/PROTNLM_EVALUATION/argo_protnlm_50.csv,,,A0A061AL94,,NO_PANTHER_ASSIGNMENT,prediction_target,,PTHR11630,INDIVIDUAL_DOMAIN_FAMILY_ASSESSMENT,Verified mcm-4 gene context; isolated MCM4 C-terminal sequence
ARGO50,prediction_target,A0A8B6GS20,MYTGA,A0A8B6GS20,genes/MYTGA/A0A8B6GS20/A0A8B6GS20-ai-review.yaml,projects/PROTNLM_EVALUATION/argo_protnlm_50.csv,PTHR10807:SF73;PTHR10807,,A0A8B6GS20,PTHR10807,MAPPED,prediction_target,interpro/panther/PTHR10807/PTHR10807-review.yaml,,FAMILY_BOUNDARY_REVIEW,
ARGO50,prediction_target,A0BFB4,PARTE,A0BFB4,genes/PARTE/A0BFB4/A0BFB4-ai-review.yaml,projects/PROTNLM_EVALUATION/argo_protnlm_50.csv,PTHR44167;PTHR44167:SF18,,A0BFB4,PTHR44167,MAPPED,prediction_target,interpro/panther/PTHR44167/PTHR44167-review.yaml,,FAMILY_BOUNDARY_REVIEW,
ARGO50,prediction_target,B7FXQ8,PHATC,B7FXQ8,genes/PHATC/B7FXQ8/B7FXQ8-ai-review.yaml,projects/PROTNLM_EVALUATION/argo_protnlm_50.csv,PTHR11527,,B7FXQ8,PTHR11527,MAPPED,prediction_target,interpro/panther/PTHR11527/PTHR11527-review.yaml,,FAMILY_BOUNDARY_REVIEW,
ARGO50,prediction_target,A2FPI7,TRIV3,A2FPI7,genes/TRIV3/A2FPI7/A2FPI7-ai-review.yaml,projects/PROTNLM_EVALUATION/argo_protnlm_50.csv,,,A2FPI7,,NO_PANTHER_ASSIGNMENT,prediction_target,,,INDIVIDUAL_DOMAIN_FAMILY_ASSESSMENT,KilA-N/APSES DNA-binding domain family
ARGO50,prediction_target,A0A1S3BTE3,CUCME,A0A1S3BTE3,genes/CUCME/A0A1S3BTE3/A0A1S3BTE3-ai-review.yaml,projects/PROTNLM_EVALUATION/argo_protnlm_50.csv,PTHR24055,,A0A1S3BTE3,PTHR24055,MAPPED,prediction_target,interpro/panther/PTHR24055/PTHR24055-review.yaml,,FAMILY_BOUNDARY_REVIEW,
ARGO50,prediction_target,A0A804UIX9,MAIZE,A0A804UIX9,genes/MAIZE/A0A804UIX9/A0A804UIX9-ai-review.yaml,projects/PROTNLM_EVALUATION/argo_protnlm_50.csv,PTHR24177;PTHR24177:SF432,,A0A804UIX9,PTHR24177,MAPPED,prediction_target,interpro/panther/PTHR24177/PTHR24177-review.yaml,,FAMILY_BOUNDARY_REVIEW,
ARGO50,prediction_target,A0A2I4G8T1,JUGRE,A0A2I4G8T1,genes/JUGRE/A0A2I4G8T1/A0A2I4G8T1-ai-review.yaml,projects/PROTNLM_EVALUATION/argo_protnlm_50.csv,PTHR48047;PTHR48047:SF229,,A0A2I4G8T1,PTHR48047,MAPPED,prediction_target,interpro/panther/PTHR48047/PTHR48047-review.yaml,,FAMILY_BOUNDARY_REVIEW,
ARGO50,prediction_target,Q7NUH2,CHRVO,Q7NUH2,genes/CHRVO/Q7NUH2/Q7NUH2-ai-review.yaml,projects/PROTNLM_EVALUATION/argo_protnlm_50.csv,PTHR33164:SF43;PTHR33164,,Q7NUH2,PTHR33164,MAPPED,prediction_target,interpro/panther/PTHR33164/PTHR33164-review.yaml,,FAMILY_BOUNDARY_REVIEW,
ARGO50,prediction_target,Q7VZI5,BORPE,Q7VZI5,genes/BORPE/Q7VZI5/Q7VZI5-ai-review.yaml,projects/PROTNLM_EVALUATION/argo_protnlm_50.csv,PTHR43709;PTHR43709:SF2,,Q7VZI5,PTHR43709,MAPPED,prediction_target,interpro/panther/PTHR43709/PTHR43709-review.yaml,,FAMILY_BOUNDARY_REVIEW,
ARGO50,prediction_target,A0A2K5UJ34,MACFA,A0A2K5UJ34,genes/MACFA/A0A2K5UJ34/A0A2K5UJ34-ai-review.yaml,projects/PROTNLM_EVALUATION/argo_protnlm_50.csv,PTHR31859;PTHR31859:SF1,,A0A2K5UJ34,PTHR31859,MAPPED,prediction_target,interpro/panther/PTHR31859/PTHR31859-review.yaml,,FAMILY_BOUNDARY_REVIEW,
ARGO50,prediction_target,A0A2U1PS28,ARTAN,A0A2U1PS28,genes/ARTAN/A0A2U1PS28/A0A2U1PS28-ai-review.yaml,projects/PROTNLM_EVALUATION/argo_protnlm_50.csv,PTHR43512:SF4;PTHR43512,,A0A2U1PS28,PTHR43512,MAPPED,prediction_target,interpro/panther/PTHR43512/PTHR43512-review.yaml,,FAMILY_BOUNDARY_REVIEW,
ARGO50,prediction_target,A0A3B6NKR6,WHEAT,A0A3B6NKR6,genes/WHEAT/A0A3B6NKR6/A0A3B6NKR6-ai-review.yaml,projects/PROTNLM_EVALUATION/argo_protnlm_50.csv,PTHR38710;PTHR38710:SF1,,A0A3B6NKR6,PTHR38710,MAPPED,prediction_target,interpro/panther/PTHR38710/PTHR38710-review.yaml,,FAMILY_BOUNDARY_REVIEW,
ARGO50,prediction_target,A0A8B8WEG2,BALMU,A0A8B8WEG2,genes/BALMU/A0A8B8WEG2/A0A8B8WEG2-ai-review.yaml,projects/PROTNLM_EVALUATION/argo_protnlm_50.csv,PTHR24056;PTHR24056:SF174,,A0A8B8WEG2,PTHR24056,MAPPED,prediction_target,interpro/panther/PTHR24056/PTHR24056-review.yaml,,FAMILY_BOUNDARY_REVIEW,
ARGO50,prediction_target,B4MAQ2,DROVI,B4MAQ2,genes/DROVI/B4MAQ2/B4MAQ2-ai-review.yaml,projects/PROTNLM_EVALUATION/argo_protnlm_50.csv,PTHR11223;PTHR11223:SF3,,B4MAQ2,PTHR11223,MAPPED,prediction_target,interpro/panther/PTHR11223/PTHR11223-review.yaml,,FAMILY_BOUNDARY_REVIEW,
ARGO50,prediction_target,A0A8B6BFL6,MYTGA,A0A8B6BFL6,genes/MYTGA/A0A8B6BFL6/A0A8B6BFL6-ai-review.yaml,projects/PROTNLM_EVALUATION/argo_protnlm_50.csv,PTHR33050;PTHR33050:SF7,,A0A8B6BFL6,PTHR33050,MAPPED,prediction_target,interpro/panther/PTHR33050/PTHR33050-review.yaml,,FAMILY_BOUNDARY_REVIEW,
ARGO50,prediction_target,A0A8J1IYX6,XENTR,A0A8J1IYX6,genes/XENTR/A0A8J1IYX6/A0A8J1IYX6-ai-review.yaml,projects/PROTNLM_EVALUATION/argo_protnlm_50.csv,PTHR24351,,A0A8J1IYX6,PTHR24351,MAPPED,prediction_target,interpro/panther/PTHR24351/PTHR24351-review.yaml,,FAMILY_BOUNDARY_REVIEW,
ARGO50,prediction_target,A0A444Z7V7,ARAHY,A0A444Z7V7,genes/ARAHY/A0A444Z7V7/A0A444Z7V7-ai-review.yaml,projects/PROTNLM_EVALUATION/argo_protnlm_50.csv,PTHR13301,,A0A444Z7V7,PTHR13301,MAPPED,prediction_target,interpro/panther/PTHR13301/PTHR13301-review.yaml,,FAMILY_BOUNDARY_REVIEW,
ARGO50,prediction_target,F6WPT1,XENTR,F6WPT1,genes/XENTR/F6WPT1/F6WPT1-ai-review.yaml,projects/PROTNLM_EVALUATION/argo_protnlm_50.csv,PTHR11711,,F6WPT1,PTHR11711,MAPPED,prediction_target,interpro/panther/PTHR11711/PTHR11711-review.yaml,,FAMILY_BOUNDARY_REVIEW,
ARGO50,prediction_target,A0A4W3GVU1,CALMI,A0A4W3GVU1,genes/CALMI/A0A4W3GVU1/A0A4W3GVU1-ai-review.yaml,projects/PROTNLM_EVALUATION/argo_protnlm_50.csv,PTHR13976,,A0A4W3GVU1,PTHR13976,MAPPED,prediction_target,interpro/panther/PTHR13976/PTHR13976-review.yaml,,FAMILY_BOUNDARY_REVIEW,
HORSE40,prediction_target,A0A3Q2H1L9,HORSE,VAPA,genes/HORSE/VAPA/VAPA-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,PTHR10809;PTHR10809:SF155,,A0A3Q2H1L9,PTHR10809,MAPPED,prediction_target,interpro/panther/PTHR10809/PTHR10809-review.yaml,,FAMILY_BOUNDARY_REVIEW,
HORSE40,prediction_target,A0A3Q2I3U9,HORSE,CAPSL,genes/HORSE/CAPSL/CAPSL-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,PTHR34524;PTHR34524:SF5,,A0A3Q2I3U9,PTHR34524,MAPPED,prediction_target,interpro/panther/PTHR34524/PTHR34524-review.yaml,,FAMILY_BOUNDARY_REVIEW,
HORSE40,prediction_target,A0A9L0TJE1,HORSE,MYL10,genes/HORSE/MYL10/MYL10-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,PTHR23049,,A0A9L0TJE1,PTHR23049,MAPPED,prediction_target,interpro/panther/PTHR23049/PTHR23049-review.yaml,,FAMILY_BOUNDARY_REVIEW,
HORSE40,prediction_target,A0A9L0SR44,HORSE,KRIT1,genes/HORSE/KRIT1/KRIT1-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,PTHR13283;PTHR13283:SF11,,A0A9L0SR44,PTHR13283,MAPPED,prediction_target,interpro/panther/PTHR13283/PTHR13283-review.yaml,,FAMILY_BOUNDARY_REVIEW,
HORSE40,prediction_target,F7A4N8,HORSE,CTDSP2,genes/HORSE/CTDSP2/CTDSP2-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,,,F7A4N8,,NO_PANTHER_ASSIGNMENT,prediction_target,,,INDIVIDUAL_DOMAIN_FAMILY_ASSESSMENT,Short CTDSP2 gene model; canonical phosphatase context insufficient
HORSE40,prediction_target,A0A9L0RWM8,HORSE,PEA15,genes/HORSE/PEA15/PEA15-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,PTHR48169:SF1;PTHR48169,,A0A9L0RWM8,PTHR48169,MAPPED,prediction_target,interpro/panther/PTHR48169/PTHR48169-review.yaml,,FAMILY_BOUNDARY_REVIEW,
HORSE40,prediction_target,A0A9L0RRL6,HORSE,ALDH7A1,genes/HORSE/ALDH7A1/ALDH7A1-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,PTHR43521;PTHR43521:SF1,,A0A9L0RRL6,PTHR43521,MAPPED,prediction_target,interpro/panther/PTHR43521/PTHR43521-review.yaml,,FAMILY_BOUNDARY_REVIEW,
HORSE40,prediction_target,F6QF00,HORSE,GHSR,genes/HORSE/GHSR/GHSR-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,PTHR24243;PTHR24243:SF7,,F6QF00,PTHR24243,MAPPED,prediction_target,interpro/panther/PTHR24243/PTHR24243-review.yaml,,FAMILY_BOUNDARY_REVIEW,
HORSE40,prediction_target,A0A5F5PM72,HORSE,ALG5,genes/HORSE/ALG5/ALG5-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,PTHR10859:SF91;PTHR10859,,A0A5F5PM72,PTHR10859,MAPPED,prediction_target,interpro/panther/PTHR10859/PTHR10859-review.yaml,,FAMILY_BOUNDARY_REVIEW,
HORSE40,prediction_target,F6Z587,HORSE,HSPD1,genes/HORSE/HSPD1/HSPD1-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,PTHR45633,,F6Z587,PTHR45633,MAPPED,prediction_target,interpro/panther/PTHR45633/PTHR45633-review.yaml,,FAMILY_BOUNDARY_REVIEW,
HORSE40,prediction_target,A0A9L0T1D1,HORSE,CXCR3,genes/HORSE/CXCR3/CXCR3-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,PTHR10489:SF671;PTHR10489,,A0A9L0T1D1,PTHR10489,MAPPED,prediction_target,interpro/panther/PTHR10489/PTHR10489-review.yaml,,FAMILY_BOUNDARY_REVIEW,
HORSE40,prediction_target,A0A9L0SB67,HORSE,DARS2,genes/HORSE/DARS2/DARS2-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,PTHR22594:SF5;PTHR22594,,A0A9L0SB67,PTHR22594,MAPPED,prediction_target,interpro/panther/PTHR22594/PTHR22594-review.yaml,,FAMILY_BOUNDARY_REVIEW,
HORSE40,prediction_target,A0A9L0TTC1,HORSE,GPAM,genes/HORSE/GPAM/GPAM-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,PTHR12563;PTHR12563:SF16,,A0A9L0TTC1,PTHR12563,MAPPED,prediction_target,interpro/panther/PTHR12563/PTHR12563-review.yaml,,FAMILY_BOUNDARY_REVIEW,
HORSE40,prediction_target,A0A9L0S5Z5,HORSE,HSPA4,genes/HORSE/HSPA4/HSPA4-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,PTHR45639:SF6;PTHR45639,,A0A9L0S5Z5,PTHR45639,MAPPED,prediction_target,interpro/panther/PTHR45639/PTHR45639-review.yaml,,FAMILY_BOUNDARY_REVIEW,
HORSE40,prediction_target,A0A9L0SQG9,HORSE,DUOX1,genes/HORSE/DUOX1/DUOX1-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,PTHR11972:SF75;PTHR11972,,A0A9L0SQG9,PTHR11972,MAPPED,prediction_target,interpro/panther/PTHR11972/PTHR11972-review.yaml,,FAMILY_BOUNDARY_REVIEW,
HORSE40,prediction_target,A0A9L0T3C1,HORSE,MTMR9,genes/HORSE/MTMR9/MTMR9-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,PTHR10807;PTHR10807:SF56,,A0A9L0T3C1,PTHR10807,MAPPED,prediction_target,interpro/panther/PTHR10807/PTHR10807-review.yaml,,FAMILY_BOUNDARY_REVIEW,
HORSE40,prediction_target,A0A9L0T4W6,HORSE,PTPRN2,genes/HORSE/PTPRN2/PTPRN2-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,PTHR46106;PTHR46106:SF5,,A0A9L0T4W6,PTHR46106,MAPPED,prediction_target,interpro/panther/PTHR46106/PTHR46106-review.yaml,,FAMILY_BOUNDARY_REVIEW,
HORSE40,prediction_target,A0A9L0T837,HORSE,DNMT3L,genes/HORSE/DNMT3L/DNMT3L-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,PTHR23068:SF13;PTHR23068,,A0A9L0T837,PTHR23068,MAPPED,prediction_target,interpro/panther/PTHR23068/PTHR23068-review.yaml,,FAMILY_BOUNDARY_REVIEW,
HORSE40,prediction_target,A0A3Q2HDT6,HORSE,IRAK3,genes/HORSE/IRAK3/IRAK3-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,PTHR24419;PTHR24419:SF7,,A0A3Q2HDT6,PTHR24419,MAPPED,prediction_target,interpro/panther/PTHR24419/PTHR24419-review.yaml,,FAMILY_BOUNDARY_REVIEW,
HORSE40,prediction_target,A0A9L0S961,HORSE,PPP4R4,genes/HORSE/PPP4R4/PPP4R4-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,PTHR21467;PTHR21467:SF0,,A0A9L0S961,PTHR21467,MAPPED,prediction_target,interpro/panther/PTHR21467/PTHR21467-review.yaml,,FAMILY_BOUNDARY_REVIEW,
HORSE40,prediction_target,A0A9L0R074,HORSE,CDK7,genes/HORSE/CDK7/CDK7-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,PTHR24056;PTHR24056:SF0,,A0A9L0R074,PTHR24056,MAPPED,prediction_target,interpro/panther/PTHR24056/PTHR24056-review.yaml,,FAMILY_BOUNDARY_REVIEW,
