gene_symbol	gene_name	target_go_id	target_go_label	goa_status	mapping_scopes	mapping_files	mapping_subjects	pn_codes	representative_genes	supporting_goa_terms	projection_count
ABRAXAS2		GO:0070552	BRISC complex	already_in_goa_exact	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|DUBs and UBL demodifiers|BRISC complex;Ubiquitin Proteasome System|DUBs and UBL demodifiers|BRISC complex|noncatalytic	Ubiquitin Proteasome System|DUBs and UBL demodifiers|BRISC complex|noncatalytic|JAMM / MPN / ubiquitin binding	ABRAXAS2;BABAM1;BABAM2;BRCC3	GO:0070552 BRISC complex	2
ABTB1		GO:1990756	ubiquitin-like ligase-substrate adaptor activity	new_to_goa	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|Cul3 substrate receptor	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|Cul3 substrate receptor|BTB-BACK|ankyrin	ENC1;GAN;IPP;KBTBD2;KBTBD3		1
ABTB2		GO:1990756	ubiquitin-like ligase-substrate adaptor activity	new_to_goa	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|Cul3 substrate receptor	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|Cul3 substrate receptor|BTB-BACK, variant|ankyrin	ENC1;GAN;IPP;KBTBD2;KBTBD3		1
ABTB3		GO:1990756	ubiquitin-like ligase-substrate adaptor activity	new_to_goa	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|Cul3 substrate receptor	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|Cul3 substrate receptor|BTB-BACK, variant|ankyrin, transmembrane	ENC1;GAN;IPP;KBTBD2;KBTBD3		1
ACBD5		GO:0000425	pexophagy	already_in_goa_exact	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagy substrate selection|Substrate selectivity regulator for selective autophagy|Pexophagy	Autophagy-Lysosome Pathway|Autophagy substrate selection|Substrate selectivity regulator for selective autophagy|Pexophagy	ACBD5	GO:0000425 pexophagy	1
ACP2		GO:0016791	phosphatase activity	entailed_by_goa_closure	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal phosphatase	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal phosphatase	ACP2;ACP3;ACP4;ACP5	GO:0003993 acid phosphatase activity	1
ACP3		GO:0016791	phosphatase activity	already_in_goa_exact	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal phosphatase	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal phosphatase	ACP2;ACP3;ACP4;ACP5	GO:0016791 phosphatase activity	1
ACP4		GO:0016791	phosphatase activity	entailed_by_goa_closure	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal phosphatase	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal phosphatase	ACP2;ACP3;ACP4;ACP5	GO:0003993 acid phosphatase activity;GO:0004725 protein tyrosine phosphatase activity	1
ACP5		GO:0016791	phosphatase activity	entailed_by_goa_closure	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal phosphatase	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal phosphatase	ACP2;ACP3;ACP4;ACP5	GO:0003993 acid phosphatase activity	1
ADRB2		GO:0061724	lipophagy	supported_by_goa_regulation	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagy substrate selection|Marking substrates for selective autophagy|Lipophagy	Autophagy-Lysosome Pathway|Autophagy substrate selection|Marking substrates for selective autophagy|Lipophagy|Upstream lipophagy signaling	ADRB2;AUP1;RAB7A;RAB7B;UBE2G2	GO:1904504 positive regulation of lipophagy	1
ADRM1		GO:0000502	proteasome complex	already_in_goa_exact	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|proteasomal subunits	Ubiquitin Proteasome System|Ubiquitin and UBL binding|proteasomal subunits|regulatory particle|idiosyncratic Ub binding / PRU	ADRM1;PSMD14;PSMD2;PSMD4	GO:0000502 proteasome complex	1
ADRM1		GO:0005838	proteasome regulatory particle	entailed_by_goa_closure	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Proteasome and associated proteins|proteasome regulatory particle subunit;Ubiquitin Proteasome System|Ubiquitin and UBL binding|proteasomal subunits|regulatory particle;Ubiquitin Proteasome System|Ubiquitin and UBL binding|proteasomal subunits|regulatory particle|idiosyncratic Ub binding / PRU	Ubiquitin Proteasome System|Proteasome and associated proteins|proteasome regulatory particle subunit|base, nonATPase|PRU, DEUBAD;Ubiquitin Proteasome System|Ubiquitin and UBL binding|proteasomal subunits|regulatory particle|idiosyncratic Ub binding / PRU	ADRM1;PSMC1;PSMC2;PSMC3;PSMC4;PSMC5;PSMD14;PSMD2;PSMD4	GO:0008541 proteasome regulatory particle, lid subcomplex	3
ADRM1		GO:0008540	proteasome regulatory particle, base subcomplex	more_specific_than_existing_goa	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Proteasome and associated proteins|proteasome regulatory particle subunit|base, nonATPase	Ubiquitin Proteasome System|Proteasome and associated proteins|proteasome regulatory particle subunit|base, nonATPase|PRU, DEUBAD	ADRM1;PSMD1;PSMD2;PSMD4	GO:0000502 proteasome complex	1
AFG3L2		GO:0005759	mitochondrial matrix	more_specific_than_existing_goa	ok_for_propagation_to_go	mitochondrial_proteostasis.yaml	Mitochondrial proteostasis|Organelle-specific protein degradation|Matrix protease	Mitochondrial proteostasis|Organelle-specific protein degradation|Matrix protease	AFG3L2;CLPX;PITRM1;SPG7;YME1L1	GO:0005739 mitochondrion	1
AFG3L2		GO:0035694	mitochondrial protein catabolic process	more_specific_than_existing_goa	ok_for_propagation_to_go	mitochondrial_proteostasis.yaml	Mitochondrial proteostasis|Organelle-specific protein degradation	Mitochondrial proteostasis|Organelle-specific protein degradation|Matrix protease	ANKZF1;FAF2;MARCHF5;USP30;VCP	GO:0030163 protein catabolic process	1
AGA		GO:0003948	N4-(beta-N-acetylglucosaminyl)-L-asparaginase activity	already_in_goa_exact	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal carbohydrate catabolism|Lysosomal protein deglycosidase	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal carbohydrate catabolism|Lysosomal protein deglycosidase	AGA	GO:0003948 N4-(beta-N-acetylglucosaminyl)-L-asparaginase activity	1
AGK		GO:0015031	protein transport	new_to_goa	ok_for_propagation_to_go	mitochondrial_proteostasis.yaml	Mitochondrial proteostasis|Protein transport	Mitochondrial proteostasis|Protein transport|Inner membrane import|TIMM22 complex	TOMM20;TOMM20L;TOMM5;TOMM6;TOMM7		1
AGK		GO:0042721	TIM22 mitochondrial import inner membrane insertion complex	already_in_goa_exact	ok_for_propagation_to_go	mitochondrial_proteostasis.yaml	Mitochondrial proteostasis|Protein transport|Inner membrane import|TIMM22 complex	Mitochondrial proteostasis|Protein transport|Inner membrane import|TIMM22 complex	AGK;TIMM22;TIMM29	GO:0042721 TIM22 mitochondrial import inner membrane insertion complex	1
AGK		GO:0045039	protein insertion into mitochondrial inner membrane	already_in_goa_exact	ok_for_propagation_to_go	mitochondrial_proteostasis.yaml	Mitochondrial proteostasis|Protein transport|Inner membrane import	Mitochondrial proteostasis|Protein transport|Inner membrane import|TIMM22 complex	TIMM17A;TIMM17B;TIMM21;TIMM23;TIMM23B	GO:0045039 protein insertion into mitochondrial inner membrane	1
AGR2		GO:0003756	protein disulfide isomerase activity	new_to_goa	ok_for_propagation_to_go	er_proteostasis.yaml	ER proteostasis|Folding enzyme|Protein disulfide isomerases	ER proteostasis|Folding enzyme|Protein disulfide isomerases	AGR2;AGR3;CASQ1;CASQ2;DNAJC10		1
AGR3		GO:0003756	protein disulfide isomerase activity	new_to_goa	ok_for_propagation_to_go	er_proteostasis.yaml	ER proteostasis|Folding enzyme|Protein disulfide isomerases	ER proteostasis|Folding enzyme|Protein disulfide isomerases	AGR2;AGR3;CASQ1;CASQ2;DNAJC10		1
AHCTF1		GO:0005643	nuclear pore	already_in_goa_exact	ok_for_propagation_to_go	nuclear_proteostasis.yaml	Nuclear proteostasis|Protein transport|Nuclear pore complex	Nuclear proteostasis|Protein transport|Nuclear pore complex	GLE1;NUP214;NUP88;RAE1;RANBP2	GO:0005643 nuclear pore	1
AHCTF1		GO:0015031	protein transport	new_to_goa	ok_for_propagation_to_go	nuclear_proteostasis.yaml	Nuclear proteostasis|Protein transport	Nuclear proteostasis|Protein transport|Nuclear pore complex	GLE1;NUP214;NUP88;RAE1;RANBP2		1
AHR		GO:1990756	ubiquitin-like ligase-substrate adaptor activity	new_to_goa	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|Cul4A/Cul4B substrate adaptor	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|Cul4A/Cul4B substrate adaptor|AHR / ARNT / TBL3 complex|PAS	AHR;ARNT;COP1;DCAF13;DCAF7		1
AHSA1		GO:0051879	Hsp90 protein binding	already_in_goa_exact	ok_for_propagation_to_go	chaperone_systems.yaml	Cytonuclear proteostasis|Chaperone|HSP90 system|HSP90 cochaperone	Cytonuclear proteostasis|Chaperone|HSP90 system|HSP90 cochaperone|no characteristic domain	AARSD1;CACYBP;CHORDC1;CYB5R4;DNAAF11	GO:0051879 Hsp90 protein binding	1
AIMP1		GO:0017101	aminoacyl-tRNA synthetase multienzyme complex	already_in_goa_exact	ok_for_propagation_to_go	translation.yaml	Translation|Cytosolic translation|Translation elongation|multisynthase complex	Translation|Cytosolic translation|Translation elongation|multisynthase complex	AIMP1;AIMP2;EEF1E1	GO:0017101 aminoacyl-tRNA synthetase multienzyme complex	1
AIMP2		GO:0017101	aminoacyl-tRNA synthetase multienzyme complex	already_in_goa_exact	ok_for_propagation_to_go	translation.yaml	Translation|Cytosolic translation|Translation elongation|multisynthase complex	Translation|Cytosolic translation|Translation elongation|multisynthase complex	AIMP1;AIMP2;EEF1E1	GO:0017101 aminoacyl-tRNA synthetase multienzyme complex	1
AIP		GO:0003755	peptidyl-prolyl cis-trans isomerase activity	already_in_goa_exact	ok_for_propagation_to_go	chaperone_systems.yaml	Cytonuclear proteostasis|Folding enzyme|Peptidyl-prolyl isomerases;Cytonuclear proteostasis|Folding enzyme|Peptidyl-prolyl isomerases|FKBP type	Cytonuclear proteostasis|Folding enzyme|Peptidyl-prolyl isomerases|FKBP type	AIP;AIPL1;FKBP1A;FKBP1B;FKBP3	GO:0003755 peptidyl-prolyl cis-trans isomerase activity	2
AIP		GO:0031072	heat shock protein binding	more_specific_than_existing_goa	ok_for_propagation_to_go	chaperone_systems.yaml	Cytonuclear proteostasis|Chaperone|HSP70-HSP90 system integration|HSP70-HSP90 joint cochaperone	Cytonuclear proteostasis|Chaperone|HSP70-HSP90 system integration|HSP70-HSP90 joint cochaperone|CC-TPR and PPIase domain containing	DNAAF4;DNAJC7;SMYD4;TTC12;TTC4	GO:0005515 protein binding	1
AIPL1		GO:0003755	peptidyl-prolyl cis-trans isomerase activity	already_in_goa_exact	ok_for_propagation_to_go	chaperone_systems.yaml	Cytonuclear proteostasis|Folding enzyme|Peptidyl-prolyl isomerases;Cytonuclear proteostasis|Folding enzyme|Peptidyl-prolyl isomerases|FKBP type	Cytonuclear proteostasis|Folding enzyme|Peptidyl-prolyl isomerases|FKBP type	AIP;AIPL1;FKBP1A;FKBP1B;FKBP3	GO:0003755 peptidyl-prolyl cis-trans isomerase activity	2
AIPL1		GO:0031072	heat shock protein binding	more_specific_than_existing_goa	ok_for_propagation_to_go	chaperone_systems.yaml	Cytonuclear proteostasis|Chaperone|HSP70-HSP90 system integration|HSP70-HSP90 joint cochaperone	Cytonuclear proteostasis|Chaperone|HSP70-HSP90 system integration|HSP70-HSP90 joint cochaperone|CC-TPR and PPIase domain containing	DNAAF4;DNAJC7;SMYD4;TTC12;TTC4	GO:0005515 protein binding	1
AIRE		GO:0061630	ubiquitin protein ligase activity	new_to_goa	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|RING variant	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|RING variant|PHD|other	PRPF19;STUB1;UBE4A;UBOX5;WDSUB1		1
AKIRIN1		GO:0070628	proteasome binding	new_to_goa	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Proteasome and associated proteins|adaptors	Ubiquitin Proteasome System|Proteasome and associated proteins|adaptors|Akirin	AKIRIN1;AKIRIN2;ZFAND1;ZFAND2A;ZFAND2B		1
AKIRIN2		GO:0070628	proteasome binding	new_to_goa	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Proteasome and associated proteins|adaptors	Ubiquitin Proteasome System|Proteasome and associated proteins|adaptors|Akirin	AKIRIN1;AKIRIN2;ZFAND1;ZFAND2A;ZFAND2B		1
AKT1		GO:1904715	negative regulation of chaperone-mediated autophagy	more_specific_than_existing_goa	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Chaperone-mediated autophagy|Lysosomal modulator of chaperone-mediated autophagy|Chaperone-mediated autophagy inhibitor	Autophagy-Lysosome Pathway|Chaperone-mediated autophagy|Lysosomal modulator of chaperone-mediated autophagy|Chaperone-mediated autophagy inhibitor|Modulator of LAMP2A multimerization	AKT1;CTSA;RICTOR	GO:0010507 negative regulation of autophagy	1
AKT1S1		GO:0031931	TORC1 complex	already_in_goa_exact	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Pre-initiation autophagy signaling|mTORC1 pathway, direct|mTORC1 complex component	Autophagy-Lysosome Pathway|Pre-initiation autophagy signaling|mTORC1 pathway, direct|mTORC1 complex component	AKT1S1;DEPTOR;MLST8;MTOR;RPTOR	GO:0031931 TORC1 complex	1
AMBRA1		GO:1904716	positive regulation of chaperone-mediated autophagy	more_specific_than_existing_goa	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Chaperone-mediated autophagy|Lysosomal modulator of chaperone-mediated autophagy|Chaperone-mediated autophagy enhancer	Autophagy-Lysosome Pathway|Chaperone-mediated autophagy|Lysosomal modulator of chaperone-mediated autophagy|Chaperone-mediated autophagy enhancer|Enhancer of substrate uptake	AMBRA1;GFAP;MT-RNR2;PSME1;TP53	GO:0010508 positive regulation of autophagy	1
AMBRA1		GO:1990756	ubiquitin-like ligase-substrate adaptor activity	already_in_goa_exact	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|Cul4A/Cul4B substrate receptor	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|Cul4A/Cul4B substrate receptor|WD40|other	BRWD1;BRWD3;DCAF1;DCAF6;PHIP	GO:1990756 ubiquitin-like ligase-substrate adaptor activity	1
AMFR		GO:0000151	ubiquitin ligase complex	already_in_goa_exact	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|LMBR1L-GP78-UBAC2 complex|catalytic / UBOX, transmembrane	GID8;MAEA;RANBP10;RMND5A;RMND5B	GO:0000151 ubiquitin ligase complex	1
AMFR		GO:0036503	ERAD pathway	already_in_goa_exact	exact;ok_for_propagation_to_go	er_proteostasis.yaml	ER proteostasis|Organelle-specific protein degradation|ER associated degradation;ER proteostasis|Organelle-specific protein degradation|ER associated degradation|VCP system for retrotranslocation in ERAD	ER proteostasis|Organelle-specific protein degradation|ER associated degradation|VCP system for retrotranslocation in ERAD|VCP accessories	DERL1;DERL2;DERL3;HERPUD1;SYVN1;UBQLN1;UBQLN2;UBXN4;UBXN8;VCP	GO:0036503 ERAD pathway	2
AMFR		GO:0061630	ubiquitin protein ligase activity	already_in_goa_exact	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|RING;Ubiquitin Proteasome System|Ubiquitin and UBL binding|E3 ligase;Ubiquitin Proteasome System|VCP and associated proteins|associated E3 ligases	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|RING|ubiquitin binding & transmembrane|ER;Ubiquitin Proteasome System|Ubiquitin and UBL binding|E3 ligase|RING / with UBD & TM|CUE;Ubiquitin Proteasome System|VCP and associated proteins|associated E3 ligases|RING|VIM & transmembrane	AMFR;ASB2;FBXW4;FBXW7;FBXW8;MID1;MID2;PML;RNF125;RNF31;SYVN1;TRIM36;TRIM46;TRIM9;UBE4B	GO:0061630 ubiquitin protein ligase activity	3
ANAPC1		GO:0000151	ubiquitin ligase complex	entailed_by_goa_closure	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|Anaphase Promoting Complex|noncatalytic / Armadillo-like	GID8;MAEA;RANBP10;RMND5A;RMND5B	GO:0005680 anaphase-promoting complex	1
ANAPC1		GO:0005680	anaphase-promoting complex	already_in_goa_exact	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|Anaphase Promoting Complex	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|Anaphase Promoting Complex|noncatalytic / Armadillo-like	ANAPC1;ANAPC10;ANAPC11;ANAPC2;CDC16	GO:0005680 anaphase-promoting complex	1
ANAPC10		GO:0000151	ubiquitin ligase complex	entailed_by_goa_closure	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|Anaphase Promoting Complex|noncatalytic / DOC	GID8;MAEA;RANBP10;RMND5A;RMND5B	GO:0005680 anaphase-promoting complex	1
ANAPC10		GO:0005680	anaphase-promoting complex	already_in_goa_exact	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|Anaphase Promoting Complex	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|Anaphase Promoting Complex|noncatalytic / DOC	ANAPC1;ANAPC10;ANAPC11;ANAPC2;CDC16	GO:0005680 anaphase-promoting complex	1
ANAPC11		GO:0000151	ubiquitin ligase complex	entailed_by_goa_closure	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex;Ubiquitin Proteasome System|Ubiquitin and UBL binding|E3 ligase complex component	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|Anaphase Promoting Complex|catalytic / RING;Ubiquitin Proteasome System|Ubiquitin and UBL binding|E3 ligase complex component|APC / catalytic subunit|idiosyncratic Ub binding / other	ANAPC11;ANAPC2;FANCL;GID8;KCMF1;MAEA;RANBP10;RMND5A;RMND5B;SHARPIN	GO:0005680 anaphase-promoting complex;GO:0031461 cullin-RING ubiquitin ligase complex	2
ANAPC11		GO:0005680	anaphase-promoting complex	already_in_goa_exact	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|Anaphase Promoting Complex	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|Anaphase Promoting Complex|catalytic / RING	ANAPC1;ANAPC10;ANAPC11;ANAPC2;CDC16	GO:0005680 anaphase-promoting complex	1
ANAPC13		GO:0000151	ubiquitin ligase complex	entailed_by_goa_closure	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|Anaphase Promoting Complex|noncatalytic / other	GID8;MAEA;RANBP10;RMND5A;RMND5B	GO:0005680 anaphase-promoting complex	1
ANAPC13		GO:0005680	anaphase-promoting complex	already_in_goa_exact	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|Anaphase Promoting Complex	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|Anaphase Promoting Complex|noncatalytic / other	ANAPC1;ANAPC10;ANAPC11;ANAPC2;CDC16	GO:0005680 anaphase-promoting complex	1
