gene_symbol	gene_name	pn_code	branch	class	group	type	subtype	mapping_file	mapping_subject_level	mapping_subject_code	mapping_scope	target_go_id	target_go_label	representative_genes	conditions	goa_status	supporting_goa_terms	rationale	notes	references
DNAJC6		Cytonuclear proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	Cytonuclear proteostasis	Chaperone	HSP70 system	J-domain containing HSP70 cochaperone		chaperone_systems.yaml	type	Cytonuclear proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	ok_for_propagation_to_go	GO:0030544	Hsp70 protein binding	DNAJA3;HSCB;DNAJB1;DNAJB6		more_specific_than_existing_goa	GO:0005515 protein binding;GO:0031072 heat shock protein binding	In the PN hierarchy, this type denotes J-domain cochaperones assigned to the HSP70 system. Their shared mechanistic role is direct interaction with HSP70-family chaperones, making Hsp70 protein binding the most defensible GO target in the current cache.		proteostasis-workbook-2024; proteostasis-ms1
DNAJC7		Cytonuclear proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	Cytonuclear proteostasis	Chaperone	HSP70 system	J-domain containing HSP70 cochaperone		chaperone_systems.yaml	type	Cytonuclear proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	ok_for_propagation_to_go	GO:0030544	Hsp70 protein binding	DNAJA3;HSCB;DNAJB1;DNAJB6		more_specific_than_existing_goa	GO:0005515 protein binding;GO:0031072 heat shock protein binding	In the PN hierarchy, this type denotes J-domain cochaperones assigned to the HSP70 system. Their shared mechanistic role is direct interaction with HSP70-family chaperones, making Hsp70 protein binding the most defensible GO target in the current cache.		proteostasis-workbook-2024; proteostasis-ms1
DNAJC8		Cytonuclear proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	Cytonuclear proteostasis	Chaperone	HSP70 system	J-domain containing HSP70 cochaperone		chaperone_systems.yaml	type	Cytonuclear proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	ok_for_propagation_to_go	GO:0030544	Hsp70 protein binding	DNAJA3;HSCB;DNAJB1;DNAJB6		already_in_goa_exact	GO:0030544 Hsp70 protein binding	In the PN hierarchy, this type denotes J-domain cochaperones assigned to the HSP70 system. Their shared mechanistic role is direct interaction with HSP70-family chaperones, making Hsp70 protein binding the most defensible GO target in the current cache.		proteostasis-workbook-2024; proteostasis-ms1
DNAJC9		Cytonuclear proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	Cytonuclear proteostasis	Chaperone	HSP70 system	J-domain containing HSP70 cochaperone		chaperone_systems.yaml	type	Cytonuclear proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	ok_for_propagation_to_go	GO:0030544	Hsp70 protein binding	DNAJA3;HSCB;DNAJB1;DNAJB6		more_specific_than_existing_goa	GO:0005515 protein binding;GO:0031072 heat shock protein binding;GO:0051087 protein-folding chaperone binding	In the PN hierarchy, this type denotes J-domain cochaperones assigned to the HSP70 system. Their shared mechanistic role is direct interaction with HSP70-family chaperones, making Hsp70 protein binding the most defensible GO target in the current cache.		proteostasis-workbook-2024; proteostasis-ms1
DNAJC12		Cytonuclear proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	Cytonuclear proteostasis	Chaperone	HSP70 system	J-domain containing HSP70 cochaperone		chaperone_systems.yaml	type	Cytonuclear proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	ok_for_propagation_to_go	GO:0030544	Hsp70 protein binding	DNAJA3;HSCB;DNAJB1;DNAJB6		more_specific_than_existing_goa	GO:0005515 protein binding	In the PN hierarchy, this type denotes J-domain cochaperones assigned to the HSP70 system. Their shared mechanistic role is direct interaction with HSP70-family chaperones, making Hsp70 protein binding the most defensible GO target in the current cache.		proteostasis-workbook-2024; proteostasis-ms1
DNAJC13		Cytonuclear proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	Cytonuclear proteostasis	Chaperone	HSP70 system	J-domain containing HSP70 cochaperone		chaperone_systems.yaml	type	Cytonuclear proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	ok_for_propagation_to_go	GO:0030544	Hsp70 protein binding	DNAJA3;HSCB;DNAJB1;DNAJB6		more_specific_than_existing_goa	GO:0005515 protein binding	In the PN hierarchy, this type denotes J-domain cochaperones assigned to the HSP70 system. Their shared mechanistic role is direct interaction with HSP70-family chaperones, making Hsp70 protein binding the most defensible GO target in the current cache.		proteostasis-workbook-2024; proteostasis-ms1
DNAJC16		Cytonuclear proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	Cytonuclear proteostasis	Chaperone	HSP70 system	J-domain containing HSP70 cochaperone		chaperone_systems.yaml	type	Cytonuclear proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	ok_for_propagation_to_go	GO:0030544	Hsp70 protein binding	DNAJA3;HSCB;DNAJB1;DNAJB6		new_to_goa		In the PN hierarchy, this type denotes J-domain cochaperones assigned to the HSP70 system. Their shared mechanistic role is direct interaction with HSP70-family chaperones, making Hsp70 protein binding the most defensible GO target in the current cache.		proteostasis-workbook-2024; proteostasis-ms1
DNAJC17		Cytonuclear proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	Cytonuclear proteostasis	Chaperone	HSP70 system	J-domain containing HSP70 cochaperone		chaperone_systems.yaml	type	Cytonuclear proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	ok_for_propagation_to_go	GO:0030544	Hsp70 protein binding	DNAJA3;HSCB;DNAJB1;DNAJB6		more_specific_than_existing_goa	GO:0005515 protein binding	In the PN hierarchy, this type denotes J-domain cochaperones assigned to the HSP70 system. Their shared mechanistic role is direct interaction with HSP70-family chaperones, making Hsp70 protein binding the most defensible GO target in the current cache.		proteostasis-workbook-2024; proteostasis-ms1
DNAJC21		Cytonuclear proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	Cytonuclear proteostasis	Chaperone	HSP70 system	J-domain containing HSP70 cochaperone		chaperone_systems.yaml	type	Cytonuclear proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	ok_for_propagation_to_go	GO:0030544	Hsp70 protein binding	DNAJA3;HSCB;DNAJB1;DNAJB6		more_specific_than_existing_goa	GO:0005515 protein binding	In the PN hierarchy, this type denotes J-domain cochaperones assigned to the HSP70 system. Their shared mechanistic role is direct interaction with HSP70-family chaperones, making Hsp70 protein binding the most defensible GO target in the current cache.		proteostasis-workbook-2024; proteostasis-ms1
DNAJC24		Cytonuclear proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	Cytonuclear proteostasis	Chaperone	HSP70 system	J-domain containing HSP70 cochaperone		chaperone_systems.yaml	type	Cytonuclear proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	ok_for_propagation_to_go	GO:0030544	Hsp70 protein binding	DNAJA3;HSCB;DNAJB1;DNAJB6		new_to_goa		In the PN hierarchy, this type denotes J-domain cochaperones assigned to the HSP70 system. Their shared mechanistic role is direct interaction with HSP70-family chaperones, making Hsp70 protein binding the most defensible GO target in the current cache.		proteostasis-workbook-2024; proteostasis-ms1
DNAJC25		Cytonuclear proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	Cytonuclear proteostasis	Chaperone	HSP70 system	J-domain containing HSP70 cochaperone		chaperone_systems.yaml	type	Cytonuclear proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	ok_for_propagation_to_go	GO:0030544	Hsp70 protein binding	DNAJA3;HSCB;DNAJB1;DNAJB6		new_to_goa		In the PN hierarchy, this type denotes J-domain cochaperones assigned to the HSP70 system. Their shared mechanistic role is direct interaction with HSP70-family chaperones, making Hsp70 protein binding the most defensible GO target in the current cache.		proteostasis-workbook-2024; proteostasis-ms1
DNAJC25-GNG10		Cytonuclear proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	Cytonuclear proteostasis	Chaperone	HSP70 system	J-domain containing HSP70 cochaperone		chaperone_systems.yaml	type	Cytonuclear proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	ok_for_propagation_to_go	GO:0030544	Hsp70 protein binding	DNAJA3;HSCB;DNAJB1;DNAJB6		no_local_goa		In the PN hierarchy, this type denotes J-domain cochaperones assigned to the HSP70 system. Their shared mechanistic role is direct interaction with HSP70-family chaperones, making Hsp70 protein binding the most defensible GO target in the current cache.		proteostasis-workbook-2024; proteostasis-ms1
GAK		Cytonuclear proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	Cytonuclear proteostasis	Chaperone	HSP70 system	J-domain containing HSP70 cochaperone		chaperone_systems.yaml	type	Cytonuclear proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	ok_for_propagation_to_go	GO:0030544	Hsp70 protein binding	DNAJA3;HSCB;DNAJB1;DNAJB6		more_specific_than_existing_goa	GO:0005515 protein binding	In the PN hierarchy, this type denotes J-domain cochaperones assigned to the HSP70 system. Their shared mechanistic role is direct interaction with HSP70-family chaperones, making Hsp70 protein binding the most defensible GO target in the current cache.		proteostasis-workbook-2024; proteostasis-ms1
DNAJC27		Cytonuclear proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	Cytonuclear proteostasis	Chaperone	HSP70 system	J-domain containing HSP70 cochaperone		chaperone_systems.yaml	type	Cytonuclear proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	ok_for_propagation_to_go	GO:0030544	Hsp70 protein binding	DNAJA3;HSCB;DNAJB1;DNAJB6		more_specific_than_existing_goa	GO:0005515 protein binding	In the PN hierarchy, this type denotes J-domain cochaperones assigned to the HSP70 system. Their shared mechanistic role is direct interaction with HSP70-family chaperones, making Hsp70 protein binding the most defensible GO target in the current cache.		proteostasis-workbook-2024; proteostasis-ms1
SACS		Cytonuclear proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	Cytonuclear proteostasis	Chaperone	HSP70 system	J-domain containing HSP70 cochaperone		chaperone_systems.yaml	type	Cytonuclear proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	ok_for_propagation_to_go	GO:0030544	Hsp70 protein binding	DNAJA3;HSCB;DNAJB1;DNAJB6		already_in_goa_exact	GO:0030544 Hsp70 protein binding	In the PN hierarchy, this type denotes J-domain cochaperones assigned to the HSP70 system. Their shared mechanistic role is direct interaction with HSP70-family chaperones, making Hsp70 protein binding the most defensible GO target in the current cache.		proteostasis-workbook-2024; proteostasis-ms1
HSPH1		Cytonuclear proteostasis|Chaperone|HSP70 system|HSP70 nucleotide exchange factor|HSP110/GRP170 subtype	Cytonuclear proteostasis	Chaperone	HSP70 system	HSP70 nucleotide exchange factor	HSP110/GRP170 subtype	chaperone_systems.yaml	type	Cytonuclear proteostasis|Chaperone|HSP70 system|HSP70 nucleotide exchange factor	ok_for_propagation_to_go	GO:0000774	adenyl-nucleotide exchange factor activity	GRPEL1;GRPEL2;BAG1;HSPBP1		already_in_goa_exact	GO:0000774 adenyl-nucleotide exchange factor activity	These PN entries denote nucleotide exchange factors that reset HSP70 chaperones by promoting ADP release. The current validated GO cache does not expose a more HSP70-specific exchange-factor term, so adenyl-nucleotide exchange factor activity is the best supported target.		proteostasis-workbook-2024; proteostasis-ms1
HSPA4		Cytonuclear proteostasis|Chaperone|HSP70 system|HSP70 nucleotide exchange factor|HSP110/GRP170 subtype	Cytonuclear proteostasis	Chaperone	HSP70 system	HSP70 nucleotide exchange factor	HSP110/GRP170 subtype	chaperone_systems.yaml	type	Cytonuclear proteostasis|Chaperone|HSP70 system|HSP70 nucleotide exchange factor	ok_for_propagation_to_go	GO:0000774	adenyl-nucleotide exchange factor activity	GRPEL1;GRPEL2;BAG1;HSPBP1		already_in_goa_exact	GO:0000774 adenyl-nucleotide exchange factor activity	These PN entries denote nucleotide exchange factors that reset HSP70 chaperones by promoting ADP release. The current validated GO cache does not expose a more HSP70-specific exchange-factor term, so adenyl-nucleotide exchange factor activity is the best supported target.		proteostasis-workbook-2024; proteostasis-ms1
HSPA4L		Cytonuclear proteostasis|Chaperone|HSP70 system|HSP70 nucleotide exchange factor|HSP110/GRP170 subtype	Cytonuclear proteostasis	Chaperone	HSP70 system	HSP70 nucleotide exchange factor	HSP110/GRP170 subtype	chaperone_systems.yaml	type	Cytonuclear proteostasis|Chaperone|HSP70 system|HSP70 nucleotide exchange factor	ok_for_propagation_to_go	GO:0000774	adenyl-nucleotide exchange factor activity	GRPEL1;GRPEL2;BAG1;HSPBP1		already_in_goa_exact	GO:0000774 adenyl-nucleotide exchange factor activity	These PN entries denote nucleotide exchange factors that reset HSP70 chaperones by promoting ADP release. The current validated GO cache does not expose a more HSP70-specific exchange-factor term, so adenyl-nucleotide exchange factor activity is the best supported target.		proteostasis-workbook-2024; proteostasis-ms1
