organism	gene	kind	reference_id	path	supporting_text
9ARCH	ureC2	not_verbatim	file:interpro/panther/PTHR43440/PTHR43440-deep-research-falcon.md	existing_annotations[1].review.supported_by[1]	PTHR43440 family research supports nickel-dependent urease annotations for canonical UreC homologs with explicit Ni-binding evidence, while warning that iron urease paralogs make blanket nickel propagation unsafe.
9ARCH	ureC2	not_verbatim	file:9ARCH/ureC2/ureC2-uniprot.txt	existing_annotations[2].review.supported_by[0]	RecName: Full=Urease; EC=3.5.1.5.
9ARCH	ureC2	not_verbatim	file:9ARCH/ureC2/ureC2-deep-research-falcon.md	existing_annotations[4].review.supported_by[1]	Urease reviews and EN76 comparative genomics support a urease-alpha paralog interpretation, but the directly regulated EN76 urease locus in recent transcriptomic work is NVIE_014740, not NVIE_015020.
9ARCH	ureC2	not_verbatim	file:interpro/panther/PTHR43440/PTHR43440-deep-research-falcon.md	existing_annotations[5].review.supported_by[1]	Family research identifies canonical UreC/large-subunit ureases as the catalytic subunits for urea hydrolysis, supporting urea catabolism for conserved UreC proteins.
9ARCH	ureC2	not_verbatim	file:9ARCH/ureC2/ureC2-deep-research-falcon.md	existing_annotations[5].review.supported_by[2]	Comparative genomics reports N. viennensis EN76 has two ureABC copies, supporting a ureC2 paralog, while direct substrate-responsive expression evidence was recovered for ureC/NVIE_014740 rather than NVIE_015020.
9ARCH	ureC2	not_verbatim	file:9ARCH/ureC2/ureC2-uniprot.txt	core_functions[0].supported_by[0]	UniProt/GOA annotate A0A060HQC5 with urease activity and UniPathway urea catabolic process.
9ARCH	ureC2	not_verbatim	file:interpro/panther/PTHR43440/PTHR43440-deep-research-falcon.md	core_functions[0].supported_by[1]	Canonical urease large/alpha subunits catalyze urea hydrolysis, and this sequence has explicit EC and nickel-binding support.
9ARCH	ureC2	narration	file:9ARCH/ureC2/ureC2-deep-research-falcon.md	core_functions[0].supported_by[2]	Falcon deep research supports a conservative ureC2 paralog annotation: urease activity and urea catabolism are inferred from the EC/domain profile and EN76 two-ureABC-copy context, while expression and regulation are not established for NVIE_015020 itself.
9BACT	HgcA	not_verbatim	file:9BACT/HgcA/HgcA-uniprot.txt	existing_annotations[0].review.supported_by[1]	Multiple transmembrane regions identified: TRANSMEM 195..213, 225..244, 256..273, 319..337 /note=Helical
9BACT	HgcA	not_verbatim	file:9BACT/HgcA/HgcA-deep-research-enhanced.md	existing_annotations[0].review.supported_by[2]	See deep research file for comprehensive analysis
9BACT	HgcB	not_verbatim	file:9BACT/HgcB/HgcB-deep-research.md	existing_annotations[7].review.supported_by[0]	HgcB is a ferredoxin with conserved cysteine residues that likely bind Hg and shuttle electrons in the cytoplasm
9BACT	HgcB	not_verbatim	file:9BACT/HgcB/HgcB-deep-research.md	core_functions[0].supported_by[0]	HgcB is a ferredoxin with conserved cysteine residues that likely bind Hg and shuttle electrons
9INFA	M2	not_verbatim	file:9INFA/M2/M2-deep-research.md	existing_annotations[14].review.supported_by[0]	M2 localizes to the budding neck and its amphipathic helix inserts into the inner leaflet, deforming the membrane to pinch off the virion. This M2-mediated membrane scission is unique to influenza (an ESCRT-independent budding mechanism).
9INFA	M2	not_verbatim	file:9INFA/M2/M2-deep-research.md	existing_annotations[15].review.supported_by[0]	M2 interacts with LC3 (a marker on autophagosome membranes), and this interaction was shown to redistribute autophagosomes to the plasma membrane where virus buds. M2-mediated relocalization of autophagosome membranes may supply additional membrane for virion budding.
9INFA	M2	not_verbatim	file:9INFA/M2/M2-deep-research.md	existing_annotations[16].review.supported_by[0]	M2 strongly interacts with M1, the matrix protein lining the inner virion shell. Fluorescence microscopy studies in infected cells show that M2 actively recruits M1 to the membrane, initiating assembly of virion buds.
9INFA	M2	not_verbatim	file:9INFA/M2/M2-deep-research.md	existing_annotations[17].review.supported_by[0]	Following recruitment, M2 amphipathic helix in its cytoplasmic tail induces membrane curvature and scission during the final step of budding.
9POAL	CDT1	not_verbatim	file:9POAL/CDT1/CDT1-deep-research-falcon.md	existing_annotations[4].review.supported_by[2]	CYSTM proteins are described as small peptides/proteins with a conserved cysteine-rich C-terminal module and membrane association [with recent evidence that membrane binding involves palmitoylation rather than classical TM insertion]
9POAL	CDT1	not_verbatim	file:9POAL/CDT1/CDT1-uniprot.txt	core_functions[0].supported_by[1]	Confers resistance to heavy metal ions by chelating them at the plasma membrane of root cells.
9POAL	NCGR_LOCUS10166	not_verbatim	file:9POAL/NCGR_LOCUS10166/NCGR_LOCUS10166-deep-research-manual.md	existing_annotations[0].review.supported_by[0]	The same M. lutarioriparius genome encodes properly-sized separate proteins for both domains: NCGR_LOCUS4558 (A0A811MHP4) Histidinol dehydrogenase, chloroplastic - 478 aa. The sequential locus numbering (4557 and 4558) indicates these are adjacent genes that were correctly predicted in one genomic r
9POAL	NCGR_LOCUS10166	not_verbatim	file:9POAL/NCGR_LOCUS10166/NCGR_LOCUS10166-deep-research-manual.md	existing_annotations[3].review.supported_by[0]	HDH is a soluble chloroplast stroma enzyme; ARV1 is an ER membrane protein with transmembrane domains. A single protein cannot function in both compartments simultaneously.
9POAL	NCGR_LOCUS10166	not_verbatim	file:9POAL/NCGR_LOCUS10166/NCGR_LOCUS10166-deep-research-manual.md	existing_annotations[4].review.supported_by[0]	NCGR_LOCUS4558 (A0A811MHP4) Histidinol dehydrogenase, chloroplastic - 478 aa represents the true HDH gene.
9POAL	NCGR_LOCUS10166	not_verbatim	file:9POAL/NCGR_LOCUS10166/NCGR_LOCUS10166-deep-research-manual.md	existing_annotations[6].review.supported_by[0]	NCGR_LOCUS4557 (A0A811MIX4) Protein ARV - 230 aa represents the true ARV1 gene.
9POAL	NCGR_LOCUS10166	not_verbatim	file:9POAL/NCGR_LOCUS10166/NCGR_LOCUS10166-deep-research-manual.md	existing_annotations[8].review.supported_by[1]	NCGR_LOCUS4557 (A0A811MIX4) Protein ARV - 230 aa represents the true ARV1 gene.
9POAL	NCGR_LOCUS10166	not_verbatim	file:9POAL/NCGR_LOCUS10166/NCGR_LOCUS10166-deep-research-manual.md	existing_annotations[9].review.supported_by[0]	NCGR_LOCUS4557 (A0A811MIX4) Protein ARV - 230 aa represents the true ARV1 gene.
9POAL	NCGR_LOCUS10166	not_verbatim	file:9POAL/NCGR_LOCUS10166/NCGR_LOCUS10166-deep-research-manual.md	existing_annotations[12].review.supported_by[0]	ARV1 is an ER membrane protein with multiple transmembrane domains. A single protein cannot function in both compartments simultaneously.
9POAL	NCGR_LOCUS10166	not_verbatim	file:9POAL/NCGR_LOCUS10166/NCGR_LOCUS10166-deep-research-manual.md	existing_annotations[14].review.supported_by[0]	In plants, HDH is expressed as a nuclear encoded protein precursor which is exported to the chloroplast. HDH has been immunolocalized to the chloroplast.
9POAL	NCGR_LOCUS10166	not_verbatim	file:9POAL/NCGR_LOCUS10166/NCGR_LOCUS10166-deep-research-manual.md	existing_annotations[15].review.supported_by[0]	HDH is a soluble chloroplast stroma enzyme; ARV1 is an ER membrane protein with transmembrane domains. A single protein cannot function in both compartments simultaneously. The N-terminal transit peptide (for chloroplast import) would prevent ER membrane insertion.
9POAL	NCGR_LOCUS10166	not_verbatim	file:9POAL/NCGR_LOCUS10166/NCGR_LOCUS10166-deep-research-manual.md	existing_annotations[16].review.supported_by[0]	ARV1 is an ER membrane protein with 2+ transmembrane helices.
9POAL	NCGR_LOCUS10166	not_verbatim	file:9POAL/NCGR_LOCUS10166/NCGR_LOCUS10166-deep-research-manual.md	core_functions[0].supported_by[0]	NCGR_LOCUS4558 (A0A811MHP4) Histidinol dehydrogenase, chloroplastic - 478 aa represents the true HDH gene.
9POAL	NCGR_LOCUS10166	not_verbatim	file:9POAL/NCGR_LOCUS10166/NCGR_LOCUS10166-deep-research-manual.md	core_functions[1].supported_by[1]	NCGR_LOCUS4557 (A0A811MIX4) Protein ARV - 230 aa represents the true ARV1 gene.
9POAL	NCGR_LOCUS27674	not_verbatim	file:9POAL/NCGR_LOCUS27674/NCGR_LOCUS27674-deep-research-manual.md	existing_annotations[1].review.supported_by[2]	Core function: phosphorylation of UMP, CMP, and dCMP to their diphosphate forms using ATP as the phosphate donor.
9POAL	NCGR_LOCUS27674	not_verbatim	file:9POAL/NCGR_LOCUS27674/NCGR_LOCUS27674-notes.md	existing_annotations[3].review.supported_by[1]	C-terminal (positions 555-650) Chalcone isomerase domain (Pfam PF16035, Chalcone_2) - functionally unrelated to the N-terminal UMP-CMP kinase domain.
9POAL	NCGR_LOCUS27674	not_verbatim	file:9POAL/NCGR_LOCUS27674/NCGR_LOCUS27674-deep-research-manual.md	existing_annotations[5].review.supported_by[2]	Plant UMP-CMP kinases catalyze the phosphorylation of pyrimidine nucleoside monophosphates (UMP, CMP, dCMP) using ATP.
9POAL	NCGR_LOCUS27674	not_verbatim	file:9POAL/NCGR_LOCUS27674/NCGR_LOCUS27674-uniprot.txt	existing_annotations[10].review.supported_by[0]	SUBCELLULAR LOCATION: Cytoplasm. Nucleus.
9POAL	NCGR_LOCUS3088	not_verbatim	file:9POAL/NCGR_LOCUS3088/NCGR_LOCUS3088-notes.md	existing_annotations[0].review.supported_by[1]	HAM1/ITPase family is well-characterized across bacteria, yeast, plants, and mammals
9POAL	NCGR_LOCUS3088	not_verbatim	file:9POAL/NCGR_LOCUS3088/NCGR_LOCUS3088-notes.md	existing_annotations[1].review.supported_by[1]	HAM1/ITPase family is well-characterized across bacteria, yeast, plants, and mammals
9POAL	NCGR_LOCUS3088	not_verbatim	file:9POAL/NCGR_LOCUS3088/NCGR_LOCUS3088-notes.md	existing_annotations[2].review.supported_by[0]	HAM1/ITPase family is well-characterized across bacteria, yeast, plants, and mammals
9POAL	NCGR_LOCUS3088	not_verbatim	file:9POAL/NCGR_LOCUS3088/NCGR_LOCUS3088-notes.md	existing_annotations[3].review.supported_by[0]	HAM1/ITPase family is well-characterized across bacteria, yeast, plants, and mammals
9POAL	NCGR_LOCUS3088	not_verbatim	file:9POAL/NCGR_LOCUS3088/NCGR_LOCUS3088-notes.md	existing_annotations[4].review.supported_by[0]	HAM1/ITPase family is well-characterized across bacteria, yeast, plants, and mammals
9POAL	NCGR_LOCUS3088	not_verbatim	file:9POAL/NCGR_LOCUS3088/NCGR_LOCUS3088-notes.md	existing_annotations[5].review.supported_by[0]	HAM1/ITPase family is well-characterized across bacteria, yeast, plants, and mammals
9POAL	NCGR_LOCUS3088	not_verbatim	file:9POAL/NCGR_LOCUS3088/NCGR_LOCUS3088-notes.md	existing_annotations[6].review.supported_by[0]	HAM1/ITPase family is well-characterized across bacteria, yeast, plants, and mammals
9POAL	NCGR_LOCUS3088	not_verbatim	file:9POAL/NCGR_LOCUS3088/NCGR_LOCUS3088-notes.md	existing_annotations[7].review.supported_by[1]	HAM1/ITPase family is well-characterized across bacteria, yeast, plants, and mammals
9POAL	NCGR_LOCUS3088	not_verbatim	file:9POAL/NCGR_LOCUS3088/NCGR_LOCUS3088-notes.md	existing_annotations[8].review.supported_by[0]	HAM1/ITPase family is well-characterized across bacteria, yeast, plants, and mammals
9POAL	NCGR_LOCUS3088	not_verbatim	file:9POAL/NCGR_LOCUS3088/NCGR_LOCUS3088-notes.md	existing_annotations[9].review.supported_by[1]	HAM1/ITPase family is well-characterized across bacteria, yeast, plants, and mammals
9POAL	NCGR_LOCUS67308	not_verbatim	file:9POAL/NCGR_LOCUS67308/NCGR_LOCUS67308-notes.md	existing_annotations[1].review.supported_by[0]	SDH2 is the iron-sulfur protein (IP) component of mitochondrial Complex II that transfers electrons from succinate to ubiquinone via three iron-sulfur clusters
9POAL	NCGR_LOCUS67308	not_verbatim	file:9POAL/NCGR_LOCUS67308/NCGR_LOCUS67308-notes.md	existing_annotations[2].review.supported_by[0]	SDH2 transfers electrons from succinate to ubiquinone via three iron-sulfur clusters
9POAL	rbcL	not_verbatim	file:9POAL/rbcL/rbcL-deep-research-falcon.md	existing_annotations[0].review.supported_by[2]	Rice RbcL is the catalytic large subunit of chloroplast Form I Rubisco, catalyzing RuBP carboxylation (CO2 fixation to produce 3PG) [in the reductive pentose-phosphate cycle]
9POAL	rbcL	not_verbatim	file:9POAL/rbcL/rbcL-uniprot.txt	existing_annotations[5].review.supported_by[1]	Reaction=2 (2R)-3-phosphoglycerate + 2 H(+) = D-ribulose 1,5-bisphosphate + CO2 + H2O; EC=4.1.1.39
ABRPR	A0A8B8L1Z3	not_verbatim	file:ABRPR/A0A8B8L1Z3/A0A8B8L1Z3-deep-research-falcon.md	core_functions[0].supported_by[0]	LOC113860185 is best annotated as a J-domain (DnaJ-domain) protein and likely acts as an Hsp40/Hsp70 cochaperone that supports proteostasis and stress adaptation in Abrus precatorius
ACEPA	xdhB	not_verbatim	file:ACEPA/xdhB/xdhB-deep-research.md	existing_annotations[7].review.supported_by[0]	XDH catalyzes the oxidation of hypoxanthine to xanthine and xanthine to uric acid in the cytoplasm using NAD+ as electron acceptor
ACEPA	xdhB	not_verbatim	file:ACEPA/xdhB/xdhB-deep-research.md	existing_annotations[8].review.supported_by[0]	XDH catalyzes the oxidation of hypoxanthine to xanthine and xanthine to uric acid in the cytoplasm using NAD+ as electron acceptor
ACET2	P10477	not_verbatim	file:ACET2/P10477/P10477-deep-research-falcon.md	existing_annotations[0].review.supported_by[2]	CelE is a bifunctional enzyme with both cellulase and esterase domains
ACET2	P10478	not_verbatim	file:ACET2/P10478/P10478-deep-research-falcon.md	existing_annotations[0].review.supported_by[0]	As a GH10 endo-1,4-beta-xylanase, XynZ cleaves internal beta-1,4 linkages in xylan backbones
ACET2	P10478	not_verbatim	file:ACET2/P10478/P10478-deep-research-falcon.md	existing_annotations[3].review.supported_by[0]	XynZ is a modular, extracellular GH10 endo-beta-1,4-xylanase
ACET2	P10478	not_verbatim	file:ACET2/P10478/P10478-deep-research-falcon.md	existing_annotations[4].review.supported_by[0]	GH10 endo-beta-1,4-xylanase cleaves internal beta-1,4 linkages in xylan backbones
ACET2	P10478	not_verbatim	file:ACET2/P10478/P10478-deep-research-falcon.md	existing_annotations[7].review.supported_by[0]	Cellulosomal xylanase activity commonly yields xylo-oligosaccharides (notably xylobiose) with minimal xylose without additional beta-xylosidases
ACET2	P10478	not_verbatim	file:ACET2/P10478/P10478-deep-research-falcon.md	existing_annotations[9].review.supported_by[0]	XynZ (xynZ=Cthe_1963; UniProt P10478) in Acetivibrio thermocellus is a modular, extracellular GH10 endo-beta-1,4-xylanase
ACET2	P38535	not_verbatim	file:ACET2/P38535/P38535-deep-research-falcon.md	existing_annotations[0].review.supported_by[0]	XynX is a secreted, non-cellulosomal GH10 endo-beta-1,4-xylanase
ACET2	P38535	not_verbatim	file:ACET2/P38535/P38535-deep-research-falcon.md	existing_annotations[1].review.supported_by[0]	GH10 xylanases cleave internal beta(1-4) linkages in xylan backbones
ACET2	P38535	not_verbatim	file:ACET2/P38535/P38535-deep-research-falcon.md	existing_annotations[5].review.supported_by[0]	GH10 xylanases cleave internal beta(1-4) linkages in xylan backbones
ACET2	P38535	not_verbatim	file:ACET2/P38535/P38535-deep-research-falcon.md	existing_annotations[6].review.supported_by[0]	GH10 xylanases cleave internal beta(1-4) linkages in xylan backbones
ACET2	P38535	not_verbatim	file:ACET2/P38535/P38535-deep-research-falcon.md	existing_annotations[9].review.supported_by[0]	XynX is a secreted, non-cellulosomal GH10 endo-beta-1,4-xylanase
ACET2	P38535	not_verbatim	file:ACET2/P38535/P38535-deep-research-falcon.md	core_functions[0].supported_by[0]	XynX is a secreted, non-cellulosomal GH10 endo-beta-1,4-xylanase
ACET2	P51584	not_verbatim	file:ACET2/P51584/P51584-deep-research-falcon.md	existing_annotations[0].review.supported_by[0]	See deep research file for comprehensive analysis of XynY function in polysaccharide degradation
ACET2	P51584	not_verbatim	file:ACET2/P51584/P51584-deep-research-falcon.md	existing_annotations[5].review.supported_by[1]	See deep research file for comprehensive analysis
ACET2	P51584	not_verbatim	file:ACET2/P51584/P51584-deep-research-falcon.md	existing_annotations[10].review.supported_by[0]	See deep research file for comprehensive analysis of XynY domain architecture
ACET2	P71143	not_verbatim	file:ACET2/P71143/P71143-deep-research-falcon.md	existing_annotations[2].review.supported_by[0]	The type II dockerin from CipA binds specifically to type II cohesins on SdbA ... type II interactions mediate scaffoldin-scaffoldin and anchoring to the cell surface
ACET2	P71143	not_verbatim	file:ACET2/P71143/P71143-deep-research-falcon.md	existing_annotations[3].review.supported_by[0]	SdbA single type II cohesin provides one docking site for CipA, complementing multi-cohesin anchoring scaffoldins to generate polycellulosomes of varying sizes at the cell surface
ACET2	P71143	not_verbatim	file:ACET2/P71143/P71143-deep-research-falcon.md	existing_annotations[4].review.supported_by[0]	SdbA is a cell-surface anchoring scaffoldin that tethers CipA-based cellulosomes to the bacterial envelope via high-affinity binding between CipA C-terminal type II dockerin (XDocII) and the SdbA type II cohesin
ACET2	P71143	not_verbatim	file:ACET2/P71143/P71143-deep-research-falcon.md	core_functions[0].supported_by[0]	SdbA is a cell-surface anchoring scaffoldin that tethers CipA-based cellulosomes to the bacterial envelope via high-affinity binding between CipA C-terminal type II dockerin (XDocII) and the SdbA type II cohesin
ACET2	Q84C00	not_verbatim	file:ACET2/Q84C00/Q84C00-deep-research-falcon.md	existing_annotations[0].review.supported_by[1]	LicB is a GH16 family lichenase that degrades beta-glucans
ACET2	ancA	not_verbatim	file:ACET2/ancA/ancA-deep-research.md	existing_annotations[0].review.supported_by[0]	deletion and mutant studies underscore the proteins importance in cellulose utilization. Strains lacking the ancA-encoded anchor show reduced cellulose hydrolysis rates (on the order of ~14–23% slower) and delayed substrate degradation
ACET2	ancA	not_verbatim	file:ACET2/ancA/ancA-deep-research.md	existing_annotations[1].review.supported_by[0]	the data confirm that SdbA binds the dockerin domain of CipA
ACET2	ancA	not_verbatim	file:ACET2/ancA/ancA-deep-research.md	existing_annotations[4].review.supported_by[1]	deletion and mutant studies underscore the proteins importance in cellulose utilization. Strains lacking the ancA-encoded anchor show reduced cellulose hydrolysis rates
ACET2	ancA	not_verbatim	file:ACET2/ancA/ancA-deep-research.md	existing_annotations[5].review.supported_by[0]	AncA contains multiple S-layer homology domains that mediate cell wall attachment and cellulosome anchoring through protein binding
ACET2	ancA	not_verbatim	file:ACET2/ancA/ancA-deep-research.md	existing_annotations[6].review.supported_by[0]	AncA contains multiple S-layer homology domains that mediate cell wall attachment and cellulosome anchoring through protein binding
ACET2	ancA	not_verbatim	file:ACET2/ancA/ancA-deep-research.md	existing_annotations[7].review.supported_by[0]	AncA contains multiple S-layer homology domains that mediate cell wall attachment and cellulosome anchoring through protein binding
ACET2	ancA	not_verbatim	file:ACET2/ancA/ancA-deep-research.md	existing_annotations[8].review.supported_by[0]	AncA contains multiple S-layer homology domains that mediate cell wall attachment and cellulosome anchoring through protein binding
ACET2	ancA	not_verbatim	file:ACET2/ancA/ancA-deep-research.md	existing_annotations[9].review.supported_by[0]	AncA contains multiple S-layer homology domains that mediate cell wall attachment and cellulosome anchoring through protein binding
ACET2	ancA	not_verbatim	file:ACET2/ancA/ancA-deep-research.md	core_functions[0].supported_by[1]	Bioinformatics evidence for ancA function
ACET2	ancA	not_verbatim	file:ACET2/ancA/ancA-deep-research.md	core_functions[1].supported_by[0]	AncA contains multiple S-layer homology domains that mediate cell wall attachment and cellulosome anchoring
ACET2	ancA	not_verbatim	file:ACET2/ancA/ancA-deep-research.md	core_functions[2].supported_by[0]	AncA acts as a scaffold protein that anchors the cellulosome complex to enable efficient substrate degradation
ACET2	celA	not_verbatim	file:ACET2/celA/celA-deep-research-falcon.md	existing_annotations[6].review.supported_by[1]	CelA/Cel8A is an endo-beta-1,4-glucanase (EC 3.2.1.4) that cleaves internal bonds in cellulose chains, producing new chain ends for exoglucanases
ACET2	celC	not_verbatim	file:ACET2/celC/celC-deep-research-falcon.md	existing_annotations[5].review.supported_by[0]	CelC is an endo-1,4-beta-glucanase that cleaves internal beta-1,4-glycosidic bonds in cellulose and related beta-glucans
ACET2	celD	not_verbatim	file:ACET2/celD/celD-deep-research-falcon.md	existing_annotations[0].review.supported_by[0]	CelD is an endo-1,4-beta-glucanase (EC 3.2.1.4) that cleaves internal beta-1,4-glycosidic linkages in cellulose and related beta-glucans
ACET2	celD	not_verbatim	file:ACET2/celD/celD-deep-research-falcon.md	existing_annotations[1].review.supported_by[0]	GH9 endoglucanases hydrolyze amorphous cellulose, soluble beta-glucans (e.g., CMC), and contribute to attack on crystalline cellulose
ACET2	celD	not_verbatim	file:ACET2/celD/celD-deep-research-falcon.md	existing_annotations[3].review.supported_by[1]	CelD is an endo-1,4-beta-glucanase (EC 3.2.1.4) that cleaves internal beta-1,4-glycosidic linkages in cellulose and related beta-glucans
ACET2	celD	not_verbatim	file:ACET2/celD/celD-deep-research-falcon.md	existing_annotations[4].review.supported_by[0]	Glycoside hydrolase family 9 (GH9); endo-1,4-beta-glucanase, EC 3.2.1.4
ACET2	celD	not_verbatim	file:ACET2/celD/celD-deep-research-falcon.md	existing_annotations[5].review.supported_by[0]	CelD is an endo-1,4-beta-glucanase (EC 3.2.1.4) that cleaves internal beta-1,4-glycosidic linkages in cellulose and related beta-glucans
ACET2	cipA	not_verbatim	file:ACET2/cipA/cipA-deep-research-falcon.md	existing_annotations[7].review.supported_by[0]	CipA's modular architecture orchestrates assembly of numerous dockerin-bearing CAZymes and anchors the complex to the cell surface through SLH-bearing secondary scaffoldins
AMABI	AMA1	not_verbatim	file:AMABI/AMA1/AMA1-falcon-research.md	existing_annotations[0].review.supported_by[0]	See deep research file for comprehensive analysis
ANOGA	Agaphelin	not_verbatim	file:ANOGA/Agaphelin/Agaphelin-deep-research.md	existing_annotations[0].review.supported_by[0]	See deep research file for comprehensive analysis
ANOGA	D7L2	not_verbatim	file:ANOGA/D7r1/D7r1-deep-research-falcon.md	existing_annotations[3].review.supported_by[1]	D7 proteins are among the most abundant mosquito salivary proteins and function as kratagonists - high-affinity scavengers of host small-molecule inflammatory and hemostatic mediators
ANOGA	DNAAF1	not_verbatim	file:ANOGA/DNAAF1/DNAAF1-deep-research-bioreason-sft.md	existing_annotations[0].review.supported_by[1]	The BioReason report identifies IPR050576 (Ciliary and flagellar integrity-associated protein family) covering the entire protein, consistent with ciliary function
ANOGA	NPAC	not_verbatim	file:ANOGA/NPAC/NPAC-notes.md	existing_annotations[0].review.supported_by[1]	The PWWP domain is a H3 reader and strongly binds DNA
ANOGA	NPAC	not_verbatim	file:ANOGA/NPAC/NPAC-deep-research-bioreason-sft.md	existing_annotations[3].review.supported_by[1]	the active site is not conserved, the dehydrogenase domain seems to serve as a catalytically inert oligomerization module
ANOGA	PGRPLB	not_verbatim	file:ANOGA/PGRPLB/PGRPLB-deep-research-falcon.md	existing_annotations[5].review.supported_by[0]	Negative regulator of the IMD/REL2 pathway to maintain gut immune homeostasis
ANOGA	PGRPLC	not_verbatim	file:ANOGA/PGRPLC/PGRPLC-deep-research-falcon.md	existing_annotations[1].review.supported_by[0]	Systemic antibacterial challenge survival (RNAi PGRPLC): Whole-gene KD decreased survival - E. coli, 50% mortality by day 4; S. aureus, 50% by day 2 and near-complete by day 6 (both P<0.001)
ANOGA	PGRPLC	not_verbatim	file:ANOGA/PGRPLC/PGRPLC-deep-research-falcon.md	existing_annotations[4].review.supported_by[0]	Systemic antibacterial challenge survival: S. aureus, 50% by day 2 and near-complete by day 6 (both P<0.001)
ANOGA	PGRPLC	not_verbatim	file:ANOGA/PGRPLC/PGRPLC-deep-research-falcon.md	existing_annotations[5].review.supported_by[0]	PGRP-LC-driven sensing in the gut is particularly important for antibacterial defense
ANOGA	PGRPLC	not_verbatim	file:ANOGA/PGRPLC/PGRPLC-deep-research-falcon.md	existing_annotations[9].review.supported_by[0]	PGRPLC is the principal transmembrane receptor that activates the mosquito IMD/REL2 NF-kB pathway, leading to induction of antimicrobial peptide (AMP) genes
ANOGA	PGRPLC	not_verbatim	file:ANOGA/PGRPLC/PGRPLC-deep-research-falcon.md	existing_annotations[10].review.supported_by[0]	PGRPLC is the principal transmembrane receptor that activates the mosquito IMD/REL2 NF-kB pathway
ANOGA	PGRPLC	not_verbatim	file:ANOGA/PGRPLC/PGRPLC-deep-research-falcon.md	core_functions[0].supported_by[0]	PGRP-LC is the principal transmembrane receptor that activates the mosquito IMD/REL2 NF-kB pathway
ANOGA	PGRPS1	not_verbatim	file:ANOGA/PGRPS1/PGRPS1-deep-research-falcon.md	existing_annotations[3].review.supported_by[0]	PGRP-S1 is best (though weakly) recognized as the putative ortholog of Drosophila PGRP-SA, a Toll-pathway-associated circulating receptor
ANOGA	PGRPS1	not_verbatim	file:ANOGA/PGRPS1/PGRPS1-deep-research-falcon.md	existing_annotations[7].review.supported_by[1]	PGRP-S2/S3 retain these residues and are predicted to have amidase activity
