gene_symbol	protein_id	term_id	term_label	evidence_type	reference_id	action	loss_status	covered_by
ABI2	Q9NYB9	GO:0001764	neuron migration	IBA	GO_REF:0000033	KEEP_AS_NON_CORE	UNIQUE	
ABI2	Q9NYB9	GO:0030027	lamellipodium	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0030027
ABI2	Q9NYB9	GO:0031209	SCAR complex	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0031209
ABI2	Q9NYB9	GO:0035591	signaling adaptor activity	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0035591
ABI2	Q9NYB9	GO:0098858	actin-based cell projection	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0030175; GO:0032433
ABI3	Q9P2A4	GO:0048858	cell projection morphogenesis	IBA	GO_REF:0000033	ACCEPT	UNIQUE	
ABI3	Q9P2A4	GO:0001764	neuron migration	IBA	GO_REF:0000033	KEEP_AS_NON_CORE	UNIQUE	
ABI3	Q9P2A4	GO:0030027	lamellipodium	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0030027
ABI3	Q9P2A4	GO:0031209	SCAR complex	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0031209
ABI3	Q9P2A4	GO:0035591	signaling adaptor activity	IBA	GO_REF:0000033	ACCEPT	UNIQUE	
ABI3	Q9P2A4	GO:0098858	actin-based cell projection	IBA	GO_REF:0000033	ACCEPT	UNIQUE	
ABI3	Q9P2A4	GO:0030334	regulation of cell migration	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0030334
ABL1	P00519	GO:0004713	protein tyrosine kinase activity	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0004713; GO:0004715
ABL1	P00519	GO:0005886	plasma membrane	IBA	GO_REF:0000033	ACCEPT	UNIQUE	
ABL1	P00519	GO:0007229	integrin-mediated signaling pathway	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0007229
ABL1	P00519	GO:0010595	positive regulation of endothelial cell migration	IBA	GO_REF:0000033	KEEP_AS_NON_CORE	REDUNDANT	GO:0010595; GO:0090050
ABL1	P00519	GO:0007173	epidermal growth factor receptor signaling pathway	IBA	GO_REF:0000033	KEEP_AS_NON_CORE	UNIQUE	
ABRAXAS1	Q6UWZ7	GO:0005634	nucleus	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005634; GO:0005654; GO:0016604; GO:0070531
ABRAXAS1	Q6UWZ7	GO:0031593	polyubiquitin modification-dependent protein binding	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0031593
ABRAXAS2	Q15018	GO:0005634	nucleus	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005634; GO:0070552
ABRAXAS2	Q15018	GO:0008017	microtubule binding	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0008017
ABRAXAS2	Q15018	GO:0008608	attachment of spindle microtubules to kinetochore	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0008608
ABRAXAS2	Q15018	GO:0090307	mitotic spindle assembly	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0090307
ABTB1	Q969K4	GO:0005737	cytoplasm	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005737; GO:0005829
ACAD9	Q9H845	GO:0003995	acyl-CoA dehydrogenase activity	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0003995; GO:0004466; GO:0070991
ACIN1	Q9UKV3	GO:0008380	RNA splicing	IBA	GO_REF:0000033	ACCEPT	UNIQUE	
ACIN1	Q9UKV3	GO:0061574	ASAP complex	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0061574
ACSL4	O60488	GO:0001676	long-chain fatty acid metabolic process	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0001676; GO:0004467; GO:0047676; GO:0090433
ACSL4	O60488	GO:0005783	endoplasmic reticulum	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005789
ACSL4	O60488	GO:0030182	neuron differentiation	IBA	GO_REF:0000033	KEEP_AS_NON_CORE	UNIQUE	
ACSL4	O60488	GO:0005886	plasma membrane	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005886
ACSL4	O60488	GO:0005811	lipid droplet	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005811
ACSL4	O60488	GO:0035336	long-chain fatty-acyl-CoA metabolic process	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0035338
ACSL4	O60488	GO:0047676	arachidonate-CoA ligase activity	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0047676
ACTB	P60709	GO:0015629	actin cytoskeleton	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005869; GO:0015629; GO:0098871
ACTB	P60709	GO:0045202	synapse	IBA	GO_REF:0000033	KEEP_AS_NON_CORE	REDUNDANT	GO:0044305; GO:0098685; GO:0098793; GO:0098871; GO:0098978
ACTB	P60709	GO:0005737	cytoplasm	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005737; GO:0005829; GO:0030863; GO:0036464; GO:0097433
ACTB	P60709	GO:0016020	membrane	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005886; GO:0016020
ACTB	P60709	GO:0030424	axon	IBA	GO_REF:0000033	KEEP_AS_NON_CORE	REDUNDANT	GO:0044305
ACTB	P60709	GO:0005884	actin filament	IBA	GO_REF:0000033	ACCEPT	UNIQUE	
ACTB	P60709	GO:0007409	axonogenesis	IBA	GO_REF:0000033	KEEP_AS_NON_CORE	UNIQUE	
ACTB	P60709	GO:0019901	protein kinase binding	IBA	GO_REF:0000033	KEEP_AS_NON_CORE	REDUNDANT	GO:0019901
ACTB	P60709	GO:0035267	NuA4 histone acetyltransferase complex	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0035267
ACTB	P60709	GO:0048870	cell motility	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0048870
ADAM10	O14672	GO:0004222	metalloendopeptidase activity	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0004222
ADAM10	O14672	GO:0005886	plasma membrane	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005886; GO:0097060; GO:0097197
ADAM10	O14672	GO:0006509	membrane protein ectodomain proteolysis	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0006509; GO:0051089
ADAM10	O14672	GO:0007219	Notch signaling pathway	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0007219
ADAM10	O14672	GO:0097060	synaptic membrane	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0097060
ADM2	Q7Z4H4	GO:0005179	hormone activity	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005179
ADM2	Q7Z4H4	GO:0005615	extracellular space	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005615
ADM2	Q7Z4H4	GO:0035809	regulation of urine volume	IBA	GO_REF:0000033	KEEP_AS_NON_CORE	UNIQUE	
ADM2	Q7Z4H4	GO:1990410	adrenomedullin receptor signaling pathway	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:1990410
ADM2	Q7Z4H4	GO:0003073	regulation of systemic arterial blood pressure	IBA	GO_REF:0000033	ACCEPT	UNIQUE	
ADM2	Q7Z4H4	GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0007189
ADM2	Q7Z4H4	GO:0010460	positive regulation of heart rate	IBA	GO_REF:0000033	KEEP_AS_NON_CORE	UNIQUE	
ADRB2	P07550	GO:0005886	plasma membrane	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005886; GO:0016324
ADRB2	P07550	GO:0043410	positive regulation of MAPK cascade	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0043410
ADRB2	P07550	GO:0071880	adenylate cyclase-activating adrenergic receptor signaling pathway	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0071880
ADRB2	P07550	GO:0002025	norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure	IBA	GO_REF:0000033	KEEP_AS_NON_CORE	UNIQUE	
ADRB2	P07550	GO:0004941	beta2-adrenergic receptor activity	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0004941
ADRB2	P07550	GO:0051380	norepinephrine binding	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0051380
ADRM1	Q16186	GO:0070628	proteasome binding	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0070628
AFAP1	Q8N556	GO:0005884	actin filament	IBA	GO_REF:0000033	ACCEPT	UNIQUE	
AFAP1	Q8N556	GO:0009966	regulation of signal transduction	IBA	GO_REF:0000033	ACCEPT	UNIQUE	
AFAP1	Q8N556	GO:0005829	cytosol	IBA	GO_REF:0000033	ACCEPT	UNIQUE	
AFAP1L1	Q8TED9	GO:0005829	cytosol	IBA	GO_REF:0000033	ACCEPT	UNIQUE	
AFG3L2	Q9Y4W6	GO:0034982	mitochondrial protein processing	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0034982
AFG3L2	Q9Y4W6	GO:0005745	m-AAA complex	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005745
AFG3L2	Q9Y4W6	GO:0004222	metalloendopeptidase activity	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0004222
AGK	Q53H12	GO:0004143	ATP-dependent diacylglycerol kinase activity	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0004143
AGK	Q53H12	GO:0005739	mitochondrion	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005739; GO:0005743; GO:0005758; GO:0031966; GO:0042721
AGK	Q53H12	GO:0047620	acylglycerol kinase activity	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0047620
AGO1	Q9UL18	GO:0005634	nucleus	IBA	GO_REF:0000033	KEEP_AS_NON_CORE	REDUNDANT	GO:0005634; GO:0005654
AGO1	Q9UL18	GO:0005737	cytoplasm	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0000932; GO:0005737; GO:0005829; GO:0036464
AGO1	Q9UL18	GO:0035194	regulatory ncRNA-mediated post-transcriptional gene silencing	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0035278
AGO1	Q9UL18	GO:0016442	RISC complex	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0016442
AGO1	Q9UL18	GO:0036464	cytoplasmic ribonucleoprotein granule	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0000932; GO:0036464
AGO1	Q9UL18	GO:0035198	miRNA binding	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0035198
AGO2	Q9UKV8	GO:0005634	nucleus	IBA	GO_REF:0000033	KEEP_AS_NON_CORE	REDUNDANT	GO:0005634; GO:0005654
AGO2	Q9UKV8	GO:0005737	cytoplasm	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0000932; GO:0005737; GO:0005829; GO:0036464
AGO2	Q9UKV8	GO:0004521	RNA endonuclease activity	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0004521; GO:0016891; GO:0070551; GO:0090624
AGO2	Q9UKV8	GO:0035194	regulatory ncRNA-mediated post-transcriptional gene silencing	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0035194; GO:0035278; GO:0035279; GO:0090624; GO:0090625
AGO2	Q9UKV8	GO:0016442	RISC complex	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0016442
AGO2	Q9UKV8	GO:0036464	cytoplasmic ribonucleoprotein granule	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0000932; GO:0036464
AGO2	Q9UKV8	GO:0031054	pre-miRNA processing	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0031054
AGO2	Q9UKV8	GO:0035198	miRNA binding	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0035198
AGO3	Q9H9G7	GO:0005634	nucleus	IBA	GO_REF:0000033	KEEP_AS_NON_CORE	REDUNDANT	GO:0000794
AGO3	Q9H9G7	GO:0005737	cytoplasm	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0000932; GO:0005737; GO:0005829; GO:0036464
AGO3	Q9H9G7	GO:0004521	RNA endonuclease activity	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0004521; GO:0090624
AGO3	Q9H9G7	GO:0035194	regulatory ncRNA-mediated post-transcriptional gene silencing	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0035278; GO:0035279; GO:0090624
AGO3	Q9H9G7	GO:0016442	RISC complex	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0016442
AGO3	Q9H9G7	GO:0036464	cytoplasmic ribonucleoprotein granule	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0000932; GO:0036464
AGO3	Q9H9G7	GO:0035198	miRNA binding	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0035198
AGO4	Q9HCK5	GO:0005634	nucleus	IBA	GO_REF:0000033	KEEP_AS_NON_CORE	REDUNDANT	GO:0005634
AGO4	Q9HCK5	GO:0005737	cytoplasm	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0000932; GO:0005737; GO:0005829; GO:0036464
AGO4	Q9HCK5	GO:0035194	regulatory ncRNA-mediated post-transcriptional gene silencing	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0035278
AGO4	Q9HCK5	GO:0016442	RISC complex	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0016442
AGO4	Q9HCK5	GO:0036464	cytoplasmic ribonucleoprotein granule	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0000932; GO:0036464
AGO4	Q9HCK5	GO:0035198	miRNA binding	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0035198
AGR2	O95994	GO:0005783	endoplasmic reticulum	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005783; GO:0005788
AGR2	O95994	GO:0002162	dystroglycan binding	IBA	GO_REF:0000033	KEEP_AS_NON_CORE	REDUNDANT	GO:0002162
AGR3	Q8TD06	GO:0005783	endoplasmic reticulum	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005783
AGR3	Q8TD06	GO:0002162	dystroglycan binding	IBA	GO_REF:0000033	KEEP_AS_NON_CORE	REDUNDANT	GO:0002162
AGRN	O00468	GO:0005886	plasma membrane	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005886
AGRN	O00468	GO:0005604	basement membrane	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005604
AGRN	O00468	GO:0007399	nervous system development	IBA	GO_REF:0000033	KEEP_AS_NON_CORE	REDUNDANT	GO:0007399; GO:0045162; GO:0097107
AGRN	O00468	GO:0007528	neuromuscular junction development	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0007528
AGRN	O00468	GO:0030297	transmembrane receptor protein tyrosine kinase activator activity	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0030297
AGRN	O00468	GO:0030548	acetylcholine receptor regulator activity	IBA	GO_REF:0000033	ACCEPT	UNIQUE	
AGRN	O00468	GO:0043113	receptor clustering	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0043113
AGRN	O00468	GO:0045202	synapse	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0045202
AHR	P35869	GO:0005634	nucleus	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005634; GO:0005654; GO:0034753
AHR	P35869	GO:0004879	nuclear receptor activity	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0004879
AHR	P35869	GO:0006357	regulation of transcription by RNA polymerase II	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0000981; GO:0004879; GO:0006357; GO:0045944
AHR	P35869	GO:0000976	transcription cis-regulatory region binding	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0000976; GO:0000987
AHR	P35869	GO:0034751	aryl hydrocarbon receptor complex	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0034751; GO:0034752; GO:0034753
AHSA1	O95433	GO:0001671	ATPase activator activity	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0001671
AHSA1	O95433	GO:0005829	cytosol	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005829
AHSA1	O95433	GO:0006457	protein folding	IBA	GO_REF:0000033	ACCEPT	UNIQUE	
AIFM2	Q9BRQ8	GO:0110076	negative regulation of ferroptosis	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0110076
AIFM2	Q9BRQ8	GO:0008637	apoptotic mitochondrial changes	IBA	GO_REF:0000033	KEEP_AS_NON_CORE	REDUNDANT	GO:0008637
AIFM2	Q9BRQ8	GO:0031966	mitochondrial membrane	IBA	GO_REF:0000033	KEEP_AS_NON_CORE	REDUNDANT	GO:0005741; GO:0031966
AIFM2	Q9BRQ8	GO:0005737	cytoplasm	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005737; GO:0005739; GO:0005741; GO:0005829; GO:0031966
AIFM2	Q9BRQ8	GO:0050660	flavin adenine dinucleotide binding	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0050660
AIMP2	Q13155	GO:0017101	aminoacyl-tRNA synthetase multienzyme complex	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0017101
AIRE	O43918	GO:0005634	nucleus	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005634; GO:0016604
AIRE	O43918	GO:0045944	positive regulation of transcription by RNA polymerase II	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0045944
AIRE	O43918	GO:0000977	RNA polymerase II transcription regulatory region sequence-specific DNA binding	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0000977
AIRE	O43918	GO:0002458	peripheral T cell tolerance induction	IBA	GO_REF:0000033	KEEP_AS_NON_CORE	REDUNDANT	GO:0002458
AIRE	O43918	GO:0002509	central tolerance induction to self antigen	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0002509
AIRE	O43918	GO:0003682	chromatin binding	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0003682
AIRE	O43918	GO:0042393	histone binding	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0042393
AIRE	O43918	GO:0045060	negative thymic T cell selection	IBA	GO_REF:0000033	ACCEPT	UNIQUE	
AIRE	O43918	GO:0097536	thymus epithelium morphogenesis	IBA	GO_REF:0000033	KEEP_AS_NON_CORE	REDUNDANT	GO:0097536
AIRE	O43918	GO:2000410	regulation of thymocyte migration	IBA	GO_REF:0000033	KEEP_AS_NON_CORE	REDUNDANT	GO:2000410
AKIRIN1	Q9H9L7	GO:0005634	nucleus	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005634; GO:0005654
AKIRIN1	Q9H9L7	GO:0045944	positive regulation of transcription by RNA polymerase II	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0045944
AKIRIN1	Q9H9L7	GO:0000785	chromatin	IBA	GO_REF:0000033	ACCEPT	UNIQUE	
AKIRIN1	Q9H9L7	GO:0003712	transcription coregulator activity	IBA	GO_REF:0000033	ACCEPT	UNIQUE	
AKIRIN1	Q9H9L7	GO:0014839	myoblast migration involved in skeletal muscle regeneration	IBA	GO_REF:0000033	KEEP_AS_NON_CORE	REDUNDANT	GO:0014839
AKIRIN1	Q9H9L7	GO:0045663	positive regulation of myoblast differentiation	IBA	GO_REF:0000033	KEEP_AS_NON_CORE	REDUNDANT	GO:0045663
AKIRIN2	Q53H80	GO:0005634	nucleus	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005634; GO:0005654
AKIRIN2	Q53H80	GO:0045089	positive regulation of innate immune response	IBA	GO_REF:0000033	KEEP_AS_NON_CORE	REDUNDANT	GO:0045089
AKIRIN2	Q53H80	GO:0045944	positive regulation of transcription by RNA polymerase II	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0045944
AKIRIN2	Q53H80	GO:0000785	chromatin	IBA	GO_REF:0000033	ACCEPT	UNIQUE	
AKIRIN2	Q53H80	GO:0003712	transcription coregulator activity	IBA	GO_REF:0000033	ACCEPT	UNIQUE	
AKT1	P31749	GO:0005737	cytoplasm	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005737; GO:0005739; GO:0005758; GO:0005829; GO:0005938
AKT1	P31749	GO:0004674	protein serine/threonine kinase activity	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0004674
AKT1	P31749	GO:0035556	intracellular signal transduction	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0031929; GO:0035556; GO:0043491
AKT1	P31749	GO:0043066	negative regulation of apoptotic process	IBA	GO_REF:0000033	KEEP_AS_NON_CORE	REDUNDANT	GO:0043066; GO:0090201; GO:1902176; GO:1903384; GO:2001240; GO:2001243
AKT1	P31749	GO:0008286	insulin receptor signaling pathway	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0008286
AKT1	P31749	GO:0043536	positive regulation of blood vessel endothelial cell migration	IBA	GO_REF:0000033	KEEP_AS_NON_CORE	REDUNDANT	GO:0043536
AKTIP	Q9H8T0	GO:0005634	nucleus	IBA	GO_REF:0000033	ACCEPT	UNIQUE	
AKTIP	Q9H8T0	GO:0006301	DNA damage tolerance	IBA	GO_REF:0000033	KEEP_AS_NON_CORE	UNIQUE	
AMBRA1	Q9C0C7	GO:0000045	autophagosome assembly	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0000045
AMBRA1	Q9C0C7	GO:0000423	mitophagy	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0000423
