rule_id,rule_type,go_id,go_label,condition_set_count
ARBA00026313,arba,GO:0006955,immune response,90
ARBA00026314,arba,GO:0005622,intracellular anatomical structure,3927
ARBA00026315,arba,GO:0006952,defense response,190
ARBA00026316,arba,GO:0006959,humoral immune response,14
ARBA00026318,arba,GO:1904659,D-glucose transmembrane transport,8
ARBA00026319,arba,GO:1902475,L-alpha-amino acid transmembrane transport,20
ARBA00026320,arba,GO:1903322,positive regulation of protein modification by small protein conjugation or removal,10
ARBA00026321,arba,GO:0016765,"transferase activity, transferring alkyl or aryl (other than methyl) groups",77
ARBA00026323,arba,GO:1903320,regulation of protein modification by small protein conjugation or removal,16
ARBA00026324,arba,GO:0016769,"transferase activity, transferring nitrogenous groups",38
ARBA00026325,arba,GO:0031903,microbody membrane,9
ARBA00026326,arba,GO:0031901,early endosome membrane,6
ARBA00026327,arba,GO:0016763,pentosyltransferase activity,38
ARBA00026328,arba,GO:0005635,nuclear envelope,68
ARBA00026329,arba,GO:0071162,CMG complex,4
ARBA00026330,arba,GO:0005634,nucleus,1318
ARBA00026331,arba,GO:0004308,exo-alpha-sialidase activity,4
ARBA00026332,arba,GO:0042626,ATPase-coupled transmembrane transporter activity,30
ARBA00026333,arba,GO:0044804,nucleophagy,4
ARBA00026334,arba,GO:2000058,regulation of ubiquitin-dependent protein catabolic process,9
ARBA00026335,arba,GO:0140299,molecular sensor activity,14
ARBA00026336,arba,GO:0140297,DNA-binding transcription factor binding,33
ARBA00026337,arba,GO:0006530,L-asparagine catabolic process,2
ARBA00026338,arba,GO:0004353,glutamate dehydrogenase [NAD(P)+] activity,7
ARBA00026339,arba,GO:0031976,plastid thylakoid,6
ARBA00026341,arba,GO:0061783,peptidoglycan muralytic activity,6
ARBA00026342,arba,GO:0031974,membrane-enclosed lumen,451
ARBA00026343,arba,GO:0052834,inositol monophosphate phosphatase activity,3
ARBA00026344,arba,GO:0051989,coproporphyrinogen dehydrogenase activity,3
ARBA00026345,arba,GO:0051503,adenine nucleotide transport,11
ARBA00026346,arba,GO:0035091,phosphatidylinositol binding,30
ARBA00026347,arba,GO:0019843,rRNA binding,1
ARBA00026348,arba,GO:0019842,vitamin binding,28
ARBA00026349,arba,GO:0019840,isoprenoid binding,4
ARBA00026350,arba,GO:0051983,regulation of chromosome segregation,12
ARBA00026351,arba,GO:0006534,cysteine metabolic process,10
ARBA00026352,arba,GO:0035099,hemocyte migration,2
ARBA00026355,arba,GO:1902410,mitotic cytokinetic process,9
ARBA00026356,arba,GO:0004365,glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity,5
ARBA00026357,arba,GO:1901568,fatty acid derivative metabolic process,12
ARBA00026358,arba,GO:0003032,detection of oxygen,3
ARBA00026359,arba,GO:2000067,regulation of root morphogenesis,2
ARBA00026360,arba,GO:1901567,fatty acid derivative binding,4
ARBA00026361,arba,GO:0005694,chromosome,232
ARBA00026363,arba,GO:0004364,glutathione transferase activity,18
ARBA00026364,arba,GO:0031966,mitochondrial membrane,107
ARBA00026365,arba,GO:0061794,conidium development,1
ARBA00026366,arba,GO:0030639,polyketide biosynthetic process,10
ARBA00026367,arba,GO:0046165,alcohol biosynthetic process,55
ARBA00026368,arba,GO:0030638,polyketide metabolic process,10
ARBA00026369,arba,GO:0031967,organelle envelope,186
ARBA00026371,arba,GO:0071103,DNA conformation change,9
ARBA00026372,arba,GO:0051998,protein carboxyl O-methyltransferase activity,5
ARBA00026373,arba,GO:0015012,heparan sulfate proteoglycan biosynthetic process,8
ARBA00026374,arba,GO:0050664,"oxidoreductase activity, acting on NAD(P)H, oxygen as acceptor",8
ARBA00026375,arba,GO:0005217,intracellularly ligand-gated monoatomic ion channel activity,13
ARBA00026376,arba,GO:0002189,ribose phosphate diphosphokinase complex,3
ARBA00026377,arba,GO:0005216,monoatomic ion channel activity,118
ARBA00026378,arba,GO:0050661,NADP binding,9
ARBA00026379,arba,GO:0006547,L-histidine metabolic process,13
ARBA00026380,arba,GO:0005215,transporter activity,352
ARBA00026381,arba,GO:0050660,flavin adenine dinucleotide binding,20
ARBA00026384,arba,GO:0120227,acyl-CoA binding,4
ARBA00026385,arba,GO:0006511,ubiquitin-dependent protein catabolic process,76
ARBA00026386,arba,GO:0004333,fumarate hydratase activity,3
ARBA00026387,arba,GO:0003002,regionalization,59
ARBA00026388,arba,GO:0046173,polyol biosynthetic process,29
ARBA00026389,arba,GO:0016798,"hydrolase activity, acting on glycosyl bonds",169
ARBA00026390,arba,GO:0016799,"hydrolase activity, hydrolyzing N-glycosyl compounds",35
ARBA00026391,arba,GO:0019829,ATPase-coupled monoatomic cation transmembrane transporter activity,18
ARBA00026392,arba,GO:0016790,thiolester hydrolase activity,24
ARBA00026393,arba,GO:0016791,phosphatase activity,151
ARBA00026394,arba,GO:0016310,phosphorylation,104
ARBA00026396,arba,GO:0016311,dephosphorylation,28
ARBA00026397,arba,GO:0003006,developmental process involved in reproduction,150
ARBA00026398,arba,GO:0004337,"(2E,6E)-farnesyl diphosphate synthase activity",1
ARBA00026399,arba,GO:0005667,transcription regulator complex,44
ARBA00026400,arba,GO:0005665,"RNA polymerase II, core complex",12
ARBA00026401,arba,GO:0006996,organelle organization,418
ARBA00026402,arba,GO:0006518,peptide metabolic process,25
ARBA00026403,arba,GO:0006517,protein deglycosylation,5
ARBA00026404,arba,GO:1905939,regulation of gonad development,2
ARBA00026405,arba,GO:0003008,system process,118
ARBA00026406,arba,GO:0004340,glucokinase activity,4
ARBA00026407,arba,GO:0002161,aminoacyl-tRNA deacylase activity,7
ARBA00026408,arba,GO:1905941,positive regulation of gonad development,2
ARBA00026409,arba,GO:0004344,glucose dehydrogenase activity,2
ARBA00026410,arba,GO:0003013,circulatory system process,30
ARBA00026411,arba,GO:0006520,amino acid metabolic process,223
ARBA00026412,arba,GO:0019835,cytolysis,7
ARBA00026413,arba,GO:0016324,apical plasma membrane,41
ARBA00026414,arba,GO:0097729,9+2 motile cilium,22
ARBA00026415,arba,GO:0060485,mesenchyme development,19
ARBA00026416,arba,GO:0052866,phosphatidylinositol phosphate phosphatase activity,18
ARBA00026417,arba,GO:0019838,growth factor binding,17
ARBA00026418,arba,GO:0051537,"2 iron, 2 sulfur cluster binding",7
ARBA00026419,arba,GO:0051536,iron-sulfur cluster binding,14
ARBA00026420,arba,GO:0046189,phenol-containing compound biosynthetic process,16
ARBA00026421,arba,GO:0097733,photoreceptor cell cilium,19
ARBA00026422,arba,GO:0048367,shoot system development,42
ARBA00026423,arba,GO:0050684,regulation of mRNA processing,24
ARBA00026424,arba,GO:0006526,L-arginine biosynthetic process,9
ARBA00026425,arba,GO:0006525,arginine metabolic process,14
ARBA00026426,arba,GO:0035064,obsolete methylated histone binding,1
ARBA00026427,arba,GO:0004345,glucose-6-phosphate dehydrogenase activity,6
ARBA00026428,arba,GO:0097730,non-motile cilium,25
ARBA00026429,arba,GO:0097731,9+0 non-motile cilium,19
ARBA00026430,arba,GO:0006528,asparagine metabolic process,3
ARBA00026431,arba,GO:0050291,sphingosine N-acyltransferase activity,2
ARBA00026432,arba,GO:0006571,L-tyrosine biosynthetic process,5
ARBA00026433,arba,GO:1902047,polyamine transmembrane transport,6
ARBA00026434,arba,GO:0007423,sensory organ development,56
ARBA00026435,arba,GO:0006570,tyrosine metabolic process,12
ARBA00026436,arba,GO:0097381,photoreceptor disc membrane,8
ARBA00026437,arba,GO:0006576,biogenic amine metabolic process,56
ARBA00026438,arba,GO:0005245,voltage-gated calcium channel activity,9
ARBA00026439,arba,GO:0030201,heparan sulfate proteoglycan metabolic process,11
ARBA00026440,arba,GO:0005244,voltage-gated monoatomic ion channel activity,41
ARBA00026441,arba,GO:0006575,modified amino acid metabolic process,58
ARBA00026442,arba,GO:0004396,hexokinase activity,11
ARBA00026443,arba,GO:0007420,brain development,34
ARBA00026444,arba,GO:0030203,glycosaminoglycan metabolic process,14
ARBA00026445,arba,GO:0019888,protein phosphatase regulator activity,14
ARBA00026446,arba,GO:0019408,obsolete dolichol biosynthetic process,2
ARBA00026447,arba,GO:0060090,molecular adaptor activity,100
ARBA00026448,arba,GO:0019882,antigen processing and presentation,9
ARBA00026450,arba,GO:0019887,protein kinase regulator activity,34
ARBA00026451,arba,GO:0040012,regulation of locomotion,63
ARBA00026452,arba,GO:0040011,locomotion,42
ARBA00026453,arba,GO:0044853,plasma membrane raft,6
ARBA00026454,arba,GO:0019886,antigen processing and presentation of exogenous peptide antigen via MHC class II,4
ARBA00026455,arba,GO:0019884,antigen processing and presentation of exogenous antigen,5
ARBA00026456,arba,GO:0009607,response to biotic stimulus,232
ARBA00026457,arba,GO:0009608,response to symbiont,12
ARBA00026458,arba,GO:0005249,voltage-gated potassium channel activity,26
ARBA00026459,arba,GO:0005248,voltage-gated sodium channel activity,7
ARBA00026460,arba,GO:0040017,positive regulation of locomotion,42
ARBA00026461,arba,GO:0099568,cytoplasmic region,32
ARBA00026462,arba,GO:0008757,S-adenosylmethionine-dependent methyltransferase activity,104
ARBA00026463,arba,GO:0009605,response to external stimulus,279
ARBA00026465,arba,GO:0009606,tropism,7
ARBA00026466,arba,GO:0099565,"chemical synaptic transmission, postsynaptic",27
ARBA00026467,arba,GO:0005253,monoatomic anion channel activity,16
ARBA00026468,arba,GO:0009610,response to symbiotic fungus,11
ARBA00026469,arba,GO:0009611,response to wounding,38
ARBA00026470,arba,GO:0030670,phagocytic vesicle membrane,7
ARBA00026471,arba,GO:0006582,melanin metabolic process,8
ARBA00026472,arba,GO:0003073,regulation of systemic arterial blood pressure,7
ARBA00026473,arba,GO:0030674,protein-macromolecule adaptor activity,91
ARBA00026474,arba,GO:0006586,obsolete indolalkylamine metabolic process,24
ARBA00026475,arba,GO:0030672,synaptic vesicle membrane,6
ARBA00026476,arba,GO:0005254,chloride channel activity,14
ARBA00026477,arba,GO:0120252,hydrocarbon metabolic process,31
ARBA00026478,arba,GO:0019417,sulfur oxidation,3
ARBA00026479,arba,GO:0010608,post-transcriptional regulation of gene expression,77
ARBA00026480,arba,GO:0010605,negative regulation of macromolecule metabolic process,343
ARBA00026481,arba,GO:0019899,enzyme binding,101
ARBA00026482,arba,GO:0010604,positive regulation of macromolecule metabolic process,421
ARBA00026483,arba,GO:0101031,protein folding chaperone complex,19
ARBA00026484,arba,GO:0019898,extrinsic component of membrane,12
ARBA00026485,arba,GO:0101030,obsolete tRNA-guanine transglycosylation,1
ARBA00026486,arba,GO:0019897,extrinsic component of plasma membrane,7
ARBA00026487,arba,GO:0120251,hydrocarbon biosynthetic process,24
ARBA00026488,arba,GO:0006108,malate metabolic process,7
ARBA00026489,arba,GO:0051156,glucose 6-phosphate metabolic process,22
ARBA00026490,arba,GO:0006106,fumarate metabolic process,2
ARBA00026491,arba,GO:0099572,postsynaptic specialization,11
ARBA00026492,arba,GO:0009615,response to virus,56
ARBA00026493,arba,GO:0072073,kidney epithelium development,11
ARBA00026494,arba,GO:0009617,response to bacterium,83
ARBA00026495,arba,GO:0006109,regulation of carbohydrate metabolic process,21
ARBA00026496,arba,GO:0006551,L-leucine metabolic process,9
ARBA00026497,arba,GO:0090729,toxin activity,4
ARBA00026498,arba,GO:0005220,"inositol 1,4,5-trisphosphate-gated calcium channel activity",3
ARBA00026499,arba,GO:0006555,methionine metabolic process,15
ARBA00026500,arba,GO:0006553,lysine metabolic process,9
ARBA00026501,arba,GO:0030662,coated vesicle membrane,20
ARBA00026502,arba,GO:0003044,regulation of systemic arterial blood pressure mediated by a chemical signal,5
ARBA00026503,arba,GO:0031514,motile cilium,27
ARBA00026504,arba,GO:0015026,coreceptor activity,7
ARBA00026505,arba,GO:0019867,outer membrane,34
ARBA00026506,arba,GO:0030666,endocytic vesicle membrane,13
ARBA00026507,arba,GO:0019866,organelle inner membrane,85
ARBA00026508,arba,GO:0030665,clathrin-coated vesicle membrane,11
ARBA00026509,arba,GO:0031996,thioesterase binding,1
ARBA00026510,arba,GO:0031519,PcG protein complex,19
ARBA00026511,arba,GO:0030669,clathrin-coated endocytic vesicle membrane,6
ARBA00026512,arba,GO:0019865,immunoglobulin binding,6
ARBA00026513,arba,GO:0042214,terpene metabolic process,25
ARBA00026514,arba,GO:0019863,IgE binding,6
ARBA00026515,arba,GO:0045721,negative regulation of gluconeogenesis,1
ARBA00026516,arba,GO:0051169,nuclear transport,46
ARBA00026517,arba,GO:0043543,protein acylation,8
ARBA00026518,arba,GO:0051168,nuclear export,23
ARBA00026519,arba,GO:0043549,regulation of kinase activity,20
ARBA00026520,arba,GO:0007409,axonogenesis,38
ARBA00026521,arba,GO:0044877,protein-containing complex binding,74
ARBA00026522,arba,GO:0006556,S-adenosylmethionine biosynthetic process,2
ARBA00026523,arba,GO:0097367,carbohydrate derivative binding,92
ARBA00026526,arba,GO:0006562,L-proline catabolic process,2
ARBA00026527,arba,GO:0005231,excitatory extracellular ligand-gated monoatomic ion channel activity,16
ARBA00026528,arba,GO:0007411,axon guidance,28
ARBA00026529,arba,GO:0051170,import into nucleus,18
ARBA00026530,arba,GO:0005230,extracellular ligand-gated monoatomic ion channel activity,33
ARBA00026531,arba,GO:0006560,proline metabolic process,8
ARBA00026532,arba,GO:0031984,organelle subcompartment,102
ARBA00026533,arba,GO:0030651,peptide antibiotic biosynthetic process,2
ARBA00026534,arba,GO:0031982,vesicle,217
ARBA00026535,arba,GO:0030650,obsolete peptide antibiotic metabolic process,2
ARBA00026536,arba,GO:0031981,nuclear lumen,377
ARBA00026537,arba,GO:0004386,helicase activity,37
ARBA00026538,arba,GO:0015038,glutathione disulfide oxidoreductase activity,8
ARBA00026539,arba,GO:0032838,plasma membrane bounded cell projection cytoplasm,23
ARBA00026540,arba,GO:0030659,cytoplasmic vesicle membrane,71
ARBA00026541,arba,GO:0030658,transport vesicle membrane,20
ARBA00026542,arba,GO:0031505,fungal-type cell wall organization,15
ARBA00026543,arba,GO:0042220,response to cocaine,5
ARBA00026544,arba,GO:0042221,response to chemical,574
ARBA00026545,arba,GO:0019870,potassium channel inhibitor activity,3
ARBA00026546,arba,GO:0015031,protein transport,72
ARBA00026547,arba,GO:0044403,biological process involved in symbiotic interaction,43
ARBA00026548,arba,GO:0045732,positive regulation of protein catabolic process,12
ARBA00026549,arba,GO:0015036,disulfide oxidoreductase activity,24
ARBA00026550,arba,GO:0015035,protein-disulfide reductase activity,11
ARBA00026551,arba,GO:0051179,localization,902
ARBA00026552,arba,GO:0006569,L-tryptophan catabolic process,9
ARBA00026553,arba,GO:0045736,negative regulation of cyclin-dependent protein serine/threonine kinase activity,3
ARBA00026554,arba,GO:0006568,L-tryptophan metabolic process,24
ARBA00026555,arba,GO:0045735,nutrient reservoir activity,4
ARBA00026556,arba,GO:0021700,developmental maturation,34
ARBA00026557,arba,GO:0051174,regulation of phosphorus metabolic process,35
ARBA00026559,arba,GO:0007416,synapse assembly,11
ARBA00026561,arba,GO:0007417,central nervous system development,56
ARBA00026563,arba,GO:0030246,carbohydrate binding,36
ARBA00026564,arba,GO:0010638,positive regulation of organelle organization,36
ARBA00026565,arba,GO:0010639,negative regulation of organelle organization,26
ARBA00026566,arba,GO:0101005,deubiquitinase activity,35
ARBA00026567,arba,GO:0034605,cellular response to heat,8
ARBA00026568,arba,GO:0090708,specification of plant organ axis polarity,2
ARBA00026569,arba,GO:0015085,calcium ion transmembrane transporter activity,44
ARBA00026570,arba,GO:0099529,neurotransmitter receptor activity involved in regulation of postsynaptic membrane potential,11
ARBA00026572,arba,GO:0006139,nucleobase-containing compound metabolic process,781
ARBA00026573,arba,GO:0015081,sodium ion transmembrane transporter activity,37
ARBA00026574,arba,GO:0022624,proteasome accessory complex,10
ARBA00026575,arba,GO:0022627,cytosolic small ribosomal subunit,17
ARBA00026576,arba,GO:0008318,protein prenyltransferase activity,4
ARBA00026577,arba,GO:0022626,cytosolic ribosome,60
ARBA00026578,arba,GO:0008324,monoatomic cation transmembrane transporter activity,145
ARBA00026579,arba,GO:0032890,regulation of organic acid transport,3
ARBA00026580,arba,GO:0030234,enzyme regulator activity,158
ARBA00026581,arba,GO:0008320,protein transmembrane transporter activity,4
ARBA00026582,arba,GO:0009651,response to salt stress,22
ARBA00026583,arba,GO:0009653,anatomical structure morphogenesis,280
ARBA00026584,arba,GO:0010647,positive regulation of cell communication,136
ARBA00026585,arba,GO:0035924,cellular response to vascular endothelial growth factor stimulus,4
ARBA00026586,arba,GO:0010648,negative regulation of cell communication,124
ARBA00026587,arba,GO:1902495,transmembrane transporter complex,84
ARBA00026588,arba,GO:1902494,catalytic complex,385
ARBA00026589,arba,GO:0010646,regulation of cell communication,343
ARBA00026590,arba,GO:1902493,acetyltransferase complex,45
ARBA00026591,arba,GO:0035925,mRNA 3'-UTR AU-rich region binding,4
ARBA00026593,arba,GO:0015095,magnesium ion transmembrane transporter activity,6
ARBA00026594,arba,GO:0099537,trans-synaptic signaling,50
ARBA00026595,arba,GO:0051119,sugar transmembrane transporter activity,11
ARBA00026596,arba,GO:0099536,synaptic signaling,51
ARBA00026597,arba,GO:0018126,protein hydroxylation,3
ARBA00026598,arba,GO:0050265,RNA uridylyltransferase activity,4
ARBA00026599,arba,GO:0050263,ribosylpyrimidine nucleosidase activity,1
ARBA00026600,arba,GO:0022613,ribonucleoprotein complex biogenesis,78
ARBA00026601,arba,GO:0098687,chromosomal region,54
ARBA00026602,arba,GO:0008328,ionotropic glutamate receptor complex,11
ARBA00026603,arba,GO:0097354,prenylation,2
ARBA00026604,arba,GO:0022616,DNA strand elongation,10
ARBA00026605,arba,GO:0006595,polyamine metabolic process,19
ARBA00026606,arba,GO:0006111,regulation of gluconeogenesis,5
ARBA00026607,arba,GO:0005262,calcium channel activity,35
ARBA00026608,arba,GO:0005261,monoatomic cation channel activity,86
ARBA00026609,arba,GO:0032880,regulation of protein localization,44
ARBA00026610,arba,GO:0005267,potassium channel activity,35
ARBA00026611,arba,GO:0006598,polyamine catabolic process,4
ARBA00026612,arba,GO:0060079,excitatory postsynaptic potential,18
ARBA00026613,arba,GO:0006112,energy reserve metabolic process,24
ARBA00026614,arba,GO:0009620,response to fungus,44
ARBA00026615,arba,GO:0006596,polyamine biosynthetic process,11
ARBA00026616,arba,GO:1903358,regulation of Golgi organization,4
ARBA00026617,arba,GO:0031559,oxidosqualene cyclase activity,6
ARBA00026618,arba,GO:1903351,cellular response to dopamine,11
ARBA00026619,arba,GO:0060078,regulation of postsynaptic membrane potential,19
ARBA00026620,arba,GO:0003081,regulation of systemic arterial blood pressure by renin-angiotensin,3
ARBA00026621,arba,GO:1903350,response to dopamine,11
ARBA00026622,arba,GO:0000813,ESCRT I complex,4
ARBA00026623,arba,GO:0099504,synaptic vesicle cycle,10
ARBA00026624,arba,GO:0060070,canonical Wnt signaling pathway,14
ARBA00026625,arba,GO:0099503,secretory vesicle,40
ARBA00026626,arba,GO:0051129,negative regulation of cellular component organization,44
ARBA00026627,arba,GO:0098656,monoatomic anion transmembrane transport,31
ARBA00026628,arba,GO:0051128,regulation of cellular component organization,233
ARBA00026629,arba,GO:0042651,thylakoid membrane,3
ARBA00026630,arba,GO:0022607,cellular component assembly,240
ARBA00026631,arba,GO:0009629,response to gravity,5
ARBA00026632,arba,GO:0097320,plasma membrane tubulation,2
ARBA00026633,arba,GO:0098655,monoatomic cation transmembrane transport,177
ARBA00026634,arba,GO:0022603,regulation of anatomical structure morphogenesis,65
ARBA00026635,arba,GO:0099501,exocytic vesicle membrane,6
ARBA00026636,arba,GO:0009628,response to abiotic stimulus,225
ARBA00026637,arba,GO:0008301,"DNA binding, bending",4
ARBA00026638,arba,GO:0032872,regulation of stress-activated MAPK cascade,6
ARBA00026639,arba,GO:0005272,sodium channel activity,16
ARBA00026640,arba,GO:0031543,peptidyl-proline dioxygenase activity,4
ARBA00026641,arba,GO:0006124,ferredoxin metabolic process,2
ARBA00026642,arba,GO:0030695,GTPase regulator activity,75
ARBA00026643,arba,GO:0009630,gravitropism,4
ARBA00026644,arba,GO:0032870,cellular response to hormone stimulus,75
ARBA00026645,arba,GO:0008300,isoprenoid catabolic process,8
ARBA00026646,arba,GO:0008784,alanine racemase activity,2
ARBA00026647,arba,GO:0010629,negative regulation of gene expression,131
ARBA00026648,arba,GO:0018108,peptidyl-tyrosine phosphorylation,7
ARBA00026649,arba,GO:0000819,sister chromatid segregation,20
ARBA00026653,arba,GO:0060089,molecular transducer activity,202
ARBA00026654,arba,GO:0018106,peptidyl-histidine phosphorylation,15
ARBA00026655,arba,GO:0010628,positive regulation of gene expression,105
ARBA00026656,arba,GO:0032879,regulation of localization,152
ARBA00026657,arba,GO:0019432,triglyceride biosynthetic process,4
ARBA00026658,arba,GO:0015075,monoatomic ion transmembrane transporter activity,178
ARBA00026659,arba,GO:0051139,metal cation:proton antiporter activity,7
ARBA00026660,arba,GO:0015078,proton transmembrane transporter activity,28
ARBA00026661,arba,GO:0044843,cell cycle G1/S phase transition,13
ARBA00026662,arba,GO:0018105,peptidyl-serine phosphorylation,7
ARBA00026663,arba,GO:0000828,inositol hexakisphosphate kinase activity,4
ARBA00026664,arba,GO:0015079,potassium ion transmembrane transporter activity,46
ARBA00026665,arba,GO:0098662,obsolete inorganic cation transmembrane transport,167
ARBA00026666,arba,GO:0098661,obsolete inorganic anion transmembrane transport,40
ARBA00026667,arba,GO:0098660,obsolete inorganic ion transmembrane transport,192
ARBA00026668,arba,GO:0040007,growth,65
ARBA00026669,arba,GO:0009636,response to toxic substance,79
ARBA00026671,arba,GO:0008305,integrin complex,12
ARBA00026672,arba,GO:0099513,polymeric cytoskeletal fiber,42
ARBA00026673,arba,GO:0099512,supramolecular fiber,77
ARBA00026674,arba,GO:0040008,regulation of growth,75
ARBA00026675,arba,GO:0051130,positive regulation of cellular component organization,82
ARBA00026676,arba,GO:0009637,response to blue light,8
ARBA00026677,arba,GO:0098664,G protein-coupled serotonin receptor signaling pathway,7
ARBA00026679,arba,GO:0034644,cellular response to UV,13
ARBA00026682,arba,GO:0030289,protein phosphatase 4 complex,2
ARBA00026684,arba,GO:0030288,outer membrane-bounded periplasmic space,9
ARBA00026685,arba,GO:0007020,microtubule nucleation,5
ARBA00026686,arba,GO:0006171,cAMP biosynthetic process,7
ARBA00026687,arba,GO:0045785,positive regulation of cell adhesion,36
ARBA00026688,arba,GO:0043122,regulation of canonical NF-kappaB signal transduction,30
ARBA00026689,arba,GO:0048812,neuron projection morphogenesis,46
ARBA00026690,arba,GO:0043123,positive regulation of canonical NF-kappaB signal transduction,23
ARBA00026691,arba,GO:0019001,guanyl nucleotide binding,37
ARBA00026692,arba,GO:0003906,DNA-(apurinic or apyrimidinic site) endonuclease activity,5
ARBA00026693,arba,GO:0045787,positive regulation of cell cycle,25
ARBA00026694,arba,GO:0018158,protein oxidation,3
ARBA00026695,arba,GO:0045786,negative regulation of cell cycle,45
ARBA00026696,arba,GO:0009698,phenylpropanoid metabolic process,27
ARBA00026697,arba,GO:0009699,phenylpropanoid biosynthetic process,21
ARBA00026698,arba,GO:0007034,vacuolar transport,25
ARBA00026699,arba,GO:0007032,endosome organization,7
ARBA00026700,arba,GO:0009694,jasmonic acid metabolic process,3
ARBA00026701,arba,GO:0009695,jasmonic acid biosynthetic process,3
ARBA00026702,arba,GO:0032451,demethylase activity,34
ARBA00026703,arba,GO:0031125,rRNA 3'-end processing,4
ARBA00026704,arba,GO:0032452,histone demethylase activity,26
ARBA00026705,arba,GO:0031123,RNA 3'-end processing,23
ARBA00026706,arba,GO:0099172,presynapse organization,5
ARBA00026707,arba,GO:0070727,obsolete cellular macromolecule localization,168
ARBA00026708,arba,GO:0007031,peroxisome organization,11
ARBA00026710,arba,GO:0001736,establishment of planar polarity,13
ARBA00026711,arba,GO:0003916,DNA topoisomerase activity,12
