ida_id	domain_accession	domain_name	start	end
ebab0b6e77e2f98c515bd1859cc9a94ab07025a1	IPR039519	YokE-like_PH	85	140
1211c588e11e769259c1af55b896bec3b49e513a	PF14470	bPH_3	16	112
1211c588e11e769259c1af55b896bec3b49e513a	IPR039519	YokE-like_PH	16	112
1211c588e11e769259c1af55b896bec3b49e513a	PF12773	DZR	165	213
1211c588e11e769259c1af55b896bec3b49e513a	IPR025874	DZR	165	213
337d4b9af6ba0aed39b1532dfd53253471ca55e4	PF14472	DUF4429	14	91
337d4b9af6ba0aed39b1532dfd53253471ca55e4	IPR027860	DUF4429	14	91
337d4b9af6ba0aed39b1532dfd53253471ca55e4	PF14470	bPH_3	170	259
337d4b9af6ba0aed39b1532dfd53253471ca55e4	IPR039519	YokE-like_PH	170	259
337d4b9af6ba0aed39b1532dfd53253471ca55e4	PF09851	SHOCT	294	321
337d4b9af6ba0aed39b1532dfd53253471ca55e4	IPR018649	SHOCT	294	321
55ba83d8c7501e4d39e6ff95c20bf8e4e98aa6dd	PF14470	bPH_3	20	94
55ba83d8c7501e4d39e6ff95c20bf8e4e98aa6dd	IPR039519	YokE-like_PH	20	94
55ba83d8c7501e4d39e6ff95c20bf8e4e98aa6dd	PF13240	Zn_Ribbon_1	150	172
55ba83d8c7501e4d39e6ff95c20bf8e4e98aa6dd	IPR026870	Zinc_ribbon_dom	150	172
ae377b45b1d13888056ca0c27c4eb265d120527d	PF14470	bPH_3	51	101
ae377b45b1d13888056ca0c27c4eb265d120527d	IPR039519	YokE-like_PH	51	101
ae377b45b1d13888056ca0c27c4eb265d120527d	PF26438	DUF8108_N	166	199
ae377b45b1d13888056ca0c27c4eb265d120527d	IPR058962	DUF8108_N	166	199
0b2611f36df7412c40b43d6a386d35b08daf73c5	PF14472	DUF4429	38	116
0b2611f36df7412c40b43d6a386d35b08daf73c5	IPR027860	DUF4429	38	116
0b2611f36df7412c40b43d6a386d35b08daf73c5	PF14470	bPH_3	203	288
0b2611f36df7412c40b43d6a386d35b08daf73c5	IPR039519	YokE-like_PH	203	288
0b2611f36df7412c40b43d6a386d35b08daf73c5	PF10708	DUF2510	332	357
0b2611f36df7412c40b43d6a386d35b08daf73c5	IPR018929	DUF2510	332	357
3967d41c5336c9ccbe959cfaef6da9d8abdf4a4f	PF14470	bPH_3	35	123
3967d41c5336c9ccbe959cfaef6da9d8abdf4a4f	IPR039519	YokE-like_PH	35	123
3967d41c5336c9ccbe959cfaef6da9d8abdf4a4f	PF13250	SNIPE	329	446
3967d41c5336c9ccbe959cfaef6da9d8abdf4a4f	IPR025280	SNIPE	329	446
3967d41c5336c9ccbe959cfaef6da9d8abdf4a4f	PF13455	MUG113	544	620
445ebd0e273ad2c1e9791bc321589b77c3baf361	PF12773	DZR	6	49
445ebd0e273ad2c1e9791bc321589b77c3baf361	IPR025874	DZR	6	49
445ebd0e273ad2c1e9791bc321589b77c3baf361	PF14470	bPH_3	83	157
445ebd0e273ad2c1e9791bc321589b77c3baf361	IPR039519	YokE-like_PH	83	157
8aa57eb133b7285a576f3d654568a5910bc9dbfd	PF14470	bPH_3	28	117
8aa57eb133b7285a576f3d654568a5910bc9dbfd	IPR039519	YokE-like_PH	28	117
8aa57eb133b7285a576f3d654568a5910bc9dbfd	PF00664	ABC_membrane	194	496
8aa57eb133b7285a576f3d654568a5910bc9dbfd	IPR011527	ABC1_TM_dom	194	496
8aa57eb133b7285a576f3d654568a5910bc9dbfd	PF00005	ABC_tran	558	707
8aa57eb133b7285a576f3d654568a5910bc9dbfd	IPR003439	ABC_transporter-like_ATP-bd	558	707
c04101473f19fdf3bf085722b78cdfb7b038a110	PF04191	PEMT	64	137
c04101473f19fdf3bf085722b78cdfb7b038a110	IPR007318	Phopholipid_MeTrfase	64	137
c04101473f19fdf3bf085722b78cdfb7b038a110	PF14470	bPH_3	206	278
c04101473f19fdf3bf085722b78cdfb7b038a110	IPR039519	YokE-like_PH	206	278
d9c1d734a5316ce6ed3533eb00958a75b712705a	PF10923	BrxC_BrxD	12	425
d9c1d734a5316ce6ed3533eb00958a75b712705a	IPR021228	BrxD	12	425
d9c1d734a5316ce6ed3533eb00958a75b712705a	PF14470	bPH_3	474	558
d9c1d734a5316ce6ed3533eb00958a75b712705a	IPR039519	YokE-like_PH	474	558
e1b37acbdeac41af023bd14b1218e6186e7b448d	PF14470	bPH_3	47	153
e1b37acbdeac41af023bd14b1218e6186e7b448d	IPR039519	YokE-like_PH	47	153
e1b37acbdeac41af023bd14b1218e6186e7b448d	PF04471	Mrr_cat	201	315
e1b37acbdeac41af023bd14b1218e6186e7b448d	IPR007560	Restrct_endonuc_IV_Mrr	201	315
02c44966a6c07e7cceda072ac9253a889969d100	PF14470	bPH_3	24	116
02c44966a6c07e7cceda072ac9253a889969d100	IPR039519	YokE-like_PH	24	116
02c44966a6c07e7cceda072ac9253a889969d100	PF00571	CBS	144	202
02c44966a6c07e7cceda072ac9253a889969d100	IPR000644	CBS_dom	144	202
02c44966a6c07e7cceda072ac9253a889969d100	PF00571	CBS	209	262
02c44966a6c07e7cceda072ac9253a889969d100	IPR000644	CBS_dom	209	262
02c44966a6c07e7cceda072ac9253a889969d100	PF01769	MgtE	330	452
02c44966a6c07e7cceda072ac9253a889969d100	IPR006667	SLC41_membr_dom	330	452
