bucket_id	bucket_label	bucket_type	module_area	gene_count	specific_membership_count	reviewed_gene_count	existing_review_files	missing_review_files	asta_research_files	module	module_file	module_file_exists	module_research_falcon	module_research_path	taxon_research_falcon	taxon_research_path	priority_phase	batch_status	pr_status	pr_url	scope_note
kegg:ppu00052	Galactose metabolism	kegg_pathway	other_kegg_pathway	7	8	1	1	6	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00052__ppu00052-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00053	Ascorbate and aldarate metabolism	kegg_pathway	other_kegg_pathway	4	8	2	0	4	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00053__ppu00053-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00061	Fatty acid biosynthesis	kegg_pathway	lipid_cell_envelope_metabolism	7	19	4	1	6	1			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00061__ppu00061-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00071	Fatty acid degradation	kegg_pathway	lipid_cell_envelope_metabolism	6	22	0	0	6	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00071__ppu00071-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00074	Mycolic acid biosynthesis	kegg_pathway	other_kegg_pathway	2	2	0	0	2	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00074__ppu00074-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00130	Ubiquinone and other terpenoid-quinone biosynthesis	kegg_pathway	cofactors_vitamins_redox	13	14	6	1	12	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00130__ppu00130-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00190	Oxidative phosphorylation	kegg_pathway	energy_respiration_inorganic_metabolism	44	54	16	0	44	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00190__ppu00190-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00220	Arginine biosynthesis	kegg_pathway	amino_acid_metabolism	17	31	15	1	16	1			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00220__ppu00220-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00230	Purine metabolism	kegg_pathway	nucleotide_metabolism	36	65	13	2	34	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00230__ppu00230-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00240	Pyrimidine metabolism	kegg_pathway	nucleotide_metabolism	24	36	14	2	22	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00240__ppu00240-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00250	Alanine, aspartate and glutamate metabolism	kegg_pathway	amino_acid_metabolism	8	36	1	0	8	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00250__ppu00250-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00260	Glycine, serine and threonine metabolism	kegg_pathway	amino_acid_metabolism	16	66	0	0	16	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00260__ppu00260-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00261	Monobactam biosynthesis	kegg_pathway	other_kegg_pathway	9	9	3	0	9	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00261__ppu00261-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00280	Valine, leucine and isoleucine degradation	kegg_pathway	amino_acid_metabolism	8	35	0	0	8	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00280__ppu00280-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00290	Valine, leucine and isoleucine biosynthesis	kegg_pathway	amino_acid_metabolism	11	18	3	1	10	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00290__ppu00290-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00300	Lysine biosynthesis	kegg_pathway	amino_acid_metabolism	12	19	4	0	12	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00300__ppu00300-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00310	Lysine degradation	kegg_pathway	amino_acid_metabolism	13	32	5	3	10	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00310__ppu00310-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00330	Arginine and proline metabolism	kegg_pathway	amino_acid_metabolism	30	39	7	0	30	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00330__ppu00330-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00332	Carbapenem biosynthesis	kegg_pathway	other_kegg_pathway	2	2	2	0	2	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00332__ppu00332-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00340	Histidine metabolism	kegg_pathway	amino_acid_metabolism	18	20	13	2	16	1			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00340__ppu00340-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00350	Tyrosine metabolism	kegg_pathway	amino_acid_metabolism	6	16	1	0	6	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00350__ppu00350-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00360	Phenylalanine metabolism	kegg_pathway	amino_acid_metabolism	13	28	0	1	12	1			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00360__ppu00360-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00361	Chlorocyclohexane and chlorobenzene degradation	kegg_pathway	aromatic_and_xenobiotic_catabolism	3	3	0	1	2	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00361__ppu00361-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00380	Tryptophan metabolism	kegg_pathway	amino_acid_metabolism	2	20	1	1	1	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00380__ppu00380-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00401	Novobiocin biosynthesis	kegg_pathway	other_kegg_pathway	4	4	1	4	0	4			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00401__ppu00401-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00410	beta-Alanine metabolism	kegg_pathway	amino_acid_metabolism	10	15	1	0	10	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00410__ppu00410-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00430	Taurine and hypotaurine metabolism	kegg_pathway	amino_acid_metabolism	5	5	2	1	4	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00430__ppu00430-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00440	Phosphonate and phosphinate metabolism	kegg_pathway	other_kegg_pathway	2	2	2	1	1	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00440__ppu00440-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00450	Selenocompound metabolism	kegg_pathway	other_kegg_pathway	9	12	3	1	8	1			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00450__ppu00450-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00460	Cyanoamino acid metabolism	kegg_pathway	amino_acid_metabolism	2	7	0	0	2	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00460__ppu00460-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00470	D-Amino acid metabolism	kegg_pathway	amino_acid_metabolism	11	21	7	2	9	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00470__ppu00470-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00480	Glutathione metabolism	kegg_pathway	other_kegg_pathway	24	31	5	1	23	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00480__ppu00480-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00500	Starch and sucrose metabolism	kegg_pathway	other_kegg_pathway	12	18	4	1	11	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00500__ppu00500-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00520	Amino sugar and nucleotide sugar metabolism	kegg_pathway	nucleotide_metabolism	8	25	7	4	4	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00520__ppu00520-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00523	Polyketide sugar unit biosynthesis	kegg_pathway	other_kegg_pathway	4	6	0	0	4	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00523__ppu00523-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00525	Acarbose and validamycin biosynthesis	kegg_pathway	other_kegg_pathway	2	2	0	0	2	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00525__ppu00525-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00540	Lipopolysaccharide biosynthesis	kegg_pathway	lipid_cell_envelope_metabolism	20	20	6	0	20	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00540__ppu00540-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00541	Biosynthesis of various nucleotide sugars	kegg_pathway	nucleotide_metabolism	11	26	5	1	10	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00541__ppu00541-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00543	Exopolysaccharide biosynthesis	kegg_pathway	other_kegg_pathway	11	11	6	1	10	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00543__ppu00543-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00550	Peptidoglycan biosynthesis	kegg_pathway	lipid_cell_envelope_metabolism	10	23	4	0	10	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00550__ppu00550-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00552	Teichoic acid biosynthesis	kegg_pathway	other_kegg_pathway	2	2	1	0	2	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00552__ppu00552-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00561	Glycerolipid metabolism	kegg_pathway	lipid_cell_envelope_metabolism	12	12	4	1	11	1			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00561__ppu00561-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00562	Inositol phosphate metabolism	kegg_pathway	other_kegg_pathway	4	4	1	1	3	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00562__ppu00562-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00564	Glycerophospholipid metabolism	kegg_pathway	lipid_cell_envelope_metabolism	17	23	4	1	16	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00564__ppu00564-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00566	Sulfoquinovose metabolism	kegg_pathway	other_kegg_pathway	2	2	1	1	1	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00566__ppu00566-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00592	alpha-Linolenic acid metabolism	kegg_pathway	other_kegg_pathway	2	2	1	0	2	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00592__ppu00592-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00620	Pyruvate metabolism	kegg_pathway	central_carbon	9	54	4	0	9	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00620__ppu00620-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00621	Dioxin degradation	kegg_pathway	aromatic_and_xenobiotic_catabolism	2	2	0	0	2	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00621__ppu00621-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00625	Chloroalkane and chloroalkene degradation	kegg_pathway	other_kegg_pathway	3	5	2	2	1	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00625__ppu00625-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00626	Naphthalene degradation	kegg_pathway	aromatic_and_xenobiotic_catabolism	2	2	0	0	2	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00626__ppu00626-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00627	Aminobenzoate degradation	kegg_pathway	aromatic_and_xenobiotic_catabolism	8	12	2	4	4	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00627__ppu00627-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00630	Glyoxylate and dicarboxylate metabolism	kegg_pathway	central_carbon	9	62	1	0	9	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00630__ppu00630-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00633	Nitrotoluene degradation	kegg_pathway	aromatic_and_xenobiotic_catabolism	3	3	0	0	3	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00633__ppu00633-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00640	Propanoate metabolism	kegg_pathway	central_carbon	7	33	0	1	6	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00640__ppu00640-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00643	Styrene degradation	kegg_pathway	aromatic_and_xenobiotic_catabolism	5	5	1	1	4	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00643__ppu00643-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00650	Butanoate metabolism	kegg_pathway	central_carbon	5	38	0	1	4	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00650__ppu00650-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00660	C5-Branched dibasic acid metabolism	kegg_pathway	other_kegg_pathway	10	10	5	2	8	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00660__ppu00660-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00670	One carbon pool by folate	kegg_pathway	cofactors_vitamins_redox	14	31	5	0	14	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00670__ppu00670-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00680	Methane metabolism	kegg_pathway	energy_respiration_inorganic_metabolism	18	30	3	1	17	1			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00680__ppu00680-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00710	Carbon fixation by Calvin cycle	kegg_pathway	central_carbon	10	13	5	4	6	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00710__ppu00710-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00730	Thiamine metabolism	kegg_pathway	cofactors_vitamins_redox	13	13	9	2	11	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00730__ppu00730-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00740	Riboflavin metabolism	kegg_pathway	cofactors_vitamins_redox	14	15	5	0	14	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00740__ppu00740-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00750	Vitamin B6 metabolism	kegg_pathway	cofactors_vitamins_redox	9	9	6	1	8	1			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00750__ppu00750-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00760	Nicotinate and nicotinamide metabolism	kegg_pathway	cofactors_vitamins_redox	25	30	14	7	18	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00760__ppu00760-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00770	Pantothenate and CoA biosynthesis	kegg_pathway	cofactors_vitamins_redox	10	24	4	0	10	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00770__ppu00770-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00780	Biotin metabolism	kegg_pathway	other_kegg_pathway	16	16	3	0	16	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00780__ppu00780-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00785	Lipoic acid metabolism	kegg_pathway	cofactors_vitamins_redox	19	19	7	1	18	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00785__ppu00785-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00790	Folate biosynthesis	kegg_pathway	cofactors_vitamins_redox	19	32	7	1	18	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00790__ppu00790-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00860	Porphyrin metabolism	kegg_pathway	cofactors_vitamins_redox	45	46	14	1	44	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00860__ppu00860-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00900	Terpenoid backbone biosynthesis	kegg_pathway	cofactors_vitamins_redox	14	17	7	1	13	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00900__ppu00900-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00906	Carotenoid biosynthesis	kegg_pathway	other_kegg_pathway	1	1	0	0	1	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00906__ppu00906-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00907	Pinene, camphor and geraniol degradation	kegg_pathway	other_kegg_pathway	2	7	0	0	2	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00907__ppu00907-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00910	Nitrogen metabolism	kegg_pathway	energy_respiration_inorganic_metabolism	19	20	0	5	14	4			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00910__ppu00910-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00920	Sulfur metabolism	kegg_pathway	energy_respiration_inorganic_metabolism	33	54	5	1	32	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00920__ppu00920-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00930	Caprolactam degradation	kegg_pathway	aromatic_and_xenobiotic_catabolism	3	3	1	1	2	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00930__ppu00930-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00946	Degradation of flavonoids	kegg_pathway	other_kegg_pathway	6	7	0	0	6	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00946__ppu00946-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00970	Aminoacyl-tRNA biosynthesis	kegg_pathway	other_kegg_pathway	24	27	23	1	23	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00970__ppu00970-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00975	Biosynthesis of various siderophores	kegg_pathway	other_kegg_pathway	3	3	0	1	2	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00975__ppu00975-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00996	Biosynthesis of various alkaloids	kegg_pathway	other_kegg_pathway	1	1	0	0	1	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00996__ppu00996-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00999	Biosynthesis of various plant secondary metabolites	kegg_pathway	other_kegg_pathway	5	5	1	3	2	3			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00999__ppu00999-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu01040	Biosynthesis of unsaturated fatty acids	kegg_pathway	lipid_cell_envelope_metabolism	3	3	0	0	3	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu01040__ppu01040-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu01053	Biosynthesis of siderophore group nonribosomal peptides	kegg_pathway	other_kegg_pathway	1	2	0	0	1	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu01053__ppu01053-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu01320	Sulfur cycle	kegg_pathway	other_kegg_pathway	7	9	0	0	7	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu01320__ppu01320-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
