suggested_review_name	review_name_collision	uniprot_accession	entry_name	primary_gene	ordered_locus	all_gene_names	protein_name	reviewed	annotation_score	length	ec_numbers	go_ids	interpro_ids	pfam_ids	panther_ids	kegg_ids	biocyc_ids	unipathway_ids	refseq_ids	keywords	gene_key	primary_bucket_id	primary_bucket_label	primary_bucket_type	primary_bucket_source	primary_module_area	assignment_reason	specific_kegg_pathway_ids	specific_kegg_pathway_names	overview_kegg_pathway_ids
PP_0039	false	Q88RU0	Q88RU0_PSEPK	PP_0039	PP_0039	PP_0039	Uncharacterized protein	unreviewed	1.0	341						ppu:PP_0039;	PPUT160488:G1G01-40-MONOMER;		WP_010951450.1;	Reference proteome	ppu:PP_0039	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_0040	false	Q88RT9	Q88RT9_PSEPK	PP_0040	PP_0040	PP_0040	Uncharacterized protein	unreviewed	1.0	74						ppu:PP_0040;	PPUT160488:G1G01-41-MONOMER;		WP_010951451.1;	Reference proteome	ppu:PP_0040	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_0042	false	Q88RT7	Q88RT7_PSEPK	PP_0042	PP_0042	PP_0042	DUF2790 domain-containing protein	unreviewed	1.0	107			IPR021245;	PF10976;		ppu:PP_0042;	PPUT160488:G1G01-43-MONOMER;		WP_003253432.1;	Reference proteome;Signal	ppu:PP_0042	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_0048	false	Q88RT1	Q88RT1_PSEPK	PP_0048	PP_0048	PP_0048	Uncharacterized protein	unreviewed	1.0	107						ppu:PP_0048;	PPUT160488:G1G01-49-MONOMER;		WP_010951457.1;	Reference proteome	ppu:PP_0048	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_0049	false	Q88RT0	Q88RT0_PSEPK	PP_0049	PP_0049	PP_0049	Glycosaminoglycan attachment site	unreviewed	1.0	488						ppu:PP_0049;	PPUT160488:G1G01-51-MONOMER;			Reference proteome	ppu:PP_0049	unknown:unassigned_no_pathway_signal	Unassigned genes with minimal pathway signal	unknown	metadata absence	unknown	no specific pathway, UniPathway, EC, or recognized module signal			
PP_0064	false	Q88RR5	Q88RR5_PSEPK	PP_0064	PP_0064	PP_0064	Uncharacterized protein	unreviewed	1.0	104			IPR011990;IPR019734;	PF14559;		ppu:PP_0064;	PPUT160488:G1G01-67-MONOMER;		WP_010951471.1;	Reference proteome	ppu:PP_0064	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_0071	false	Q88RQ8	Q88RQ8_PSEPK	PP_0071	PP_0071	PP_0071	DUF3077 domain-containing protein	unreviewed	1.0	110						ppu:PP_0071;	PPUT160488:G1G01-76-MONOMER;			Reference proteome	ppu:PP_0071	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_0085	false	Q88RP4	Q88RP4_PSEPK	PP_0085	PP_0085	PP_0085	DUF883 domain-containing protein	unreviewed	2.0	162		GO:0005886; GO:0043022	IPR043605;IPR043604;IPR010279;	PF05957;PF19029;	PTHR35893:SF3;PTHR35893;	ppu:PP_0085;	PPUT160488:G1G01-89-MONOMER;			Cell inner membrane;Cell membrane;Coiled coil;Membrane;Reference proteome;Transmembrane;Transmembrane helix	ppu:PP_0085	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_0087	false	Q88RP2	Q88RP2_PSEPK	PP_0087	PP_0087	PP_0087	DUF1161 domain-containing protein	unreviewed	1.0	87			IPR010595;	PF06649;		ppu:PP_0087;	PPUT160488:G1G01-91-MONOMER;			Reference proteome;Signal	ppu:PP_0087	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_0090	false	Q88RN9	Q88RN9_PSEPK	PP_0090	PP_0090	PP_0090	DUF1161 domain-containing protein	unreviewed	1.0	98			IPR010595;	PF06649;		ppu:PP_0090;	PPUT160488:G1G01-94-MONOMER;			Reference proteome;Signal	ppu:PP_0090	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_0098	false	Q88RN1	Q88RN1_PSEPK	PP_0098	PP_0098	PP_0098	Uncharacterized protein	unreviewed	1.0	57						ppu:PP_0098;	PPUT160488:G1G01-102-MONOMER;			Reference proteome	ppu:PP_0098	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_0122	false	Q88RK7	Q88RK7_PSEPK	PP_0122	PP_0122	PP_0122	DUF2782 domain-containing protein	unreviewed	1.0	95			IPR021357;	PF11191;		ppu:PP_0122;	PPUT160488:G1G01-127-MONOMER;		WP_010951520.1;	Reference proteome;Signal	ppu:PP_0122	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_0135	false	Q88RJ4	Y135_PSEPK	PP_0135	PP_0135	PP_0135	UPF0391 membrane protein PP_0135	reviewed	1.0	53		GO:0005886	IPR009760;	PF07043;		ppu:PP_0135;	PPUT160488:G1G01-142-MONOMER;		WP_003252966.1;	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix	ppu:PP_0135	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_0143	false	Q88RI6	Q88RI6_PSEPK	PP_0143	PP_0143	PP_0143	DUF2914 domain-containing protein	unreviewed	1.0	341			IPR022606;IPR045968;IPR016937;	PF11141;PF19346;		ppu:PP_0143;	PPUT160488:G1G01-150-MONOMER;		WP_010951537.1;	Membrane;Reference proteome;Transmembrane;Transmembrane helix	ppu:PP_0143	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_0149	false	Q88RI0	Q88RI0_PSEPK	PP_0149	PP_0149	PP_0149	Uncharacterized protein	unreviewed	1.0	651		GO:0008237	IPR057166;IPR025178;IPR024079;	PF25226;PF13387;		ppu:PP_0149;	PPUT160488:G1G01-156-MONOMER;		WP_010951543.1;	Reference proteome;Signal	ppu:PP_0149	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_0150	false	Q88RH9	Q88RH9_PSEPK	PP_0150	PP_0150	PP_0150	DUF2388 domain-containing protein	unreviewed	1.0	106			IPR012661;	PF09498;		ppu:PP_0150;	PPUT160488:G1G01-157-MONOMER;		WP_003252932.1;	Reference proteome;Signal	ppu:PP_0150	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_0177	false	Q88RF3	Q88RF3_PSEPK	PP_0177	PP_0177	PP_0177	DUF1656 domain-containing protein	unreviewed	1.0	70			IPR012451;	PF07869;		ppu:PP_0177;	PPUT160488:G1G01-195-MONOMER;		WP_003255905.1;	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix	ppu:PP_0177	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_0182	false	Q88RE8	Q88RE8_PSEPK	PP_0182	PP_0182	PP_0182	Uncharacterized protein	unreviewed	1.0	100						ppu:PP_0182;	PPUT160488:G1G01-200-MONOMER;		WP_010951568.1;	Reference proteome	ppu:PP_0182	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_0255	false	Q88R79	Q88R79_PSEPK	PP_0255	PP_0255	PP_0255	Uncharacterized protein	unreviewed	1.0	160			IPR039567;IPR027367;	PF13488;PF13441;		ppu:PP_0255;	PPUT160488:G1G01-277-MONOMER;		WP_010951626.1;	Reference proteome;Signal	ppu:PP_0255	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_0273	false	Q88R61	Q88R61_PSEPK	PP_0273	PP_0273	PP_0273	DUF3079 domain-containing protein	unreviewed	1.0	70			IPR021430;	PF11278;		ppu:PP_0273;	PPUT160488:G1G01-295-MONOMER;			Reference proteome	ppu:PP_0273	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_0278	false	Q88R56	Q88R56_PSEPK	PP_0278	PP_0278	PP_0278	DUF3077 domain-containing protein	unreviewed	1.0	78			IPR021427;	PF11275;		ppu:PP_0278;	PPUT160488:G1G01-305-MONOMER;			Reference proteome	ppu:PP_0278	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_0291	false	Q88R43	Q88R43_PSEPK	PP_0291	PP_0291	PP_0291	DUF2164 domain-containing protein	unreviewed	1.0	86			IPR018680;	PF09932;		ppu:PP_0291;	PPUT160488:G1G01-322-MONOMER;		WP_010951659.1;	Reference proteome	ppu:PP_0291	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_0299	false	Q88R35	Q88R35_PSEPK	PP_0299	PP_0299	PP_0299	Uncharacterized protein	unreviewed	1.0	152						ppu:PP_0299;	PPUT160488:G1G01-331-MONOMER;			Reference proteome	ppu:PP_0299	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_0306	false	Q88R28	Q88R28_PSEPK	PP_0306	PP_0306	PP_0306	Uncharacterized protein	unreviewed	1.0	242						ppu:PP_0306;	PPUT160488:G1G01-339-MONOMER;			Reference proteome	ppu:PP_0306	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_0318	false	Q88R16	Q88R16_PSEPK	PP_0318	PP_0318	PP_0318	DUF904 domain-containing protein	unreviewed	1.0	76						ppu:PP_0318;	PPUT160488:G1G01-351-MONOMER;		WP_003255686.1;	Coiled coil;Reference proteome	ppu:PP_0318	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_0319	false	Q88R15	Q88R15_PSEPK	PP_0319	PP_0319	PP_0319	Uncharacterized protein	unreviewed	1.0	100			IPR007838;IPR036192;IPR042233;	PF05164;		ppu:PP_0319;	PPUT160488:G1G01-352-MONOMER;		WP_003255684.1;	Coiled coil;Reference proteome	ppu:PP_0319	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_0330	false	Q88R04	Q88R04_PSEPK	PP_0330	PP_0330	PP_0330	DUF2780 domain-containing protein	unreviewed	1.0	191			IPR021302;	PF11075;		ppu:PP_0330;	PPUT160488:G1G01-363-MONOMER;		WP_049588087.1;	Reference proteome;Signal	ppu:PP_0330	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_0367	false	Q88QW7	Q88QW7_PSEPK	PP_0367	PP_0367	PP_0367	Pyrroloquinoline quinone biosynthesis protein PqqE	unreviewed	1.0	111						ppu:PP_0367;	PPUT160488:G1G01-401-MONOMER;			Reference proteome	ppu:PP_0367	unknown:unassigned_no_pathway_signal	Unassigned genes with minimal pathway signal	unknown	metadata absence	unknown	no specific pathway, UniPathway, EC, or recognized module signal			
PP_0396	false	P59351	Y396_PSEPK	PP_0396	PP_0396	PP_0396	UPF0229 protein PP_0396	reviewed	1.0	423			IPR006698;	PF04285;	PTHR30510;PTHR30510:SF2;	ppu:PP_0396;	PPUT160488:G1G01-433-MONOMER;		WP_003255564.1;	Reference proteome	ppu:PP_0396	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_0426	false	Q88QR2	Q88QR2_PSEPK	PP_0426	PP_0426	PP_0426	DUF2157 domain-containing protein	unreviewed	1.0	346						ppu:PP_0426;	PPUT160488:G1G01-462-MONOMER;		WP_010951760.1;	Membrane;Reference proteome;Transmembrane;Transmembrane helix	ppu:PP_0426	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_0505	false	Q88QI7	Q88QI7_PSEPK	PP_0505	PP_0505	PP_0505	DUF3299 domain-containing protein	unreviewed	1.0	170			IPR021727;	PF11736;		ppu:PP_0505;	PPUT160488:G1G01-554-MONOMER;		WP_020191397.1;	Reference proteome;Signal	ppu:PP_0505	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_0509	false	Q88QI3	Q88QI3_PSEPK	PP_0509	PP_0509	PP_0509	Uncharacterized protein	unreviewed	1.0	114						ppu:PP_0509;	PPUT160488:G1G01-558-MONOMER;		WP_010951798.1;	Reference proteome	ppu:PP_0509	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_0521	false	Q88QH2	Q88QH2_PSEPK	PP_0521	PP_0521	PP_0521	Uncharacterized protein	unreviewed	1.0	247					PTHR35936:SF6;PTHR35936;	ppu:PP_0521;	PPUT160488:G1G01-570-MONOMER;		WP_010951804.1;	Reference proteome;Signal	ppu:PP_0521	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_0564	false	Q88QD0	Q88QD0_PSEPK	PP_0564	PP_0564	PP_0564	DUF2333 family protein	unreviewed	1.0	362			IPR016936;	PF10095;		ppu:PP_0564;	PPUT160488:G1G01-614-MONOMER;			Membrane;Reference proteome;Transmembrane;Transmembrane helix	ppu:PP_0564	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_0571	false	Q88QC3	Q88QC3_PSEPK	PP_0571	PP_0571	PP_0571	Uncharacterized protein	unreviewed	1.0	111						ppu:PP_0571;	PPUT160488:G1G01-621-MONOMER;			Membrane;Reference proteome;Transmembrane;Transmembrane helix	ppu:PP_0571	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_0577	false	Q88QB7	Q88QB7_PSEPK	PP_0577	PP_0577	PP_0577	DUF4136 domain-containing protein	unreviewed	1.0	231			IPR025411;	PF13590;		ppu:PP_0577;	PPUT160488:G1G01-627-MONOMER;			Reference proteome	ppu:PP_0577	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_0587	false	Q88QA7	Q88QA7_PSEPK	PP_0587	PP_0587	PP_0587	3-phosphoglycerate kinase	unreviewed	1.0	128						ppu:PP_0587;	PPUT160488:G1G01-637-MONOMER;		WP_010951859.1;	Reference proteome;Signal	ppu:PP_0587	unknown:unassigned_no_pathway_signal	Unassigned genes with minimal pathway signal	unknown	metadata absence	unknown	no specific pathway, UniPathway, EC, or recognized module signal			
PP_0627	false	Q88Q69	Q88Q69_PSEPK	PP_0627	PP_0627	PP_0627	DUF3094 domain-containing protein	unreviewed	1.0	57			IPR021444;	PF11293;		ppu:PP_0627;	PPUT160488:G1G01-689-MONOMER;		WP_008091951.1;	Membrane;Reference proteome;Transmembrane;Transmembrane helix	ppu:PP_0627	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_0628	false	Q88Q68	Q88Q68_PSEPK	PP_0628	PP_0628	PP_0628	DUF1780 domain-containing protein	unreviewed	1.0	209			IPR014796;IPR037074;IPR011335;	PF08682;		ppu:PP_0628;	PPUT160488:G1G01-690-MONOMER;		WP_003247546.1;	Reference proteome	ppu:PP_0628	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_0639	false	Q88Q59	Q88Q59_PSEPK	PP_0639	PP_0639	PP_0639	DUF4276 family protein	unreviewed	1.0	238						ppu:PP_0639;	PPUT160488:G1G01-705-MONOMER;		WP_010951897.1;	Reference proteome	ppu:PP_0639	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_0641	false	Q88Q57	Q88Q57_PSEPK	PP_0641	PP_0641	PP_0641	Uncharacterized protein	unreviewed	1.0	101						ppu:PP_0641;	PPUT160488:G1G01-709-MONOMER;		WP_010951899.1;	Reference proteome	ppu:PP_0641	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_0643	false	Q88Q55	Q88Q55_PSEPK	PP_0643	PP_0643	PP_0643	Uncharacterized protein	unreviewed	1.0	60						ppu:PP_0643;	PPUT160488:G1G01-712-MONOMER;		WP_010951901.1;	Reference proteome	ppu:PP_0643	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_0645	false	Q88Q53	Q88Q53_PSEPK	PP_0645	PP_0645	PP_0645	Uncharacterized protein	unreviewed	1.0	80						ppu:PP_0645;	PPUT160488:G1G01-714-MONOMER;		WP_051122507.1;	Reference proteome	ppu:PP_0645	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_0647	false	Q88Q51	Q88Q51_PSEPK	PP_0647	PP_0647	PP_0647	Uncharacterized protein	unreviewed	1.0	129						ppu:PP_0647;	PPUT160488:G1G01-716-MONOMER;		WP_010951905.1;	Membrane;Reference proteome;Transmembrane;Transmembrane helix	ppu:PP_0647	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_0653	false	Q88Q45	Q88Q45_PSEPK	PP_0653	PP_0653	PP_0653	Uncharacterized protein	unreviewed	1.0	93						ppu:PP_0653;	PPUT160488:G1G01-724-MONOMER;			Reference proteome	ppu:PP_0653	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_0673	false	Q88Q25	Q88Q25_PSEPK	PP_0673	PP_0673	PP_0673	Uncharacterized protein	unreviewed	1.0	143						ppu:PP_0673;	PPUT160488:G1G01-745-MONOMER;			Reference proteome	ppu:PP_0673	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_0678	false	Q88Q20	Q88Q20_PSEPK	PP_0678	PP_0678	PP_0678	Uncharacterized protein	unreviewed	1.0	617			IPR057162;IPR057165;IPR025178;	PF25222;PF25225;PF13387;		ppu:PP_0678;	PPUT160488:G1G01-750-MONOMER;		WP_049586363.1;	Reference proteome;Signal	ppu:PP_0678	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_0679	false	Q88Q19	Q88Q19_PSEPK	PP_0679	PP_0679	PP_0679	DUF3015 domain-containing protein	unreviewed	1.0	171			IPR021383;	PF11220;		ppu:PP_0679;	PPUT160488:G1G01-751-MONOMER;			Reference proteome;Signal	ppu:PP_0679	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_0681	false	Q88Q17	Q88Q17_PSEPK	PP_0681	PP_0681	PP_0681	Uncharacterized protein	unreviewed	1.0	112			IPR056903;	PF24876;		ppu:PP_0681;	PPUT160488:G1G01-753-MONOMER;		WP_010951936.1;	Reference proteome	ppu:PP_0681	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_0682	false	Q88Q16	Y682_PSEPK	PP_0682	PP_0682	PP_0682	UPF0114 protein PP_0682	reviewed	1.0	162		GO:0005886	IPR005134;IPR020761;	PF03350;	PTHR38596;PTHR38596:SF1;	ppu:PP_0682;	PPUT160488:G1G01-754-MONOMER;		WP_003247486.1;	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix	ppu:PP_0682	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_0685	false	Q88Q13	Q88Q13_PSEPK	PP_0685	PP_0685	PP_0685	Uncharacterized protein	unreviewed	1.0	81			IPR060831;			ppu:PP_0685;	PPUT160488:G1G01-757-MONOMER;		WP_010951938.1;	Reference proteome	ppu:PP_0685	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_0695	false	Q88Q03	Q88Q03_PSEPK	PP_0695	PP_0695	PP_0695	Uncharacterized protein	unreviewed	1.0	444			IPR047720;	PF28010;		ppu:PP_0695;	PPUT160488:G1G01-767-MONOMER;			Reference proteome	ppu:PP_0695	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_0717	false	Q88PY1	Q88PY1_PSEPK	PP_0717	PP_0717	PP_0717	DUF2955 domain-containing protein	unreviewed	1.0	340			IPR022604;	PF11168;		ppu:PP_0717;	PPUT160488:G1G01-791-MONOMER;		WP_010951965.1;	Membrane;Reference proteome;Transmembrane;Transmembrane helix	ppu:PP_0717	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_0725	false	Q88PX3	Q88PX3_PSEPK	PP_0725	PP_0725	PP_0725	Conserved hypothetical TPR repeat protein	unreviewed	1.0	573			IPR011990;IPR019734;IPR051685;	PF13432;PF14559;	PTHR44943:SF5;PTHR44943;	ppu:PP_0725;	PPUT160488:G1G01-800-MONOMER;		WP_010951970.1;	Reference proteome;Repeat;Signal;TPR repeat	ppu:PP_0725	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_0727	false	Q88PX1	Q88PX1_PSEPK	PP_0727	PP_0727	PP_0727	Uncharacterized protein	unreviewed	1.0	200		GO:0005829; GO:0016811	IPR029062;IPR011697;IPR044668;	PF07722;	PTHR43235;PTHR43235:SF1;	ppu:PP_0727;	PPUT160488:G1G01-802-MONOMER;		WP_010951972.1;	Reference proteome	ppu:PP_0727	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
