Entry	Entry Name	Gene Names	Protein names	Organism (ID)	Length	Reviewed	Annotation	Function [CC]	EC number	Gene Ontology IDs	InterPro	Pfam	PANTHER	KEGG	BioCyc	UniPathway	RefSeq	Keywords
Q88JH5	PEDE_PSEPK	pedE qedH-I PP_2674	Quinoprotein alcohol dehydrogenase PedE (EC 1.1.2.8) (Ca(2+)-dependent pyrroloquinoline quinone-dependent alcohol dehydrogenase) (Ca(2+)-dependent PQQ-ADH)	160488	631	reviewed	5.0	FUNCTION: Alcohol dehydrogenase that catalyzes the oxidation of a range of substrates, including linear and aromatic primary and secondary alcohols, as well as aldehydes, allowing bacterial growth with a variety of volatile organic compounds (VOCs) as carbon and energy sources (PubMed:28655819). Uses a specific inducible cytochrome c550, encoded by the adjacent gene in the locus, as electron acceptor (By similarity). {ECO:0000250|UniProtKB:Q9Z4J7, ECO:0000269|PubMed:28655819}.	1.1.2.8	GO:0005509; GO:0016020; GO:0020037; GO:0030288; GO:0052934; GO:0070968	IPR034119;IPR018391;IPR017512;IPR002372;IPR011047;IPR001479;	PF01011;	PTHR32303;PTHR32303:SF20;	ppu:PP_2674;	PPUT160488:G1G01-2855-MONOMER;		WP_010953593.1;	Calcium;Disulfide bond;Metal-binding;Oxidoreductase;Periplasm;PQQ;Reference proteome;Signal
Q88JU3	DSD_PSEPK	quiC1 quiC PP_2554	3-dehydroshikimate dehydratase (DSD) (EC 4.2.1.118)	160488	635	reviewed	5.0	FUNCTION: Catalyzes the conversion of 3-dehydroshikimate to protocatechuate (3,4-dihydroxybenzoate), a common intermediate of quinate and shikimate degradation pathways. {ECO:0000269|PubMed:27706847}.	4.2.1.118	GO:0000287; GO:0019631; GO:0019633; GO:0046279; GO:0046565	IPR041736;IPR043700;IPR029068;IPR004360;IPR050312;IPR050009;IPR037523;IPR036237;IPR013022;	PF01261;PF00903;PF14696;	PTHR12110;PTHR12110:SF21;	ppu:PP_2554;	PPUT160488:G1G01-2737-MONOMER;	UPA00088;	WP_003250790.1;	3D-structure;Cobalt;Lyase;Magnesium;Manganese;Metal-binding;Nickel;Reference proteome
Q88CC1	HGLS_PSEPK	hglS ydcJ PP_5260	2-oxoadipate dioxygenase/decarboxylase (EC 1.13.11.93) (2-hydroxyglutarate synthase)	160488	464	reviewed	5.0	FUNCTION: Catalyzes the decarboxylation and hydroxylation of 2-oxoadipate (2OA) to form D-2-hydroxyglutarate (D-2-HGA) (PubMed:31064836, PubMed:32523014). Is specific for 2-oxoadipate (PubMed:32523014). Is involved in a D-lysine catabolic pathway (PubMed:31064836). {ECO:0000269|PubMed:31064836, ECO:0000269|PubMed:32523014}.	1.13.11.93	GO:0051213	IPR009770;IPR047869;	PF07063;	PTHR39479;PTHR39479:SF2;	ppu:PP_5260;	MetaCyc:G1G01-5617-MONOMER;PPUT160488:G1G01-5617-MONOMER;		WP_010955773.1;	3D-structure;Dioxygenase;Iron;Oxidoreductase;Reference proteome
Q88CZ8	HUTT_PSEPK	hutT PP_5031	L-histidine transporter HutT	160488	467	reviewed	5.0	FUNCTION: Major high-affinity histidine transporter (PubMed:34245008). Binds and catalyzes the uptake of histidine into the cell (PubMed:34245008). Functions as an histidine:proton symporter with high specificity for histidine (PubMed:34245008). {ECO:0000269|PubMed:34245008}.		GO:0005886; GO:0006865; GO:0015293	IPR004841;IPR004840;	PF00324;	PTHR43495:SF4;PTHR43495;	ppu:PP_5031;	PPUT160488:G1G01-5376-MONOMER;		WP_010955588.1;	Amino-acid transport;Cell inner membrane;Cell membrane;Membrane;Reference proteome;Symport;Transmembrane;Transmembrane helix;Transport
Q88F88	PVDT_PSEPK	pvdT PP_4210	Pyoverdine export ATP-binding/permease protein PvdT (EC 7.6.2.-)	160488	654	reviewed	5.0	FUNCTION: Part of the tripartite efflux system PvdRT-OpmQ required for the secretion into the extracellular milieu of the siderophore pyoverdine (PVD), which is involved in iron acquisition (PubMed:30346656, PubMed:36807028). This subunit binds PVD and drives its secretion by hydrolyzing ATP (PubMed:36807028). The system is responsible for export of newly synthesized PVD after the final steps of biosynthesis have taken place in the periplasm (By similarity). It is also responsible for recycling of PVD after internalization of ferri-PVD into the periplasm by the outer-membrane receptor FpvA and release of iron from PVD, thus making PVD available for new cycles of iron uptake (By similarity). Contributes to resistance against ampicillin (PubMed:30346656). {ECO:0000250|UniProtKB:Q9I191, ECO:0000269|PubMed:30346656, ECO:0000269|PubMed:36807028}.	7.6.2.-	GO:0005524; GO:0005886; GO:0016887; GO:0022857; GO:0046677; GO:1902495	IPR003593;IPR003838;IPR003439;IPR017871;IPR017911;IPR025857;IPR050250;IPR027417;	PF00005;PF02687;PF12704;	PTHR30572:SF14;PTHR30572;	ppu:PP_4210;	PPUT160488:G1G01-4479-MONOMER;		WP_010954965.1;	Antibiotic resistance;ATP-binding;Cell inner membrane;Cell membrane;Membrane;Nucleotide-binding;Reference proteome;Translocase;Transmembrane;Transmembrane helix;Transport
Q88M11	MUPP_PSEPK	mupP gph PP_1764	N-acetylmuramic acid 6-phosphate phosphatase (MurNAc 6-phosphate phosphatase) (MurNAc-6P phosphatase) (EC 3.1.3.105)	160488	223	reviewed	5.0	FUNCTION: Specifically catalyzes the dephosphorylation of N-acetylmuramate 6-phosphate (MurNAc-6P) to MurNac. Is involved in peptidoglycan recycling as part of a cell wall recycling pathway that bypasses de novo biosynthesis of the peptidoglycan precursor UDP-MurNAc. Plays a role in intrinsic resistance to fosfomycin, which targets the de novo synthesis of UDP-MurNAc. Shows a very low activity on GlcNAc-6P, and neither alpha-1-phosphorylated MurNAc, GlcNAc, or glucose nor glucosamine-6P or glucose-6P can be used as a substrate. {ECO:0000269|PubMed:28351914}.	3.1.3.105	GO:0005829; GO:0006281; GO:0008360; GO:0008967; GO:0009252; GO:0009254; GO:0016791; GO:0046677; GO:0046872; GO:0071555; GO:0097172	IPR050155;IPR036412;IPR006439;IPR041492;IPR023214;IPR023198;	PF13419;	PTHR43434;PTHR43434:SF23;	ppu:PP_1764;	MetaCyc:G1G01-1865-MONOMER;PPUT160488:G1G01-1865-MONOMER;	UPA00544;	WP_010952803.1;	Antibiotic resistance;Carbohydrate metabolism;Cell shape;Cell wall biogenesis/degradation;Hydrolase;Magnesium;Metal-binding;Peptidoglycan synthesis;Reference proteome
Q88Q83	GLYOX_PSEPK	thiO PP_0612	Glycine oxidase (GO) (EC 1.4.3.19)	160488	365	reviewed	5.0	FUNCTION: Catalyzes the oxidation of glycine, leading to glyoxyl imine and hydrogen peroxide as primary products; glyoxyl imine is used for the biosynthesis of the thiazole ring of thiamine. Otherwise, glyoxyl imine is spontaneously hydrolyzed in water to produce glyoxylate and ammonia. Can also use sarcosine (N-methylglycine) as substrate, and, to a lesser extent, N-ethylglycine and D-proline. Has no activity towards other amino-acids D-Asp, D-Glu, D-Gln, D-His, D-Leu, D-Lys, D-ornithine, D-Trp, D-Val, L-Ala, L-Asp, L-Glu, L-His, L-Leu, L-Lys, L-Met and L-Pro. {ECO:0000269|PubMed:26875494}.	1.4.3.19	GO:0005737; GO:0006520; GO:0009228; GO:0009229; GO:0043799; GO:0071949	IPR006076;IPR036188;IPR012727;	PF01266;	PTHR13847:SF289;PTHR13847;	ppu:PP_0612;	PPUT160488:G1G01-669-MONOMER;	UPA00060;	WP_010951878.1;	FAD;Flavoprotein;Oxidoreductase;Reference proteome;Thiamine biosynthesis
P59479	LEXA2_PSEPK	lexA2 lexA-2 PP_3116	LexA repressor 2 (EC 3.4.21.88)	160488	202	reviewed	4.0	FUNCTION: Represses a number of genes involved in the response to DNA damage (SOS response), including recA and lexA. In the presence of single-stranded DNA, RecA interacts with LexA causing an autocatalytic cleavage which disrupts the DNA-binding part of LexA, leading to derepression of the SOS regulon and eventually DNA repair. {ECO:0000255|HAMAP-Rule:MF_00015}.	3.4.21.88	GO:0000976; GO:0001217; GO:0004252; GO:0006260; GO:0006281; GO:0006351; GO:0006508; GO:0009432; GO:0032993; GO:0045892	IPR006200;IPR039418;IPR036286;IPR006199;IPR050077;IPR006197;IPR015927;IPR036388;IPR036390;	PF01726;PF00717;	PTHR33516;PTHR33516:SF2;	ppu:PP_3116;	PPUT160488:G1G01-3332-MONOMER;			Autocatalytic cleavage;DNA damage;DNA repair;DNA replication;DNA-binding;Hydrolase;Reference proteome;Repressor;SOS response;Transcription;Transcription regulation
Q88DZ0	ILVC_PSEPK	ilvC PP_4678	Ketol-acid reductoisomerase (NADP(+)) (KARI) (EC 1.1.1.86) (Acetohydroxy-acid isomeroreductase) (AHIR) (Alpha-keto-beta-hydroxylacyl reductoisomerase) (Ketol-acid reductoisomerase type 1) (Ketol-acid reductoisomerase type I)	160488	338	reviewed	4.0	FUNCTION: Involved in the biosynthesis of branched-chain amino acids (BCAA). Catalyzes an alkyl-migration followed by a ketol-acid reduction of (S)-2-acetolactate (S2AL) to yield (R)-2,3-dihydroxy-isovalerate. In the isomerase reaction, S2AL is rearranged via a Mg-dependent methyl migration to produce 3-hydroxy-3-methyl-2-ketobutyrate (HMKB). In the reductase reaction, this 2-ketoacid undergoes a metal-dependent reduction by NADPH to yield (R)-2,3-dihydroxy-isovalerate. {ECO:0000255|HAMAP-Rule:MF_00435}.	1.1.1.86	GO:0000287; GO:0004455; GO:0005829; GO:0009097; GO:0009099; GO:0050661	IPR008927;IPR013023;IPR000506;IPR013116;IPR014359;IPR036291;	PF01450;PF07991;	PTHR21371;PTHR21371:SF1;	ppu:PP_4678;	PPUT160488:G1G01-4996-MONOMER;	UPA00047;UPA00049;	WP_003250043.1;	Amino-acid biosynthesis;Branched-chain amino acid biosynthesis;Magnesium;Metal-binding;NADP;Oxidoreductase;Reference proteome
Q88FT3	CYSG_PSEPK	cysG cobA-2 PP_3999	Siroheme synthase [Includes: Uroporphyrinogen-III C-methyltransferase (Urogen III methylase) (EC 2.1.1.107) (SUMT) (Uroporphyrinogen III methylase) (UROM); Precorrin-2 dehydrogenase (EC 1.3.1.76); Sirohydrochlorin ferrochelatase (EC 4.99.1.4)]	160488	463	reviewed	4.0	FUNCTION: Multifunctional enzyme that catalyzes the SAM-dependent methylations of uroporphyrinogen III at position C-2 and C-7 to form precorrin-2 via precorrin-1. Then it catalyzes the NAD-dependent ring dehydrogenation of precorrin-2 to yield sirohydrochlorin. Finally, it catalyzes the ferrochelation of sirohydrochlorin to yield siroheme. {ECO:0000255|HAMAP-Rule:MF_01646}.	1.3.1.76; 2.1.1.107; 4.99.1.4	GO:0004851; GO:0009236; GO:0019354; GO:0032259; GO:0043115; GO:0051266; GO:0051287	IPR000878;IPR035996;IPR014777;IPR014776;IPR006366;IPR036291;IPR050161;IPR037115;IPR012409;IPR028281;IPR019478;IPR006367;IPR003043;	PF10414;PF13241;PF14824;PF00590;	PTHR45790:SF1;PTHR45790;	ppu:PP_3999;	PPUT160488:G1G01-4266-MONOMER;	UPA00148;UPA00148;UPA00262;UPA00262;UPA00262;	WP_010954807.1;	Cobalamin biosynthesis;Lyase;Methyltransferase;Multifunctional enzyme;NAD;Oxidoreductase;Phosphoprotein;Porphyrin biosynthesis;Reference proteome;S-adenosyl-L-methionine;Transferase
Q88HH7	PTXS_PSEPK	ptxS PP_3380	HTH-type transcriptional regulator PtxS	160488	339	reviewed	4.0	FUNCTION: Negatively regulates glucose metabolism by binding directly to the promoter region of the kgu and gad operons (PubMed:20581202). It also negatively regulates its own synthesis (PubMed:20581202). {ECO:0000269|PubMed:20581202}.		GO:0000976; GO:0001217; GO:0006351; GO:0032993; GO:0042802	IPR000843;IPR010982;IPR001761;IPR028082;	PF00356;PF00532;	PTHR30146;PTHR30146:SF145;	ppu:PP_3380;	PPUT160488:G1G01-3611-MONOMER;		WP_010954253.1;	DNA-binding;Reference proteome;Repressor;Transcription;Transcription regulation
Q88KV1	MIAE_PSEPK	miaE PP_2188	tRNA 2-(methylsulfanyl)-N(6)-isopentenyladenosine(37) hydroxylase (EC 1.14.99.69) (2-methylthio-N6-isopentenyladenosine(37)-tRNA monooxygenase) (tRNA-(ms[2]io[6]A37)-hydroxylase)	160488	205	reviewed	4.0	FUNCTION: Involved in specific tRNA modification. Catalyzes the oxygen-dependent hydroxylation of 2-methylthio-N-6-isopentenyl adenosine (ms2i6A) to produce 2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine (ms2io6A) at position 37 in tRNAs. {ECO:0000269|PubMed:32785618}.	1.14.99.69	GO:0004497; GO:0006400; GO:0045301; GO:0046872	IPR012347;IPR009078;IPR010386;	PF06175;	PTHR42637:SF1;PTHR42637;	ppu:PP_2188;	PPUT160488:G1G01-2329-MONOMER;	UPA00729;	WP_010953173.1;	3D-structure;Iron;Metal-binding;Monooxygenase;Oxidoreductase;Reference proteome;tRNA processing
Q88MG1	PYRG_PSEPK	pyrG PP_1610	CTP synthase (EC 6.3.4.2) (Cytidine 5'-triphosphate synthase) (Cytidine triphosphate synthetase) (CTP synthetase) (CTPS) (UTP--ammonia ligase)	160488	542	reviewed	4.0	FUNCTION: Catalyzes the ATP-dependent amination of UTP to CTP with either L-glutamine or ammonia as the source of nitrogen. Regulates intracellular CTP levels through interactions with the four ribonucleotide triphosphates. {ECO:0000255|HAMAP-Rule:MF_01227}.	6.3.4.2	GO:0003883; GO:0004359; GO:0005524; GO:0005829; GO:0019856; GO:0042802; GO:0044210; GO:0046872; GO:0097268	IPR029062;IPR004468;IPR017456;IPR017926;IPR033828;IPR027417;	PF06418;PF00117;	PTHR11550;PTHR11550:SF0;	ppu:PP_1610;	PPUT160488:G1G01-1707-MONOMER;	UPA00159;	WP_003252329.1;	ATP-binding;Glutamine amidotransferase;Ligase;Magnesium;Metal-binding;Nucleotide-binding;Pyrimidine biosynthesis;Reference proteome
Q88NV1	LHRC_PSEPK	PP_1103	ATP-dependent helicase Lhr-Core (Lhr-Core) (EC 5.6.2.-) (EC 5.6.2.4) (DNA and RNA:DNA 3'-5' helicase Lhr-Core)	160488	816	reviewed	4.0	FUNCTION: A single strand (ss)DNA-dependent (d)ATPase probably involved in DNA repair, translocates 3'-to-5' on ssDNA, unwinding any encountered duplex nucleic acid. Unwinds 3'-tailed duplexes; both RNA:DNA hybrids and double-stranded (ds)DNA with a 3'-ssDNA loading strand are unwound, substrates where the helicase loads on a 3'-ssRNA tail (DNA:RNA and RNA:RNA) are not unwound. {ECO:0000269|PubMed:30224353}.	5.6.2.-; 5.6.2.4	GO:0003677; GO:0005524; GO:0006281; GO:0016887; GO:0033679; GO:0043138	IPR052511;IPR011545;IPR026362;IPR014001;IPR001650;IPR017170;IPR013701;IPR045628;IPR027417;	PF00270;PF08494;PF00271;PF19306;	PTHR47962;PTHR47962:SF3;	ppu:PP_1103;	PPUT160488:G1G01-1177-MONOMER;		WP_010952266.1;	ATP-binding;DNA damage;DNA repair;DNA-binding;Helicase;Hydrolase;Isomerase;Nucleotide-binding;Reference proteome
Q88QS0	ESTP_PSEPK	estP PP_0418	Esterase EstP (EC 3.1.1.1) (Autotransporter esterase EstP) (Palmitoyl-CoA hydrolase) (EC 3.1.2.2)	160488	629	reviewed	4.0	FUNCTION: Esterase that catalyzes the hydrolysis of p-nitrophenyl esters of acyl chain lengths C4-C10 and Tween detergents. Also has a pronounced thioesterase activity towards palmitoyl-coenzyme A. {ECO:0000269|PubMed:20931591}.	3.1.1.1; 3.1.2.2	GO:0006629; GO:0009279; GO:0016298; GO:0052816; GO:0106435	IPR005546;IPR036709;IPR048099;IPR001087;IPR050592;IPR017186;IPR008265;IPR006315;IPR036514;	PF03797;PF00657;	PTHR45642;PTHR45642:SF139;	ppu:PP_0418;	PPUT160488:G1G01-455-MONOMER;		WP_010951755.1;	Cell outer membrane;Hydrolase;Membrane;Reference proteome;Serine esterase;Signal;Transmembrane;Transmembrane beta strand
