bucket_id	bucket_label	bucket_type	bucket_source	module_area	gene_count	reviewed_count	unreviewed_count	with_ec_count	example_genes
kegg:ppu00470	D-Amino acid metabolism	kegg_pathway	KEGG	amino_acid_metabolism	11	7	4	11	murI;PP_1255;PP_1257;proR;murD;dauA;ansB;alr;PP_4311;dadA1;dadA2
kegg:ppu00410	beta-Alanine metabolism	kegg_pathway	KEGG	amino_acid_metabolism	10	1	9	10	PP_0596;PP_0614;patD;acd;prr;hyuC;pydB;pydX;pydA;panC
kegg:ppu00250	Alanine, aspartate and glutamate metabolism	kegg_pathway	KEGG	amino_acid_metabolism	8	1	7	7	PP_0859;asnB;purF;PP_2799;purB;purA;putA;aspA
kegg:ppu00280	Valine, leucine and isoleucine degradation	kegg_pathway	KEGG	amino_acid_metabolism	8	0	8	7	aacs;atoA;atoB;ivd;mccB;liuC;mccA;mmsB
kegg:ppu00350	Tyrosine metabolism	kegg_pathway	KEGG	amino_acid_metabolism	6	1	5	5	davD;PP_1709;sad-I;PP_2552;gabD-II;PP_4983
kegg:ppu00430	Taurine and hypotaurine metabolism	kegg_pathway	KEGG	amino_acid_metabolism	5	2	3	5	tauD;pta;gdhB;PP_3535;ggt
kegg:ppu00380	Tryptophan metabolism	kegg_pathway	KEGG	amino_acid_metabolism	2	1	1	2	gcdH;katG
kegg:ppu00460	Cyanoamino acid metabolism	kegg_pathway	KEGG	amino_acid_metabolism	2	0	2	1	ansA;PP_1160
kegg:ppu00362	Benzoate degradation	kegg_pathway	KEGG	aromatic_and_xenobiotic_catabolism	8	3	5	6	fdx;pcaF-I;PP_1950;galD;galB;paaJ;pcaI;pcaJ
kegg:ppu00627	Aminobenzoate degradation	kegg_pathway	KEGG	aromatic_and_xenobiotic_catabolism	8	2	6	7	ubiX;galA;PP_2805;fcs;vdh;PP_3657;vanA;vanB
kegg:ppu01220	Degradation of aromatic compounds	kegg_pathway	KEGG	aromatic_and_xenobiotic_catabolism	8	0	8	7	pcaB;pcaD;pcaC;pobA;PP_3648;catC;pcaG;pcaH
kegg:ppu00643	Styrene degradation	kegg_pathway	KEGG	aromatic_and_xenobiotic_catabolism	5	1	4	4	PP_2932;peaE;hmgC;hmgB;hmgA
kegg:ppu00622	Xylene degradation	kegg_pathway	KEGG	aromatic_and_xenobiotic_catabolism	4	0	4	4	benA;benB;benC;benD
kegg:ppu00361	Chlorocyclohexane and chlorobenzene degradation	kegg_pathway	KEGG	aromatic_and_xenobiotic_catabolism	3	0	3	3	catA-II;catA-I;catB
kegg:ppu00633	Nitrotoluene degradation	kegg_pathway	KEGG	aromatic_and_xenobiotic_catabolism	3	0	3	2	nfnB;PP_2486;nemA
kegg:ppu00930	Caprolactam degradation	kegg_pathway	KEGG	aromatic_and_xenobiotic_catabolism	3	1	2	3	fadB;PP_2217;paaF
kegg:ppu00621	Dioxin degradation	kegg_pathway	KEGG	aromatic_and_xenobiotic_catabolism	2	0	2	1	PP_1791;PP_2504
kegg:ppu00626	Naphthalene degradation	kegg_pathway	KEGG	aromatic_and_xenobiotic_catabolism	2	0	2	2	frmA;adhP
kegg:ppu00030	Pentose phosphate pathway	kegg_pathway	KEGG	central_carbon	19	1	18	16	prs;trxB;edd;pgl;eda;ghrB;gcd;PP_1661;ppgL;rbsK;PP_2744;kguK
kegg:ppu00020	Citrate cycle (TCA cycle)	kegg_pathway	KEGG	central_carbon	17	4	13	12	scpC;mqo1;PP_0897;fumC-I;mqo2;fumC;acnA-I;prpC;acnB;mqo3;sdhB;sdhA
kegg:ppu00710	Carbon fixation by Calvin cycle	kegg_pathway	KEGG	central_carbon	10	5	5	10	gapA;ppc;gapB;tal;fba;pgk;tktA;fbp;maeB;rpiA
kegg:ppu00620	Pyruvate metabolism	kegg_pathway	KEGG	central_carbon	9	4	5	8	glcB;PP_0772;PP_1389;ldhA;gloA;gloB;lldD;dld2;ycgM
kegg:ppu00630	Glyoxylate and dicarboxylate metabolism	kegg_pathway	KEGG	central_carbon	9	1	8	8	PP_0094;PP_0416;PP_1907;glcD;glcE;glcF;gcl;hyi;glxR
kegg:ppu00640	Propanoate metabolism	kegg_pathway	KEGG	central_carbon	7	0	7	6	prpB;acnA-II;prpF;prpD;prpE;yqhD;aceA
kegg:ppu00010	Glycolysis / Gluconeogenesis	kegg_pathway	KEGG	central_carbon	5	0	5	5	aldB-I;pykA;aldB-II;pyk;PP_5332
kegg:ppu00650	Butanoate metabolism	kegg_pathway	KEGG	central_carbon	5	0	5	5	bdhA;gbd;hbdH;phaA;phaC-II
kegg:ppu00860	Porphyrin metabolism	kegg_pathway	KEGG	cofactors_vitamins_redox	45	14	31	33	hemF;PP_0109;cyoE1;hemC;hemD;PP_0188;PP_0431;bfr-I;hemA;hemH;cyoE2;hemO
kegg:ppu00760	Nicotinate and nicotinamide metabolism	kegg_pathway	KEGG	cofactors_vitamins_redox	25	14	11	23	pntB;pntAA;nadC;nadA;ushA;nadB;surE;pncC;nadK;sthA;PP_2531;PP_3103
kegg:ppu00785	Lipoic acid metabolism	kegg_pathway	KEGG	cofactors_vitamins_redox	19	7	12	17	aceF;aceE;acoC;gcvT-I;gcvP1;gcvH1;lpdG;sucB;sucA;bkdAA;bkdAB;bkdB
kegg:ppu00790	Folate biosynthesis	kegg_pathway	KEGG	cofactors_vitamins_redox	19	7	12	17	folB;PP_0393;queE;queC;folE1;pabC;folC;moeA;queF;pabB;queD;PP_2483
kegg:ppu00670	One carbon pool by folate	kegg_pathway	KEGG	cofactors_vitamins_redox	14	5	9	12	purU-I;PP_0708;purU-II;purN;purU-III;folD1;folD2;folM;PP_4638;purH;ahcY;metF
kegg:ppu00740	Riboflavin metabolism	kegg_pathway	KEGG	cofactors_vitamins_redox	14	5	9	14	ssuE;ribD;ribE;ribAB-I;ribH;ribA;ribB;ribF;bluB;msuE;ribC;ribAB-II
kegg:ppu00900	Terpenoid backbone biosynthesis	kegg_pathway	KEGG	cofactors_vitamins_redox	14	7	7	12	ispA;PP_0582;ispH;ispB;ispE;ispG;uppS;dxr;ispD;ispF;PP_2215;PP_3355
kegg:ppu00130	Ubiquinone and other terpenoid-quinone biosynthesis	kegg_pathway	KEGG	cofactors_vitamins_redox	13	6	7	9	coq7;PP_1218;PP_1644;ubiG;PP_2789;hpd;PP_3720;ubiE;visC;ubiH;ubiD;ubiC
kegg:ppu00730	Thiamine metabolism	kegg_pathway	KEGG	cofactors_vitamins_redox	13	9	4	13	thiL;dxs;thiO;iscS;adk;iscS-II;PP_3186;thiD;thiE;rsgA;thiC;thiI
kegg:ppu00770	Pantothenate and CoA biosynthesis	kegg_pathway	KEGG	cofactors_vitamins_redox	10	4	6	9	coaX;coaE;PP_0922;panE;mazG;PP_2325;PP_2998;panB;coaD;dfp
kegg:ppu00750	Vitamin B6 metabolism	kegg_pathway	KEGG	cofactors_vitamins_redox	9	6	3	8	pdxA;PP_0662;pdxH;pdxJ;thrC;serC;pdxB;epd;pdxY
kegg:ppu04981	Folate transport and metabolism	kegg_pathway	KEGG	cofactors_vitamins_redox	5	3	2	5	glyA1;glyA2;folA;thyA;fau
kegg:ppu00190	Oxidative phosphorylation	kegg_pathway	KEGG	energy_respiration_inorganic_metabolism	44	16	28	20	PP_0103;ctaD;PP_0105;PP_0106;ppa;ndh;cyoA;cyoB;cyoC;cyoD;petB;petC
kegg:ppu00920	Sulfur metabolism	kegg_pathway	KEGG	energy_respiration_inorganic_metabolism	33	5	28	12	PP_0053;PP_0170;PP_0171;PP_0172;PP_0207;PP_0208;tauB-I;tauC;tauB;tauA;ssuA;ssuD
kegg:ppu00910	Nitrogen metabolism	kegg_pathway	KEGG	energy_respiration_inorganic_metabolism	19	0	19	7	cynT;PP_0430;gdhA;arcC;nirB;nirD;nasA;puuA-I;PP_3148;PP_3392;yrpB;PP_4399
kegg:ppu00680	Methane metabolism	kegg_pathway	KEGG	energy_respiration_inorganic_metabolism	18	3	15	11	fdoG;fdoH;fdoI;hprA;frmC;ppsA;PP_2183;PP_2184;PP_2185;PP_2186;PP_2213;PP_2533
kegg:ppu00540	Lipopolysaccharide biosynthesis	kegg_pathway	KEGG	lipid_cell_envelope_metabolism	20	6	14	15	PP_0024;PP_0063;waaF;waaC;waaG;waaP;pagL-I;lpxC;lpxD;lpxA;lpxB;htrB
kegg:ppu01501	beta-Lactam resistance	kegg_pathway	KEGG	lipid_cell_envelope_metabolism	20	4	16	7	PP_0906;PP_0907;oprD;PP_1263;ftsI;ampG;ttgC;ttgB;ttgA;PP_1798;nagZ;ampC
kegg:ppu00564	Glycerophospholipid metabolism	kegg_pathway	KEGG	lipid_cell_envelope_metabolism	17	4	13	15	pgpA;eutC;eutB;pcs;PP_0892;glpD;cdsA;ugpQ;clsB;pssA;pgsA;gpsA
kegg:ppu00561	Glycerolipid metabolism	kegg_pathway	KEGG	lipid_cell_envelope_metabolism	12	4	8	10	PP_0058;plsY;glpK;plsB;dgkA-I;plsC;plsX;calA;dgkA-II;garK;ttuD;lip
kegg:ppu00550	Peptidoglycan biosynthesis	kegg_pathway	KEGG	lipid_cell_envelope_metabolism	10	4	6	8	pbpC;murA;ftsW;murC;murB;dacB;mrcB;dacA;mrdB;mtgA
kegg:ppu00061	Fatty acid biosynthesis	kegg_pathway	KEGG	lipid_cell_envelope_metabolism	7	4	3	6	accC;accB;accA;accD;fabA;PP_4379;fabV
kegg:ppu00071	Fatty acid degradation	kegg_pathway	KEGG	lipid_cell_envelope_metabolism	6	0	6	4	fadE;PP_2437;PP_2793;PP_3725;alkT;PP_5371
kegg:ppu01040	Biosynthesis of unsaturated fatty acids	kegg_pathway	KEGG	lipid_cell_envelope_metabolism	3	0	3	2	tesA;tesB;PP_5331
kegg:ppu00230	Purine metabolism	kegg_pathway	KEGG	nucleotide_metabolism	36	13	23	33	yrfG;nudE;apaH;PP_0591;PP_0747;guaB;guaA;purL;purC;purT;relA;purM
kegg:ppu00240	Pyrimidine metabolism	kegg_pathway	KEGG	nucleotide_metabolism	24	14	10	22	PP_0488;upp;ndk;maf-1;pyrC;dcd;nrdB;nrdA;pyrH;pyrG;cmk;pyrF
kegg:ppu00541	Biosynthesis of various nucleotide sugars	kegg_pathway	KEGG	nucleotide_metabolism	11	5	6	9	gmhB;kdsC;kdsD;gmhA;kdsA1;wbpV;PP_1806;kdsA2;kdsB;hldE;PP_5212
kegg:ppu03420	Nucleotide excision repair	kegg_pathway	KEGG	nucleotide_metabolism	10	5	5	5	polA;uvrA;uvrB;mfd;PP_2839;PP_3087;uvrC;ligA;ligB;uvrD
kegg:ppu00520	Amino sugar and nucleotide sugar metabolism	kegg_pathway	KEGG	nucleotide_metabolism	8	7	1	8	amgK;murU;anmK;mupP;rffE;glmM;glmS;glmU
kegg:ppu03010	Ribosome	kegg_pathway	KEGG	other_kegg_pathway	54	53	1	0	rpmH;rpsU;rplK;rplA;rplJ;rplL;rpsL;rpsG;rpsJ;rplC;rplD;rplW
kegg:ppu00480	Glutathione metabolism	kegg_pathway	KEGG	other_kegg_pathway	24	5	19	15	PP_0183;PP_0777;pepA;zwfA;gstA;PP_1347;PP_1686;PP_1821;gpx;gstB;pepN;PP_2474
kegg:ppu00970	Aminoacyl-tRNA biosynthesis	kegg_pathway	KEGG	other_kegg_pathway	24	23	1	23	glyS;glyQ;fmt;tyrS;ileS;PP_0613;hisS;gatB;gatA;gatC;valS;proS
kegg:ppu03060	Protein export	kegg_pathway	KEGG	other_kegg_pathway	19	4	15	5	yidC;secE;secY;lspA;yajC;secD;secF;tatC-I;tatB-I;tatA-I;secA;lepB
kegg:ppu04122	Sulfur relay system	kegg_pathway	KEGG	other_kegg_pathway	19	4	15	8	moeB;tusA-I;moaC;moaD;moaE;PP_1969;tusA;moaB-I;PP_2482;tusD;PP_3994;PP_3995
kegg:ppu00780	Biotin metabolism	kegg_pathway	KEGG	other_kegg_pathway	16	3	13	14	bioB;bioF;bioH;bioC;bioD;birA;PP_0581;fabZ;PP_1852;fabG;fabF;PP_2540
kegg:ppu03018	RNA degradation	kegg_pathway	KEGG	other_kegg_pathway	15	6	9	14	ppkB;rhlB;eno;deaD;rne;recQ;pcnB;pnp;rhlE-I;rnr;hfq;rhlE
kegg:ppu03030	DNA replication	kegg_pathway	KEGG	other_kegg_pathway	15	5	10	11	dnaN;PP_0353;dnaG;ssb;holC;rnhB;dnaEA;holB;PP_3893;dnaQ;rnhA;dnaX
kegg:ppu00500	Starch and sucrose metabolism	kegg_pathway	KEGG	other_kegg_pathway	12	4	8	12	pgi1;bcsA;glgA;treZ;malQ;treY;glgX;glgB;treSB;glgE;pgi2;glgP
kegg:ppu03440	Homologous recombination	kegg_pathway	KEGG	other_kegg_pathway	12	7	5	6	recF;ruvC;ruvA;ruvB;recO;recA;recR;recD;recB;recC;priA;recG
kegg:ppu00543	Exopolysaccharide biosynthesis	kegg_pathway	KEGG	other_kegg_pathway	11	6	5	8	PP_0228;cysE;PP_1110;algF;algJ;algI;algX;alg44;alg8;PP_2124;PP_3136
kegg:ppu03410	Base excision repair	kegg_pathway	KEGG	other_kegg_pathway	11	2	9	8	tag;mutY;PP_0705;nth;ung;recJ;PP_2707;xthA;PP_4812;mutM;PP_5292
kegg:ppu00660	C5-Branched dibasic acid metabolism	kegg_pathway	KEGG	other_kegg_pathway	10	5	5	8	PP_1157;PP_1394;leuC;leuD;leuB;galC;sucD;sucC;ilvH;ilvI
kegg:ppu04146	Peroxisome	kegg_pathway	KEGG	other_kegg_pathway	10	2	8	10	katE;katA;sodB;sodA;PP_2887;icd;idh;nudC;fadD-I;fadD-II
kegg:ppu00261	Monobactam biosynthesis	kegg_pathway	KEGG	other_kegg_pathway	9	3	6	8	dapA__Q88NH2;cysD;cysNC;asd__Q88LE4;PP_2036;dapA__Q88JL0;PP_3808;PP_4473;dapB
kegg:ppu00450	Selenocompound metabolism	kegg_pathway	KEGG	other_kegg_pathway	9	3	6	4	selA;metB;selD;metG;mdeA;metE;PP_4348;PP_4594;PP_4637
kegg:ppu01503	Cationic antimicrobial peptide (CAMP) resistance	kegg_pathway	KEGG	other_kegg_pathway	9	0	9	4	dsbA;phoP;phoQ;PP_1202;PP_1430;PP_2320;cpxR;PP_4503;amiC
kegg:ppu00040	Pentose and glucuronate interconversions	kegg_pathway	KEGG	other_kegg_pathway	8	0	8	6	rpe;PP_1256;PP_2037;PP_2585;PP_2694;udg;PP_3602;galU
kegg:ppu00051	Fructose and mannose metabolism	kegg_pathway	KEGG	other_kegg_pathway	8	4	4	7	algA;algL;algG;algD;PP_1776;gmd;rmd;fucD
kegg:ppu00052	Galactose metabolism	kegg_pathway	KEGG	other_kegg_pathway	7	1	6	5	PP_0501;glk;PP_1165;cpsG;galE;pgm;algC
kegg:ppu01320	Sulfur cycle	kegg_pathway	KEGG	other_kegg_pathway	7	0	7	3	PP_0860;PP_1703;cysH;cysI;PP_2677;PP_3822;cysK
kegg:ppu00946	Degradation of flavonoids	kegg_pathway	KEGG	other_kegg_pathway	6	0	6	0	PP_3195;PP_3197;PP_3198;PP_3204;PP_3205;PP_3206
kegg:ppu01502	Vancomycin resistance	kegg_pathway	KEGG	other_kegg_pathway	6	5	1	6	murF;mraY;murG;ddlB;ddlA;dadX
kegg:ppu00999	Biosynthesis of various plant secondary metabolites	kegg_pathway	KEGG	other_kegg_pathway	5	1	4	5	aroE__Q88RQ5;bglX;aroE__Q88IJ7;PP_3768;metK
kegg:ppu03430	Mismatch repair	kegg_pathway	KEGG	other_kegg_pathway	5	4	1	3	xseB;xseA;sbcB;mutS;mutL
kegg:ppu00053	Ascorbate and aldarate metabolism	kegg_pathway	KEGG	other_kegg_pathway	4	2	2	4	udh;PP_3599;garD;gudD
kegg:ppu00401	Novobiocin biosynthesis	kegg_pathway	KEGG	other_kegg_pathway	4	1	3	4	hisC;aroA;tyrB;amaC
kegg:ppu00523	Polyketide sugar unit biosynthesis	kegg_pathway	KEGG	other_kegg_pathway	4	0	4	4	rmlC;PP_0500;rfbC;rfbD
kegg:ppu00562	Inositol phosphate metabolism	kegg_pathway	KEGG	other_kegg_pathway	4	1	3	4	mmsA-I;suhB;mmsA-II;tpiA
kegg:ppu03020	RNA polymerase	kegg_pathway	KEGG	other_kegg_pathway	4	4	0	4	rpoB;rpoC;rpoA;rpoZ
kegg:ppu00625	Chloroalkane and chloroalkene degradation	kegg_pathway	KEGG	other_kegg_pathway	3	2	1	3	fdhA;pedE;pedH
kegg:ppu00975	Biosynthesis of various siderophores	kegg_pathway	KEGG	other_kegg_pathway	3	0	3	2	PP_2800;pvdH;pvdY
kegg:ppu03008	Ribosome biogenesis in eukaryotes	kegg_pathway	KEGG	other_kegg_pathway	3	2	1	3	rnc;PP_2912;orn
kegg:ppu04141	Protein processing in endoplasmic reticulum	kegg_pathway	KEGG	other_kegg_pathway	3	1	2	0	PP_3234;PP_3312;htpG
kegg:ppu04156	Integrated stress response (ISR) signaling pathway	kegg_pathway	KEGG	other_kegg_pathway	3	2	1	2	groEL;dnaK;PP_5211
kegg:ppu00074	Mycolic acid biosynthesis	kegg_pathway	KEGG	other_kegg_pathway	2	0	2	1	PP_1183;fabD
kegg:ppu00332	Carbapenem biosynthesis	kegg_pathway	KEGG	other_kegg_pathway	2	2	0	2	proB;proA
kegg:ppu00440	Phosphonate and phosphinate metabolism	kegg_pathway	KEGG	other_kegg_pathway	2	2	0	2	phnX;phnW
kegg:ppu00525	Acarbose and validamycin biosynthesis	kegg_pathway	KEGG	other_kegg_pathway	2	0	2	2	rfbA;rffG
kegg:ppu00552	Teichoic acid biosynthesis	kegg_pathway	KEGG	other_kegg_pathway	2	1	1	1	wbpM;uppP
kegg:ppu00566	Sulfoquinovose metabolism	kegg_pathway	KEGG	other_kegg_pathway	2	1	1	2	mdh;yihS
kegg:ppu00592	alpha-Linolenic acid metabolism	kegg_pathway	KEGG	other_kegg_pathway	2	1	1	2	fadA__Q88L84;fadA__Q88L01
kegg:ppu00907	Pinene, camphor and geraniol degradation	kegg_pathway	KEGG	other_kegg_pathway	2	0	2	1	PP_3394;mvaB
kegg:ppu03450	Non-homologous end-joining	kegg_pathway	KEGG	other_kegg_pathway	2	0	2	1	ku;ligD
kegg:ppu04148	Efferocytosis	kegg_pathway	KEGG	other_kegg_pathway	2	0	2	2	speC;petA
kegg:ppu04980	Cobalamin transport and metabolism	kegg_pathway	KEGG	other_kegg_pathway	2	0	2	2	pduO;metH
kegg:ppu00906	Carotenoid biosynthesis	kegg_pathway	KEGG	other_kegg_pathway	1	0	1	1	crtZ
kegg:ppu00996	Biosynthesis of various alkaloids	kegg_pathway	KEGG	other_kegg_pathway	1	0	1	1	PP_3358
kegg:ppu01053	Biosynthesis of siderophore group nonribosomal peptides	kegg_pathway	KEGG	other_kegg_pathway	1	0	1	1	PP_2170
kegg:ppu03250	Viral life cycle - HIV-1	kegg_pathway	KEGG	other_kegg_pathway	1	0	1	1	ppiA
kegg:ppu02010	ABC transporters	kegg_pathway	KEGG	transport_motility_signaling	151	15	136	39	PP_0076;metQ;metI;metN1;znuB;znuC;PP_0120;PP_0140;PP_0141;PP_0142;paxB;metP
kegg:ppu02020	Two-component system	kegg_pathway	KEGG	transport_motility_signaling	99	7	92	26	dnaA;czcR-I;czrSA;czcR-II;kinB;algB;PP_0161;PP_0162;algR;ompR;envZ;dctD-I
kegg:ppu02024	Quorum sensing	kegg_pathway	KEGG	transport_motility_signaling	60	0	60	6	fur__Q88RL0;potA;PP_0412;PP_0413;PP_0414;PP_0615;PP_0616;PP_0617;PP_0618;PP_0619;PP_0806;livF-I
kegg:ppu02040	Flagellar assembly	kegg_pathway	KEGG	transport_motility_signaling	47	4	43	1	fliY;rpoD;rpoN;PP_1087;PP_4335;PP_4336;fliA;flhA;flhB;fliR;fliQ;fliP
kegg:ppu02025	Biofilm formation - Pseudomonas aeruginosa	kegg_pathway	KEGG	transport_motility_signaling	43	3	40	15	crp;PP_0914;PP_1488;PP_1489;PP_1491;PP_1492;cheB3;PP_1494;gacS;csrA__Q88M29;PP_1875;PP_2617
kegg:ppu03070	Bacterial secretion system	kegg_pathway	KEGG	transport_motility_signaling	42	0	42	1	xcpX;xcpP;xcpQ;gspE;gspF;gspG;xcpU;xcpV;xcpW;xcpY;PP_1449;PP_1450
kegg:ppu02030	Bacterial chemotaxis	kegg_pathway	KEGG	transport_motility_signaling	41	12	29	9	PP_0317;mcpH;ctpL;PP_0584;PP_0779;PP_0802;dppA-I;dppA-II;dppA-III;mcpU;mcpG;PP_1819
kegg:ppu02060	Phosphotransferase system (PTS)	kegg_pathway	KEGG	transport_motility_signaling	6	0	6	4	fruB;fruK;fruA;ptsH;ptsN;ptsP
module:cell_envelope_division	Cell envelope, wall biogenesis, and division	functional_module	UniProt protein name/keywords	cell_envelope_division	98	1	97	9	PP_0091;PP_0092;PP_0116;amiD;PP_0139;PP_0277;lptD;PP_0512;PP_0549;PP_0576;PP_0677;PP_0753
module:chromosome_partition_cell_cycle	Chromosome partitioning, segregation, and cell cycle	functional_module	UniProt protein name/keywords	chromosome_partition_cell_cycle	37	13	24	2	parB;engB;PP_0693;PP_0694;PP_1105;tolQ;tolR;tolB;pal;cpoB;PP_1309;zapE
module:dna_replication_repair_recombination	DNA replication, repair, and recombination	functional_module	UniProt protein name/keywords	dna_replication_repair_recombination	93	10	83	29	gyrB;PP_0152;yacG;PP_0635;tldD;PP_0978;PP_1061;PP_1103;PP_1106;PP_1116;PP_1118;dinG
orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	953	32	921	0	PP_0018;PP_0050;PP_0052;PP_0069;PP_0080;PP_0081;PP_0086;PP_0088;yrdA;PP_0097;PP_0099;PP_0128
module:mobile_genetic_elements	Mobile genetic elements and phage-related proteins	functional_module	UniProt protein name/keywords	mobile_genetic_elements	89	0	89	0	PP_0014;PP_0015;PP_0016;PP_0334;PP_0526;PP_0568;PP_0637;PP_0638;PP_0650;PP_1133;PP_1538;PP_1546
module:motility_chemotaxis_biofilm	Motility, chemotaxis, pili, and biofilm	functional_module	UniProt protein name/keywords	motility_chemotaxis_biofilm	35	1	34	0	PP_0608;PP_0609;PP_0610;pilE;pilC;PP_0655;ycfJ;pilF;glmP;PP_1754;PP_1888;fimI
orphan:enzyme_with_ec	Orphan enzymes with EC numbers	orphan	UniProt EC metadata	orphan_enzyme	196	30	166	196	betA-I;def1;qor-I;betC;PP_0129;fkl;PP_0216;rimK;PP_0256;PP_0301;PP_0303;msrA
module:protein_folding_targeting_turnover	Protein folding, targeting, and turnover	functional_module	UniProt protein name/keywords	protein_folding_targeting_turnover	91	21	70	18	prlC;qmcA;PP_0203;hslO;surA;PP_0435;mtfA;yfhM;PP_0588;clpB;PP_0680;PP_0758
module:regulation_signal_transduction	Regulation and signal transduction	functional_module	UniProt protein name/keywords	regulation_signal_transduction	387	10	377	22	PP_0017;PP_0036;PP_0051;PP_0055;PP_0079;trpI;gcdR;PP_0163;PP_0175;PP_0204;PP_0215;PP_0242
module:stress_detoxification	Stress response and detoxification	functional_module	UniProt protein name/keywords	stress_detoxification	52	0	52	6	osmC;PP_0235;PP_0335;srkA;tsaA;capB;dps;PP_1235;PP_1269;cspA-I;yffB;ohr
module:translation_rna_processing	Translation, ribosome, and RNA processing	functional_module	UniProt protein name/keywords	translation_rna_processing	128	59	69	82	rsmG;mnmG;mnmE;rnpA;rsmB;tsaC;PP_0201;hslR;tsaD;cca;rsmA;selB
module:transport_membrane_efflux	Transport, membrane proteins, and efflux	functional_module	UniProt protein name/keywords	transport_membrane_efflux	779	31	748	54	PP_0007;PP_0026;PP_0027;PP_0033;PP_0034;PP_0035;oprP;cadA-I;czcA-I;czcB-I;czcC-I;opdT-I
unipathway:UPA00539	UniPathway UPA00539	unipathway	UniPathway	unipathway	7	7	0	3	pqqE;pqqD1;pqqC;pqqB;pqqA;pqqF;pqqD2
unipathway:UPA00219	UniPathway UPA00219	unipathway	UniPathway	unipathway	3	0	3	1	murJ;PP_1451;ddl
unipathway:UPA00232	UniPathway UPA00232	unipathway	UniPathway	unipathway	3	0	3	1	ubiJ;ubiB;ubiK
unipathway:UPA00392	UniPathway UPA00392	unipathway	UniPathway	unipathway	3	2	1	3	queA;tgt;queG
unipathway:UPA00286	UniPathway UPA00286	unipathway	UniPathway	unipathway	2	2	0	0	algE;algK
unipathway:UPA00637	UniPathway UPA00637	unipathway	UniPathway	unipathway	2	2	0	1	opgH;opgG
unipathway:UPA00694	UniPathway UPA00694	unipathway	UniPathway	unipathway	2	0	2	0	bcsB;PP_2638
unipathway:UPA01010	UniPathway UPA01010	unipathway	UniPathway	unipathway	2	2	0	0	nicR;nicS
unipathway:UPA00028	UniPathway UPA00028	unipathway	UniPathway	unipathway	1	0	1	1	PP_4452
unipathway:UPA00060	UniPathway UPA00060	unipathway	UniPathway	unipathway	1	0	1	1	pet
unipathway:UPA00094	UniPathway UPA00094	unipathway	UniPathway	unipathway	1	1	0	0	acpP
unipathway:UPA00098	UniPathway UPA00098	unipathway	UniPathway	unipathway	1	0	1	1	proC
unipathway:UPA00117	UniPathway UPA00117	unipathway	UniPathway	unipathway	1	1	0	1	lcdH
unipathway:UPA00191	UniPathway UPA00191	unipathway	UniPathway	unipathway	1	0	1	0	rubA
unipathway:UPA00212	UniPathway UPA00212	unipathway	UniPathway	unipathway	1	1	0	1	phaG
