gene,category,family
A0A0R4IDS8,Core matrisome,ECM Glycoproteins
A6H8K2,Core matrisome,ECM Glycoproteins
ENSDARG00000101980,Core matrisome,ECM Glycoproteins
cdcp2,Core matrisome,ECM Glycoproteins
ZDB-GENE-070705-485,Core matrisome,ECM Glycoproteins
F1QAR0,Core matrisome,ECM Glycoproteins
F8W2N6,Core matrisome,ECM Glycoproteins
ENSDARG00000075866,Core matrisome,ECM Glycoproteins
ch1073-291c23.1,Core matrisome,ECM Glycoproteins
ZDB-GENE-050208-114,Core matrisome,ECM Glycoproteins
F1Q4S4,Core matrisome,ECM Glycoproteins
F1Q7N1,Core matrisome,ECM Glycoproteins
ENSDARG00000063631,Core matrisome,ECM Glycoproteins
cilp,Core matrisome,ECM Glycoproteins
ZDB-GENE-050208-76,Core matrisome,ECM Glycoproteins
Q5BLC3,Core matrisome,ECM Glycoproteins
F1Q775,Core matrisome,ECM Glycoproteins
ENSDARG00000053362,Core matrisome,ECM Glycoproteins
cilp2,Core matrisome,ECM Glycoproteins
ZDB-GENE-050208-436,Core matrisome,ECM Glycoproteins
F1Q5N7,Core matrisome,ECM Glycoproteins
A0A0R4IUE6,Core matrisome,ECM Glycoproteins
A0A0R4IEB4,Core matrisome,ECM Glycoproteins
F1REH4,Core matrisome,ECM Glycoproteins
ENSDARG00000013687,Core matrisome,ECM Glycoproteins
coch,Core matrisome,ECM Glycoproteins
ZDB-GENE-030616-403,Core matrisome,ECM Glycoproteins
B3DFV8,Core matrisome,ECM Glycoproteins
Q8AW56,Core matrisome,ECM Glycoproteins
ENSDARG00000024032,Core matrisome,ECM Glycoproteins
colq,Core matrisome,ECM Glycoproteins
ZDB-GENE-110411-119,Core matrisome,ECM Glycoproteins
F1Q7Y1,Core matrisome,ECM Glycoproteins
ENSDARG00000019692,Core matrisome,ECM Glycoproteins
comp,Core matrisome,ECM Glycoproteins
ZDB-GENE-060606-1,Core matrisome,ECM Glycoproteins
A0A0G2KDJ5,Core matrisome,ECM Glycoproteins
ENSDARG00000098431,Core matrisome,ECM Glycoproteins
creld1,Core matrisome,ECM Glycoproteins
ZDB-GENE-120111-4,Core matrisome,ECM Glycoproteins
A0A0R4IS78,Core matrisome,ECM Glycoproteins
ENSDARG00000099989,Core matrisome,ECM Glycoproteins
ENSDARG00000006990,Core matrisome,ECM Glycoproteins
creld2,Core matrisome,ECM Glycoproteins
ZDB-GENE-040426-1626,Core matrisome,ECM Glycoproteins
Q7SXF6,Core matrisome,ECM Glycoproteins
A0A0B5JS55,Core matrisome,ECM Glycoproteins
ENSDARG00000029071,Core matrisome,ECM Glycoproteins
ENSDARG00000116264,Core matrisome,ECM Glycoproteins
crim1,Core matrisome,ECM Glycoproteins
ZDB-GENE-040312-2,Core matrisome,ECM Glycoproteins
Q7T3Q2,Core matrisome,ECM Glycoproteins
B3DH05,Core matrisome,ECM Glycoproteins
ENSDARG00000029668,Core matrisome,ECM Glycoproteins
crispld1a,Core matrisome,ECM Glycoproteins
ZDB-GENE-090612-1,Core matrisome,ECM Glycoproteins
E9QBN8,Core matrisome,ECM Glycoproteins
F1QHW4,Core matrisome,ECM Glycoproteins
ENSDARG00000077275,Core matrisome,ECM Glycoproteins
crispld2,Core matrisome,ECM Glycoproteins
ZDB-GENE-130131-1,Core matrisome,ECM Glycoproteins
F1QW68,Core matrisome,ECM Glycoproteins
ENSDARG00000088595,Core matrisome,ECM Glycoproteins
ctgfa,Core matrisome,ECM Glycoproteins
ZDB-GENE-030131-102,Core matrisome,ECM Glycoproteins
Q3B7E1,Core matrisome,ECM Glycoproteins
Q6T8L8,Core matrisome,ECM Glycoproteins
Q567D8,Core matrisome,ECM Glycoproteins
Q5RI33,Core matrisome,ECM Glycoproteins
ENSDARG00000042934,Core matrisome,ECM Glycoproteins
ctgfb,Core matrisome,ECM Glycoproteins
ZDB-GENE-070705-82,Core matrisome,ECM Glycoproteins
A5PN60,Core matrisome,ECM Glycoproteins
A0A0R4IUX4,Core matrisome,ECM Glycoproteins
A6XA79,Core matrisome,ECM Glycoproteins
ENSDARG00000104292,Core matrisome,ECM Glycoproteins
cthrc1a,Core matrisome,ECM Glycoproteins
ZDB-GENE-040808-22,Core matrisome,ECM Glycoproteins
F1Q7G0,Core matrisome,ECM Glycoproteins
Q6AXL0,Core matrisome,ECM Glycoproteins
ENSDARG00000087198,Core matrisome,ECM Glycoproteins
cthrc1b,Core matrisome,ECM Glycoproteins
ZDB-GENE-050420-46,Core matrisome,ECM Glycoproteins
F6P0H3,Core matrisome,ECM Glycoproteins
ENSDARG00000001971,Core matrisome,ECM Glycoproteins
cyr61,Core matrisome,ECM Glycoproteins
ZDB-GENE-040426-3,Core matrisome,ECM Glycoproteins
Q6NWA0,Core matrisome,ECM Glycoproteins
Q6PFL2,Core matrisome,ECM Glycoproteins
F1QL10,Core matrisome,ECM Glycoproteins
ENSDARG00000023062,Core matrisome,ECM Glycoproteins
cyr61l1,Core matrisome,ECM Glycoproteins
ZDB-GENE-050417-136,Core matrisome,ECM Glycoproteins
Q567G9,Core matrisome,ECM Glycoproteins
D0E2V8,Core matrisome,ECM Glycoproteins
A2CF35,Core matrisome,ECM Glycoproteins
ENSDARG00000035422,Core matrisome,ECM Glycoproteins
cyr61l2,Core matrisome,ECM Glycoproteins
ZDB-GENE-060404-5,Core matrisome,ECM Glycoproteins
D0E2W3,Core matrisome,ECM Glycoproteins
A0A0R4IXA2,Core matrisome,ECM Glycoproteins
A2RRU7,Core matrisome,ECM Glycoproteins
Q5U3J9,Core matrisome,ECM Glycoproteins
ENSDARG00000099985,Core matrisome,ECM Glycoproteins
ddx26b,Core matrisome,ECM Glycoproteins
ZDB-GENE-040426-1150,Core matrisome,ECM Glycoproteins
F1QWA1,Core matrisome,ECM Glycoproteins
Q7SYD9,Core matrisome,ECM Glycoproteins
E9QFC2,Core matrisome,ECM Glycoproteins
ENSDARG00000017931,Core matrisome,ECM Glycoproteins
dpt,Core matrisome,ECM Glycoproteins
ZDB-GENE-060312-9,Core matrisome,ECM Glycoproteins
Q5PNP9,Core matrisome,ECM Glycoproteins
Q29RF0,Core matrisome,ECM Glycoproteins
ENSDARG00000056178,Core matrisome,ECM Glycoproteins
ecm1a,Core matrisome,ECM Glycoproteins
ZDB-GENE-121204-1,Core matrisome,ECM Glycoproteins
A0A0R4IMZ6,Core matrisome,ECM Glycoproteins
ENSDARG00000100535,Core matrisome,ECM Glycoproteins
ecm1b,Core matrisome,ECM Glycoproteins
ZDB-GENE-121204-2,Core matrisome,ECM Glycoproteins
A0A0R4IIK5,Core matrisome,ECM Glycoproteins
ENSDARG00000105239,Core matrisome,ECM Glycoproteins
ecm2,Core matrisome,ECM Glycoproteins
ZDB-GENE-050208-651,Core matrisome,ECM Glycoproteins
F1R2S9,Core matrisome,ECM Glycoproteins
ENSDARG00000071549,Core matrisome,ECM Glycoproteins
edil3a,Core matrisome,ECM Glycoproteins
ZDB-GENE-060503-366,Core matrisome,ECM Glycoproteins
A0A0R4IMA9,Core matrisome,ECM Glycoproteins
F1QBK2,Core matrisome,ECM Glycoproteins
ENSDARG00000093413,Core matrisome,ECM Glycoproteins
edil3b,Core matrisome,ECM Glycoproteins
ZDB-GENE-090312-42,Core matrisome,ECM Glycoproteins
F1Q6J1,Core matrisome,ECM Glycoproteins
F1QJV0,Core matrisome,ECM Glycoproteins
ENSDARG00000060877,Core matrisome,ECM Glycoproteins
efemp1,Core matrisome,ECM Glycoproteins
ZDB-GENE-130403-1,Core matrisome,ECM Glycoproteins
E7FDJ3,Core matrisome,ECM Glycoproteins
A0A0R4IL08,Core matrisome,ECM Glycoproteins
ENSDARG00000059121,Core matrisome,ECM Glycoproteins
efemp2a,Core matrisome,ECM Glycoproteins
ZDB-GENE-041212-8,Core matrisome,ECM Glycoproteins
A2CEN1,Core matrisome,ECM Glycoproteins
Q5PR37,Core matrisome,ECM Glycoproteins
ENSDARG00000094324,Core matrisome,ECM Glycoproteins
efemp2b,Core matrisome,ECM Glycoproteins
ZDB-GENE-030219-125,Core matrisome,ECM Glycoproteins
Q5WQV6,Core matrisome,ECM Glycoproteins
E9QG60,Core matrisome,ECM Glycoproteins
ENSDARG00000020811,Core matrisome,ECM Glycoproteins
egflam,Core matrisome,ECM Glycoproteins
ZDB-GENE-070705-525,Core matrisome,ECM Glycoproteins
A0A0G2KJI7,Core matrisome,ECM Glycoproteins
ENSDARG00000099008,Core matrisome,ECM Glycoproteins
elna,Core matrisome,ECM Glycoproteins
ZDB-GENE-061212-1,Core matrisome,ECM Glycoproteins
A0A0R4IWM2,Core matrisome,ECM Glycoproteins
Q0Q5Z1,Core matrisome,ECM Glycoproteins
ENSDARG00000099634,Core matrisome,ECM Glycoproteins
elnb,Core matrisome,ECM Glycoproteins
ZDB-GENE-061212-2,Core matrisome,ECM Glycoproteins
A0A0R4IPZ1,Core matrisome,ECM Glycoproteins
F8W4J7,Core matrisome,ECM Glycoproteins
F8W3Q9,Core matrisome,ECM Glycoproteins
Q0Q5Z0,Core matrisome,ECM Glycoproteins
ENSDARG00000069017,Core matrisome,ECM Glycoproteins
emid1,Core matrisome,ECM Glycoproteins
ZDB-GENE-070705-40,Core matrisome,ECM Glycoproteins
F1QR06,Core matrisome,ECM Glycoproteins
ENSDARG00000076119,Core matrisome,ECM Glycoproteins
emilin1a,Core matrisome,ECM Glycoproteins
ZDB-GENE-041001-191,Core matrisome,ECM Glycoproteins
A9JSV2,Core matrisome,ECM Glycoproteins
Q5TZ63,Core matrisome,ECM Glycoproteins
F1QC17,Core matrisome,ECM Glycoproteins
ENSDARG00000024537,Core matrisome,ECM Glycoproteins
emilin1b,Core matrisome,ECM Glycoproteins
ZDB-GENE-060818-36,Core matrisome,ECM Glycoproteins
Q0VA81,Core matrisome,ECM Glycoproteins
F8W4C7,Core matrisome,ECM Glycoproteins
F1Q9G3,Core matrisome,ECM Glycoproteins
ENSDARG00000026166,Core matrisome,ECM Glycoproteins
emilin2a,Core matrisome,ECM Glycoproteins
ZDB-GENE-060503-247,Core matrisome,ECM Glycoproteins
F1QI05,Core matrisome,ECM Glycoproteins
F1R2C2,Core matrisome,ECM Glycoproteins
F1R1C5,Core matrisome,ECM Glycoproteins
ENSDARG00000061196,Core matrisome,ECM Glycoproteins
emilin2b,Core matrisome,ECM Glycoproteins
ZDB-GENE-080416-1,Core matrisome,ECM Glycoproteins
A0A0R4IW71,Core matrisome,ECM Glycoproteins
A0A0R4ISP2,Core matrisome,ECM Glycoproteins
ENSDARG00000102178,Core matrisome,ECM Glycoproteins
emilin3a,Core matrisome,ECM Glycoproteins
ZDB-GENE-080612-2,Core matrisome,ECM Glycoproteins
F1QKH5,Core matrisome,ECM Glycoproteins
F1R3W5,Core matrisome,ECM Glycoproteins
F1QD66,Core matrisome,ECM Glycoproteins
ENSDARG00000078052,Core matrisome,ECM Glycoproteins
emilin3b,Core matrisome,ECM Glycoproteins
ZDB-GENE-080612-3,Core matrisome,ECM Glycoproteins
E7F7F9,Core matrisome,ECM Glycoproteins
ENSDARG00000076299,Core matrisome,ECM Glycoproteins
eys,Core matrisome,ECM Glycoproteins
ZDB-GENE-130530-959,Core matrisome,ECM Glycoproteins
ENSDARG00000089257,Core matrisome,ECM Glycoproteins
fbln1,Core matrisome,ECM Glycoproteins
ZDB-GENE-990415-73,Core matrisome,ECM Glycoproteins
O42182,Core matrisome,ECM Glycoproteins
B3DH18,Core matrisome,ECM Glycoproteins
ENSDARG00000103311,Core matrisome,ECM Glycoproteins
fbln2,Core matrisome,ECM Glycoproteins
ZDB-GENE-060711-1,Core matrisome,ECM Glycoproteins
F1RCR3,Core matrisome,ECM Glycoproteins
Q5BLE3,Core matrisome,ECM Glycoproteins
ENSDARG00000015156,Core matrisome,ECM Glycoproteins
fbln5,Core matrisome,ECM Glycoproteins
ZDB-GENE-041010-54,Core matrisome,ECM Glycoproteins
B8A4X3,Core matrisome,ECM Glycoproteins
Q5XJ74,Core matrisome,ECM Glycoproteins
ENSDARG00000039273,Core matrisome,ECM Glycoproteins
fbln7,Core matrisome,ECM Glycoproteins
E7FFU9,Core matrisome,ECM Glycoproteins
ENSDARG00000089519,Core matrisome,ECM Glycoproteins
fbn1,Core matrisome,ECM Glycoproteins
ZDB-GENE-091204-466,Core matrisome,ECM Glycoproteins
A0A140LGB0,Core matrisome,ECM Glycoproteins
ENSDARG00000105333,Core matrisome,ECM Glycoproteins
fbn2a,Core matrisome,ECM Glycoproteins
ZDB-GENE-090112-4,Core matrisome,ECM Glycoproteins
F8W453,Core matrisome,ECM Glycoproteins
B6D7H3,Core matrisome,ECM Glycoproteins
B6D7H2,Core matrisome,ECM Glycoproteins
F1QNG9,Core matrisome,ECM Glycoproteins
A0A0R4IJD5,Core matrisome,ECM Glycoproteins
ENSDARG00000051896,Core matrisome,ECM Glycoproteins
fbn2b,Core matrisome,ECM Glycoproteins
ZDB-GENE-090112-3,Core matrisome,ECM Glycoproteins
A0A0G2KQ62,Core matrisome,ECM Glycoproteins
E7FG71,Core matrisome,ECM Glycoproteins
B6CS38,Core matrisome,ECM Glycoproteins
ENSDARG00000098237,Core matrisome,ECM Glycoproteins
fga,Core matrisome,ECM Glycoproteins
ZDB-GENE-031010-21,Core matrisome,ECM Glycoproteins
B8A5L6,Core matrisome,ECM Glycoproteins
Q6DHS2,Core matrisome,ECM Glycoproteins
E9QCD1,Core matrisome,ECM Glycoproteins
ENSDARG00000020741,Core matrisome,ECM Glycoproteins
fgb,Core matrisome,ECM Glycoproteins
ZDB-GENE-030131-9261,Core matrisome,ECM Glycoproteins
Q6NYE1,Core matrisome,ECM Glycoproteins
ENSDARG00000008969,Core matrisome,ECM Glycoproteins
fgg,Core matrisome,ECM Glycoproteins
ZDB-GENE-040426-1998,Core matrisome,ECM Glycoproteins
Q7ZVG7,Core matrisome,ECM Glycoproteins
F1RCB0,Core matrisome,ECM Glycoproteins
A0A0R4IJF0,Core matrisome,ECM Glycoproteins
A8E5P0,Core matrisome,ECM Glycoproteins
ENSDARG00000037281,Core matrisome,ECM Glycoproteins
ENSDARG00000114705,Core matrisome,ECM Glycoproteins
fgl1,Core matrisome,ECM Glycoproteins
ZDB-GENE-130815-1,Core matrisome,ECM Glycoproteins
A0A140LG86,Core matrisome,ECM Glycoproteins
ENSDARG00000105380,Core matrisome,ECM Glycoproteins
ENSDARG00000114390,Core matrisome,ECM Glycoproteins
fgl2a,Core matrisome,ECM Glycoproteins
ZDB-GENE-030131-9506,Core matrisome,ECM Glycoproteins
Q5TYU3,Core matrisome,ECM Glycoproteins
ENSDARG00000019861,Core matrisome,ECM Glycoproteins
fgl2b,Core matrisome,ECM Glycoproteins
ZDB-GENE-120709-53,Core matrisome,ECM Glycoproteins
A0A0G2L3W7,Core matrisome,ECM Glycoproteins
K7DY96,Core matrisome,ECM Glycoproteins
A0A0G2KRL5,Core matrisome,ECM Glycoproteins
F1R1H5,Core matrisome,ECM Glycoproteins
ENSDARG00000019686,Core matrisome,ECM Glycoproteins
fn1a,Core matrisome,ECM Glycoproteins
ZDB-GENE-000426-1,Core matrisome,ECM Glycoproteins
Q98TS8,Core matrisome,ECM Glycoproteins
Q98TS9,Core matrisome,ECM Glycoproteins
B0S602,Core matrisome,ECM Glycoproteins
F1RBP8,Core matrisome,ECM Glycoproteins
O93406,Core matrisome,ECM Glycoproteins
O93405,Core matrisome,ECM Glycoproteins
B3DGZ1,Core matrisome,ECM Glycoproteins
ENSDARG00000019815,Core matrisome,ECM Glycoproteins
ENSDARG00000112963,Core matrisome,ECM Glycoproteins
fn1b,Core matrisome,ECM Glycoproteins
ZDB-GENE-030131-6545,Core matrisome,ECM Glycoproteins
Q58XP5,Core matrisome,ECM Glycoproteins
F1RB09,Core matrisome,ECM Glycoproteins
A3KNU0,Core matrisome,ECM Glycoproteins
Q6JAN2,Core matrisome,ECM Glycoproteins
Q7T2W7,Core matrisome,ECM Glycoproteins
A2CEW3,Core matrisome,ECM Glycoproteins
Q7T1S2,Core matrisome,ECM Glycoproteins
A0A0R4IDI3,Core matrisome,ECM Glycoproteins
A0A0R4IXY1,Core matrisome,ECM Glycoproteins
ENSDARG00000006526,Core matrisome,ECM Glycoproteins
fndc1,Core matrisome,ECM Glycoproteins
ZDB-GENE-041210-332,Core matrisome,ECM Glycoproteins
F1R5Z2,Core matrisome,ECM Glycoproteins
A0A0R4IV59,Core matrisome,ECM Glycoproteins
Q5SPC6,Core matrisome,ECM Glycoproteins
ENSDARG00000002847,Core matrisome,ECM Glycoproteins
fndc7a,Core matrisome,ECM Glycoproteins
ZDB-GENE-070216-2,Core matrisome,ECM Glycoproteins
F1R5M9,Core matrisome,ECM Glycoproteins
F1R823,Core matrisome,ECM Glycoproteins
ENSDARG00000077096,Core matrisome,ECM Glycoproteins
fndc7b,Core matrisome,ECM Glycoproteins
ZDB-GENE-100922-114,Core matrisome,ECM Glycoproteins
A0A0J9YIY3,Core matrisome,ECM Glycoproteins
E7FFL0,Core matrisome,ECM Glycoproteins
F1QUH9,Core matrisome,ECM Glycoproteins
ENSDARG00000075676,Core matrisome,ECM Glycoproteins
fras1,Core matrisome,ECM Glycoproteins
ZDB-GENE-060526-68,Core matrisome,ECM Glycoproteins
A0A0R4IQJ3,Core matrisome,ECM Glycoproteins
B6IDE3,Core matrisome,ECM Glycoproteins
D7PS88,Core matrisome,ECM Glycoproteins
A2BHG4,Core matrisome,ECM Glycoproteins
F1Q633,Core matrisome,ECM Glycoproteins
ENSDARG00000054619,Core matrisome,ECM Glycoproteins
ENSDARG00000114204,Core matrisome,ECM Glycoproteins
gas6,Core matrisome,ECM Glycoproteins
ZDB-GENE-030131-7773,Core matrisome,ECM Glycoproteins
Q7T3H4,Core matrisome,ECM Glycoproteins
A0A0R4IX32,Core matrisome,ECM Glycoproteins
F1QGG9,Core matrisome,ECM Glycoproteins
ENSDARG00000007804,Core matrisome,ECM Glycoproteins
gldn,Core matrisome,ECM Glycoproteins
ZDB-GENE-050119-4,Core matrisome,ECM Glycoproteins
F2Z4S9,Core matrisome,ECM Glycoproteins
F8W264,Core matrisome,ECM Glycoproteins
ENSDARG00000061576,Core matrisome,ECM Glycoproteins
hmcn1,Core matrisome,ECM Glycoproteins
ZDB-GENE-041014-322,Core matrisome,ECM Glycoproteins
F1QVQ2,Core matrisome,ECM Glycoproteins
F1R7R3,Core matrisome,ECM Glycoproteins
D7PS96,Core matrisome,ECM Glycoproteins
U3JAR0,Core matrisome,ECM Glycoproteins
ENSDARG00000016936,Core matrisome,ECM Glycoproteins
hmcn2,Core matrisome,ECM Glycoproteins
ZDB-GENE-030131-9765,Core matrisome,ECM Glycoproteins
F1R747,Core matrisome,ECM Glycoproteins
F1Q9T8,Core matrisome,ECM Glycoproteins
E7F3V2,Core matrisome,ECM Glycoproteins
F1R2Y2,Core matrisome,ECM Glycoproteins
M9MMB9,Core matrisome,ECM Glycoproteins
F1QYL6,Core matrisome,ECM Glycoproteins
D7PS98,Core matrisome,ECM Glycoproteins
D7PS97,Core matrisome,ECM Glycoproteins
ENSDARG00000086060,Core matrisome,ECM Glycoproteins
ENSDARG00000079327,Core matrisome,ECM Glycoproteins
igfals,Core matrisome,ECM Glycoproteins
ZDB-GENE-061009-25,Core matrisome,ECM Glycoproteins
E9QJJ1,Core matrisome,ECM Glycoproteins
F1R1F2,Core matrisome,ECM Glycoproteins
ENSDARG00000037836,Core matrisome,ECM Glycoproteins
igfbp1a,Core matrisome,ECM Glycoproteins
ZDB-GENE-021231-1,Core matrisome,ECM Glycoproteins
Q8JHX6,Core matrisome,ECM Glycoproteins
Q90YJ7,Core matrisome,ECM Glycoproteins
A0A0B5JK49,Core matrisome,ECM Glycoproteins
Q5KSZ2,Core matrisome,ECM Glycoproteins
ENSDARG00000099351,Core matrisome,ECM Glycoproteins
igfbp1b,Core matrisome,ECM Glycoproteins
ZDB-GENE-081210-3,Core matrisome,ECM Glycoproteins
A4IGH0,Core matrisome,ECM Glycoproteins
A0A0R4IY40,Core matrisome,ECM Glycoproteins
A4K8J2,Core matrisome,ECM Glycoproteins
ENSDARG00000038666,Core matrisome,ECM Glycoproteins
igfbp2a,Core matrisome,ECM Glycoproteins
ZDB-GENE-000125-12,Core matrisome,ECM Glycoproteins
Q9PTH3,Core matrisome,ECM Glycoproteins
ENSDARG00000052470,Core matrisome,ECM Glycoproteins
ENSDARG00000111105,Core matrisome,ECM Glycoproteins
igfbp2b,Core matrisome,ECM Glycoproteins
ZDB-GENE-090107-3,Core matrisome,ECM Glycoproteins
M9MM96,Core matrisome,ECM Glycoproteins
B3F211,Core matrisome,ECM Glycoproteins
ENSDARG00000031422,Core matrisome,ECM Glycoproteins
igfbp3,Core matrisome,ECM Glycoproteins
ZDB-GENE-040412-1,Core matrisome,ECM Glycoproteins
Q90YJ6,Core matrisome,ECM Glycoproteins
Q66I28,Core matrisome,ECM Glycoproteins
A0A0R4IPP4,Core matrisome,ECM Glycoproteins
ENSDARG00000099144,Core matrisome,ECM Glycoproteins
igfbp5a,Core matrisome,ECM Glycoproteins
ZDB-GENE-070620-8,Core matrisome,ECM Glycoproteins
A5PLA3,Core matrisome,ECM Glycoproteins
ENSDARG00000039264,Core matrisome,ECM Glycoproteins
ENSDARG00000111203,Core matrisome,ECM Glycoproteins
igfbp5b,Core matrisome,ECM Glycoproteins
ZDB-GENE-040319-2,Core matrisome,ECM Glycoproteins
Q800E1,Core matrisome,ECM Glycoproteins
B0S525,Core matrisome,ECM Glycoproteins
ENSDARG00000025348,Core matrisome,ECM Glycoproteins
igfbp6a,Core matrisome,ECM Glycoproteins
ZDB-GENE-090521-1,Core matrisome,ECM Glycoproteins
C4MCP0,Core matrisome,ECM Glycoproteins
F6NPV6,Core matrisome,ECM Glycoproteins
ENSDARG00000070941,Core matrisome,ECM Glycoproteins
igfbp6b,Core matrisome,ECM Glycoproteins
ZDB-GENE-090521-2,Core matrisome,ECM Glycoproteins
F6N9E8,Core matrisome,ECM Glycoproteins
C4MCP1,Core matrisome,ECM Glycoproteins
ENSDARG00000090833,Core matrisome,ECM Glycoproteins
igfbp7,Core matrisome,ECM Glycoproteins
ZDB-GENE-040426-2423,Core matrisome,ECM Glycoproteins
A0A0R4IZL1,Core matrisome,ECM Glycoproteins
Q6NW92,Core matrisome,ECM Glycoproteins
A0A0R4IU08,Core matrisome,ECM Glycoproteins
ENSDARG00000104138,Core matrisome,ECM Glycoproteins
igsf10,Core matrisome,ECM Glycoproteins
ZDB-GENE-130530-827,Core matrisome,ECM Glycoproteins
E7F5U2,Core matrisome,ECM Glycoproteins
ENSDARG00000077497,Core matrisome,ECM Glycoproteins
lama1,Core matrisome,ECM Glycoproteins
ZDB-GENE-060118-1,Core matrisome,ECM Glycoproteins
A0A0R4ITA0,Core matrisome,ECM Glycoproteins
A0A0R4II20,Core matrisome,ECM Glycoproteins
Q2TJF6,Core matrisome,ECM Glycoproteins
A0A0R4IWB7,Core matrisome,ECM Glycoproteins
Q45H72,Core matrisome,ECM Glycoproteins
ENSDARG00000056043,Core matrisome,ECM Glycoproteins
ENSDARG00000102277,Core matrisome,ECM Glycoproteins
lama2,Core matrisome,ECM Glycoproteins
ZDB-GENE-060119-1,Core matrisome,ECM Glycoproteins
A4ZV96,Core matrisome,ECM Glycoproteins
G8IHT9,Core matrisome,ECM Glycoproteins
G8IHU0,Core matrisome,ECM Glycoproteins
A0A0G2KI51,Core matrisome,ECM Glycoproteins
ENSDARG00000099390,Core matrisome,ECM Glycoproteins
lama3,Core matrisome,ECM Glycoproteins
ZDB-GENE-050208-475,Core matrisome,ECM Glycoproteins
Q1LXE7,Core matrisome,ECM Glycoproteins
ENSDARG00000071462,Core matrisome,ECM Glycoproteins
lama4,Core matrisome,ECM Glycoproteins
ZDB-GENE-040724-213,Core matrisome,ECM Glycoproteins
Q5SNU9,Core matrisome,ECM Glycoproteins
F1QYU0,Core matrisome,ECM Glycoproteins
B3DK46,Core matrisome,ECM Glycoproteins
Q2TJF5,Core matrisome,ECM Glycoproteins
