gene	ordered_locus	uniprot_accession	protein_name	partition_bucket	partition_label	proposed_module	recommended_action	notes	review_status	curation_status	asta_research_status
PP_1118	PP_1118	Q88NT6	Recombinase-related protein	mobile_integrase_recombinase_transposase	Mobile-element integrases, recombinases, resolvases, and transposases	mobile_genetic_elements_boundary	REASSIGN_TO_MOBILE_ELEMENTS	Phage integrases, Tyr/Ser recombinases, resolvases, and transposases are mobile-element context, not core chromosomal DNA replication/repair pathway members.	PRESENT	CURATED	PRESENT
dinG	PP_1125	Q88NS9	ATP-dependent DNA helicase DinG (EC 5.6.2.3) (DNA 5'-3' helicase DinG)	repair_helicase_recombination_core	DNA repair helicases, recombination, and double-strand break candidates	bacterial_homologous_recombination	REUSE_OR_EXTEND_EXISTING	Lhr/DinG/SNF2/Rep-family helicases, SbcCD, RadA, RecN, RdgC, HerA-like, and other repair/recombination candidates adjacent to existing homologous-recombination modules.	PRESENT	CURATED	PRESENT
dinB	PP_1203	Q88NK4	DNA polymerase IV (Pol IV) (EC 2.7.7.7)	sos_translesion_alkylation_repair	SOS, translesion synthesis, alkylation repair, and oxidized nucleotide sanitation	dna_damage_response_translesion_repair_boundary	NEW_SUBMODULE	LexA/SOS regulators, DinB/PolB/ImuB/DnaE2/Y-family error-prone polymerase context, MutT-like oxidized nucleotide sanitation, and Ogt alkylation repair.	PRESENT	CURATED	PRESENT
PP_1250	PP_1250	Q877Q1	RNA-directed DNA polymerase (EC 2.7.7.49)	retroelement_reverse_transcriptase	Retroelement reverse transcriptase candidates	mobile_genetic_elements_boundary	REASSIGN_TO_MOBILE_ELEMENTS	RNA-directed DNA polymerase/reverse-transcriptase candidates should be reviewed as retroelement or mobile-element proteins rather than chromosomal DNA replication enzymes.	PRESENT	CURATED	PRESENT
PP_1306	PP_1306	Q88NA6	Pyocin S-type Killer domain protein	nuclease_dnase_toxin_side_nodes	Nucleases, DNases, toxin nucleases, and broad phosphodiesterases	nuclease_dnase_boundary	NEW_SUBMODULE	DNase, HNH/VRR-NUC/SNase/YicC, phage exonuclease, pyocin nuclease, TatD, and YoeB-like nuclease contexts; likely mixed DNA, RNA, toxin, and mobile-element side functions.	PRESENT	CURATED	PRESENT
PP_1348	PP_1348	Q88N67	8-oxo-dGTP diphosphatase (EC 3.6.1.55) (7,8-dihydro-8-oxoguanine-triphosphatase) (Mutator protein MutT) (dGTP pyrophosphohydrolase)	sos_translesion_alkylation_repair	SOS, translesion synthesis, alkylation repair, and oxidized nucleotide sanitation	dna_damage_response_translesion_repair_boundary	NEW_SUBMODULE	LexA/SOS regulators, DinB/PolB/ImuB/DnaE2/Y-family error-prone polymerase context, MutT-like oxidized nucleotide sanitation, and Ogt alkylation repair.	PRESENT	CURATED	PRESENT
PP_1410	PP_1410	Q88N08	Helicase	repair_helicase_recombination_core	DNA repair helicases, recombination, and double-strand break candidates	bacterial_homologous_recombination	REUSE_OR_EXTEND_EXISTING	Lhr/DinG/SNF2/Rep-family helicases, SbcCD, RadA, RecN, RdgC, HerA-like, and other repair/recombination candidates adjacent to existing homologous-recombination modules.	PRESENT	CURATED	PRESENT
PP_1532	PP_1532	Q88MN9	Phage integrase	mobile_integrase_recombinase_transposase	Mobile-element integrases, recombinases, resolvases, and transposases	mobile_genetic_elements_boundary	REASSIGN_TO_MOBILE_ELEMENTS	Phage integrases, Tyr/Ser recombinases, resolvases, and transposases are mobile-element context, not core chromosomal DNA replication/repair pathway members.	PRESENT	CURATED	PRESENT
PP_1533	PP_1533	Q88MN8	Excisionase	mobile_integrase_recombinase_transposase	Mobile-element integrases, recombinases, resolvases, and transposases	mobile_genetic_elements_boundary	REASSIGN_TO_MOBILE_ELEMENTS	Phage integrases, Tyr/Ser recombinases, resolvases, and transposases are mobile-element context, not core chromosomal DNA replication/repair pathway members.	PRESENT	CURATED	PRESENT
PP_1554	PP_1554	Q88ML7	VRR-NUC domain-containing protein	nuclease_dnase_toxin_side_nodes	Nucleases, DNases, toxin nucleases, and broad phosphodiesterases	nuclease_dnase_boundary	NEW_SUBMODULE	DNase, HNH/VRR-NUC/SNase/YicC, phage exonuclease, pyocin nuclease, TatD, and YoeB-like nuclease contexts; likely mixed DNA, RNA, toxin, and mobile-element side functions.	PRESENT	CURATED	PRESENT
PP_1555	PP_1555	Q88ML6	Phage integrase	mobile_integrase_recombinase_transposase	Mobile-element integrases, recombinases, resolvases, and transposases	mobile_genetic_elements_boundary	REASSIGN_TO_MOBILE_ELEMENTS	Phage integrases, Tyr/Ser recombinases, resolvases, and transposases are mobile-element context, not core chromosomal DNA replication/repair pathway members.	PRESENT	CURATED	PRESENT
hda	PP_1668	Q88MA6	Regulator of DnaA that prevents premature reinitiation of DNA replication	replication_accessory_polymerase	Replication accessory polymerase, primase, and restart factors	bacterial_dna_replication	REUSE_OR_EXTEND_EXISTING	Replication-associated accessory candidates not already in the KEGG ppu03030 batch: Pol III chi-like context, Hda reinitiation control, primase/helicase or polymerase candidates, RarA restart, and Rep helicase.	PRESENT	CURATED	PRESENT
rdgC	PP_1702	Q88M72	Recombination-associated protein RdgC	repair_helicase_recombination_core	DNA repair helicases, recombination, and double-strand break candidates	bacterial_homologous_recombination	REUSE_OR_EXTEND_EXISTING	Lhr/DinG/SNF2/Rep-family helicases, SbcCD, RadA, RecN, RdgC, HerA-like, and other repair/recombination candidates adjacent to existing homologous-recombination modules.	PRESENT	CURATED	PRESENT
gyrA	PP_1767	Q88M08	DNA gyrase subunit A (EC 5.6.2.2)	dna_topology_topoisomerase	DNA topology, gyrase, and topoisomerase	dna_topology_topoisomerase_boundary	NEW_SUBMODULE	DNA gyrase, topoisomerase I/IV, topoisomerase side candidates, and the YacG gyrase inhibitor; curate as DNA topology rather than generic DNA repair.	PRESENT	CURATED	PRESENT
ihfB	PP_1773	P0A128	Integration host factor subunit beta (IHF-beta)	architectural_rna_protein_spillovers	Architectural, RNA-helicase, chaperone, and protease spillovers	dna_bucket_architectural_rna_protein_spillover_boundary	NEW_SUBMODULE	IHF architectural proteins, CspD, DnaJ, HrpA/HrpB RNA helicases, and TldD enter through broad DNA or inhibitor keywords; retain these in a boundary module as regulation, RNA processing, protein folding, or protease context unless direct DNA-repair evidence is found.	PRESENT	CURATED	PRESENT
PP_1846	PP_1846	Q877L1	RNA-directed DNA polymerase (EC 2.7.7.49)	retroelement_reverse_transcriptase	Retroelement reverse transcriptase candidates	mobile_genetic_elements_boundary	REASSIGN_TO_MOBILE_ELEMENTS	RNA-directed DNA polymerase/reverse-transcriptase candidates should be reviewed as retroelement or mobile-element proteins rather than chromosomal DNA replication enzymes.	PRESENT	CURATED	PRESENT
PP_1865	PP_1865	Q877V8	Transposase	mobile_integrase_recombinase_transposase	Mobile-element integrases, recombinases, resolvases, and transposases	mobile_genetic_elements_boundary	REASSIGN_TO_MOBILE_ELEMENTS	Phage integrases, Tyr/Ser recombinases, resolvases, and transposases are mobile-element context, not core chromosomal DNA replication/repair pathway members.	PRESENT	CURATED	PRESENT
PP_1937	PP_1937	Q88LJ4	Helicase	repair_helicase_recombination_core	DNA repair helicases, recombination, and double-strand break candidates	bacterial_homologous_recombination	REUSE_OR_EXTEND_EXISTING	Lhr/DinG/SNF2/Rep-family helicases, SbcCD, RadA, RecN, RdgC, HerA-like, and other repair/recombination candidates adjacent to existing homologous-recombination modules.	PRESENT	CURATED	PRESENT
PP_1960	PP_1960	Q88LH2	Tyr recombinase domain-containing protein	mobile_integrase_recombinase_transposase	Mobile-element integrases, recombinases, resolvases, and transposases	mobile_genetic_elements_boundary	REASSIGN_TO_MOBILE_ELEMENTS	Phage integrases, Tyr/Ser recombinases, resolvases, and transposases are mobile-element context, not core chromosomal DNA replication/repair pathway members.	PRESENT	CURATED	PRESENT
PP_1962	PP_1962	Q88LH0	Site-specific recombinase, phage integrase family	mobile_integrase_recombinase_transposase	Mobile-element integrases, recombinases, resolvases, and transposases	mobile_genetic_elements_boundary	REASSIGN_TO_MOBILE_ELEMENTS	Phage integrases, Tyr/Ser recombinases, resolvases, and transposases are mobile-element context, not core chromosomal DNA replication/repair pathway members.	PRESENT	CURATED	PRESENT
sbcC	PP_2024	Q88LB1	Nuclease SbcCD subunit C	repair_helicase_recombination_core	DNA repair helicases, recombination, and double-strand break candidates	bacterial_homologous_recombination	REUSE_OR_EXTEND_EXISTING	Lhr/DinG/SNF2/Rep-family helicases, SbcCD, RadA, RecN, RdgC, HerA-like, and other repair/recombination candidates adjacent to existing homologous-recombination modules.	PRESENT	CURATED	PRESENT
sbcD	PP_2025	Q88LB0	Nuclease SbcCD subunit D	repair_helicase_recombination_core	DNA repair helicases, recombination, and double-strand break candidates	bacterial_homologous_recombination	REUSE_OR_EXTEND_EXISTING	Lhr/DinG/SNF2/Rep-family helicases, SbcCD, RadA, RecN, RdgC, HerA-like, and other repair/recombination candidates adjacent to existing homologous-recombination modules.	PRESENT	CURATED	PRESENT
uup	PP_2131	Q88L06	ATP-binding protein Uup (EC 3.6.1.-)	repair_helicase_recombination_core	DNA repair helicases, recombination, and double-strand break candidates	bacterial_homologous_recombination	REUSE_OR_EXTEND_EXISTING	Lhr/DinG/SNF2/Rep-family helicases, SbcCD, RadA, RecN, RdgC, HerA-like, and other repair/recombination candidates adjacent to existing homologous-recombination modules.	PRESENT	CURATED	PRESENT
topA	PP_2139	Q88KZ9	DNA topoisomerase 1 (EC 5.6.2.1) (DNA topoisomerase I)	dna_topology_topoisomerase	DNA topology, gyrase, and topoisomerase	dna_topology_topoisomerase_boundary	NEW_SUBMODULE	DNA gyrase, topoisomerase I/IV, topoisomerase side candidates, and the YacG gyrase inhibitor; curate as DNA topology rather than generic DNA repair.	PRESENT	CURATED	PRESENT
lexA1	PP_2143	P0A153	LexA repressor 1 (EC 3.4.21.88)	sos_translesion_alkylation_repair	SOS, translesion synthesis, alkylation repair, and oxidized nucleotide sanitation	dna_damage_response_translesion_repair_boundary	NEW_SUBMODULE	LexA/SOS regulators, DinB/PolB/ImuB/DnaE2/Y-family error-prone polymerase context, MutT-like oxidized nucleotide sanitation, and Ogt alkylation repair.	PRESENT	CURATED	PRESENT
PP_2146	PP_2146	Q88KZ3	Helicase SNF2/RAD54 family	repair_helicase_recombination_core	DNA repair helicases, recombination, and double-strand break candidates	bacterial_homologous_recombination	REUSE_OR_EXTEND_EXISTING	Lhr/DinG/SNF2/Rep-family helicases, SbcCD, RadA, RecN, RdgC, HerA-like, and other repair/recombination candidates adjacent to existing homologous-recombination modules.	PRESENT	CURATED	PRESENT
PP_2270	PP_2270	Q88KM0	DNA primase/helicase protein	replication_accessory_polymerase	Replication accessory polymerase, primase, and restart factors	bacterial_dna_replication	REUSE_OR_EXTEND_EXISTING	Replication-associated accessory candidates not already in the KEGG ppu03030 batch: Pol III chi-like context, Hda reinitiation control, primase/helicase or polymerase candidates, RarA restart, and Rep helicase.	PRESENT	CURATED	PRESENT
PP_2273	PP_2273	Q88KL7	DNA-directed DNA polymerase (EC 2.7.7.7)	replication_accessory_polymerase	Replication accessory polymerase, primase, and restart factors	bacterial_dna_replication	REUSE_OR_EXTEND_EXISTING	Replication-associated accessory candidates not already in the KEGG ppu03030 batch: Pol III chi-like context, Hda reinitiation control, primase/helicase or polymerase candidates, RarA restart, and Rep helicase.	PRESENT	CURATED	PRESENT
PP_2276	PP_2276	Q88KL4	Phage exonuclease	nuclease_dnase_toxin_side_nodes	Nucleases, DNases, toxin nucleases, and broad phosphodiesterases	nuclease_dnase_boundary	NEW_SUBMODULE	DNase, HNH/VRR-NUC/SNase/YicC, phage exonuclease, pyocin nuclease, TatD, and YoeB-like nuclease contexts; likely mixed DNA, RNA, toxin, and mobile-element side functions.	PRESENT	CURATED	PRESENT
PP_2297	PP_2297	Q88KJ3	Integrative genetic element Ppu40, integrase	mobile_integrase_recombinase_transposase	Mobile-element integrases, recombinases, resolvases, and transposases	mobile_genetic_elements_boundary	REASSIGN_TO_MOBILE_ELEMENTS	Phage integrases, Tyr/Ser recombinases, resolvases, and transposases are mobile-element context, not core chromosomal DNA replication/repair pathway members.	PRESENT	CURATED	PRESENT
PP_2298	PP_2298	Q88KJ2	DNA repair ATPase	repair_helicase_recombination_core	DNA repair helicases, recombination, and double-strand break candidates	bacterial_homologous_recombination	REUSE_OR_EXTEND_EXISTING	Lhr/DinG/SNF2/Rep-family helicases, SbcCD, RadA, RecN, RdgC, HerA-like, and other repair/recombination candidates adjacent to existing homologous-recombination modules.	PRESENT	CURATED	PRESENT
tatD	PP_2311	Q88KH9	Mg-dependent cytoplasmic DNase / RNase (EC 3.1.21.-)	nuclease_dnase_toxin_side_nodes	Nucleases, DNases, toxin nucleases, and broad phosphodiesterases	nuclease_dnase_boundary	NEW_SUBMODULE	DNase, HNH/VRR-NUC/SNase/YicC, phage exonuclease, pyocin nuclease, TatD, and YoeB-like nuclease contexts; likely mixed DNA, RNA, toxin, and mobile-element side functions.	PRESENT	CURATED	PRESENT
polB	PP_2393	Q88K98	DNA polymerase (EC 2.7.7.7)	sos_translesion_alkylation_repair	SOS, translesion synthesis, alkylation repair, and oxidized nucleotide sanitation	dna_damage_response_translesion_repair_boundary	NEW_SUBMODULE	LexA/SOS regulators, DinB/PolB/ImuB/DnaE2/Y-family error-prone polymerase context, MutT-like oxidized nucleotide sanitation, and Ogt alkylation repair.	PRESENT	CURATED	PRESENT
endX	PP_2451	Q88K41	Extracellular DNA endonuclease (EC 3.1.21.1)	nuclease_dnase_toxin_side_nodes	Nucleases, DNases, toxin nucleases, and broad phosphodiesterases	nuclease_dnase_boundary	NEW_SUBMODULE	DNase, HNH/VRR-NUC/SNase/YicC, phage exonuclease, pyocin nuclease, TatD, and YoeB-like nuclease contexts; likely mixed DNA, RNA, toxin, and mobile-element side functions.	PRESENT	CURATED	PRESENT
ihfA	PP_2471	P0A126	Integration host factor subunit alpha (IHF-alpha)	architectural_rna_protein_spillovers	Architectural, RNA-helicase, chaperone, and protease spillovers	dna_bucket_architectural_rna_protein_spillover_boundary	NEW_SUBMODULE	IHF architectural proteins, CspD, DnaJ, HrpA/HrpB RNA helicases, and TldD enter through broad DNA or inhibitor keywords; retain these in a boundary module as regulation, RNA processing, protein folding, or protease context unless direct DNA-repair evidence is found.	PRESENT	CURATED	PRESENT
PP_2495	PP_2495	Q88JZ8	YqaJ viral recombinase domain-containing protein	mobile_integrase_recombinase_transposase	Mobile-element integrases, recombinases, resolvases, and transposases	mobile_genetic_elements_boundary	REASSIGN_TO_MOBILE_ELEMENTS	Phage integrases, Tyr/Ser recombinases, resolvases, and transposases are mobile-element context, not core chromosomal DNA replication/repair pathway members.	PRESENT	CURATED	PRESENT
PP_2501	PP_2501	Q88JZ2	Phage integrase	mobile_integrase_recombinase_transposase	Mobile-element integrases, recombinases, resolvases, and transposases	mobile_genetic_elements_boundary	REASSIGN_TO_MOBILE_ELEMENTS	Phage integrases, Tyr/Ser recombinases, resolvases, and transposases are mobile-element context, not core chromosomal DNA replication/repair pathway members.	PRESENT	CURATED	PRESENT
PP_2565	PP_2565	Q88JT2	DNA 3'-5' helicase (EC 5.6.2.4)	repair_helicase_recombination_core	DNA repair helicases, recombination, and double-strand break candidates	bacterial_homologous_recombination	REUSE_OR_EXTEND_EXISTING	Lhr/DinG/SNF2/Rep-family helicases, SbcCD, RadA, RecN, RdgC, HerA-like, and other repair/recombination candidates adjacent to existing homologous-recombination modules.	PRESENT	CURATED	PRESENT
PP_2838	PP_2838	Q88J11	phosphodiesterase I (EC 3.1.4.1)	nuclease_dnase_toxin_side_nodes	Nucleases, DNases, toxin nucleases, and broad phosphodiesterases	nuclease_dnase_boundary	NEW_SUBMODULE	DNase, HNH/VRR-NUC/SNase/YicC, phage exonuclease, pyocin nuclease, TatD, and YoeB-like nuclease contexts; likely mixed DNA, RNA, toxin, and mobile-element side functions.	PRESENT	CURATED	PRESENT
PP_2937	PP_2937	Q88IR2	Integrase	mobile_integrase_recombinase_transposase	Mobile-element integrases, recombinases, resolvases, and transposases	mobile_genetic_elements_boundary	REASSIGN_TO_MOBILE_ELEMENTS	Phage integrases, Tyr/Ser recombinases, resolvases, and transposases are mobile-element context, not core chromosomal DNA replication/repair pathway members.	PRESENT	CURATED	PRESENT
yoeB	PP_2939	Q88IR0	Putative mRNA interferase YoeB	nuclease_dnase_toxin_side_nodes	Nucleases, DNases, toxin nucleases, and broad phosphodiesterases	nuclease_dnase_boundary	NEW_SUBMODULE	DNase, HNH/VRR-NUC/SNase/YicC, phage exonuclease, pyocin nuclease, TatD, and YoeB-like nuclease contexts; likely mixed DNA, RNA, toxin, and mobile-element side functions.	PRESENT	CURATED	PRESENT
PP_2964	PP_2964	Q88IN5	Transposase	mobile_integrase_recombinase_transposase	Mobile-element integrases, recombinases, resolvases, and transposases	mobile_genetic_elements_boundary	REASSIGN_TO_MOBILE_ELEMENTS	Phage integrases, Tyr/Ser recombinases, resolvases, and transposases are mobile-element context, not core chromosomal DNA replication/repair pathway members.	PRESENT	CURATED	PRESENT
PP_2971	PP_2971	Q88IM8	Transposase	mobile_integrase_recombinase_transposase	Mobile-element integrases, recombinases, resolvases, and transposases	mobile_genetic_elements_boundary	REASSIGN_TO_MOBILE_ELEMENTS	Phage integrases, Tyr/Ser recombinases, resolvases, and transposases are mobile-element context, not core chromosomal DNA replication/repair pathway members.	PRESENT	CURATED	PRESENT
tnpS	PP_2981	Q88IL8	Cointegrate resolution protein S	mobile_integrase_recombinase_transposase	Mobile-element integrases, recombinases, resolvases, and transposases	mobile_genetic_elements_boundary	REASSIGN_TO_MOBILE_ELEMENTS	Phage integrases, Tyr/Ser recombinases, resolvases, and transposases are mobile-element context, not core chromosomal DNA replication/repair pathway members.	PRESENT	CURATED	PRESENT
ogt	PP_3017	Q88II2	Methylated-DNA--protein-cysteine methyltransferase (EC 2.1.1.63) (6-O-methylguanine-DNA methyltransferase) (MGMT) (O-6-methylguanine-DNA-alkyltransferase)	sos_translesion_alkylation_repair	SOS, translesion synthesis, alkylation repair, and oxidized nucleotide sanitation	dna_damage_response_translesion_repair_boundary	NEW_SUBMODULE	LexA/SOS regulators, DinB/PolB/ImuB/DnaE2/Y-family error-prone polymerase context, MutT-like oxidized nucleotide sanitation, and Ogt alkylation repair.	PRESENT	CURATED	PRESENT
PP_3026	PP_3026	Q88IH3	Phage recombinase	mobile_integrase_recombinase_transposase	Mobile-element integrases, recombinases, resolvases, and transposases	mobile_genetic_elements_boundary	REASSIGN_TO_MOBILE_ELEMENTS	Phage integrases, Tyr/Ser recombinases, resolvases, and transposases are mobile-element context, not core chromosomal DNA replication/repair pathway members.	PRESENT	CURATED	PRESENT
lexA2	PP_3116	P59479	LexA repressor 2 (EC 3.4.21.88)	sos_translesion_alkylation_repair	SOS, translesion synthesis, alkylation repair, and oxidized nucleotide sanitation	dna_damage_response_translesion_repair_boundary	NEW_SUBMODULE	LexA/SOS regulators, DinB/PolB/ImuB/DnaE2/Y-family error-prone polymerase context, MutT-like oxidized nucleotide sanitation, and Ogt alkylation repair.	PRESENT	CURATED	PRESENT
imuB	PP_3118	Q88I83	DNA linked enzyme involved in DNA repair	sos_translesion_alkylation_repair	SOS, translesion synthesis, alkylation repair, and oxidized nucleotide sanitation	dna_damage_response_translesion_repair_boundary	NEW_SUBMODULE	LexA/SOS regulators, DinB/PolB/ImuB/DnaE2/Y-family error-prone polymerase context, MutT-like oxidized nucleotide sanitation, and Ogt alkylation repair.	PRESENT	CURATED	PRESENT
dnaE2	PP_3119	Q88I82	Error-prone DNA polymerase (EC 2.7.7.7)	sos_translesion_alkylation_repair	SOS, translesion synthesis, alkylation repair, and oxidized nucleotide sanitation	dna_damage_response_translesion_repair_boundary	NEW_SUBMODULE	LexA/SOS regulators, DinB/PolB/ImuB/DnaE2/Y-family error-prone polymerase context, MutT-like oxidized nucleotide sanitation, and Ogt alkylation repair.	PRESENT	CURATED	PRESENT
PP_3181	PP_3181	Q88I21	Site-specific recombinase, phage integrase family	mobile_integrase_recombinase_transposase	Mobile-element integrases, recombinases, resolvases, and transposases	mobile_genetic_elements_boundary	REASSIGN_TO_MOBILE_ELEMENTS	Phage integrases, Tyr/Ser recombinases, resolvases, and transposases are mobile-element context, not core chromosomal DNA replication/repair pathway members.	PRESENT	CURATED	PRESENT
endA	PP_3375	Q88HI2	Endonuclease I	nuclease_dnase_toxin_side_nodes	Nucleases, DNases, toxin nucleases, and broad phosphodiesterases	nuclease_dnase_boundary	NEW_SUBMODULE	DNase, HNH/VRR-NUC/SNase/YicC, phage exonuclease, pyocin nuclease, TatD, and YoeB-like nuclease contexts; likely mixed DNA, RNA, toxin, and mobile-element side functions.	PRESENT	CURATED	PRESENT
PP_3678	PP_3678	Q88GP2	Tyr recombinase domain-containing protein	mobile_integrase_recombinase_transposase	Mobile-element integrases, recombinases, resolvases, and transposases	mobile_genetic_elements_boundary	REASSIGN_TO_MOBILE_ELEMENTS	Phage integrases, Tyr/Ser recombinases, resolvases, and transposases are mobile-element context, not core chromosomal DNA replication/repair pathway members.	PRESENT	CURATED	PRESENT
PP_3681	PP_3681	Q88GN9	DNA 3'-5' helicase (EC 5.6.2.4) (DNA 3'-5' helicase II)	repair_helicase_recombination_core	DNA repair helicases, recombination, and double-strand break candidates	bacterial_homologous_recombination	REUSE_OR_EXTEND_EXISTING	Lhr/DinG/SNF2/Rep-family helicases, SbcCD, RadA, RecN, RdgC, HerA-like, and other repair/recombination candidates adjacent to existing homologous-recombination modules.	PRESENT	CURATED	PRESENT
PP_3691	PP_3691	Q88GN0	DNA helicase-related protein	repair_helicase_recombination_core	DNA repair helicases, recombination, and double-strand break candidates	bacterial_homologous_recombination	REUSE_OR_EXTEND_EXISTING	Lhr/DinG/SNF2/Rep-family helicases, SbcCD, RadA, RecN, RdgC, HerA-like, and other repair/recombination candidates adjacent to existing homologous-recombination modules.	PRESENT	CURATED	PRESENT
PP_3791	PP_3791	Q88GD3	Site-specific recombinase, phage integrase family	mobile_integrase_recombinase_transposase	Mobile-element integrases, recombinases, resolvases, and transposases	mobile_genetic_elements_boundary	REASSIGN_TO_MOBILE_ELEMENTS	Phage integrases, Tyr/Ser recombinases, resolvases, and transposases are mobile-element context, not core chromosomal DNA replication/repair pathway members.	PRESENT	CURATED	PRESENT
PP_3831	PP_3831	Q88G94	DNA topoisomerase (EC 5.6.2.1)	dna_topology_topoisomerase	DNA topology, gyrase, and topoisomerase	dna_topology_topoisomerase_boundary	NEW_SUBMODULE	DNA gyrase, topoisomerase I/IV, topoisomerase side candidates, and the YacG gyrase inhibitor; curate as DNA topology rather than generic DNA repair.	PRESENT	CURATED	PRESENT
PP_3883	PP_3883	Q88G43	Putative HNH nuclease YajD	nuclease_dnase_toxin_side_nodes	Nucleases, DNases, toxin nucleases, and broad phosphodiesterases	nuclease_dnase_boundary	NEW_SUBMODULE	DNase, HNH/VRR-NUC/SNase/YicC, phage exonuclease, pyocin nuclease, TatD, and YoeB-like nuclease contexts; likely mixed DNA, RNA, toxin, and mobile-element side functions.	PRESENT	CURATED	PRESENT
PP_3889	PP_3889	Q88G37	Phage integrase	mobile_integrase_recombinase_transposase	Mobile-element integrases, recombinases, resolvases, and transposases	mobile_genetic_elements_boundary	REASSIGN_TO_MOBILE_ELEMENTS	Phage integrases, Tyr/Ser recombinases, resolvases, and transposases are mobile-element context, not core chromosomal DNA replication/repair pathway members.	PRESENT	CURATED	PRESENT
