suggested_review_name	ordered_locus	uniprot_accession	entry_name	primary_gene	all_gene_names	protein_name	reviewed	annotation_score	ec_numbers	go_ids	primary_bucket_id	primary_bucket_label	is_primary_for_pathway	membership_source	membership_pathway_id	membership_pathway_name	gene_dir	review_status	review_file	curation_status	openscientist_research_status	openscientist_research_file
pyrG	PP_1610	Q88MG1	PYRG_PSEPK	pyrG	pyrG PP_1610	CTP synthase (EC 6.3.4.2) (Cytidine 5'-triphosphate synthase) (Cytidine triphosphate synthetase) (CTP synthetase) (CTPS) (UTP--ammonia ligase)	reviewed	4.0	6.3.4.2	GO:0003883; GO:0004359; GO:0005524; GO:0005829; GO:0019856; GO:0042802; GO:0044210; GO:0046872; GO:0097268	kegg:ppu00240	Pyrimidine metabolism	true	KEGG	ppu00240	Pyrimidine metabolism	genes/PSEPK/pyrG	PRESENT	genes/PSEPK/pyrG/pyrG-ai-review.yaml	CURATED	MISSING
surE	PP_1620	Q88MF1	SURE_PSEPK	surE	surE PP_1620	5'-nucleotidase SurE (EC 3.1.3.5) (Nucleoside 5'-monophosphate phosphohydrolase)	reviewed	3.0	3.1.3.5	GO:0000166; GO:0004309; GO:0005737; GO:0008253; GO:0008254; GO:0046872	kegg:ppu00760	Nicotinate and nicotinamide metabolism	false	KEGG	ppu00240	Pyrimidine metabolism	genes/PSEPK/surE	MISSING		MISSING	MISSING
mazG	PP_1657	Q88MB7	Q88MB7_PSEPK	mazG	mazG PP_1657	Nucleoside triphosphate pyrophosphohydrolase (EC 3.6.1.8)	unreviewed	2.0	3.6.1.8	GO:0006203; GO:0006950; GO:0046047; GO:0046052; GO:0046061; GO:0046076; GO:0046081; GO:0047693	kegg:ppu00770	Pantothenate and CoA biosynthesis	false	KEGG	ppu00240	Pyrimidine metabolism	genes/PSEPK/mazG	PRESENT	genes/PSEPK/mazG/mazG-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/mazG/mazG-deep-research-openscientist.md
cmk	PP_1771	Q88M04	KCY_PSEPK	cmk	cmk PP_1771	Cytidylate kinase (CK) (EC 2.7.4.25) (Cytidine monophosphate kinase) (CMP kinase)	reviewed	3.0	2.7.4.25	GO:0005524; GO:0005829; GO:0006220; GO:0015949; GO:0036430; GO:0036431	kegg:ppu00240	Pyrimidine metabolism	true	KEGG	ppu00240	Pyrimidine metabolism	genes/PSEPK/cmk	MISSING		MISSING	MISSING
pyrF	PP_1815	Q88LW2	PYRF_PSEPK	pyrF	pyrF PP_1815	Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23) (OMP decarboxylase) (OMPDCase) (OMPdecase)	reviewed	3.0	4.1.1.23	GO:0004590; GO:0005829; GO:0006207; GO:0044205	kegg:ppu00240	Pyrimidine metabolism	true	KEGG	ppu00240	Pyrimidine metabolism	genes/PSEPK/pyrF	PRESENT	genes/PSEPK/pyrF/pyrF-ai-review.yaml	CURATED	MISSING
pyrD	PP_2095	Q88L40	PYRD_PSEPK	pyrD	pyrD PP_2095	Dihydroorotate dehydrogenase (quinone) (EC 1.3.5.2) (DHOdehase) (DHOD) (DHODase) (Dihydroorotate oxidase)	reviewed	3.0	1.3.5.2	GO:0005737; GO:0005886; GO:0006207; GO:0044205; GO:0106430	kegg:ppu00240	Pyrimidine metabolism	true	KEGG	ppu00240	Pyrimidine metabolism	genes/PSEPK/pyrD	PRESENT	genes/PSEPK/pyrD/pyrD-ai-review.yaml	CURATED	MISSING
PP_2531	PP_2531	Q88JW6	Q88JW6_PSEPK	PP_2531	PP_2531	5-nucleotidase	unreviewed	1.0		GO:0000166; GO:0000287; GO:0005737; GO:0008253; GO:0009117	kegg:ppu00760	Nicotinate and nicotinamide metabolism	false	KEGG	ppu00240	Pyrimidine metabolism	genes/PSEPK/PP_2531	MISSING		MISSING	MISSING
codA	PP_3189	Q88I13	Q88I13_PSEPK	codA	codA PP_3189	Cytosine deaminase / isoguanine deaminase (EC 3.5.4.-, EC 3.5.4.1)	unreviewed	1.0	3.5.4.-; 3.5.4.1	GO:0004131; GO:0006209; GO:0035888; GO:0046872	kegg:ppu00240	Pyrimidine metabolism	true	KEGG	ppu00240	Pyrimidine metabolism	genes/PSEPK/codA	MISSING		MISSING	MISSING
PP_3238	PP_3238	Q88HW5	Q88HW5_PSEPK	PP_3238	PP_3238	Transcriptional regulator PyrR	unreviewed	1.0			kegg:ppu00240	Pyrimidine metabolism	true	KEGG	ppu00240	Pyrimidine metabolism	genes/PSEPK/PP_3238	MISSING		MISSING	MISSING
PP_3662	PP_3662	Q88GQ6	Q88GQ6_PSEPK	PP_3662	PP_3662	AMP nucleosidase (EC 3.2.2.4) (AMP nucleosidase)	unreviewed	1.0	3.2.2.4	GO:0005829; GO:0008714	kegg:ppu00240	Pyrimidine metabolism	true	KEGG	ppu00240	Pyrimidine metabolism	genes/PSEPK/PP_3662	MISSING		MISSING	MISSING
hyuC	PP_4034	Q88FQ3	Q88FQ3_PSEPK	hyuC	hyuC PP_4034	N-carbamoyl-beta-alanine amidohydrolase/allantoine amidohydrolase 2 (EC 3.5.1.6, EC 3.5.3.9)	unreviewed	2.0	3.5.1.6; 3.5.3.9	GO:0003837; GO:0046872; GO:0047652	kegg:ppu00410	beta-Alanine metabolism	false	KEGG	ppu00240	Pyrimidine metabolism	genes/PSEPK/hyuC	PRESENT	genes/PSEPK/hyuC/hyuC-ai-review.yaml	CURATED	MISSING
pydB	PP_4036	A0A140FWK2	A0A140FWK2_PSEPK	pydB	pydB PP_4036	D-hydantoinase/dihydropyrimidinase (EC 3.5.2.2)	unreviewed	3.0	3.5.2.2	GO:0004157; GO:0005829; GO:0046872; GO:0055086; GO:0072527	kegg:ppu00410	beta-Alanine metabolism	false	KEGG	ppu00240	Pyrimidine metabolism	genes/PSEPK/pydB	PRESENT	genes/PSEPK/pydB/pydB-ai-review.yaml	CURATED	MISSING
pydX	PP_4037	Q88FQ1	Q88FQ1_PSEPK	pydX	pydX PP_4037	dihydrouracil dehydrogenase (NAD(+)) (EC 1.3.1.1) (Dihydrothymine dehydrogenase) (Dihydrouracil dehydrogenase)	unreviewed	2.0	1.3.1.1	GO:0004159; GO:0051536	kegg:ppu00410	beta-Alanine metabolism	false	KEGG	ppu00240	Pyrimidine metabolism	genes/PSEPK/pydX	PRESENT	genes/PSEPK/pydX/pydX-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/pydX/pydX-deep-research-openscientist.md
pydA	PP_4038	Q88FQ0	Q88FQ0_PSEPK	pydA	pydA PP_4038	dihydrouracil dehydrogenase (NAD(+)) (EC 1.3.1.1) (Dihydrothymine dehydrogenase) (Dihydrouracil dehydrogenase)	unreviewed	2.0	1.3.1.1	GO:0004159; GO:0005737; GO:0046872; GO:0051536	kegg:ppu00410	beta-Alanine metabolism	false	KEGG	ppu00240	Pyrimidine metabolism	genes/PSEPK/pydA	PRESENT	genes/PSEPK/pydA/pydA-ai-review.yaml	CURATED	MISSING
ppnP	PP_4248	Q88F51	PPNP_PSEPK	ppnP	ppnP PP_4248	Pyrimidine/purine nucleoside phosphorylase (EC 2.4.2.1) (EC 2.4.2.2) (Adenosine phosphorylase) (Cytidine phosphorylase) (Guanosine phosphorylase) (Inosine phosphorylase) (Thymidine phosphorylase) (Uridine phosphorylase) (Xanthosine phosphorylase)	reviewed	4.0	2.4.2.1; 2.4.2.2	GO:0004850; GO:0005829; GO:0009032; GO:0047975	kegg:ppu00240	Pyrimidine metabolism	true	KEGG	ppu00240	Pyrimidine metabolism	genes/PSEPK/ppnP	PRESENT	genes/PSEPK/ppnP/ppnP-ai-review.yaml	CURATED	MISSING
carB	PP_4723	Q88DU6	CARB_PSEPK	carB	carB PP_4723	Carbamoyl phosphate synthase large chain (EC 6.3.4.16) (EC 6.3.5.5) (Carbamoyl phosphate synthetase ammonia chain)	reviewed	4.0	6.3.4.16; 6.3.5.5	GO:0004087; GO:0004088; GO:0005524; GO:0005737; GO:0006526; GO:0006541; GO:0044205; GO:0046872	kegg:ppu00220	Arginine biosynthesis	false	KEGG	ppu00240	Pyrimidine metabolism	genes/PSEPK/carB	PRESENT	genes/PSEPK/carB/carB-ai-review.yaml	CURATED	MISSING
carA	PP_4724	Q88DU5	CARA_PSEPK	carA	carA PP_4724	Carbamoyl phosphate synthase small chain (EC 6.3.5.5) (Carbamoyl phosphate synthetase glutamine chain)	reviewed	4.0	6.3.5.5	GO:0004088; GO:0004359; GO:0005524; GO:0006207; GO:0006526; GO:0006541; GO:0044205	kegg:ppu00220	Arginine biosynthesis	false	KEGG	ppu00240	Pyrimidine metabolism	genes/PSEPK/carA	PRESENT	genes/PSEPK/carA/carA-ai-review.yaml	CURATED	MISSING
ydfG	PP_4862	Q88DG3	Q88DG3_PSEPK	ydfG	ydfG PP_4862	3-hydroxy acid dehydrogenase, NADP-dependent / malonic semialdehyde reductase (EC 1.1.1.276, EC 1.1.1.298)	unreviewed	1.0	1.1.1.276; 1.1.1.298	GO:0031132; GO:0035527	kegg:ppu00240	Pyrimidine metabolism	true	KEGG	ppu00240	Pyrimidine metabolism	genes/PSEPK/ydfG	MISSING		MISSING	MISSING
ygjP	PP_4958	Q88D69	Q88D69_PSEPK	ygjP	ygjP PP_4958	Metal-dependent hydrolase	unreviewed	1.0		GO:0016787	kegg:ppu00240	Pyrimidine metabolism	true	KEGG	ppu00240	Pyrimidine metabolism	genes/PSEPK/ygjP	MISSING		MISSING	MISSING
pyrR	PP_4997	Q88D31	Q88D31_PSEPK	pyrR	pyrR PP_4997	Pyrimidine operon regulatory protein/uracil phosphoribosyltransferase (EC 2.4.2.9)	unreviewed	1.0	2.4.2.9	GO:0004845	kegg:ppu00240	Pyrimidine metabolism	true	KEGG	ppu00240	Pyrimidine metabolism	genes/PSEPK/pyrR	MISSING		MISSING	MISSING
pyrB	PP_4998	Q88D30	PYRB_PSEPK	pyrB	pyrB PP_4998	Aspartate carbamoyltransferase catalytic subunit (EC 2.1.3.2) (Aspartate transcarbamylase) (ATCase)	reviewed	3.0	2.1.3.2	GO:0004070; GO:0005829; GO:0006207; GO:0006520; GO:0016597; GO:0044205	kegg:ppu00240	Pyrimidine metabolism	true	KEGG	ppu00240	Pyrimidine metabolism	genes/PSEPK/pyrB	PRESENT	genes/PSEPK/pyrB/pyrB-ai-review.yaml	CURATED	MISSING
pyrC'	PP_4999	Q88D29	Q88D29_PSEPK	pyrC'	pyrC' PP_4999	Dihydroorotase-like protein (EC 3.5.2.3)	unreviewed	1.0	3.5.2.3	GO:0004038; GO:0004151; GO:0005737; GO:0006145; GO:0006221; GO:0046872	kegg:ppu00240	Pyrimidine metabolism	true	KEGG	ppu00240	Pyrimidine metabolism	genes/PSEPK/pyrC'	PRESENT	genes/PSEPK/pyrC'/pyrC'-ai-review.yaml	CURATED	MISSING
thyA	PP_5141	Q88CN9	TYSY_PSEPK	thyA	thyA PP_5141	Thymidylate synthase (TS) (TSase) (EC 2.1.1.45)	reviewed	3.0	2.1.1.45	GO:0004799; GO:0005829; GO:0006231; GO:0006235; GO:0032259	kegg:ppu04981	Folate transport and metabolism	false	KEGG	ppu00240	Pyrimidine metabolism	genes/PSEPK/thyA	MISSING		MISSING	MISSING
dut	PP_5286	Q88C95	DUT_PSEPK	dut	dut PP_5286	Deoxyuridine 5'-triphosphate nucleotidohydrolase (dUTPase) (EC 3.6.1.23) (dUTP pyrophosphatase)	reviewed	2.0	3.6.1.23	GO:0000287; GO:0004170; GO:0006226; GO:0046081	kegg:ppu00240	Pyrimidine metabolism	true	KEGG	ppu00240	Pyrimidine metabolism	genes/PSEPK/dut	MISSING		MISSING	MISSING
pyrE	PP_5291	Q88C92	PYRE_PSEPK	pyrE	pyrE PP_5291	Orotate phosphoribosyltransferase (OPRT) (OPRTase) (EC 2.4.2.10)	reviewed	3.0	2.4.2.10	GO:0000287; GO:0004588; GO:0005737; GO:0006207; GO:0044205; GO:0046132	kegg:ppu00240	Pyrimidine metabolism	true	KEGG	ppu00240	Pyrimidine metabolism	genes/PSEPK/pyrE	PRESENT	genes/PSEPK/pyrE/pyrE-ai-review.yaml	CURATED	MISSING
