gene	ordered_locus	uniprot_accession	protein_name	ec_numbers	go_ids	interpro_ids	pfam_ids	panther_ids	keywords	partition_bucket	partition_label	proposed_module	recommended_action	bucket_status	notes	review_status	curation_status	asta_research_status
PP_1538	PP_1538	Q88MN3	Phage-related protein						Reference proteome	low_information_prophage_proteins	Low-information prophage and phage proteins	mobile_genetic_elements_low_information_boundary	DEFER_LOW_EVIDENCE	COMPLETE	Generic prophage/phage proteins with limited or absent GO/domain signal. Do not promote core functions from names alone.	PRESENT	CURATED	PRESENT
PP_1546	PP_1546	Q88MM5	Phage protein						Reference proteome	low_information_prophage_proteins	Low-information prophage and phage proteins	mobile_genetic_elements_low_information_boundary	DEFER_LOW_EVIDENCE	COMPLETE	Generic prophage/phage proteins with limited or absent GO/domain signal. Do not promote core functions from names alone.	PRESENT	CURATED	PRESENT
PP_1551	PP_1551	Q88MM0	Phage replication protein O		GO:0006260	IPR006497;IPR036388;	PF04492;		Reference proteome	phage_dna_replication_processing	Phage DNA replication and processing proteins	phage_dna_replication_processing_boundary	NEW_SUBMODULE	COMPLETE	Phage replication proteins, phage SSB, phage endodeoxyribonuclease, and DNA-circulation context.	PRESENT	CURATED	PRESENT
PP_1552	PP_1552	Q88ML9	Phage replication protein		GO:0005524; GO:0006260	IPR003593;IPR002611;IPR027417;	PF01695;	PTHR30050:SF4;PTHR30050;	Reference proteome	phage_dna_replication_processing	Phage DNA replication and processing proteins	phage_dna_replication_processing_boundary	NEW_SUBMODULE	COMPLETE	Phage replication proteins, phage SSB, phage endodeoxyribonuclease, and DNA-circulation context.	PRESENT	CURATED	PRESENT
PP_1557	PP_1557	Q88ML4	Prophage PssSM-03						Reference proteome	low_information_prophage_proteins	Low-information prophage and phage proteins	mobile_genetic_elements_low_information_boundary	DEFER_LOW_EVIDENCE	COMPLETE	Generic prophage/phage proteins with limited or absent GO/domain signal. Do not promote core functions from names alone.	PRESENT	CURATED	PRESENT
PP_1561	PP_1561	Q88ML0	Phage holin		GO:0003676; GO:0004519; GO:0008270	IPR002711;IPR003615;	PF01844;		Reference proteome	phage_lysis_host_interaction	Phage lysis, holin, and host-interaction proteins	phage_lysis_host_interaction_boundary	NEW_SUBMODULE	COMPLETE	Holin and host-interaction/infection proteins with sparse annotation.	PRESENT	CURATED	PRESENT
PP_1562	PP_1562	Q88MK9	Phage terminase, small subunit						Reference proteome	prophage_structural_packaging	Prophage structural, head-tail, portal, terminase, and packaging proteins	prophage_structural_packaging_boundary	NEW_SUBMODULE	COMPLETE	Prophage structural and packaging proteins: head/tail/capsid/portal/terminase/sheath/tube/fiber entries. Likely a structural boundary module rather than metabolic pathway curation.	PRESENT	CURATED	PRESENT
PP_1563	PP_1563	Q88MK8	Phage terminase, large subunit		GO:0004519	IPR027417;IPR046461;IPR046462;IPR005021;	PF03354;PF20441;	PTHR41287;PTHR41287:SF1;	Reference proteome	prophage_structural_packaging	Prophage structural, head-tail, portal, terminase, and packaging proteins	prophage_structural_packaging_boundary	NEW_SUBMODULE	COMPLETE	Prophage structural and packaging proteins: head/tail/capsid/portal/terminase/sheath/tube/fiber entries. Likely a structural boundary module rather than metabolic pathway curation.	PRESENT	CURATED	PRESENT
PP_1565	PP_1565	Q88MK6	Phage portal protein, HK97 family			IPR006944;IPR006427;	PF04860;		Reference proteome	prophage_structural_packaging	Prophage structural, head-tail, portal, terminase, and packaging proteins	prophage_structural_packaging_boundary	NEW_SUBMODULE	COMPLETE	Prophage structural and packaging proteins: head/tail/capsid/portal/terminase/sheath/tube/fiber entries. Likely a structural boundary module rather than metabolic pathway curation.	PRESENT	CURATED	PRESENT
PP_1569	PP_1569	Q88MK2	Phage gp6-like head-tail connector protein			IPR006450;			Reference proteome	prophage_structural_packaging	Prophage structural, head-tail, portal, terminase, and packaging proteins	prophage_structural_packaging_boundary	NEW_SUBMODULE	COMPLETE	Prophage structural and packaging proteins: head/tail/capsid/portal/terminase/sheath/tube/fiber entries. Likely a structural boundary module rather than metabolic pathway curation.	PRESENT	CURATED	PRESENT
PP_1571	PP_1571	Q88MK0	HK97 gp10 family phage protein			IPR010064;	PF04883;		Reference proteome	low_information_prophage_proteins	Low-information prophage and phage proteins	mobile_genetic_elements_low_information_boundary	DEFER_LOW_EVIDENCE	COMPLETE	Generic prophage/phage proteins with limited or absent GO/domain signal. Do not promote core functions from names alone.	PRESENT	CURATED	PRESENT
PP_1574	PP_1574	Q88MJ7	Phage tail protein			IPR024410;	PF16459;		Reference proteome	prophage_structural_packaging	Prophage structural, head-tail, portal, terminase, and packaging proteins	prophage_structural_packaging_boundary	NEW_SUBMODULE	COMPLETE	Prophage structural and packaging proteins: head/tail/capsid/portal/terminase/sheath/tube/fiber entries. Likely a structural boundary module rather than metabolic pathway curation.	PRESENT	CURATED	PRESENT
PP_1577	PP_1577	Q88MJ4	Phage tail tape meausure protein, lambda family			IPR006431;	PF09718;		Coiled coil;Reference proteome	prophage_structural_packaging	Prophage structural, head-tail, portal, terminase, and packaging proteins	prophage_structural_packaging_boundary	NEW_SUBMODULE	COMPLETE	Prophage structural and packaging proteins: head/tail/capsid/portal/terminase/sheath/tube/fiber entries. Likely a structural boundary module rather than metabolic pathway curation.	PRESENT	CURATED	PRESENT
PP_1931	PP_1931	Q88LK0	IS1182 family transposase		GO:0003677; GO:0004803; GO:0006313	IPR047629;IPR002559;IPR008490;	PF01609;PF05598;	PTHR33408;PTHR33408:SF2;	Coiled coil;Reference proteome	transposase_goa_supported	GOA-supported transposases and insertion-sequence integration proteins	mobile_genetic_elements_boundary	REUSE_OR_EXTEND_EXISTING	COMPLETE	Transposase or transposase-subunit records with fetched GOA support for transposase activity, DNA transposition, DNA integration, or nucleic-acid binding. This is the highest-confidence first curation target.	PRESENT	CURATED	PRESENT
PP_1963	PP_1963	Q88LG9	Integrase						Reference proteome	integrase_mobile_element_context	Integrase mobile-element context	mobile_genetic_elements_boundary	REUSE_OR_EXTEND_EXISTING	COMPLETE	Integrase-name records in the primary mobile-element bucket. Curate as mobile-element integration/recombination unless direct chromosomal repair evidence exists.	PRESENT	CURATED	PRESENT
PP_2267	PP_2267	Q88KM3	Phage single-stranded DNA-binding protein		GO:0003677	IPR012340;IPR049476;IPR016411;	PF21265;		DNA-binding;Reference proteome	phage_dna_replication_processing	Phage DNA replication and processing proteins	phage_dna_replication_processing_boundary	NEW_SUBMODULE	COMPLETE	Phage replication proteins, phage SSB, phage endodeoxyribonuclease, and DNA-circulation context.	PRESENT	CURATED	PRESENT
PP_2268	PP_2268	Q88KM2	Phage endodeoxyribonuclease I		GO:0008833; GO:0015074; GO:0016032	IPR008029;IPR011335;	PF05367;		Reference proteome	phage_dna_replication_processing	Phage DNA replication and processing proteins	phage_dna_replication_processing_boundary	NEW_SUBMODULE	COMPLETE	Phage replication proteins, phage SSB, phage endodeoxyribonuclease, and DNA-circulation context.	PRESENT	CURATED	PRESENT
PP_2285	PP_2285	Q88KK5	Phage protein		GO:0039678	IPR038996;	PF24072;		Reference proteome;Signal	low_information_prophage_proteins	Low-information prophage and phage proteins	mobile_genetic_elements_low_information_boundary	DEFER_LOW_EVIDENCE	COMPLETE	Generic prophage/phage proteins with limited or absent GO/domain signal. Do not promote core functions from names alone.	PRESENT	CURATED	PRESENT
PP_2287	PP_2287	Q88KK3	Phage internal core protein			IPR023346;IPR008258;	PF01464;	PTHR37423:SF2;PTHR37423;	Reference proteome	prophage_structural_packaging	Prophage structural, head-tail, portal, terminase, and packaging proteins	prophage_structural_packaging_boundary	NEW_SUBMODULE	COMPLETE	Prophage structural and packaging proteins: head/tail/capsid/portal/terminase/sheath/tube/fiber entries. Likely a structural boundary module rather than metabolic pathway curation.	PRESENT	CURATED	PRESENT
PP_2288	PP_2288	Q88KK2	Phage tail fiber protein			IPR005604;	PF03906;		Reference proteome	prophage_structural_packaging	Prophage structural, head-tail, portal, terminase, and packaging proteins	prophage_structural_packaging_boundary	NEW_SUBMODULE	COMPLETE	Prophage structural and packaging proteins: head/tail/capsid/portal/terminase/sheath/tube/fiber entries. Likely a structural boundary module rather than metabolic pathway curation.	PRESENT	CURATED	PRESENT
PP_2500	PP_2500	Q88JZ3	Plasmid stabilization protein			IPR007712;IPR035093;IPR051803;	PF05016;	PTHR33755:SF7;PTHR33755;	Reference proteome;Toxin-antitoxin system	phage_regulatory_toxin_antitoxin	Phage regulators, repressors, and toxin-antitoxin context	phage_regulation_toxin_antitoxin_boundary	NEW_SUBMODULE	COMPLETE	XRE/Cro-like repressors and plasmid-stabilization/toxin-antitoxin context. Keep phage regulatory DNA binding separate from bacterial metabolic regulation.	PRESENT	CURATED	PRESENT
PP_2570	PP_2570	Q877T6	Transposase		GO:0003677; GO:0004803; GO:0006313	IPR002525;IPR047650;IPR003346;	PF01548;PF02371;	PTHR33055:SF13;PTHR33055;	Reference proteome	transposase_goa_supported	GOA-supported transposases and insertion-sequence integration proteins	mobile_genetic_elements_boundary	REUSE_OR_EXTEND_EXISTING	COMPLETE	Transposase or transposase-subunit records with fetched GOA support for transposase activity, DNA transposition, DNA integration, or nucleic-acid binding. This is the highest-confidence first curation target.	PRESENT	CURATED	PRESENT
PP_2825	PP_2825	Q88J24	Integrase		GO:0003677; GO:0015074	IPR011010;IPR010998;IPR053876;IPR050808;	PF22022;	PTHR30629;PTHR30629:SF2;	DNA integration;DNA-binding;Reference proteome	integrase_mobile_element_context	Integrase mobile-element context	mobile_genetic_elements_boundary	REUSE_OR_EXTEND_EXISTING	COMPLETE	Integrase-name records in the primary mobile-element bucket. Curate as mobile-element integration/recombination unless direct chromosomal repair evidence exists.	PRESENT	CURATED	PRESENT
PP_2976	PP_2976	Q88IM3	Transposase		GO:0003677; GO:0004803; GO:0006313	IPR009057;IPR002514;IPR036388;	PF01527;		Coiled coil;Reference proteome	transposase_goa_supported	GOA-supported transposases and insertion-sequence integration proteins	mobile_genetic_elements_boundary	REUSE_OR_EXTEND_EXISTING	COMPLETE	Transposase or transposase-subunit records with fetched GOA support for transposase activity, DNA transposition, DNA integration, or nucleic-acid binding. This is the highest-confidence first curation target.	PRESENT	CURATED	PRESENT
tnpB	PP_2977	Q88IM2	Tn4652, transposase subunit B		GO:0003676; GO:0015074	IPR025948;IPR001584;IPR012337;IPR036397;IPR048020;IPR050900;	PF13276;PF00665;PF13333;	PTHR46889:SF5;PTHR46889;	Reference proteome	transposase_goa_supported	GOA-supported transposases and insertion-sequence integration proteins	mobile_genetic_elements_boundary	REUSE_OR_EXTEND_EXISTING	COMPLETE	Transposase or transposase-subunit records with fetched GOA support for transposase activity, DNA transposition, DNA integration, or nucleic-acid binding. This is the highest-confidence first curation target.	PRESENT	CURATED	PRESENT
PP_3044	PP_3044	Q88IF5	Phage portal protein, lambda family		GO:0005198; GO:0019068	IPR006429;	PF05136;		Reference proteome	prophage_structural_packaging	Prophage structural, head-tail, portal, terminase, and packaging proteins	prophage_structural_packaging_boundary	NEW_SUBMODULE	COMPLETE	Prophage structural and packaging proteins: head/tail/capsid/portal/terminase/sheath/tube/fiber entries. Likely a structural boundary module rather than metabolic pathway curation.	PRESENT	CURATED	PRESENT
PP_3049	PP_3049	Q88IF0	Phage-like protein						Reference proteome	low_information_prophage_proteins	Low-information prophage and phage proteins	mobile_genetic_elements_low_information_boundary	DEFER_LOW_EVIDENCE	COMPLETE	Generic prophage/phage proteins with limited or absent GO/domain signal. Do not promote core functions from names alone.	PRESENT	CURATED	PRESENT
PP_3058	PP_3058	Q88IE1	Phage tail protein						Reference proteome	prophage_structural_packaging	Prophage structural, head-tail, portal, terminase, and packaging proteins	prophage_structural_packaging_boundary	NEW_SUBMODULE	COMPLETE	Prophage structural and packaging proteins: head/tail/capsid/portal/terminase/sheath/tube/fiber entries. Likely a structural boundary module rather than metabolic pathway curation.	PRESENT	CURATED	PRESENT
PP_3061	PP_3061	Q88ID8	Phage tail assembly protein			IPR019289;	PF10109;		Reference proteome	prophage_structural_packaging	Prophage structural, head-tail, portal, terminase, and packaging proteins	prophage_structural_packaging_boundary	NEW_SUBMODULE	COMPLETE	Prophage structural and packaging proteins: head/tail/capsid/portal/terminase/sheath/tube/fiber entries. Likely a structural boundary module rather than metabolic pathway curation.	PRESENT	CURATED	PRESENT
PP_3064	PP_3064	Q88ID5	Phage tail protein			IPR008861;	PF05489;		Reference proteome	prophage_structural_packaging	Prophage structural, head-tail, portal, terminase, and packaging proteins	prophage_structural_packaging_boundary	NEW_SUBMODULE	COMPLETE	Prophage structural and packaging proteins: head/tail/capsid/portal/terminase/sheath/tube/fiber entries. Likely a structural boundary module rather than metabolic pathway curation.	PRESENT	CURATED	PRESENT
PP_3113	PP_3113	Q88I86	Transposase			IPR008878;	PF05717;	PTHR36455;PTHR36455:SF1;	Reference proteome	transposase_domain_or_fragment	Domain-only or fragmentary transposase candidates	mobile_genetic_elements_boundary	DEFER_LOW_EVIDENCE	COMPLETE	Transposase-name records with no fetched GOA rows or only very broad binding rows. Treat short fragments and domain-only entries cautiously.	PRESENT	CURATED	PRESENT
PP_3114	PP_3114	Q877K0	Transposase			IPR039552;IPR052344;IPR004291;IPR024463;IPR024474;	PF03050;PF13817;PF13007;PF13005;	PTHR33678;PTHR33678:SF1;	Reference proteome	transposase_domain_or_fragment	Domain-only or fragmentary transposase candidates	mobile_genetic_elements_boundary	DEFER_LOW_EVIDENCE	COMPLETE	Transposase-name records with no fetched GOA rows or only very broad binding rows. Treat short fragments and domain-only entries cautiously.	PRESENT	CURATED	PRESENT
PP_3115	PP_3115	Q88I85	Transposase			IPR045489;	PF20008;		Reference proteome	transposase_domain_or_fragment	Domain-only or fragmentary transposase candidates	mobile_genetic_elements_boundary	DEFER_LOW_EVIDENCE	COMPLETE	Transposase-name records with no fetched GOA rows or only very broad binding rows. Treat short fragments and domain-only entries cautiously.	PRESENT	CURATED	PRESENT
PP_3498	PP_3498	Q88H63	Transposase		GO:0003677; GO:0004803; GO:0006313	IPR002525;IPR047650;IPR003346;	PF01548;PF02371;	PTHR33055:SF3;PTHR33055;	Reference proteome	transposase_goa_supported	GOA-supported transposases and insertion-sequence integration proteins	mobile_genetic_elements_boundary	REUSE_OR_EXTEND_EXISTING	COMPLETE	Transposase or transposase-subunit records with fetched GOA support for transposase activity, DNA transposition, DNA integration, or nucleic-acid binding. This is the highest-confidence first curation target.	PRESENT	CURATED	PRESENT
PP_3499	PP_3499	Q877N9	Transposase		GO:0003677; GO:0004803; GO:0006313	IPR009057;IPR002514;	PF01527;		Reference proteome	transposase_goa_supported	GOA-supported transposases and insertion-sequence integration proteins	mobile_genetic_elements_boundary	REUSE_OR_EXTEND_EXISTING	COMPLETE	Transposase or transposase-subunit records with fetched GOA support for transposase activity, DNA transposition, DNA integration, or nucleic-acid binding. This is the highest-confidence first curation target.	PRESENT	CURATED	PRESENT
PP_3500	PP_3500	Q877M6	Transposase			IPR008878;	PF05717;	PTHR36455;PTHR36455:SF1;	Reference proteome	transposase_domain_or_fragment	Domain-only or fragmentary transposase candidates	mobile_genetic_elements_boundary	DEFER_LOW_EVIDENCE	COMPLETE	Transposase-name records with no fetched GOA rows or only very broad binding rows. Treat short fragments and domain-only entries cautiously.	PRESENT	CURATED	PRESENT
PP_3501	PP_3501	Q877J9	Transposase			IPR039552;IPR052344;IPR004291;IPR024463;IPR024474;	PF03050;PF13817;PF13007;PF13005;	PTHR33678;PTHR33678:SF1;	Reference proteome	transposase_domain_or_fragment	Domain-only or fragmentary transposase candidates	mobile_genetic_elements_boundary	DEFER_LOW_EVIDENCE	COMPLETE	Transposase-name records with no fetched GOA rows or only very broad binding rows. Treat short fragments and domain-only entries cautiously.	PRESENT	CURATED	PRESENT
PP_3677	PP_3677	Q88GP3	Integrase						Reference proteome	integrase_mobile_element_context	Integrase mobile-element context	mobile_genetic_elements_boundary	REUSE_OR_EXTEND_EXISTING	COMPLETE	Integrase-name records in the primary mobile-element bucket. Curate as mobile-element integration/recombination unless direct chromosomal repair evidence exists.	PRESENT	CURATED	PRESENT
PP_3860	PP_3860	Q88G65	Phage FluMu protein gp47			IPR006949;IPR058530;IPR058531;IPR052399;	PF04865;PF26079;PF26078;	PTHR37829;PTHR37829:SF3;	Reference proteome	low_information_prophage_proteins	Low-information prophage and phage proteins	mobile_genetic_elements_low_information_boundary	DEFER_LOW_EVIDENCE	COMPLETE	Generic prophage/phage proteins with limited or absent GO/domain signal. Do not promote core functions from names alone.	PRESENT	CURATED	PRESENT
PP_3861	PP_3861	Q88G64	Phage FluMu protein gp46			IPR010877;	PF07409;		Reference proteome	low_information_prophage_proteins	Low-information prophage and phage proteins	mobile_genetic_elements_low_information_boundary	DEFER_LOW_EVIDENCE	COMPLETE	Generic prophage/phage proteins with limited or absent GO/domain signal. Do not promote core functions from names alone.	PRESENT	CURATED	PRESENT
PP_3862	PP_3862	Q88G63	Phage assembly protein			IPR013046;IPR014462;IPR053861;	PF06890;		Reference proteome	prophage_structural_packaging	Prophage structural, head-tail, portal, terminase, and packaging proteins	prophage_structural_packaging_boundary	NEW_SUBMODULE	COMPLETE	Prophage structural and packaging proteins: head/tail/capsid/portal/terminase/sheath/tube/fiber entries. Likely a structural boundary module rather than metabolic pathway curation.	PRESENT	CURATED	PRESENT
PP_3863	PP_3863	Q88G62	Phage tail protein			IPR023399;IPR026276;IPR053981;IPR053982;IPR049354;	PF22255;PF21683;PF21929;		Reference proteome	prophage_structural_packaging	Prophage structural, head-tail, portal, terminase, and packaging proteins	prophage_structural_packaging_boundary	NEW_SUBMODULE	COMPLETE	Prophage structural and packaging proteins: head/tail/capsid/portal/terminase/sheath/tube/fiber entries. Likely a structural boundary module rather than metabolic pathway curation.	PRESENT	CURATED	PRESENT
PP_3864	PP_3864	Q88G61	Phage FluMu DNA circulation protein			IPR009826;	PF07157;		Reference proteome	phage_dna_replication_processing	Phage DNA replication and processing proteins	phage_dna_replication_processing_boundary	NEW_SUBMODULE	COMPLETE	Phage replication proteins, phage SSB, phage endodeoxyribonuclease, and DNA-circulation context.	PRESENT	CURATED	PRESENT
PP_3867	PP_3867	Q88G58	Phage tail tube protein			IPR019596;	PF10618;		Reference proteome	prophage_structural_packaging	Prophage structural, head-tail, portal, terminase, and packaging proteins	prophage_structural_packaging_boundary	NEW_SUBMODULE	COMPLETE	Prophage structural and packaging proteins: head/tail/capsid/portal/terminase/sheath/tube/fiber entries. Likely a structural boundary module rather than metabolic pathway curation.	PRESENT	CURATED	PRESENT
PP_3869	PP_3869	Q88G57	Phage sheath protein			IPR035089;IPR007067;IPR020287;	PF04984;PF17482;		Reference proteome	prophage_structural_packaging	Prophage structural, head-tail, portal, terminase, and packaging proteins	prophage_structural_packaging_boundary	NEW_SUBMODULE	COMPLETE	Prophage structural and packaging proteins: head/tail/capsid/portal/terminase/sheath/tube/fiber entries. Likely a structural boundary module rather than metabolic pathway curation.	PRESENT	CURATED	PRESENT
PP_3870	PP_3870	Q88G56	Phage FluMu protein gp38			IPR024400;	PF10948;		Reference proteome	low_information_prophage_proteins	Low-information prophage and phage proteins	mobile_genetic_elements_low_information_boundary	DEFER_LOW_EVIDENCE	COMPLETE	Generic prophage/phage proteins with limited or absent GO/domain signal. Do not promote core functions from names alone.	PRESENT	CURATED	PRESENT
PP_3871	PP_3871	Q88G55	Phage protein			IPR056912;	PF23840;		Reference proteome	low_information_prophage_proteins	Low-information prophage and phage proteins	mobile_genetic_elements_low_information_boundary	DEFER_LOW_EVIDENCE	COMPLETE	Generic prophage/phage proteins with limited or absent GO/domain signal. Do not promote core functions from names alone.	PRESENT	CURATED	PRESENT
PP_3873	PP_3873	Q88G53	HK97 gp10 family phage protein						Reference proteome	low_information_prophage_proteins	Low-information prophage and phage proteins	mobile_genetic_elements_low_information_boundary	DEFER_LOW_EVIDENCE	COMPLETE	Generic prophage/phage proteins with limited or absent GO/domain signal. Do not promote core functions from names alone.	PRESENT	CURATED	PRESENT
PP_3877	PP_3877	Q88G49	Phage capsid-like C-terminal domain-containing protein			IPR024455;IPR054612;	PF05065;		Reference proteome	prophage_structural_packaging	Prophage structural, head-tail, portal, terminase, and packaging proteins	prophage_structural_packaging_boundary	NEW_SUBMODULE	COMPLETE	Prophage structural and packaging proteins: head/tail/capsid/portal/terminase/sheath/tube/fiber entries. Likely a structural boundary module rather than metabolic pathway curation.	PRESENT	CURATED	PRESENT
PP_3879	PP_3879	Q88G47	Phage portal protein, HK97 family			IPR006944;IPR006427;	PF04860;		Reference proteome	prophage_structural_packaging	Prophage structural, head-tail, portal, terminase, and packaging proteins	prophage_structural_packaging_boundary	NEW_SUBMODULE	COMPLETE	Prophage structural and packaging proteins: head/tail/capsid/portal/terminase/sheath/tube/fiber entries. Likely a structural boundary module rather than metabolic pathway curation.	PRESENT	CURATED	PRESENT
PP_3881	PP_3881	Q88G45	Phage terminase, large subunit		GO:0004519	IPR027417;IPR046461;IPR046462;IPR005021;	PF03354;PF20441;	PTHR41287;PTHR41287:SF1;	Reference proteome	prophage_structural_packaging	Prophage structural, head-tail, portal, terminase, and packaging proteins	prophage_structural_packaging_boundary	NEW_SUBMODULE	COMPLETE	Prophage structural and packaging proteins: head/tail/capsid/portal/terminase/sheath/tube/fiber entries. Likely a structural boundary module rather than metabolic pathway curation.	PRESENT	CURATED	PRESENT
PP_3882	PP_3882	Q88G44	Phage terminase, small subunit			IPR006448;	PF05119;		Reference proteome	prophage_structural_packaging	Prophage structural, head-tail, portal, terminase, and packaging proteins	prophage_structural_packaging_boundary	NEW_SUBMODULE	COMPLETE	Prophage structural and packaging proteins: head/tail/capsid/portal/terminase/sheath/tube/fiber entries. Likely a structural boundary module rather than metabolic pathway curation.	PRESENT	CURATED	PRESENT
PP_3888	PP_3888	Q88G38	Prophage PssSM-03			IPR036410;			Reference proteome	low_information_prophage_proteins	Low-information prophage and phage proteins	mobile_genetic_elements_low_information_boundary	DEFER_LOW_EVIDENCE	COMPLETE	Generic prophage/phage proteins with limited or absent GO/domain signal. Do not promote core functions from names alone.	PRESENT	CURATED	PRESENT
PP_3894	PP_3894	Q88G32	Phage replication protein O		GO:0006260	IPR006497;IPR036388;	PF04492;		Reference proteome	phage_dna_replication_processing	Phage DNA replication and processing proteins	phage_dna_replication_processing_boundary	NEW_SUBMODULE	COMPLETE	Phage replication proteins, phage SSB, phage endodeoxyribonuclease, and DNA-circulation context.	PRESENT	CURATED	PRESENT
PP_3906	PP_3906	Q88G20	Phage protein						Reference proteome	low_information_prophage_proteins	Low-information prophage and phage proteins	mobile_genetic_elements_low_information_boundary	DEFER_LOW_EVIDENCE	COMPLETE	Generic prophage/phage proteins with limited or absent GO/domain signal. Do not promote core functions from names alone.	PRESENT	CURATED	PRESENT
