suggested_review_name	ordered_locus	uniprot_accession	entry_name	primary_gene	all_gene_names	protein_name	reviewed	annotation_score	ec_numbers	go_ids	primary_bucket_id	primary_bucket_label	is_primary_for_pathway	membership_source	membership_pathway_id	membership_pathway_name	gene_dir	review_status	review_file	curation_status	openscientist_research_status	openscientist_research_file
metH	PP_2375	Q88KB5	Q88KB5_PSEPK	metH	metH PP_2375	Methionine synthase (EC 2.1.1.13) (5-methyltetrahydrofolate--homocysteine methyltransferase)	unreviewed	3.0	2.1.1.13	GO:0005829; GO:0008270; GO:0008705; GO:0031419; GO:0032259; GO:0046653; GO:0050667	kegg:ppu04980	Cobalamin transport and metabolism	false	KEGG	ppu00270	Cysteine and methionine metabolism	genes/PSEPK/metH	PRESENT	genes/PSEPK/metH/metH-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/metH/metH-deep-research-openscientist.md
PP_2528	PP_2528	Q88JW9	Q88JW9_PSEPK	PP_2528	PP_2528	O-acetylhomoserine (Thiol)-lyase (EC 2.5.1.49)	unreviewed	2.0	2.5.1.49	GO:0003961; GO:0004124; GO:0005737; GO:0006535; GO:0019346; GO:0030170; GO:0071269	kegg:ppu00270	Cysteine and methionine metabolism	true	KEGG	ppu00270	Cysteine and methionine metabolism	genes/PSEPK/PP_2528	PRESENT	genes/PSEPK/PP_2528/PP_2528-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/PP_2528/PP_2528-deep-research-openscientist.md
PP_2533	PP_2533	Q88JW4	Q88JW4_PSEPK	PP_2533	PP_2533	D-isomer specific 2-hydroxyacid dehydrogenase family protein	unreviewed	1.0		GO:0016616; GO:0051287	kegg:ppu00680	Methane metabolism	false	KEGG	ppu00270	Cysteine and methionine metabolism	genes/PSEPK/PP_2533	MISSING		MISSING	MISSING	
metE	PP_2698	Q88JF1	Q88JF1_PSEPK	metE	metE PP_2698	5-methyltetrahydropteroyltriglutamate-homocysteine methyltransferase	unreviewed	1.0		GO:0003871; GO:0008270; GO:0009086; GO:0032259	kegg:ppu00450	Selenocompound metabolism	false	KEGG	ppu00270	Cysteine and methionine metabolism	genes/PSEPK/metE	PRESENT	genes/PSEPK/metE/metE-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/metE/metE-deep-research-openscientist.md
PP_2930	PP_2930	Q88IR9	Q88IR9_PSEPK	PP_2930	PP_2930	L-serine ammonia-lyase (EC 4.3.1.17)	unreviewed	2.0	4.3.1.17	GO:0003941; GO:0004794; GO:0006565; GO:0006567; GO:0009097; GO:0016846	kegg:ppu00290	Valine, leucine and isoleucine biosynthesis	false	KEGG	ppu00270	Cysteine and methionine metabolism	genes/PSEPK/PP_2930	MISSING		MISSING	MISSING	
PP_3029	PP_3029	Q88IH0	Q88IH0_PSEPK	PP_3029	PP_3029	DNA (cytosine-5-)-methyltransferase (EC 2.1.1.37)	unreviewed	2.0	2.1.1.37	GO:0003677; GO:0003886; GO:0009307; GO:0032259; GO:0044027	kegg:ppu00270	Cysteine and methionine metabolism	true	KEGG	ppu00270	Cysteine and methionine metabolism	genes/PSEPK/PP_3029	MISSING		MISSING	MISSING	
PP_3136	PP_3136	Q88I65	Q88I65_PSEPK	PP_3136	PP_3136	Serine acetyltransferase (EC 2.3.1.30)	unreviewed	2.0	2.3.1.30	GO:0005737; GO:0006535; GO:0009001; GO:0009245; GO:0016020	kegg:ppu00543	Exopolysaccharide biosynthesis	false	KEGG	ppu00270	Cysteine and methionine metabolism	genes/PSEPK/PP_3136	MISSING		MISSING	MISSING	
tdcG-III	PP_3144	Q88I57	Q88I57_PSEPK	tdcG-III	tdcG-III PP_3144	L-serine dehydratase (EC 4.3.1.17)	unreviewed	2.0	4.3.1.17	GO:0003941; GO:0006094; GO:0009063; GO:0046872; GO:0051539	kegg:ppu00270	Cysteine and methionine metabolism	true	KEGG	ppu00270	Cysteine and methionine metabolism	genes/PSEPK/tdcG-III	MISSING		MISSING	MISSING	
PP_3254	PP_3254	Q88HU9	Q88HU9_PSEPK	PP_3254	PP_3254	Nucleosidase	unreviewed	1.0		GO:0005829; GO:0008782; GO:0008930; GO:0009116; GO:0019284	kegg:ppu00270	Cysteine and methionine metabolism	true	KEGG	ppu00270	Cysteine and methionine metabolism	genes/PSEPK/PP_3254	MISSING		MISSING	MISSING	
ilvE	PP_3511	Q88H54	Q88H54_PSEPK	ilvE	ilvE PP_3511	Branched-chain-amino-acid aminotransferase (EC 2.6.1.42)	unreviewed	3.0	2.6.1.42	GO:0009097; GO:0009098; GO:0009099; GO:0052654; GO:0052655; GO:0052656	kegg:ppu00290	Valine, leucine and isoleucine biosynthesis	false	KEGG	ppu00270	Cysteine and methionine metabolism	genes/PSEPK/ilvE	PRESENT	genes/PSEPK/ilvE/ilvE-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/ilvE/ilvE-deep-research-openscientist.md
amaC	PP_3590	Q88GX7	Q88GX7_PSEPK	amaC	amaC PP_3590	Aminotransferase (EC 2.6.1.-)	unreviewed	2.0	2.6.1.-	GO:0004838; GO:0005829; GO:0030170; GO:0033585; GO:0042802	kegg:ppu00401	Novobiocin biosynthesis	false	KEGG	ppu00270	Cysteine and methionine metabolism	genes/PSEPK/amaC	PRESENT	genes/PSEPK/amaC/amaC-ai-review.yaml	CURATED	MISSING	
alr	PP_3722	Q88GJ9	BSR_PSEPK	alr	alr PP_3722	Broad specificity amino-acid racemase (EC 5.1.1.10) (Broad spectrum racemase)	reviewed	5.0	5.1.1.10	GO:0005829; GO:0008784; GO:0018113; GO:0030170; GO:0042597; GO:0047679	kegg:ppu00470	D-Amino acid metabolism	false	KEGG	ppu00270	Cysteine and methionine metabolism	genes/PSEPK/alr	PRESENT	genes/PSEPK/alr/alr-ai-review.yaml	CURATED	MISSING	
PP_3912	PP_3912	Q88G14	Q88G14_PSEPK	PP_3912	PP_3912	DNA (cytosine-5-)-methyltransferase (EC 2.1.1.37)	unreviewed	2.0	2.1.1.37	GO:0003886; GO:0009307; GO:0032259	kegg:ppu00270	Cysteine and methionine metabolism	true	KEGG	ppu00270	Cysteine and methionine metabolism	genes/PSEPK/PP_3912	MISSING		MISSING	MISSING	
PP_3989	PP_3989	Q88FU3	Q88FU3_PSEPK	PP_3989	PP_3989	DNA (cytosine-5-)-methyltransferase (EC 2.1.1.37)	unreviewed	2.0	2.1.1.37	GO:0003677; GO:0003886; GO:0009307; GO:0032259; GO:0044027	kegg:ppu00270	Cysteine and methionine metabolism	true	KEGG	ppu00270	Cysteine and methionine metabolism	genes/PSEPK/PP_3989	MISSING		MISSING	MISSING	
PP_4348	PP_4348	Q88EV4	Q88EV4_PSEPK	PP_4348	PP_4348	Cystathionine beta-lyase	unreviewed	1.0		GO:0019346; GO:0019450; GO:0030170; GO:0047804	kegg:ppu00450	Selenocompound metabolism	false	KEGG	ppu00270	Cysteine and methionine metabolism	genes/PSEPK/PP_4348	PRESENT	genes/PSEPK/PP_4348/PP_4348-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/PP_4348/PP_4348-deep-research-openscientist.md
PP_4473	PP_4473	Q88EI9	AK_PSEPK	PP_4473	PP_4473	Aspartate kinase (EC 2.7.2.4) (Aspartokinase)	reviewed	4.0	2.7.2.4	GO:0004072; GO:0005524; GO:0005829; GO:0009086; GO:0009088; GO:0009089; GO:0009090	kegg:ppu00261	Monobactam biosynthesis	false	KEGG	ppu00270	Cysteine and methionine metabolism	genes/PSEPK/PP_4473	MISSING		MISSING	MISSING	
cysK	PP_4571	Q88E95	Q88E95_PSEPK	cysK	cysK PP_4571	Cysteine synthase (EC 2.5.1.47)	unreviewed	2.0	2.5.1.47	GO:0004124; GO:0006535; GO:0016829	kegg:ppu01320	Sulfur cycle	false	KEGG	ppu00270	Cysteine and methionine metabolism	genes/PSEPK/cysK	PRESENT	genes/PSEPK/cysK/cysK-ai-review.yaml	PENDING	MISSING	
PP_4594	PP_4594	Q88E72	Q88E72_PSEPK	PP_4594	PP_4594	Cystathionine gamma-synthase	unreviewed	2.0		GO:0004123; GO:0005737; GO:0009086; GO:0019343; GO:0019346; GO:0030170	kegg:ppu00450	Selenocompound metabolism	false	KEGG	ppu00270	Cysteine and methionine metabolism	genes/PSEPK/PP_4594	PRESENT	genes/PSEPK/PP_4594/PP_4594-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/PP_4594/PP_4594-deep-research-openscientist.md
PP_4637	PP_4637	Q88E31	Q88E31_PSEPK	PP_4637	PP_4637	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase family protein	unreviewed	1.0		GO:0003871; GO:0008270; GO:0008652	kegg:ppu00450	Selenocompound metabolism	false	KEGG	ppu00270	Cysteine and methionine metabolism	genes/PSEPK/PP_4637	PRESENT	genes/PSEPK/PP_4637/PP_4637-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/PP_4637/PP_4637-deep-research-openscientist.md
rhdA	PP_4907	Q88DC0	Q88DC0_PSEPK	rhdA	rhdA PP_4907	Sulfurtransferase	unreviewed	1.0		GO:0004792	kegg:ppu04122	Sulfur relay system	false	KEGG	ppu00270	Cysteine and methionine metabolism	genes/PSEPK/rhdA	MISSING		MISSING	MISSING	
metK	PP_4967	Q88D60	METK_PSEPK	metK	metK PP_4967	S-adenosylmethionine synthase (AdoMet synthase) (EC 2.5.1.6) (MAT) (Methionine adenosyltransferase)	reviewed	3.0	2.5.1.6	GO:0000287; GO:0004478; GO:0005524; GO:0005737; GO:0006556; GO:0006730	kegg:ppu00999	Biosynthesis of various plant secondary metabolites	false	KEGG	ppu00270	Cysteine and methionine metabolism	genes/PSEPK/metK	MISSING		MISSING	MISSING	
ahcY	PP_4976	A0A140FWS3	A0A140FWS3_PSEPK	ahcY	ahcY PP_4976	Adenosylhomocysteinase (EC 3.13.2.1) (S-adenosyl-L-homocysteine hydrolase) (AdoHcyase)	unreviewed	3.0	3.13.2.1	GO:0004013; GO:0005829; GO:0006730; GO:0033353; GO:0071269	kegg:ppu00670	One carbon pool by folate	false	KEGG	ppu00270	Cysteine and methionine metabolism	genes/PSEPK/ahcY	MISSING		MISSING	MISSING	
metXS	PP_5097	Q88CT3	METXS_PSEPK	metXS	metXS PP_5097	Homoserine O-succinyltransferase (HST) (EC 2.3.1.46) (Homoserine transsuccinylase) (HTS)	reviewed	4.0	2.3.1.46	GO:0004414; GO:0005737; GO:0008899; GO:0009086; GO:0009092	kegg:ppu00270	Cysteine and methionine metabolism	true	KEGG	ppu00270	Cysteine and methionine metabolism	genes/PSEPK/metXS	PRESENT	genes/PSEPK/metXS/metXS-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/metXS/metXS-deep-research-openscientist.md
sseA	PP_5118	Q88CR2	Q88CR2_PSEPK	sseA	sseA PP_5118	3-mercaptopyruvate sulfurtransferase (EC 2.8.1.2)	unreviewed	1.0	2.8.1.2	GO:0004792; GO:0016784	kegg:ppu04122	Sulfur relay system	false	KEGG	ppu00270	Cysteine and methionine metabolism	genes/PSEPK/sseA	MISSING		MISSING	MISSING	
serA	PP_5155	Q88CM5	Q88CM5_PSEPK	serA	serA PP_5155	D-3-phosphoglycerate dehydrogenase (EC 1.1.1.399) (EC 1.1.1.95) (2-oxoglutarate reductase)	unreviewed	3.0	1.1.1.399; 1.1.1.95	GO:0004617; GO:0006564; GO:0051287; GO:0120568	kegg:ppu00680	Methane metabolism	false	KEGG	ppu00270	Cysteine and methionine metabolism	genes/PSEPK/serA	PRESENT	genes/PSEPK/serA/serA-ai-review.yaml	CURATED	MISSING	
