gene	ordered_locus	uniprot_accession	protein_name	partition_bucket	partition_label	proposed_module	recommended_action	notes	review_status	curation_status	asta_research_status
PP_2501	PP_2501	Q88JZ2	Phage integrase	mobile_integrase_recombinase_transposase	Mobile-element integrases, recombinases, resolvases, and transposases	mobile_genetic_elements_boundary	REASSIGN_TO_MOBILE_ELEMENTS	Phage integrases, Tyr/Ser recombinases, resolvases, and transposases are mobile-element context, not core chromosomal DNA replication/repair pathway members.	PRESENT	CURATED	PRESENT
PP_2937	PP_2937	Q88IR2	Integrase	mobile_integrase_recombinase_transposase	Mobile-element integrases, recombinases, resolvases, and transposases	mobile_genetic_elements_boundary	REASSIGN_TO_MOBILE_ELEMENTS	Phage integrases, Tyr/Ser recombinases, resolvases, and transposases are mobile-element context, not core chromosomal DNA replication/repair pathway members.	PRESENT	CURATED	PRESENT
PP_2964	PP_2964	Q88IN5	Transposase	mobile_integrase_recombinase_transposase	Mobile-element integrases, recombinases, resolvases, and transposases	mobile_genetic_elements_boundary	REASSIGN_TO_MOBILE_ELEMENTS	Phage integrases, Tyr/Ser recombinases, resolvases, and transposases are mobile-element context, not core chromosomal DNA replication/repair pathway members.	PRESENT	CURATED	PRESENT
PP_2971	PP_2971	Q88IM8	Transposase	mobile_integrase_recombinase_transposase	Mobile-element integrases, recombinases, resolvases, and transposases	mobile_genetic_elements_boundary	REASSIGN_TO_MOBILE_ELEMENTS	Phage integrases, Tyr/Ser recombinases, resolvases, and transposases are mobile-element context, not core chromosomal DNA replication/repair pathway members.	PRESENT	CURATED	PRESENT
tnpS	PP_2981	Q88IL8	Cointegrate resolution protein S	mobile_integrase_recombinase_transposase	Mobile-element integrases, recombinases, resolvases, and transposases	mobile_genetic_elements_boundary	REASSIGN_TO_MOBILE_ELEMENTS	Phage integrases, Tyr/Ser recombinases, resolvases, and transposases are mobile-element context, not core chromosomal DNA replication/repair pathway members.	PRESENT	CURATED	PRESENT
PP_3026	PP_3026	Q88IH3	Phage recombinase	mobile_integrase_recombinase_transposase	Mobile-element integrases, recombinases, resolvases, and transposases	mobile_genetic_elements_boundary	REASSIGN_TO_MOBILE_ELEMENTS	Phage integrases, Tyr/Ser recombinases, resolvases, and transposases are mobile-element context, not core chromosomal DNA replication/repair pathway members.	PRESENT	CURATED	PRESENT
PP_3181	PP_3181	Q88I21	Site-specific recombinase, phage integrase family	mobile_integrase_recombinase_transposase	Mobile-element integrases, recombinases, resolvases, and transposases	mobile_genetic_elements_boundary	REASSIGN_TO_MOBILE_ELEMENTS	Phage integrases, Tyr/Ser recombinases, resolvases, and transposases are mobile-element context, not core chromosomal DNA replication/repair pathway members.	PRESENT	CURATED	PRESENT
PP_3678	PP_3678	Q88GP2	Tyr recombinase domain-containing protein	mobile_integrase_recombinase_transposase	Mobile-element integrases, recombinases, resolvases, and transposases	mobile_genetic_elements_boundary	REASSIGN_TO_MOBILE_ELEMENTS	Phage integrases, Tyr/Ser recombinases, resolvases, and transposases are mobile-element context, not core chromosomal DNA replication/repair pathway members.	PRESENT	CURATED	PRESENT
PP_3791	PP_3791	Q88GD3	Site-specific recombinase, phage integrase family	mobile_integrase_recombinase_transposase	Mobile-element integrases, recombinases, resolvases, and transposases	mobile_genetic_elements_boundary	REASSIGN_TO_MOBILE_ELEMENTS	Phage integrases, Tyr/Ser recombinases, resolvases, and transposases are mobile-element context, not core chromosomal DNA replication/repair pathway members.	PRESENT	CURATED	PRESENT
PP_3889	PP_3889	Q88G37	Phage integrase	mobile_integrase_recombinase_transposase	Mobile-element integrases, recombinases, resolvases, and transposases	mobile_genetic_elements_boundary	REASSIGN_TO_MOBILE_ELEMENTS	Phage integrases, Tyr/Ser recombinases, resolvases, and transposases are mobile-element context, not core chromosomal DNA replication/repair pathway members.	PRESENT	CURATED	PRESENT
PP_3920	PP_3920	Q88G06	Phage integrase	mobile_integrase_recombinase_transposase	Mobile-element integrases, recombinases, resolvases, and transposases	mobile_genetic_elements_boundary	REASSIGN_TO_MOBILE_ELEMENTS	Phage integrases, Tyr/Ser recombinases, resolvases, and transposases are mobile-element context, not core chromosomal DNA replication/repair pathway members.	PRESENT	CURATED	PRESENT
PP_3987	PP_3987	Q88FU5	Site-specific recombinase, phage integrase family	mobile_integrase_recombinase_transposase	Mobile-element integrases, recombinases, resolvases, and transposases	mobile_genetic_elements_boundary	REASSIGN_TO_MOBILE_ELEMENTS	Phage integrases, Tyr/Ser recombinases, resolvases, and transposases are mobile-element context, not core chromosomal DNA replication/repair pathway members.	PRESENT	CURATED	PRESENT
PP_4409	PP_4409	Q88EP5	Site-specific recombinase, phage integrase family	mobile_integrase_recombinase_transposase	Mobile-element integrases, recombinases, resolvases, and transposases	mobile_genetic_elements_boundary	REASSIGN_TO_MOBILE_ELEMENTS	Phage integrases, Tyr/Ser recombinases, resolvases, and transposases are mobile-element context, not core chromosomal DNA replication/repair pathway members.	PRESENT	CURATED	PRESENT
PP_4415	PP_4415	Q88EP0	Tyr recombinase domain-containing protein	mobile_integrase_recombinase_transposase	Mobile-element integrases, recombinases, resolvases, and transposases	mobile_genetic_elements_boundary	REASSIGN_TO_MOBILE_ELEMENTS	Phage integrases, Tyr/Ser recombinases, resolvases, and transposases are mobile-element context, not core chromosomal DNA replication/repair pathway members.	PRESENT	CURATED	PRESENT
PP_5490	PP_5490	A0A140FW44	Site-specific DNA recombinase	mobile_integrase_recombinase_transposase	Mobile-element integrases, recombinases, resolvases, and transposases	mobile_genetic_elements_boundary	REASSIGN_TO_MOBILE_ELEMENTS	Phage integrases, Tyr/Ser recombinases, resolvases, and transposases are mobile-element context, not core chromosomal DNA replication/repair pathway members.	PRESENT	CURATED	PRESENT
