gene	ordered_locus	uniprot_accession	protein_name	ec_numbers	go_ids	interpro_ids	pfam_ids	keywords	partition_bucket	partition_label	proposed_module	recommended_action	bucket_status	notes	review_status	curation_status	asta_research_status
PP_2354	PP_2354	Q88KD6	histidine kinase (EC 2.7.13.3)	2.7.13.3	GO:0000155; GO:0005524	IPR011006;IPR036890;IPR003594;IPR005467;IPR003661;IPR036097;IPR001610;IPR000014;IPR035965;IPR013656;IPR013655;IPR004358;IPR001789;	PF02518;PF00512;PF08447;PF08448;PF00072;	ATP-binding;Coiled coil;Kinase;Nucleotide-binding;Phosphoprotein;Reference proteome;Transferase;Two-component regulatory system	two_component_sensors_response_regulators	Two-component sensors and response regulators	orphan_two_component_regulators_boundary	COMPLETED_SUBMODULE	CURATED	Histidine kinases, receiver-domain response regulators, and hybrid two-component proteins. First-pass curation is complete for all 48 genes; the existing orphan/generic two-component regulator boundary module was extended with a ColRS anchor branch plus generic sensor kinase, DNA-binding response-regulator, and receiver-only/noncanonical response-regulator groups. Side annotations for transporter-like regions, HD-GYP phosphodiesterase domains, osmosensory labels, ATP/nucleotide binding, and localization were kept non-core or marked over-annotated unless gene-specific evidence supports a pathway claim.	PRESENT	CURATED	PRESENT
PP_2355	PP_2355	Q88KD5	Response regulator receiver protein		GO:0000160	IPR011006;IPR001789;IPR052893;	PF00072;	Phosphoprotein;Reference proteome	two_component_sensors_response_regulators	Two-component sensors and response regulators	orphan_two_component_regulators_boundary	COMPLETED_SUBMODULE	CURATED	Histidine kinases, receiver-domain response regulators, and hybrid two-component proteins. First-pass curation is complete for all 48 genes; the existing orphan/generic two-component regulator boundary module was extended with a ColRS anchor branch plus generic sensor kinase, DNA-binding response-regulator, and receiver-only/noncanonical response-regulator groups. Side annotations for transporter-like regions, HD-GYP phosphodiesterase domains, osmosensory labels, ATP/nucleotide binding, and localization were kept non-core or marked over-annotated unless gene-specific evidence supports a pathway claim.	PRESENT	CURATED	PRESENT
PP_2402	PP_2402	Q88K89	histidine kinase (EC 2.7.13.3)	2.7.13.3	GO:0000155; GO:0005524; GO:0005886	IPR050980;IPR003660;IPR036890;IPR003594;IPR005467;IPR003661;IPR036097;IPR004358;	PF02518;	ATP-binding;Cell inner membrane;Cell membrane;Kinase;Membrane;Nucleotide-binding;Phosphoprotein;Reference proteome;Transferase;Transmembrane;Transmembrane helix;Two-component regulatory system	two_component_sensors_response_regulators	Two-component sensors and response regulators	orphan_two_component_regulators_boundary	COMPLETED_SUBMODULE	CURATED	Histidine kinases, receiver-domain response regulators, and hybrid two-component proteins. First-pass curation is complete for all 48 genes; the existing orphan/generic two-component regulator boundary module was extended with a ColRS anchor branch plus generic sensor kinase, DNA-binding response-regulator, and receiver-only/noncanonical response-regulator groups. Side annotations for transporter-like regions, HD-GYP phosphodiesterase domains, osmosensory labels, ATP/nucleotide binding, and localization were kept non-core or marked over-annotated unless gene-specific evidence supports a pathway claim.	PRESENT	CURATED	PRESENT
agmR	PP_2665	Q88JI4	DNA-binding response regulator PP_2665		GO:0000160; GO:0003677; GO:0006355	IPR011006;IPR051015;IPR058245;IPR016032;IPR001789;IPR000792;	PF00196;PF00072;	DNA-binding;Phosphoprotein;Reference proteome;Transcription;Transcription regulation;Two-component regulatory system	two_component_sensors_response_regulators	Two-component sensors and response regulators	orphan_two_component_regulators_boundary	COMPLETED_SUBMODULE	CURATED	Histidine kinases, receiver-domain response regulators, and hybrid two-component proteins. First-pass curation is complete for all 48 genes; the existing orphan/generic two-component regulator boundary module was extended with a ColRS anchor branch plus generic sensor kinase, DNA-binding response-regulator, and receiver-only/noncanonical response-regulator groups. Side annotations for transporter-like regions, HD-GYP phosphodiesterase domains, osmosensory labels, ATP/nucleotide binding, and localization were kept non-core or marked over-annotated unless gene-specific evidence supports a pathway claim.	PRESENT	CURATED	PRESENT
exaE	PP_2672	Q88JH7	Transcriptional activator protein ExaE		GO:0000160; GO:0000976; GO:0006355	IPR011006;IPR058245;IPR016032;IPR001789;IPR000792;IPR039420;	PF00196;PF00072;	DNA-binding;Phosphoprotein;Reference proteome	two_component_sensors_response_regulators	Two-component sensors and response regulators	orphan_two_component_regulators_boundary	COMPLETED_SUBMODULE	CURATED	Histidine kinases, receiver-domain response regulators, and hybrid two-component proteins. First-pass curation is complete for all 48 genes; the existing orphan/generic two-component regulator boundary module was extended with a ColRS anchor branch plus generic sensor kinase, DNA-binding response-regulator, and receiver-only/noncanonical response-regulator groups. Side annotations for transporter-like regions, HD-GYP phosphodiesterase domains, osmosensory labels, ATP/nucleotide binding, and localization were kept non-core or marked over-annotated unless gene-specific evidence supports a pathway claim.	PRESENT	CURATED	PRESENT
yiaZ	PP_2683	Q88JG6	Sensor histidine kinase YiaZ (EC 2.7.13.3)	2.7.13.3	GO:0000155; GO:0005886; GO:0009927	IPR011006;IPR036890;IPR003594;IPR005467;IPR003661;IPR036097;IPR000014;IPR000700;IPR035965;IPR004358;IPR001789;	PF02518;PF00512;PF13188;PF00072;	Coiled coil;Kinase;Phosphoprotein;Reference proteome;Transferase;Two-component regulatory system	two_component_sensors_response_regulators	Two-component sensors and response regulators	orphan_two_component_regulators_boundary	COMPLETED_SUBMODULE	CURATED	Histidine kinases, receiver-domain response regulators, and hybrid two-component proteins. First-pass curation is complete for all 48 genes; the existing orphan/generic two-component regulator boundary module was extended with a ColRS anchor branch plus generic sensor kinase, DNA-binding response-regulator, and receiver-only/noncanonical response-regulator groups. Side annotations for transporter-like regions, HD-GYP phosphodiesterase domains, osmosensory labels, ATP/nucleotide binding, and localization were kept non-core or marked over-annotated unless gene-specific evidence supports a pathway claim.	PRESENT	CURATED	PRESENT
PP_2906	PP_2906	Q88IU3	histidine kinase (EC 2.7.13.3)	2.7.13.3	GO:0000155; GO:0005886	IPR003660;IPR036890;IPR003594;IPR005467;IPR003661;IPR036097;IPR004358;IPR050428;	PF00672;PF02518;PF00512;	Kinase;Membrane;Phosphoprotein;Reference proteome;Transferase;Transmembrane;Transmembrane helix;Two-component regulatory system	two_component_sensors_response_regulators	Two-component sensors and response regulators	orphan_two_component_regulators_boundary	COMPLETED_SUBMODULE	CURATED	Histidine kinases, receiver-domain response regulators, and hybrid two-component proteins. First-pass curation is complete for all 48 genes; the existing orphan/generic two-component regulator boundary module was extended with a ColRS anchor branch plus generic sensor kinase, DNA-binding response-regulator, and receiver-only/noncanonical response-regulator groups. Side annotations for transporter-like regions, HD-GYP phosphodiesterase domains, osmosensory labels, ATP/nucleotide binding, and localization were kept non-core or marked over-annotated unless gene-specific evidence supports a pathway claim.	PRESENT	CURATED	PRESENT
PP_2907	PP_2907	Q88IU2	DNA-binding response regulator		GO:0000156; GO:0000976; GO:0005829; GO:0006351; GO:0006355; GO:0032993	IPR011006;IPR001867;IPR001789;IPR039420;IPR036388;	PF00072;PF00486;	DNA-binding;Phosphoprotein;Reference proteome;Transcription;Transcription regulation;Two-component regulatory system	two_component_sensors_response_regulators	Two-component sensors and response regulators	orphan_two_component_regulators_boundary	COMPLETED_SUBMODULE	CURATED	Histidine kinases, receiver-domain response regulators, and hybrid two-component proteins. First-pass curation is complete for all 48 genes; the existing orphan/generic two-component regulator boundary module was extended with a ColRS anchor branch plus generic sensor kinase, DNA-binding response-regulator, and receiver-only/noncanonical response-regulator groups. Side annotations for transporter-like regions, HD-GYP phosphodiesterase domains, osmosensory labels, ATP/nucleotide binding, and localization were kept non-core or marked over-annotated unless gene-specific evidence supports a pathway claim.	PRESENT	CURATED	PRESENT
PP_2942	PP_2942	Q88IQ7	Response regulator		GO:0000160; GO:0008081	IPR011006;IPR052020;IPR003607;IPR037522;IPR001789;	PF13487;PF00072;	Coiled coil;Phosphoprotein;Reference proteome	two_component_sensors_response_regulators	Two-component sensors and response regulators	orphan_two_component_regulators_boundary	COMPLETED_SUBMODULE	CURATED	Histidine kinases, receiver-domain response regulators, and hybrid two-component proteins. First-pass curation is complete for all 48 genes; the existing orphan/generic two-component regulator boundary module was extended with a ColRS anchor branch plus generic sensor kinase, DNA-binding response-regulator, and receiver-only/noncanonical response-regulator groups. Side annotations for transporter-like regions, HD-GYP phosphodiesterase domains, osmosensory labels, ATP/nucleotide binding, and localization were kept non-core or marked over-annotated unless gene-specific evidence supports a pathway claim.	PRESENT	CURATED	PRESENT
PP_2944	PP_2944	Q88IQ5	histidine kinase (EC 2.7.13.3)	2.7.13.3	GO:0000160; GO:0004673; GO:0005524	IPR045812;IPR036890;IPR003594;IPR005467;IPR004358;	PF19443;PF02518;	ATP-binding;Kinase;Membrane;Nucleotide-binding;Reference proteome;Transferase;Transmembrane;Transmembrane helix;Two-component regulatory system	two_component_sensors_response_regulators	Two-component sensors and response regulators	orphan_two_component_regulators_boundary	COMPLETED_SUBMODULE	CURATED	Histidine kinases, receiver-domain response regulators, and hybrid two-component proteins. First-pass curation is complete for all 48 genes; the existing orphan/generic two-component regulator boundary module was extended with a ColRS anchor branch plus generic sensor kinase, DNA-binding response-regulator, and receiver-only/noncanonical response-regulator groups. Side annotations for transporter-like regions, HD-GYP phosphodiesterase domains, osmosensory labels, ATP/nucleotide binding, and localization were kept non-core or marked over-annotated unless gene-specific evidence supports a pathway claim.	PRESENT	CURATED	PRESENT
PP_3371	PP_3371	Q88HI6	histidine kinase (EC 2.7.13.3)	2.7.13.3	GO:0000155; GO:0005886	IPR003660;IPR036890;IPR003594;IPR005467;IPR003661;IPR036097;IPR004358;IPR050428;	PF02518;PF00512;	Kinase;Membrane;Phosphoprotein;Reference proteome;Transferase;Transmembrane;Transmembrane helix;Two-component regulatory system	two_component_sensors_response_regulators	Two-component sensors and response regulators	orphan_two_component_regulators_boundary	COMPLETED_SUBMODULE	CURATED	Histidine kinases, receiver-domain response regulators, and hybrid two-component proteins. First-pass curation is complete for all 48 genes; the existing orphan/generic two-component regulator boundary module was extended with a ColRS anchor branch plus generic sensor kinase, DNA-binding response-regulator, and receiver-only/noncanonical response-regulator groups. Side annotations for transporter-like regions, HD-GYP phosphodiesterase domains, osmosensory labels, ATP/nucleotide binding, and localization were kept non-core or marked over-annotated unless gene-specific evidence supports a pathway claim.	PRESENT	CURATED	PRESENT
PP_3419	PP_3419	Q88HE1	Sigma-54 dependent transcriptional regulator/response regulator		GO:0000160; GO:0005524; GO:0006351; GO:0006355; GO:0043565	IPR003593;IPR058031;IPR011006;IPR009057;IPR002197;IPR027417;IPR001789;IPR002078;IPR025662;IPR025943;IPR025944;	PF25601;PF02954;PF00072;PF00158;	ATP-binding;DNA-binding;Nucleotide-binding;Phosphoprotein;Reference proteome;Transcription;Transcription regulation	two_component_sensors_response_regulators	Two-component sensors and response regulators	orphan_two_component_regulators_boundary	COMPLETED_SUBMODULE	CURATED	Histidine kinases, receiver-domain response regulators, and hybrid two-component proteins. First-pass curation is complete for all 48 genes; the existing orphan/generic two-component regulator boundary module was extended with a ColRS anchor branch plus generic sensor kinase, DNA-binding response-regulator, and receiver-only/noncanonical response-regulator groups. Side annotations for transporter-like regions, HD-GYP phosphodiesterase domains, osmosensory labels, ATP/nucleotide binding, and localization were kept non-core or marked over-annotated unless gene-specific evidence supports a pathway claim.	PRESENT	CURATED	PRESENT
