gene	ordered_locus	uniprot_accession	protein_name	partition_bucket	partition_label	proposed_module	recommended_action	notes	review_status	curation_status	asta_research_status
fliQ	PP_4354	Q88EU9	Flagellar biosynthetic protein FliQ	flagellar_export_assembly_chaperones	Flagellar export and assembly/chaperone proteins	flagellar_export_assembly_boundary	NEW_SUBMODULE	Flagellar type-III-like export gate, export ATPase complex, hook-length control, and secretion/assembly chaperones.	PRESENT	CURATED	PRESENT
fliP	PP_4355	Q88EU8	Flagellar biosynthetic protein FliP	flagellar_export_assembly_chaperones	Flagellar export and assembly/chaperone proteins	flagellar_export_assembly_boundary	NEW_SUBMODULE	Flagellar type-III-like export gate, export ATPase complex, hook-length control, and secretion/assembly chaperones.	PRESENT	CURATED	PRESENT
fliO	PP_4356	Q88EU7	Flagellar protein	flagellar_export_assembly_chaperones	Flagellar export and assembly/chaperone proteins	flagellar_export_assembly_boundary	NEW_SUBMODULE	Flagellar type-III-like export gate, export ATPase complex, hook-length control, and secretion/assembly chaperones.	PRESENT	CURATED	PRESENT
fliN	PP_4357	Q88EU6	Flagellar motor switch protein FliN	flagellar_motor_switch_stator	Flagellar motor, switch, and stator	flagellar_motor_switch_stator_boundary	NEW_SUBMODULE	Motor/stator rotation proteins and C-ring/switch components, including FliL-family motor-associated proteins.	PRESENT	CURATED	PRESENT
fliM	PP_4358	Q88EU5	Flagellar motor switch protein FliM	flagellar_motor_switch_stator	Flagellar motor, switch, and stator	flagellar_motor_switch_stator_boundary	NEW_SUBMODULE	Motor/stator rotation proteins and C-ring/switch components, including FliL-family motor-associated proteins.	PRESENT	CURATED	PRESENT
fliL	PP_4359	Q88EU4	Flagellar protein FliL	flagellar_motor_switch_stator	Flagellar motor, switch, and stator	flagellar_motor_switch_stator_boundary	NEW_SUBMODULE	Motor/stator rotation proteins and C-ring/switch components, including FliL-family motor-associated proteins.	PRESENT	CURATED	PRESENT
fliK	PP_4361	Q88EU2	Flagellar hook-length control protein FliK	flagellar_export_assembly_chaperones	Flagellar export and assembly/chaperone proteins	flagellar_export_assembly_boundary	NEW_SUBMODULE	Flagellar type-III-like export gate, export ATPase complex, hook-length control, and secretion/assembly chaperones.	PRESENT	CURATED	PRESENT
fliJ	PP_4365	Q88ET8	Flagellar FliJ protein	flagellar_export_assembly_chaperones	Flagellar export and assembly/chaperone proteins	flagellar_export_assembly_boundary	NEW_SUBMODULE	Flagellar type-III-like export gate, export ATPase complex, hook-length control, and secretion/assembly chaperones.	PRESENT	CURATED	PRESENT
fliI	PP_4366	Q88ET7	Flagellum-specific ATP synthase (EC 7.1.2.2)	flagellar_export_assembly_chaperones	Flagellar export and assembly/chaperone proteins	flagellar_export_assembly_boundary	NEW_SUBMODULE	Flagellar type-III-like export gate, export ATPase complex, hook-length control, and secretion/assembly chaperones.	PRESENT	CURATED	PRESENT
fliH	PP_4367	Q88ET6	Flagellar assembly protein FliH	flagellar_export_assembly_chaperones	Flagellar export and assembly/chaperone proteins	flagellar_export_assembly_boundary	NEW_SUBMODULE	Flagellar type-III-like export gate, export ATPase complex, hook-length control, and secretion/assembly chaperones.	PRESENT	CURATED	PRESENT
fliG	PP_4368	Q88ET5	Flagellar motor switch protein FliG	flagellar_motor_switch_stator	Flagellar motor, switch, and stator	flagellar_motor_switch_stator_boundary	NEW_SUBMODULE	Motor/stator rotation proteins and C-ring/switch components, including FliL-family motor-associated proteins.	PRESENT	CURATED	PRESENT
fliF	PP_4369	Q88ET4	Flagellar M-ring protein	flagellar_basal_body_hook_filament	Flagellar basal body, hook, and filament	flagellar_basal_body_hook_filament_boundary	NEW_SUBMODULE	Basal-body rings/rod, hook, hook-filament junction, cap, and flagellin structural components plus FlgJ peptidoglycan access context.	PRESENT	CURATED	PRESENT
fliE	PP_4370	Q88ET3	Flagellar hook-basal body complex protein FliE	flagellar_basal_body_hook_filament	Flagellar basal body, hook, and filament	flagellar_basal_body_hook_filament_boundary	NEW_SUBMODULE	Basal-body rings/rod, hook, hook-filament junction, cap, and flagellin structural components plus FlgJ peptidoglycan access context.	PRESENT	CURATED	PRESENT
atoC	PP_4371	Q88ET2	Two component system AtoC DNA-binding transcriptional activator	flagellar_regulation_sigma_master_control	Flagellar sigma/master regulation	flagellar_regulation_boundary	NEW_SUBMODULE	Sigma factors, anti-sigma factor, and master/AAA+ transcriptional regulators that control flagellar expression rather than form the apparatus.	PRESENT	CURATED	PRESENT
fleQ	PP_4373	Q88ET0	Transcriptional regulator FleQ	flagellar_regulation_sigma_master_control	Flagellar sigma/master regulation	flagellar_regulation_boundary	NEW_SUBMODULE	Sigma factors, anti-sigma factor, and master/AAA+ transcriptional regulators that control flagellar expression rather than form the apparatus.	PRESENT	CURATED	PRESENT
fliT	PP_4374	Q88ES9	Flagellar protein FliT	flagellar_export_assembly_chaperones	Flagellar export and assembly/chaperone proteins	flagellar_export_assembly_boundary	NEW_SUBMODULE	Flagellar type-III-like export gate, export ATPase complex, hook-length control, and secretion/assembly chaperones.	PRESENT	CURATED	PRESENT
fliS	PP_4375	Q88ES8	Flagellar secretion chaperone FliS	flagellar_export_assembly_chaperones	Flagellar export and assembly/chaperone proteins	flagellar_export_assembly_boundary	NEW_SUBMODULE	Flagellar type-III-like export gate, export ATPase complex, hook-length control, and secretion/assembly chaperones.	PRESENT	CURATED	PRESENT
fliD	PP_4376	Q88ES7	Flagellar hook-associated protein 2 (HAP2) (Flagellar cap protein)	flagellar_basal_body_hook_filament	Flagellar basal body, hook, and filament	flagellar_basal_body_hook_filament_boundary	NEW_SUBMODULE	Basal-body rings/rod, hook, hook-filament junction, cap, and flagellin structural components plus FlgJ peptidoglycan access context.	PRESENT	CURATED	PRESENT
fliC	PP_4378	Q88ES5	Flagellin	flagellar_basal_body_hook_filament	Flagellar basal body, hook, and filament	flagellar_basal_body_hook_filament_boundary	NEW_SUBMODULE	Basal-body rings/rod, hook, hook-filament junction, cap, and flagellin structural components plus FlgJ peptidoglycan access context.	PRESENT	CURATED	PRESENT
flgL	PP_4380	Q88ES3	Flagellar hook-associated protein FlgL	flagellar_basal_body_hook_filament	Flagellar basal body, hook, and filament	flagellar_basal_body_hook_filament_boundary	NEW_SUBMODULE	Basal-body rings/rod, hook, hook-filament junction, cap, and flagellin structural components plus FlgJ peptidoglycan access context.	PRESENT	CURATED	PRESENT
flgK	PP_4381	Q88ES2	Flagellar hook-associated protein 1	flagellar_basal_body_hook_filament	Flagellar basal body, hook, and filament	flagellar_basal_body_hook_filament_boundary	NEW_SUBMODULE	Basal-body rings/rod, hook, hook-filament junction, cap, and flagellin structural components plus FlgJ peptidoglycan access context.	PRESENT	CURATED	PRESENT
flgJ	PP_4382	Q88ES1	Peptidoglycan hydrolase FlgJ (Muramidase FlgJ)	flagellar_basal_body_hook_filament	Flagellar basal body, hook, and filament	flagellar_basal_body_hook_filament_boundary	NEW_SUBMODULE	Basal-body rings/rod, hook, hook-filament junction, cap, and flagellin structural components plus FlgJ peptidoglycan access context.	PRESENT	CURATED	PRESENT
flgI	PP_4383	Q88ES0	Flagellar P-ring protein (Basal body P-ring protein)	flagellar_basal_body_hook_filament	Flagellar basal body, hook, and filament	flagellar_basal_body_hook_filament_boundary	NEW_SUBMODULE	Basal-body rings/rod, hook, hook-filament junction, cap, and flagellin structural components plus FlgJ peptidoglycan access context.	PRESENT	CURATED	PRESENT
flgH	PP_4384	Q88ER9	Flagellar L-ring protein (Basal body L-ring protein)	flagellar_basal_body_hook_filament	Flagellar basal body, hook, and filament	flagellar_basal_body_hook_filament_boundary	NEW_SUBMODULE	Basal-body rings/rod, hook, hook-filament junction, cap, and flagellin structural components plus FlgJ peptidoglycan access context.	PRESENT	CURATED	PRESENT
flgG	PP_4385	Q88ER8	Flagellar basal-body rod protein FlgG (Distal rod protein)	flagellar_basal_body_hook_filament	Flagellar basal body, hook, and filament	flagellar_basal_body_hook_filament_boundary	NEW_SUBMODULE	Basal-body rings/rod, hook, hook-filament junction, cap, and flagellin structural components plus FlgJ peptidoglycan access context.	PRESENT	CURATED	PRESENT
flgF	PP_4386	Q88ER7	Flagellar basal-body rod protein FlgF	flagellar_basal_body_hook_filament	Flagellar basal body, hook, and filament	flagellar_basal_body_hook_filament_boundary	NEW_SUBMODULE	Basal-body rings/rod, hook, hook-filament junction, cap, and flagellin structural components plus FlgJ peptidoglycan access context.	PRESENT	CURATED	PRESENT
flgE	PP_4388	Q88ER5	Flagellar hook protein FlgE	flagellar_basal_body_hook_filament	Flagellar basal body, hook, and filament	flagellar_basal_body_hook_filament_boundary	NEW_SUBMODULE	Basal-body rings/rod, hook, hook-filament junction, cap, and flagellin structural components plus FlgJ peptidoglycan access context.	PRESENT	CURATED	PRESENT
flgD	PP_4389	Q88ER4	Basal-body rod modification protein FlgD	flagellar_basal_body_hook_filament	Flagellar basal body, hook, and filament	flagellar_basal_body_hook_filament_boundary	NEW_SUBMODULE	Basal-body rings/rod, hook, hook-filament junction, cap, and flagellin structural components plus FlgJ peptidoglycan access context.	PRESENT	CURATED	PRESENT
flgC	PP_4390	Q88ER3	Flagellar basal-body rod protein FlgC	flagellar_basal_body_hook_filament	Flagellar basal body, hook, and filament	flagellar_basal_body_hook_filament_boundary	NEW_SUBMODULE	Basal-body rings/rod, hook, hook-filament junction, cap, and flagellin structural components plus FlgJ peptidoglycan access context.	PRESENT	CURATED	PRESENT
flgB	PP_4391	Q88ER2	Flagellar basal body rod protein FlgB	flagellar_basal_body_hook_filament	Flagellar basal body, hook, and filament	flagellar_basal_body_hook_filament_boundary	NEW_SUBMODULE	Basal-body rings/rod, hook, hook-filament junction, cap, and flagellin structural components plus FlgJ peptidoglycan access context.	PRESENT	CURATED	PRESENT
flgA	PP_4394	Q88EQ9	Flagella basal body P-ring formation protein FlgA	flagellar_export_assembly_chaperones	Flagellar export and assembly/chaperone proteins	flagellar_export_assembly_boundary	NEW_SUBMODULE	Flagellar type-III-like export gate, export ATPase complex, hook-length control, and secretion/assembly chaperones.	PRESENT	CURATED	PRESENT
flgM	PP_4395	Q88EQ8	Negative regulator of flagellin synthesis (Anti-sigma-28 factor)	flagellar_regulation_sigma_master_control	Flagellar sigma/master regulation	flagellar_regulation_boundary	NEW_SUBMODULE	Sigma factors, anti-sigma factor, and master/AAA+ transcriptional regulators that control flagellar expression rather than form the apparatus.	PRESENT	CURATED	PRESENT
PP_4396	PP_4396	Q88EQ7	Flagellar biosynthesis protein FlgN	flagellar_export_assembly_chaperones	Flagellar export and assembly/chaperone proteins	flagellar_export_assembly_boundary	NEW_SUBMODULE	Flagellar type-III-like export gate, export ATPase complex, hook-length control, and secretion/assembly chaperones.	PRESENT	CURATED	PRESENT
motB	PP_4904	Q88DC3	Flagellar motor rotation protein	flagellar_motor_switch_stator	Flagellar motor, switch, and stator	flagellar_motor_switch_stator_boundary	NEW_SUBMODULE	Motor/stator rotation proteins and C-ring/switch components, including FliL-family motor-associated proteins.	PRESENT	CURATED	PRESENT
motA	PP_4905	Q88DC2	Flagellar motor rotation protein	flagellar_motor_switch_stator	Flagellar motor, switch, and stator	flagellar_motor_switch_stator_boundary	NEW_SUBMODULE	Motor/stator rotation proteins and C-ring/switch components, including FliL-family motor-associated proteins.	PRESENT	CURATED	PRESENT
PP_5157	PP_5157	Q88CM3	Solute-binding protein family 3/N-terminal domain-containing protein	nonflagellar_transport_envelope_spillovers	Nonflagellar transport/envelope spillovers	transport_envelope_spillover_boundary	EXISTING_OR_REUSE	Cystine/sugar-binding and OmpA-family proteins that should not be treated as flagellar apparatus members without stronger evidence.	PRESENT	CURATED	PRESENT
PP_5209	PP_5209	Q88CH2	Flagellar protein FliL	flagellar_motor_switch_stator	Flagellar motor, switch, and stator	flagellar_motor_switch_stator_boundary	NEW_SUBMODULE	Motor/stator rotation proteins and C-ring/switch components, including FliL-family motor-associated proteins.	PRESENT	CURATED	PRESENT
