gene	ordered_locus	uniprot_accession	protein_name	ec_numbers	go_ids	interpro_ids	pfam_ids	keywords	partition_bucket	partition_label	proposed_module	recommended_action	bucket_status	notes	review_status	curation_status	asta_research_status
PP_2072	PP_2072	Q88L63	Transcriptional regulator, AraC family		GO:0003700; GO:0006351; GO:0043565	IPR003313;IPR050204;IPR009057;IPR037923;IPR018060;	PF02311;PF12833;	DNA-binding;Reference proteome;Transcription;Transcription regulation	arac_xyls_transcriptional_regulators	AraC/XylS-family transcriptional regulators	arac_xyls_transcriptional_regulator_boundary	COMPLETED_SUBMODULE	CURATED	AraC/XylS-family transcription regulators. First-pass curation is complete for all 40 genes; the split is represented in the AraC/XylS transcriptional regulator boundary module. Existing curated ada and BenR reviews were preserved as anchor cases, 38 new reviews were Asta-backed, DNA-binding transcription factor activity is kept as the shared core function, and target regulons, effector ligands, regulatory direction, and possible PP_4602 kinase side context remain unresolved unless already supported by gene-specific evidence.	PRESENT	CURATED	PRESENT
PP_2173	PP_2173	Q88KW6	Transcriptional regulator, AraC family		GO:0003700; GO:0006351; GO:0009893; GO:0043565	IPR010499;IPR029442;IPR009057;IPR018060;IPR018062;IPR011256;IPR050908;IPR020449;	PF06445;PF12833;	DNA-binding;Reference proteome;Transcription;Transcription regulation	arac_xyls_transcriptional_regulators	AraC/XylS-family transcriptional regulators	arac_xyls_transcriptional_regulator_boundary	COMPLETED_SUBMODULE	CURATED	AraC/XylS-family transcription regulators. First-pass curation is complete for all 40 genes; the split is represented in the AraC/XylS transcriptional regulator boundary module. Existing curated ada and BenR reviews were preserved as anchor cases, 38 new reviews were Asta-backed, DNA-binding transcription factor activity is kept as the shared core function, and target regulons, effector ligands, regulatory direction, and possible PP_4602 kinase side context remain unresolved unless already supported by gene-specific evidence.	PRESENT	CURATED	PRESENT
PP_2211	PP_2211	Q88KS8	Transcriptional regulator, AraC family		GO:0000976; GO:0003700; GO:0005829; GO:0006351	IPR032687;IPR009057;IPR018060;IPR020449;	PF12625;PF12833;	DNA-binding;Reference proteome;Transcription;Transcription regulation	arac_xyls_transcriptional_regulators	AraC/XylS-family transcriptional regulators	arac_xyls_transcriptional_regulator_boundary	COMPLETED_SUBMODULE	CURATED	AraC/XylS-family transcription regulators. First-pass curation is complete for all 40 genes; the split is represented in the AraC/XylS transcriptional regulator boundary module. Existing curated ada and BenR reviews were preserved as anchor cases, 38 new reviews were Asta-backed, DNA-binding transcription factor activity is kept as the shared core function, and target regulons, effector ligands, regulatory direction, and possible PP_4602 kinase side context remain unresolved unless already supported by gene-specific evidence.	PRESENT	CURATED	PRESENT
PP_2234	PP_2234	Q88KQ6	Transcriptional regulator, AraC family		GO:0003700; GO:0006351; GO:0009893; GO:0043565	IPR029062;IPR002818;IPR009057;IPR018060;IPR018062;IPR052158;IPR020449;	PF01965;PF12833;	DNA-binding;Reference proteome;Transcription;Transcription regulation	arac_xyls_transcriptional_regulators	AraC/XylS-family transcriptional regulators	arac_xyls_transcriptional_regulator_boundary	COMPLETED_SUBMODULE	CURATED	AraC/XylS-family transcription regulators. First-pass curation is complete for all 40 genes; the split is represented in the AraC/XylS transcriptional regulator boundary module. Existing curated ada and BenR reviews were preserved as anchor cases, 38 new reviews were Asta-backed, DNA-binding transcription factor activity is kept as the shared core function, and target regulons, effector ligands, regulatory direction, and possible PP_4602 kinase side context remain unresolved unless already supported by gene-specific evidence.	PRESENT	CURATED	PRESENT
PP_2365	PP_2365	Q88KC5	Transcriptional regulator, AraC family		GO:0003700; GO:0006351; GO:0043565	IPR003313;IPR009057;IPR018060;IPR014710;IPR011051;IPR020449;	PF02311;PF12833;	Activator;DNA-binding;Reference proteome;Repressor;Transcription;Transcription regulation	arac_xyls_transcriptional_regulators	AraC/XylS-family transcriptional regulators	arac_xyls_transcriptional_regulator_boundary	COMPLETED_SUBMODULE	CURATED	AraC/XylS-family transcription regulators. First-pass curation is complete for all 40 genes; the split is represented in the AraC/XylS transcriptional regulator boundary module. Existing curated ada and BenR reviews were preserved as anchor cases, 38 new reviews were Asta-backed, DNA-binding transcription factor activity is kept as the shared core function, and target regulons, effector ligands, regulatory direction, and possible PP_4602 kinase side context remain unresolved unless already supported by gene-specific evidence.	PRESENT	CURATED	PRESENT
PP_2383	PP_2383	Q88KA7	Transcriptional regulator, AraC family		GO:0003700; GO:0006351; GO:0043565	IPR003313;IPR050204;IPR009057;IPR037923;IPR018060;	PF02311;PF12833;	DNA-binding;Reference proteome;Transcription;Transcription regulation	arac_xyls_transcriptional_regulators	AraC/XylS-family transcriptional regulators	arac_xyls_transcriptional_regulator_boundary	COMPLETED_SUBMODULE	CURATED	AraC/XylS-family transcription regulators. First-pass curation is complete for all 40 genes; the split is represented in the AraC/XylS transcriptional regulator boundary module. Existing curated ada and BenR reviews were preserved as anchor cases, 38 new reviews were Asta-backed, DNA-binding transcription factor activity is kept as the shared core function, and target regulons, effector ligands, regulatory direction, and possible PP_4602 kinase side context remain unresolved unless already supported by gene-specific evidence.	PRESENT	CURATED	PRESENT
PP_2425	PP_2425	Q88K66	Transcriptional regulator, AraC family		GO:0003700; GO:0006351; GO:0009893; GO:0043565	IPR009057;IPR018060;IPR018062;IPR009594;	PF06719;PF12833;	DNA-binding;Reference proteome;Transcription;Transcription regulation	arac_xyls_transcriptional_regulators	AraC/XylS-family transcriptional regulators	arac_xyls_transcriptional_regulator_boundary	COMPLETED_SUBMODULE	CURATED	AraC/XylS-family transcription regulators. First-pass curation is complete for all 40 genes; the split is represented in the AraC/XylS transcriptional regulator boundary module. Existing curated ada and BenR reviews were preserved as anchor cases, 38 new reviews were Asta-backed, DNA-binding transcription factor activity is kept as the shared core function, and target regulons, effector ligands, regulatory direction, and possible PP_4602 kinase side context remain unresolved unless already supported by gene-specific evidence.	PRESENT	CURATED	PRESENT
PP_2430	PP_2430	Q88K61	Transcriptional regulator, AraC family		GO:0003700; GO:0006351; GO:0043565	IPR003313;IPR050204;IPR009057;IPR037923;IPR018060;	PF02311;PF12833;	DNA-binding;Reference proteome;Transcription;Transcription regulation	arac_xyls_transcriptional_regulators	AraC/XylS-family transcriptional regulators	arac_xyls_transcriptional_regulator_boundary	COMPLETED_SUBMODULE	CURATED	AraC/XylS-family transcription regulators. First-pass curation is complete for all 40 genes; the split is represented in the AraC/XylS transcriptional regulator boundary module. Existing curated ada and BenR reviews were preserved as anchor cases, 38 new reviews were Asta-backed, DNA-binding transcription factor activity is kept as the shared core function, and target regulons, effector ligands, regulatory direction, and possible PP_4602 kinase side context remain unresolved unless already supported by gene-specific evidence.	PRESENT	CURATED	PRESENT
PP_2960	PP_2960	Q88IN9	Transcriptional regulator, AraC family		GO:0003700; GO:0006351; GO:0043565	IPR032783;IPR050204;IPR009057;IPR018060;	PF12852;PF12833;	DNA-binding;Reference proteome;Transcription;Transcription regulation	arac_xyls_transcriptional_regulators	AraC/XylS-family transcriptional regulators	arac_xyls_transcriptional_regulator_boundary	COMPLETED_SUBMODULE	CURATED	AraC/XylS-family transcription regulators. First-pass curation is complete for all 40 genes; the split is represented in the AraC/XylS transcriptional regulator boundary module. Existing curated ada and BenR reviews were preserved as anchor cases, 38 new reviews were Asta-backed, DNA-binding transcription factor activity is kept as the shared core function, and target regulons, effector ligands, regulatory direction, and possible PP_4602 kinase side context remain unresolved unless already supported by gene-specific evidence.	PRESENT	CURATED	PRESENT
PP_3022	PP_3022	Q88IH7	Transcriptional regulator, AraC family		GO:0003700; GO:0005737; GO:0006351; GO:0009893; GO:0043565	IPR003313;IPR050204;IPR009057;IPR037923;IPR018060;IPR018062;IPR020449;	PF02311;PF12833;	Activator;DNA-binding;Reference proteome;Transcription;Transcription regulation	arac_xyls_transcriptional_regulators	AraC/XylS-family transcriptional regulators	arac_xyls_transcriptional_regulator_boundary	COMPLETED_SUBMODULE	CURATED	AraC/XylS-family transcription regulators. First-pass curation is complete for all 40 genes; the split is represented in the AraC/XylS transcriptional regulator boundary module. Existing curated ada and BenR reviews were preserved as anchor cases, 38 new reviews were Asta-backed, DNA-binding transcription factor activity is kept as the shared core function, and target regulons, effector ligands, regulatory direction, and possible PP_4602 kinase side context remain unresolved unless already supported by gene-specific evidence.	PRESENT	CURATED	PRESENT
PP_3149	PP_3149	Q88I52	Transcriptional regulator, AraC family		GO:0003700; GO:0006351; GO:0043565	IPR050204;IPR009057;IPR018060;	PF12833;	DNA-binding;Reference proteome;Transcription;Transcription regulation	arac_xyls_transcriptional_regulators	AraC/XylS-family transcriptional regulators	arac_xyls_transcriptional_regulator_boundary	COMPLETED_SUBMODULE	CURATED	AraC/XylS-family transcription regulators. First-pass curation is complete for all 40 genes; the split is represented in the AraC/XylS transcriptional regulator boundary module. Existing curated ada and BenR reviews were preserved as anchor cases, 38 new reviews were Asta-backed, DNA-binding transcription factor activity is kept as the shared core function, and target regulons, effector ligands, regulatory direction, and possible PP_4602 kinase side context remain unresolved unless already supported by gene-specific evidence.	PRESENT	CURATED	PRESENT
benR	PP_3159	Q88I42	BenABC operon transcriptional activator		GO:0003700; GO:0005737; GO:0006351; GO:0009893; GO:0043565	IPR035418;IPR050204;IPR009057;IPR018060;IPR018062;	PF14525;PF12833;	Activator;DNA-binding;Reference proteome;Transcription;Transcription regulation	arac_xyls_transcriptional_regulators	AraC/XylS-family transcriptional regulators	arac_xyls_transcriptional_regulator_boundary	COMPLETED_SUBMODULE	CURATED	AraC/XylS-family transcription regulators. First-pass curation is complete for all 40 genes; the split is represented in the AraC/XylS transcriptional regulator boundary module. Existing curated ada and BenR reviews were preserved as anchor cases, 38 new reviews were Asta-backed, DNA-binding transcription factor activity is kept as the shared core function, and target regulons, effector ligands, regulatory direction, and possible PP_4602 kinase side context remain unresolved unless already supported by gene-specific evidence.	PRESENT	CURATED	PRESENT
PP_3439	PP_3439	Q88HC1	Transcriptional regulator, AraC family		GO:0003700; GO:0005737; GO:0006351; GO:0009893; GO:0043565	IPR003313;IPR050204;IPR009057;IPR037923;IPR018060;IPR018062;IPR014710;	PF02311;PF12833;	Activator;DNA-binding;Reference proteome;Transcription;Transcription regulation	arac_xyls_transcriptional_regulators	AraC/XylS-family transcriptional regulators	arac_xyls_transcriptional_regulator_boundary	COMPLETED_SUBMODULE	CURATED	AraC/XylS-family transcription regulators. First-pass curation is complete for all 40 genes; the split is represented in the AraC/XylS transcriptional regulator boundary module. Existing curated ada and BenR reviews were preserved as anchor cases, 38 new reviews were Asta-backed, DNA-binding transcription factor activity is kept as the shared core function, and target regulons, effector ligands, regulatory direction, and possible PP_4602 kinase side context remain unresolved unless already supported by gene-specific evidence.	PRESENT	CURATED	PRESENT
PP_3516	PP_3516	Q88H49	Transcriptional regulator, AraC family		GO:0003700; GO:0005737; GO:0006351; GO:0009893; GO:0043565	IPR035418;IPR050204;IPR009057;IPR018060;IPR018062;	PF14525;PF12833;	Activator;DNA-binding;Reference proteome;Transcription;Transcription regulation	arac_xyls_transcriptional_regulators	AraC/XylS-family transcriptional regulators	arac_xyls_transcriptional_regulator_boundary	COMPLETED_SUBMODULE	CURATED	AraC/XylS-family transcription regulators. First-pass curation is complete for all 40 genes; the split is represented in the AraC/XylS transcriptional regulator boundary module. Existing curated ada and BenR reviews were preserved as anchor cases, 38 new reviews were Asta-backed, DNA-binding transcription factor activity is kept as the shared core function, and target regulons, effector ligands, regulatory direction, and possible PP_4602 kinase side context remain unresolved unless already supported by gene-specific evidence.	PRESENT	CURATED	PRESENT
PP_3526	PP_3526	Q88H39	Transcriptional regulator, AraC family		GO:0003700; GO:0006351; GO:0009893; GO:0043565; GO:0046872	IPR029062;IPR002818;IPR009057;IPR018060;IPR018062;IPR052158;	PF01965;PF12833;	3D-structure;DNA-binding;Metal-binding;Reference proteome;Transcription;Transcription regulation	arac_xyls_transcriptional_regulators	AraC/XylS-family transcriptional regulators	arac_xyls_transcriptional_regulator_boundary	COMPLETED_SUBMODULE	CURATED	AraC/XylS-family transcription regulators. First-pass curation is complete for all 40 genes; the split is represented in the AraC/XylS transcriptional regulator boundary module. Existing curated ada and BenR reviews were preserved as anchor cases, 38 new reviews were Asta-backed, DNA-binding transcription factor activity is kept as the shared core function, and target regulons, effector ligands, regulatory direction, and possible PP_4602 kinase side context remain unresolved unless already supported by gene-specific evidence.	PRESENT	CURATED	PRESENT
pobR	PP_3538	Q88H27	Transcriptional regulator		GO:0003700; GO:0006351; GO:0043565	IPR003313;IPR047264;IPR009057;IPR018060;IPR014710;IPR011051;IPR020449;	PF02311;PF12833;	Activator;DNA-binding;Reference proteome;Transcription;Transcription regulation	arac_xyls_transcriptional_regulators	AraC/XylS-family transcriptional regulators	arac_xyls_transcriptional_regulator_boundary	COMPLETED_SUBMODULE	CURATED	AraC/XylS-family transcription regulators. First-pass curation is complete for all 40 genes; the split is represented in the AraC/XylS transcriptional regulator boundary module. Existing curated ada and BenR reviews were preserved as anchor cases, 38 new reviews were Asta-backed, DNA-binding transcription factor activity is kept as the shared core function, and target regulons, effector ligands, regulatory direction, and possible PP_4602 kinase side context remain unresolved unless already supported by gene-specific evidence.	PRESENT	CURATED	PRESENT
PP_3564	PP_3564	Q88H01	Transcriptional regulator, AraC family		GO:0003700; GO:0006351; GO:0009893; GO:0043565	IPR029062;IPR002818;IPR009057;IPR018060;IPR018062;IPR052158;	PF01965;PF12833;	DNA-binding;Reference proteome;Transcription;Transcription regulation	arac_xyls_transcriptional_regulators	AraC/XylS-family transcriptional regulators	arac_xyls_transcriptional_regulator_boundary	COMPLETED_SUBMODULE	CURATED	AraC/XylS-family transcription regulators. First-pass curation is complete for all 40 genes; the split is represented in the AraC/XylS transcriptional regulator boundary module. Existing curated ada and BenR reviews were preserved as anchor cases, 38 new reviews were Asta-backed, DNA-binding transcription factor activity is kept as the shared core function, and target regulons, effector ligands, regulatory direction, and possible PP_4602 kinase side context remain unresolved unless already supported by gene-specific evidence.	PRESENT	CURATED	PRESENT
PP_3640	PP_3640	Q88GS8	Transcriptional regulator, AraC family		GO:0003700; GO:0006351; GO:0043565	IPR032783;IPR009057;IPR018060;	PF12852;PF12833;	DNA-binding;Reference proteome;Transcription;Transcription regulation	arac_xyls_transcriptional_regulators	AraC/XylS-family transcriptional regulators	arac_xyls_transcriptional_regulator_boundary	COMPLETED_SUBMODULE	CURATED	AraC/XylS-family transcription regulators. First-pass curation is complete for all 40 genes; the split is represented in the AraC/XylS transcriptional regulator boundary module. Existing curated ada and BenR reviews were preserved as anchor cases, 38 new reviews were Asta-backed, DNA-binding transcription factor activity is kept as the shared core function, and target regulons, effector ligands, regulatory direction, and possible PP_4602 kinase side context remain unresolved unless already supported by gene-specific evidence.	PRESENT	CURATED	PRESENT
PP_3659	PP_3659	Q88GQ9	Transcriptional regulator, AraC family		GO:0000976; GO:0003700; GO:0005829; GO:0006351	IPR032687;IPR009057;IPR018060;IPR020449;	PF12625;PF12833;	DNA-binding;Reference proteome;Transcription;Transcription regulation	arac_xyls_transcriptional_regulators	AraC/XylS-family transcriptional regulators	arac_xyls_transcriptional_regulator_boundary	COMPLETED_SUBMODULE	CURATED	AraC/XylS-family transcription regulators. First-pass curation is complete for all 40 genes; the split is represented in the AraC/XylS transcriptional regulator boundary module. Existing curated ada and BenR reviews were preserved as anchor cases, 38 new reviews were Asta-backed, DNA-binding transcription factor activity is kept as the shared core function, and target regulons, effector ligands, regulatory direction, and possible PP_4602 kinase side context remain unresolved unless already supported by gene-specific evidence.	PRESENT	CURATED	PRESENT
PP_3665	PP_3665	Q88GQ3	AraC family transcriptional regulator		GO:0003700; GO:0006351; GO:0009893; GO:0043565	IPR029062;IPR002818;IPR009057;IPR018060;IPR018062;IPR052158;IPR020449;	PF01965;PF12833;	DNA-binding;Reference proteome;Transcription;Transcription regulation	arac_xyls_transcriptional_regulators	AraC/XylS-family transcriptional regulators	arac_xyls_transcriptional_regulator_boundary	COMPLETED_SUBMODULE	CURATED	AraC/XylS-family transcription regulators. First-pass curation is complete for all 40 genes; the split is represented in the AraC/XylS transcriptional regulator boundary module. Existing curated ada and BenR reviews were preserved as anchor cases, 38 new reviews were Asta-backed, DNA-binding transcription factor activity is kept as the shared core function, and target regulons, effector ligands, regulatory direction, and possible PP_4602 kinase side context remain unresolved unless already supported by gene-specific evidence.	PRESENT	CURATED	PRESENT
PP_3753	PP_3753	Q88GH1	Transcriptional regulator, AraC family		GO:0000976; GO:0003700; GO:0005829; GO:0006351	IPR032687;IPR009057;IPR018060;IPR020449;	PF12625;PF12833;	DNA-binding;Reference proteome;Transcription;Transcription regulation	arac_xyls_transcriptional_regulators	AraC/XylS-family transcriptional regulators	arac_xyls_transcriptional_regulator_boundary	COMPLETED_SUBMODULE	CURATED	AraC/XylS-family transcription regulators. First-pass curation is complete for all 40 genes; the split is represented in the AraC/XylS transcriptional regulator boundary module. Existing curated ada and BenR reviews were preserved as anchor cases, 38 new reviews were Asta-backed, DNA-binding transcription factor activity is kept as the shared core function, and target regulons, effector ligands, regulatory direction, and possible PP_4602 kinase side context remain unresolved unless already supported by gene-specific evidence.	PRESENT	CURATED	PRESENT
PP_4482	PP_4482	Q88EI1	Transcriptional regulator, AraC family		GO:0003700; GO:0006351; GO:0009893; GO:0043565	IPR029062;IPR009057;IPR018060;IPR018062;IPR020449;	PF12833;	Activator;DNA-binding;Reference proteome;Transcription;Transcription regulation	arac_xyls_transcriptional_regulators	AraC/XylS-family transcriptional regulators	arac_xyls_transcriptional_regulator_boundary	COMPLETED_SUBMODULE	CURATED	AraC/XylS-family transcription regulators. First-pass curation is complete for all 40 genes; the split is represented in the AraC/XylS transcriptional regulator boundary module. Existing curated ada and BenR reviews were preserved as anchor cases, 38 new reviews were Asta-backed, DNA-binding transcription factor activity is kept as the shared core function, and target regulons, effector ligands, regulatory direction, and possible PP_4602 kinase side context remain unresolved unless already supported by gene-specific evidence.	PRESENT	CURATED	PRESENT
PP_4508	PP_4508	Q88EF7	Transcriptional regulator, AraC family		GO:0000976; GO:0003700; GO:0005829; GO:0006351	IPR032687;IPR009057;IPR018060;IPR020449;	PF12625;PF12833;	DNA-binding;Reference proteome;Transcription;Transcription regulation	arac_xyls_transcriptional_regulators	AraC/XylS-family transcriptional regulators	arac_xyls_transcriptional_regulator_boundary	COMPLETED_SUBMODULE	CURATED	AraC/XylS-family transcription regulators. First-pass curation is complete for all 40 genes; the split is represented in the AraC/XylS transcriptional regulator boundary module. Existing curated ada and BenR reviews were preserved as anchor cases, 38 new reviews were Asta-backed, DNA-binding transcription factor activity is kept as the shared core function, and target regulons, effector ligands, regulatory direction, and possible PP_4602 kinase side context remain unresolved unless already supported by gene-specific evidence.	PRESENT	CURATED	PRESENT
