suggested_review_name	ordered_locus	uniprot_accession	entry_name	primary_gene	all_gene_names	protein_name	reviewed	annotation_score	ec_numbers	go_ids	primary_bucket_id	primary_bucket_label	is_primary_for_pathway	membership_source	membership_pathway_id	membership_pathway_name	gene_dir	review_status	review_file	curation_status	openscientist_research_status	openscientist_research_file
PP_2793	PP_2793	Q88J56	Q88J56_PSEPK	PP_2793	PP_2793	long-chain-acyl-CoA dehydrogenase (EC 1.3.8.8)	unreviewed	2.0	1.3.8.8	GO:0003995; GO:0005737; GO:0033539; GO:0050660	kegg:ppu00071	Fatty acid degradation	false	KEGG	ppu00280	Valine, leucine and isoleucine degradation	genes/PSEPK/PP_2793	MISSING		MISSING	MISSING	
aacs	PP_3071	Q88IC8	Q88IC8_PSEPK	aacs	aacs PP_3071	Acetoacetyl-coenzyme A synthetase (EC 6.2.1.16)	unreviewed	1.0	6.2.1.16	GO:0005524; GO:0006629; GO:0030729	kegg:ppu00280	Valine, leucine and isoleucine degradation	true	KEGG	ppu00280	Valine, leucine and isoleucine degradation	genes/PSEPK/aacs	MISSING		MISSING	MISSING	
atoA	PP_3122	Q88I79	Q88I79_PSEPK	atoA	atoA PP_3122	3-oxoadipate CoA-transferase (EC 2.8.3.6)	unreviewed	2.0	2.8.3.6	GO:0042952; GO:0047569	kegg:ppu00280	Valine, leucine and isoleucine degradation	true	KEGG	ppu00280	Valine, leucine and isoleucine degradation	genes/PSEPK/atoA	MISSING		MISSING	MISSING	
atoB	PP_3123	Q88I78	Q88I78_PSEPK	atoB	atoB PP_3123	3-oxoadipate CoA-transferase (EC 2.8.3.6)	unreviewed	2.0	2.8.3.6	GO:0042952; GO:0047569	kegg:ppu00280	Valine, leucine and isoleucine degradation	true	KEGG	ppu00280	Valine, leucine and isoleucine degradation	genes/PSEPK/atoB	MISSING		MISSING	MISSING	
paaF	PP_3284	Q88HR9	Q88HR9_PSEPK	paaF	paaF PP_3284	Enoyl-CoA hydratase-isomerase (EC 4.2.1.17)	unreviewed	1.0	4.2.1.17	GO:0004300; GO:0006635	kegg:ppu00930	Caprolactam degradation	false	KEGG	ppu00280	Valine, leucine and isoleucine degradation	genes/PSEPK/paaF	PRESENT	genes/PSEPK/paaF/paaF-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/paaF/paaF-deep-research-openscientist.md
PP_3355	PP_3355	Q88HK1	Q88HK1_PSEPK	PP_3355	PP_3355	Beta-ketothiolase	unreviewed	1.0		GO:0003985; GO:0006635	kegg:ppu00900	Terpenoid backbone biosynthesis	false	KEGG	ppu00280	Valine, leucine and isoleucine degradation	genes/PSEPK/PP_3355	MISSING		MISSING	MISSING	
PP_3394	PP_3394	Q88HG4	Q88HG4_PSEPK	PP_3394	PP_3394	3-hydroxy-3-methylglutaryl-CoA lyase	unreviewed	1.0		GO:0004419; GO:0006552; GO:0046872; GO:0046912; GO:0046951	kegg:ppu00907	Pinene, camphor and geraniol degradation	false	KEGG	ppu00280	Valine, leucine and isoleucine degradation	genes/PSEPK/PP_3394	PRESENT	genes/PSEPK/PP_3394/PP_3394-ai-review.yaml	CURATED	MISSING	
ilvE	PP_3511	Q88H54	Q88H54_PSEPK	ilvE	ilvE PP_3511	Branched-chain-amino-acid aminotransferase (EC 2.6.1.42)	unreviewed	3.0	2.6.1.42	GO:0009097; GO:0009098; GO:0009099; GO:0052654; GO:0052655; GO:0052656	kegg:ppu00290	Valine, leucine and isoleucine biosynthesis	false	KEGG	ppu00280	Valine, leucine and isoleucine degradation	genes/PSEPK/ilvE	PRESENT	genes/PSEPK/ilvE/ilvE-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/ilvE/ilvE-deep-research-openscientist.md
mvaB	PP_3540	Q88H25	Q88H25_PSEPK	mvaB	mvaB PP_3540	hydroxymethylglutaryl-CoA lyase (EC 4.1.3.4)	unreviewed	2.0	4.1.3.4	GO:0004419; GO:0006552; GO:0046872; GO:0046951	kegg:ppu00907	Pinene, camphor and geraniol degradation	false	KEGG	ppu00280	Valine, leucine and isoleucine degradation	genes/PSEPK/mvaB	PRESENT	genes/PSEPK/mvaB/mvaB-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/mvaB/mvaB-deep-research-openscientist.md
PP_3725	PP_3725	Q88GJ7	Q88GJ7_PSEPK	PP_3725	PP_3725	Acyl-CoA dehydrogenase	unreviewed	1.0		GO:0003995; GO:0050660	kegg:ppu00071	Fatty acid degradation	false	KEGG	ppu00280	Valine, leucine and isoleucine degradation	genes/PSEPK/PP_3725	MISSING		MISSING	MISSING	
bktB	PP_3754	Q88GH0	Q88GH0_PSEPK	bktB	bktB PP_3754	Beta-ketothiolase BktB (EC 2.3.1.16, EC 2.3.1.9)	unreviewed	2.0	2.3.1.16; 2.3.1.9	GO:0003985; GO:0033812; GO:0044281	kegg:ppu00900	Terpenoid backbone biosynthesis	false	KEGG	ppu00280	Valine, leucine and isoleucine degradation	genes/PSEPK/bktB	MISSING		MISSING	MISSING	
ivd	PP_4064	Q88FM5	Q88FM5_PSEPK	ivd	ivd PP_4064	Isovaleryl-CoA dehydrogenase, mitochondrial (EC 1.3.8.4)	unreviewed	2.0	1.3.8.4	GO:0006552; GO:0008470; GO:0050660	kegg:ppu00280	Valine, leucine and isoleucine degradation	true	KEGG	ppu00280	Valine, leucine and isoleucine degradation	genes/PSEPK/ivd	PRESENT	genes/PSEPK/ivd/ivd-ai-review.yaml	CURATED	MISSING	
mccB	PP_4065	Q88FM4	Q88FM4_PSEPK	mccB	mccB PP_4065	Methylcrotonyl-CoA carboxylase biotin-containing subunit beta (EC 6.4.1.4)	unreviewed	1.0	6.4.1.4	GO:0004485; GO:0006552; GO:1905202	kegg:ppu00280	Valine, leucine and isoleucine degradation	true	KEGG	ppu00280	Valine, leucine and isoleucine degradation	genes/PSEPK/mccB	PRESENT	genes/PSEPK/mccB/mccB-ai-review.yaml	CURATED	MISSING	
liuC	PP_4066	Q88FM3	Q88FM3_PSEPK	liuC	liuC PP_4066	Methylglutaconyl-CoA hydratase (EC 4.2.1.18)	unreviewed	1.0	4.2.1.18	GO:0004490; GO:0008300	kegg:ppu00280	Valine, leucine and isoleucine degradation	true	KEGG	ppu00280	Valine, leucine and isoleucine degradation	genes/PSEPK/liuC	PRESENT	genes/PSEPK/liuC/liuC-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/liuC/liuC-deep-research-openscientist.md
mccA	PP_4067	Q88FM2	Q88FM2_PSEPK	mccA	mccA PP_4067	Biotin carboxylase (Acetyl-coenzyme A carboxylase biotin carboxylase subunit A)	unreviewed	2.0		GO:0004075; GO:0005524; GO:0046872	kegg:ppu00280	Valine, leucine and isoleucine degradation	true	KEGG	ppu00280	Valine, leucine and isoleucine degradation	genes/PSEPK/mccA	PRESENT	genes/PSEPK/mccA/mccA-ai-review.yaml	CURATED	MISSING	
lpdG	PP_4187	Q88FB1	Q88FB1_PSEPK	lpdG	lpdG PP_4187	Dihydrolipoyl dehydrogenase (EC 1.8.1.4)	unreviewed	3.0	1.8.1.4	GO:0004148; GO:0005737; GO:0006103; GO:0050660	kegg:ppu00785	Lipoic acid metabolism	false	KEGG	ppu00280	Valine, leucine and isoleucine degradation	genes/PSEPK/lpdG	PRESENT	genes/PSEPK/lpdG/lpdG-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/lpdG/lpdG-deep-research-openscientist.md
bkdAA	PP_4401	Q88EQ2	Q88EQ2_PSEPK	bkdAA	bkdAA PP_4401	2-oxoisovalerate dehydrogenase subunit alpha (EC 1.2.4.4) (Branched-chain alpha-keto acid dehydrogenase E1 component alpha chain)	unreviewed	2.0	1.2.4.4	GO:0003863; GO:0009083	kegg:ppu00785	Lipoic acid metabolism	false	KEGG	ppu00280	Valine, leucine and isoleucine degradation	genes/PSEPK/bkdAA	MISSING		MISSING	MISSING	
bkdAB	PP_4402	Q88EQ1	Q88EQ1_PSEPK	bkdAB	bkdAB PP_4402	2-oxoisovalerate dehydrogenase subunit beta (EC 1.2.4.4) (Branched-chain alpha-keto acid dehydrogenase E1 component beta chain)	unreviewed	2.0	1.2.4.4	GO:0003863; GO:0007584; GO:0009083	kegg:ppu00785	Lipoic acid metabolism	false	KEGG	ppu00280	Valine, leucine and isoleucine degradation	genes/PSEPK/bkdAB	MISSING		MISSING	MISSING	
bkdB	PP_4403	Q88EQ0	Q88EQ0_PSEPK	bkdB	bkdB PP_4403	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.-)	unreviewed	2.0	2.3.1.-	GO:0005737; GO:0016407; GO:0016491; GO:0031405	kegg:ppu00785	Lipoic acid metabolism	false	KEGG	ppu00280	Valine, leucine and isoleucine degradation	genes/PSEPK/bkdB	MISSING		MISSING	MISSING	
lpdV	PP_4404	Q88EP9	Q88EP9_PSEPK	lpdV	lpdV PP_4404	Dihydrolipoyl dehydrogenase (EC 1.8.1.4)	unreviewed	3.0	1.8.1.4	GO:0004148; GO:0005737; GO:0006103; GO:0050660	kegg:ppu00785	Lipoic acid metabolism	false	KEGG	ppu00280	Valine, leucine and isoleucine degradation	genes/PSEPK/lpdV	PRESENT	genes/PSEPK/lpdV/lpdV-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/lpdV/lpdV-deep-research-openscientist.md
ldh	PP_4617	Q88E51	Q88E51_PSEPK	ldh	ldh PP_4617	Leucine dehydrogenase (EC 1.4.1.9)	unreviewed	2.0	1.4.1.9	GO:0000166; GO:0006520; GO:0050049	kegg:ppu00290	Valine, leucine and isoleucine biosynthesis	false	KEGG	ppu00280	Valine, leucine and isoleucine degradation	genes/PSEPK/ldh	MISSING		MISSING	MISSING	
yqeF	PP_4636	Q88E32	Q88E32_PSEPK	yqeF	yqeF PP_4636	Acetyl-CoA acetyltransferase (EC 2.3.1.9)	unreviewed	2.0	2.3.1.9	GO:0003985; GO:0033812; GO:0044281	kegg:ppu00900	Terpenoid backbone biosynthesis	false	KEGG	ppu00280	Valine, leucine and isoleucine degradation	genes/PSEPK/yqeF	MISSING		MISSING	MISSING	
mmsB	PP_4666	Q88E02	Q88E02_PSEPK	mmsB	mmsB PP_4666	3-hydroxyisobutyrate dehydrogenase (HIBADH) (EC 1.1.1.31)	unreviewed	2.0	1.1.1.31	GO:0006574; GO:0008442; GO:0050661; GO:0051287	kegg:ppu00280	Valine, leucine and isoleucine degradation	true	KEGG	ppu00280	Valine, leucine and isoleucine degradation	genes/PSEPK/mmsB	MISSING		MISSING	MISSING	
mmsA-II	PP_4667	Q88E01	Q88E01_PSEPK	mmsA-II	mmsA-II PP_4667	methylmalonate-semialdehyde dehydrogenase (CoA acylating) (EC 1.2.1.27)	unreviewed	2.0	1.2.1.27	GO:0004491; GO:0006210; GO:0006574	kegg:ppu00562	Inositol phosphate metabolism	false	KEGG	ppu00280	Valine, leucine and isoleucine degradation	genes/PSEPK/mmsA-II	MISSING		MISSING	MISSING	
lpd	PP_5366	Q88C17	Q88C17_PSEPK	lpd	lpd PP_5366	Dihydrolipoyl dehydrogenase (EC 1.8.1.4)	unreviewed	3.0	1.8.1.4	GO:0004148; GO:0005737; GO:0006103; GO:0045333; GO:0050660; GO:1990234	kegg:ppu00785	Lipoic acid metabolism	false	KEGG	ppu00280	Valine, leucine and isoleucine degradation	genes/PSEPK/lpd	PRESENT	genes/PSEPK/lpd/lpd-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/lpd/lpd-deep-research-openscientist.md
