suggested_review_name	ordered_locus	uniprot_accession	entry_name	primary_gene	all_gene_names	protein_name	reviewed	annotation_score	ec_numbers	go_ids	primary_bucket_id	primary_bucket_label	is_primary_for_pathway	membership_source	membership_pathway_id	membership_pathway_name	gene_dir	review_status	review_file	curation_status	asta_research_status	asta_research_file
hisZ	PP_4890	Q88DD7	HISZ_PSEPK	hisZ	hisZ PP_4890	ATP phosphoribosyltransferase regulatory subunit	reviewed	2.0		GO:0000105; GO:0005737	kegg:ppu00340	Histidine metabolism	true	KEGG	ppu00340	Histidine metabolism	genes/PSEPK/hisZ	PRESENT	genes/PSEPK/hisZ/hisZ-ai-review.yaml	CURATED	MISSING
PP_4983	PP_4983	Q88D45	Q88D45_PSEPK	PP_4983	PP_4983	Tryptophan 2-monooxygenase (EC 1.13.12.3)	unreviewed	2.0	1.13.12.3	GO:0009851; GO:0050361	kegg:ppu00350	Tyrosine metabolism	false	KEGG	ppu00340	Histidine metabolism	genes/PSEPK/iaaM	PRESENT	genes/PSEPK/iaaM/iaaM-ai-review.yaml	CURATED	MISSING
hisI	PP_5014	Q88D15	HIS3_PSEPK	hisI	hisI PP_5014	Phosphoribosyl-AMP cyclohydrolase (PRA-CH) (EC 3.5.4.19)	reviewed	3.0	3.5.4.19	GO:0000105; GO:0000287; GO:0004635; GO:0004636; GO:0005737; GO:0008270	kegg:ppu00340	Histidine metabolism	true	KEGG	ppu00340	Histidine metabolism	genes/PSEPK/hisI	MISSING		MISSING	MISSING
hisE	PP_5015	Q88D14	HIS2_PSEPK	hisE	hisE PP_5015	Phosphoribosyl-ATP pyrophosphatase (PRA-PH) (EC 3.6.1.31)	reviewed	2.0	3.6.1.31	GO:0000105; GO:0004636; GO:0005524; GO:0005737	kegg:ppu00340	Histidine metabolism	true	KEGG	ppu00340	Histidine metabolism	genes/PSEPK/hisE	MISSING		MISSING	MISSING
hutG	PP_5029	Q88D00	Q88D00_PSEPK	hutG	hutG PP_5029	N-formylglutamate deformylase (EC 3.5.1.68)	unreviewed	1.0	3.5.1.68	GO:0050129	kegg:ppu00340	Histidine metabolism	true	KEGG	ppu00340	Histidine metabolism	genes/PSEPK/hutG	MISSING		MISSING	MISSING
hutI	PP_5030	Q88CZ9	HUTI_PSEPK	hutI	hutI PP_5030	Imidazolonepropionase (EC 3.5.2.7) (Imidazolone-5-propionate hydrolase)	reviewed	3.0	3.5.2.7	GO:0005506; GO:0005737; GO:0008270; GO:0019556; GO:0019557; GO:0050480	kegg:ppu00340	Histidine metabolism	true	KEGG	ppu00340	Histidine metabolism	genes/PSEPK/hutI	MISSING		MISSING	MISSING
hutH	PP_5032	Q88CZ7	HUTH_PSEPK	hutH	hutH PP_5032	Histidine ammonia-lyase (Histidase) (EC 4.3.1.3)	reviewed	2.0	4.3.1.3	GO:0004397; GO:0005737; GO:0019556; GO:0019557	kegg:ppu00340	Histidine metabolism	true	KEGG	ppu00340	Histidine metabolism	genes/PSEPK/hutH	MISSING		MISSING	MISSING
hutU	PP_5033	Q88CZ6	HUTU_PSEPK	hutU	hutU PP_5033	Urocanate hydratase (Urocanase) (EC 4.2.1.49) (Imidazolonepropionate hydrolase)	reviewed	3.0	4.2.1.49	GO:0005737; GO:0016153; GO:0019556; GO:0019557	kegg:ppu00340	Histidine metabolism	true	KEGG	ppu00340	Histidine metabolism	genes/PSEPK/hutU	MISSING		MISSING	MISSING
hutF	PP_5036	Q88CZ3	Q88CZ3_PSEPK	hutF	hutF PP_5036	Formimidoylglutamate deiminase (EC 3.5.3.13)	unreviewed	2.0	3.5.3.13	GO:0005829; GO:0019239; GO:0019557; GO:0046872; GO:0050416	kegg:ppu00340	Histidine metabolism	true	KEGG	ppu00340	Histidine metabolism	genes/PSEPK/hutF	MISSING		MISSING	MISSING
PP_5147	PP_5147	Q88CN3	Q88CN3_PSEPK	PP_5147	PP_5147	Histidinol-phosphatase (EC 3.1.3.15) (Histidinol-phosphate phosphatase)	unreviewed	2.0	3.1.3.15	GO:0004401; GO:0046872	kegg:ppu00340	Histidine metabolism	true	KEGG	ppu00340	Histidine metabolism	genes/PSEPK/PP_5147	MISSING		MISSING	MISSING
