gene	ordered_locus	uniprot_accession	protein_name	ec_numbers	go_ids	interpro_ids	pfam_ids	keywords	partition_bucket	partition_label	proposed_module	recommended_action	bucket_status	notes	review_status	curation_status	asta_research_status
PP_3040	PP_3040	Q88IF9	Pyocin R2_PP, holin			IPR032128;	PF16085;	Membrane;Reference proteome;Transmembrane;Transmembrane helix	stress_resistance_membrane_spillovers	Stress-resistance membrane spillovers	stress_detoxification_spillover_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 20 stress-resistance membrane spillover genes. The existing stress/detoxification spillover module was extended with Pqi paraquat-response proteins, PP_1264 xenobiotic efflux context, TerB toxic-stress context, holin/phage release side nodes, CidA/CidB holin-regulator context, and unresolved VasX/CptA/ToxA toxin-domain membrane side nodes.	PRESENT	CURATED	PRESENT
PP_3388	PP_3388	Q88HH0	Toxin VasX N-terminal region domain-containing protein			IPR048126;IPR046864;	PF20249;	Membrane;Reference proteome;Transmembrane;Transmembrane helix	stress_resistance_membrane_spillovers	Stress-resistance membrane spillovers	stress_detoxification_spillover_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 20 stress-resistance membrane spillover genes. The existing stress/detoxification spillover module was extended with Pqi paraquat-response proteins, PP_1264 xenobiotic efflux context, TerB toxic-stress context, holin/phage release side nodes, CidA/CidB holin-regulator context, and unresolved VasX/CptA/ToxA toxin-domain membrane side nodes.	PRESENT	CURATED	PRESENT
nfrB	PP_3448	Q88HB2	Bacteriophage N4 receptor, inner membrane subunit			IPR001173;IPR029044;IPR037257;IPR007831;	PF13632;PF05157;	Membrane;Receptor;Reference proteome;Transmembrane;Transmembrane helix	stress_resistance_membrane_spillovers	Stress-resistance membrane spillovers	stress_detoxification_spillover_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 20 stress-resistance membrane spillover genes. The existing stress/detoxification spillover module was extended with Pqi paraquat-response proteins, PP_1264 xenobiotic efflux context, TerB toxic-stress context, holin/phage release side nodes, CidA/CidB holin-regulator context, and unresolved VasX/CptA/ToxA toxin-domain membrane side nodes.	PRESENT	CURATED	PRESENT
PP_3616	PP_3616	Q88GV1	Toxin VasX N-terminal region domain-containing protein			IPR048126;IPR046864;	PF20249;	Coiled coil;Membrane;Reference proteome;Transmembrane;Transmembrane helix	stress_resistance_membrane_spillovers	Stress-resistance membrane spillovers	stress_detoxification_spillover_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 20 stress-resistance membrane spillover genes. The existing stress/detoxification spillover module was extended with Pqi paraquat-response proteins, PP_1264 xenobiotic efflux context, TerB toxic-stress context, holin/phage release side nodes, CidA/CidB holin-regulator context, and unresolved VasX/CptA/ToxA toxin-domain membrane side nodes.	PRESENT	CURATED	PRESENT
PP_3865	PP_3865	Q88G60	Phage tail protein			IPR010090;	PF10145;	Membrane;Reference proteome;Transmembrane;Transmembrane helix;Viral release from host cell	stress_resistance_membrane_spillovers	Stress-resistance membrane spillovers	stress_detoxification_spillover_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 20 stress-resistance membrane spillover genes. The existing stress/detoxification spillover module was extended with Pqi paraquat-response proteins, PP_1264 xenobiotic efflux context, TerB toxic-stress context, holin/phage release side nodes, CidA/CidB holin-regulator context, and unresolved VasX/CptA/ToxA toxin-domain membrane side nodes.	PRESENT	CURATED	PRESENT
PP_3884	PP_3884	Q88G42	Phage holin, lambda family			IPR006481;	PF05106;	Membrane;Reference proteome;Transmembrane;Transmembrane helix	stress_resistance_membrane_spillovers	Stress-resistance membrane spillovers	stress_detoxification_spillover_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 20 stress-resistance membrane spillover genes. The existing stress/detoxification spillover module was extended with Pqi paraquat-response proteins, PP_1264 xenobiotic efflux context, TerB toxic-stress context, holin/phage release side nodes, CidA/CidB holin-regulator context, and unresolved VasX/CptA/ToxA toxin-domain membrane side nodes.	PRESENT	CURATED	PRESENT
cidB	PP_4625	Q88E43	Anti-holin regulator of holin CidA		GO:0016020	IPR007300;	PF04172;	Membrane;Reference proteome;Transmembrane;Transmembrane helix	stress_resistance_membrane_spillovers	Stress-resistance membrane spillovers	stress_detoxification_spillover_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 20 stress-resistance membrane spillover genes. The existing stress/detoxification spillover module was extended with Pqi paraquat-response proteins, PP_1264 xenobiotic efflux context, TerB toxic-stress context, holin/phage release side nodes, CidA/CidB holin-regulator context, and unresolved VasX/CptA/ToxA toxin-domain membrane side nodes.	PRESENT	CURATED	PRESENT
cidA	PP_4626	Q88E42	Holin regulator of murein hydrolases		GO:0005886; GO:0016787	IPR005538;	PF03788;	Cell membrane;Hydrolase;Membrane;Reference proteome;Transmembrane;Transmembrane helix	stress_resistance_membrane_spillovers	Stress-resistance membrane spillovers	stress_detoxification_spillover_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 20 stress-resistance membrane spillover genes. The existing stress/detoxification spillover module was extended with Pqi paraquat-response proteins, PP_1264 xenobiotic efflux context, TerB toxic-stress context, holin/phage release side nodes, CidA/CidB holin-regulator context, and unresolved VasX/CptA/ToxA toxin-domain membrane side nodes.	PRESENT	CURATED	PRESENT
PP_5065	PP_5065	Q88CW5	Dermonecrotic toxin N-terminal domain-containing protein			IPR046673;	PF20178;	Membrane;Reference proteome;Transmembrane;Transmembrane helix	stress_resistance_membrane_spillovers	Stress-resistance membrane spillovers	stress_detoxification_spillover_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 20 stress-resistance membrane spillover genes. The existing stress/detoxification spillover module was extended with Pqi paraquat-response proteins, PP_1264 xenobiotic efflux context, TerB toxic-stress context, holin/phage release side nodes, CidA/CidB holin-regulator context, and unresolved VasX/CptA/ToxA toxin-domain membrane side nodes.	PRESENT	CURATED	PRESENT
PP_5745	PP_5745	A0A140FVZ5	Paraquat-inducible protein A		GO:0005886	IPR007498;IPR051800;	PF04403;	Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix	stress_resistance_membrane_spillovers	Stress-resistance membrane spillovers	stress_detoxification_spillover_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 20 stress-resistance membrane spillover genes. The existing stress/detoxification spillover module was extended with Pqi paraquat-response proteins, PP_1264 xenobiotic efflux context, TerB toxic-stress context, holin/phage release side nodes, CidA/CidB holin-regulator context, and unresolved VasX/CptA/ToxA toxin-domain membrane side nodes.	PRESENT	CURATED	PRESENT
