gene	ordered_locus	uniprot_accession	protein_name	partition_bucket	partition_label	proposed_module	recommended_action	notes	review_status	curation_status	asta_research_status
rplQ	PP_0480	Q88QL0	Large ribosomal subunit protein bL17 (50S ribosomal protein L17)	bacterial_50s_ribosomal_subunit	Bacterial 50S ribosomal subunit proteins	bacterial_50s_ribosomal_subunit_boundary	NEW_SUBMODULE	Large-subunit ribosomal proteins; curate as 50S subunit/rRNA-binding/translation contributors.	PRESENT	CURATED	PRESENT
rpsT	PP_0600	Q88Q95	Small ribosomal subunit protein bS20 (30S ribosomal protein S20)	bacterial_30s_ribosomal_subunit	Bacterial 30S ribosomal subunit proteins	bacterial_30s_ribosomal_subunit_boundary	NEW_SUBMODULE	Small-subunit ribosomal proteins; curate as 30S subunit/rRNA-binding/translation contributors.	PRESENT	CURATED	PRESENT
rplU	PP_0688	Q88Q10	Large ribosomal subunit protein bL21 (50S ribosomal protein L21)	bacterial_50s_ribosomal_subunit	Bacterial 50S ribosomal subunit proteins	bacterial_50s_ribosomal_subunit_boundary	NEW_SUBMODULE	Large-subunit ribosomal proteins; curate as 50S subunit/rRNA-binding/translation contributors.	PRESENT	CURATED	PRESENT
rpmA	PP_0689	Q88Q09	Large ribosomal subunit protein bL27 (50S ribosomal protein L27)	bacterial_50s_ribosomal_subunit	Bacterial 50S ribosomal subunit proteins	bacterial_50s_ribosomal_subunit_boundary	NEW_SUBMODULE	Large-subunit ribosomal proteins; curate as 50S subunit/rRNA-binding/translation contributors.	PRESENT	CURATED	PRESENT
rplY	PP_0721	Q88PX7	Large ribosomal subunit protein bL25 (50S ribosomal protein L25) (General stress protein CTC)	bacterial_50s_ribosomal_subunit	Bacterial 50S ribosomal subunit proteins	bacterial_50s_ribosomal_subunit_boundary	NEW_SUBMODULE	Large-subunit ribosomal proteins; curate as 50S subunit/rRNA-binding/translation contributors.	PRESENT	CURATED	PRESENT
rplM	PP_1315	Q88N97	Large ribosomal subunit protein uL13 (50S ribosomal protein L13)	bacterial_50s_ribosomal_subunit	Bacterial 50S ribosomal subunit proteins	bacterial_50s_ribosomal_subunit_boundary	NEW_SUBMODULE	Large-subunit ribosomal proteins; curate as 50S subunit/rRNA-binding/translation contributors.	PRESENT	CURATED	PRESENT
rpsI	PP_1316	Q88N96	Small ribosomal subunit protein uS9 (30S ribosomal protein S9)	bacterial_30s_ribosomal_subunit	Bacterial 30S ribosomal subunit proteins	bacterial_30s_ribosomal_subunit_boundary	NEW_SUBMODULE	Small-subunit ribosomal proteins; curate as 30S subunit/rRNA-binding/translation contributors.	PRESENT	CURATED	PRESENT
rpsP	PP_1462	Q88MV6	Small ribosomal subunit protein bS16 (30S ribosomal protein S16)	bacterial_30s_ribosomal_subunit	Bacterial 30S ribosomal subunit proteins	bacterial_30s_ribosomal_subunit_boundary	NEW_SUBMODULE	Small-subunit ribosomal proteins; curate as 30S subunit/rRNA-binding/translation contributors.	PRESENT	CURATED	PRESENT
rplS	PP_1465	Q88MV3	Large ribosomal subunit protein bL19 (50S ribosomal protein L19)	bacterial_50s_ribosomal_subunit	Bacterial 50S ribosomal subunit proteins	bacterial_50s_ribosomal_subunit_boundary	NEW_SUBMODULE	Large-subunit ribosomal proteins; curate as 50S subunit/rRNA-binding/translation contributors.	PRESENT	CURATED	PRESENT
rpsB	PP_1591	Q88MI0	Small ribosomal subunit protein uS2 (30S ribosomal protein S2)	bacterial_30s_ribosomal_subunit	Bacterial 30S ribosomal subunit proteins	bacterial_30s_ribosomal_subunit_boundary	NEW_SUBMODULE	Small-subunit ribosomal proteins; curate as 30S subunit/rRNA-binding/translation contributors.	PRESENT	CURATED	PRESENT
rpsA	PP_1772	Q88M03	30S ribosomal protein S1	bacterial_30s_ribosomal_subunit	Bacterial 30S ribosomal subunit proteins	bacterial_30s_ribosomal_subunit_boundary	NEW_SUBMODULE	Small-subunit ribosomal proteins; curate as 30S subunit/rRNA-binding/translation contributors.	PRESENT	CURATED	PRESENT
rpmF	PP_1911	Q88LL9	Large ribosomal subunit protein bL32 (50S ribosomal protein L32)	bacterial_50s_ribosomal_subunit	Bacterial 50S ribosomal subunit proteins	bacterial_50s_ribosomal_subunit_boundary	NEW_SUBMODULE	Large-subunit ribosomal proteins; curate as 50S subunit/rRNA-binding/translation contributors.	PRESENT	CURATED	PRESENT
rpmI	PP_2467	Q88K25	Large ribosomal subunit protein bL35 (50S ribosomal protein L35)	bacterial_50s_ribosomal_subunit	Bacterial 50S ribosomal subunit proteins	bacterial_50s_ribosomal_subunit_boundary	NEW_SUBMODULE	Large-subunit ribosomal proteins; curate as 50S subunit/rRNA-binding/translation contributors.	PRESENT	CURATED	PRESENT
rplT	PP_2468	Q88K24	Large ribosomal subunit protein bL20 (50S ribosomal protein L20)	bacterial_50s_ribosomal_subunit	Bacterial 50S ribosomal subunit proteins	bacterial_50s_ribosomal_subunit_boundary	NEW_SUBMODULE	Large-subunit ribosomal proteins; curate as 50S subunit/rRNA-binding/translation contributors.	PRESENT	CURATED	PRESENT
rpsO	PP_4709	Q88DV9	Small ribosomal subunit protein uS15 (30S ribosomal protein S15)	bacterial_30s_ribosomal_subunit	Bacterial 30S ribosomal subunit proteins	bacterial_30s_ribosomal_subunit_boundary	NEW_SUBMODULE	Small-subunit ribosomal proteins; curate as 30S subunit/rRNA-binding/translation contributors.	PRESENT	CURATED	PRESENT
rplI	PP_4874	Q88DF1	Large ribosomal subunit protein bL9 (50S ribosomal protein L9)	bacterial_50s_ribosomal_subunit	Bacterial 50S ribosomal subunit proteins	bacterial_50s_ribosomal_subunit_boundary	NEW_SUBMODULE	Large-subunit ribosomal proteins; curate as 50S subunit/rRNA-binding/translation contributors.	PRESENT	CURATED	PRESENT
rpsR	PP_4876	Q88DE9	Small ribosomal subunit protein bS18 (30S ribosomal protein S18)	bacterial_30s_ribosomal_subunit	Bacterial 30S ribosomal subunit proteins	bacterial_30s_ribosomal_subunit_boundary	NEW_SUBMODULE	Small-subunit ribosomal proteins; curate as 30S subunit/rRNA-binding/translation contributors.	PRESENT	CURATED	PRESENT
rpsF	PP_4877	Q88DE8	Small ribosomal subunit protein bS6 (30S ribosomal protein S6)	bacterial_30s_ribosomal_subunit	Bacterial 30S ribosomal subunit proteins	bacterial_30s_ribosomal_subunit_boundary	NEW_SUBMODULE	Small-subunit ribosomal proteins; curate as 30S subunit/rRNA-binding/translation contributors.	PRESENT	CURATED	PRESENT
rpmE	PP_5087	Q88CU3	Large ribosomal subunit protein bL31 (50S ribosomal protein L31)	bacterial_50s_ribosomal_subunit	Bacterial 50S ribosomal subunit proteins	bacterial_50s_ribosomal_subunit_boundary	NEW_SUBMODULE	Large-subunit ribosomal proteins; curate as 50S subunit/rRNA-binding/translation contributors.	PRESENT	CURATED	PRESENT
rpmG	PP_5281	Q88CA0	Large ribosomal subunit protein bL33 (50S ribosomal protein L33)	bacterial_50s_ribosomal_subunit	Bacterial 50S ribosomal subunit proteins	bacterial_50s_ribosomal_subunit_boundary	NEW_SUBMODULE	Large-subunit ribosomal proteins; curate as 50S subunit/rRNA-binding/translation contributors.	PRESENT	CURATED	PRESENT
rpmB	PP_5282	Q88C99	Large ribosomal subunit protein bL28 (50S ribosomal protein L28)	bacterial_50s_ribosomal_subunit	Bacterial 50S ribosomal subunit proteins	bacterial_50s_ribosomal_subunit_boundary	NEW_SUBMODULE	Large-subunit ribosomal proteins; curate as 50S subunit/rRNA-binding/translation contributors.	PRESENT	CURATED	PRESENT
