gene	ordered_locus	uniprot_accession	protein_name	partition_bucket	partition_label	proposed_module	recommended_action	notes	review_status	curation_status	asta_research_status
uup	PP_2131	Q88L06	ATP-binding protein Uup (EC 3.6.1.-)	repair_helicase_recombination_core	DNA repair helicases, recombination, and double-strand break candidates	bacterial_homologous_recombination	REUSE_OR_EXTEND_EXISTING	Lhr/DinG/SNF2/Rep-family helicases, SbcCD, RadA, RecN, RdgC, HerA-like, and other repair/recombination candidates adjacent to existing homologous-recombination modules.	PRESENT	CURATED	PRESENT
PP_2146	PP_2146	Q88KZ3	Helicase SNF2/RAD54 family	repair_helicase_recombination_core	DNA repair helicases, recombination, and double-strand break candidates	bacterial_homologous_recombination	REUSE_OR_EXTEND_EXISTING	Lhr/DinG/SNF2/Rep-family helicases, SbcCD, RadA, RecN, RdgC, HerA-like, and other repair/recombination candidates adjacent to existing homologous-recombination modules.	PRESENT	CURATED	PRESENT
PP_2298	PP_2298	Q88KJ2	DNA repair ATPase	repair_helicase_recombination_core	DNA repair helicases, recombination, and double-strand break candidates	bacterial_homologous_recombination	REUSE_OR_EXTEND_EXISTING	Lhr/DinG/SNF2/Rep-family helicases, SbcCD, RadA, RecN, RdgC, HerA-like, and other repair/recombination candidates adjacent to existing homologous-recombination modules.	PRESENT	CURATED	PRESENT
PP_2565	PP_2565	Q88JT2	DNA 3'-5' helicase (EC 5.6.2.4)	repair_helicase_recombination_core	DNA repair helicases, recombination, and double-strand break candidates	bacterial_homologous_recombination	REUSE_OR_EXTEND_EXISTING	Lhr/DinG/SNF2/Rep-family helicases, SbcCD, RadA, RecN, RdgC, HerA-like, and other repair/recombination candidates adjacent to existing homologous-recombination modules.	PRESENT	CURATED	PRESENT
PP_3681	PP_3681	Q88GN9	DNA 3'-5' helicase (EC 5.6.2.4) (DNA 3'-5' helicase II)	repair_helicase_recombination_core	DNA repair helicases, recombination, and double-strand break candidates	bacterial_homologous_recombination	REUSE_OR_EXTEND_EXISTING	Lhr/DinG/SNF2/Rep-family helicases, SbcCD, RadA, RecN, RdgC, HerA-like, and other repair/recombination candidates adjacent to existing homologous-recombination modules.	PRESENT	CURATED	PRESENT
PP_3691	PP_3691	Q88GN0	DNA helicase-related protein	repair_helicase_recombination_core	DNA repair helicases, recombination, and double-strand break candidates	bacterial_homologous_recombination	REUSE_OR_EXTEND_EXISTING	Lhr/DinG/SNF2/Rep-family helicases, SbcCD, RadA, RecN, RdgC, HerA-like, and other repair/recombination candidates adjacent to existing homologous-recombination modules.	PRESENT	CURATED	PRESENT
PP_4448	PP_4448	Q88EL4	Helicase HerA central domain-containing protein	repair_helicase_recombination_core	DNA repair helicases, recombination, and double-strand break candidates	bacterial_homologous_recombination	REUSE_OR_EXTEND_EXISTING	Lhr/DinG/SNF2/Rep-family helicases, SbcCD, RadA, RecN, RdgC, HerA-like, and other repair/recombination candidates adjacent to existing homologous-recombination modules.	PRESENT	CURATED	PRESENT
radA	PP_4644	Q88E24	DNA repair protein RadA	repair_helicase_recombination_core	DNA repair helicases, recombination, and double-strand break candidates	bacterial_homologous_recombination	REUSE_OR_EXTEND_EXISTING	Lhr/DinG/SNF2/Rep-family helicases, SbcCD, RadA, RecN, RdgC, HerA-like, and other repair/recombination candidates adjacent to existing homologous-recombination modules.	PRESENT	CURATED	PRESENT
recN	PP_4729	Q88DU0	DNA repair protein RecN (Recombination protein N)	repair_helicase_recombination_core	DNA repair helicases, recombination, and double-strand break candidates	bacterial_homologous_recombination	REUSE_OR_EXTEND_EXISTING	Lhr/DinG/SNF2/Rep-family helicases, SbcCD, RadA, RecN, RdgC, HerA-like, and other repair/recombination candidates adjacent to existing homologous-recombination modules.	PRESENT	CURATED	PRESENT
PP_5711	PP_5711	A0A140FWR4	Endonuclease GajA/Old nuclease/RecF-like AAA domain-containing protein	repair_helicase_recombination_core	DNA repair helicases, recombination, and double-strand break candidates	bacterial_homologous_recombination	REUSE_OR_EXTEND_EXISTING	Lhr/DinG/SNF2/Rep-family helicases, SbcCD, RadA, RecN, RdgC, HerA-like, and other repair/recombination candidates adjacent to existing homologous-recombination modules.	PRESENT	CURATED	PRESENT
