cluster_id	start_locus	end_locus	size	dominant_class	classes	primary_buckets	review_status	asta_status	genes	products
ppu02010-C58	PP_4324	PP_4327	4	metal/cobalamin/siderophore	metal/cobalamin/siderophore:4	kegg:ppu02010:4	PRESENT:4	PRESENT:4	ccmD, ccmC, ccmB, ccmA	Heme exporter protein D | Heme exporter protein C (Cytochrome c-type biogenesis protein) | Heme exporter protein B | Cytochrome c biogenesis ATP-binding export protein CcmA (EC 7.6.2.5) (Heme exporter protein A)
ppu02010-C59	PP_4483	PP_4486	4	methionine/amino acid/polyamine	methionine/amino acid/polyamine:4	kegg:ppu02010:4	PRESENT:4	PRESENT:4	hisP, hisM, hisQ, argT	Histidine lysine / arginine / ornithine ABC transporter-ATP binding subunit (EC 3.6.3.21) | Histidine/lysine/arginine/ornithine transport system permease protein HisM | Histidine / lysine / arginine / ornithine ABC transporter-permease subunit (EC 3.6.3.21) | Lysine / arginine / ornithine ABC transporter-periplasmic binding protein (EC 3.6.3.21)
ppu02010-C60	PP_4542	PP_4542	1	general ABC	general ABC:1	kegg:ppu02010:1	PRESENT:1	PRESENT:1	PP_4542	ABC transporter, ATP-binding protein/permease protein
ppu02010-C61	PP_4841	PP_4845	5	general ABC	general ABC:5	kegg:ppu02010:5	PRESENT:5	PRESENT:5	urtA, urtB, urtC, urtD, urtE	Urea ABC transporter, periplasmic protein | Urea ABC transporter | Urea ABC transporter, permease protein | Urea ABC transporter, ATP-binding protein | Urea ABC transporter, ATP-binding protein
ppu02010-C62	PP_4863	PP_4867	5	methionine/amino acid/polyamine	methionine/amino acid/polyamine:5	kegg:ppu02024:5	PRESENT:5	PRESENT:5	livF-II, braF, braE, braD, PP_4867	High-affinity branched-chain amino acid transport ATP-binding protein | High-affinity branched-chain amino acid transport ATP-binding protein BraF | High-affinity branched-chain amino acid transport system permease protein BraE | High-affinity branched-chain amino acid transport system permease protein BraD | Branched-chain amino acid ABC transporter, periplasmic amino acid-binding protein (BraC-like)
ppu02010-C63	PP_4881	PP_4882	2	metal/cobalamin/siderophore	metal/cobalamin/siderophore:2	kegg:ppu02010:2	PRESENT:2	PRESENT:2	PP_4881, PP_4882	Iron ABC transporter, periplasmic iron-binding protein | Iron ABC transporter, permease protein
ppu02010-C64	PP_4927	PP_4927	1	lipid/lps/lipoprotein	lipid/lps/lipoprotein:1	kegg:ppu03070:1	PRESENT:1	PRESENT:1	cyaB	Cyclolysin secretion/processing ATP-binding protein CyaB (EC 3.4.22.-)
ppu02010-C65	PP_4935	PP_4935	1	lipid/lps/lipoprotein	lipid/lps/lipoprotein:1	kegg:ppu02010:1	PRESENT:1	PRESENT:1	msbA	ATP-dependent lipid A-core flippase (EC 7.5.2.6) (Lipid A export ATP-binding/permease protein MsbA)
ppu02010-C66	PP_5109	PP_5110	2	other	other:1; general ABC:1	kegg:ppu02010:2	PRESENT:2	PRESENT:2	ftsX, ftsE	Cell division protein FtsX | Cell division ATP-binding protein FtsE
ppu02010-C67	PP_5135	PP_5137	3	general ABC	general ABC:2; metal/cobalamin/siderophore:1	kegg:ppu02010:3	PRESENT:3	PRESENT:3	PP_5135, PP_5136, fbpC	ABC transporter, periplasmic binding protein | ABC transporter, permease protein | Ferric iron ABC transporter, ATP-binding protein
ppu02010-C68	PP_5157	PP_5157	1	general ABC	general ABC:1	kegg:ppu02040:1	PRESENT:1	PRESENT:1	PP_5157	Solute-binding protein family 3/N-terminal domain-containing protein
ppu02010-C69	PP_5165	PP_5171	5	sulfur/sulfonate/taurine	sulfur/sulfonate/taurine:4; lipid/lps/lipoprotein:1	kegg:ppu00920:4; kegg:ppu02010:1	PRESENT:5	PRESENT:5	plpB, cysA, cysW, cysU, sbp-II	NLPA lipoprotein | Sulfate/thiosulfate import ATP-binding protein CysA (EC 7.3.2.3) (Sulfate-transporting ATPase) | Sulfate transport system permease protein CysW | Sulfate transport system permease protein CysT | Sulfate ABC transporter
ppu02010-C70	PP_5177	PP_5181	5	methionine/amino acid/polyamine	methionine/amino acid/polyamine:5	kegg:ppu02010:5	PRESENT:5	PRESENT:5	spuH, spuG, spuF, spuE, spuD	Putrescine transport system permease protein PotI | Spermidine/putrescine ABC transporter-inner membrane subunit | Spermidine/putrescine import ATP-binding protein PotA (EC 7.6.2.11) | Spermidine/putrescine ABC transporter-periplasmic subunit | Spermidine/putrescine ABC transporter-periplasmic subunit
ppu02010-C71	PP_5195	PP_5196	2	metal/cobalamin/siderophore	metal/cobalamin/siderophore:2	kegg:ppu02010:2	PRESENT:2	PRESENT:2	PP_5195, fbpA	Iron ABC transporter, permease protein | Iron(III) iron ABC transporter, periplasmic iron-binding protein
ppu02010-C72	PP_5283	PP_5283	1	methionine/amino acid/polyamine	methionine/amino acid/polyamine:1	kegg:ppu02030:1	PRESENT:1	PRESENT:1	dppA-IV	Periplasmic dipeptide transport protein
ppu02010-C73	PP_5326	PP_5329	4	phosphate/phosphonate/glycerol-phosphate	phosphate/phosphonate/glycerol-phosphate:4	kegg:ppu02010:4	PRESENT:4	PRESENT:4	pstB2, PP_5327, PP_5328, PP_5329	Phosphate import ATP-binding protein PstB 2 (EC 7.3.2.1) (ABC phosphate transporter 2) (Phosphate-transporting ATPase 2) | Phosphate transport system permease protein PstA | Phosphate transport system permease protein | Phosphate-binding protein
ppu02010-C74	PP_5341	PP_5341	1	methionine/amino acid/polyamine	methionine/amino acid/polyamine:1	kegg:ppu02010:1	PRESENT:1	PRESENT:1	potF-IV	Putrescine-binding periplasmic protein
