gene	ordered_locus	uniprot_accession	protein_name	ec_numbers	go_ids	interpro_ids	pfam_ids	panther_ids	keywords	partition_bucket	partition_label	proposed_module	recommended_action	bucket_status	notes	review_status	curation_status	asta_research_status
PP_0680	PP_0680	Q88Q18	endopeptidase La (EC 3.4.21.53)	3.4.21.53	GO:0004176; GO:0004252; GO:0005524; GO:0006508; GO:0030163	IPR041699;IPR046844;IPR008269;IPR027065;IPR046843;IPR027417;IPR020568;IPR014721;	PF13654;PF05362;PF20436;PF20437;	PTHR10046;	Hydrolase;Protease;Reference proteome;Serine protease	atp_dependent_protease_turnover	ATP-dependent protease and protein-turnover systems	bacterial_atp_dependent_protein_turnover_boundary	NEW_SUBMODULE	QUEUED	Lon, Clp, HslUV, and related AAA+ protease/unfoldase or adaptor components. Curate proteolysis, ATP hydrolysis/unfoldase, and complex membership conservatively; do not assume every ATPase subunit has the peptidase catalytic activity.	PRESENT	CURATED	PRESENT
PP_0758	PP_0758	Q88PU0	Abasic site processing protein (EC 3.4.-.-)	3.4.-.-	GO:0003697; GO:0006508; GO:0008233; GO:0016829; GO:0106300	IPR003738;IPR036590;	PF02586;	PTHR13604:SF0;PTHR13604;	Covalent protein-DNA linkage;DNA damage;DNA-binding;Hydrolase;Lyase;Protease;Reference proteome	dna_damage_or_repair_spillover_proteases	DNA-damage and repair spillover protease candidates	dna_bucket_architectural_rna_protein_spillover_boundary	REUSE_OR_EXTEND_EXISTING	QUEUED	Abasic-site processing proteins and RadC-family metalloprotease-like entries. Route to DNA-repair or spillover modules only where AP-site, DNA-binding, or repair context is actually supported.	PRESENT	CURATED	PRESENT
PP_0759	PP_0759	Q88PT9	Peptidase M48 domain-containing protein		GO:0004222; GO:0016020; GO:0046872; GO:0051603	IPR051156;IPR001915;	PF01435;	PTHR22726;PTHR22726:SF1;	Hydrolase;Metal-binding;Metalloprotease;Protease;Reference proteome;Signal;Zinc	periplasmic_membrane_secreted_protease_qc	Periplasmic, membrane, and secreted protease quality-control context	envelope_protease_quality_control_boundary	NEW_OR_REUSE_BOUNDARY	QUEUED	Membrane M48, beta-barrel assembly-enhancing protease, subtilase, M16 zinc protease/processin peptidase, and other envelope or exported protease candidates. Use signal peptide/membrane context and domain evidence; leave substrates unresolved unless supported.	PRESENT	CURATED	PRESENT
slyD	PP_0776	Q88PS2	Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)	5.2.1.8	GO:0003755; GO:0005737; GO:0042026	IPR046357;IPR001179;	PF00254;	PTHR47861;PTHR47861:SF3;	Chaperone;Cytoplasm;Isomerase;Reference proteome;Rotamase	chaperone_folding_holdase_foldase	Chaperone, holdase, and foldase systems	bacterial_chaperone_protein_folding_boundary	NEXT_SUBMODULE	QUEUED	Core and accessory bacterial protein-folding factors: Hsp33, SurA, FKBP/PPiases, HscAB, GroES, ClpB-like disaggregase, DnaJ-like and GrpE/CbpA/CbpM co-chaperone context, plus cold-shock nucleic-acid chaperone side context. Curate as bacterial proteostasis/folding, not as a eukaryotic ER-processing or integrated-stress-response module.	PRESENT	CURATED	PRESENT
PP_0831	PP_0831	Q88PL9	Serine protease			IPR009003;IPR043504;	PF13365;		Reference proteome	low_information_peptidase_spillovers	Low-information peptidase-family spillovers	protein_turnover_peptidase_spillover_boundary	DEFER_LOW_EVIDENCE	QUEUED	Generic peptidase or protease-family entries with weak pathway, substrate, or catalytic specificity. Keep family-supported generic activities only where GOA/domain evidence supports them.	PRESENT	CURATED	PRESENT
hscB	PP_0845	Q88PK5	Co-chaperone protein HscB homolog		GO:0001671; GO:0006457; GO:0044571; GO:0051087; GO:0051259; GO:1990230	IPR001623;IPR004640;IPR036386;IPR009073;IPR036869;	PF00226;PF07743;	PTHR14021;PTHR14021:SF15;	Chaperone;Reference proteome	chaperone_folding_holdase_foldase	Chaperone, holdase, and foldase systems	bacterial_chaperone_protein_folding_boundary	NEXT_SUBMODULE	QUEUED	Core and accessory bacterial protein-folding factors: Hsp33, SurA, FKBP/PPiases, HscAB, GroES, ClpB-like disaggregase, DnaJ-like and GrpE/CbpA/CbpM co-chaperone context, plus cold-shock nucleic-acid chaperone side context. Curate as bacterial proteostasis/folding, not as a eukaryotic ER-processing or integrated-stress-response module.	PRESENT	CURATED	PRESENT
hscA	PP_0846	Q88PK4	Chaperone protein HscA homolog		GO:0005524; GO:0006457; GO:0016226; GO:0016887; GO:0051082	IPR043129;IPR018181;IPR042039;IPR029048;IPR029047;IPR013126;IPR010236;	PF00012;	PTHR19375;	ATP-binding;Chaperone;Nucleotide-binding;Reference proteome	chaperone_folding_holdase_foldase	Chaperone, holdase, and foldase systems	bacterial_chaperone_protein_folding_boundary	NEXT_SUBMODULE	QUEUED	Core and accessory bacterial protein-folding factors: Hsp33, SurA, FKBP/PPiases, HscAB, GroES, ClpB-like disaggregase, DnaJ-like and GrpE/CbpA/CbpM co-chaperone context, plus cold-shock nucleic-acid chaperone side context. Curate as bacterial proteostasis/folding, not as a eukaryotic ER-processing or integrated-stress-response module.	PRESENT	CURATED	PRESENT
pmbA	PP_0942	Q88PA8	Regulatory protease		GO:0005829; GO:0006508; GO:0008237	IPR045569;IPR045570;IPR002510;IPR047657;IPR035068;IPR036059;	PF01523;PF19290;PF19289;	PTHR43421;PTHR43421:SF1;	Cytoplasm;Hydrolase;Metalloprotease;Protease;Reference proteome	periplasmic_membrane_secreted_protease_qc	Periplasmic, membrane, and secreted protease quality-control context	envelope_protease_quality_control_boundary	NEW_OR_REUSE_BOUNDARY	QUEUED	Membrane M48, beta-barrel assembly-enhancing protease, subtilase, M16 zinc protease/processin peptidase, and other envelope or exported protease candidates. Use signal peptide/membrane context and domain evidence; leave substrates unresolved unless supported.	PRESENT	CURATED	PRESENT
PP_1026	PP_1026	Q88P27	Peptidase, M23/M37 family		GO:0004222	IPR050570;IPR011055;IPR016047;IPR040487;	PF01551;PF18421;	PTHR21666:SF285;PTHR21666;	Reference proteome;Signal	cell_wall_envelope_peptidase_inhibitor	Cell-wall, envelope, and protease-inhibitor peptidase context	envelope_cell_wall_peptidase_inhibitor_boundary	NEW_OR_REUSE_BOUNDARY	QUEUED	M23/M37, NlpC/P60, M15, tail-specific/C-terminal processing proteases, cell-wall peptidase-like candidates, alpha-2-macroglobulin, ecotin, chagasin-like, and small peptidase-inhibitor entries. Separate peptidoglycan remodeling from generic protease inhibition and avoid forcing pathway outputs from family names alone.	PRESENT	CURATED	PRESENT
PP_1232	PP_1232	Q88NH7	Putative beta-barrel assembly-enhancing protease (EC 3.4.-.-)	3.4.-.-	GO:0004222; GO:0008270; GO:0016020; GO:0042597; GO:0051603	IPR051156;IPR001915;IPR030873;IPR011990;	PF01435;PF14559;	PTHR22726;PTHR22726:SF1;	Coiled coil;Hydrolase;Metal-binding;Metalloprotease;Periplasm;Protease;Reference proteome;Signal;Zinc	periplasmic_membrane_secreted_protease_qc	Periplasmic, membrane, and secreted protease quality-control context	envelope_protease_quality_control_boundary	NEW_OR_REUSE_BOUNDARY	QUEUED	Membrane M48, beta-barrel assembly-enhancing protease, subtilase, M16 zinc protease/processin peptidase, and other envelope or exported protease candidates. Use signal peptide/membrane context and domain evidence; leave substrates unresolved unless supported.	PRESENT	CURATED	PRESENT
sspB	PP_1321	Q88N91	ClpXP protease specificity-enhancing factor		GO:0005829; GO:0005840; GO:0006508; GO:0008233; GO:0045732	IPR007481;IPR036760;	PF04386;	PTHR37486;PTHR37486:SF1;	Hydrolase;Protease;Reference proteome	atp_dependent_protease_turnover	ATP-dependent protease and protein-turnover systems	bacterial_atp_dependent_protein_turnover_boundary	NEW_SUBMODULE	QUEUED	Lon, Clp, HslUV, and related AAA+ protease/unfoldase or adaptor components. Curate proteolysis, ATP hydrolysis/unfoldase, and complex membership conservatively; do not assume every ATPase subunit has the peptidase catalytic activity.	PRESENT	CURATED	PRESENT
groES	PP_1360	Q88N56	Co-chaperonin GroES (10 kDa chaperonin) (Chaperonin-10) (Cpn10)		GO:0005524; GO:0005737; GO:0044183; GO:0046872; GO:0051082; GO:0051087	IPR020818;IPR037124;IPR018369;IPR011032;	PF00166;	PTHR10772;PTHR10772:SF58;	Chaperone;Cytoplasm;Reference proteome	chaperone_folding_holdase_foldase	Chaperone, holdase, and foldase systems	bacterial_chaperone_protein_folding_boundary	NEXT_SUBMODULE	QUEUED	Core and accessory bacterial protein-folding factors: Hsp33, SurA, FKBP/PPiases, HscAB, GroES, ClpB-like disaggregase, DnaJ-like and GrpE/CbpA/CbpM co-chaperone context, plus cold-shock nucleic-acid chaperone side context. Curate as bacterial proteostasis/folding, not as a eukaryotic ER-processing or integrated-stress-response module.	PRESENT	CURATED	PRESENT
sdhE	PP_1424	Q88MZ4	FAD assembly factor SdhE		GO:0005737; GO:0006105	IPR005631;IPR036714;IPR050531;	PF03937;	PTHR39585;PTHR39585:SF1;	Chaperone;Cytoplasm;Reference proteome	cofactor_metal_maturation_chaperones	Cofactor, metal, and enzyme-maturation chaperones	cofactor_metal_maturation_chaperone_boundary	NEW_OR_REUSE_BOUNDARY	QUEUED	Copper, heme, succinate-dehydrogenase flavin, urease nickel-insertion, and G3E-family metal/chaperone candidates. Route to their real enzyme or metal-homeostasis modules where possible rather than treating them as generic protein-folding factors.	PRESENT	CURATED	PRESENT
PP_1442	PP_1442	Q88MX6	Proteinase inhibitor I42 chagasin domain-containing protein		GO:0004869	IPR036331;IPR052781;IPR018990;	PF09394;	PTHR36530:SF1;PTHR36530;	Protease inhibitor;Reference proteome;Signal;Thiol protease inhibitor	cell_wall_envelope_peptidase_inhibitor	Cell-wall, envelope, and protease-inhibitor peptidase context	envelope_cell_wall_peptidase_inhibitor_boundary	NEW_OR_REUSE_BOUNDARY	QUEUED	M23/M37, NlpC/P60, M15, tail-specific/C-terminal processing proteases, cell-wall peptidase-like candidates, alpha-2-macroglobulin, ecotin, chagasin-like, and small peptidase-inhibitor entries. Separate peptidoglycan remodeling from generic protease inhibition and avoid forcing pathway outputs from family names alone.	PRESENT	CURATED	PRESENT
lon-I	PP_1443	Q88MX5	Lon protease (EC 3.4.21.53) (ATP-dependent protease La)	3.4.21.53	GO:0004176; GO:0004252; GO:0005524; GO:0005737; GO:0006515; GO:0016887; GO:0034605; GO:0043565	IPR003593;IPR003959;IPR027543;IPR004815;IPR054594;IPR008269;IPR027065;IPR003111;IPR046336;IPR027417;IPR008268;IPR015947;IPR020568;IPR014721;	PF00004;PF05362;PF22667;PF02190;	PTHR43718;PTHR43718:SF2;	ATP-binding;Cytoplasm;DNA-binding;Hydrolase;Nucleotide-binding;Protease;Reference proteome;Serine protease;Stress response	atp_dependent_protease_turnover	ATP-dependent protease and protein-turnover systems	bacterial_atp_dependent_protein_turnover_boundary	NEW_SUBMODULE	QUEUED	Lon, Clp, HslUV, and related AAA+ protease/unfoldase or adaptor components. Curate proteolysis, ATP hydrolysis/unfoldase, and complex membership conservatively; do not assume every ATPase subunit has the peptidase catalytic activity.	PRESENT	CURATED	PRESENT
PP_1499	PP_1499	Q88MS0	Flavohemoglobin expression-modulating QEGLA motif protein		GO:0006508; GO:0008237; GO:0080164	IPR012656;IPR012548;	PF08014;	PTHR31817;PTHR31817:SF0;	Hydrolase;Metalloprotease;Protease;Reference proteome	periplasmic_membrane_secreted_protease_qc	Periplasmic, membrane, and secreted protease quality-control context	envelope_protease_quality_control_boundary	NEW_OR_REUSE_BOUNDARY	QUEUED	Membrane M48, beta-barrel assembly-enhancing protease, subtilase, M16 zinc protease/processin peptidase, and other envelope or exported protease candidates. Use signal peptide/membrane context and domain evidence; leave substrates unresolved unless supported.	PRESENT	CURATED	PRESENT
PP_1548	PP_1548	Q88MM3	Co-chaperone DjlA N-terminal domain-containing protein			IPR007791;IPR029024;	PF05099;		Reference proteome	chaperone_folding_holdase_foldase	Chaperone, holdase, and foldase systems	bacterial_chaperone_protein_folding_boundary	NEXT_SUBMODULE	QUEUED	Core and accessory bacterial protein-folding factors: Hsp33, SurA, FKBP/PPiases, HscAB, GroES, ClpB-like disaggregase, DnaJ-like and GrpE/CbpA/CbpM co-chaperone context, plus cold-shock nucleic-acid chaperone side context. Curate as bacterial proteostasis/folding, not as a eukaryotic ER-processing or integrated-stress-response module.	PRESENT	CURATED	PRESENT
PP_1566	PP_1566	Q88MK5	Peptidase U35		GO:0006508; GO:0008233	IPR054613;IPR006433;	PF04586;		Hydrolase;Protease;Reference proteome;Viral release from host cell	phage_mobile_protease_spillovers	Phage and mobile-element protease spillovers	phage_structural_packaging_boundary	REUSE_OR_EXTEND_EXISTING	QUEUED	Phage U35/minor-capsid protease entries that entered by protease keywords but should be evaluated in mobile-element or phage-structural context, not as host protein-turnover enzymes.	PRESENT	CURATED	PRESENT
map	PP_1590	Q88MI1	Methionine aminopeptidase (MAP) (MetAP) (EC 3.4.11.18) (Peptidase M)	3.4.11.18	GO:0004239; GO:0005506; GO:0005829; GO:0006508; GO:0070006	IPR036005;IPR000994;IPR001714;IPR002467;	PF00557;	PTHR43330;PTHR43330:SF27;	Aminopeptidase;Hydrolase;Metal-binding;Protease;Reference proteome	peptide_processing_aminopeptidases	Peptide processing and aminopeptidases	protein_turnover_peptide_processing_boundary	NEW_SUBMODULE	QUEUED	Oligopeptidase, methionine aminopeptidase, Xaa-Pro aminopeptidase, M20/M42/M24-family peptidases, and related cytosolic peptide-turnover enzymes. Curate enzyme-level activities where supported and keep broad proteolysis as process context.	PRESENT	CURATED	PRESENT
PP_1669	PP_1669	Q88MA5	NLP/P60 family protein		GO:0006508; GO:0008234	IPR000064;IPR038765;IPR051202;	PF00877;	PTHR47053;PTHR47053:SF1;	Hydrolase;Protease;Reference proteome;Signal;Thiol protease	cell_wall_envelope_peptidase_inhibitor	Cell-wall, envelope, and protease-inhibitor peptidase context	envelope_cell_wall_peptidase_inhibitor_boundary	NEW_OR_REUSE_BOUNDARY	QUEUED	M23/M37, NlpC/P60, M15, tail-specific/C-terminal processing proteases, cell-wall peptidase-like candidates, alpha-2-macroglobulin, ecotin, chagasin-like, and small peptidase-inhibitor entries. Separate peptidoglycan remodeling from generic protease inhibition and avoid forcing pathway outputs from family names alone.	PRESENT	CURATED	PRESENT
PP_1670	PP_1670	Q88MA4	Lipoprotein		GO:0006508; GO:0008234	IPR000064;IPR038765;IPR051202;	PF00877;	PTHR47053;PTHR47053:SF1;	Hydrolase;Lipoprotein;Protease;Reference proteome;Signal;Thiol protease	cell_wall_envelope_peptidase_inhibitor	Cell-wall, envelope, and protease-inhibitor peptidase context	envelope_cell_wall_peptidase_inhibitor_boundary	NEW_OR_REUSE_BOUNDARY	QUEUED	M23/M37, NlpC/P60, M15, tail-specific/C-terminal processing proteases, cell-wall peptidase-like candidates, alpha-2-macroglobulin, ecotin, chagasin-like, and small peptidase-inhibitor entries. Separate peptidoglycan remodeling from generic protease inhibition and avoid forcing pathway outputs from family names alone.	PRESENT	CURATED	PRESENT
prc	PP_1719	Q88M55	Tail-specific protease prc		GO:0004175; GO:0006508; GO:0007165; GO:0008236; GO:0030288	IPR029045;IPR001478;IPR036034;IPR004447;IPR005151;IPR020992;IPR040573;	PF11818;PF00595;PF03572;PF17804;	PTHR32060:SF22;PTHR32060;	Hydrolase;Protease;Reference proteome;Serine protease	cell_wall_envelope_peptidase_inhibitor	Cell-wall, envelope, and protease-inhibitor peptidase context	envelope_cell_wall_peptidase_inhibitor_boundary	NEW_OR_REUSE_BOUNDARY	QUEUED	M23/M37, NlpC/P60, M15, tail-specific/C-terminal processing proteases, cell-wall peptidase-like candidates, alpha-2-macroglobulin, ecotin, chagasin-like, and small peptidase-inhibitor entries. Separate peptidoglycan remodeling from generic protease inhibition and avoid forcing pathway outputs from family names alone.	PRESENT	CURATED	PRESENT
apeB	PP_1730	Q88M44	Probable M18 family aminopeptidase 2 (EC 3.4.11.-)	3.4.11.-	GO:0004177; GO:0005737; GO:0006508; GO:0008237; GO:0008270	IPR022984;IPR001948;IPR023358;	PF02127;	PTHR28570;PTHR28570:SF3;	Aminopeptidase;Hydrolase;Metal-binding;Metalloprotease;Protease;Reference proteome;Zinc	peptide_processing_aminopeptidases	Peptide processing and aminopeptidases	protein_turnover_peptide_processing_boundary	NEW_SUBMODULE	QUEUED	Oligopeptidase, methionine aminopeptidase, Xaa-Pro aminopeptidase, M20/M42/M24-family peptidases, and related cytosolic peptide-turnover enzymes. Curate enzyme-level activities where supported and keep broad proteolysis as process context.	PRESENT	CURATED	PRESENT
PP_1748	PP_1748	Q88M27	Osmoprotectant NAGGN system M42 family peptidase		GO:0004177; GO:0006508; GO:0046872	IPR008007;IPR051464;IPR023367;IPR017537;	PF05343;	PTHR32481;PTHR32481:SF7;	Aminopeptidase;Hydrolase;Metal-binding;Protease;Reference proteome	peptide_processing_aminopeptidases	Peptide processing and aminopeptidases	protein_turnover_peptide_processing_boundary	NEW_SUBMODULE	QUEUED	Oligopeptidase, methionine aminopeptidase, Xaa-Pro aminopeptidase, M20/M42/M24-family peptidases, and related cytosolic peptide-turnover enzymes. Curate enzyme-level activities where supported and keep broad proteolysis as process context.	PRESENT	CURATED	PRESENT
PP_2108	PP_2108	Q88L27	Peptidase M15A C-terminal domain-containing protein			IPR013230;IPR009045;	PF08291;		Reference proteome	cell_wall_envelope_peptidase_inhibitor	Cell-wall, envelope, and protease-inhibitor peptidase context	envelope_cell_wall_peptidase_inhibitor_boundary	NEW_OR_REUSE_BOUNDARY	QUEUED	M23/M37, NlpC/P60, M15, tail-specific/C-terminal processing proteases, cell-wall peptidase-like candidates, alpha-2-macroglobulin, ecotin, chagasin-like, and small peptidase-inhibitor entries. Separate peptidoglycan remodeling from generic protease inhibition and avoid forcing pathway outputs from family names alone.	PRESENT	CURATED	PRESENT
yegQ	PP_2206	Q88KT3	Peptidase		GO:0005829; GO:0006508; GO:0008233	IPR001539;IPR032525;IPR060007;	PF01136;PF16325;	PTHR30217;PTHR30217:SF6;	Hydrolase;Protease;Reference proteome	peptide_processing_aminopeptidases	Peptide processing and aminopeptidases	protein_turnover_peptide_processing_boundary	NEW_SUBMODULE	QUEUED	Oligopeptidase, methionine aminopeptidase, Xaa-Pro aminopeptidase, M20/M42/M24-family peptidases, and related cytosolic peptide-turnover enzymes. Curate enzyme-level activities where supported and keep broad proteolysis as process context.	PRESENT	CURATED	PRESENT
clpP	PP_2300	Q88KJ0	ATP-dependent Clp protease proteolytic subunit (EC 3.4.21.92) (Endopeptidase Clp)	3.4.21.92	GO:0004176; GO:0004252; GO:0005737; GO:0006515; GO:0009368; GO:0051117	IPR001907;IPR029045;IPR023562;IPR033135;IPR018215;	PF00574;	PTHR10381;PTHR10381:SF70;	Cytoplasm;Hydrolase;Protease;Reference proteome;Serine protease	atp_dependent_protease_turnover	ATP-dependent protease and protein-turnover systems	bacterial_atp_dependent_protein_turnover_boundary	NEW_SUBMODULE	QUEUED	Lon, Clp, HslUV, and related AAA+ protease/unfoldase or adaptor components. Curate proteolysis, ATP hydrolysis/unfoldase, and complex membership conservatively; do not assume every ATPase subunit has the peptidase catalytic activity.	PRESENT	CURATED	PRESENT
