gene	ordered_locus	uniprot_accession	protein_name	ec_numbers	go_ids	interpro_ids	pfam_ids	panther_ids	keywords	partition_bucket	partition_label	proposed_module	recommended_action	bucket_status	notes	review_status	curation_status	asta_research_status
trmD	PP_1464	Q88MV4	tRNA (guanine-N(1)-)-methyltransferase (EC 2.1.1.228) (M1G-methyltransferase) (tRNA [GM37] methyltransferase)	2.1.1.228	GO:0002939; GO:0005829; GO:0052906	IPR029028;IPR023148;IPR002649;IPR029026;IPR016009;	PF01746;	PTHR46417;PTHR46417:SF1;	Cytoplasm;Methyltransferase;Reference proteome;S-adenosyl-L-methionine;Transferase;tRNA processing	trna_modification_processing	tRNA modification and processing enzymes	trna_modification_processing_boundary	NEW_SUBMODULE	COMPLETE	Mnm/Cmo/Tsa/Trm/Dus/Tru/Mia/Ttc/Til/Cca tRNA-modification and tRNA processing enzymes. Curate explicit tRNA modification reactions where supported; avoid generic transferase or RNA-binding terms as core calls.	PRESENT	CURATED	PRESENT
tsaB	PP_1507	Q88MR3	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB (t(6)A37 threonylcarbamoyladenosine biosynthesis protein TsaB)		GO:0002949; GO:0005829	IPR043129;IPR000905;IPR022496;	PF00814;	PTHR11735;PTHR11735:SF11;	Cytoplasm;Reference proteome;tRNA processing	trna_modification_processing	tRNA modification and processing enzymes	trna_modification_processing_boundary	NEW_SUBMODULE	COMPLETE	Mnm/Cmo/Tsa/Trm/Dus/Tru/Mia/Ttc/Til/Cca tRNA-modification and tRNA processing enzymes. Curate explicit tRNA modification reactions where supported; avoid generic transferase or RNA-binding terms as core calls.	PRESENT	CURATED	PRESENT
tilS	PP_1608	Q88MG3	tRNA(Ile)-lysidine synthase (EC 6.3.4.19) (tRNA(Ile)-2-lysyl-cytidine synthase) (tRNA(Ile)-lysidine synthetase)	6.3.4.19	GO:0005524; GO:0005737; GO:0006400; GO:0032267	IPR012796;IPR014729;IPR011063;IPR012094;IPR012795;IPR015262;	PF01171;PF09179;PF11734;	PTHR43033;PTHR43033:SF1;	ATP-binding;Cytoplasm;Ligase;Nucleotide-binding;Reference proteome;tRNA processing	trna_modification_processing	tRNA modification and processing enzymes	trna_modification_processing_boundary	NEW_SUBMODULE	COMPLETE	Mnm/Cmo/Tsa/Trm/Dus/Tru/Mia/Ttc/Til/Cca tRNA-modification and tRNA processing enzymes. Curate explicit tRNA modification reactions where supported; avoid generic transferase or RNA-binding terms as core calls.	PRESENT	CURATED	PRESENT
truD	PP_1619	Q88MF2	tRNA pseudouridine synthase D (EC 5.4.99.27) (tRNA pseudouridine(13) synthase) (tRNA pseudouridylate synthase D) (tRNA-uridine isomerase D)	5.4.99.27	GO:0003723; GO:0005829; GO:0031119; GO:0160150	IPR020103;IPR001656;IPR020119;IPR011760;IPR042214;IPR043165;IPR050170;	PF01142;	PTHR47811;PTHR47811:SF1;	Isomerase;Reference proteome;tRNA processing	trna_modification_processing	tRNA modification and processing enzymes	trna_modification_processing_boundary	NEW_SUBMODULE	COMPLETE	Mnm/Cmo/Tsa/Trm/Dus/Tru/Mia/Ttc/Til/Cca tRNA-modification and tRNA processing enzymes. Curate explicit tRNA modification reactions where supported; avoid generic transferase or RNA-binding terms as core calls.	PRESENT	CURATED	PRESENT
yfiP	PP_1634	Q88MD9	tRNA-uridine aminocarboxypropyltransferase (EC 2.5.1.25)	2.5.1.25	GO:0008033; GO:0016432	IPR005636;IPR039262;	PF03942;	PTHR21392:SF1;PTHR21392;	Reference proteome;S-adenosyl-L-methionine;Transferase;tRNA processing	trna_modification_processing	tRNA modification and processing enzymes	trna_modification_processing_boundary	NEW_SUBMODULE	COMPLETE	Mnm/Cmo/Tsa/Trm/Dus/Tru/Mia/Ttc/Til/Cca tRNA-modification and tRNA processing enzymes. Curate explicit tRNA modification reactions where supported; avoid generic transferase or RNA-binding terms as core calls.	PRESENT	CURATED	PRESENT
ttcA	PP_1641	Q88MD2	tRNA-cytidine(32) 2-sulfurtransferase (EC 2.8.1.-) (Two-thiocytidine biosynthesis protein A) (tRNA 2-thiocytidine biosynthesis protein TtcA)	2.8.1.-	GO:0000049; GO:0000287; GO:0005524; GO:0005737; GO:0016783; GO:0034227; GO:0051539	IPR014729;IPR011063;IPR012089;IPR035107;	PF01171;	PTHR43686:SF1;PTHR43686;	4Fe-4S;ATP-binding;Cytoplasm;Iron;Iron-sulfur;Magnesium;Metal-binding;Nucleotide-binding;Reference proteome;RNA-binding;Transferase;tRNA processing;tRNA-binding	trna_modification_processing	tRNA modification and processing enzymes	trna_modification_processing_boundary	NEW_SUBMODULE	COMPLETE	Mnm/Cmo/Tsa/Trm/Dus/Tru/Mia/Ttc/Til/Cca tRNA-modification and tRNA processing enzymes. Curate explicit tRNA modification reactions where supported; avoid generic transferase or RNA-binding terms as core calls.	PRESENT	CURATED	PRESENT
rluA	PP_1731	A0A140FW29	Pseudouridine synthase (EC 5.4.99.-)	5.4.99.-	GO:0000455; GO:0003723; GO:0008033; GO:0160142; GO:0160151	IPR020103;IPR006224;IPR006225;IPR006145;IPR050188;	PF00849;	PTHR21600:SF91;PTHR21600;	Isomerase;Reference proteome;rRNA processing;tRNA processing	trna_modification_processing	tRNA modification and processing enzymes	trna_modification_processing_boundary	NEW_SUBMODULE	COMPLETE	Mnm/Cmo/Tsa/Trm/Dus/Tru/Mia/Ttc/Til/Cca tRNA-modification and tRNA processing enzymes. Curate explicit tRNA modification reactions where supported; avoid generic transferase or RNA-binding terms as core calls.	PRESENT	CURATED	PRESENT
mnmC	PP_1751	Q88M24	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC (tRNA mnm(5)s(2)U biosynthesis bifunctional protein) [Includes: tRNA (mnm(5)s(2)U34)-methyltransferase (EC 2.1.1.61); FAD-dependent cmnm(5)s(2)U34 oxidoreductase (EC 1.5.-.-)]	1.5.-.-; 2.1.1.61	GO:0002098; GO:0004808; GO:0005737; GO:0016645; GO:0032259; GO:0050660	IPR006076;IPR036188;IPR008471;IPR029063;IPR023032;IPR047785;IPR017610;	PF01266;PF05430;	PTHR13847;PTHR13847:SF283;	Cytoplasm;FAD;Flavoprotein;Methyltransferase;Multifunctional enzyme;Oxidoreductase;Reference proteome;S-adenosyl-L-methionine;Transferase;tRNA processing	trna_modification_processing	tRNA modification and processing enzymes	trna_modification_processing_boundary	NEW_SUBMODULE	COMPLETE	Mnm/Cmo/Tsa/Trm/Dus/Tru/Mia/Ttc/Til/Cca tRNA-modification and tRNA processing enzymes. Curate explicit tRNA modification reactions where supported; avoid generic transferase or RNA-binding terms as core calls.	PRESENT	CURATED	PRESENT
trhO	PP_1758	Q88M17	tRNA uridine(34) hydroxylase (EC 1.14.-.-) (tRNA hydroxylation protein O)	1.14.-.-	GO:0006400; GO:0016705	IPR001763;IPR036873;IPR020936;IPR040503;	PF00581;PF17773;	PTHR43268:SF3;PTHR43268;	Oxidoreductase;Reference proteome;tRNA processing	trna_modification_processing	tRNA modification and processing enzymes	trna_modification_processing_boundary	NEW_SUBMODULE	COMPLETE	Mnm/Cmo/Tsa/Trm/Dus/Tru/Mia/Ttc/Til/Cca tRNA-modification and tRNA processing enzymes. Curate explicit tRNA modification reactions where supported; avoid generic transferase or RNA-binding terms as core calls.	PRESENT	CURATED	PRESENT
dusC	PP_1981	Q88LF2	tRNA-dihydrouridine(16) synthase (EC 1.3.1.-) (U16-specific dihydrouridine synthase) (U16-specific Dus) (tRNA-dihydrouridine synthase C)	1.3.1.-	GO:0000049; GO:0010181; GO:0050660; GO:0102262	IPR013785;IPR035587;IPR001269;IPR032886;IPR042270;IPR018517;	PF01207;	PTHR11082;PTHR11082:SF26;	Flavoprotein;FMN;NADP;Oxidoreductase;Reference proteome;RNA-binding;tRNA processing;tRNA-binding	trna_modification_processing	tRNA modification and processing enzymes	trna_modification_processing_boundary	NEW_SUBMODULE	COMPLETE	Mnm/Cmo/Tsa/Trm/Dus/Tru/Mia/Ttc/Til/Cca tRNA-modification and tRNA processing enzymes. Curate explicit tRNA modification reactions where supported; avoid generic transferase or RNA-binding terms as core calls.	PRESENT	CURATED	PRESENT
truA	PP_1994	A0A140FW51	tRNA pseudouridine synthase A (EC 5.4.99.12) (tRNA pseudouridine(38-40) synthase) (tRNA pseudouridylate synthase I) (tRNA-uridine isomerase I)	5.4.99.12	GO:0003723; GO:0031119; GO:0160147	IPR020103;IPR001406;IPR020097;IPR020095;IPR020094;	PF01416;	PTHR11142;PTHR11142:SF0;	Isomerase;Reference proteome;tRNA processing	trna_modification_processing	tRNA modification and processing enzymes	trna_modification_processing_boundary	NEW_SUBMODULE	COMPLETE	Mnm/Cmo/Tsa/Trm/Dus/Tru/Mia/Ttc/Til/Cca tRNA-modification and tRNA processing enzymes. Curate explicit tRNA modification reactions where supported; avoid generic transferase or RNA-binding terms as core calls.	PRESENT	CURATED	PRESENT
dusA	PP_2169	Q88KX0	tRNA-dihydrouridine(20/20a) synthase (EC 1.3.1.-) (EC 1.3.1.91) (U20-specific dihydrouridine synthase) (U20-specific Dus) (tRNA-dihydrouridine synthase A)	1.3.1.-; 1.3.1.91	GO:0000049; GO:0010181; GO:0050660; GO:0102264; GO:0102266	IPR013785;IPR035587;IPR001269;IPR004653;IPR018517;	PF01207;	PTHR42907;PTHR42907:SF1;	Flavoprotein;FMN;NADP;Oxidoreductase;Reference proteome;RNA-binding;tRNA processing;tRNA-binding	trna_modification_processing	tRNA modification and processing enzymes	trna_modification_processing_boundary	NEW_SUBMODULE	COMPLETE	Mnm/Cmo/Tsa/Trm/Dus/Tru/Mia/Ttc/Til/Cca tRNA-modification and tRNA processing enzymes. Curate explicit tRNA modification reactions where supported; avoid generic transferase or RNA-binding terms as core calls.	PRESENT	CURATED	PRESENT
trmK	PP_3495	Q88H66	tRNA (Adenine(22)-N(1))-methyltransferase (EC 2.1.1.217)	2.1.1.217	GO:0032259; GO:0160105	IPR029063;IPR006901;	PF04816;	PTHR38451;PTHR38451:SF1;	Methyltransferase;Reference proteome;Transferase	trna_modification_processing	tRNA modification and processing enzymes	trna_modification_processing_boundary	NEW_SUBMODULE	COMPLETE	Mnm/Cmo/Tsa/Trm/Dus/Tru/Mia/Ttc/Til/Cca tRNA-modification and tRNA processing enzymes. Curate explicit tRNA modification reactions where supported; avoid generic transferase or RNA-binding terms as core calls.	PRESENT	CURATED	PRESENT
PP_4520	PP_4520	Q88EE5	tRNA-uridine aminocarboxypropyltransferase (EC 2.5.1.25)	2.5.1.25	GO:0008033; GO:0016432	IPR005636;IPR039262;	PF03942;	PTHR21392;PTHR21392:SF0;	Reference proteome;S-adenosyl-L-methionine;Transferase;tRNA processing	trna_modification_processing	tRNA modification and processing enzymes	trna_modification_processing_boundary	NEW_SUBMODULE	COMPLETE	Mnm/Cmo/Tsa/Trm/Dus/Tru/Mia/Ttc/Til/Cca tRNA-modification and tRNA processing enzymes. Curate explicit tRNA modification reactions where supported; avoid generic transferase or RNA-binding terms as core calls.	PRESENT	CURATED	PRESENT
trmA	PP_4654	Q88E14	tRNA/tmRNA (uracil-C(5))-methyltransferase (EC 2.1.1.-) (EC 2.1.1.35) (tRNA (uracil(54)-C(5))-methyltransferase) (tRNA(m5U54)-methyltransferase) (RUMT) (tmRNA (uracil(341)-C(5))-methyltransferase)	2.1.1.-; 2.1.1.35	GO:0000049; GO:0005829; GO:0019843; GO:0030488; GO:0030697	IPR030390;IPR030391;IPR029063;IPR011869;IPR010280;	PF05958;	PTHR47790;PTHR47790:SF2;	Methyltransferase;Reference proteome;S-adenosyl-L-methionine;Transferase;tRNA processing	trna_modification_processing	tRNA modification and processing enzymes	trna_modification_processing_boundary	NEW_SUBMODULE	COMPLETE	Mnm/Cmo/Tsa/Trm/Dus/Tru/Mia/Ttc/Til/Cca tRNA-modification and tRNA processing enzymes. Curate explicit tRNA modification reactions where supported; avoid generic transferase or RNA-binding terms as core calls.	PRESENT	CURATED	PRESENT
truB	PP_4710	A0A140FWQ8	tRNA pseudouridine synthase B (EC 5.4.99.25) (tRNA pseudouridine(55) synthase) (Psi55 synthase) (tRNA pseudouridylate synthase) (tRNA-uridine isomerase)	5.4.99.25	GO:0003723; GO:0031119; GO:0160148; GO:1990481	IPR020103;IPR002501;IPR015947;IPR036974;IPR014780;IPR015240;IPR032819;	PF09157;PF16198;PF01509;	PTHR13767:SF2;PTHR13767;	Isomerase;Reference proteome;tRNA processing	trna_modification_processing	tRNA modification and processing enzymes	trna_modification_processing_boundary	NEW_SUBMODULE	COMPLETE	Mnm/Cmo/Tsa/Trm/Dus/Tru/Mia/Ttc/Til/Cca tRNA-modification and tRNA processing enzymes. Curate explicit tRNA modification reactions where supported; avoid generic transferase or RNA-binding terms as core calls.	PRESENT	CURATED	PRESENT
dusB	PP_4820	Q88DK5	tRNA-dihydrouridine synthase B (EC 1.3.1.-)	1.3.1.-	GO:0000049; GO:0010181; GO:0017150; GO:0050660	IPR013785;IPR035587;IPR001269;IPR032887;IPR004652;IPR024036;IPR018517;	PF01207;	PTHR45846;PTHR45846:SF1;	Flavoprotein;FMN;NADP;Oxidoreductase;Reference proteome;RNA-binding;tRNA processing;tRNA-binding	trna_modification_processing	tRNA modification and processing enzymes	trna_modification_processing_boundary	NEW_SUBMODULE	COMPLETE	Mnm/Cmo/Tsa/Trm/Dus/Tru/Mia/Ttc/Til/Cca tRNA-modification and tRNA processing enzymes. Curate explicit tRNA modification reactions where supported; avoid generic transferase or RNA-binding terms as core calls.	PRESENT	CURATED	PRESENT
miaA	PP_4895	Q88DD2	tRNA dimethylallyltransferase (EC 2.5.1.75) (Dimethylallyl diphosphate:tRNA dimethylallyltransferase) (DMAPP:tRNA dimethylallyltransferase) (DMATase) (Isopentenyl-diphosphate:tRNA isopentenyltransferase) (IPP transferase) (IPPT) (IPTase)	2.5.1.75	GO:0005524; GO:0006400; GO:0052381	IPR039657;IPR018022;IPR027417;	PF01715;	PTHR11088;PTHR11088:SF60;	ATP-binding;Magnesium;Nucleotide-binding;Reference proteome;Transferase;tRNA processing	trna_modification_processing	tRNA modification and processing enzymes	trna_modification_processing_boundary	NEW_SUBMODULE	COMPLETE	Mnm/Cmo/Tsa/Trm/Dus/Tru/Mia/Ttc/Til/Cca tRNA-modification and tRNA processing enzymes. Curate explicit tRNA modification reactions where supported; avoid generic transferase or RNA-binding terms as core calls.	PRESENT	CURATED	PRESENT
tsaE	PP_4898	Q88DC9	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE (t(6)A37 threonylcarbamoyladenosine biosynthesis protein TsaE)		GO:0002949; GO:0005524; GO:0005737; GO:0046872	IPR027417;IPR003442;	PF02367;	PTHR33540;PTHR33540:SF2;	ATP-binding;Cytoplasm;Magnesium;Metal-binding;Nucleotide-binding;Reference proteome;tRNA processing	trna_modification_processing	tRNA modification and processing enzymes	trna_modification_processing_boundary	NEW_SUBMODULE	COMPLETE	Mnm/Cmo/Tsa/Trm/Dus/Tru/Mia/Ttc/Til/Cca tRNA-modification and tRNA processing enzymes. Curate explicit tRNA modification reactions where supported; avoid generic transferase or RNA-binding terms as core calls.	PRESENT	CURATED	PRESENT
trmL	PP_5052	Q88CX8	tRNA (cytidine(34)-2'-O)-methyltransferase (EC 2.1.1.207) (tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmL)	2.1.1.207	GO:0002131; GO:0002132; GO:0003723; GO:0005737; GO:0042802; GO:0141098; GO:0141102	IPR029028;IPR001537;IPR016914;IPR029026;	PF00588;	PTHR42971;PTHR42971:SF1;	Cytoplasm;Methyltransferase;Reference proteome;S-adenosyl-L-methionine;Transferase;tRNA processing	trna_modification_processing	tRNA modification and processing enzymes	trna_modification_processing_boundary	NEW_SUBMODULE	COMPLETE	Mnm/Cmo/Tsa/Trm/Dus/Tru/Mia/Ttc/Til/Cca tRNA-modification and tRNA processing enzymes. Curate explicit tRNA modification reactions where supported; avoid generic transferase or RNA-binding terms as core calls.	PRESENT	CURATED	PRESENT
