gene	ordered_locus	uniprot_accession	protein_name	ec_numbers	go_ids	interpro_ids	pfam_ids	panther_ids	keywords	partition_bucket	partition_label	proposed_module	recommended_action	bucket_status	notes	review_status	curation_status	asta_research_status
rsuA	PP_1409	A0A140FW19	Pseudouridine synthase (EC 5.4.99.-)	5.4.99.-	GO:0000455; GO:0003723; GO:0160136	IPR042092;IPR020103;IPR006145;IPR000748;IPR018496;IPR050343;IPR002942;IPR036986;IPR020094;	PF00849;PF01479;	PTHR47683:SF4;PTHR47683;	Isomerase;Reference proteome;RNA-binding	rrna_modification_methyltransferase_pseudouridine	rRNA modification methyltransferase and pseudouridine enzymes	rrna_modification_ribosome_maturation_boundary	NEW_SUBMODULE	COMPLETE	Rsm/Rlm/Rlu/Rsu-family rRNA methyltransferase and pseudouridine synthase entries, including dual rRNA/tRNA enzymes where the rRNA role is the dominant product-name signal. Curate site-specific RNA modification terms where GOA/domain support is strong, and keep broad RNA binding non-core.	PRESENT	CURATED	PRESENT
rsmJ	PP_1513	Q88MQ7	Ribosomal RNA small subunit methyltransferase J (EC 2.1.1.242) (16S rRNA m2G1516 methyltransferase) (rRNA (guanine-N(2)-)-methyltransferase)	2.1.1.242	GO:0005737; GO:0008990	IPR007536;IPR029063;	PF04445;	PTHR36112;PTHR36112:SF1;	Cytoplasm;Methyltransferase;Reference proteome;rRNA processing;S-adenosyl-L-methionine;Transferase	rrna_modification_methyltransferase_pseudouridine	rRNA modification methyltransferase and pseudouridine enzymes	rrna_modification_ribosome_maturation_boundary	NEW_SUBMODULE	COMPLETE	Rsm/Rlm/Rlu/Rsu-family rRNA methyltransferase and pseudouridine synthase entries, including dual rRNA/tRNA enzymes where the rRNA role is the dominant product-name signal. Curate site-specific RNA modification terms where GOA/domain support is strong, and keep broad RNA binding non-core.	PRESENT	CURATED	PRESENT
rlmAA	PP_1524	Q88MP6	23S rRNA m1G745 methyltransferase (EC 2.1.1.187)	2.1.1.187	GO:0046872; GO:0052911	IPR041698;IPR048647;IPR016718;IPR029063;	PF13649;PF21302;		Metal-binding;Methyltransferase;Reference proteome;S-adenosyl-L-methionine;Transferase;Zinc	rrna_modification_methyltransferase_pseudouridine	rRNA modification methyltransferase and pseudouridine enzymes	rrna_modification_ribosome_maturation_boundary	NEW_SUBMODULE	COMPLETE	Rsm/Rlm/Rlu/Rsu-family rRNA methyltransferase and pseudouridine synthase entries, including dual rRNA/tRNA enzymes where the rRNA role is the dominant product-name signal. Curate site-specific RNA modification terms where GOA/domain support is strong, and keep broad RNA binding non-core.	PRESENT	CURATED	PRESENT
rlmD	PP_1655	Q88MB9	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD (EC 2.1.1.190) (23S rRNA(m5U1939)-methyltransferase)	2.1.1.190	GO:0003723; GO:0005506; GO:0051539; GO:0070041; GO:0070475	IPR001566;IPR030390;IPR030391;IPR012340;IPR029063;IPR002792;IPR010280;	PF01938;PF05958;	PTHR11061:SF49;PTHR11061;	4Fe-4S;Iron;Iron-sulfur;Metal-binding;Methyltransferase;Reference proteome;rRNA processing;S-adenosyl-L-methionine;Transferase	rrna_modification_methyltransferase_pseudouridine	rRNA modification methyltransferase and pseudouridine enzymes	rrna_modification_ribosome_maturation_boundary	NEW_SUBMODULE	COMPLETE	Rsm/Rlm/Rlu/Rsu-family rRNA methyltransferase and pseudouridine synthase entries, including dual rRNA/tRNA enzymes where the rRNA role is the dominant product-name signal. Curate site-specific RNA modification terms where GOA/domain support is strong, and keep broad RNA binding non-core.	PRESENT	CURATED	PRESENT
rluC	PP_1906	A0A140FW35	Pseudouridine synthase (EC 5.4.99.-)	5.4.99.-	GO:0000455; GO:0003723; GO:0160141	IPR020103;IPR006224;IPR006225;IPR006145;IPR050188;IPR002942;IPR036986;	PF00849;PF01479;	PTHR21600;PTHR21600:SF92;	Isomerase;Reference proteome;RNA-binding;rRNA processing	rrna_modification_methyltransferase_pseudouridine	rRNA modification methyltransferase and pseudouridine enzymes	rrna_modification_ribosome_maturation_boundary	NEW_SUBMODULE	COMPLETE	Rsm/Rlm/Rlu/Rsu-family rRNA methyltransferase and pseudouridine synthase entries, including dual rRNA/tRNA enzymes where the rRNA role is the dominant product-name signal. Curate site-specific RNA modification terms where GOA/domain support is strong, and keep broad RNA binding non-core.	PRESENT	CURATED	PRESENT
rlmL	PP_2096	Q88L39	Ribosomal RNA large subunit methyltransferase K/L [Includes: 23S rRNA m2G2445 methyltransferase (EC 2.1.1.173) (rRNA (guanine-N(2)-)-methyltransferase RlmL); 23S rRNA m7G2069 methyltransferase (EC 2.1.1.264) (rRNA (guanine-N(7)-)-methyltransferase RlmK)]	2.1.1.173; 2.1.1.264	GO:0003723; GO:0005737; GO:0052915; GO:0070043	IPR017244;IPR002052;IPR000241;IPR054170;IPR019614;IPR029063;IPR004114;	PF10672;PF22020;PF02926;PF01170;	PTHR47313;PTHR47313:SF1;	Cytoplasm;Methyltransferase;Reference proteome;RNA-binding;rRNA processing;S-adenosyl-L-methionine;Transferase	rrna_modification_methyltransferase_pseudouridine	rRNA modification methyltransferase and pseudouridine enzymes	rrna_modification_ribosome_maturation_boundary	NEW_SUBMODULE	COMPLETE	Rsm/Rlm/Rlu/Rsu-family rRNA methyltransferase and pseudouridine synthase entries, including dual rRNA/tRNA enzymes where the rRNA role is the dominant product-name signal. Curate site-specific RNA modification terms where GOA/domain support is strong, and keep broad RNA binding non-core.	PRESENT	CURATED	PRESENT
PP_2110	PP_2110	A0A140FW58	Ribosomal large subunit pseudouridine synthase (EC 5.4.99.-)	5.4.99.-	GO:0000455; GO:0003723; GO:0009982; GO:0140098	IPR020103;IPR006224;IPR006145;IPR050188;	PF00849;	PTHR21600;PTHR21600:SF84;	Isomerase;Reference proteome	rrna_modification_methyltransferase_pseudouridine	rRNA modification methyltransferase and pseudouridine enzymes	rrna_modification_ribosome_maturation_boundary	NEW_SUBMODULE	COMPLETE	Rsm/Rlm/Rlu/Rsu-family rRNA methyltransferase and pseudouridine synthase entries, including dual rRNA/tRNA enzymes where the rRNA role is the dominant product-name signal. Curate site-specific RNA modification terms where GOA/domain support is strong, and keep broad RNA binding non-core.	PRESENT	CURATED	PRESENT
rlmM	PP_2113	Q88L23	Ribosomal RNA large subunit methyltransferase M (EC 2.1.1.186) (23S rRNA (cytidine2498-2'-O)-methyltransferase) (23S rRNA 2'-O-ribose methyltransferase RlmM)	2.1.1.186	GO:0005737; GO:0006364; GO:0008757; GO:0032259	IPR040739;IPR048646;IPR002877;IPR011224;IPR029063;	PF01728;PF18125;PF21239;	PTHR37524;PTHR37524:SF2;	Cytoplasm;Methyltransferase;Reference proteome;rRNA processing;S-adenosyl-L-methionine;Transferase	rrna_modification_methyltransferase_pseudouridine	rRNA modification methyltransferase and pseudouridine enzymes	rrna_modification_ribosome_maturation_boundary	NEW_SUBMODULE	COMPLETE	Rsm/Rlm/Rlu/Rsu-family rRNA methyltransferase and pseudouridine synthase entries, including dual rRNA/tRNA enzymes where the rRNA role is the dominant product-name signal. Curate site-specific RNA modification terms where GOA/domain support is strong, and keep broad RNA binding non-core.	PRESENT	CURATED	PRESENT
PP_4306	PP_4306	Q88EZ4	S-adenosylmethionine-dependent methyltransferase domain-containing protein		GO:0006364; GO:0008168; GO:0032259	IPR019614;IPR029063;	PF10672;	PTHR43042:SF3;PTHR43042;	Methyltransferase;Reference proteome;rRNA processing;S-adenosyl-L-methionine;Transferase	rrna_modification_methyltransferase_pseudouridine	rRNA modification methyltransferase and pseudouridine enzymes	rrna_modification_ribosome_maturation_boundary	NEW_SUBMODULE	COMPLETE	Rsm/Rlm/Rlu/Rsu-family rRNA methyltransferase and pseudouridine synthase entries, including dual rRNA/tRNA enzymes where the rRNA role is the dominant product-name signal. Curate site-specific RNA modification terms where GOA/domain support is strong, and keep broad RNA binding non-core.	PRESENT	CURATED	PRESENT
rluB	PP_4496	A0A140FWP7	Pseudouridine synthase (EC 5.4.99.-)	5.4.99.-	GO:0000455; GO:0003723; GO:0005829; GO:0160139	IPR042092;IPR020103;IPR006145;IPR000748;IPR018496;IPR050343;IPR002942;IPR036986;IPR020094;	PF00849;PF01479;	PTHR47683;PTHR47683:SF3;	Isomerase;Reference proteome;RNA-binding;rRNA processing	rrna_modification_methyltransferase_pseudouridine	rRNA modification methyltransferase and pseudouridine enzymes	rrna_modification_ribosome_maturation_boundary	NEW_SUBMODULE	COMPLETE	Rsm/Rlm/Rlu/Rsu-family rRNA methyltransferase and pseudouridine synthase entries, including dual rRNA/tRNA enzymes where the rRNA role is the dominant product-name signal. Curate site-specific RNA modification terms where GOA/domain support is strong, and keep broad RNA binding non-core.	PRESENT	CURATED	PRESENT
rlmG	PP_4648	Q88E20	Ribosomal RNA large subunit methyltransferase G (EC 2.1.1.174) (23S rRNA m2G1835 methyltransferase) (rRNA (guanine-N(2)-)-methyltransferase RlmG)	2.1.1.174	GO:0003676; GO:0005737; GO:0052916	IPR002052;IPR017237;IPR058679;IPR046977;IPR029063;IPR007848;	PF05175;PF26049;	PTHR47816:SF5;PTHR47816;	Cytoplasm;Methyltransferase;Reference proteome;rRNA processing;S-adenosyl-L-methionine;Transferase	rrna_modification_methyltransferase_pseudouridine	rRNA modification methyltransferase and pseudouridine enzymes	rrna_modification_ribosome_maturation_boundary	NEW_SUBMODULE	COMPLETE	Rsm/Rlm/Rlu/Rsu-family rRNA methyltransferase and pseudouridine synthase entries, including dual rRNA/tRNA enzymes where the rRNA role is the dominant product-name signal. Curate site-specific RNA modification terms where GOA/domain support is strong, and keep broad RNA binding non-core.	PRESENT	CURATED	PRESENT
rlmE	PP_4719	Q88DV0	Ribosomal RNA large subunit methyltransferase E (EC 2.1.1.166) (23S rRNA Um2552 methyltransferase) (rRNA (uridine-2'-O-)-methyltransferase)	2.1.1.166	GO:0005737; GO:0008650	IPR050082;IPR002877;IPR015507;IPR029063;	PF01728;	PTHR10920;PTHR10920:SF18;	Cytoplasm;Methyltransferase;Reference proteome;rRNA processing;S-adenosyl-L-methionine;Transferase	rrna_modification_methyltransferase_pseudouridine	rRNA modification methyltransferase and pseudouridine enzymes	rrna_modification_ribosome_maturation_boundary	NEW_SUBMODULE	COMPLETE	Rsm/Rlm/Rlu/Rsu-family rRNA methyltransferase and pseudouridine synthase entries, including dual rRNA/tRNA enzymes where the rRNA role is the dominant product-name signal. Curate site-specific RNA modification terms where GOA/domain support is strong, and keep broad RNA binding non-core.	PRESENT	CURATED	PRESENT
rlmH	PP_4808	Q88DL7	Ribosomal RNA large subunit methyltransferase H (EC 2.1.1.177) (23S rRNA (pseudouridine1915-N3)-methyltransferase) (23S rRNA m3Psi1915 methyltransferase) (rRNA (pseudouridine-N3-)-methyltransferase RlmH)	2.1.1.177	GO:0005737; GO:0070038	IPR029028;IPR003742;IPR029026;	PF02590;	PTHR33603;PTHR33603:SF1;	Cytoplasm;Methyltransferase;Reference proteome;rRNA processing;S-adenosyl-L-methionine;Transferase	rrna_modification_methyltransferase_pseudouridine	rRNA modification methyltransferase and pseudouridine enzymes	rrna_modification_ribosome_maturation_boundary	NEW_SUBMODULE	COMPLETE	Rsm/Rlm/Rlu/Rsu-family rRNA methyltransferase and pseudouridine synthase entries, including dual rRNA/tRNA enzymes where the rRNA role is the dominant product-name signal. Curate site-specific RNA modification terms where GOA/domain support is strong, and keep broad RNA binding non-core.	PRESENT	CURATED	PRESENT
rlmB	PP_4879	Q88DE7	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB (EC 2.1.1.185) (23S rRNA (guanosine2251 2'-O)-methyltransferase) (23S rRNA Gm2251 2'-O-methyltransferase)	2.1.1.185	GO:0003723; GO:0005829; GO:0070039	IPR024915;IPR029028;IPR029064;IPR004441;IPR001537;IPR013123;IPR029026;	PF00588;PF08032;	PTHR46429;PTHR46429:SF1;	Cytoplasm;Methyltransferase;Reference proteome;rRNA processing;S-adenosyl-L-methionine;Transferase	rrna_modification_methyltransferase_pseudouridine	rRNA modification methyltransferase and pseudouridine enzymes	rrna_modification_ribosome_maturation_boundary	NEW_SUBMODULE	COMPLETE	Rsm/Rlm/Rlu/Rsu-family rRNA methyltransferase and pseudouridine synthase entries, including dual rRNA/tRNA enzymes where the rRNA role is the dominant product-name signal. Curate site-specific RNA modification terms where GOA/domain support is strong, and keep broad RNA binding non-core.	PRESENT	CURATED	PRESENT
rlmJ	PP_4945	Q88D82	Ribosomal RNA large subunit methyltransferase J (EC 2.1.1.266) (23S rRNA (adenine(2030)-N6)-methyltransferase) (23S rRNA m6A2030 methyltransferase)	2.1.1.266	GO:0003723; GO:0005829; GO:0036307; GO:0070475	IPR007473;IPR029063;	PF04378;	PTHR37426;PTHR37426:SF1;	Methyltransferase;Reference proteome;RNA-binding;rRNA processing;S-adenosyl-L-methionine;Transferase	rrna_modification_methyltransferase_pseudouridine	rRNA modification methyltransferase and pseudouridine enzymes	rrna_modification_ribosome_maturation_boundary	NEW_SUBMODULE	COMPLETE	Rsm/Rlm/Rlu/Rsu-family rRNA methyltransferase and pseudouridine synthase entries, including dual rRNA/tRNA enzymes where the rRNA role is the dominant product-name signal. Curate site-specific RNA modification terms where GOA/domain support is strong, and keep broad RNA binding non-core.	PRESENT	CURATED	PRESENT
rsmE	PP_4985	Q88D43	Ribosomal RNA small subunit methyltransferase E (EC 2.1.1.193)	2.1.1.193	GO:0005737; GO:0070042; GO:0070475	IPR029028;IPR015947;IPR006700;IPR046886;IPR046887;IPR029026;	PF04452;PF20260;	PTHR30027:SF3;PTHR30027;	Cytoplasm;Methyltransferase;Reference proteome;rRNA processing;S-adenosyl-L-methionine;Transferase	rrna_modification_methyltransferase_pseudouridine	rRNA modification methyltransferase and pseudouridine enzymes	rrna_modification_ribosome_maturation_boundary	NEW_SUBMODULE	COMPLETE	Rsm/Rlm/Rlu/Rsu-family rRNA methyltransferase and pseudouridine synthase entries, including dual rRNA/tRNA enzymes where the rRNA role is the dominant product-name signal. Curate site-specific RNA modification terms where GOA/domain support is strong, and keep broad RNA binding non-core.	PRESENT	CURATED	PRESENT
PP_5019	PP_5019	Q88D10	Ribosomal RNA small subunit methyltransferase E (EC 2.1.1.193)	2.1.1.193	GO:0005737; GO:0070042; GO:0070475	IPR029028;IPR006700;IPR046886;IPR029026;	PF04452;	PTHR30027:SF3;PTHR30027;	Cytoplasm;Methyltransferase;Reference proteome;rRNA processing;S-adenosyl-L-methionine;Transferase	rrna_modification_methyltransferase_pseudouridine	rRNA modification methyltransferase and pseudouridine enzymes	rrna_modification_ribosome_maturation_boundary	NEW_SUBMODULE	COMPLETE	Rsm/Rlm/Rlu/Rsu-family rRNA methyltransferase and pseudouridine synthase entries, including dual rRNA/tRNA enzymes where the rRNA role is the dominant product-name signal. Curate site-specific RNA modification terms where GOA/domain support is strong, and keep broad RNA binding non-core.	PRESENT	CURATED	PRESENT
PP_5114	PP_5114	Q88CR6	Ribosomal RNA small subunit methyltransferase D (EC 2.1.1.171)	2.1.1.171	GO:0003676; GO:0052913	IPR002052;IPR004398;IPR029063;	PF03602;	PTHR43542;PTHR43542:SF1;	Methyltransferase;Reference proteome;rRNA processing;S-adenosyl-L-methionine;Transferase	rrna_modification_methyltransferase_pseudouridine	rRNA modification methyltransferase and pseudouridine enzymes	rrna_modification_ribosome_maturation_boundary	NEW_SUBMODULE	COMPLETE	Rsm/Rlm/Rlu/Rsu-family rRNA methyltransferase and pseudouridine synthase entries, including dual rRNA/tRNA enzymes where the rRNA role is the dominant product-name signal. Curate site-specific RNA modification terms where GOA/domain support is strong, and keep broad RNA binding non-core.	PRESENT	CURATED	PRESENT
rlmI	PP_5127	Q88CQ3	Ribosomal RNA large subunit methyltransferase I (EC 2.1.1.-)	2.1.1.-	GO:0003723; GO:0005737; GO:0006364; GO:0008168; GO:0032259	IPR015947;IPR036974;IPR041532;IPR019614;IPR029063;	PF10672;PF17785;	PTHR42873;PTHR42873:SF1;	Cytoplasm;Methyltransferase;Reference proteome;rRNA processing;S-adenosyl-L-methionine;Transferase	rrna_modification_methyltransferase_pseudouridine	rRNA modification methyltransferase and pseudouridine enzymes	rrna_modification_ribosome_maturation_boundary	NEW_SUBMODULE	COMPLETE	Rsm/Rlm/Rlu/Rsu-family rRNA methyltransferase and pseudouridine synthase entries, including dual rRNA/tRNA enzymes where the rRNA role is the dominant product-name signal. Curate site-specific RNA modification terms where GOA/domain support is strong, and keep broad RNA binding non-core.	PRESENT	CURATED	PRESENT
