gene	ordered_locus	uniprot_accession	protein_name	ec_numbers	go_ids	interpro_ids	pfam_ids	panther_ids	keywords	partition_bucket	partition_label	proposed_module	recommended_action	bucket_status	notes	review_status	curation_status	asta_research_status
PP_3964	PP_3964	Q88FW3	Transposase			IPR039552;IPR052344;IPR004291;IPR024463;IPR024474;	PF03050;PF13817;PF13007;PF13005;	PTHR33678;PTHR33678:SF1;	Reference proteome	transposase_domain_or_fragment	Domain-only or fragmentary transposase candidates	mobile_genetic_elements_boundary	DEFER_LOW_EVIDENCE	COMPLETE	Transposase-name records with no fetched GOA rows or only very broad binding rows. Treat short fragments and domain-only entries cautiously.	PRESENT	CURATED	PRESENT
PP_3984	PP_3984	Q88FU7	Transposase			IPR045489;	PF20008;		Reference proteome	transposase_domain_or_fragment	Domain-only or fragmentary transposase candidates	mobile_genetic_elements_boundary	DEFER_LOW_EVIDENCE	COMPLETE	Transposase-name records with no fetched GOA rows or only very broad binding rows. Treat short fragments and domain-only entries cautiously.	PRESENT	CURATED	PRESENT
PP_3986	PP_3986	Q88FU6	Transposase			IPR008878;	PF05717;	PTHR36455;PTHR36455:SF1;	Reference proteome	transposase_domain_or_fragment	Domain-only or fragmentary transposase candidates	mobile_genetic_elements_boundary	DEFER_LOW_EVIDENCE	COMPLETE	Transposase-name records with no fetched GOA rows or only very broad binding rows. Treat short fragments and domain-only entries cautiously.	PRESENT	CURATED	PRESENT
PP_4024	PP_4024	Q877M4	Transposase			IPR008878;	PF05717;	PTHR36455;PTHR36455:SF1;	Reference proteome	transposase_domain_or_fragment	Domain-only or fragmentary transposase candidates	mobile_genetic_elements_boundary	DEFER_LOW_EVIDENCE	COMPLETE	Transposase-name records with no fetched GOA rows or only very broad binding rows. Treat short fragments and domain-only entries cautiously.	PRESENT	CURATED	PRESENT
PP_4091	PP_4091	Q88FK3	Transposase			IPR039552;IPR052344;IPR004291;IPR024463;IPR024474;	PF03050;PF13817;PF13007;PF13005;	PTHR33678;PTHR33678:SF1;	Reference proteome	transposase_domain_or_fragment	Domain-only or fragmentary transposase candidates	mobile_genetic_elements_boundary	DEFER_LOW_EVIDENCE	COMPLETE	Transposase-name records with no fetched GOA rows or only very broad binding rows. Treat short fragments and domain-only entries cautiously.	PRESENT	CURATED	PRESENT
PP_4092	PP_4092	Q88FK2	Transposase			IPR008878;	PF05717;	PTHR36455;PTHR36455:SF1;	Reference proteome	transposase_domain_or_fragment	Domain-only or fragmentary transposase candidates	mobile_genetic_elements_boundary	DEFER_LOW_EVIDENCE	COMPLETE	Transposase-name records with no fetched GOA rows or only very broad binding rows. Treat short fragments and domain-only entries cautiously.	PRESENT	CURATED	PRESENT
PP_4442	PP_4442	Q877N3	Transposase			IPR008878;	PF05717;	PTHR36455;PTHR36455:SF1;	Reference proteome	transposase_domain_or_fragment	Domain-only or fragmentary transposase candidates	mobile_genetic_elements_boundary	DEFER_LOW_EVIDENCE	COMPLETE	Transposase-name records with no fetched GOA rows or only very broad binding rows. Treat short fragments and domain-only entries cautiously.	PRESENT	CURATED	PRESENT
PP_4443	PP_4443	Q877J6	Transposase			IPR039552;IPR052344;IPR004291;IPR024463;IPR024474;	PF03050;PF13817;PF13007;PF13005;	PTHR33678;PTHR33678:SF1;	Reference proteome	transposase_domain_or_fragment	Domain-only or fragmentary transposase candidates	mobile_genetic_elements_boundary	DEFER_LOW_EVIDENCE	COMPLETE	Transposase-name records with no fetched GOA rows or only very broad binding rows. Treat short fragments and domain-only entries cautiously.	PRESENT	CURATED	PRESENT
PP_4459	PP_4459	Q88EK3	Transposase		GO:0003676	IPR009057;IPR052702;IPR012337;IPR036397;IPR038717;IPR047655;	PF13358;PF13565;	PTHR30347:SF1;PTHR30347;	Reference proteome	transposase_domain_or_fragment	Domain-only or fragmentary transposase candidates	mobile_genetic_elements_boundary	DEFER_LOW_EVIDENCE	COMPLETE	Transposase-name records with no fetched GOA rows or only very broad binding rows. Treat short fragments and domain-only entries cautiously.	PRESENT	CURATED	PRESENT
PP_5405	PP_5405	Q88BY2	Transposase						Reference proteome	transposase_domain_or_fragment	Domain-only or fragmentary transposase candidates	mobile_genetic_elements_boundary	DEFER_LOW_EVIDENCE	COMPLETE	Transposase-name records with no fetched GOA rows or only very broad binding rows. Treat short fragments and domain-only entries cautiously.	PRESENT	CURATED	PRESENT
PP_5406	PP_5406	Q88BY1	Transposase		GO:0003676	IPR011335;IPR011856;			Reference proteome	transposase_domain_or_fragment	Domain-only or fragmentary transposase candidates	mobile_genetic_elements_boundary	DEFER_LOW_EVIDENCE	COMPLETE	Transposase-name records with no fetched GOA rows or only very broad binding rows. Treat short fragments and domain-only entries cautiously.	PRESENT	CURATED	PRESENT
PP_5408	PP_5408	Q88BX9	TniQ protein						Reference proteome	transposase_domain_or_fragment	Domain-only or fragmentary transposase candidates	mobile_genetic_elements_boundary	DEFER_LOW_EVIDENCE	COMPLETE	Transposase-name records with no fetched GOA rows or only very broad binding rows. Treat short fragments and domain-only entries cautiously.	PRESENT	CURATED	PRESENT
