gene	ordered_locus	uniprot_accession	protein_name	ec_numbers	go_ids	interpro_ids	pfam_ids	panther_ids	keywords	partition_bucket	partition_label	proposed_module	recommended_action	bucket_status	notes	review_status	curation_status	asta_research_status
rsmA	PP_0401	Q88QT6	Ribosomal RNA small subunit methyltransferase A (EC 2.1.1.182) (16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase) (16S rRNA dimethyladenosine transferase) (16S rRNA dimethylase) (S-adenosylmethionine-6-N', N'-adenosyl(rRNA) dimethyltransferase)	2.1.1.182	GO:0003723; GO:0005829; GO:0052908	IPR001737;IPR023165;IPR020596;IPR020598;IPR011530;IPR029063;	PF00398;	PTHR11727;PTHR11727:SF7;	Cytoplasm;Methyltransferase;Reference proteome;RNA-binding;rRNA processing;S-adenosyl-L-methionine;Transferase	rrna_modification_methyltransferase_pseudouridine	rRNA modification methyltransferase and pseudouridine enzymes	rrna_modification_ribosome_maturation_boundary	NEW_SUBMODULE	COMPLETE	Rsm/Rlm/Rlu/Rsu-family rRNA methyltransferase and pseudouridine synthase entries, including dual rRNA/tRNA enzymes where the rRNA role is the dominant product-name signal. Curate site-specific RNA modification terms where GOA/domain support is strong, and keep broad RNA binding non-core.	PRESENT	CURATED	PRESENT
selB	PP_0494	Q88QJ7	Selenocysteyl-tRNA-specific translation elongation factor (EC 3.6.5.-)	3.6.5.-	GO:0001514; GO:0003723; GO:0003746; GO:0003924; GO:0005525; GO:0005737	IPR057335;IPR050055;IPR015190;IPR027417;IPR015191;IPR000795;IPR009000;IPR009001;IPR004535;IPR036388;IPR036390;IPR048931;	PF25461;PF00009;PF09106;PF21214;PF09107;	PTHR43721;PTHR43721:SF9;	Cytoplasm;Elongation factor;GTP-binding;Hydrolase;Nucleotide-binding;Protein biosynthesis;Reference proteome	translation_factors_ribosome_rescue	Translation factors, ribosome rescue, and translational regulation	translation_factor_ribosome_rescue_boundary	NEW_SUBMODULE	COMPLETE	Initiation/elongation/recycling factors, ribosome rescue proteins, translation throttles, and ribosome-associated stress factors. Keep translation regulation/rescue distinct from structural ribosome modules.	PRESENT	CURATED	PRESENT
nusB	PP_0518	Q88QH5	Transcription antitermination protein NusB (Antitermination factor NusB)		GO:0003723; GO:0005829; GO:0006353; GO:0031564	IPR035926;IPR011605;IPR006027;	PF01029;	PTHR11078:SF3;PTHR11078;	Reference proteome;RNA-binding;Transcription;Transcription antitermination;Transcription regulation	transcription_rna_polymerase_spillovers	Transcription and RNA-polymerase spillovers	transcription_rna_polymerase_spillover_boundary	ROUTE_OUT_OF_TRANSLATION	COMPLETE	Nus antitermination factors, RapA, DksA, an ECF sigma factor, and an RNA-polymerase subunit fragment/candidate. Route these to transcription or regulatory modules rather than translation/RNA-processing modules.	PRESENT	CURATED	PRESENT
cmoM	PP_0578	Q88QB6	tRNA 5-carboxymethoxyuridine methyltransferase (EC 2.1.1.-) (cmo5U methyltransferase)	2.1.1.-	GO:0006400; GO:0008757; GO:0032259; GO:0097697	IPR033664;IPR013216;IPR029063;	PF08241;	PTHR43464;PTHR43464:SF19;	Methyltransferase;Reference proteome;S-adenosyl-L-methionine;Transferase;tRNA processing	trna_modification_processing	tRNA modification and processing enzymes	trna_modification_processing_boundary	NEW_SUBMODULE	COMPLETE	Mnm/Cmo/Tsa/Trm/Dus/Tru/Mia/Ttc/Til/Cca tRNA-modification and tRNA processing enzymes. Curate explicit tRNA modification reactions where supported; avoid generic transferase or RNA-binding terms as core calls.	PRESENT	CURATED	PRESENT
yigZ	PP_0593	Q88QA1	Ribosome-binding factor		GO:0005737; GO:0006446; GO:0017111; GO:0032561; GO:0043168	IPR035647;IPR023582;IPR001498;IPR036956;IPR020568;IPR015269;	PF09186;PF01205;	PTHR16301:SF20;PTHR16301;	Reference proteome	ribosome_assembly_maturation_hibernation	Ribosome assembly, maturation, hibernation, and ribosomal-protein modification	bacterial_ribosome_maturation_regulation_boundary	NEW_SUBMODULE	COMPLETE	Ribosome biogenesis GTPases, maturation factors, hibernation/silencing factors, ribosomal-protein modifiers, and low-information ribosomal subunit interface/S2p fragments. Keep these separate from the already completed 30S/50S structural ribosome modules.	PRESENT	CURATED	PRESENT
rluD	PP_0623	A0A140FVZ6	Pseudouridine synthase (EC 5.4.99.-)	5.4.99.-	GO:0000455; GO:0003723; GO:0005737; GO:0160140	IPR020103;IPR006224;IPR006225;IPR006145;IPR050188;IPR002942;IPR036986;	PF00849;PF01479;	PTHR21600;PTHR21600:SF44;	Cytoplasm;Isomerase;Reference proteome;RNA-binding;rRNA processing	rrna_modification_methyltransferase_pseudouridine	rRNA modification methyltransferase and pseudouridine enzymes	rrna_modification_ribosome_maturation_boundary	NEW_SUBMODULE	COMPLETE	Rsm/Rlm/Rlu/Rsu-family rRNA methyltransferase and pseudouridine synthase entries, including dual rRNA/tRNA enzymes where the rRNA role is the dominant product-name signal. Curate site-specific RNA modification terms where GOA/domain support is strong, and keep broad RNA binding non-core.	PRESENT	CURATED	PRESENT
ettA	PP_0674	Q88Q24	Energy-dependent translational throttle protein EttA (EC 3.6.1.-) (Translational regulatory factor EttA)	3.6.1.-	GO:0000049; GO:0005524; GO:0005737; GO:0006412; GO:0016887; GO:0019843; GO:0043022; GO:0045900	IPR003593;IPR032781;IPR003439;IPR017871;IPR022374;IPR027417;	PF00005;PF12848;	PTHR43858:SF1;PTHR43858;	ATP-binding;Cytoplasm;Hydrolase;Nucleotide-binding;Protein biosynthesis;Reference proteome;Repeat;RNA-binding;rRNA-binding;Translation regulation;tRNA-binding	translation_factors_ribosome_rescue	Translation factors, ribosome rescue, and translational regulation	translation_factor_ribosome_rescue_boundary	NEW_SUBMODULE	COMPLETE	Initiation/elongation/recycling factors, ribosome rescue proteins, translation throttles, and ribosome-associated stress factors. Keep translation regulation/rescue distinct from structural ribosome modules.	PRESENT	CURATED	PRESENT
rimI	PP_0697	Q88Q01	[Ribosomal protein bS18]-alanine N-acetyltransferase (EC 2.3.1.266)	2.3.1.266	GO:0005737; GO:0008999	IPR006464;IPR016181;IPR000182;IPR043690;IPR050680;	PF00583;	PTHR43420;PTHR43420:SF12;	Acyltransferase;Cytoplasm;Reference proteome;Transferase	ribosome_assembly_maturation_hibernation	Ribosome assembly, maturation, hibernation, and ribosomal-protein modification	bacterial_ribosome_maturation_regulation_boundary	NEW_SUBMODULE	COMPLETE	Ribosome biogenesis GTPases, maturation factors, hibernation/silencing factors, ribosomal-protein modifiers, and low-information ribosomal subunit interface/S2p fragments. Keep these separate from the already completed 30S/50S structural ribosome modules.	PRESENT	CURATED	PRESENT
ychF	PP_0719	Q88PX9	Ribosome-binding ATPase YchF		GO:0005524; GO:0005525; GO:0005737; GO:0016887; GO:0043023; GO:0046872	IPR004396;IPR012675;IPR031167;IPR006073;IPR027417;IPR004095;IPR012676;IPR023192;IPR013029;IPR041706;	PF01926;PF06071;	PTHR23305;PTHR23305:SF18;	ATP-binding;Magnesium;Metal-binding;Nucleotide-binding;Reference proteome	translation_factors_ribosome_rescue	Translation factors, ribosome rescue, and translational regulation	translation_factor_ribosome_rescue_boundary	NEW_SUBMODULE	COMPLETE	Initiation/elongation/recycling factors, ribosome rescue proteins, translation throttles, and ribosome-associated stress factors. Keep translation regulation/rescue distinct from structural ribosome modules.	PRESENT	CURATED	PRESENT
pth	PP_0720	Q88PX8	Peptidyl-tRNA hydrolase (Pth) (EC 3.1.1.29)	3.1.1.29	GO:0000049; GO:0004045; GO:0005737; GO:0006515; GO:0072344	IPR001328;IPR018171;IPR036416;	PF01195;	PTHR17224;PTHR17224:SF1;	Cytoplasm;Hydrolase;Reference proteome;RNA-binding;tRNA-binding	translation_factors_ribosome_rescue	Translation factors, ribosome rescue, and translational regulation	translation_factor_ribosome_rescue_boundary	NEW_SUBMODULE	COMPLETE	Initiation/elongation/recycling factors, ribosome rescue proteins, translation throttles, and ribosome-associated stress factors. Keep translation regulation/rescue distinct from structural ribosome modules.	PRESENT	CURATED	PRESENT
rsmC	PP_0761	Q88PT7	Ribosomal RNA small subunit methyltransferase C (EC 2.1.1.172) (16S rRNA m2G1207 methyltransferase) (rRNA (guanine-N(2)-)-methyltransferase RsmC)	2.1.1.172	GO:0003676; GO:0005737; GO:0052914	IPR002052;IPR013675;IPR023543;IPR046977;IPR029063;IPR007848;	PF05175;PF08468;	PTHR47816;PTHR47816:SF4;	Cytoplasm;Methyltransferase;Reference proteome;rRNA processing;S-adenosyl-L-methionine;Transferase	rrna_modification_methyltransferase_pseudouridine	rRNA modification methyltransferase and pseudouridine enzymes	rrna_modification_ribosome_maturation_boundary	NEW_SUBMODULE	COMPLETE	Rsm/Rlm/Rlu/Rsu-family rRNA methyltransferase and pseudouridine synthase entries, including dual rRNA/tRNA enzymes where the rRNA role is the dominant product-name signal. Curate site-specific RNA modification terms where GOA/domain support is strong, and keep broad RNA binding non-core.	PRESENT	CURATED	PRESENT
PP_0782	PP_0782	Q88PR6	Glutamyl-tRNA amidotransferase			IPR014983;IPR015002;	PF08887;PF08906;		Reference proteome	aminoacyl_trna_charging_editing_quality_control	Aminoacyl-tRNA charging, editing, amidotransferase, and quality-control enzymes	aminoacyl_trna_quality_control_boundary	NEW_SUBMODULE	COMPLETE	Aminoacyl-tRNA synthetase fragments or specialized synthetases, GatCAB-like amidotransferase subunits, YbaK/Dtd/YcfH deacylases, and Aat tRNA-protein transferase context. Curate aminoacylation/editing functions precisely.	PRESENT	CURATED	PRESENT
PP_0784	PP_0784	Q88PR4	Glutamyl-tRNA amidotransferase			IPR014983;IPR015002;	PF08887;PF08906;		Reference proteome	aminoacyl_trna_charging_editing_quality_control	Aminoacyl-tRNA charging, editing, amidotransferase, and quality-control enzymes	aminoacyl_trna_quality_control_boundary	NEW_SUBMODULE	COMPLETE	Aminoacyl-tRNA synthetase fragments or specialized synthetases, GatCAB-like amidotransferase subunits, YbaK/Dtd/YcfH deacylases, and Aat tRNA-protein transferase context. Curate aminoacylation/editing functions precisely.	PRESENT	CURATED	PRESENT
selU	PP_0822	Q88PM7	tRNA 2-selenouridine synthase (EC 2.9.1.3)	2.9.1.3	GO:0002098; GO:0016765; GO:0043828	IPR058840;IPR001763;IPR036873;IPR017582;	PF26341;	PTHR30401;PTHR30401:SF0;	Reference proteome;Selenium;Transferase	trna_modification_processing	tRNA modification and processing enzymes	trna_modification_processing_boundary	NEW_SUBMODULE	COMPLETE	Mnm/Cmo/Tsa/Trm/Dus/Tru/Mia/Ttc/Til/Cca tRNA-modification and tRNA processing enzymes. Curate explicit tRNA modification reactions where supported; avoid generic transferase or RNA-binding terms as core calls.	PRESENT	CURATED	PRESENT
trmJ	PP_0839	Q88PL1	tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ (EC 2.1.1.200) (tRNA (cytidine(32)/uridine(32)-2'-O)-methyltransferase) (tRNA Cm32/Um32 methyltransferase)	2.1.1.200	GO:0002128; GO:0003723; GO:0005829; GO:0106339; GO:0160206	IPR029028;IPR004384;IPR001537;IPR029026;	PF00588;	PTHR42786:SF2;PTHR42786;	Cytoplasm;Methyltransferase;Reference proteome;S-adenosyl-L-methionine;Transferase;tRNA processing	trna_modification_processing	tRNA modification and processing enzymes	trna_modification_processing_boundary	NEW_SUBMODULE	COMPLETE	Mnm/Cmo/Tsa/Trm/Dus/Tru/Mia/Ttc/Til/Cca tRNA-modification and tRNA processing enzymes. Curate explicit tRNA modification reactions where supported; avoid generic transferase or RNA-binding terms as core calls.	PRESENT	CURATED	PRESENT
rlmN	PP_0850	Q88PK0	Dual-specificity RNA methyltransferase RlmN (EC 2.1.1.192) (23S rRNA (adenine(2503)-C(2))-methyltransferase) (23S rRNA m2A2503 methyltransferase) (Ribosomal RNA large subunit methyltransferase N) (tRNA (adenine(37)-C(2))-methyltransferase) (tRNA m2A37 methyltransferase)	2.1.1.192	GO:0000049; GO:0002935; GO:0005737; GO:0019843; GO:0030488; GO:0046872; GO:0051539; GO:0070040; GO:0070475	IPR013785;IPR040072;IPR048641;IPR027492;IPR004383;IPR007197;IPR058240;	PF04055;PF21016;	PTHR30544;PTHR30544:SF5;	4Fe-4S;Cytoplasm;Disulfide bond;Iron;Iron-sulfur;Metal-binding;Methyltransferase;Reference proteome;rRNA processing;S-adenosyl-L-methionine;Transferase;tRNA processing	rrna_modification_methyltransferase_pseudouridine	rRNA modification methyltransferase and pseudouridine enzymes	rrna_modification_ribosome_maturation_boundary	NEW_SUBMODULE	COMPLETE	Rsm/Rlm/Rlu/Rsu-family rRNA methyltransferase and pseudouridine synthase entries, including dual rRNA/tRNA enzymes where the rRNA role is the dominant product-name signal. Curate site-specific RNA modification terms where GOA/domain support is strong, and keep broad RNA binding non-core.	PRESENT	CURATED	PRESENT
der	PP_0857	Q88PJ3	GTPase Der (GTP-binding protein EngA)		GO:0005525; GO:0042254; GO:0043022	IPR031166;IPR006073;IPR016484;IPR032859;IPR015946;IPR027417;IPR005225;	PF14714;PF01926;	PTHR43834;PTHR43834:SF6;	GTP-binding;Nucleotide-binding;Reference proteome;Repeat;Ribosome biogenesis	ribosome_assembly_maturation_hibernation	Ribosome assembly, maturation, hibernation, and ribosomal-protein modification	bacterial_ribosome_maturation_regulation_boundary	NEW_SUBMODULE	COMPLETE	Ribosome biogenesis GTPases, maturation factors, hibernation/silencing factors, ribosomal-protein modifiers, and low-information ribosomal subunit interface/S2p fragments. Keep these separate from the already completed 30S/50S structural ribosome modules.	PRESENT	CURATED	PRESENT
rng	PP_0937	Q88PB3	Endoribonuclease G (RNAse G) (EC 3.1.26.-)	3.1.26.-	GO:0003723; GO:0004540; GO:0005737; GO:0006364; GO:0016787; GO:0046872	IPR012340;IPR019307;IPR004659;IPR003029;	PF10150;PF00575;	PTHR30001;PTHR30001:SF0;	Hydrolase;Magnesium;Metal-binding;Reference proteome;RNA-binding	ribonuclease_rna_decay_processing_helicases	Ribonucleases, RNA decay/processing, and RNA helicases	rna_decay_processing_boundary	NEW_SUBMODULE	COMPLETE	RNase P/G/T/Z/D/PH, YbeY, DEAD-box RNA helicases, and RraA-like ribonuclease-regulator spillovers. Separate catalytic nuclease/helicase roles from rRNA/tRNA/ribosome-assembly process context.	PRESENT	CURATED	PRESENT
darP	PP_0941	Q88PA9	Dual-action ribosomal maturation protein DarP (Large ribosomal subunit assembly factor DarP)		GO:0005829; GO:0019843; GO:0043022; GO:1902626	IPR006839;IPR023153;	PF04751;	PTHR38101;PTHR38101:SF1;	Cytoplasm;Reference proteome;Ribosome biogenesis;RNA-binding;rRNA-binding	ribosome_assembly_maturation_hibernation	Ribosome assembly, maturation, hibernation, and ribosomal-protein modification	bacterial_ribosome_maturation_regulation_boundary	NEW_SUBMODULE	COMPLETE	Ribosome biogenesis GTPases, maturation factors, hibernation/silencing factors, ribosomal-protein modifiers, and low-information ribosomal subunit interface/S2p fragments. Keep these separate from the already completed 30S/50S structural ribosome modules.	PRESENT	CURATED	PRESENT
hpf	PP_0951	P0A147	Ribosome hibernation promoting factor (HPF) (Hibernation factor HPF)		GO:0022627; GO:0043024; GO:0045900	IPR050574;IPR036567;IPR003489;	PF02482;	PTHR33231;PTHR33231:SF1;	Reference proteome;Translation regulation	ribosome_assembly_maturation_hibernation	Ribosome assembly, maturation, hibernation, and ribosomal-protein modification	bacterial_ribosome_maturation_regulation_boundary	NEW_SUBMODULE	COMPLETE	Ribosome biogenesis GTPases, maturation factors, hibernation/silencing factors, ribosomal-protein modifiers, and low-information ribosomal subunit interface/S2p fragments. Keep these separate from the already completed 30S/50S structural ribosome modules.	PRESENT	CURATED	PRESENT
rlmF	PP_0976	Q88P77	Ribosomal RNA large subunit methyltransferase F (EC 2.1.1.181) (23S rRNA mA1618 methyltransferase) (rRNA adenine N-6-methyltransferase)	2.1.1.181	GO:0005737; GO:0052907; GO:0070475	IPR010286;IPR016909;IPR029063;	PF05971;	PTHR13393:SF0;PTHR13393;	Cytoplasm;Methyltransferase;Reference proteome;rRNA processing;S-adenosyl-L-methionine;Transferase	rrna_modification_methyltransferase_pseudouridine	rRNA modification methyltransferase and pseudouridine enzymes	rrna_modification_ribosome_maturation_boundary	NEW_SUBMODULE	COMPLETE	Rsm/Rlm/Rlu/Rsu-family rRNA methyltransferase and pseudouridine synthase entries, including dual rRNA/tRNA enzymes where the rRNA role is the dominant product-name signal. Curate site-specific RNA modification terms where GOA/domain support is strong, and keep broad RNA binding non-core.	PRESENT	CURATED	PRESENT
tadA	PP_1035	Q88P18	tRNA-specific adenosine deaminase (EC 3.5.4.33)	3.5.4.33	GO:0002100; GO:0008270; GO:0052717	IPR016192;IPR002125;IPR016193;IPR028883;	PF00383;	PTHR11079;PTHR11079:SF202;	Hydrolase;Metal-binding;Reference proteome;tRNA processing;Zinc	trna_modification_processing	tRNA modification and processing enzymes	trna_modification_processing_boundary	NEW_SUBMODULE	COMPLETE	Mnm/Cmo/Tsa/Trm/Dus/Tru/Mia/Ttc/Til/Cca tRNA-modification and tRNA processing enzymes. Curate explicit tRNA modification reactions where supported; avoid generic transferase or RNA-binding terms as core calls.	PRESENT	CURATED	PRESENT
ybaK	PP_1077	Q88NX6	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase (EC 4.2.-.-)	4.2.-.-	GO:0002161; GO:0006412; GO:0016829	IPR004369;IPR036754;IPR007214;	PF04073;	PTHR30411:SF0;PTHR30411;	Lyase;Protein biosynthesis;Reference proteome	aminoacyl_trna_charging_editing_quality_control	Aminoacyl-tRNA charging, editing, amidotransferase, and quality-control enzymes	aminoacyl_trna_quality_control_boundary	NEW_SUBMODULE	COMPLETE	Aminoacyl-tRNA synthetase fragments or specialized synthetases, GatCAB-like amidotransferase subunits, YbaK/Dtd/YcfH deacylases, and Aat tRNA-protein transferase context. Curate aminoacylation/editing functions precisely.	PRESENT	CURATED	PRESENT
rnt	PP_1085	Q88NW8	Ribonuclease T (EC 3.1.13.-) (Exoribonuclease T) (RNase T)	3.1.13.-	GO:0000287; GO:0003676; GO:0005829; GO:0008033; GO:0008408; GO:0016896; GO:0045004	IPR013520;IPR005987;IPR012337;IPR036397;	PF00929;	PTHR30231;PTHR30231:SF2;	Exonuclease;Hydrolase;Magnesium;Metal-binding;Nuclease;Reference proteome;tRNA processing	ribonuclease_rna_decay_processing_helicases	Ribonucleases, RNA decay/processing, and RNA helicases	rna_decay_processing_boundary	NEW_SUBMODULE	COMPLETE	RNase P/G/T/Z/D/PH, YbeY, DEAD-box RNA helicases, and RraA-like ribonuclease-regulator spillovers. Separate catalytic nuclease/helicase roles from rRNA/tRNA/ribosome-assembly process context.	PRESENT	CURATED	PRESENT
