gene	ordered_locus	uniprot_accession	protein_name	partition_bucket	partition_label	proposed_module	recommended_action	notes	review_status	curation_status	asta_research_status
PP_3222	PP_3222	Q88HY1	ABC transporter, permease protein	peptide_opine_glutathione_abc_import	Peptide/opine/glutathione ABC import	peptide_opine_glutathione_abc_import_boundary	NEW_SUBMODULE	Dipeptide and Gsi/opine-like import systems; transport context rather than quorum sensing.	PRESENT	CURATED	PRESENT
PP_3223	PP_3223	Q88HY0	ABC transporter, periplasmic binding protein	peptide_opine_glutathione_abc_import	Peptide/opine/glutathione ABC import	peptide_opine_glutathione_abc_import_boundary	NEW_SUBMODULE	Dipeptide and Gsi/opine-like import systems; transport context rather than quorum sensing.	PRESENT	CURATED	PRESENT
PP_3609	PP_3609	Q88GV8	DMT family transporter	dmt_transporter_singleton	DMT transporter singleton	dmt_transporter_boundary	DEFER	DMT-family transporter singleton with no clear quorum-sensing role in this first pass.	PRESENT	CURATED	PRESENT
PP_3814	PP_3814	Q88GB0	Polyamine ABC transporter, periplasmic polyamine-binding protein	polyamine_abc_import	Polyamine ABC import	polyamine_transport_boundary	EXISTING_OR_REUSE	Putrescine/spermidine/polyamine import systems; plausible quorum/biofilm context but best curated as transport.	PRESENT	CURATED	PRESENT
PP_3815	PP_3815	Q88GA9	Polyamine ABC transporter, permease protein	polyamine_abc_import	Polyamine ABC import	polyamine_transport_boundary	EXISTING_OR_REUSE	Putrescine/spermidine/polyamine import systems; plausible quorum/biofilm context but best curated as transport.	PRESENT	CURATED	PRESENT
PP_3816	PP_3816	Q88GA8	Polyamine ABC transporter, permease protein	polyamine_abc_import	Polyamine ABC import	polyamine_transport_boundary	EXISTING_OR_REUSE	Putrescine/spermidine/polyamine import systems; plausible quorum/biofilm context but best curated as transport.	PRESENT	CURATED	PRESENT
PP_3817	PP_3817	Q88GA7	Polyamine ABC transporter, ATP-binding protein	polyamine_abc_import	Polyamine ABC import	polyamine_transport_boundary	EXISTING_OR_REUSE	Putrescine/spermidine/polyamine import systems; plausible quorum/biofilm context but best curated as transport.	PRESENT	CURATED	PRESENT
kdpE	PP_4157	Q88FE0	Two-component system DNA-binding response activator KdpE	qsebc_like_two_component_regulation	QseBC-like two-component regulation	qsebc_like_two_component_regulation_boundary	NEW_SUBMODULE	QseB/KdpE-like response regulators and paired sensor kinases; the closest ppu02024 regulatory signal bucket.	PRESENT	CURATED	PRESENT
PP_4224	PP_4224	Q88F74	histidine kinase (EC 2.7.13.3)	qsebc_like_two_component_regulation	QseBC-like two-component regulation	qsebc_like_two_component_regulation_boundary	NEW_SUBMODULE	QseB/KdpE-like response regulators and paired sensor kinases; the closest ppu02024 regulatory signal bucket.	PRESENT	CURATED	PRESENT
qseB	PP_4225	Q88F73	Two component system DNA-binding transcriptional activator QseB	qsebc_like_two_component_regulation	QseBC-like two-component regulation	qsebc_like_two_component_regulation_boundary	NEW_SUBMODULE	QseB/KdpE-like response regulators and paired sensor kinases; the closest ppu02024 regulatory signal bucket.	PRESENT	CURATED	PRESENT
gsiA	PP_4453	Q88EK9	Glutathione import ATP-binding protein GsiA (EC 7.4.2.10) (EC 7.4.2.9)	peptide_opine_glutathione_abc_import	Peptide/opine/glutathione ABC import	peptide_opine_glutathione_abc_import_boundary	NEW_SUBMODULE	Dipeptide and Gsi/opine-like import systems; transport context rather than quorum sensing.	PRESENT	CURATED	PRESENT
PP_4454	PP_4454	Q88EK8	Opine ABC transporter, permease protein	peptide_opine_glutathione_abc_import	Peptide/opine/glutathione ABC import	peptide_opine_glutathione_abc_import_boundary	NEW_SUBMODULE	Dipeptide and Gsi/opine-like import systems; transport context rather than quorum sensing.	PRESENT	CURATED	PRESENT
gsiC	PP_4455	Q88EK7	Glutathione ABC transporter permease subunit	peptide_opine_glutathione_abc_import	Peptide/opine/glutathione ABC import	peptide_opine_glutathione_abc_import_boundary	NEW_SUBMODULE	Dipeptide and Gsi/opine-like import systems; transport context rather than quorum sensing.	PRESENT	CURATED	PRESENT
PP_4458	PP_4458	Q88EK4	Opine ABC transporter, periplasmic binding protein	peptide_opine_glutathione_abc_import	Peptide/opine/glutathione ABC import	peptide_opine_glutathione_abc_import_boundary	NEW_SUBMODULE	Dipeptide and Gsi/opine-like import systems; transport context rather than quorum sensing.	PRESENT	CURATED	PRESENT
livF-II	PP_4863	Q88DG2	High-affinity branched-chain amino acid transport ATP-binding protein	branched_chain_amino_acid_abc_import	Branched-chain amino-acid ABC import	branched_chain_amino_acid_abc_import_boundary	EXISTING_OR_REUSE	Liv/Bra-like amino-acid import systems already routed through ABC-transporter submodules.	PRESENT	CURATED	PRESENT
braF	PP_4864	Q88DG1	High-affinity branched-chain amino acid transport ATP-binding protein BraF	branched_chain_amino_acid_abc_import	Branched-chain amino-acid ABC import	branched_chain_amino_acid_abc_import_boundary	EXISTING_OR_REUSE	Liv/Bra-like amino-acid import systems already routed through ABC-transporter submodules.	PRESENT	CURATED	PRESENT
braE	PP_4865	Q88DG0	High-affinity branched-chain amino acid transport system permease protein BraE	branched_chain_amino_acid_abc_import	Branched-chain amino-acid ABC import	branched_chain_amino_acid_abc_import_boundary	EXISTING_OR_REUSE	Liv/Bra-like amino-acid import systems already routed through ABC-transporter submodules.	PRESENT	CURATED	PRESENT
braD	PP_4866	Q88DF9	High-affinity branched-chain amino acid transport system permease protein BraD	branched_chain_amino_acid_abc_import	Branched-chain amino-acid ABC import	branched_chain_amino_acid_abc_import_boundary	EXISTING_OR_REUSE	Liv/Bra-like amino-acid import systems already routed through ABC-transporter submodules.	PRESENT	CURATED	PRESENT
PP_4867	PP_4867	Q88DF8	Branched-chain amino acid ABC transporter, periplasmic amino acid-binding protein (BraC-like)	branched_chain_amino_acid_abc_import	Branched-chain amino-acid ABC import	branched_chain_amino_acid_abc_import_boundary	EXISTING_OR_REUSE	Liv/Bra-like amino-acid import systems already routed through ABC-transporter submodules.	PRESENT	CURATED	PRESENT
