gene	ordered_locus	uniprot_accession	protein_name	partition_bucket	partition_label	proposed_module	recommended_action	notes	review_status	curation_status	asta_research_status
ftsB	PP_1613	Q88MF8	Cell division protein FtsB	divisome_z_ring_and_septation_boundary	Divisome, Z-ring, and septation boundary	divisome_z_ring_septation_boundary	COMPLETED_SUBMODULE	FtsZ/FtsA/ZipA/FtsQLB/DedD/Zap proteins and EngB-like septation context; first-pass reviews and a boundary module are complete.	PRESENT	CURATED	PRESENT
minE	PP_1732	Q88M43	Cell division topological specificity factor	min_system_septum_site_selection_boundary	MinCDE septum-site selection	min_system_septum_site_selection_boundary	COMPLETED_SUBMODULE	MinC, MinD, and MinE form a coherent septum-site-selection boundary module; first-pass reviews and module are complete.	PRESENT	CURATED	PRESENT
minD	PP_1733	Q88M42	Septum site-determining protein MinD (Cell division inhibitor MinD)	min_system_septum_site_selection_boundary	MinCDE septum-site selection	min_system_septum_site_selection_boundary	COMPLETED_SUBMODULE	MinC, MinD, and MinE form a coherent septum-site-selection boundary module; first-pass reviews and module are complete.	PRESENT	CURATED	PRESENT
minC	PP_1734	Q88M41	Probable septum site-determining protein MinC	min_system_septum_site_selection_boundary	MinCDE septum-site selection	min_system_septum_site_selection_boundary	COMPLETED_SUBMODULE	MinC, MinD, and MinE form a coherent septum-site-selection boundary module; first-pass reviews and module are complete.	PRESENT	CURATED	PRESENT
dedD	PP_1998	Q88LD7	Cell division protein	divisome_z_ring_and_septation_boundary	Divisome, Z-ring, and septation boundary	divisome_z_ring_septation_boundary	COMPLETED_SUBMODULE	FtsZ/FtsA/ZipA/FtsQLB/DedD/Zap proteins and EngB-like septation context; first-pass reviews and a boundary module are complete.	PRESENT	CURATED	PRESENT
PP_2161	PP_2161	Q88KX8	Chromosome partitioning protein ParA	chromosome_partition_condensation_boundary	Chromosome partition and condensation boundary	chromosome_partition_condensation_boundary	COMPLETED_SUBMODULE	ParB/PP_0002 origin partition candidates, MksEF-like candidates, ParA-family side ATPases, and Smc-ScpAB condensation/segregation machinery; first-pass reviews and module are complete with PP_0002 promoted from unknown.	PRESENT	CURATED	PRESENT
tig	PP_2299	Q88KJ1	Trigger factor (TF) (EC 5.2.1.8) (PPIase)	side_spillover_general_cell_cycle_terms	General cell-cycle keyword spillovers		COMPLETED_REASSIGN_OR_KEEP_OUT	DNA ligase and trigger factor enter through broad cell-cycle/cell-division keywords; first-pass reviews are complete and route PP_1105 to DNA ligase/repair context and tig to chaperone/protein-folding context.	PRESENT	CURATED	PRESENT
PP_2412	PP_2412	Q88K79	ParA family protein	chromosome_partition_condensation_boundary	Chromosome partition and condensation boundary	chromosome_partition_condensation_boundary	COMPLETED_SUBMODULE	ParB/PP_0002 origin partition candidates, MksEF-like candidates, ParA-family side ATPases, and Smc-ScpAB condensation/segregation machinery; first-pass reviews and module are complete with PP_0002 promoted from unknown.	PRESENT	CURATED	PRESENT
PP_2841	PP_2841	Q88J08	Site-specific recombinase, phage integrase family	chromosome_dimer_resolution_and_dna_translocation_boundary	Chromosome dimer resolution and DNA translocation	chromosome_dimer_resolution_dna_translocation_boundary	COMPLETED_SUBMODULE	XerC/XerD recombinases, FtsK DNA translocase, and a phage-integrase-family side candidate; first-pass reviews and module are complete.	PRESENT	CURATED	PRESENT
PP_3700	PP_3700	Q88GM1	ATPases involved in chromosome partitioning	chromosome_partition_condensation_boundary	Chromosome partition and condensation boundary	chromosome_partition_condensation_boundary	COMPLETED_SUBMODULE	ParB/PP_0002 origin partition candidates, MksEF-like candidates, ParA-family side ATPases, and Smc-ScpAB condensation/segregation machinery; first-pass reviews and module are complete with PP_0002 promoted from unknown.	PRESENT	CURATED	PRESENT
ftsK	PP_4004	Q88FS8	DNA translocase FtsK	chromosome_dimer_resolution_and_dna_translocation_boundary	Chromosome dimer resolution and DNA translocation	chromosome_dimer_resolution_dna_translocation_boundary	COMPLETED_SUBMODULE	XerC/XerD recombinases, FtsK DNA translocase, and a phage-integrase-family side candidate; first-pass reviews and module are complete.	PRESENT	CURATED	PRESENT
zipA	PP_4275	Q88F24	Cell division protein ZipA	divisome_z_ring_and_septation_boundary	Divisome, Z-ring, and septation boundary	divisome_z_ring_septation_boundary	COMPLETED_SUBMODULE	FtsZ/FtsA/ZipA/FtsQLB/DedD/Zap proteins and EngB-like septation context; first-pass reviews and a boundary module are complete.	PRESENT	CURATED	PRESENT
smc	PP_4276	Q88F23	Chromosome partition protein Smc	chromosome_partition_condensation_boundary	Chromosome partition and condensation boundary	chromosome_partition_condensation_boundary	COMPLETED_SUBMODULE	ParB/PP_0002 origin partition candidates, MksEF-like candidates, ParA-family side ATPases, and Smc-ScpAB condensation/segregation machinery; first-pass reviews and module are complete with PP_0002 promoted from unknown.	PRESENT	CURATED	PRESENT
PP_4334	PP_4334	Q88EW8	ParA family protein	chromosome_partition_condensation_boundary	Chromosome partition and condensation boundary	chromosome_partition_condensation_boundary	COMPLETED_SUBMODULE	ParB/PP_0002 origin partition candidates, MksEF-like candidates, ParA-family side ATPases, and Smc-ScpAB condensation/segregation machinery; first-pass reviews and module are complete with PP_0002 promoted from unknown.	PRESENT	CURATED	PRESENT
PP_4497	PP_4497	Q88EG7	Segregation and condensation protein B	chromosome_partition_condensation_boundary	Chromosome partition and condensation boundary	chromosome_partition_condensation_boundary	COMPLETED_SUBMODULE	ParB/PP_0002 origin partition candidates, MksEF-like candidates, ParA-family side ATPases, and Smc-ScpAB condensation/segregation machinery; first-pass reviews and module are complete with PP_0002 promoted from unknown.	PRESENT	CURATED	PRESENT
scpA	PP_4498	Q88EG6	Segregation and condensation protein A	chromosome_partition_condensation_boundary	Chromosome partition and condensation boundary	chromosome_partition_condensation_boundary	COMPLETED_SUBMODULE	ParB/PP_0002 origin partition candidates, MksEF-like candidates, ParA-family side ATPases, and Smc-ScpAB condensation/segregation machinery; first-pass reviews and module are complete with PP_0002 promoted from unknown.	PRESENT	CURATED	PRESENT
PP_5070	PP_5070	Q88CW0	ParA family protein	chromosome_partition_condensation_boundary	Chromosome partition and condensation boundary	chromosome_partition_condensation_boundary	COMPLETED_SUBMODULE	ParB/PP_0002 origin partition candidates, MksEF-like candidates, ParA-family side ATPases, and Smc-ScpAB condensation/segregation machinery; first-pass reviews and module are complete with PP_0002 promoted from unknown.	PRESENT	CURATED	PRESENT
PP_5090	PP_5090	Q88CU0	Cell division protein	divisome_z_ring_and_septation_boundary	Divisome, Z-ring, and septation boundary	divisome_z_ring_septation_boundary	COMPLETED_SUBMODULE	FtsZ/FtsA/ZipA/FtsQLB/DedD/Zap proteins and EngB-like septation context; first-pass reviews and a boundary module are complete.	PRESENT	CURATED	PRESENT
PP_5202	PP_5202	Q88CH9	Cell division protein ZapA (Z ring-associated protein ZapA)	divisome_z_ring_and_septation_boundary	Divisome, Z-ring, and septation boundary	divisome_z_ring_septation_boundary	COMPLETED_SUBMODULE	FtsZ/FtsA/ZipA/FtsQLB/DedD/Zap proteins and EngB-like septation context; first-pass reviews and a boundary module are complete.	PRESENT	CURATED	PRESENT
xerC	PP_5230	Q88CF1	Tyrosine recombinase XerC	chromosome_dimer_resolution_and_dna_translocation_boundary	Chromosome dimer resolution and DNA translocation	chromosome_dimer_resolution_dna_translocation_boundary	COMPLETED_SUBMODULE	XerC/XerD recombinases, FtsK DNA translocase, and a phage-integrase-family side candidate; first-pass reviews and module are complete.	PRESENT	CURATED	PRESENT
