suggested_review_name	ordered_locus	uniprot_accession	entry_name	primary_gene	all_gene_names	protein_name	reviewed	annotation_score	ec_numbers	go_ids	primary_bucket_id	primary_bucket_label	is_primary_for_pathway	membership_source	membership_pathway_id	membership_pathway_name	gene_dir	review_status	review_file	curation_status	openscientist_research_status	openscientist_research_file
acnA-I	PP_2112	Q88L24	Q88L24_PSEPK	acnA-I	acnA-I PP_2112	Aconitate hydratase (Aconitase) (EC 4.2.1.3)	unreviewed	2.0	4.2.1.3	GO:0003723; GO:0003994; GO:0006099; GO:0046872; GO:0051539	kegg:ppu00020	Citrate cycle (TCA cycle)	true	KEGG	ppu00020	Citrate cycle (TCA cycle)	genes/PSEPK/acnA-I	PRESENT	genes/PSEPK/acnA-I/acnA-I-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/acnA-I/acnA-I-deep-research-openscientist.md
prpC	PP_2335	Q88KF5	Q88KF5_PSEPK	prpC	prpC PP_2335	Citrate synthase	unreviewed	2.0		GO:0005737; GO:0005975; GO:0006099; GO:0019679; GO:0036440; GO:0050440	kegg:ppu00020	Citrate cycle (TCA cycle)	true	KEGG	ppu00020	Citrate cycle (TCA cycle)	genes/PSEPK/prpC	PRESENT	genes/PSEPK/prpC/prpC-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/prpC/prpC-deep-research-openscientist.md
acnB	PP_2339	Q88KF1	Q88KF1_PSEPK	acnB	acnB PP_2339	Aconitate hydratase B (EC 4.2.1.3) (EC 4.2.1.99) (2-methylisocitrate dehydratase)	unreviewed	3.0	4.2.1.3; 4.2.1.99	GO:0003730; GO:0003994; GO:0005829; GO:0006099; GO:0019629; GO:0046872; GO:0047456; GO:0051539	kegg:ppu00020	Citrate cycle (TCA cycle)	true	KEGG	ppu00020	Citrate cycle (TCA cycle)	genes/PSEPK/acnB	PRESENT	genes/PSEPK/acnB/acnB-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/acnB/acnB-deep-research-openscientist.md
mqo3	PP_2925	Q88IS4	MQO3_PSEPK	mqo3	mqo3 mqo-3 PP_2925	Probable malate:quinone oxidoreductase 3 (EC 1.1.5.4) (MQO 3) (Malate dehydrogenase [quinone] 3)	reviewed	2.0	1.1.5.4	GO:0006099; GO:0008924; GO:0047545	kegg:ppu00020	Citrate cycle (TCA cycle)	true	KEGG	ppu00020	Citrate cycle (TCA cycle)	genes/PSEPK/mqo3	PRESENT	genes/PSEPK/mqo3/mqo3-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/mqo3/mqo3-deep-research-openscientist.md
icd	PP_4011	Q88FS2	Q88FS2_PSEPK	icd	icd PP_4011	Isocitrate dehydrogenase [NADP] (EC 1.1.1.42)	unreviewed	3.0	1.1.1.42	GO:0000287; GO:0004450; GO:0006097; GO:0006099; GO:0051287	kegg:ppu04146	Peroxisome	false	KEGG	ppu00020	Citrate cycle (TCA cycle)	genes/PSEPK/icd	PRESENT	genes/PSEPK/icd/icd-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/icd/icd-deep-research-openscientist.md
idh	PP_4012	Q88FS1	Q88FS1_PSEPK	idh	idh PP_4012	Isocitrate dehydrogenase [NADP] (EC 1.1.1.42) (Oxalosuccinate decarboxylase)	unreviewed	2.0	1.1.1.42	GO:0004450; GO:0006097; GO:0006099; GO:0046872	kegg:ppu04146	Peroxisome	false	KEGG	ppu00020	Citrate cycle (TCA cycle)	genes/PSEPK/idh	PRESENT	genes/PSEPK/idh/idh-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/idh/idh-deep-research-openscientist.md
sucD	PP_4185	Q88FB3	Q88FB3_PSEPK	sucD	sucD PP_4185	Succinate--CoA ligase [ADP-forming] subunit alpha (EC 6.2.1.5) (Succinyl-CoA synthetase subunit alpha) (SCS-alpha)	unreviewed	3.0	6.2.1.5	GO:0000166; GO:0004775; GO:0004776; GO:0006099; GO:0009361	kegg:ppu00660	C5-Branched dibasic acid metabolism	false	KEGG	ppu00020	Citrate cycle (TCA cycle)	genes/PSEPK/sucD	PRESENT	genes/PSEPK/sucD/sucD-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/sucD/sucD-deep-research-openscientist.md
sucC	PP_4186	Q88FB2	SUCC_PSEPK	sucC	sucC PP_4186 PP4186	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	reviewed	3.0	6.2.1.5	GO:0000287; GO:0004775; GO:0004776; GO:0005524; GO:0005829; GO:0006099; GO:0006104; GO:0042709	kegg:ppu00660	C5-Branched dibasic acid metabolism	false	KEGG	ppu00020	Citrate cycle (TCA cycle)	genes/PSEPK/sucC	PRESENT	genes/PSEPK/sucC/sucC-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/sucC/sucC-deep-research-openscientist.md
lpdG	PP_4187	Q88FB1	Q88FB1_PSEPK	lpdG	lpdG PP_4187	Dihydrolipoyl dehydrogenase (EC 1.8.1.4)	unreviewed	3.0	1.8.1.4	GO:0004148; GO:0005737; GO:0006103; GO:0050660	kegg:ppu00785	Lipoic acid metabolism	false	KEGG	ppu00020	Citrate cycle (TCA cycle)	genes/PSEPK/lpdG	PRESENT	genes/PSEPK/lpdG/lpdG-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/lpdG/lpdG-deep-research-openscientist.md
sucB	PP_4188	Q88FB0	Q88FB0_PSEPK	sucB	sucB PP_4188	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61) (2-oxoglutarate dehydrogenase complex component E2)	unreviewed	2.0	2.3.1.61	GO:0004149; GO:0005829; GO:0006099; GO:0033512; GO:0045252	kegg:ppu00785	Lipoic acid metabolism	false	KEGG	ppu00020	Citrate cycle (TCA cycle)	genes/PSEPK/sucB	PRESENT	genes/PSEPK/sucB/sucB-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/sucB/sucB-deep-research-openscientist.md
sucA	PP_4189	Q88FA9	Q88FA9_PSEPK	sucA	sucA PP_4189	2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2) (Alpha-ketoglutarate dehydrogenase)	unreviewed	2.0	1.2.4.2	GO:0004591; GO:0005829; GO:0006099; GO:0030976; GO:0045252	kegg:ppu00785	Lipoic acid metabolism	false	KEGG	ppu00020	Citrate cycle (TCA cycle)	genes/PSEPK/sucA	PRESENT	genes/PSEPK/sucA/sucA-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/sucA/sucA-deep-research-openscientist.md
sdhB	PP_4190	Q88FA8	Q88FA8_PSEPK	sdhB	sdhB PP_4190	Succinate dehydrogenase iron-sulfur subunit (EC 1.3.5.1)	unreviewed	3.0	1.3.5.1	GO:0006099; GO:0008177; GO:0009055; GO:0022904; GO:0046872; GO:0051537; GO:0051538; GO:0051539	kegg:ppu00020	Citrate cycle (TCA cycle)	true	KEGG	ppu00020	Citrate cycle (TCA cycle)	genes/PSEPK/sdhB	PRESENT	genes/PSEPK/sdhB/sdhB-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/sdhB/sdhB-deep-research-openscientist.md
sdhA	PP_4191	Q88FA7	Q88FA7_PSEPK	sdhA	sdhA PP_4191	Succinate dehydrogenase flavoprotein subunit (EC 1.3.5.1)	unreviewed	3.0	1.3.5.1	GO:0005886; GO:0006099; GO:0008177; GO:0009055; GO:0009061; GO:0022900; GO:0050660	kegg:ppu00020	Citrate cycle (TCA cycle)	true	KEGG	ppu00020	Citrate cycle (TCA cycle)	genes/PSEPK/sdhA	PRESENT	genes/PSEPK/sdhA/sdhA-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/sdhA/sdhA-deep-research-openscientist.md
sdhD	PP_4192	Q88FA6	Q88FA6_PSEPK	sdhD	sdhD PP_4192	Succinate dehydrogenase hydrophobic membrane anchor subunit	unreviewed	2.0		GO:0005886; GO:0006099; GO:0009055; GO:0017004; GO:0020037; GO:0046872	kegg:ppu00020	Citrate cycle (TCA cycle)	true	KEGG	ppu00020	Citrate cycle (TCA cycle)	genes/PSEPK/sdhD	PRESENT	genes/PSEPK/sdhD/sdhD-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/sdhD/sdhD-deep-research-openscientist.md
sdhC	PP_4193	Q88FA5	Q88FA5_PSEPK	sdhC	sdhC PP_4193	Succinate dehydrogenase cytochrome b556 subunit	unreviewed	2.0		GO:0005886; GO:0006099; GO:0009055; GO:0016491; GO:0046872	kegg:ppu00020	Citrate cycle (TCA cycle)	true	KEGG	ppu00020	Citrate cycle (TCA cycle)	genes/PSEPK/sdhC	PRESENT	genes/PSEPK/sdhC/sdhC-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/sdhC/sdhC-deep-research-openscientist.md
gltA	PP_4194	Q88FA4	Q88FA4_PSEPK	gltA	gltA PP_4194	Citrate synthase	unreviewed	2.0		GO:0005737; GO:0006099; GO:0036440	kegg:ppu00020	Citrate cycle (TCA cycle)	true	KEGG	ppu00020	Citrate cycle (TCA cycle)	genes/PSEPK/gltA	PRESENT	genes/PSEPK/gltA/gltA-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/gltA/gltA-deep-research-openscientist.md
lpdV	PP_4404	Q88EP9	Q88EP9_PSEPK	lpdV	lpdV PP_4404	Dihydrolipoyl dehydrogenase (EC 1.8.1.4)	unreviewed	3.0	1.8.1.4	GO:0004148; GO:0005737; GO:0006103; GO:0050660	kegg:ppu00785	Lipoic acid metabolism	false	KEGG	ppu00020	Citrate cycle (TCA cycle)	genes/PSEPK/lpdV	PRESENT	genes/PSEPK/lpdV/lpdV-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/lpdV/lpdV-deep-research-openscientist.md
pycB	PP_5346	Q88C37	Q88C37_PSEPK	pycB	pycB PP_5346	Pyruvate carboxylase subunit B (EC 6.4.1.1)	unreviewed	1.0	6.4.1.1	GO:0004736; GO:0005737; GO:0006094; GO:0006814; GO:0008948	kegg:ppu00020	Citrate cycle (TCA cycle)	true	KEGG	ppu00020	Citrate cycle (TCA cycle)	genes/PSEPK/pycB	PRESENT	genes/PSEPK/pycB/pycB-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/pycB/pycB-deep-research-openscientist.md
pycA	PP_5347	Q88C36	Q88C36_PSEPK	pycA	pycA PP_5347	Biotin carboxylase (Acetyl-coenzyme A carboxylase biotin carboxylase subunit A)	unreviewed	2.0		GO:0004075; GO:0005524; GO:0046872	kegg:ppu00020	Citrate cycle (TCA cycle)	true	KEGG	ppu00020	Citrate cycle (TCA cycle)	genes/PSEPK/pycA	PRESENT	genes/PSEPK/pycA/pycA-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/pycA/pycA-deep-research-openscientist.md
lpd	PP_5366	Q88C17	Q88C17_PSEPK	lpd	lpd PP_5366	Dihydrolipoyl dehydrogenase (EC 1.8.1.4)	unreviewed	3.0	1.8.1.4	GO:0004148; GO:0005737; GO:0006103; GO:0045333; GO:0050660; GO:1990234	kegg:ppu00785	Lipoic acid metabolism	false	KEGG	ppu00020	Citrate cycle (TCA cycle)	genes/PSEPK/lpd	PRESENT	genes/PSEPK/lpd/lpd-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/lpd/lpd-deep-research-openscientist.md
