gene	ordered_locus	uniprot_accession	protein_name	ec_numbers	go_ids	interpro_ids	pfam_ids	panther_ids	keywords	partition_bucket	partition_label	proposed_module	recommended_action	bucket_status	notes	review_status	curation_status	asta_research_status
PP_2956	PP_2956	Q88IP3	Ribosomal protein S6 modification protein-related protein		GO:0005524; GO:0005737; GO:0009432; GO:0018169; GO:0046872	IPR011761;IPR013651;IPR013815;IPR025839;	PF08443;PF14401;	PTHR21621:SF0;PTHR21621;	ATP-binding;Manganese;Nucleotide-binding;Reference proteome	ribosome_assembly_maturation_hibernation	Ribosome assembly, maturation, hibernation, and ribosomal-protein modification	bacterial_ribosome_maturation_regulation_boundary	NEW_SUBMODULE	COMPLETE	Ribosome biogenesis GTPases, maturation factors, hibernation/silencing factors, ribosomal-protein modifiers, and low-information ribosomal subunit interface/S2p fragments. Keep these separate from the already completed 30S/50S structural ribosome modules.	PRESENT	CURATED	PRESENT
ycaO	PP_3620	Q88GU7	Cofactor of beta-methylthiolation of ribosomal protein S12		GO:0005840	IPR015946;IPR003718;IPR036102;IPR003776;IPR041080;IPR019938;	PF02566;PF02624;PF18381;	PTHR37809;PTHR37809:SF1;	Reference proteome;Ribonucleoprotein;Ribosomal protein	ribosome_assembly_maturation_hibernation	Ribosome assembly, maturation, hibernation, and ribosomal-protein modification	bacterial_ribosome_maturation_regulation_boundary	NEW_SUBMODULE	COMPLETE	Ribosome biogenesis GTPases, maturation factors, hibernation/silencing factors, ribosomal-protein modifiers, and low-information ribosomal subunit interface/S2p fragments. Keep these separate from the already completed 30S/50S structural ribosome modules.	PRESENT	CURATED	PRESENT
PP_3810	PP_3810	Q88GB4	Ribosomal protein S3AE						Reference proteome	ribosome_assembly_maturation_hibernation	Ribosome assembly, maturation, hibernation, and ribosomal-protein modification	bacterial_ribosome_maturation_regulation_boundary	NEW_SUBMODULE	COMPLETE	Ribosome biogenesis GTPases, maturation factors, hibernation/silencing factors, ribosomal-protein modifiers, and low-information ribosomal subunit interface/S2p fragments. Keep these separate from the already completed 30S/50S structural ribosome modules.	PRESENT	CURATED	PRESENT
rbfA	PP_4711	Q88DV8	Ribosome-binding factor A		GO:0005829; GO:0030490; GO:0043024	IPR015946;IPR000238;IPR023799;IPR020053;	PF02033;	PTHR33515;PTHR33515:SF1;	Cytoplasm;Reference proteome;Ribosome biogenesis	ribosome_assembly_maturation_hibernation	Ribosome assembly, maturation, hibernation, and ribosomal-protein modification	bacterial_ribosome_maturation_regulation_boundary	NEW_SUBMODULE	COMPLETE	Ribosome biogenesis GTPases, maturation factors, hibernation/silencing factors, ribosomal-protein modifiers, and low-information ribosomal subunit interface/S2p fragments. Keep these separate from the already completed 30S/50S structural ribosome modules.	PRESENT	CURATED	PRESENT
rimP	PP_4714	Q88DV5	Ribosome maturation factor RimP		GO:0000028; GO:0005829; GO:0006412	IPR003728;IPR028998;IPR036847;IPR028989;IPR035956;	PF17384;PF02576;	PTHR33867;PTHR33867:SF1;	Cytoplasm;Reference proteome;Ribosome biogenesis	ribosome_assembly_maturation_hibernation	Ribosome assembly, maturation, hibernation, and ribosomal-protein modification	bacterial_ribosome_maturation_regulation_boundary	NEW_SUBMODULE	COMPLETE	Ribosome biogenesis GTPases, maturation factors, hibernation/silencing factors, ribosomal-protein modifiers, and low-information ribosomal subunit interface/S2p fragments. Keep these separate from the already completed 30S/50S structural ribosome modules.	PRESENT	CURATED	PRESENT
ybeY	PP_4788	Q88DN6	Endoribonuclease YbeY (EC 3.1.-.-)	3.1.-.-	GO:0004222; GO:0004521; GO:0005737; GO:0006364; GO:0008270	IPR023091;IPR002036;IPR020549;	PF02130;	PTHR46986;PTHR46986:SF1;	Cytoplasm;Endonuclease;Hydrolase;Metal-binding;Nuclease;Reference proteome;Ribosome biogenesis;rRNA processing;Zinc	ribosome_assembly_maturation_hibernation	Ribosome assembly, maturation, hibernation, and ribosomal-protein modification	bacterial_ribosome_maturation_regulation_boundary	NEW_SUBMODULE	COMPLETE	Ribosome biogenesis GTPases, maturation factors, hibernation/silencing factors, ribosomal-protein modifiers, and low-information ribosomal subunit interface/S2p fragments. Keep these separate from the already completed 30S/50S structural ribosome modules.	PRESENT	CURATED	PRESENT
rsfS	PP_4809	Q88DL6	Ribosomal silencing factor RsfS		GO:0005737; GO:0017148; GO:0042256; GO:0043023; GO:0090071	IPR004394;IPR043519;	PF02410;	PTHR21043;PTHR21043:SF0;	Cytoplasm;Reference proteome;Repressor;Translation regulation	ribosome_assembly_maturation_hibernation	Ribosome assembly, maturation, hibernation, and ribosomal-protein modification	bacterial_ribosome_maturation_regulation_boundary	NEW_SUBMODULE	COMPLETE	Ribosome biogenesis GTPases, maturation factors, hibernation/silencing factors, ribosomal-protein modifiers, and low-information ribosomal subunit interface/S2p fragments. Keep these separate from the already completed 30S/50S structural ribosome modules.	PRESENT	CURATED	PRESENT
prmA	PP_4818	Q88DK7	Ribosomal protein L11 methyltransferase (L11 Mtase) (EC 2.1.1.-)	2.1.1.-	GO:0005829; GO:0016279; GO:0032259	IPR050078;IPR004498;IPR029063;	PF06325;	PTHR43648;PTHR43648:SF1;	Cytoplasm;Methyltransferase;Reference proteome;S-adenosyl-L-methionine;Transferase	ribosome_assembly_maturation_hibernation	Ribosome assembly, maturation, hibernation, and ribosomal-protein modification	bacterial_ribosome_maturation_regulation_boundary	NEW_SUBMODULE	COMPLETE	Ribosome biogenesis GTPases, maturation factors, hibernation/silencing factors, ribosomal-protein modifiers, and low-information ribosomal subunit interface/S2p fragments. Keep these separate from the already completed 30S/50S structural ribosome modules.	PRESENT	CURATED	PRESENT
PP_4885	PP_4885	Q88DE2	SSU ribosomal protein S2p (SAe)						Reference proteome	ribosome_assembly_maturation_hibernation	Ribosome assembly, maturation, hibernation, and ribosomal-protein modification	bacterial_ribosome_maturation_regulation_boundary	NEW_SUBMODULE	COMPLETE	Ribosome biogenesis GTPases, maturation factors, hibernation/silencing factors, ribosomal-protein modifiers, and low-information ribosomal subunit interface/S2p fragments. Keep these separate from the already completed 30S/50S structural ribosome modules.	PRESENT	CURATED	PRESENT
PP_4996	PP_4996	Q88D32	Putative pre-16S rRNA nuclease (EC 3.1.-.-)	3.1.-.-	GO:0000967; GO:0004518; GO:0005829; GO:0016788	IPR012337;IPR005227;IPR006641;IPR037027;	PF03652;	PTHR33317;PTHR33317:SF4;	Cytoplasm;Hydrolase;Nuclease;Reference proteome;Ribosome biogenesis	ribosome_assembly_maturation_hibernation	Ribosome assembly, maturation, hibernation, and ribosomal-protein modification	bacterial_ribosome_maturation_regulation_boundary	NEW_SUBMODULE	COMPLETE	Ribosome biogenesis GTPases, maturation factors, hibernation/silencing factors, ribosomal-protein modifiers, and low-information ribosomal subunit interface/S2p fragments. Keep these separate from the already completed 30S/50S structural ribosome modules.	PRESENT	CURATED	PRESENT
typA	PP_5044	Q88CY5	Large ribosomal subunit assembly factor BipA (EC 3.6.5.-) (GTP-binding protein BipA)	3.6.5.-	GO:0000027; GO:0000049; GO:0003924; GO:0005525; GO:0005829; GO:0009409; GO:0010467; GO:0019843; GO:0043022; GO:0097216; GO:1990904	IPR006298;IPR048876;IPR047041;IPR047042;IPR047043;IPR035651;IPR035647;IPR000640;IPR004161;IPR031157;IPR027417;IPR005225;IPR000795;IPR009000;IPR042116;	PF21018;PF00679;PF00009;PF03144;	PTHR42908:SF8;PTHR42908;	Cytoplasm;GTP-binding;Hydrolase;Nucleotide-binding;Reference proteome;Ribosome biogenesis;RNA-binding;rRNA-binding;tRNA-binding	ribosome_assembly_maturation_hibernation	Ribosome assembly, maturation, hibernation, and ribosomal-protein modification	bacterial_ribosome_maturation_regulation_boundary	NEW_SUBMODULE	COMPLETE	Ribosome biogenesis GTPases, maturation factors, hibernation/silencing factors, ribosomal-protein modifiers, and low-information ribosomal subunit interface/S2p fragments. Keep these separate from the already completed 30S/50S structural ribosome modules.	PRESENT	CURATED	PRESENT
rmf	PP_5502	A0A140FW57	Ribosome modulation factor (RMF)		GO:0005737; GO:0006417	IPR007040;IPR023200;	PF04957;		Cytoplasm;Reference proteome;Translation regulation	ribosome_assembly_maturation_hibernation	Ribosome assembly, maturation, hibernation, and ribosomal-protein modification	bacterial_ribosome_maturation_regulation_boundary	NEW_SUBMODULE	COMPLETE	Ribosome biogenesis GTPases, maturation factors, hibernation/silencing factors, ribosomal-protein modifiers, and low-information ribosomal subunit interface/S2p fragments. Keep these separate from the already completed 30S/50S structural ribosome modules.	PRESENT	CURATED	PRESENT
PP_5700	PP_5700	A0A140FWQ2	Ribosomal subunit interface protein			IPR036567;IPR003489;	PF02482;		Reference proteome	ribosome_assembly_maturation_hibernation	Ribosome assembly, maturation, hibernation, and ribosomal-protein modification	bacterial_ribosome_maturation_regulation_boundary	NEW_SUBMODULE	COMPLETE	Ribosome biogenesis GTPases, maturation factors, hibernation/silencing factors, ribosomal-protein modifiers, and low-information ribosomal subunit interface/S2p fragments. Keep these separate from the already completed 30S/50S structural ribosome modules.	PRESENT	CURATED	PRESENT
PP_5726	PP_5726	A0A140FWT1	SSU ribosomal protein S2p (SAe)						Reference proteome	ribosome_assembly_maturation_hibernation	Ribosome assembly, maturation, hibernation, and ribosomal-protein modification	bacterial_ribosome_maturation_regulation_boundary	NEW_SUBMODULE	COMPLETE	Ribosome biogenesis GTPases, maturation factors, hibernation/silencing factors, ribosomal-protein modifiers, and low-information ribosomal subunit interface/S2p fragments. Keep these separate from the already completed 30S/50S structural ribosome modules.	PRESENT	CURATED	PRESENT
