suggested_review_name	ordered_locus	uniprot_accession	entry_name	primary_gene	all_gene_names	protein_name	reviewed	annotation_score	ec_numbers	go_ids	primary_bucket_id	primary_bucket_label	is_primary_for_pathway	membership_source	membership_pathway_id	membership_pathway_name	gene_dir	review_status	review_file	curation_status	openscientist_research_status	openscientist_research_file
PP_3392	PP_3392	Q88HG6	Q88HG6_PSEPK	PP_3392	PP_3392	Gamma carbonic anhydrase family protein	unreviewed	1.0			kegg:ppu00910	Nitrogen metabolism	true	KEGG	ppu00910	Nitrogen metabolism	genes/PSEPK/PP_3392	MISSING		MISSING	MISSING	
yrpB	PP_3827	Q88G98	Q88G98_PSEPK	yrpB	yrpB PP_3827	Nitronate monooxygenase (Propionate 3-nitronate monooxygenase)	unreviewed	2.0		GO:0000166; GO:0009636; GO:0018580; GO:0051213	kegg:ppu00910	Nitrogen metabolism	true	KEGG	ppu00910	Nitrogen metabolism	genes/PSEPK/yrpB	MISSING		MISSING	MISSING	
PP_4399	PP_4399	Q88EQ4	Q88EQ4_PSEPK	PP_4399	PP_4399	Glutamine synthetase	unreviewed	1.0		GO:0004356; GO:0006542; GO:0006598	kegg:ppu00910	Nitrogen metabolism	true	KEGG	ppu00910	Nitrogen metabolism	genes/PSEPK/PP_4399	MISSING		MISSING	MISSING	
PP_4547	PP_4547	Q88EB9	Q88EB9_PSEPK	PP_4547	PP_4547	Glutamine synthetase	unreviewed	1.0		GO:0004356; GO:0006542; GO:0006598	kegg:ppu00910	Nitrogen metabolism	true	KEGG	ppu00910	Nitrogen metabolism	genes/PSEPK/PP_4547	MISSING		MISSING	MISSING	
glnA	PP_5046	Q88CY3	Q88CY3_PSEPK	glnA	glnA PP_5046	Glutamine synthetase (EC 6.3.1.2)	unreviewed	3.0	6.3.1.2	GO:0004356; GO:0005524; GO:0005737; GO:0006542; GO:0016020; GO:0019740; GO:0046872	kegg:ppu00910	Nitrogen metabolism	true	KEGG	ppu00910	Nitrogen metabolism	genes/PSEPK/glnA	PRESENT	genes/PSEPK/glnA/glnA-ai-review.yaml	CURATED	MISSING	
gltD	PP_5075	Q88CV5	Q88CV5_PSEPK	gltD	gltD PP_5075	Glutamate synthase (NADPH) beta subunit (EC 1.4.1.13)	unreviewed	1.0	1.4.1.13	GO:0004355; GO:0046872; GO:0051539	kegg:ppu00910	Nitrogen metabolism	true	KEGG	ppu00910	Nitrogen metabolism	genes/PSEPK/gltD	PRESENT	genes/PSEPK/gltD/gltD-ai-review.yaml	CURATED	MISSING	
gltB	PP_5076	Q88CV4	Q88CV4_PSEPK	gltB	gltB PP_5076	Glutamate synthase [NADPH] large chain (EC 1.4.1.13) (Glutamate synthase subunit alpha)	unreviewed	3.0	1.4.1.13	GO:0004355; GO:0006537; GO:0019676; GO:0046872; GO:0051538	kegg:ppu00910	Nitrogen metabolism	true	KEGG	ppu00910	Nitrogen metabolism	genes/PSEPK/gltB	PRESENT	genes/PSEPK/gltB/gltB-ai-review.yaml	CURATED	MISSING	
spuB	PP_5183	Q88CJ7	Q88CJ7_PSEPK	spuB	spuB PP_5183	Glutamylpolyamine synthetase	unreviewed	1.0		GO:0004356; GO:0005524; GO:0006542; GO:0006598	kegg:ppu00910	Nitrogen metabolism	true	KEGG	ppu00910	Nitrogen metabolism	genes/PSEPK/spuB	MISSING		MISSING	MISSING	
spuI	PP_5184	Q88CJ6	Q88CJ6_PSEPK	spuI	spuI PP_5184	Glutamylpolyamine synthetase	unreviewed	1.0		GO:0004356; GO:0005524; GO:0006542; GO:0006598	kegg:ppu00910	Nitrogen metabolism	true	KEGG	ppu00910	Nitrogen metabolism	genes/PSEPK/spuI	MISSING		MISSING	MISSING	
puuA-II	PP_5299	Q88C84	Q88C84_PSEPK	puuA-II	puuA-II PP_5299	Glutamate-putrescine ligase (EC 6.3.1.11)	unreviewed	2.0	6.3.1.11	GO:0004356; GO:0005524; GO:0006542; GO:0006598; GO:0034024	kegg:ppu00910	Nitrogen metabolism	true	KEGG	ppu00910	Nitrogen metabolism	genes/PSEPK/puuA-II	MISSING		MISSING	MISSING	
