gene_product_id	symbol	taxon_id	taxon_name	go_term	go_label	go_branch	qualifier	reference	assigned_by	global_term_frequency	gene_iep_load
P29976	DHS1	3702	Arabidopsis thaliana	GO:0009611	response to wounding	response to stimulus	acts_upstream_of_or_within	PMID:17675405	TAIR	343	3
P09117	Aldoc	10116	Rattus norvegicus	GO:0001666	response to hypoxia	response to stimulus	involved_in	PMID:17053973	RGD	310	2
B2GV31	Muc1	10116	Rattus norvegicus	GO:0001666	response to hypoxia	response to stimulus	involved_in	PMID:19549898	RGD	310	5
Q63679	Kdm3a	10116	Rattus norvegicus	GO:0001666	response to hypoxia	response to stimulus	involved_in	PMID:18538129	RGD	310	2
URS000064C3C7_10090	Mus musculus (house mouse) microRNA mmu-mir-449a precursor	10090	Mus musculus	GO:1990830	cellular response to leukemia inhibitory factor	response to stimulus	acts_upstream_of_or_within	PMID:20439489	MGI	294	1
Q80Y84	Kdm5b	10090	Mus musculus	GO:1990830	cellular response to leukemia inhibitory factor	response to stimulus	acts_upstream_of_or_within	PMID:20439489	MGI	294	1
Q60953	Pml	10090	Mus musculus	GO:1990830	cellular response to leukemia inhibitory factor	response to stimulus	acts_upstream_of_or_within	PMID:20439489	MGI	294	1
Q06738	RD29A	3702	Arabidopsis thaliana	GO:0009414	response to water deprivation	response to stimulus	involved_in	PMID:22505693	UniProt	283	35
Q39028	MYB2	3702	Arabidopsis thaliana	GO:0009414	response to water deprivation	response to stimulus	acts_upstream_of_or_within	PMID:8312738	TAIR	283	4
P0DO54	TIP1-2	4641	Musa acuminata	GO:0009414	response to water deprivation	response to stimulus	involved_in	PMID:29778840	UniProt	283	6
O80944	AKR4C8	3702	Arabidopsis thaliana	GO:0009651	response to salt stress	response to stimulus	involved_in	PMID:19616008	UniProt	267	6
A9XTK6	FLA1	3635	Gossypium hirsutum	GO:0009651	response to salt stress	response to stimulus	involved_in	PMID:18507812	AgBase	267	6
Q9M7Q2	ABF4	3702	Arabidopsis thaliana	GO:0009651	response to salt stress	response to stimulus	acts_upstream_of_or_within	PMID:16463099	TAIR	267	3
Q9SD71	SGIP1	3702	Arabidopsis thaliana	GO:0009408	response to heat	response to stimulus	involved_in	PMID:30778176	UniProt	259	2
Q9LNW0	HSP17.8	3702	Arabidopsis thaliana	GO:0009408	response to heat	response to stimulus	involved_in	PMID:21730198	UniProt	259	2
Q19202	apy-1	6239	Caenorhabditis elegans	GO:0009408	response to heat	response to stimulus	involved_in	PMID:18216284	WB	259	2
P11043	EPSPS	4102	Petunia x hybrida	GO:0007623	circadian rhythm	unclassified	involved_in	PMID:26124104	UniProt	257	1
Q923I8	Cry2	10116	Rattus norvegicus	GO:0007623	circadian rhythm	unclassified	involved_in	PMID:11804325	RGD	257	1
P48552	NRIP1	9606	Homo sapiens	GO:0007623	circadian rhythm	unclassified	involved_in	PMID:21628546	UniProt	257	1
O48666	SS1	4054	Panax ginseng	GO:0009753	response to jasmonic acid	response to stimulus	involved_in	DOI:10.1007/s11240-009-9535-9	UniProt	252	13
Q8L9V6	DOF1.1	3702	Arabidopsis thaliana	GO:0009753	response to jasmonic acid	response to stimulus	acts_upstream_of_or_within	PMID:16740150	TAIR	252	7
Q9FZA2	AGP31	3702	Arabidopsis thaliana	GO:0009753	response to jasmonic acid	response to stimulus	acts_upstream_of_or_within	PMID:17885091	TAIR	252	2
P04762	Cat	10116	Rattus norvegicus	GO:0032355	response to estradiol	response to stimulus	involved_in	PMID:25038876	RGD	225	21
P30904	Mif	10116	Rattus norvegicus	GO:0032355	response to estradiol	response to stimulus	involved_in	PMID:17324399	RGD	225	14
P04961	Pcna	10116	Rattus norvegicus	GO:0032355	response to estradiol	response to stimulus	involved_in	PMID:10856886	RGD	225	10
P39407	yjjU	83333	Escherichia coli K-12	GO:0006974	DNA damage response	response to stimulus	acts_upstream_of_or_within	PMID:11967071	EcoliWiki	217	1
P06999	pfkB	83333	Escherichia coli K-12	GO:0006974	DNA damage response	response to stimulus	acts_upstream_of_or_within	PMID:11967071	EcoliWiki	217	1
P76657	yqiJ	83333	Escherichia coli K-12	GO:0006974	DNA damage response	response to stimulus	acts_upstream_of_or_within	PMID:11967071	EcoliWiki	217	1
O08699	Hpgd	10116	Rattus norvegicus	GO:0032496	response to lipopolysaccharide	response to stimulus	involved_in	PMID:12399253	RGD	204	5
Q80WY6	Tnfrsf1b	10116	Rattus norvegicus	GO:0032496	response to lipopolysaccharide	response to stimulus	involved_in	PMID:21195213	RGD	204	3
A0ABK0LVE7	Hdac2	10116	Rattus norvegicus	GO:0032496	response to lipopolysaccharide	response to stimulus	involved_in	PMID:24595367	RGD	204	17
O54902	Slc11a2	10116	Rattus norvegicus	GO:0071456	cellular response to hypoxia	response to stimulus	involved_in	PMID:21325818	RGD	199	8
O49394	CYP82C2	3702	Arabidopsis thaliana	GO:0071456	cellular response to hypoxia	response to stimulus	acts_upstream_of_or_within	PMID:21398256	TAIR	199	1
P18901	Drd1	10116	Rattus norvegicus	GO:0071456	cellular response to hypoxia	response to stimulus	involved_in	PMID:20969567	RGD	199	17
D4A433	Foxo4	10116	Rattus norvegicus	GO:0031667	response to nutrient levels	response to stimulus	involved_in	PMID:12424797	RGD	192	2
P26051	Cd44	10116	Rattus norvegicus	GO:0031667	response to nutrient levels	response to stimulus	involved_in	PMID:31966914	RGD	192	3
Q6PSM0	Abcb1a	10116	Rattus norvegicus	GO:0031667	response to nutrient levels	response to stimulus	involved_in	PMID:22785356	RGD	192	38
O88767	Park7	10116	Rattus norvegicus	GO:0007283	spermatogenesis	developmental process	involved_in	PMID:11780923	RGD	167	5
Q9Z1K9	Adam17	10116	Rattus norvegicus	GO:0007283	spermatogenesis	developmental process	involved_in	PMID:25053185	RGD	167	6
Q0VDQ2	Gykl1	10090	Mus musculus	GO:0007283	spermatogenesis	developmental process	involved_in	PMID:14581517	BHF-UCL	167	1
Q2V3L3	YY1	3702	Arabidopsis thaliana	GO:0009416	response to light stimulus	response to stimulus	involved_in	PMID:26961720	UniProt	166	6
Q9C9M3	PXMT1	3702	Arabidopsis thaliana	GO:0009416	response to light stimulus	response to stimulus	involved_in	PMID:26768601	UniProt	166	8
P54150	MSR4	3702	Arabidopsis thaliana	GO:0009416	response to light stimulus	response to stimulus	involved_in	PMID:10806242	UniProt	166	2
Q9ZNS4	PRB1	3702	Arabidopsis thaliana	GO:0009751	response to salicylic acid	response to stimulus	acts_upstream_of_or_within	PMID:11725949	TAIR	163	14
Q9FL62	WRKY30	3702	Arabidopsis thaliana	GO:0009751	response to salicylic acid	response to stimulus	acts_upstream_of_or_within	PMID:22268143	TAIR	163	5
Q9FNN6	SRM1	3702	Arabidopsis thaliana	GO:0009751	response to salicylic acid	response to stimulus	involved_in	PMID:16463103	UniProt	163	4
O48847	LUH	3702	Arabidopsis thaliana	GO:0009733	response to auxin	response to stimulus	involved_in	PMID:18390806	UniProt	162	12
Q9M2B9	CuAOgamma2	3702	Arabidopsis thaliana	GO:0009733	response to auxin	response to stimulus	involved_in	PMID:31862580	UniProt	162	7
Q96330	FLS1	3702	Arabidopsis thaliana	GO:0009733	response to auxin	response to stimulus	acts_upstream_of_or_within	PMID:21427279	TAIR	162	1
Q38853	STR15	3702	Arabidopsis thaliana	GO:0006979	response to oxidative stress	response to stimulus	acts_upstream_of_or_within	PMID:15295076	TAIR	145	3
P0A8G6	wrbA	83333	Escherichia coli K-12	GO:0006979	response to oxidative stress	response to stimulus	acts_upstream_of_or_within	PMID:15489429	EcoCyc	145	1
Q7ETS7	At5g37940	3702	Arabidopsis thaliana	GO:0006979	response to oxidative stress	response to stimulus	acts_upstream_of_or_within	PMID:7592828	TIGR	145	1
URS0000759CC6_10090	Mus musculus (house mouse) microRNA mmu-mir-92a precursor (mmu-mir-92a-2)	10090	Mus musculus	GO:0060291	long-term synaptic potentiation	biological regulation	acts_upstream_of_or_within	PMID:25858512	MGI	139	3
URS000075EB6F_10090	Mus musculus (house mouse) microRNA mmu-mir-487b precursor	10090	Mus musculus	GO:0060291	long-term synaptic potentiation	biological regulation	acts_upstream_of_or_within	PMID:25858512	MGI	139	3
URS000075B83C_10090	Mus musculus (house mouse) microRNA mmu-mir-301b precursor	10090	Mus musculus	GO:0060291	long-term synaptic potentiation	biological regulation	acts_upstream_of_or_within	PMID:25858512	MGI	139	2
Q05343	Rxra	10116	Rattus norvegicus	GO:0007584	response to nutrient	response to stimulus	involved_in	PMID:14986719	RGD	137	13
P09034	Ass1	10116	Rattus norvegicus	GO:0007584	response to nutrient	response to stimulus	involved_in	PMID:15257170	RGD	137	29
P19468	Gclc	10116	Rattus norvegicus	GO:0007584	response to nutrient	response to stimulus	involved_in	PMID:22906634	RGD	137	12
E3T5W6	LOC107946849	3635	Gossypium hirsutum	GO:0090378	seed trichome elongation	developmental process	involved_in	PMID:20300865	AgBase	135	1
O48873	TUBA	3635	Gossypium hirsutum	GO:0090378	seed trichome elongation	developmental process	involved_in	PMID:9536073	AgBase	135	1
Q43436	Q43436	3635	Gossypium hirsutum	GO:0090378	seed trichome elongation	developmental process	involved_in	PMID:10394903	AgBase	135	1
B6EHL8	fur	316275	Aliivibrio salmonicida LFI1238	GO:0045892	negative regulation of DNA-templated transcription	biological regulation	involved_in	PMID:20437149	CollecTF	132	1
A0A0B4LF93	Sin3A	7227	Drosophila melanogaster	GO:0045892	negative regulation of DNA-templated transcription	biological regulation	involved_in	PMID:11080159	FlyBase	132	1
Q6FQL9	CST6	284593	Nakaseomyces glabratus CBS 138	GO:0045892	negative regulation of DNA-templated transcription	biological regulation	involved_in	PMID:39714155	CGD	132	2
P27303	emrA	83333	Escherichia coli K-12	GO:0009636	response to toxic substance	response to stimulus	acts_upstream_of_or_within	PMID:7730261	EcoCyc	132	2
Q7KTC1	MRP	7227	Drosophila melanogaster	GO:0009636	response to toxic substance	response to stimulus	involved_in	PMID:20077573	FlyBase	132	3
P04094	Penk	10116	Rattus norvegicus	GO:0009636	response to toxic substance	response to stimulus	involved_in	PMID:23410195	RGD	132	17
Q84Q72	HSP18.1	39947	Oryza sativa Japonica Group	GO:0042542	response to hydrogen peroxide	response to stimulus	involved_in	PMID:15803416	UniProt	130	6
P0DO44	ATP6	3702	Arabidopsis thaliana	GO:0042542	response to hydrogen peroxide	response to stimulus	involved_in	PMID:18338219	UniProt	130	7
Q9WUD9	Src	10116	Rattus norvegicus	GO:0042542	response to hydrogen peroxide	response to stimulus	involved_in	PMID:12226102	RGD	130	28
Q5VSB6	CDT2	39947	Oryza sativa Japonica Group	GO:0046686	response to cadmium ion	response to stimulus	involved_in	PMID:19017626	UniProt	129	1
O54902	Slc11a2	10116	Rattus norvegicus	GO:0046686	response to cadmium ion	response to stimulus	involved_in	PMID:19083094	RGD	129	8
P17511	mtl-1	6239	Caenorhabditis elegans	GO:0046686	response to cadmium ion	response to stimulus	involved_in	PMID:8428932	WB	129	2
C0LP03	Tlr5	10116	Rattus norvegicus	GO:0071222	cellular response to lipopolysaccharide	response to stimulus	involved_in	PMID:21308757	RGD	129	2
P20607	Il6	10116	Rattus norvegicus	GO:0071222	cellular response to lipopolysaccharide	response to stimulus	involved_in	PMID:21849156	RGD	129	48
P82995	Hsp90aa1	10116	Rattus norvegicus	GO:0071222	cellular response to lipopolysaccharide	response to stimulus	involved_in	PMID:39395636	RGD	129	17
Q01129	Dcn	10116	Rattus norvegicus	GO:0009612	response to mechanical stimulus	response to stimulus	involved_in	PMID:16525834	RGD	128	5
P00787	Ctsb	10116	Rattus norvegicus	GO:0009612	response to mechanical stimulus	response to stimulus	involved_in	PMID:17379854	RGD	128	13
Q99MA1	Cited2	10116	Rattus norvegicus	GO:0009612	response to mechanical stimulus	response to stimulus	involved_in	PMID:20826544	RGD	128	3
P53563	Bcl2l1	10116	Rattus norvegicus	GO:0071356	cellular response to tumor necrosis factor	response to stimulus	involved_in	PMID:21937453	RGD	121	23
Q7TSX5	Sgms1	10116	Rattus norvegicus	GO:0071356	cellular response to tumor necrosis factor	response to stimulus	involved_in	PMID:12353928	RGD	121	2
P81563	Mmp1	10116	Rattus norvegicus	GO:0071356	cellular response to tumor necrosis factor	response to stimulus	involved_in	PMID:22410640	RGD	121	15
P11167	Slc2a1	10116	Rattus norvegicus	GO:0071260	cellular response to mechanical stimulus	response to stimulus	involved_in	PMID:19918242	RGD	121	7
Q8VHK6	Il13ra2	10116	Rattus norvegicus	GO:0071260	cellular response to mechanical stimulus	response to stimulus	involved_in	PMID:18362439	RGD	121	1
Q99P99	Hdac4	10116	Rattus norvegicus	GO:0071260	cellular response to mechanical stimulus	response to stimulus	involved_in	PMID:19261284	RGD	121	4
P41156	Ets1	10116	Rattus norvegicus	GO:0007565	female pregnancy	unclassified	involved_in	PMID:18439600	RGD	120	12
Q62664	Psg19	10116	Rattus norvegicus	GO:0007565	female pregnancy	unclassified	involved_in	PMID:8068638	RGD	120	1
P50596	Lep	10116	Rattus norvegicus	GO:0007565	female pregnancy	unclassified	involved_in	PMID:21303957	RGD	120	17
P53563	Bcl2l1	10116	Rattus norvegicus	GO:0043434	response to peptide hormone	response to stimulus	involved_in	PMID:17728251	RGD	117	23
Q07014	Lyn	10116	Rattus norvegicus	GO:0043434	response to peptide hormone	response to stimulus	involved_in	PMID:16713446	RGD	117	12
P70536	Oxtr	10116	Rattus norvegicus	GO:0043434	response to peptide hormone	response to stimulus	involved_in	PMID:12700188	RGD	117	17
Q9SCS7	HR3	3702	Arabidopsis thaliana	GO:0009620	response to fungus	response to stimulus	involved_in	PMID:15155802	UniProt	113	1
Q6QHD1	WRKY71	39947	Oryza sativa Japonica Group	GO:0009620	response to fungus	response to stimulus	involved_in	PMID:21726398	UniProt	113	14
Q0DAJ3	WRKY28	39947	Oryza sativa Japonica Group	GO:0009620	response to fungus	response to stimulus	involved_in	PMID:21726398	UniProt	113	2
Q9SYF0	GLIP2	3702	Arabidopsis thaliana	GO:0009723	response to ethylene	response to stimulus	involved_in	PMID:19146828	UniProt	110	6
O82140	OSCPNY1	4054	Panax ginseng	GO:0009723	response to ethylene	response to stimulus	involved_in	PMID:15821288	UniProt	110	7
Q7XWK5	SAG39	39947	Oryza sativa Japonica Group	GO:0009723	response to ethylene	response to stimulus	involved_in	PMID:20439547	UniProt	110	4
P07953	Pfkfb1	10116	Rattus norvegicus	GO:0051384	response to glucocorticoid	response to stimulus	involved_in	PMID:7593243	RGD	109	7
A0A0G2K1Q8	Abca3	10116	Rattus norvegicus	GO:0051384	response to glucocorticoid	response to stimulus	involved_in	PMID:15369786	RGD	109	1
Q9JLS4	Sfrp4	10116	Rattus norvegicus	GO:0051384	response to glucocorticoid	response to stimulus	involved_in	PMID:16540541	RGD	109	6
P23363	Bdnf	10116	Rattus norvegicus	GO:0014823	response to activity	response to stimulus	involved_in	PMID:15199375	RGD	106	28
Q9QX05	Tlr4	10116	Rattus norvegicus	GO:0014823	response to activity	response to stimulus	involved_in	PMID:20369365	RGD	106	18
P29476	Nos1	10116	Rattus norvegicus	GO:0014823	response to activity	response to stimulus	involved_in	PMID:19793134	RGD	106	15
Q9C7T1	SUPD	3702	Arabidopsis thaliana	GO:0006970	response to osmotic stress	response to stimulus	involved_in	PMID:33281837	UniProt	104	4
P17444	betA	83333	Escherichia coli K-12	GO:0006970	response to osmotic stress	response to stimulus	acts_upstream_of_or_within	PMID:8626294	EcoCyc	104	2
A0A6M3QG69	PIP2-7	4641	Musa acuminata	GO:0006970	response to osmotic stress	response to stimulus	involved_in	PMID:31841963	UniProt	104	4
A6N6J5	Wdr35	10116	Rattus norvegicus	GO:0071333	cellular response to glucose stimulus	response to stimulus	involved_in	PMID:20224876	RGD	103	5
P04937	Fn1	10116	Rattus norvegicus	GO:0071333	cellular response to glucose stimulus	response to stimulus	involved_in	PMID:22732364	RGD	103	16
P43114	Ptger4	10116	Rattus norvegicus	GO:0071333	cellular response to glucose stimulus	response to stimulus	involved_in	PMID:12888618	RGD	103	11
URS000075C4C4_10116	Rattus norvegicus H19 imprinted maternally expressed transcript (H19)	10116	Rattus norvegicus	GO:0001889	liver development	developmental process	involved_in	PMID:8981228	RGD	103	10
P59996	Pcsk9	10116	Rattus norvegicus	GO:0001889	liver development	developmental process	involved_in	PMID:12552133	HGNC-UCL	103	4
P20068	Nts	10116	Rattus norvegicus	GO:0001889	liver development	developmental process	involved_in	PMID:8342998	RGD	103	13
URS000075C8F2_10090	Mus musculus (house mouse) microRNA mmu-mir-338 precursor	10090	Mus musculus	GO:0007605	sensory perception of sound	unclassified	acts_upstream_of_or_within	PMID:23646144	MGI	103	2
URS00003D8A8C_10090	Mus musculus (house mouse) microRNA mmu-mir-29b precursor (mmu-mir-29b-1)	10090	Mus musculus	GO:0007605	sensory perception of sound	unclassified	acts_upstream_of_or_within	PMID:23646144	MGI	103	3
URS000075BACC_10090	Mus musculus (house mouse) microRNA mmu-mir-324 precursor	10090	Mus musculus	GO:0007605	sensory perception of sound	unclassified	acts_upstream_of_or_within	PMID:23646144	MGI	103	3
O23164	At4g37220	3702	Arabidopsis thaliana	GO:0009749	response to glucose	response to stimulus	acts_upstream_of_or_within	PMID:16463203	TAIR	100	3
P49192	Cartpt	10116	Rattus norvegicus	GO:0009749	response to glucose	response to stimulus	involved_in	PMID:27338624	RGD	100	12
Q5BK63	Ndufa9	10116	Rattus norvegicus	GO:0009749	response to glucose	response to stimulus	involved_in	PMID:19004814	RGD	100	1
P56705	WNT4	9606	Homo sapiens	GO:0008584	male gonad development	developmental process	involved_in	PMID:17848411	UniProt	98	7
Q9JMG6	Tfpt	10116	Rattus norvegicus	GO:0008584	male gonad development	developmental process	involved_in	PMID:11606057	RGD	98	1
Q62997	Gfra1	10116	Rattus norvegicus	GO:0008584	male gonad development	developmental process	involved_in	PMID:22111653	RGD	98	2
Q06413	MEF2C	9606	Homo sapiens	GO:0007507	heart development	developmental process	involved_in	PMID:10458488	UniProt	93	3
B3DJG4	tbx20	7955	Danio rerio	GO:0007507	heart development	developmental process	acts_upstream_of_or_within	PMID:10656766	ZFIN	93	2
P13205	Nppb	10116	Rattus norvegicus	GO:0007507	heart development	developmental process	involved_in	PMID:8027030	RGD	93	11
O35509	Rab11b	10116	Rattus norvegicus	GO:0030672	synaptic vesicle membrane	cellular component	is_active_in	PMID:20926670	SynGO	93	2
Q8R1B5	Cplx3	10090	Mus musculus	GO:0030672	synaptic vesicle membrane	cellular component	is_active_in	PMID:15911881	SynGO	93	6
Q29SB6	LOC100192117	4577	Zea mays	GO:0009739	response to gibberellin	response to stimulus	involved_in	PMID:19682768	AgBase	89	14
Q39103	GA3OX1	3702	Arabidopsis thaliana	GO:0009739	response to gibberellin	response to stimulus	acts_upstream_of_or_within	PMID:15927942	TAIR	89	5
Q8H8V7	RCN1	39947	Oryza sativa Japonica Group	GO:0009739	response to gibberellin	response to stimulus	involved_in	PMID:22996334	UniProt	89	11
P61016	Pln	10116	Rattus norvegicus	GO:0032868	response to insulin	response to stimulus	involved_in	PMID:22185592	RGD	89	1
P00507	Got2	10116	Rattus norvegicus	GO:0032868	response to insulin	response to stimulus	involved_in	PMID:23743348	RGD	89	4
P10937	Pnmt	10116	Rattus norvegicus	GO:0032868	response to insulin	response to stimulus	involved_in	PMID:15677399	RGD	89	13
Q8LJW3	ACR4	3702	Arabidopsis thaliana	GO:0009735	response to cytokinin	response to stimulus	acts_upstream_of_or_within	PMID:12481063	TAIR	88	1
Q9S7U8	ZmRR2	4577	Zea mays	GO:0009735	response to cytokinin	response to stimulus	involved_in	PMID:10608665	AgBase	88	4
Q84JF5	PTAC14	3702	Arabidopsis thaliana	GO:0009735	response to cytokinin	response to stimulus	involved_in	PMID:33322466	UniProt	88	2
O08623	Sqstm1	10116	Rattus norvegicus	GO:0002931	response to ischemia	response to stimulus	involved_in	PMID:23782269	RGD	87	1
A0ABK0M473	Bcl2	10116	Rattus norvegicus	GO:0002931	response to ischemia	response to stimulus	involved_in	PMID:31583047	RGD	87	38
URS000075D93A_10116	Rattus norvegicus (Norway rat) microRNA rno-mir-222 precursor	10116	Rattus norvegicus	GO:0002931	response to ischemia	response to stimulus	involved_in	PMID:28859292	RGD	87	8
O35147	Bad	10116	Rattus norvegicus	GO:0009725	response to hormone	response to stimulus	involved_in	PMID:18078455	RGD	87	19
P29147	Bdh1	10116	Rattus norvegicus	GO:0009725	response to hormone	response to stimulus	involved_in	PMID:6144148	RGD	87	13
P06214	Alad	10116	Rattus norvegicus	GO:0009725	response to hormone	response to stimulus	involved_in	PMID:17720948	RGD	87	29
Q68FX3	Ddx19a	10116	Rattus norvegicus	GO:0010043	response to zinc ion	response to stimulus	involved_in	PMID:15361827	RGD	86	1
Q64535	Atp7b	10116	Rattus norvegicus	GO:0010043	response to zinc ion	response to stimulus	involved_in	PMID:12840169	RGD	86	9
Q9S9M2	WAKL4	3702	Arabidopsis thaliana	GO:0010043	response to zinc ion	response to stimulus	acts_upstream_of_or_within	PMID:16286448	TAIR	86	3
F4J505	IDL7	3702	Arabidopsis thaliana	GO:0042742	defense response to bacterium	response to stimulus	acts_upstream_of_or_within	PMID:28586470	TAIR	85	3
Q4V653	CG30098	7227	Drosophila melanogaster	GO:0042742	defense response to bacterium	response to stimulus	involved_in	PMID:18654628	FlyBase	85	1
Q9C4Z6	RACK1B	3702	Arabidopsis thaliana	GO:0042742	defense response to bacterium	response to stimulus	involved_in	PMID:34939305	TAIR	85	2
Q54P69	psiM	44689	Dictyostelium discoideum	GO:0007618	mating	unclassified	acts_upstream_of_or_within	PMID:15817229	dictyBase	83	1
Q55BT6	DDB_G0270368	44689	Dictyostelium discoideum	GO:0007618	mating	unclassified	acts_upstream_of_or_within	PMID:15817229	dictyBase	83	1
Q0KI39	Dm_3R:88623	7227	Drosophila melanogaster	GO:0007618	mating	unclassified	involved_in	PMID:21672851	FlyBase	83	1
Q99MZ8	Lasp1	10116	Rattus norvegicus	GO:0098794	postsynapse	cellular component	is_active_in	PMID:15372503	SynGO	83	1
Q6P1I6	Psd2	10090	Mus musculus	GO:0098794	postsynapse	cellular component	is_active_in	PMID:15836626	SynGO	83	2
F1LP90	Mink1	10116	Rattus norvegicus	GO:0098794	postsynapse	cellular component	is_active_in	PMID:21048137	SynGO	83	3
P26435	Slc10a1	10116	Rattus norvegicus	GO:0043627	response to estrogen	response to stimulus	involved_in	PMID:27090119	RGD	81	5
P25095	Agtr1	10116	Rattus norvegicus	GO:0043627	response to estrogen	response to stimulus	involved_in	PMID:15544836	RGD	81	5
Q62959	Lepr	10116	Rattus norvegicus	GO:0043627	response to estrogen	response to stimulus	involved_in	PMID:15059958	RGD	81	13
Q2QY10	CBP	39947	Oryza sativa Japonica Group	GO:0009610	response to symbiotic fungus	response to stimulus	involved_in	PMID:22212404	UniProt	80	1
B2CPI6	PT4	4102	Petunia x hybrida	GO:0009610	response to symbiotic fungus	response to stimulus	involved_in	PMID:18315538	UniProt	80	2
Q9FMD7	At5g16590	3702	Arabidopsis thaliana	GO:0009610	response to symbiotic fungus	response to stimulus	acts_upstream_of_or_within	PMID:17397506	TAIR	80	2
P18266	Gsk3b	10116	Rattus norvegicus	GO:0070301	cellular response to hydrogen peroxide	response to stimulus	involved_in	PMID:18005341	RGD	80	14
A0A0G2JZ79	Sirt1	10116	Rattus norvegicus	GO:0070301	cellular response to hydrogen peroxide	response to stimulus	involved_in	PMID:17581637	RGD	80	13
A0ABK0M473	Bcl2	10116	Rattus norvegicus	GO:0070301	cellular response to hydrogen peroxide	response to stimulus	involved_in	PMID:16157298	RGD	80	38
Q09167	Srsf5	10116	Rattus norvegicus	GO:0097421	liver regeneration	developmental process	involved_in	PMID:7686911	RGD	80	4
P56500	Ucp2	10116	Rattus norvegicus	GO:0097421	liver regeneration	developmental process	involved_in	PMID:19104935	RGD	80	10
P49950	Bcl2	10116	Rattus norvegicus	GO:0097421	liver regeneration	developmental process	involved_in	PMID:21503946	RGD	80	38
B2DD29	Brsk1	10116	Rattus norvegicus	GO:0014069	postsynaptic density	cellular component	is_active_in	PMID:16630837	SynGO	80	5
A0A0G2JX94	Amot	10116	Rattus norvegicus	GO:0014069	postsynaptic density	cellular component	is_active_in	PMID:29317530	SynGO	80	2
O35116	Ctnnd2	10116	Rattus norvegicus	GO:0014069	postsynaptic density	cellular component	is_active_in	PMID:12453475	SynGO	80	5
O65782	CYP83B1	3702	Arabidopsis thaliana	GO:0009625	response to insect	response to stimulus	involved_in	PMID:16740150	UniProt	79	2
E2E2P0	TPS2	39352	Origanum vulgare	GO:0009625	response to insect	response to stimulus	involved_in	PMID:26156773	UniProt	79	5
Q501D8	CYP79B3	3702	Arabidopsis thaliana	GO:0009625	response to insect	response to stimulus	acts_upstream_of_or_within	PMID:23144921	TAIR	79	3
