citation	species	family_stem	named_in_paper	citing_but_absent	n_absent
PMID:24878737	human	CHMP	CHMP1;CHMP1B;CHMP2;CHMP2A;CHMP2B;CHMP3;CHMP4;CHMP4A;CHMP4B;CHMP6	CHMP1A;CHMP4C;CHMP5;CHMP7	4
PMID:23921388	human	HSPA	HSPA8	HSPA1A;HSPA1B;HSPA2;HSPA6	4
PMID:21255211	human	RAB	RAB20;RAB22B;RAB32;RAB34;RAB38;RAB39;RAB43;RAB7	RAB7A;RAB7B;RAB9A;RAB9B	4
PMID:19778961	SCHPO	ATG	ATG8	atg13;atg2;atg5	3
PMID:34800366	human	TOMM	TOMM20;TOMM22;TOMM34;TOMM40;TOMM70	TOMM5;TOMM6;TOMM7	3
PMID:9922452	human	PEX	PEX1;PEX10;PEX11;PEX12;PEX14;PEX16;PEX2;PEX5;PEX6	PEX11A;PEX11B;PEX3	3
PMID:19167051	human	AGO	AGO2	AGO1;AGO3;AGO4	3
PMID:19324964	human	AGO	AGO2	AGO1;AGO3;AGO4	3
PMID:27173435	human	BBS	BBS2;BBS4;BBS5	BBS1;BBS7;BBS9	3
PMID:22139371	human	BBS	BBS3	BBS1;BBS2;BBS9	3
PMID:34524948	human	ATG	ATG101;ATG12;ATG2;ATG4B;ATG5;ATG8;ATG9A	ATG14;ATG2B;ATG7	3
PMID:17977534	human	CERS	CERS4	CERS1;CERS2;CERS3	3
PMID:17711858	human	CHMP	CHMP1A;CHMP1B;CHMP3;CHMP7	CHMP4B;CHMP4C;CHMP5	3
PMID:16920360	human	EIF	EIF3	EIF3E;EIF3G;EIF3J	3
PMID:17322308	human	EIF	EIF3;EIF3A	EIF3E;EIF3G;EIF3J	3
PMID:29809151	human	EMC	EMC1;EMC10;EMC2;EMC3;EMC4;EMC5;EMC6	EMC7;EMC8;EMC9	3
PMID:12052864	human	GADD	GADD45	GADD45A;GADD45B;GADD45G	3
PMID:12716909	human	GADD	GADD45	GADD45A;GADD45B;GADD45G	3
PMID:9827804	human	GADD	GADD45	GADD45A;GADD45B;GADD45G	3
PMID:25732826	human	NAA	NAA60	NAA10;NAA30;NAA40	3
PMID:20826455	human	PEX	PEX11	PEX11A;PEX11B;PEX11G	3
PMID:12488033	human	PEX	PEX14P;PEX5P	PEX14;PEX19;PEX5	3
PMID:22405001	human	VPS	VPS23;VPS28;VPS37	VPS37B;VPS37C;VPS37D	3
PMID:14660704	yeast	SWI	SWI2P	SWI1;SWI2;SWI3	3
PMID:9710643	yeast	SIR	SIR2P;SIR3P;SIR4P	SIR2;SIR3;SIR4	3
PMID:17496903	yeast	SWI	SWI2P;SWI3P	SWI1;SWI2;SWI3	3
PMID:9789005	yeast	SSA	SSA1	SSA2;SSA3;SSA4	3
PMID:9342315	ARATH	ARF	ARF1	ARF19;ARF5	2
PMID:30083810	POPTR	XGOAT	XGOAT1;XGOAT2	XGOAT3;XGOAT4	2
PMID:41029715	PSEPK	AROQ	AROQ15	aroQ1;aroQ2	2
PMID:19686686	SCHPO	CDC	CDC13P;CDC14;CDC2P	cdc13;cdc2	2
PMID:34499173	SCHPO	ATG	ATG1;ATG38	atg101;atg13	2
PMID:27737912	SCHPO	ATG	ATG20;ATG24;ATG24B;ATG8	atg13;atg5	2
PMID:14602073	SCHPO	CDC	CDC12P;CDC15P;CDC8P	cdc12;cdc15	2
PMID:24790095	SCHPO	CDC	CDC11;CDC11P;CDC12P;CDC14;CDC15P;CDC25;CDC4P	cdc12;cdc15	2
PMID:28242692	human	VPS	VPS4;VPS4P	VPS4A;VPS4B	2
PMID:32296183	human	TMEM	TMEM258	TMEM43;TMEM70	2
PMID:34800366	human	LYRM	LYRM9	LYRM4;LYRM7	2
PMID:21102411	human	PEX	PEX11P;PEX13P;PEX19P;PEX3P	PEX19;PEX3	2
PMID:31980649	human	HSPA	HSPA1A;HSPA8	HSPA6;HSPA9	2
PMID:33734450	human	ACTR	ACTR10	ACTR1A;ACTR1B	2
PMID:33988507	human	ADCK	ADCK5	ADCK1;ADCK2	2
PMID:27499296	human	LYRM	LYRM5	LYRM4;LYRM7	2
PMID:39083597	human	LPAR	LPAR2	LPAR1;LPAR4	2
PMID:19383768	human	AGO	AGO1;AGO4	AGO2;AGO3	2
PMID:12592373	human	AGR	AGR1	AGR2;AGR3	2
PMID:10944123	human	DPM	DPM2	DPM1;DPM3	2
PMID:29079593	human	AMPD	AMPD3	AMPD1;AMPD2	2
PMID:38128568	human	ARL	ARL8	ARL8A;ARL8B	2
PMID:38366554	human	ASCC	ASCC3	ASCC1;ASCC2	2
PMID:16300731	human	ATF	ATF5	ATF2;ATF3	2
PMID:20102225	human	ATF	ATF2	ATF3;ATF4	2
PMID:23093945	human	ATG	ATG4B;ATG8	ATG5;ATG9A	2
PMID:24318877	human	HSPA	HSPA1A	HSPA1B;HSPA8	2
PMID:32822567	human	CD	CD146;CD33	CD28;CD47	2
PMID:17853893	human	VPS	VPS4	VPS37C;VPS4A	2
PMID:24218572	human	CDK	CDK10	CDK1;CDK2	2
PMID:16505166	human	VPS	VPS2;VPS20;VPS24;VPS27;VPS4;VPS60	VPS4A;VPS4B	2
PMID:17928862	human	CHMP	CHMP1;CHMP1A;CHMP2B	CHMP1B;CHMP2A	2
PMID:19129479	human	VPS	VPS20P;VPS24P;VPS2P;VPS32P;VPS4;VPS4A;VPS4P;VPS60;VPS60P	VPS37B;VPS4B	2
PMID:19129479	human	CHMP	CHMP1;CHMP2;CHMP3;CHMP4;CHMP5;CHMP6;CHMP7	CHMP1A;CHMP1B	2
PMID:19234443	human	VPS	VPS2;VPS20;VPS24;VPS4	VPS4A;VPS4B	2
PMID:26040712	human	VPS	VPS4	VPS4A;VPS4B	2
PMID:26040713	human	VPS	VPS416	VPS4A;VPS4B	2
PMID:23105106	human	CHMP	CHMP1;CHMP1A;CHMP1B;CHMP2;CHMP4;CHMP5	CHMP2A;CHMP3	2
PMID:18511562	human	CHMP	CHMP1;CHMP1B;CHMP4;CHMP4A	CHMP4B;CHMP4C	2
PMID:35140242	human	STAT	STAT3	STAT1;STAT2	2
PMID:31536960	human	NDUFS	NDUFS1	NDUFS3;NDUFS8	2
PMID:27152988	human	KCTD	KCTD1;KCTD6	KCTD11;KCTD12	2
PMID:16949367	human	DCAF	DCAF2	DCAF10;DCAF11	2
PMID:18628297	human	EIF	EIF3;EIF3B;EIF3E;EIF4A;EIF4E	EIF3G;EIF3J	2
PMID:27462815	human	EIF	EIF3;EIF32;EIF3A;EIF3D;EIF4A;EIF4E;EIF4F	EIF3G;EIF3J	2
PMID:11707400	human	ERO	ERO1;ERO1P	ERO1A;ERO1B	2
PMID:20802462	human	ERO	ERO1;ERO1P	ERO1A;ERO1B	2
PMID:11350175	human	FKBP	FKBP51;FKBP52	FKBP4;FKBP5	2
PMID:9660753	human	FKBP	FKBP51;FKBP52	FKBP4;FKBP5	2
PMID:23349634	human	HSPA	HSPA1;HSPA1L;HSPA2;HSPA5;HSPA6;HSPA8	HSPA1A;HSPA1B	2
PMID:21642987	human	IFIT	IFIT1	IFIT2;IFIT3	2
PMID:24965446	human	SRP	SRP54;SRP72	SRP68;SRP9	2
PMID:18787122	human	RAB	RAB9	RAB7A;RAB9A	2
PMID:17158099	human	LPIN	LPIN1	LPIN2;LPIN3	2
PMID:21471202	human	LRP	LRP4	LRP5;LRP6	2
PMID:32424346	human	VPS	VPS23;VPS28;VPS37;VPS37A;VPS37B;VPS4;VPS420	VPS37C;VPS37D	2
PMID:31519728	human	VPS	VPS22;VPS25;VPS28;VPS37;VPS37A;VPS37D;VPS4;VPS4A	VPS37B;VPS37C	2
PMID:14749350	human	NDUFS	NDUFS2;NDUFS4	NDUFS7;NDUFS8	2
PMID:16257970	human	PEX	PEX1P;PEX26;PEX26P;PEX6P	PEX1;PEX6	2
PMID:19208625	human	PEX	PEX14P;PEX1P;PEX5;PEX5P;PEX6P	PEX1;PEX6	2
PMID:21362118	human	PEX	PEX1P;PEX26;PEX26P;PEX6P	PEX1;PEX6	2
PMID:12751901	human	PEX	PEX2	PEX10;PEX12	2
PMID:18782765	human	PEX	PEX11P;PEX14P;PEX15P;PEX19;PEX19P;PEX26P;PEX3P	PEX11A;PEX11B	2
PMID:8858165	human	PEX	PEX13P;PEX5P	PEX13;PEX5	2
PMID:10022913	human	PEX	PEX14P	PEX14;PEX7	2
PMID:18346465	human	PEX	PEX5P	PEX14;PEX5	2
PMID:21375735	human	PEX	PEX14P;PEX5P	PEX14;PEX5	2
PMID:15713480	human	PEX	PEX12P;PEX13P;PEX14P;PEX16P;PEX19;PEX19P;PEX26P;PEX3P;PEX5P	PEX16;PEX26	2
PMID:16280322	human	PEX	PEX16P;PEX19P;PEX26P;PEX3P	PEX19;PEX3	2
PMID:11931631	human	PEX	PEX7P	PEX5;PEX7	2
PMID:15078902	human	RAB	RAB5;RAB5C;RAB7;RAB9	RAB7A;RAB9A	2
PMID:15471887	human	RAB	RAB11;RAB7;RAB9	RAB7A;RAB9A	2
PMID:8164745	human	RAB	RAB9	RAB9A;RAB9B	2
PMID:19490898	human	RAB	RAB9	RAB9A;RAB9B	2
PMID:20048159	human	RAB	RAB9	RAB9A;RAB9B	2
PMID:26684695	human	RPL	RPL3;RPL38;RPL3L	RPL18A;RPL36A	2
PMID:34081545	human	RPL	RPL3L	RPL18A;RPL36A	2
PMID:28423309	human	SEC	SEC11	SEC11A;SEC11C	2
PMID:39565596	human	SEC	SEC11	SEC11A;SEC11C	2
PMID:41009394	human	SEC	SEC61	SEC62;SEC63	2
PMID:18089836	human	SRP	SRP14;SRP19;SRP54	SRP68;SRP72	2
PMID:12887896	human	STT	STT3;STT3P	STT3A;STT3B	2
PMID:26595381	worm	MKS-	MKS-1	mks-2;mks-6	2
PMID:17940959	human	VPS	VPS28;VPS37B;VPS4	VPS4A;VPS4B	2
PMID:21757351	human	VPS	VPS28;VPS37A;VPS37C;VPS4	VPS37B;VPS37D	2
PMID:14636577	human	UPF	UPF1	UPF2;UPF3A	2
PMID:19417104	human	UPF	UPF1	UPF2;UPF3B	2
PMID:11563910	human	VPS	VPS4;VPS4P	VPS4A;VPS4B	2
PMID:17428789	human	VPS	VPS36;VPS36P;VPS4;VPS4P	VPS4A;VPS4B	2
PMID:19278657	human	VPS	VPS4;VPS4P	VPS4A;VPS4B	2
PMID:9211789	human	VPS	VPS4	VPS4A;VPS4B	2
PMID:15231740	worm	BBS-	BBS-7;BBS-8	bbs-1;bbs-2	2
PMID:22922713	worm	CHE-	CHE-11	che-13;che-2	2
PMID:6583682	worm	DAF-	DAF-4;DAF-7	daf-10;daf-16	2
PMID:16916933	worm	DAF-	DAF-2	daf-16;daf-21	2
PMID:25535836	worm	MEG-	MEG-1;MEG-3	meg-2;meg-4	2
PMID:19300474	yeast	AIM	AIM17D;AIM21;AIM23;AIM24;AIM34;AIM8	AIM33;AIM6	2
PMID:16926149	yeast	EGD	EGD1P;EGD2P	EGD1;EGD2	2
PMID:18644858	yeast	SWI	SWI2	SWI1;SWI3	2
PMID:10745074	yeast	SSA	SSA1	SSA2;SSA3	2
PMID:27178214	yeast	SSA	SSA1P;SSA2P	SSA1;SSA2	2
PMID:10648604	yeast	TIM	TIM10P;TIM12P;TIM18P;TIM22;TIM22P;TIM23;TIM54P;TIM9P	TIM10;TIM9	2
PMID:16236149	ARATH	ARF	ARF19;ARF7	ARF5	1
PMID:21511872	ARATH	CRY	CRY1	CRY2	1
PMID:21551388	ARATH	GL	GL3	GL1	1
PMID:18216857	ARATH	PIF	PIF4	PIF3	1
PMID:22099462	DROME	HSP	HSP27;HSP90	Hsp83	1
PMID:27303730	PSEPK	GCVP	GCVP2	gcvP1	1
PMID:27303730	PSEPK	GCVH	GCVH2	gcvH1	1
PMID:17891150	human	AGO	AGO1	AGO2	1
PMID:20739936	SCHPO	CDC	CDC2	cdc13	1
PMID:26702831	SCHPO	CDC	CDC15	cdc12	1
PMID:11084332	SCHPO	CDC	CDC13	cdc2	1
PMID:1655416	SCHPO	CDC	CDC2	cdc13	1
PMID:37128864	SCHPO	CDC	CDC2	cdc13	1
PMID:15933715	SCHPO	CDC	CDC11;CDC12P;CDC13P;CDC14;CDC14P;CDC15P;CDC16P;CDC25;CDC2P;CDC4P;CDC7;CDC7P	cdc15	1
PMID:15297457	SCHPO	CDC	CDC2	cdc25	1
PMID:17804800	SCHPO	CDC	CDC25;CDC25P;CDC2P	cdc2	1
PMID:22665807	SCHPO	CDC	CDC14;CDC25	cdc2	1
PMID:2665944	SCHPO	CDC	CDC13;CDC25	cdc2	1
PMID:21270388	SCHPO	TAM	TAM1;TAM11;TAM14;TAM2;TAM4;TAM7	tam10	1
PMID:28675934	human	LMAN	LMAN1L	LMAN1	1
PMID:34800366	human	ISCA	ISCA1	ISCA2	1
PMID:34800366	human	ATP	ATP23;ATP5B	ATP7B	1
PMID:34800366	human	DNAJC	DNAJC15;DNAJC19;DNAJC30	DNAJC11	1
PMID:34800366	human	CPT	CPT1A	CPT2	1
PMID:36115835	human	MAGI	MAGI1	MAGI3	1
PMID:10704444	human	PEX	PEX10;PEX12;PEX13;PEX14;PEX16;PEX19;PEX2;PEX3;PEX5;PEX7	PEX11B	1
PMID:11590176	human	PEX	PEX19	PEX2	1
PMID:14709540	human	PEX	PEX10;PEX12;PEX13;PEX16;PEX17;PEX19;PEX22;PEX3;PEX5	PEX11B	1
PMID:19479899	human	PEX	PEX16P;PEX3;PEX3P	PEX16	1
PMID:24728074	human	SOCS	SOCS2;SOCS3;SOCS6	SOCS5	1
PMID:39251607	human	EIF	EIF3G;EIF3I	EIF3E	1
PMID:34591612	human	BRCA	BRCA1	BRCA2	1
PMID:25538232	human	PEX	PEX18P;PEX20P;PEX21P;PEX5;PEX5L;PEX5S;PEX7;PEX7P	PEX14	1
PMID:11062263	human	ACAP	ACAP1;ACAP2	ACAP3	1
PMID:25284369	human	ACAP	ACAP1;ACAP2	ACAP3	1
PMID:30905672	human	ACAP	ACAP2	ACAP3	1
PMID:20628055	human	ACER	ACER2	ACER1	1
PMID:20195357	human	HSPA	HSPA1A;HSPA8	HSPA9	1
PMID:22014523	human	ADAMTSL	ADAMTSL1	ADAMTSL3	1
PMID:25498144	human	ADCK	ADCK1;ADCK2;ADCK3;ADCK4	ADCK5	1
PMID:36950384	human	ELAVL	ELAVL3	ELAVL2	1
PMID:41062835	human	AFF	AFF1	AFF4	1
PMID:23433073	human	AGFG	AGFG1	AGFG2	1
PMID:27654348	human	AGFG	AGFG1	AGFG2	1
PMID:34369554	human	AGFG	AGFG2	AGFG1	1
PMID:15260970	human	AGO	AGO1;AGO2;AGO4	AGO3	1
PMID:20616046	human	AGO	AGO1	AGO2	1
PMID:15766526	human	AGO	AGO1;AGO2	AGO4	1
PMID:21903422	human	IRF	IRF2;IRF3;IRF4;IRF7	IRF8	1
PMID:21988832	human	STAT	STAT3	STAT1	1
PMID:34711951	human	AKIRIN	AKIRIN2	AKIRIN1	1
PMID:25241761	human	CASP	CASP3	CASP9	1
PMID:23414517	human	DNAJB	DNAJB6	DNAJB5	1
PMID:32707033	human	CDK	CDK1;CDK4;CDK7;CDK9	CDK5	1
PMID:35922511	human	CD	CD1;CD14;CD146;CD16;CD19;CD20;CD209;CD27;CD28;CD3;CD320;CD4;CD45;CD56;CD58;CD79;CD8;CD93;CD94	CD47	1
PMID:26924529	human	ASCC	ASCC1	ASCC2	1
PMID:37092320	human	ASCC	ASCC3	ASCC1	1
PMID:10327051	human	ATF	ATF2	ATF3	1
PMID:25609649	human	STAT	STAT3	STAT1	1
PMID:19688755	human	NDUFS	NDUFS2	NDUFS3	1
PMID:22119785	human	ERLIN	ERLIN1	ERLIN2	1
PMID:17900240	human	AZIN	AZIN2	AZIN1	1
PMID:23040497	human	CALM	CALM1	CALM3	1
PMID:21980415	human	CASP	CASP10;CASP3	CASP9	1
PMID:11390434	human	CD	CD16;CD28;CD3;CD4;CD45;CD5;CD69;CD8	CD247	1
PMID:18641129	human	CHMP	CHMP4B;CHMP4C	CHMP4A	1
PMID:1312467	human	CDK	CDK2	CDK1	1
PMID:25218637	human	CDK	CDK2	CDK1	1
PMID:29632068	human	CERS	CERS2;CERS4;CERS5	CERS1	1
PMID:14519844	human	VPS	VPS20P;VPS24P;VPS27P;VPS28;VPS2P;VPS32P;VPS4;VPS4P	VPS4A	1
PMID:24095276	human	CHMP	CHMP2B	CHMP4B	1
PMID:37882330	human	CRISP	CRISP1;CRISP4	CRISP3	1
PMID:36697828	human	RPN	RPN2	RPN1	1
PMID:16949367	human	DDB	DDB1	DDB2	1
PMID:17041588	human	DDB	DDB1	DDB2	1
PMID:17360488	human	DDB	DDB1	DDB2	1
PMID:19966799	human	DDB	DDB1	DDB2	1
PMID:30945288	human	DDB	DDB1	DDB2	1
PMID:16120614	human	SERINC	SERINC1;SERINC2;SERINC5	SERINC3	1
PMID:16214399	human	DGAT	DGAT1	DGAT2	1
PMID:16919237	human	HDAC	HDAC6	HDAC4	1
PMID:20159555	human	DNAJB	DNAJB6B;DNAJB8	DNAJB6	1
PMID:9724629	human	DPM	DPM1;DPM1P;DPM2	DPM3	1
PMID:19895784	human	DRAM	DRAM2	DRAM1	1
PMID:28065597	human	PTPN	PTPN11	PTPN6	1
PMID:18599441	human	EIF	EIF3;EIF3A;EIF3B;EIF3C;EIF3F;EIF3G;EIF3I;EIF3J;EIF3L	EIF3E	1
PMID:25849773	human	EIF	EIF3;EIF312;EIF3A;EIF3B;EIF3C;EIF3D;EIF3E;EIF3F;EIF3G;EIF3H;EIF3I;EIF3K;EIF3L;EIF3M;EIF4B;EIF4G	EIF3J	1
PMID:14688252	human	EIF	EIF3;EIF3J	EIF3G	1
PMID:33053355	human	GIGYF	GIGYF1	GIGYF2	1
PMID:19575253	human	ELOVL	ELOVL1;ELOVL2;ELOVL5;ELOVL6	ELOVL3	1
PMID:37957425	human	EMC	EMC2;EMC26;EMC3;EMC4;EMC5;EMC6	EMC7	1
PMID:33234069	human	FBXL	FBXL1;FBXL10;FBXL11;FBXL12;FBXL13;FBXL14;FBXL16;FBXL17;FBXL18;FBXL19;FBXL2;FBXL20;FBXL22;FBXL3;FBXL4;FBXL5;FBXL7;FBXL8;FBXL9	FBXL6	1
PMID:23108047	human	FBXW	FBXW6;FBXW7	FBXW2	1
PMID:15905404	worm	DAF-	DAF-16	daf-2	1
PMID:37951215	human	RNF	RNF14	RNF25	1
PMID:27519415	human	GLRX	GLRX3	GLRX5	1
PMID:18554506	human	HACD	HACD1;HACD3;HACD4	HACD2	1
PMID:27708256	human	HSPA	HSPA1A;HSPA8	HSPA1B	1
PMID:24061851	human	HSPA	HSPA1A;HSPA6	HSPA1B	1
PMID:27339457	human	LOXL	LOXL1	LOXL2	1
PMID:21498505	human	LPCAT	LPCAT1	LPCAT2	1
PMID:19717560	human	LPIN	LPIN2	LPIN3	1
PMID:20735359	human	LPIN	LPIN2	LPIN3	1
PMID:28028151	human	LRCH	LRCH1	LRCH2	1
PMID:29590622	human	LRIT	LRIT1	LRIT2	1
PMID:40263339	human	LRIT	LRIT3	LRIT2	1
PMID:20093106	human	LRP	LRP10;LRP6	LRP4	1
PMID:11433302	human	LRP	LRP6	LRP5	1
PMID:12857724	human	LRP	LRP6	LRP5	1
PMID:18721193	human	LRP	LRP5	LRP6	1
PMID:15073332	human	MOCS	MOCS2A;MOCS3	MOCS2	1
PMID:17510655	human	MTX	MTX2	MTX1	1
PMID:20654576	human	VPS	VPS23;VPS28;VPS37	VPS37A	1
PMID:17209039	human	NDUFS	NDUFS3	NDUFS2	1
PMID:11112787	human	NDUFS	NDUFS2;NDUFS4;NDUFS7;NDUFS8	NDUFS3	1
PMID:15186778	human	NDUFS	NDUFS1	NDUFS7	1
PMID:16870178	human	NDUFS	NDUFS4	NDUFS1	1
PMID:17631502	human	PANK	PANK2;PANK3	PANK1	1
PMID:11439091	human	PEX	PEX1;PEX1P;PEX6P	PEX6	1
PMID:16449325	human	PEX	PEX1;PEX13	PEX14	1
PMID:9588209	human	PEX	PEX1;PEX1P;PEX6P	PEX6	1
PMID:10837480	human	PEX	PEX10;PEX10P;PEX12;PEX12P;PEX2;PEX2P;PEX5P	PEX5	1
PMID:24662292	human	PEX	PEX10;PEX10P;PEX12;PEX12P;PEX13P;PEX14P;PEX18P;PEX1P;PEX2;PEX20P;PEX2P;PEX4P;PEX5P;PEX6P;PEX7P	PEX5	1
PMID:26344566	human	PEX	PEX1;PEX10;PEX12;PEX14;PEX2;PEX5;PEX528;PEX534;PEX6	PEX13	1
PMID:9090384	human	PEX	PEX12;PEX12P	PEX10	1
PMID:11829486	human	PEX	PEX13	PEX5	1
PMID:19197237	human	PEX	PEX14;PEX19;PEX5	PEX13	1
PMID:9653144	human	PEX	PEX13;PEX13P;PEX14;PEX14P;PEX17P;PEX5P;PEX7P	PEX5	1
PMID:18174172	human	PEX	PEX19P;PEX3;PEX3P	PEX19	1
PMID:20937701	human	RAB	RAB1;RAB10;RAB12;RAB13;RAB17;RAB2;RAB21;RAB22A;RAB27;RAB27A;RAB27B;RAB28;RAB3;RAB35;RAB39;RAB39B;RAB5;RAB5A;RAB6;RAB7;RAB8;RAB8A;RAB8B;RAB9;RAB9A;RAB9B	RAB1B	1
PMID:32669547	human	RPL	RPL18A	RPL36A	1
PMID:26446786	human	SEC	SEC11A	SEC11C	1
PMID:15126506	human	SIRT	SIRT1	SIRT2	1
PMID:16079181	human	SIRT	SIRT1;SIRT3;SIRT4;SIRT5;SIRT6;SIRT7	SIRT2	1
PMID:17456799	human	SIRT	SIRT1;SIRT7	SIRT2	1
PMID:21081649	human	SIRT	SIRT2	SIRT1	1
PMID:27383988	human	SPCS	SPCS1	SPCS3	1
PMID:38230952	human	SPCS	SPCS2	SPCS3	1
PMID:17254600	human	SRP	SRP19;SRP54;SRP54M;SRP68	SRP72	1
PMID:12552091	human	STAT	STAT3;STAT5	STAT5B	1
PMID:23406870	human	SYN	SYN1	SYN2	1
PMID:21829167	human	UPF	UPF1	UPF2	1
PMID:26595381	worm	NPHP-	NPHP-4	nphp-1	1
PMID:23077300	human	TRIM	TRIM1;TRIM15;TRIM19;TRIM21;TRIM22;TRIM23;TRIM25;TRIM27;TRIM28;TRIM30;TRIM32;TRIM5;TRIM56;TRIM62;TRIM8	TRIM13	1
PMID:15218037	human	VPS	VPS23P;VPS28;VPS28P;VPS37;VPS37A;VPS37B;VPS37P;VPS4A	VPS37D	1
PMID:15680326	human	UPF	UPF1;UPF2;UPF3X	UPF3B	1
PMID:16086026	human	UPF	UPF1	UPF2	1
PMID:16601204	human	UPF	UPF2;UPF3;UPF3A;UPF3B	UPF1	1
PMID:19150429	human	UPF	UPF1	UPF2	1
PMID:19503078	human	UPF	UPF2;UPF3;UPF3A;UPF3B	UPF1	1
PMID:20479275	human	UPF	UPF3A;UPF3B	UPF2	1
PMID:16193069	human	VPS	VPS4;VPS4B;VPS4P	VPS4A	1
PMID:12186849	worm	HSP-	HSP-4	hsp-3	1
PMID:22922713	worm	DYF-	DYF-2	dyf-1	1
PMID:22922713	worm	BBS-	BBS-1;BBS-2;BBS-4;BBS-7;BBS-8;BBS-9	bbs-5	1
