citation	worst_flag	n_flagged_genes	n_unflagged_users	flagged_genes	unflagged_users	example_note
PMID:18673369	WRONG_IDENTIFIER	1	0	DICDI/gbpC		This PMID is a Legionella pneumophila SidC effector study with no relation to GbpC or cGMP binding. It is cited in GOA as the reference for GbpC cGMP binding (IDA) and regulation of chemotaxis (IMP); those functions are genuine but the identifier is mis-attributed. The correct GbpC references are PMID:12011437, PMID:18703517 and PMID:15827084.
PMID:10973066	WRONG_IDENTIFIER	1	0	DROME/insc		Cited (TAS) for insc sensory organ development, but this is a review of cardiac/heart development in zebrafish and Drosophila; the abstract does not mention inscuteable or sensory organs. Appears to be a wrong/mis-applied citation for this annotation; the sensory-organ-development role itself is real but should be sourced to a primary pI/SOP study (e.g. PMID:12526793).
PMID:9700395	WRONG_IDENTIFIER	1	0	SCHPO/sel0		"This PMID resolves to a 1998 Australian Veterinary Journal editorial (""Education and research: where are we going?"", Niethe G) that has no connection to SelO, AMPylation, mitochondria or S. pombe. It appears in GOA as the reference for one ISO AMPylase-activity annotation (WITH/FROM UniProtKB:P31040, human SDHA). It is a spurious/erroneous identifier in the GOA source and cannot support any annota"
PMID:12464675	WRONG_IDENTIFIER	1	0	human/ADPRH		"A gene-symbol collision, not a finding about this gene. The ""ARH1"" of this paper is the autosomal recessive hypercholesterolaemia adaptor protein LDLRAP1, which the paper maps to chromosome 1p36; ADPRH is at 3q22.1 and has no role in LDL receptor internalisation. The affinage record lists it as an ADPRH finding, ""establishing ARH1 as a functional adaptor required for LDL receptor-dependent LDL int"
PMID:14504288	WRONG_IDENTIFIER	1	0	human/BRIP1		"This paper concerns the UNRELATED bZIP/BTB transcription factor BACH1 (BTB and CNC homology 1; UniProt O14867), a transcriptional repressor of heme oxygenase-1, NOT the BRIP1/FANCJ helicase (Q9BX63). The two genes share the historical ""BACH1"" alias. GOA annotations sourced from this PMID (nucleus, cytoplasm, and regulation of transcription by RNA polymerase II) are mis-mapped; the transcription-re"
PMID:8081953	WRONG_IDENTIFIER	1	0	human/GMPS		Cited by the MGI GO:0003921 (GMP synthase activity) IDA annotation, but this PMID resolves to a rat glomerular mesangial-cell growth paper (Harendza et al. 1993, Exp Nephrol) with no relation to GMP synthase. Wrong/transposed identifier; the intended reference is almost certainly PMID:8089153 (human GMP synthetase cloning). The annotated function is correct and independently supported, so the anno
PMID:22586271	WRONG_IDENTIFIER	1	0	human/HADHA		Full text available and confirms this paper is entirely about Them5/Acot15 with no mention of HADHA. The GO:0052816 (long-chain fatty acyl-CoA hydrolase) IDA on HADHA citing this paper is a wrong-paper attribution; annotation marked for REMOVE.
PMID:15364918	WRONG_IDENTIFIER	1	0	human/KDSR		This PMID is a study of IP3R1 lateral diffusion in neurons and does not concern KDSR, yet it is cited as the MGI IDA source for three KDSR annotations (ER localization, 3-keto-sphinganine metabolic process, and reductase activity). Appears to be a wrong-PMID/mis-attributed citation. The affected annotations are nonetheless biologically correct and are independently supported by PMID:15328338 and P
PMID:37602378	WRONG_IDENTIFIER	1	0	human/LOXL1		PubMed and the full cached article were checked. PMID:37602378 is exclusively a HELZ2 RNA-helicase/exoribonuclease paper and contains no LOXL1 evidence. This is a well-formed but biologically mismatched citation; annotation adjudication should nevertheless respect curator-deference rules and avoid inferring how the mismatch arose.
PMID:599155	WRONG_IDENTIFIER	1	0	human/NT5C1A		"PMID:599155 (Waku & Nakazawa 1977, J Biochem) is an Ehrlich-ascites acyltransferase paper unrelated to NT5C1A. It is a transcription error in GOA for PMID:7599155 (Tavenier 1995, ""Kinetics of adenylate metabolism in human and rat myocardium""), the paper UniProt actually cites (ECO:0000305|PubMed:7599155) for 5'-nucleotidase activity and cytoplasmic location. Annotations citing PMID:599155 are mark"
PMID:11863358	WRONG_IDENTIFIER	1	0	human/SIAH1		The cited paper (APOBEC RNA-editing enzymes) has no relation to SIAH1 - the cached abstract contains zero mention of SIAH1/seven-in-absentia. The zinc ion binding annotation citing this PMID appears to use a wrong identifier; SIAH1 zinc binding is independently supported by PMID:16085652.
