family	GO_id	GO_label	InterPro	support	n_S_and_G	n_G_in_fam	precision	sig_family_spread	sig_specificity	status
GH10	GO:0031176	endo-1,4-beta-xylanase activity	IPR031158	44	42	64	0.95	13	broad	PROPOSED_new
GH10	GO:0031176	endo-1,4-beta-xylanase activity	IPR008979	11	10	64	0.91	54	broad	PROPOSED_new
GH10	GO:0031176	endo-1,4-beta-xylanase activity	IPR000254	10	10	64	1.0	14	broad	PROPOSED_other
GH10	GO:0031176	endo-1,4-beta-xylanase activity	IPR035971	10	10	64	1.0	14	broad	PROPOSED_other
GH10	GO:0031176	endo-1,4-beta-xylanase activity	IPR003305	8	7	64	0.88	11	broad	PROPOSED_specific
GH10	GO:0031176	endo-1,4-beta-xylanase activity	IPR010502	6	5	64	0.83	3	broad	PROPOSED_specific
GH10	GO:0031176	endo-1,4-beta-xylanase activity	IPR008965	5	4	64	0.8	19	broad	PROPOSED_other
GH10	GO:0031176	endo-1,4-beta-xylanase activity	IPR012291	4	4	64	1.0	15	broad	PROPOSED_specific
GH10	GO:0031176	endo-1,4-beta-xylanase activity	IPR001919	4	4	64	1.0	14	broad	PROPOSED_specific
GH10	GO:0031176	endo-1,4-beta-xylanase activity	IPR029058	4	4	64	1.0	6	broad	PROPOSED_new
GH10	GO:0031176	endo-1,4-beta-xylanase activity	IPR018366	3	3	64	1.0	12	broad	PROPOSED_specific
GH10	GO:0031176	endo-1,4-beta-xylanase activity	IPR000801	3	3	64	1.0	4	broad	PROPOSED_new
GH10	GO:0031176	endo-1,4-beta-xylanase activity	IPR005084	2	2	64	1.0	20	broad	PROPOSED_other
GH10	GO:0031176	endo-1,4-beta-xylanase activity	IPR018247	2	2	64	1.0	13	broad	PROPOSED_new
GH10	GO:0031176	endo-1,4-beta-xylanase activity	IPR036439	2	2	64	1.0	18	broad	PROPOSED_other
GH10	GO:0031176	endo-1,4-beta-xylanase activity	IPR016134	2	2	64	1.0	17	broad	PROPOSED_other
GH10	GO:0031176	endo-1,4-beta-xylanase activity	IPR002105	2	2	64	1.0	17	broad	PROPOSED_specific
GH11	GO:0031176	endo-1,4-beta-xylanase activity	IPR013319	69	69	69	1.0	11	broad	PROPOSED_specific
GH11	GO:0031176	endo-1,4-beta-xylanase activity	IPR001137	69	69	69	1.0	10	broad	PROPOSED_specific
GH11	GO:0031176	endo-1,4-beta-xylanase activity	IPR033123	69	69	69	1.0	10	broad	PROPOSED_new
GH11	GO:0031176	endo-1,4-beta-xylanase activity	IPR013320	69	69	69	1.0	29	broad	PROPOSED_new
GH11	GO:0031176	endo-1,4-beta-xylanase activity	IPR018208	68	68	69	1.0	10	broad	PROPOSED_new
GH11	GO:0031176	endo-1,4-beta-xylanase activity	IPR033119	53	53	69	1.0	8	broad	PROPOSED_new
GH11	GO:0031176	endo-1,4-beta-xylanase activity	IPR000254	5	5	69	1.0	14	broad	PROPOSED_other
GH11	GO:0031176	endo-1,4-beta-xylanase activity	IPR035971	5	5	69	1.0	14	broad	PROPOSED_other
GH11	GO:0031176	endo-1,4-beta-xylanase activity	IPR008979	4	4	69	1.0	54	broad	PROPOSED_new
GH11	GO:0031176	endo-1,4-beta-xylanase activity	IPR002883	4	4	69	1.0	10	broad	PROPOSED_new
GH11	GO:0031176	endo-1,4-beta-xylanase activity	IPR002509	3	3	69	1.0	8	broad	PROPOSED_other
GH11	GO:0031176	endo-1,4-beta-xylanase activity	IPR005084	3	3	69	1.0	20	broad	PROPOSED_other
GH11	GO:0031176	endo-1,4-beta-xylanase activity	IPR011330	3	3	69	1.0	15	broad	PROPOSED_other
GH11	GO:0031176	endo-1,4-beta-xylanase activity	IPR009034	3	3	69	1.0	4	broad	PROPOSED_new
GH11	GO:0031176	endo-1,4-beta-xylanase activity	IPR008965	3	3	69	1.0	19	broad	PROPOSED_other
GH11	GO:0031176	endo-1,4-beta-xylanase activity	IPR012291	3	3	69	1.0	15	broad	PROPOSED_specific
GH11	GO:0031176	endo-1,4-beta-xylanase activity	IPR001919	3	3	69	1.0	14	broad	PROPOSED_specific
GH11	GO:0031176	endo-1,4-beta-xylanase activity	IPR006311	3	3	69	1.0	22	broad	PROPOSED_new
GH11	GO:0031176	endo-1,4-beta-xylanase activity	IPR006584	2	2	69	1.0	12	broad	PROPOSED_other
GH11	GO:0031176	endo-1,4-beta-xylanase activity	IPR019546	2	2	69	1.0	2	family-specific	PROPOSED_new
GH11	GO:0031176	endo-1,4-beta-xylanase activity	IPR031768	2	2	69	1.0	3	broad	PROPOSED_new
GH116	GO:0004336	galactosylceramidase activity	IPR024462	2	2	2	1.0	1	family-specific	PROPOSED_new
GH116	GO:0004348	glucosylceramidase activity	IPR024462	2	2	2	1.0	1	family-specific	PROPOSED_new
GH116	GO:0004336	galactosylceramidase activity	IPR012341	2	2	2	1.0	30	broad	PROPOSED_other
GH116	GO:0004348	glucosylceramidase activity	IPR012341	2	2	2	1.0	30	broad	PROPOSED_other
GH116	GO:0004336	galactosylceramidase activity	IPR006775	2	2	2	1.0	1	family-specific	PROPOSED_specific
GH116	GO:0004348	glucosylceramidase activity	IPR006775	2	2	2	1.0	1	family-specific	PROPOSED_specific
GH116	GO:0004336	galactosylceramidase activity	IPR052566	2	2	2	1.0	1	family-specific	PROPOSED_new
GH116	GO:0004348	glucosylceramidase activity	IPR052566	2	2	2	1.0	1	family-specific	PROPOSED_new
GH116	GO:0004336	galactosylceramidase activity	IPR014551	2	2	2	1.0	1	family-specific	PROPOSED_other
GH116	GO:0004348	glucosylceramidase activity	IPR014551	2	2	2	1.0	1	family-specific	CONFIRMS
GH116	GO:0004336	galactosylceramidase activity	IPR008928	2	2	2	1.0	30	broad	PROPOSED_other
GH116	GO:0004348	glucosylceramidase activity	IPR008928	2	2	2	1.0	30	broad	PROPOSED_other
GH13	GO:0003844	1,4-alpha-glucan branching enzyme activity	IPR037439	25	25	25	1.0	2	family-specific	CONFIRMS
GH13	GO:0003844	1,4-alpha-glucan branching enzyme activity	IPR044143	16	16	25	1.0	2	family-specific	PROPOSED_new
GH13	GO:0003844	1,4-alpha-glucan branching enzyme activity	IPR006407	16	16	25	1.0	2	family-specific	CONFIRMS
GH13	GO:0043895	cyclomaltodextrin glucanotransferase activity	IPR002909	13	12	14	0.92	2	family-specific	PROPOSED_new
GH13	GO:0004556	alpha-amylase activity	IPR013777	13	11	70	0.85	2	family-specific	CONFIRMS
GH13	GO:0004556	alpha-amylase activity	IPR015340	12	10	70	0.83	2	family-specific	PROPOSED_other
GH13	GO:0004556	alpha-amylase activity	IPR012850	10	10	70	1.0	1	family-specific	CONFIRMS
GH13	GO:0004556	alpha-amylase activity	IPR013775	10	10	70	1.0	1	family-specific	CONFIRMS
GH13	GO:0019156	isoamylase activity	IPR044505	9	8	8	0.89	2	family-specific	PROPOSED_new
GH13	GO:0003844	1,4-alpha-glucan branching enzyme activity	IPR054169	9	9	25	1.0	2	family-specific	PROPOSED_new
GH13	GO:0051060	pullulanase activity	IPR005323	6	5	10	0.83	3	broad	PROPOSED_other
GH13	GO:0033942	4-alpha-D-(1->4)-alpha-D-glucanotrehalose trehalohydrolase activity	IPR012768	6	6	6	1.0	2	family-specific	PROPOSED_specific
GH13	GO:0033942	4-alpha-D-(1->4)-alpha-D-glucanotrehalose trehalohydrolase activity	IPR044901	6	6	6	1.0	2	family-specific	PROPOSED_new
GH13	GO:0019156	isoamylase activity	IPR048650	5	5	8	1.0	2	family-specific	PROPOSED_new
GH13	GO:0004556	alpha-amylase activity	IPR013776	5	4	70	0.8	1	family-specific	PROPOSED_specific
GH13	GO:0047471	maltose alpha-D-glucosyltransferase activity	IPR012810	4	4	4	1.0	1	family-specific	PROPOSED_specific
GH13	GO:0051060	pullulanase activity	IPR003961	4	4	10	1.0	18	broad	PROPOSED_other
GH13	GO:0004556	alpha-amylase activity	IPR003961	4	4	70	1.0	18	broad	PROPOSED_other
GH13	GO:0051060	pullulanase activity	IPR054409	4	4	10	1.0	3	broad	PROPOSED_new
GH13	GO:0004556	alpha-amylase activity	IPR054409	4	4	70	1.0	3	broad	PROPOSED_new
GH13	GO:0051060	pullulanase activity	IPR036116	4	4	10	1.0	21	broad	PROPOSED_other
GH13	GO:0004556	alpha-amylase activity	IPR036116	4	4	70	1.0	21	broad	PROPOSED_other
GH13	GO:0004134	4-alpha-glucanotransferase activity	IPR032788	3	3	7	1.0	2	family-specific	PROPOSED_new
GH13	GO:0004135	amylo-alpha-1,6-glucosidase activity	IPR032788	3	3	3	1.0	2	family-specific	PROPOSED_new
GH13	GO:0004134	4-alpha-glucanotransferase activity	IPR006421	3	3	7	1.0	2	family-specific	CONFIRMS
GH13	GO:0004135	amylo-alpha-1,6-glucosidase activity	IPR006421	3	3	3	1.0	2	family-specific	CONFIRMS
GH13	GO:0004134	4-alpha-glucanotransferase activity	IPR032790	3	3	7	1.0	2	family-specific	PROPOSED_new
GH13	GO:0004135	amylo-alpha-1,6-glucosidase activity	IPR032790	3	3	3	1.0	2	family-specific	PROPOSED_new
GH13	GO:0004134	4-alpha-glucanotransferase activity	IPR029436	3	3	7	1.0	2	family-specific	PROPOSED_new
GH13	GO:0004135	amylo-alpha-1,6-glucosidase activity	IPR029436	3	3	3	1.0	2	family-specific	PROPOSED_new
GH13	GO:0004134	4-alpha-glucanotransferase activity	IPR008928	3	3	7	1.0	30	broad	PROPOSED_other
GH13	GO:0004135	amylo-alpha-1,6-glucosidase activity	IPR008928	3	3	3	1.0	30	broad	PROPOSED_other
GH13	GO:0004134	4-alpha-glucanotransferase activity	IPR010401	3	3	7	1.0	2	family-specific	CONFIRMS
GH13	GO:0004135	amylo-alpha-1,6-glucosidase activity	IPR010401	3	3	3	1.0	2	family-specific	CONFIRMS
GH13	GO:0004134	4-alpha-glucanotransferase activity	IPR032792	3	3	7	1.0	2	family-specific	PROPOSED_new
GH13	GO:0004135	amylo-alpha-1,6-glucosidase activity	IPR032792	3	3	3	1.0	2	family-specific	PROPOSED_new
GH13	GO:0019156	isoamylase activity	IPR048644	3	3	8	1.0	2	family-specific	PROPOSED_new
GH13	GO:0047657	alpha-1,3-glucan synthase activity	IPR058658	3	3	3	1.0	2	family-specific	PROPOSED_new
GH13	GO:0047657	alpha-1,3-glucan synthase activity	IPR058654	3	3	3	1.0	2	family-specific	PROPOSED_new
GH13	GO:0047657	alpha-1,3-glucan synthase activity	IPR058657	3	3	3	1.0	2	family-specific	PROPOSED_new
GH13	GO:0047657	alpha-1,3-glucan synthase activity	IPR058655	3	3	3	1.0	2	family-specific	CONFIRMS
GH13	GO:0047657	alpha-1,3-glucan synthase activity	IPR013534	3	3	3	1.0	3	broad	PROPOSED_new
GH13	GO:0047657	alpha-1,3-glucan synthase activity	IPR058659	3	3	3	1.0	2	family-specific	PROPOSED_new
GH13	GO:0047657	alpha-1,3-glucan synthase activity	IPR058656	3	3	3	1.0	2	family-specific	PROPOSED_new
GH13	GO:0110068	glucosylglycerate phosphorylase activity	IPR033746	3	3	3	1.0	1	family-specific	PROPOSED_new
GH13	GO:0033942	4-alpha-D-(1->4)-alpha-D-glucanotrehalose trehalohydrolase activity	IPR022567	3	3	6	1.0	2	family-specific	PROPOSED_new
GH13	GO:0051060	pullulanase activity	IPR014755	2	2	10	1.0	3	broad	PROPOSED_new
GH13	GO:0051060	pullulanase activity	IPR011838	2	2	10	1.0	3	broad	PROPOSED_new
GH13	GO:0051060	pullulanase activity	IPR005877	2	2	10	1.0	9	broad	PROPOSED_new
GH13	GO:0051060	pullulanase activity	IPR040806	2	2	10	1.0	3	broad	PROPOSED_new
GH13	GO:0051060	pullulanase activity	IPR019931	2	2	10	1.0	16	broad	PROPOSED_new
GH13	GO:0004556	alpha-amylase activity	IPR005085	2	2	70	1.0	7	broad	PROPOSED_other
GH13	GO:0033910	glucan 1,4-alpha-maltotetraohydrolase activity	IPR015165	2	2	2	1.0	2	family-specific	PROPOSED_new
GH13	GO:0033942	4-alpha-D-(1->4)-alpha-D-glucanotrehalose trehalohydrolase activity	IPR015156	2	2	6	1.0	2	family-specific	PROPOSED_new
GH13	GO:0047657	alpha-1,3-glucan synthase activity	IPR001296	2	2	3	1.0	7	broad	PROPOSED_specific
GH13	GO:0008788	alpha,alpha-phosphotrehalase activity	IPR012769	2	2	2	1.0	1	family-specific	CONFIRMS
GH13	GO:0004556	alpha-amylase activity	IPR031965	2	2	70	1.0	2	family-specific	PROPOSED_new
GH13	GO:0004134	4-alpha-glucanotransferase activity	IPR015261	2	2	7	1.0	1	family-specific	PROPOSED_new
GH13	GO:0047798	cyclomaltodextrinase activity	IPR053506	2	2	6	1.0	1	family-specific	PROPOSED_new
GH13	GO:0051060	pullulanase activity	IPR041111	2	2	10	1.0	3	broad	PROPOSED_new
GH13	GO:0051060	pullulanase activity	IPR049117	2	2	10	1.0	4	broad	PROPOSED_new
GH13	GO:0051060	pullulanase activity	IPR011840	2	2	10	1.0	4	broad	PROPOSED_new
GH133	GO:0004134	4-alpha-glucanotransferase activity	IPR032788	3	3	3	1.0	2	family-specific	PROPOSED_new
GH133	GO:0004135	amylo-alpha-1,6-glucosidase activity	IPR032788	3	3	3	1.0	2	family-specific	PROPOSED_new
GH133	GO:0004134	4-alpha-glucanotransferase activity	IPR006421	3	3	3	1.0	2	family-specific	CONFIRMS
GH133	GO:0004135	amylo-alpha-1,6-glucosidase activity	IPR006421	3	3	3	1.0	2	family-specific	CONFIRMS
GH133	GO:0004134	4-alpha-glucanotransferase activity	IPR032790	3	3	3	1.0	2	family-specific	PROPOSED_new
GH133	GO:0004135	amylo-alpha-1,6-glucosidase activity	IPR032790	3	3	3	1.0	2	family-specific	PROPOSED_new
GH133	GO:0004134	4-alpha-glucanotransferase activity	IPR017853	3	3	3	1.0	80	broad	PROPOSED_new
GH133	GO:0004135	amylo-alpha-1,6-glucosidase activity	IPR017853	3	3	3	1.0	80	broad	PROPOSED_new
GH133	GO:0004134	4-alpha-glucanotransferase activity	IPR029436	3	3	3	1.0	2	family-specific	PROPOSED_new
GH133	GO:0004135	amylo-alpha-1,6-glucosidase activity	IPR029436	3	3	3	1.0	2	family-specific	PROPOSED_new
GH133	GO:0004134	4-alpha-glucanotransferase activity	IPR008928	3	3	3	1.0	30	broad	PROPOSED_other
GH133	GO:0004135	amylo-alpha-1,6-glucosidase activity	IPR008928	3	3	3	1.0	30	broad	PROPOSED_other
GH133	GO:0004134	4-alpha-glucanotransferase activity	IPR010401	3	3	3	1.0	2	family-specific	CONFIRMS
GH133	GO:0004135	amylo-alpha-1,6-glucosidase activity	IPR010401	3	3	3	1.0	2	family-specific	CONFIRMS
GH133	GO:0004134	4-alpha-glucanotransferase activity	IPR032792	3	3	3	1.0	2	family-specific	PROPOSED_new
GH133	GO:0004135	amylo-alpha-1,6-glucosidase activity	IPR032792	3	3	3	1.0	2	family-specific	PROPOSED_new
GH14	GO:0016161	beta-amylase activity	IPR001554	16	16	16	1.0	4	broad	CONFIRMS
GH14	GO:0016161	beta-amylase activity	IPR017853	16	16	16	1.0	80	broad	PROPOSED_new
GH14	GO:0016161	beta-amylase activity	IPR018238	16	16	16	1.0	4	broad	CONFIRMS
GH14	GO:0016161	beta-amylase activity	IPR001371	12	12	16	1.0	1	family-specific	CONFIRMS
GH14	GO:0016161	beta-amylase activity	IPR013783	4	4	16	1.0	53	broad	PROPOSED_new
GH14	GO:0016161	beta-amylase activity	IPR000125	4	4	16	1.0	4	broad	CONFIRMS
GH14	GO:0016161	beta-amylase activity	IPR002044	2	2	16	1.0	9	broad	PROPOSED_other
GH14	GO:0016161	beta-amylase activity	IPR034835	2	2	16	1.0	2	family-specific	PROPOSED_new
GH14	GO:0016161	beta-amylase activity	IPR005085	2	2	16	1.0	7	broad	PROPOSED_other
GH15	GO:0004339	glucan 1,4-alpha-glucosidase activity	IPR046966	15	14	16	0.93	3	broad	PROPOSED_new
GH15	GO:0004339	glucan 1,4-alpha-glucosidase activity	IPR000165	15	15	16	1.0	3	broad	CONFIRMS
GH15	GO:0004339	glucan 1,4-alpha-glucosidase activity	IPR013784	7	7	16	1.0	12	broad	PROPOSED_other
GH15	GO:0004339	glucan 1,4-alpha-glucosidase activity	IPR034836	7	7	16	1.0	3	broad	PROPOSED_other
GH15	GO:0004339	glucan 1,4-alpha-glucosidase activity	IPR008291	7	7	16	1.0	2	family-specific	CONFIRMS
GH15	GO:0004339	glucan 1,4-alpha-glucosidase activity	IPR013783	7	7	16	1.0	53	broad	PROPOSED_new
GH15	GO:0004339	glucan 1,4-alpha-glucosidase activity	IPR002044	7	7	16	1.0	9	broad	PROPOSED_other
GH15	GO:0004555	alpha,alpha-trehalase activity	IPR045582	3	3	3	1.0	1	family-specific	PROPOSED_new
GH15	GO:0004339	glucan 1,4-alpha-glucosidase activity	IPR038175	2	2	16	1.0	2	family-specific	PROPOSED_other
GH15	GO:0004339	glucan 1,4-alpha-glucosidase activity	IPR005036	2	2	16	1.0	3	broad	PROPOSED_other
GH16	GO:0016762	xyloglucan:xyloglucosyl transferase activity	IPR016455	10	10	10	1.0	1	family-specific	CONFIRMS
GH16	GO:0016762	xyloglucan:xyloglucosyl transferase activity	IPR010713	10	10	10	1.0	1	family-specific	CONFIRMS
GH16	GO:0008843	endochitinase activity	IPR017168	3	3	3	1.0	2	family-specific	PROPOSED_specific
GH16	GO:0042972	licheninase activity	IPR036439	3	3	12	1.0	18	broad	PROPOSED_other
GH16	GO:0042972	licheninase activity	IPR016134	3	3	12	1.0	17	broad	PROPOSED_other
GH16	GO:0042972	licheninase activity	IPR018247	2	2	12	1.0	13	broad	PROPOSED_new
GH16	GO:0042972	licheninase activity	IPR002105	2	2	12	1.0	17	broad	PROPOSED_specific
GH17	GO:0042973	glucan endo-1,3-beta-D-glucosidase activity	IPR044965	16	14	15	0.88	2	family-specific	PROPOSED_specific
GH18	GO:0008843	endochitinase activity	IPR001223	67	55	55	0.82	10	broad	PROPOSED_other
GH18	GO:0008843	endochitinase activity	IPR001579	58	49	55	0.84	10	broad	PROPOSED_specific
GH18	GO:0008843	endochitinase activity	IPR011583	38	32	55	0.84	8	broad	PROPOSED_other
GH18	GO:0008843	endochitinase activity	IPR029070	33	27	55	0.82	9	broad	PROPOSED_new
GH18	GO:0008843	endochitinase activity	IPR050314	27	26	55	0.96	5	broad	PROPOSED_new
GH18	GO:0008843	endochitinase activity	IPR050542	24	24	55	1.0	5	broad	PROPOSED_new
GH18	GO:0008843	endochitinase activity	IPR045321	20	20	55	1.0	3	broad	PROPOSED_new
GH18	GO:0008843	endochitinase activity	IPR013783	10	9	55	0.9	53	broad	PROPOSED_new
GH18	GO:0008843	endochitinase activity	IPR036508	7	7	55	1.0	2	family-specific	PROPOSED_other
GH18	GO:0008843	endochitinase activity	IPR002557	7	7	55	1.0	2	family-specific	PROPOSED_other
GH18	GO:0008843	endochitinase activity	IPR036573	6	5	55	0.83	5	broad	PROPOSED_specific
GH18	GO:0008843	endochitinase activity	IPR003610	6	5	55	0.83	5	broad	PROPOSED_specific
GH18	GO:0033925	mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase activity	IPR057016	5	5	8	1.0	1	family-specific	PROPOSED_new
GH18	GO:0008843	endochitinase activity	IPR003961	5	5	55	1.0	18	broad	PROPOSED_other
GH18	GO:0008843	endochitinase activity	IPR036116	5	5	55	1.0	21	broad	PROPOSED_other
GH18	GO:0008843	endochitinase activity	IPR005089	3	3	55	1.0	2	family-specific	PROPOSED_other
GH18	GO:0033925	mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase activity	IPR016289	3	3	8	1.0	1	family-specific	CONFIRMS
GH18	GO:0008843	endochitinase activity	IPR013540	3	3	55	1.0	2	family-specific	PROPOSED_specific
GH18	GO:0008843	endochitinase activity	IPR014756	3	3	55	1.0	25	broad	PROPOSED_new
GH18	GO:0008843	endochitinase activity	IPR022409	3	3	55	1.0	2	family-specific	PROPOSED_new
GH18	GO:0008843	endochitinase activity	IPR052750	2	2	55	1.0	2	family-specific	PROPOSED_new
GH18	GO:0033925	mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase activity	IPR049410	2	2	8	1.0	1	family-specific	PROPOSED_new
GH18	GO:0033925	mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase activity	IPR032675	2	2	8	1.0	1	family-specific	PROPOSED_new
GH18	GO:0033925	mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase activity	IPR054861	2	2	8	1.0	1	family-specific	PROPOSED_new
GH18	GO:0008843	endochitinase activity	IPR008965	2	2	55	1.0	19	broad	PROPOSED_other
GH18	GO:0008843	endochitinase activity	IPR018366	2	2	55	1.0	12	broad	PROPOSED_specific
GH18	GO:0008843	endochitinase activity	IPR012291	2	2	55	1.0	15	broad	PROPOSED_specific
GH18	GO:0008843	endochitinase activity	IPR001919	2	2	55	1.0	14	broad	PROPOSED_specific
GH19	GO:0008843	endochitinase activity	IPR000726	32	32	33	1.0	2	family-specific	PROPOSED_specific
GH19	GO:0008843	endochitinase activity	IPR023346	32	32	33	1.0	10	broad	PROPOSED_new
GH19	GO:0008843	endochitinase activity	IPR016283	31	31	33	1.0	2	family-specific	PROPOSED_specific
GH19	GO:0008843	endochitinase activity	IPR001002	23	23	33	1.0	4	broad	PROPOSED_other
GH19	GO:0008843	endochitinase activity	IPR036861	23	23	33	1.0	4	broad	PROPOSED_other
GH19	GO:0008843	endochitinase activity	IPR018371	23	23	33	1.0	4	broad	PROPOSED_other
GH2	GO:0004565	beta-galactosidase activity	IPR050347	23	23	26	1.0	1	family-specific	PROPOSED_new
GH2	GO:0004565	beta-galactosidase activity	IPR011013	20	20	26	1.0	13	broad	PROPOSED_other
GH2	GO:0004565	beta-galactosidase activity	IPR004199	20	20	26	1.0	1	family-specific	CONFIRMS
GH2	GO:0004565	beta-galactosidase activity	IPR014718	20	20	26	1.0	9	broad	PROPOSED_other
GH2	GO:0004565	beta-galactosidase activity	IPR032312	17	17	26	1.0	1	family-specific	PROPOSED_new
GH2	GO:0004567	beta-mannosidase activity	IPR041447	11	9	9	0.82	1	family-specific	PROPOSED_new
GH2	GO:0004567	beta-mannosidase activity	IPR050887	9	9	9	1.0	1	family-specific	PROPOSED_new
GH2	GO:0004567	beta-mannosidase activity	IPR041625	8	8	9	1.0	1	family-specific	PROPOSED_new
GH2	GO:0004565	beta-galactosidase activity	IPR023933	6	6	26	1.0	1	family-specific	PROPOSED_specific
GH20	GO:0004563	beta-N-acetylhexosaminidase activity	IPR015883	31	27	27	0.87	2	family-specific	PROPOSED_specific
GH20	GO:0004563	beta-N-acetylhexosaminidase activity	IPR017853	31	27	27	0.87	80	broad	PROPOSED_new
GH20	GO:0004563	beta-N-acetylhexosaminidase activity	IPR025705	28	26	27	0.93	2	family-specific	CONFIRMS
GH20	GO:0004563	beta-N-acetylhexosaminidase activity	IPR029018	27	26	27	0.96	5	broad	PROPOSED_new
GH20	GO:0004563	beta-N-acetylhexosaminidase activity	IPR029019	17	17	27	1.0	1	family-specific	PROPOSED_new
GH20	GO:0004563	beta-N-acetylhexosaminidase activity	IPR015882	10	9	27	0.9	3	broad	PROPOSED_new
GH20	GO:0004563	beta-N-acetylhexosaminidase activity	IPR008965	3	3	27	1.0	19	broad	PROPOSED_other
GH20	GO:0004563	beta-N-acetylhexosaminidase activity	IPR012291	3	3	27	1.0	15	broad	PROPOSED_specific
GH20	GO:0004563	beta-N-acetylhexosaminidase activity	IPR004866	3	3	27	1.0	1	family-specific	PROPOSED_new
GH20	GO:0004563	beta-N-acetylhexosaminidase activity	IPR004867	2	2	27	1.0	1	family-specific	PROPOSED_new
GH20	GO:0004563	beta-N-acetylhexosaminidase activity	IPR013783	2	2	27	1.0	53	broad	PROPOSED_new
GH20	GO:0004563	beta-N-acetylhexosaminidase activity	IPR014756	2	2	27	1.0	25	broad	PROPOSED_new
GH20	GO:0047403	lacto-N-biosidase activity	IPR038901	2	2	4	1.0	1	family-specific	PROPOSED_other
GH23	GO:0140100	lytic exotransglycosylase activity	IPR000189	10	8	9	0.8	2	family-specific	PROPOSED_specific
GH23	GO:0003796	lysozyme activity	IPR002152	7	6	8	0.86	1	family-specific	CONFIRMS
GH23	GO:0140100	lytic exotransglycosylase activity	IPR023703	2	2	9	1.0	1	family-specific	PROPOSED_specific
GH23	GO:0140100	lytic exotransglycosylase activity	IPR001638	2	2	9	1.0	1	family-specific	PROPOSED_new
GH23	GO:0140100	lytic exotransglycosylase activity	IPR023664	2	2	9	1.0	1	family-specific	PROPOSED_other
GH23	GO:0140100	lytic exotransglycosylase activity	IPR024570	2	2	9	1.0	1	family-specific	PROPOSED_new
GH25	GO:0003796	lysozyme activity	IPR002053	9	9	9	1.0	1	family-specific	CONFIRMS
GH25	GO:0003796	lysozyme activity	IPR017853	9	9	9	1.0	80	broad	PROPOSED_new
GH25	GO:0003796	lysozyme activity	IPR018077	8	8	9	1.0	1	family-specific	PROPOSED_new
GH25	GO:0003796	lysozyme activity	IPR008270	7	7	9	1.0	1	family-specific	CONFIRMS
GH25	GO:0003796	lysozyme activity	IPR018337	2	2	9	1.0	4	broad	PROPOSED_new
GH26	GO:0016985	mannan endo-1,4-beta-mannosidase activity	IPR008979	7	6	11	0.86	54	broad	PROPOSED_new
GH26	GO:0016985	mannan endo-1,4-beta-mannosidase activity	IPR005084	4	4	11	1.0	20	broad	PROPOSED_other
GH26	GO:0016985	mannan endo-1,4-beta-mannosidase activity	IPR016714	3	3	11	1.0	1	family-specific	CONFIRMS
GH26	GO:0033905	xylan endo-1,3-beta-xylosidase activity	IPR021016	3	3	3	1.0	2	family-specific	CONFIRMS
GH26	GO:0033905	xylan endo-1,3-beta-xylosidase activity	IPR038560	3	3	3	1.0	2	family-specific	PROPOSED_new
