procedure_key	name	level	version	mandatory	visible	n_parameters	behavioural_neurological	mp_terms	description
IMPC_CBC_003	Clinical Chemistry	experiment	3.9	True	True	58	False	MP:0001545	Clinical chemistry determines biochemical parameters in plasma including enzymatic activity, specific substrates and electrolytes.&nbsp;Ontological description: MP:0001545 &ndash; blood physiology abnormalities.
IMPC_CSD_003	Combined SHIRPA and Dysmorphology	experiment	3.9	True	True	86	True		SHIRPA and dysmorphology were originally always separate assessments.&nbsp; However they have recently been combined as assessments, so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics, behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.
IMPC_CSD_002	Combined SHIRPA and Dysmorphology	experiment	2.7	True	True	87	True		SHIRPA and dysmorphology were originally always separate assessments.&nbsp; However they have recently been combined as assessments, so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics, behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.
IMPC_CSD_001	Combined SHIRPA and Dysmorphology	experiment	1.11	True	True	87	True		SHIRPA and dysmorphology were originally always separate assessments.&nbsp; However they have recently been combined as assessments, so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics, behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.
IMPC_ECH_001	Echo	experiment	1.4	False	True	25	False		<p>To assess the functionality of the heart in order to determine the presence of a mutant phenotype.</p>
IMPC_ECG_003	Electrocardiogram (ECG)	experiment	3.0	True	True	30	False		To provide a high throughput method to obtain Electrocardiograms in a conscious mouse or an anesthetized mouse.
IMPC_ECG_001	Electrocardiogram (ECG)	experiment	1.9	True	True	26	False		To provide a high throughput method to obtain Electrocardiograms in a conscious mouse.
IMPC_ECG_002	Electrocardiogram (ECG)	experiment	2.6	True	True	27	False		To provide a high throughput method to obtain Electrocardiograms in a conscious mouse or an anesthetized mouse.
IMPC_ELZ_001	Embryo LacZ	experiment	1.1	False	True	92	False		
IMPC_EXD_001	Experimental design	housing	1.0	False	True	126	False		
IMPC_EXD_002	Experimental design	housing	2.0	False	True	22	False		experimental_design
IMPC_EYE_001	Eye Morphology	experiment	1.9	True	True	92	False		To detect abnormalities in eye morphology.
IMPC_EYE_003	Eye Morphology	experiment	3.0	True	True	89	False		To detect abnormalities in eye morphology.
IMPC_EYE_002	Eye Morphology	experiment	2.8	True	True	89	False		To detect abnormalities in eye morphology.
IMPC_FEA_001	Fear Conditioning	experiment	1.2	False	True	108	True		Fear Conditioning test assesses aversive learning and memory
IMPC_FER_001	Fertility of Homozygous Knock-out Mice	line	1.1	True	True	25	False		To assess the fertility of homozygous knockout mice.
IMPC_FOR_001	Formalin Test	experiment	1.0	False	True	26	False		
IMPC_GRS_001	Grip Strength	experiment	1.10	True	True	14	True	MP:0001515	The grip strength test is used to measure the neuromuscular function as maximal muscle strength of forelimbs and combined forelimbs and hind limbs. These are assessed by the grasping applied by the mouse on a grid that is connected to a sensor. Three trials are carried out in succession measuring forelimb-strength only, followed by three successive trials measuring the combined forelimb/hindlimb grip strength. Ontological description: MP:0001515 - abnormal grip strength.
IMPC_GEM_001	Gross Morphology Embryo E12.5	experiment	1.0	False	True	59	False		
IMPC_GEM_002	Gross Morphology Embryo E12.5	experiment	2.0	False	True	60	False		
IMPC_GEM_003	Gross Morphology Embryo E12.5	experiment	3.0	False	True	50	False		
IMPC_GEO_003	Gross Morphology Embryo E14.5-E15.5	experiment	3.0	False	True	45	False		
IMPC_GEO_001	Gross Morphology Embryo E14.5-E15.5	experiment	1.0	False	True	60	False		
IMPC_GEO_002	Gross Morphology Embryo E14.5-E15.5	experiment	2.0	False	True	61	False		
IMPC_GEP_003	Gross Morphology Embryo E18.5	experiment	3.0	False	True	53	False		
IMPC_GEP_001	Gross Morphology Embryo E18.5	experiment	1.0	False	True	74	False		
IMPC_GEP_002	Gross Morphology Embryo E18.5	experiment	2.0	False	True	75	False		
IMPC_GEL_003	Gross Morphology Embryo E9.5	experiment	3.0	False	True	42	False		
IMPC_GEL_001	Gross Morphology Embryo E9.5	experiment	1.0	False	True	54	False		
IMPC_GEL_002	Gross Morphology Embryo E9.5	experiment	2.0	False	True	55	False		
IMPC_GPM_001	Gross Morphology Placenta E12.5	experiment	1.0	False	True	18	False		
IMPC_GPO_001	Gross Morphology Placenta E14.5-E15.5	experiment	1.0	False	True	18	False		
IMPC_GPP_001	Gross Morphology Placenta E18.5	experiment	1.0	False	True	18	False		
IMPC_GPL_001	Gross Morphology Placenta E9.5	experiment	1.0	False	True	17	False		
IMPC_PAT_001	Gross Pathology and Tissue Collection	experiment	1.9	True	True	42	False		To perform a complete necropsy to detect and record abnormal external findings and macroscopic alterations in internal and external organs, record body and heart weights (see IMPC Heart Weight SOP), and collect a standardized list of tissues for fixation with or without further processing (see non-mandatory IMPC Tissue Embedding &amp; Block Banking SOP).
IMPC_PAT_002	Gross Pathology and Tissue Collection	experiment	2.9	True	True	61	False		To perform a complete necropsy to detect and record abnormal external findings and macroscopic alterations in internal and external organs, record body and heart weights (see IMPC Heart Weight SOP), and collect a standardized list of tissues for fixation with or without further processing (see non-mandatory IMPC Tissue Embedding &amp; Block Banking SOP).
IMPC_HWT_001	Heart Weight	experiment	1.9	True	True	12	False		To evaluate cardiac size using heart weight and body weight.
IMPC_HEM_002	Hematology	experiment	2.9	True	True	42	False	MP:0002429	Hematological assessment of blood determines blood cell counts (white blood cells, red blood cells, hemoglobin, and platelets) and additional hematological parameters (hematocrit, mean cell volume, mean corpuscular hemoglobin, mean cell hemoglobin concentration) can be derived using these indices. These tests will indicate abnormalities in the production of blood and its components (blood cells and hemoglobin) as well as in the associated blood-forming organs.&nbsp;Ontological description: MP:0002429 - abnormal blood cell morphology/development.
IMPC_HEM_001	Hematology	experiment	1.11	True	True	27	False	MP:0002429	Hematological assessment of blood determines blood cell counts (white blood cells, red blood cells, hemoglobin, and platelets) and additional hematological parameters (hematocrit, mean cell volume, mean corpuscular hemoglobin, mean cell hemoglobin concentration) can be derived using these indices. These tests will indicate abnormalities in the production of blood and its components (blood cells and hemoglobin) as well as in the associated blood-forming organs.&nbsp;Ontological description: MP:0002429 - abnormal blood cell morphology/development.
IMPC_HIS_003	Histopathology	experiment	3.0	False	False	382	False		
IMPC_HIS_001	Histopathology	experiment	1.9	False	True	349	False		
IMPC_HIS_002	Histopathology	experiment	2.6	False	True	349	False		
IMPC_HOU_002	Housing and Husbandry	housing	2.0	False	True	45	False		Housing_and_husbandry
IMPC_HOU_001	Housing and Husbandry	housing	1.0	False	True	67	False		
IMPC_IMM_002	Immunophenotyping	experiment	2.0	True	False	292	False		Immunophenotyping of immune system cells
IMPC_IMM_001	Immunophenotyping	experiment	1.8	True	True	115	False		Immunophenotyping of immune system cells
IMPC_CAL_001	Indirect Calorimetry	experiment	1.8	False	True	22	True	MP:0005266	Indirect calorimetry provides detailed information on the energy metabolism of mutant mice. Energy expenditure is evaluated through indirect calorimetry by measuring oxygen consumption with an open flow respirometric system. CO2 and O2 sensors measure the difference in CO2 and O2 concentrations in air volumes flowing through control or animal cages. The amount of oxygen consumed over a given period of time can thus be calculated, as far as the air flow through the cage is known. Data are expressed as ml O2 h-1animal-1. The system also monitors CO2 production, therefore, the respiratory exchange ratio (RER) and heat production can be calculated. An activity and food and water intake monitoring system can also be integrated into the set up in order to investigate circadian pattern and behaviour.Ontological description: MP:0005266 - abnormal metabolism.
IMPC_CAL_002	Indirect Calorimetry	experiment	2.7	False	True	40	True	MP:0005266	Indirect calorimetry provides detailed information on the energy metabolism of mutant mice. Energy expenditure is evaluated through indirect calorimetry by measuring oxygen consumption with an open flow respirometric system. CO2 and O2 sensors measure the difference in CO2 and O2 concentrations in air volumes flowing through control or animal cages. The amount of oxygen consumed over a given period of time can thus be calculated, as far as the air flow through the cage is known. Data are expressed as ml O2 h-1animal-1. The system also monitors CO2 production, therefore, the respiratory exchange ratio (RER) and heat production can be calculated. An activity and food and water intake monitoring system can also be integrated into the set up in order to investigate circadian pattern and behaviour.Ontological description: MP:0005266 - abnormal metabolism.
IMPC_CAL_003	Indirect Calorimetry	experiment	3.5	False	True	41	True	MP:0005266	Indirect calorimetry provides detailed information on the energy metabolism of mutant mice. Energy expenditure is evaluated through indirect calorimetry by measuring oxygen consumption with an open flow respirometric system. CO2 and O2 sensors measure the difference in CO2 and O2 concentrations in air volumes flowing through control or animal cages. The amount of oxygen consumed over a given period of time can thus be calculated, as far as the air flow through the cage is known. Data are expressed as ml O2 h-1animal-1. The system also monitors CO2 production, therefore, the respiratory exchange ratio (RER) and heat production can be calculated. An activity and food and water intake monitoring system can also be integrated into the set up in order to investigate circadian pattern and behaviour.Ontological description: MP:0005266 - abnormal metabolism.
IMPC_INS_003	Insulin Blood Level	experiment	3.2	False	True	22	False	MP:0001560|MP:0002079|MP:0002727	The insulin concentration in the blood is an important indicator of diabetes.Ontological description: abnormal circulating insulin level [MP:0001560]; increased circulating insulin level [MP:0002079]; decreased circulating insulin level [MP:0002727].
IMPC_INS_002	Insulin Blood Level	experiment	2.3	False	True	21	False	MP:0001560|MP:0002079|MP:0002727	The insulin concentration in the blood is an important indicator of diabetes.Ontological description: abnormal circulating insulin level [MP:0001560]; increased circulating insulin level [MP:0002079]; decreased circulating insulin level [MP:0002727].
IMPC_INS_001	Insulin Blood Level	experiment	1.3	False	True	22	False	MP:0001560|MP:0002079|MP:0002727	The insulin concentration in the blood is an important indicator of diabetes.Ontological description: abnormal circulating insulin level [MP:0001560]; increased circulating insulin level [MP:0002079]; decreased circulating insulin level [MP:0002727].
IMPC_IPG_001	Intraperitoneal glucose tolerance test (IPGTT)	experiment	1.10	True	True	14	False	MP:0000188|MP:0005291|MP:0005292|MP:0005293|MP:0005559|MP:0005560	<p>The glucose tolerance test measures the clearance of an intraperitoneally injected glucose load from the body. It is used to detect disturbances in glucose metabolism that can be linked to human conditions such as diabetes or metabolic syndrome. Animals are fasted for approximately 16 hours (unless specified otherwise), fasted blood glucose levels are determined before a solution of glucose is administered by intra-peritoneal (IP) injection. Subsequently, the blood glucose level is measured at different time points during the following 2 hours.Ontological description: MP:0005559 - increased circulating glucose level, MP:0005560 - decreased circulating glucose level, MP:0005293 - impaired glucose tolerance, MP:0005292 - improved glucose tolerance, MP:0005291&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; abnormal glucose tolerance, MP:0000188 - abnormal circulating glucose level.</p>
IMPC_LDT_001	Light-Dark Test	experiment	1.1	False	True	34	True		Light-Dark test monitors the anxiety-related behaviour of mice
IMPC_EMO_001	MicroCT E14.5-E15.5	experiment	1.0	False	True	17	False		
IMPC_EMO_002	MicroCT E14.5-E15.5	experiment	2.0	False	True	179	False		
IMPC_MAA_001	MicroCT E14.5-E15.5 Analysis	line	1.0	False	True	9	False		
IMPC_EMA_001	MicroCT E18.5	experiment	1.0	False	True	17	False		
IMPC_EMA_002	MicroCT E18.5	experiment	2.0	False	True	150	False		
IMPC_EML_002	MicroCT E9.5	experiment	2.0	False	True	58	False		
IMPC_EML_001	MicroCT E9.5	experiment	1.0	False	True	17	False		
IMPC_EOL_001	OPT E9.5	experiment	1.0	False	True	12	False		
IMPC_EOL_002	OPT E9.5	experiment	2.0	False	True	53	False		
IMPC_OFD_001	Open Field	experiment	1.10	True	True	52	True		The Open Field test is used to assess anxiety and exploratory behaviors. It is based on the natural tendency of an animal to explore and to protect itself using avoidance which translates to a normal animal spending more time in the periphery of the Open Field arena than in the center (the most anxiogenic area).
IMPC_OWT_001	Organ Weight	experiment	1.4	False	True	29	False		Organ weights from different tissues collected for IMPC
IMPC_BLK_001	Tissue Embedding and Block Banking	experiment	1.9	False	True	54	False		Collect and fix a standard list of tissues from the complete necropsy (see IMPC Gross Pathology &amp; Tissue Collection SOP)Trim the fixed tissues into cassettes for processingEmbed the tissues in paraffin in a standard orientation
IMPC_EVM_001	Viability E12.5 Secondary Screen	line	1.0	False	True	27	False		
IMPC_EVO_001	Viability E14.5-E15.5 Secondary Screen	line	1.0	False	True	27	False		
IMPC_EVP_001	Viability E18.5 Secondary Screen	line	1.0	False	True	27	False		
IMPC_EVL_001	Viability E9.5 Secondary Screen	line	1.0	False	True	27	False		
IMPC_VIA_002	Viability Primary Screen	line	2.0	True	True	38	False		Assess the viability of mutant mice of each sex and zygosity.
IMPC_VIA_001	Viability Primary Screen	line	1.0	True	True	33	False		
IMPC_WEL_001	Welfare Observations	experiment	1.0	False	True	5	False		The Welfare Observations procedure is used for the recording of welfare issues as and when they occur.
IMPC_XRY_001	X-ray	experiment	1.9	True	True	74	False		Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.
IMPC_YMZ_001	Y-maze	experiment	1.1	False	True	28	True		Y-maze assesses learning and memory; it can be used instead/in parallel of Fear Conditioning
