# UniProtKB entries with a CARD cross-reference (snapshot for the annotation-gain report).
# Source: https://rest.uniprot.org/uniprotkb/stream?query=database:card  fields=accession,xref_card,go_id
# Fetched: 2026-06-12
Entry	CARD	Gene Ontology IDs
P0AE06	ARO:3004043;	GO:0005886; GO:0009410; GO:0009636; GO:0015125; GO:0015567; GO:0015721; GO:0015895; GO:0015908; GO:0030288; GO:0042802; GO:0042908; GO:0046677; GO:0098567; GO:0140330; GO:1990281
P0AE82	ARO:3000830;	GO:0000155; GO:0004721; GO:0005524; GO:0005886; GO:0007165; GO:0009314; GO:0018106; GO:0036460; GO:0042802; GO:0043708; GO:0046777
P13661	ARO:3001396;ARO:3001452;	GO:0008658; GO:0008800; GO:0017001; GO:0042597; GO:0046677
P14488	ARO:3002878;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
P14489	ARO:3001405;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0042597; GO:0046677; GO:0071555
P17585	ARO:3002627;	GO:0005737; GO:0042803; GO:0070566; GO:0071239
P23895	ARO:3004039;	GO:0005886; GO:0006805; GO:0006970; GO:0006974; GO:0009410; GO:0015199; GO:0015220; GO:0015297; GO:0015871; GO:0016020; GO:0022857; GO:0031460; GO:0042802; GO:0042908; GO:0042910; GO:0055085; GO:0071466; GO:1990961
P24177	ARO:3000491;	GO:0005886; GO:0009636; GO:0015125; GO:0015562; GO:0015721; GO:0016020; GO:0042908; GO:0042910; GO:0046677; GO:0098567; GO:0140330; GO:1990281
P25051	ARO:3000010;	GO:0005524; GO:0005829; GO:0005886; GO:0008360; GO:0008716; GO:0009252; GO:0046677; GO:0046872; GO:0071555; GO:0160220
P25910	ARO:3000578;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
P25920	ARO:3004102;	GO:0008168; GO:0032259; GO:0046677
P27303	ARO:3000027;	GO:0005886; GO:0009636; GO:0015125; GO:0015721; GO:0030288; GO:0042802; GO:0042910; GO:0046677; GO:0048545; GO:0098567; GO:0140330; GO:1990961
P28585	ARO:3001864;	GO:0005576; GO:0008800; GO:0030655; GO:0046677
P29808	ARO:3002536;	GO:0016999; GO:0042802; GO:0042803; GO:0046353; GO:0046356; GO:0071236; GO:0120225; GO:1901742
P30855	ARO:3000833;	GO:0000155; GO:0005524; GO:0005829; GO:0005886; GO:0007165; GO:0010038; GO:0010447; GO:0030288; GO:0046777
P31224	ARO:3000216;	GO:0005886; GO:0009410; GO:0009636; GO:0015125; GO:0015562; GO:0015567; GO:0015721; GO:0015895; GO:0015908; GO:0016020; GO:0042802; GO:0042908; GO:0042910; GO:0042930; GO:0042931; GO:0046677; GO:0098567; GO:0140330; GO:1990281
P37321	ARO:3002363;	GO:0005576; GO:0008800; GO:0030655; GO:0046677
P37637	ARO:3000796;	GO:0005886; GO:0006855; GO:0009636; GO:0015125; GO:0015562; GO:0015721; GO:0016020; GO:0042802; GO:0042908; GO:0042910; GO:0046677
P39115	ARO:3004476;	GO:0000049; GO:0005524; GO:0005737; GO:0016887; GO:0019843; GO:0046677; GO:0072344
P39386	ARO:3001214;	GO:0005886; GO:0015125; GO:0015385; GO:0015386; GO:0015721; GO:0030641; GO:0036376; GO:0046677; GO:0097623; GO:1990961
P52477	ARO:3000377;	GO:0005886; GO:0009636; GO:0015562; GO:0042802; GO:0042908; GO:0046677; GO:0051260
P52682	ARO:3002382;	GO:0008800; GO:0030655; GO:0046677
P52699	ARO:3002192;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
P60932	ARO:3002986;	GO:0000270; GO:0005886; GO:0008360; GO:0009252; GO:0016311; GO:0016462; GO:0046677; GO:0050380; GO:0071555
P71420	ARO:3002012;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
P76399	ARO:3000794;	GO:0005886; GO:0015125; GO:0015721; GO:0042908; GO:0042910; GO:0098567; GO:0140330; GO:1990281
P9WKD3	ARO:3007182;	GO:0005576; GO:0005886; GO:0008800; GO:0030655; GO:0042597; GO:0046677
Q05709	ARO:3002942;	GO:0008720; GO:0046677; GO:0050578; GO:0051287; GO:0071555
Q06240	ARO:3002931;	GO:0000155; GO:0004721; GO:0005524; GO:0005886; GO:0016036; GO:0046677; GO:0071555
Q06241	ARO:3002949;	GO:0006508; GO:0008237; GO:0008270; GO:0046677; GO:0071555; GO:0160237
Q09HD0	ARO:3002334;	GO:0005576; GO:0008800; GO:0030655; GO:0046677
Q2TR58	ARO:3001611;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
Q47746	ARO:3002956;	GO:0004180; GO:0005886; GO:0006508; GO:0008360; GO:0009252; GO:0046677; GO:0046872; GO:0071555
Q48434	ARO:3002013;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
Q51487	ARO:3000379;	GO:0009279; GO:0015562; GO:0016020; GO:0022857; GO:0046677; GO:0055085; GO:0140330; GO:1990281
Q5U7L7	ARO:3002272;	GO:0008800; GO:0017001; GO:0042597; GO:0046677; GO:0046872
Q6XEC0	ARO:3001782;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
Q7WYA8	ARO:3002204;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
Q840P9	ARO:3002277;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
Q8KSA6	ARO:3001887;	GO:0005576; GO:0008800; GO:0030655; GO:0046677
Q93F76	ARO:3002331;	GO:0008800; GO:0030655; GO:0046677
Q9F663	ARO:3002312;	GO:0005829; GO:0008800; GO:0030655; GO:0046677
Q9KJY7	ARO:3002330;	GO:0008800; GO:0030655; GO:0046677
Q9L4P2	ARO:3001418;	GO:0005886; GO:0008658; GO:0008800; GO:0042597; GO:0046677; GO:0071555
Q9RMT4	ARO:3001871;	GO:0005576; GO:0008800; GO:0030655; GO:0046677
Q9X3P3	ARO:3002970;	GO:0005829; GO:0005886; GO:0008360; GO:0008784; GO:0009252; GO:0016747; GO:0030170; GO:0030378; GO:0030632; GO:0046677; GO:0071555
Q9X482	ARO:3002256;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
A0A059WGE7	ARO:3000444;	GO:0005524; GO:0016301; GO:0046677
B2RI48	ARO:3003920;	GO:0005886; GO:0009103; GO:0009245; GO:0016791; GO:0030682; GO:0046677
C0H3X7	ARO:3003324;	GO:0005886; GO:0006629; GO:0016755; GO:0046677; GO:0050071; GO:0055091
D3HKY4	ARO:3004603;	GO:0016491; GO:0046677; GO:0071949
F2R776	ARO:3007209;	GO:0016709; GO:0071949
G3XD25	ARO:3000800;	GO:0005886; GO:0022857; GO:0046677
I6YEJ7	ARO:3007659;	GO:0005886; GO:0044750; GO:0046677; GO:0098716
O07293	ARO:3001413;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
O84955	ARO:3001415;	GO:0008658; GO:0008800; GO:0017001; GO:0046677
P00552	ARO:3002644;	GO:0005524; GO:0008910; GO:0046677; GO:0046872
P00553	ARO:3002648;	GO:0005524; GO:0005737; GO:0008910; GO:0046677
P08077	ARO:3002657;	GO:0005524; GO:0019748; GO:0046677; GO:0050300
P09120	ARO:3000676;	GO:0000976; GO:0001217; GO:0003680; GO:0003681; GO:0005829; GO:0006351; GO:0009295; GO:0030527; GO:0032993; GO:0042802; GO:0046983
P0A1V8	ARO:3001397;	GO:0008658; GO:0008800; GO:0017001; GO:0046677
P0A3M3	ARO:3001404;	GO:0005829; GO:0008658; GO:0008800; GO:0017001; GO:0046677
P0AEJ0	ARO:3000074;	GO:0005886; GO:0009636; GO:0015125; GO:0015721; GO:0022857; GO:0046677; GO:0048545; GO:0055085; GO:0098567; GO:0140330; GO:1990961
P0AG05	ARO:3002601;	GO:0005524; GO:0009012; GO:0046677; GO:0070566
P16897	ARO:3002240;	GO:0008800; GO:0030655; GO:0046677
P21866	ARO:3003841;	GO:0000156; GO:0000976; GO:0000987; GO:0001216; GO:0003700; GO:0005829; GO:0006351; GO:0006355; GO:0032993; GO:0042803
P24180	ARO:3000499;	GO:0005886; GO:0009410; GO:0022857; GO:0046677; GO:0098567; GO:0140330
P24735	ARO:3002497;	GO:0008800; GO:0017001; GO:0030288; GO:0033252; GO:0046677
P29753	ARO:3000368;	GO:0005524; GO:0005829; GO:0005886; GO:0008360; GO:0008716; GO:0009252; GO:0046677; GO:0046872; GO:0071555; GO:0160222
P30845	ARO:3003576;	GO:0005886; GO:0009103; GO:0009244; GO:0009245; GO:0016776; GO:0046677
P32715	ARO:3003549;	GO:0005886; GO:0015546; GO:0016020; GO:0046677; GO:0055085; GO:1902599
P32716	ARO:3003548;	GO:0005886; GO:0015546; GO:0016020; GO:0022857; GO:0042910; GO:0046677; GO:0055085; GO:1902599; GO:1990961
P33941	ARO:3003952;	GO:0005524; GO:0015833; GO:0016020; GO:0016887; GO:0042626; GO:0042884; GO:0043190; GO:0046677; GO:0140359; GO:1904680
P37636	ARO:3000795;	GO:0005886; GO:0009636; GO:0015125; GO:0015721; GO:0042802; GO:0042908; GO:0046677
P37639	ARO:3000508;	GO:0000976; GO:0000987; GO:0001216; GO:0003700; GO:0006351; GO:0006974; GO:0042803; GO:0045893
P37711	ARO:3002955;	GO:0004180; GO:0005886; GO:0006508; GO:0008360; GO:0009252; GO:0046872; GO:0071555
P41368	ARO:3000521;	GO:0000049; GO:0002161; GO:0004822; GO:0005524; GO:0005737; GO:0006428; GO:0008270; GO:0046677
P52599	ARO:3000206;	GO:0005886; GO:0006974; GO:0015125; GO:0015721; GO:0042910; GO:0046677; GO:0098567; GO:0140330; GO:1990961
P52600	ARO:3000254;	GO:0005886; GO:0006974; GO:0015721; GO:0022857; GO:0046677; GO:0055085; GO:0098567; GO:0140330; GO:1990961
P52663	ARO:3003589;	GO:0008800; GO:0030655; GO:0046677
P76373	ARO:3003577;	GO:0003979; GO:0006065; GO:0009103; GO:0009242; GO:0051287
P76397	ARO:3000792;	GO:0015125; GO:0015562; GO:0015721; GO:0042908; GO:0098567; GO:0140330; GO:1990281
P76398	ARO:3000793;	GO:0005886; GO:0015125; GO:0015721; GO:0042908; GO:0042910; GO:0098567; GO:0140330; GO:1990281
P9WQG9	ARO:3002525;	GO:0005886; GO:0030649; GO:0034069; GO:0046677; GO:0047921
Q00982	ARO:3001400;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
Q00983	ARO:3002997;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
Q03170	ARO:3002241;	GO:0008800; GO:0030655; GO:0046677
Q06239	ARO:3002919;	GO:0000156; GO:0000976; GO:0005829; GO:0006351; GO:0006355; GO:0032993; GO:0046677; GO:0071555
Q47066	ARO:3001906;	GO:0008800; GO:0030655; GO:0046677
Q5YTV5	ARO:3007210;	GO:0016709; GO:0071949
Q99QC1	ARO:3002021;	GO:0000166; GO:0008800; GO:0017001; GO:0030288; GO:0046677; GO:0046872
Q9EZQ7	ARO:3004740;	GO:0005886; GO:0008800; GO:0030655; GO:0046677
Q9HY63	ARO:3002985;	GO:0009103; GO:0009245; GO:0016020; GO:0016831; GO:0046677; GO:0099618; GO:0099619
Q9I0Y7	ARO:3000805;	GO:0009279; GO:0015562; GO:0016020; GO:0022857; GO:0055085
Q9I4K6	ARO:3000149;	GO:0004364; GO:0005737; GO:0046677; GO:0046872
Q9R381	ARO:3002569;	GO:0006084; GO:0042803; GO:0046677; GO:0047663
Q9S169	ARO:3001082;	GO:0008800; GO:0030655; GO:0046677
A0A059WYP6	ARO:3004584;	GO:0016491; GO:0046677; GO:0071949
A0A076ZC24	ARO:3002909;	GO:0005524; GO:0005829; GO:0008360; GO:0008716; GO:0009252; GO:0046872; GO:0071555
A0A0E2HK38	ARO:3000013;	GO:0005524; GO:0005829; GO:0008360; GO:0008716; GO:0009252; GO:0046872; GO:0071555
A0A0F6P2I5	ARO:3001596;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
A0A0H3EDP3	ARO:3003730;	GO:0000049; GO:0002161; GO:0004822; GO:0005524; GO:0005737; GO:0006428; GO:0008270
A0A0H4TXY1	ARO:3004591;	GO:0016491; GO:0046677; GO:0071949
A0A0W1JE13	ARO:3003723;	GO:0005524; GO:0005829; GO:0008360; GO:0008716; GO:0009252; GO:0046872; GO:0071555
A0A0Z8ILU8	ARO:3002972;	GO:0005829; GO:0008784; GO:0016020; GO:0016747; GO:0030170; GO:0030632; GO:0046677
A0A1W5RS14	ARO:3005772;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
A0A1W5RS16	ARO:3005773;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
A0A1W5RS21	ARO:3005776;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
A0A1W5RS22	ARO:3005774;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
A0A1W5RS23	ARO:3005777;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
A0A344X7M2	ARO:3002290;	GO:0008800; GO:0017001; GO:0042597; GO:0046677; GO:0046872
A0AAV3KZ19	ARO:3000005;	GO:0005524; GO:0005829; GO:0008360; GO:0008716; GO:0009252; GO:0046872; GO:0071555
A0QZ11	ARO:3000245;	GO:0001000; GO:0006351; GO:0045893; GO:0046677
A2AXI2	ARO:3003441;	GO:0005737; GO:0016433; GO:0019843; GO:0030488; GO:0046677; GO:0046872; GO:0051539; GO:0070475
A5I5U3	ARO:3004146;	GO:0005737; GO:0016433; GO:0019843; GO:0030488; GO:0046677; GO:0046872; GO:0051539; GO:0070475
A7Z1T2	ARO:3002814;	GO:0005737; GO:0016433; GO:0019843; GO:0030488; GO:0046677; GO:0046872; GO:0051539; GO:0070475
A8Z522	ARO:3004661;	GO:0000287; GO:0005737; GO:0016765; GO:0046677
A9LN35	ARO:3002910;	GO:0005524; GO:0005829; GO:0008360; GO:0008716; GO:0009252; GO:0046872; GO:0071555
A9LN38	ARO:3002974;	GO:0005829; GO:0005886; GO:0008784; GO:0030170; GO:0030632; GO:0046677
B3U538	ARO:3001702;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
B5KVR9	ARO:3002287;	GO:0008800; GO:0017001; GO:0042597; GO:0046677; GO:0046872
B5L5V6	ARO:3002484;	GO:0008658; GO:0008800; GO:0017001; GO:0030288; GO:0046677
B8XGS3	ARO:3002911;	GO:0005524; GO:0005829; GO:0008360; GO:0008716; GO:0009252; GO:0046872; GO:0071555
B8XGS4	ARO:3002953;	GO:0006508; GO:0008237; GO:0008270; GO:0071555; GO:0160237
C0LZL5	ARO:3001804;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
C0ZJA6	ARO:3002815;	GO:0005737; GO:0016433; GO:0019843; GO:0030488; GO:0046677; GO:0046872; GO:0051539; GO:0070475
E1ANH6	ARO:3005667;	GO:0008800; GO:0030655; GO:0046677
E5BDC6	ARO:3002296;	GO:0008800; GO:0017001; GO:0042597; GO:0046677; GO:0046872
F6KZJ2	ARO:3001783;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0046872; GO:0071555
F8UTU0	ARO:3002298;	GO:0008800; GO:0017001; GO:0042597; GO:0046677; GO:0046872
G4XFK8	ARO:3002912;	GO:0005524; GO:0005829; GO:0008360; GO:0008716; GO:0009252; GO:0046872; GO:0071555
G4XFL0	ARO:3002975;	GO:0005829; GO:0005886; GO:0008784; GO:0016747; GO:0030170; GO:0030632; GO:0046677
G8ZKX1	ARO:3001503;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
H6WEN2	ARO:3000510;	GO:0000049; GO:0002161; GO:0004822; GO:0005524; GO:0005737; GO:0006428; GO:0008270
I3RJZ3	ARO:3002301;	GO:0008800; GO:0017001; GO:0042597; GO:0046677; GO:0046872
K8FK42	ARO:3006111;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
L7V1I2	ARO:3001787;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
M9M4J0	ARO:3002908;	GO:0005524; GO:0005829; GO:0008360; GO:0008716; GO:0009252; GO:0046872; GO:0071555
O08337	ARO:3001067;	GO:0008800; GO:0030655; GO:0046677
O32859	ARO:3000343;	GO:0005886; GO:0022857; GO:0046677
O33807	ARO:3001867;	GO:0008800; GO:0030655; GO:0046677
O34127	ARO:3007050;	GO:0003919; GO:0005524; GO:0006747; GO:0008531; GO:0009231; GO:0009398
O53044	ARO:3002015;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
O65975	ARO:3001869;	GO:0008800; GO:0030655; GO:0046677
O65976	ARO:3001870;	GO:0008800; GO:0030655; GO:0046677
O69395	ARO:3001907;	GO:0008800; GO:0030655; GO:0046677
P00384	ARO:3003021;	GO:0004146; GO:0006730; GO:0009410; GO:0031427; GO:0046654; GO:0046677
P00484	ARO:3002685;	GO:0008811; GO:0046677
P00487	ARO:3002672;	GO:0008811; GO:0046677
P00555	ARO:3002649;	GO:0005524; GO:0008910; GO:0046677
P00557	ARO:3002655;	GO:0005524; GO:0016301; GO:0046677
P00807	ARO:3008823;	GO:0008800; GO:0030655; GO:0046677
P05794	ARO:3003022;	GO:0004146; GO:0006730; GO:0009410; GO:0031427; GO:0046654; GO:0046677
P06572	ARO:3000250;	GO:0000179; GO:0003723; GO:0005829; GO:0046677; GO:0052910
P07287	ARO:3000326;	GO:0000179; GO:0003723; GO:0005829; GO:0046677; GO:0052910
P07641	ARO:3004657;	GO:0008811; GO:0046677
P08457	ARO:3004699;	GO:0016747; GO:0046677
P09885	ARO:3002652;	GO:0005524; GO:0008910; GO:0046677
P09891	ARO:3000594;	GO:0000179; GO:0003723; GO:0005829; GO:0046677
P09979	ARO:3002661;	GO:0005524; GO:0008904; GO:0046677
P0A0H3	ARO:3000347;	GO:0000179; GO:0003723; GO:0005829; GO:0046677; GO:0052910
P0A3M2	ARO:3001064;	GO:0008800; GO:0030655; GO:0046677
P0A3Y5	ARO:3002647;	GO:0005524; GO:0008910; GO:0046677
P0A9Z9	ARO:3001060;	GO:0008800; GO:0030655; GO:0046677
P0AA00	ARO:3001061;	GO:0008800; GO:0030655; GO:0046677
P0ABQ8	ARO:3002863;	GO:0004146; GO:0005829; GO:0006730; GO:0031427; GO:0046452; GO:0046654; GO:0046655; GO:0046677; GO:0050661
P0AC12	ARO:3000412;	GO:0004156; GO:0005829; GO:0046654; GO:0046656; GO:0046872
P0ACT2	ARO:3000656;	GO:0003677; GO:0003700; GO:0006351; GO:0009410; GO:0032993; GO:0045892
P0ACZ7	ARO:3000832;	GO:0000160; GO:0005737; GO:0006351; GO:0006355; GO:0043565
P0AE04	ARO:3000230;	GO:0008871; GO:0046677; GO:0046872
P0C003	ARO:3000410;	GO:0004156; GO:0005829; GO:0046654; GO:0046656; GO:0046872
P0C0P1	ARO:3002865;	GO:0004146; GO:0005829; GO:0006730; GO:0046452; GO:0046654; GO:0046655; GO:0070401
P0DPR4	ARO:3004574;	GO:0005886; GO:0022857; GO:0046677
P0DPR5	ARO:3004573;	GO:0005886; GO:0022857; GO:0046677
P10051	ARO:3002545;	GO:0046677; GO:0047663
P10952	ARO:3000190;	GO:0003924; GO:0005525; GO:0006412; GO:0032790; GO:0046677
P11731	ARO:3002861;	GO:0004146; GO:0005829; GO:0006730; GO:0031427; GO:0046452; GO:0046654; GO:0046655; GO:0046677; GO:0050661
P12833	ARO:3003105;	GO:0004146; GO:0005829; GO:0006730; GO:0031427; GO:0046452; GO:0046654; GO:0046655; GO:0046677; GO:0070401
P13079	ARO:3002823;	GO:0000179; GO:0003723; GO:0005829; GO:0046677
P13082	ARO:3002659;	GO:0005524; GO:0019748; GO:0046677; GO:0050299
P13250	ARO:3002650;	GO:0005524; GO:0008910; GO:0046677
P14171	ARO:3003563;	GO:0008800; GO:0030655; GO:0042597; GO:0046677
P14508	ARO:3002654;	GO:0005524; GO:0008910; GO:0046677
P14509	ARO:3002642;	GO:0005524; GO:0008910; GO:0046677
P14559	ARO:3003564;	GO:0008800; GO:0030655; GO:0046677
P18150	ARO:3002638;	GO:0005524; GO:0046677; GO:0050299
P18622	ARO:3002658;	GO:0005524; GO:0019748; GO:0046677; GO:0050300
P22391	ARO:3002389;	GO:0008800; GO:0030655; GO:0046677
P22615	ARO:3004656;	GO:0008811; GO:0046677
P22616	ARO:3002684;	GO:0008811; GO:0046677
P22782	ARO:3004454;	GO:0008811; GO:0046677
P23181	ARO:3002528;	GO:0046353; GO:0046677
P23954	ARO:3002402;	GO:0008800; GO:0030655; GO:0046677
P24181	ARO:3000502;	GO:0005886; GO:0015562; GO:0042910; GO:0098567; GO:0140330
P25309	ARO:3004457;	GO:0008811; GO:0046677
P26825	ARO:3002687;	GO:0008811; GO:0046677
P26826	ARO:3002686;	GO:0008811; GO:0046677
P26841	ARO:3002679;	GO:0008811; GO:0016407; GO:0046677
P27422	ARO:3002862;	GO:0004146; GO:0005829; GO:0006730; GO:0031427; GO:0046452; GO:0046654; GO:0046655; GO:0046677; GO:0050661
P30896	ARO:3001062;	GO:0008800; GO:0030655; GO:0046677
P30897	ARO:3005588;	GO:0008800; GO:0030655; GO:0046677
P30899	ARO:3003001;	GO:0008800; GO:0030655; GO:0046677
P32714	ARO:3003550;	GO:0009279; GO:0015562; GO:0016020; GO:0022857; GO:0046677; GO:0055085
P35695	ARO:3001402;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
P39843	ARO:3003006;	GO:0005886; GO:0022857; GO:0046677
P43433	ARO:3001306;	GO:0000179; GO:0003723; GO:0005829; GO:0046677
P45439	ARO:3001304;	GO:0000179; GO:0003723; GO:0005829; GO:0046677; GO:0052910
P49856	ARO:3003063;	GO:0005886; GO:0006811; GO:0022857; GO:0055085
P49857	ARO:3003064;	GO:0005886; GO:0006811; GO:0022857; GO:0055085
P50870	ARO:3002843;	GO:0016746; GO:0046677
P62594	ARO:3000873;	GO:0008800; GO:0030655; GO:0046677
P74841	ARO:3001865;	GO:0005576; GO:0008800; GO:0030655; GO:0046677
P78218	ARO:3003013;	GO:0004146; GO:0006730; GO:0031427; GO:0046452; GO:0046654; GO:0046655; GO:0046677; GO:0050661
P81781	ARO:3002245;	GO:0008800; GO:0030655; GO:0046677
P94958	ARO:3002152;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
P94968	ARO:3002526;	GO:0016747; GO:0046677
P95524	ARO:3004644;	GO:0004146; GO:0005829; GO:0006730; GO:0031427; GO:0046452; GO:0046654; GO:0046655; GO:0046677; GO:0050661
Q00014	ARO:3000595;	GO:0000179; GO:0003723; GO:0005829; GO:0046677; GO:0052910
Q02652	ARO:3007127;	GO:0003746; GO:0003924; GO:0005525; GO:0005737; GO:0046677
Q02736	ARO:3002674;	GO:0008811; GO:0046677
Q03058	ARO:3004458;	GO:0008811; GO:0046677
Q04515	ARO:3003011;	GO:0004146; GO:0006730; GO:0031427; GO:0046452; GO:0046654; GO:0046655; GO:0046677; GO:0050661
Q04720	ARO:3000495;	GO:0000179; GO:0003723; GO:0046677
Q06778	ARO:3001406;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
Q06DK7	ARO:3000205;	GO:0004497; GO:0005737; GO:0046677; GO:0071949
Q08425	ARO:3000191;	GO:0003924; GO:0005525; GO:0006412; GO:0032790; GO:0046677
Q15BH7	ARO:3004635;	GO:0046677; GO:0047663
Q32E34	ARO:3003950;	GO:0005524; GO:0005886; GO:0015421; GO:0016887; GO:0034040; GO:0042802
Q3YZV2	ARO:3003578;	GO:0005886; GO:0009103; GO:0009245; GO:0016780; GO:0036108; GO:0046677; GO:0099621
Q43899	ARO:3002555;	GO:0046677; GO:0047663
Q44056	ARO:3002481;	GO:0008800; GO:0030655; GO:0046677
Q44057	ARO:3002554;	GO:0046677; GO:0047663
Q44245	ARO:3002557;	GO:0046677; GO:0047663
Q46306	ARO:3000195;	GO:0003924; GO:0005525; GO:0006412; GO:0032790; GO:0046677
Q47744	ARO:3002921;	GO:0000156; GO:0000976; GO:0005829; GO:0006351; GO:0006355; GO:0032993; GO:0046677; GO:0071555
Q47745	ARO:3002932;	GO:0000155; GO:0004721; GO:0005524; GO:0005886; GO:0016036; GO:0046677; GO:0071555
Q48406	ARO:3000884;	GO:0008800; GO:0030655; GO:0046677
Q4L2Y9	ARO:3004670;	GO:0000287; GO:0005737; GO:0016765; GO:0046677
Q4WR59	ARO:3003942;	GO:0005524; GO:0005886; GO:0016887; GO:0140359
Q51355	ARO:3002243;	GO:0008800; GO:0030655; GO:0046677
Q51400	ARO:3001408;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
Q51429	ARO:3001398;	GO:0008658; GO:0008800; GO:0017001; GO:0046677
Q51574	ARO:3001410;	GO:0008658; GO:0008800; GO:0017001; GO:0046677
Q52424	ARO:3002523;	GO:0046677; GO:0047921
Q53CM3	ARO:3002206;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
Q54441	ARO:3002549;	GO:0046677; GO:0047663
Q59397	ARO:3004548;	GO:0004146; GO:0006730; GO:0031427; GO:0046452; GO:0046654; GO:0046655; GO:0046677; GO:0050661
Q59408	ARO:3003012;	GO:0004146; GO:0005829; GO:0006730; GO:0031427; GO:0046452; GO:0046654; GO:0046655; GO:0046677; GO:0050661
Q59514	ARO:3004761;	GO:0005886; GO:0008800; GO:0030655; GO:0046677
Q59517	ARO:3003562;	GO:0008800; GO:0030655; GO:0046677
Q5MK06	ARO:3000535;	GO:0005524; GO:0005886; GO:0016887; GO:0022857; GO:0046677; GO:0098796
Q5U807	ARO:3002209;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
