uniprot_acc	gene_aro_id	mapped_aro_id	aro_relation	predicate_id	go_id	go_label
A0A499PUN5	ARO:3005863	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A499Q015	ARO:3005864	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A499Q779	ARO:3005339	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A4D6NYC2	ARO:3006023	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A4D6NZ54	ARO:3005344	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A4P8PDG7	ARO:3006025	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A4P8PDX1	ARO:3006028	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A4P8PHH8	ARO:3006026	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A4Q7BT30	ARO:3001608	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A4V0NNF9	ARO:3005866	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A4V1HCP8	ARO:3006029	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A5C0PB15	ARO:3006036	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A5C0PBH6	ARO:3006035	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A5C0PCS9	ARO:3006038	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A5C0PD85	ARO:3006034	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A5C0PDI2	ARO:3006037	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A5C0PW25	ARO:3006042	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A5C0PWT7	ARO:3005138	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A5E5P3G6	ARO:3008674	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A5P2YAB1	ARO:3006045	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A5P2YAB2	ARO:3006044	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A5P2YAC2	ARO:3006049	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A5P2YAC4	ARO:3006054	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A5P2YAC6	ARO:3006055	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A5P2YAD4	ARO:3006064	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A5P2YAD7	ARO:3006059	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A5P2YAE0	ARO:3006053	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A5P2YAE5	ARO:3006074	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A5P2YAE6	ARO:3006073	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A5P2YAE9	ARO:3006068	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A5P2YAF0	ARO:3006063	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A5P2YAF5	ARO:3006083	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A5P2YAF6	ARO:3006084	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A5P2YAG0	ARO:3006072	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A5P2YAG3	ARO:3006078	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A5P2YAH1	ARO:3006082	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A5P2YAQ6	ARO:3006046	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A5P2YAR3	ARO:3006056	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A5P2YAR8	ARO:3006065	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A5P2YAS1	ARO:3006052	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A5P2YAS2	ARO:3006075	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A5P2YAS3	ARO:3006051	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A5P2YAT3	ARO:3006062	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A5P2YAT5	ARO:3006061	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A5P2YAU2	ARO:3006071	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A5P2YAU4	ARO:3006070	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A5P2YAV0	ARO:3006050	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A5P2YAV1	ARO:3006081	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A5P2YAV2	ARO:3006047	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A5P2YAV3	ARO:3006080	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A5P2YAV4	ARO:3006060	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A5P2YAV8	ARO:3006057	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A5P2YAW5	ARO:3006069	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A5P2YAW6	ARO:3006066	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A5P2YAX0	ARO:3006079	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A5P2YAX2	ARO:3006076	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A5P2YAY0	ARO:3006058	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A5P2YAY6	ARO:3006067	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A5P2YAZ1	ARO:3006077	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A5S9MQZ5	ARO:3008197	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A654KZH1	ARO:3001615	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A6A2KTQ9	ARO:3006089	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A6B7HNQ5	ARO:3005668	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A6B9S106	ARO:3005341	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A6C0NE92	ARO:3001805	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A6C0VU12	ARO:3006094	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A6C0VU86	ARO:3006090	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A6C0VVH7	ARO:3006095	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A6C0VW24	ARO:3005136	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A6C0W024	ARO:3006091	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A6F8Z5G7	ARO:3005336	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A6G8J0G4	ARO:3006100	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A6G8J0G7	ARO:3006101	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A6M4NM01	ARO:3006102	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A6N1MDR0	ARO:3001737	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A7H1D0G9	ARO:3005331	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A7H1D0H0	ARO:3005330	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A7H9SQK8	ARO:3006096	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A7H9SU61	ARO:3006097	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A7R7IBD0	ARO:3006117	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A7T7ZWK6	ARO:3004814	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A7U1GEY7	ARO:3006124	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A891LY49	ARO:3006125	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A891M1Z7	ARO:3006127	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A8A5TME2	ARO:3008729	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A8A5TNM9	ARO:3008731	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A8A5TVT9	ARO:3008730	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A8F2XW81	ARO:3008434	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A8G1EJF0	ARO:3008456	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0AAE6WTW7	ARO:3008426	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0AAE9M5D9	ARO:3006018	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0AAJ6IGF7	ARO:3005868	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0AAU8UT28	ARO:3005690	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0AAV3K082	ARO:3001614	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
