goa_row	go_id	evidence	token	accession	gene	organism	reviewed	donor_codes	donor_terms	donor_has_experimental	quickgo_truncated
1	GO:0016192	IBA	UniProtKB:Q92538	Q92538	GBF1	Homo sapiens	Swiss-Prot	IBAx1;IMPx6;TASx2	GO:0006888;GO:0006890;GO:0006892;GO:0006895;GO:0042147;GO:0048205	True	False
1	GO:0016192	IBA	UniProtKB:Q9Y6D5	Q9Y6D5	ARFGEF2	Homo sapiens	Swiss-Prot	IBAx1;IEAx1;IMPx1;TASx1	GO:0006887;GO:0006893	True	False
1	GO:0016192	IBA	WB:WBGene00007703	G5EGS5	gbf-1	Caenorhabditis elegans	Swiss-Prot	IBAx1;IMPx1	GO:0006890;GO:0016197	True	False
1	GO:0016192	IBA	dictyBase:DDB_G0272486	Q86KG9		Dictyostelium discoideum	TrEMBL	IBAx1	GO:0016192	False	False
2	GO:0005802	IBA	FB:FBgn0028538	Q9VJW1	Sec71	Drosophila melanogaster	TrEMBL	IBAx1;IDAx1	GO:0005802	True	False
2	GO:0005802	IBA	RGD:1560793	D4A631	Arfgef1	Rattus norvegicus	Swiss-Prot	IBAx1;IDAx1;IEAx1	GO:0005802	True	False
2	GO:0005802	IBA	RGD:631430	Q7TSU1	Arfgef2	Rattus norvegicus	Swiss-Prot	IBAx1;IDAx2;IEAx1	GO:0005802	True	False
3	GO:0007030	IBA	UniProtKB:Q9Y6D6	Q9Y6D6	ARFGEF1	Homo sapiens	Swiss-Prot	IBAx1;IMPx2	GO:0007030	True	False
4	GO:0005085	IBA	AGI_LocusCode:AT1G13980	Q42510	GN	Arabidopsis thaliana	Swiss-Prot	IBAx1;IDAx1;IEAx1	GO:0005085	True	False
4	GO:0005085	IBA	FB:FBgn0028538	Q9VJW1	Sec71	Drosophila melanogaster	TrEMBL	IBAx1;IDAx1;IEAx1;IPIx1	GO:0005085	True	False
4	GO:0005085	IBA	FB:FBgn0264560	A1Z8W8	garz	Drosophila melanogaster	TrEMBL	IBAx1;IEAx1;IGIx2	GO:0005085	True	False
4	GO:0005085	IBA	MGI:MGI:1334257	Q9QX11	Cyth1	Mus musculus	Swiss-Prot	IBAx1;IDAx1;IEAx1;ISOx1	GO:0005085	True	False
4	GO:0005085	IBA	MGI:MGI:1918215	Q2PFD7	Psd3	Mus musculus	Swiss-Prot	IBAx1;IDAx1;IEAx1	GO:0005085	True	False
4	GO:0005085	IBA	PomBase:SPAC11E3.11c	O13690		Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Swiss-Prot	IBAx1;IEAx1;IMPx1	GO:0005085	True	False
4	GO:0005085	IBA	SGD:S000000748	P39993	GEA2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Swiss-Prot	IBAx1;IDAx1;IEAx1	GO:0005085	True	False
4	GO:0005085	IBA	SGD:S000002577	P11075	SEC7	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Swiss-Prot	IBAx1;IDAx2;IEAx1	GO:0005085	True	False
4	GO:0005085	IBA	SGD:S000003792	P47102	GEA1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Swiss-Prot	IBAx1;IDAx1;IEAx1	GO:0005085	True	False
4	GO:0005085	IBA	SGD:S000005241	P48563	MON2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Swiss-Prot	IBAx1;IGIx1;IPIx1;ISSx1	GO:0005085	True	False
4	GO:0005085	IBA	SGD:S000006299	Q06836	SYT1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Swiss-Prot	IBAx1;IDAx1;IEAx1	GO:0005085	True	False
4	GO:0005085	IBA	UniProtKB:A5PKW4	A5PKW4	PSD	Homo sapiens	Swiss-Prot	IBAx1;IDAx1;IEAx1	GO:0005085	True	False
4	GO:0005085	IBA	UniProtKB:O43739	O43739	CYTH3	Homo sapiens	Swiss-Prot	IBAx1;IDAx2;IEAx1	GO:0005085	True	False
4	GO:0005085	IBA	UniProtKB:Q15438	Q15438	CYTH1	Homo sapiens	Swiss-Prot	IBAx1;IDAx1;IEAx1;TASx1	GO:0005085	True	False
4	GO:0005085	IBA	UniProtKB:Q5JU85	Q5JU85	IQSEC2	Homo sapiens	Swiss-Prot	IBAx1;IDAx1;IEAx1;IMPx1	GO:0005085	True	False
4	GO:0005085	IBA	UniProtKB:Q9UIA0	Q9UIA0	CYTH4	Homo sapiens	Swiss-Prot	IBAx1;IDAx1;IEAx1	GO:0005085	True	False
4	GO:0005085	IBA	UniProtKB:Q9Y6D5	Q9Y6D5	ARFGEF2	Homo sapiens	Swiss-Prot	IBAx1;IDAx2;IEAx1;TASx1	GO:0005085	True	False
4	GO:0005085	IBA	UniProtKB:Q9Y6D6	Q9Y6D6	ARFGEF1	Homo sapiens	Swiss-Prot	IBAx1;IDAx1;IEAx1	GO:0005085	True	False
31	GO:0005802	IEA	UniProtKB:D4A631	D4A631	Arfgef1	Rattus norvegicus	Swiss-Prot	IBAx1;IDAx1;IEAx1	GO:0005802	True	False
32	GO:0031175	IEA	UniProtKB:D4A631	D4A631	Arfgef1	Rattus norvegicus	Swiss-Prot	IMPx1	GO:0031175	True	False
33	GO:0051897	IEA	UniProtKB:D4A631	D4A631	Arfgef1	Rattus norvegicus	Swiss-Prot	IMPx1	GO:0051897	True	False
45	GO:0005802	ISS	UniProtKB:D4A631	D4A631	Arfgef1	Rattus norvegicus	Swiss-Prot	IBAx1;IDAx1;IEAx1	GO:0005802	True	False
