reference	gene_product	symbol	taxon	go_id	qualifier	evidence	with_from	assigned_by
PMID:15644318	UniProtKB:Q9Y6D6	ARFGEF1	9606	GO:0034260	involved_in	IDA		UniProt
PMID:16866877	UniProtKB:Q99417	MYCBP	9606	GO:0005515	enables	IPI	UniProtKB:Q9Y6D5	IntAct
PMID:16866877	UniProtKB:Q99417	MYCBP	9606	GO:0005515	enables	IPI	UniProtKB:Q9Y6D6	IntAct
PMID:16866877	UniProtKB:Q9Y6D5	ARFGEF2	9606	GO:0005515	enables	IPI	UniProtKB:Q99417	IntAct
PMID:16866877	UniProtKB:Q9Y6D6	ARFGEF1	9606	GO:0005515	enables	IPI	UniProtKB:Q99417	IntAct
PMID:18292223	UniProtKB:P19338	NCL	9606	GO:0005515	enables	IPI	UniProtKB:Q9Y6D6	IntAct
PMID:18292223	UniProtKB:Q9Y6D6	ARFGEF1	9606	GO:0005515	enables	IPI	UniProtKB:P19338	IntAct
PMID:18292223	UniProtKB:Q9Y6D6	ARFGEF1	9606	GO:0030532	part_of	IDA		UniProt
PMID:19020088	UniProtKB:Q7Z4S6	KIF21A	9606	GO:0005515	enables	IPI	UniProtKB:Q9Y6D6	IntAct
PMID:19020088	UniProtKB:Q9Y6D6	ARFGEF1	9606	GO:0005515	enables	IPI	UniProtKB:Q7Z4S6	IntAct
PMID:19020088	UniProtKB:Q9Y6D6	ARFGEF1	9606	GO:0005515	enables	IPI	UniProtKB:Q7Z4S6-2	IntAct
PMID:19332778	UniProtKB:Q14432	PDE3A	9606	GO:0005515	enables	IPI	UniProtKB:Q9Y6D5	IntAct
PMID:19332778	UniProtKB:Q14432	PDE3A	9606	GO:0005515	enables	IPI	UniProtKB:Q9Y6D6	IntAct
PMID:19332778	UniProtKB:Q9Y6D5	ARFGEF2	9606	GO:0005515	enables	IPI	UniProtKB:Q14432	IntAct
PMID:19332778	UniProtKB:Q9Y6D5	ARFGEF2	9606	GO:0005515	enables	IPI	UniProtKB:Q9Y6D6	IntAct
PMID:19332778	UniProtKB:Q9Y6D6	ARFGEF1	9606	GO:0005515	enables	IPI	UniProtKB:Q14432	IntAct
PMID:19332778	UniProtKB:Q9Y6D6	ARFGEF1	9606	GO:0005515	enables	IPI	UniProtKB:Q9Y6D5	IntAct
PMID:22084092	UniProtKB:Q14678	KANK1	9606	GO:0005515	enables	IPI	UniProtKB:Q7Z4S6	IntAct
PMID:22084092	UniProtKB:Q14678	KANK1	9606	GO:0005515	enables	IPI	UniProtKB:Q9Y6D6	IntAct
PMID:22084092	UniProtKB:Q14678	KANK1	9606	GO:0090303	involved_in	IMP		UniProt
PMID:22084092	UniProtKB:Q14678	KANK1	9606	GO:2000114	involved_in	IMP		UniProt
PMID:22084092	UniProtKB:Q7Z4S6	KIF21A	9606	GO:0005515	enables	IPI	UniProtKB:Q14678	IntAct
PMID:22084092	UniProtKB:Q7Z4S6	KIF21A	9606	GO:0005515	enables	IPI	UniProtKB:Q9Y6D6	IntAct
PMID:22084092	UniProtKB:Q9Y6D5	ARFGEF2	9606	GO:0005515	enables	IPI	UniProtKB:Q9Y6D6	IntAct
PMID:22084092	UniProtKB:Q9Y6D6	ARFGEF1	9606	GO:0005515	enables	IPI	UniProtKB:Q14678	IntAct
PMID:22084092	UniProtKB:Q9Y6D6	ARFGEF1	9606	GO:0005515	enables	IPI	UniProtKB:Q7Z4S6	IntAct
PMID:22084092	UniProtKB:Q9Y6D6	ARFGEF1	9606	GO:0005515	enables	IPI	UniProtKB:Q9Y6D5	IntAct
PMID:22084092	UniProtKB:Q9Y6D6	ARFGEF1	9606	GO:0030837	involved_in	IMP		UniProt
PMID:22084092	UniProtKB:Q9Y6D6	ARFGEF1	9606	GO:0090303	involved_in	IMP		UniProt
PMID:22084092	UniProtKB:Q9Y6D6	ARFGEF1	9606	GO:2000114	involved_in	IMP		UniProt
PMID:22084092	UniProtKB:Q9Y6D6	ARFGEF1	9606	GO:0048471	located_in	IDA		UniProt
PMID:14973189	UniProtKB:Q9Y6D6	ARFGEF1	9606	GO:0005634	located_in	EXP		UniProt
PMID:14973189	UniProtKB:Q9Y6D6	ARFGEF1	9606	GO:0005730	located_in	IDA		UniProt
PMID:14973189	UniProtKB:Q9Y6D6	ARFGEF1	9606	GO:0016363	located_in	EXP		UniProt
PMID:12571360	UniProtKB:Q9Y6D5	ARFGEF2	9606	GO:0035556	acts_upstream_of_or_within	IDA		MGI
PMID:12571360	UniProtKB:Q9Y6D5	ARFGEF2	9606	GO:0034237	enables	IDA		UniProt
PMID:12571360	UniProtKB:Q9Y6D5	ARFGEF2	9606	GO:0000139	located_in	IDA		MGI
PMID:12571360	UniProtKB:Q9Y6D5	ARFGEF2	9606	GO:0005829	located_in	IDA		MGI
PMID:12571360	UniProtKB:Q9Y6D5	ARFGEF2	9606	GO:0016020	located_in	IDA		MGI
PMID:12571360	UniProtKB:Q9Y6D6	ARFGEF1	9606	GO:0034237	enables	IDA		UniProt
PMID:12571360	UniProtKB:Q9Y6D6	ARFGEF1	9606	GO:0005794	located_in	EXP		UniProt
PMID:17227842	UniProtKB:Q9Y6D6	ARFGEF1	9606	GO:0009101	acts_upstream_of_positive_effect	IMP		UniProt
PMID:17227842	UniProtKB:Q9Y6D6	ARFGEF1	9606	GO:0007030	involved_in	IMP		UniProt
PMID:23572552	UniProtKB:A0A0B4J1S8	PI4KB	9606	GO:0005515	enables	IPI	UniProtKB:Q9H3P7	IntAct
PMID:23572552	UniProtKB:O91464	O91464	650132	GO:0005515	enables	IPI	UniProtKB:Q9H3P7	IntAct
PMID:23572552	UniProtKB:P27348	YWHAQ	9606	GO:0005515	enables	IPI	UniProtKB:Q8WUA7	UniProt
PMID:23572552	UniProtKB:P27348	YWHAQ	9606	GO:0005515	enables	IPI	UniProtKB:Q9NU19	UniProt
PMID:23572552	UniProtKB:P27348	YWHAQ	9606	GO:0005515	enables	IPI	UniProtKB:Q9UBF8	UniProt
PMID:23572552	UniProtKB:P31946	YWHAB	9606	GO:0005515	enables	IPI	UniProtKB:Q8WUA7	UniProt
PMID:23572552	UniProtKB:P31946	YWHAB	9606	GO:0005515	enables	IPI	UniProtKB:Q9NU19	UniProt
PMID:23572552	UniProtKB:P31946	YWHAB	9606	GO:0005515	enables	IPI	UniProtKB:Q9UBF8	UniProt
PMID:23572552	UniProtKB:P31947	SFN	9606	GO:0005515	enables	IPI	UniProtKB:Q9UBF8	UniProt
PMID:23572552	UniProtKB:P61981	YWHAG	9606	GO:0005515	enables	IPI	UniProtKB:Q8WUA7	UniProt
PMID:23572552	UniProtKB:P61981	YWHAG	9606	GO:0005515	enables	IPI	UniProtKB:Q9NU19	UniProt
PMID:23572552	UniProtKB:P61981	YWHAG	9606	GO:0005515	enables	IPI	UniProtKB:Q9UBF8	UniProt
PMID:23572552	UniProtKB:P62258	YWHAE	9606	GO:0005515	enables	IPI	UniProtKB:Q8WUA7	UniProt
PMID:23572552	UniProtKB:P62258	YWHAE	9606	GO:0005515	enables	IPI	UniProtKB:Q9NU19	UniProt
PMID:23572552	UniProtKB:P62258	YWHAE	9606	GO:0005515	enables	IPI	UniProtKB:Q9UBF8	UniProt
PMID:23572552	UniProtKB:P63104	YWHAZ	9606	GO:0005515	enables	IPI	UniProtKB:Q8WUA7	UniProt
PMID:23572552	UniProtKB:P63104	YWHAZ	9606	GO:0005515	enables	IPI	UniProtKB:Q9NU19	UniProt
PMID:23572552	UniProtKB:P63104	YWHAZ	9606	GO:0005515	enables	IPI	UniProtKB:Q9UBF8	UniProt
PMID:23572552	UniProtKB:Q04917	YWHAH	9606	GO:0005515	enables	IPI	UniProtKB:Q8WUA7	UniProt
PMID:23572552	UniProtKB:Q04917	YWHAH	9606	GO:0005515	enables	IPI	UniProtKB:Q9NU19	UniProt
PMID:23572552	UniProtKB:Q04917	YWHAH	9606	GO:0005515	enables	IPI	UniProtKB:Q9UBF8	UniProt
PMID:23572552	UniProtKB:Q15907	RAB11B	9606	GO:0005515	enables	IPI	UniProtKB:Q9UBF8	UniProt
PMID:23572552	UniProtKB:Q5T2E6	ARMH3	9606	GO:0005515	enables	IPI	UniProtKB:Q9UBF8	UniProt
PMID:23572552	UniProtKB:Q8WUA7	TBC1D22A	9606	GO:0005515	enables	IPI	UniProtKB:P27348|UniProtKB:P31946|UniProtKB:P61981|UniProtKB:P62258|UniProtKB:P63104|UniProtKB:Q04917|UniProtKB:Q9H3P7|UniProtKB:Q9Y6D6	UniProt
PMID:23572552	UniProtKB:Q8WUA7	TBC1D22A	9606	GO:0005515	enables	IPI	UniProtKB:Q9H3P7	IntAct
PMID:23572552	UniProtKB:Q8WUA7	TBC1D22A	9606	GO:0071889	enables	IDA		UniProt
PMID:23572552	UniProtKB:Q92538	GBF1	9606	GO:0005515	enables	IPI	UniProtKB:P03300-PRO_0000424692	IntAct
PMID:23572552	UniProtKB:Q9H3P7	ACBD3	9606	GO:0005515	enables	IPI	UniProtKB:A0A0B4J1S8	IntAct
PMID:23572552	UniProtKB:Q9H3P7	ACBD3	9606	GO:0005515	enables	IPI	UniProtKB:O91464	IntAct
PMID:23572552	UniProtKB:Q9H3P7	ACBD3	9606	GO:0005515	enables	IPI	UniProtKB:P03300-PRO_0000424692	IntAct
PMID:23572552	UniProtKB:Q9H3P7	ACBD3	9606	GO:0005515	enables	IPI	UniProtKB:Q66282-PRO_0000039600	IntAct
PMID:23572552	UniProtKB:Q9H3P7	ACBD3	9606	GO:0005515	enables	IPI	UniProtKB:Q8WUA7	UniProt
PMID:23572552	UniProtKB:Q9H3P7	ACBD3	9606	GO:0005515	enables	IPI	UniProtKB:Q8WUA7	IntAct
PMID:23572552	UniProtKB:Q9H3P7	ACBD3	9606	GO:0005515	enables	IPI	UniProtKB:Q9NU19	UniProt
PMID:23572552	UniProtKB:Q9H3P7	ACBD3	9606	GO:0005515	enables	IPI	UniProtKB:Q9NU19	IntAct
PMID:23572552	UniProtKB:Q9H3P7	ACBD3	9606	GO:0005515	enables	IPI	UniProtKB:Q9UBF8	UniProt
PMID:23572552	UniProtKB:Q9NU19	TBC1D22B	9606	GO:0005515	enables	IPI	UniProtKB:P27348|UniProtKB:P31946|UniProtKB:P61981|UniProtKB:P62258|UniProtKB:P63104|UniProtKB:Q04917|UniProtKB:Q9H3P7|UniProtKB:Q9Y6D6	UniProt
PMID:23572552	UniProtKB:Q9NU19	TBC1D22B	9606	GO:0005515	enables	IPI	UniProtKB:Q9H3P7	IntAct
PMID:23572552	UniProtKB:Q9NU19	TBC1D22B	9606	GO:0071889	enables	IDA		UniProt
PMID:23572552	UniProtKB:Q9UBF8	PI4KB	9606	GO:0005515	enables	IPI	UniProtKB:P03300-PRO_0000424692	IntAct
PMID:23572552	UniProtKB:Q9UBF8	PI4KB	9606	GO:0005515	enables	IPI	UniProtKB:P27348|UniProtKB:P31946|UniProtKB:P31947|UniProtKB:P61981|UniProtKB:P62258|UniProtKB:P63104|UniProtKB:Q04917|UniProtKB:Q15907|UniProtKB:Q5T2E6	UniProt
PMID:23572552	UniProtKB:Q9UBF8	PI4KB	9606	GO:0005515	enables	IPI	UniProtKB:Q9H3P7	UniProt
PMID:23572552	UniProtKB:Q9UBF8	PI4KB	9606	GO:0071889	enables	IDA		UniProt
PMID:23572552	UniProtKB:Q9Y6D6	ARFGEF1	9606	GO:0005515	enables	IPI	UniProtKB:Q8WUA7	UniProt
PMID:23572552	UniProtKB:Q9Y6D6	ARFGEF1	9606	GO:0005515	enables	IPI	UniProtKB:Q9NU19	UniProt
PMID:20360857	UniProtKB:Q9Y6D5	ARFGEF2	9606	GO:0007032	involved_in	IMP		UniProt
PMID:20360857	UniProtKB:Q9Y6D5	ARFGEF2	9606	GO:0010256	involved_in	IMP		UniProt
PMID:20360857	UniProtKB:Q9Y6D6	ARFGEF1	9606	GO:0007030	involved_in	IMP		UniProt
PMID:20360857	UniProtKB:Q9Y6D6	ARFGEF1	9606	GO:0010256	involved_in	IMP		UniProt
PMID:16417406	UniProtKB:O14974	PPP1R12A	9606	GO:0005515	enables	IPI	UniProtKB:P55160	UniProt
PMID:16417406	UniProtKB:P23246	SFPQ	9606	GO:0005515	enables	IPI	UniProtKB:P55160	UniProt
PMID:16417406	UniProtKB:P31751	AKT2	9606	GO:0005515	enables	IPI	UniProtKB:P55160	UniProt
PMID:16417406	UniProtKB:P46459	NSF	9606	GO:0005515	enables	IPI	UniProtKB:P55160	UniProt
PMID:16417406	UniProtKB:P55160	NCKAP1L	9606	GO:0005096	enables	IMP		UniProt
PMID:16417406	UniProtKB:P55160	NCKAP1L	9606	GO:0005515	enables	IPI	UniProtKB:O14974	UniProt
PMID:16417406	UniProtKB:P55160	NCKAP1L	9606	GO:0005515	enables	IPI	UniProtKB:P23246	UniProt
PMID:16417406	UniProtKB:P55160	NCKAP1L	9606	GO:0005515	enables	IPI	UniProtKB:P31751	UniProt
PMID:16417406	UniProtKB:P55160	NCKAP1L	9606	GO:0005515	enables	IPI	UniProtKB:P46459	UniProt
PMID:16417406	UniProtKB:P55160	NCKAP1L	9606	GO:0005515	enables	IPI	UniProtKB:P98171	UniProt
PMID:16417406	UniProtKB:P55160	NCKAP1L	9606	GO:0005515	enables	IPI	UniProtKB:Q09666	UniProt
PMID:16417406	UniProtKB:P55160	NCKAP1L	9606	GO:0005515	enables	IPI	UniProtKB:Q13459	UniProt
PMID:16417406	UniProtKB:P55160	NCKAP1L	9606	GO:0005515	enables	IPI	UniProtKB:Q14457	UniProt
PMID:16417406	UniProtKB:P55160	NCKAP1L	9606	GO:0005515	enables	IPI	UniProtKB:Q15233	UniProt
PMID:16417406	UniProtKB:P55160	NCKAP1L	9606	GO:0005515	enables	IPI	UniProtKB:Q8IZP0	UniProt
PMID:16417406	UniProtKB:P55160	NCKAP1L	9606	GO:0005515	enables	IPI	UniProtKB:Q8NEB9	UniProt
PMID:16417406	UniProtKB:P55160	NCKAP1L	9606	GO:0005515	enables	IPI	UniProtKB:Q8TD16	UniProt
PMID:16417406	UniProtKB:P55160	NCKAP1L	9606	GO:0005515	enables	IPI	UniProtKB:Q9Y6D6	UniProt
PMID:16417406	UniProtKB:P55160	NCKAP1L	9606	GO:0005515	enables	IPI	UniProtKB:Q9Y6W5	UniProt
PMID:16417406	UniProtKB:P55160	NCKAP1L	9606	GO:0030295	enables	IMP		UniProt
PMID:16417406	UniProtKB:P55160	NCKAP1L	9606	GO:0044877	enables	IDA		UniProt
PMID:16417406	UniProtKB:P55160	NCKAP1L	9606	GO:0006935	involved_in	IDA		UniProt
PMID:16417406	UniProtKB:P55160	NCKAP1L	9606	GO:0030011	involved_in	IMP		UniProt
PMID:16417406	UniProtKB:P55160	NCKAP1L	9606	GO:0030866	involved_in	IMP		UniProt
PMID:16417406	UniProtKB:P55160	NCKAP1L	9606	GO:0035556	involved_in	IMP		UniProt
PMID:16417406	UniProtKB:P55160	NCKAP1L	9606	GO:0070358	involved_in	IMP		UniProt
PMID:16417406	UniProtKB:P55160	NCKAP1L	9606	GO:0005737	located_in	EXP		UniProt
PMID:16417406	UniProtKB:P55160	NCKAP1L	9606	GO:0005829	located_in	IDA		UniProt
PMID:16417406	UniProtKB:P55160	NCKAP1L	9606	GO:0005886	located_in	EXP		UniProt
PMID:16417406	UniProtKB:P55160	NCKAP1L	9606	GO:0031209	part_of	IDA		UniProt
PMID:16417406	UniProtKB:P98171	ARHGAP4	9606	GO:0005515	enables	IPI	UniProtKB:P55160	UniProt
PMID:16417406	UniProtKB:Q09666	AHNAK	9606	GO:0005515	enables	IPI	UniProtKB:P55160	UniProt
PMID:16417406	UniProtKB:Q13459	MYO9B	9606	GO:0005515	enables	IPI	UniProtKB:P55160	UniProt
PMID:16417406	UniProtKB:Q14457	BECN1	9606	GO:0005515	enables	IPI	UniProtKB:P55160	UniProt
PMID:16417406	UniProtKB:Q15233	NONO	9606	GO:0005515	enables	IPI	UniProtKB:P55160	UniProt
PMID:16417406	UniProtKB:Q8IZP0	ABI1	9606	GO:0005515	enables	IPI	UniProtKB:P55160	UniProt
PMID:16417406	UniProtKB:Q8NEB9	PIK3C3	9606	GO:0005515	enables	IPI	UniProtKB:P55160	UniProt
PMID:16417406	UniProtKB:Q8TD16	BICD2	9606	GO:0005515	enables	IPI	UniProtKB:P55160	UniProt
PMID:16417406	UniProtKB:Q9Y6D6	ARFGEF1	9606	GO:0005515	enables	IPI	UniProtKB:P55160	UniProt
PMID:16417406	UniProtKB:Q9Y6W5	WASF2	9606	GO:0005515	enables	IPI	UniProtKB:P55160	UniProt
PMID:19651892	UniProtKB:Q8K3E7	Dpy30	10116	GO:0005515	enables	IPI	UniProtKB:Q9Y6D6	UniProt
PMID:19651892	UniProtKB:Q9C005	DPY30	9606	GO:0016197	involved_in	IMP		UniProt
PMID:19651892	UniProtKB:Q9C005	DPY30	9606	GO:0005634	located_in	IDA		UniProt
PMID:19651892	UniProtKB:Q9C005	DPY30	9606	GO:0005802	located_in	IDA		UniProt
PMID:19651892	UniProtKB:Q9Y6D6	ARFGEF1	9606	GO:0005515	enables	IPI	UniProtKB:Q8K3E7	UniProt
PMID:10212200	UniProtKB:Q9Y6D5	ARFGEF2	9606	GO:0005085	enables	TAS		PINC
PMID:10212200	UniProtKB:Q9Y6D5	ARFGEF2	9606	GO:0005085	enables	IDA		MGI
PMID:10212200	UniProtKB:Q9Y6D5	ARFGEF2	9606	GO:0006887	involved_in	TAS		PINC
PMID:10212200	UniProtKB:Q9Y6D6	ARFGEF1	9606	GO:0006887	involved_in	TAS		PINC
