AI suggested action	AI note	COMMENT (FIXED /OK) - by Contributor	Contributor note	Git handle of respondent	assigned_by	bioentity	bioentity_label	reference	qualifier	annotation_class	annotation_class_label	evidence_type	evidence_with	bioentity_isoform	panther_family	date	annotation_extension_class	taxon
TRANSFER_TO GO:0051610 serotonin uptake	OCT2-mediated serotonin uptake is supported by the cited OCT substrate profile study (PMID:16581093).				UniProt	RGD:61936	Slc22a2	PMID:16581093		GO:0006837	serotonin transport	IDA		RGD:61936	PANTHER:PTHR24064	20230125		NCBITaxon:10116
TRANSFER_TO GO:0051610 serotonin uptake	OCT1 transports serotonin at plasma membrane (PMID:16581093)				UniProt	RGD:3224	Slc22a1	PMID:16581093		GO:0006837	serotonin transport	IDA		RGD:3224	PANTHER:PTHR24064	20221005		NCBITaxon:10116
TRANSFER_TO GO:0051610 serotonin uptake	'OCT2 and OCT3 share a similar monoamine preference profile' including serotonin (PMID:16581093)				UniProt	UniProtKB:O15244	SLC22A2	PMID:16581093		GO:0006837	serotonin transport	IDA		UniProtKB:O15244	PANTHER:PTHR24064	20230125		NCBITaxon:9606
TRANSFER_TO GO:0051610 serotonin uptake	OCT3 plasma membrane serotonin uptake is supported by the cited study (PMID:16581093).				UniProt	UniProtKB:O75751	SLC22A3	PMID:16581093		GO:0006837	serotonin transport	IDA		UniProtKB:O75751	PANTHER:PTHR24064	20230125		NCBITaxon:9606
TRANSFER_TO GO:0051610 serotonin uptake	Rat OCT3 serotonin uptake at plasma membrane (PMID:16581093)				UniProt	RGD:3701	Slc22a3	PMID:16581093		GO:0006837	serotonin transport	IDA		RGD:3701	PANTHER:PTHR24064	20230125		NCBITaxon:10116
TRANSFER_TO GO:0051610 serotonin uptake	'PMAT...organic cation transport activity'; PMAT transports serotonin as organic cation (PMID:17121826)				UniProt	UniProtKB:Q7RTT9	SLC29A4	PMID:17121826		GO:0006837	serotonin transport	IDA		UniProtKB:Q7RTT9	PANTHER:PTHR10332	20230125		NCBITaxon:9606
UNDECIDED	PMID:18513366 describes broad aminergic changes in Oct3/Slc22a3-deficient mice; primary evidence is insufficient to justify serotonin-specific uptake assignment.				UniProt	MGI:MGI:1333817	Slc22a3	PMID:18513366		GO:0006837	serotonin transport	IMP		MGI:MGI:1333817	PANTHER:PTHR24064	20230125		NCBITaxon:10090
REMOVE	SLC29A3/ENT3 is a nucleoside transporter localized to mitochondria/lysosomes; serotonin transported with 'poor intrinsic activity' only (PMID:19164483). Not a genuine serotonin transporter.				UniProt	UniProtKB:Q9BZD2	SLC29A3	PMID:19164483		GO:0006837	serotonin transport	IDA		UniProtKB:Q9BZD2	PANTHER:PTHR10332	20230223		NCBITaxon:9606
TRANSFER_TO GO:0051610 serotonin uptake	Slc6a4/SERT KO mice show 5-HT depletion impairing tumor angiogenesis (PMID:19308295); confirms serotonin reuptake function				UniProt	MGI:MGI:96285	Slc6a4	PMID:19308295		GO:0006837	serotonin transport	IMP		MGI:MGI:96285	PANTHER:PTHR11616	20100611		NCBITaxon:10090
TRANSFER_TO GO:0051610 serotonin uptake	'PMAT-mediated...serotonin...transported as organic cation substrates' (PMID:20592246)				UniProt	UniProtKB:Q7RTT9	SLC29A4	PMID:20592246		GO:0006837	serotonin transport	IDA		UniProtKB:Q7RTT9	PANTHER:PTHR10332	20230125		NCBITaxon:9606
TRANSFER_TO GO:0051610 serotonin uptake	'hPMAT is highly selective toward serotonin (5-HT) and dopamine...major uptake2 transporter for 5-HT' (PMID:20858707)				UniProt	UniProtKB:Q7RTT9	SLC29A4	PMID:20858707		GO:0006837	serotonin transport	IDA		UniProtKB:Q7RTT9	PANTHER:PTHR10332	20230125		NCBITaxon:9606
TRANSFER_TO GO:0051610 serotonin uptake	'hOCT3...V(max)/K(m) rank order: histamine > NE, epi > dopamine > 5-HT' — OCT3 transports serotonin (PMID:20858707)				UniProt	UniProtKB:O75751	SLC22A3	PMID:20858707		GO:0006837	serotonin transport	IDA		UniProtKB:O75751	PANTHER:PTHR24064	20230125		NCBITaxon:9606
UNDECIDED	PMID:23255610 reports reduced broad monoamine uptake in Pmat(-/-) tissues; primary evidence is insufficient for serotonin-specific uptake transfer in this row.				UniProt	MGI:MGI:2385330	Slc29a4	PMID:23255610		GO:0006837	serotonin transport	IMP		MGI:MGI:2385330	PANTHER:PTHR10332	20230125		NCBITaxon:10090
UNDECIDED	PMID:24961373 explicitly notes serotonin as needing further study for OCT1; primary evidence is insufficient for serotonin-specific uptake transfer.				UniProt	MGI:MGI:108111	Slc22a1	PMID:24961373		GO:0006837	serotonin transport	IDA		MGI:MGI:108111	PANTHER:PTHR24064	20221005		NCBITaxon:10090
UNDECIDED	PMID:24961373 indicates serotonin as needing further study for OCT1; primary evidence is insufficient for serotonin-specific uptake transfer in this row.				UniProt	UniProtKB:O15245	SLC22A1	PMID:24961373		GO:0006837	serotonin transport	IDA		UniProtKB:O15245	PANTHER:PTHR24064	20221005		NCBITaxon:9606
TRANSFER_TO GO:0051610 serotonin uptake	'Serotonin transported by mouse Oct1 with Km 257 uM, Vmax 16162' (PMID:35469921 Table 1)				UniProt	MGI:MGI:108111	Slc22a1	PMID:35469921		GO:0006837	serotonin transport	IDA		MGI:MGI:108111	PANTHER:PTHR24064	20221005		NCBITaxon:10090
TRANSFER_TO GO:0051610 serotonin uptake	'Serotonin transported by human OCT1 with Km 663 uM, Vmax 6183' (PMID:35469921 Table 1)				UniProt	UniProtKB:O15245	SLC22A1	PMID:35469921		GO:0006837	serotonin transport	IDA		UniProtKB:O15245	PANTHER:PTHR24064	20221005		NCBITaxon:9606
TRANSFER_TO GO:0051610 serotonin uptake	'electrogenic transport of...serotonin...Km 80+/-20 uM (serotonin)' (PMID:9687576); OCT2 plasma membrane serotonin uptake				UniProt	UniProtKB:O15244	SLC22A2	PMID:9687576		GO:0006837	serotonin transport	IDA		UniProtKB:O15244	PANTHER:PTHR24064	20221122		NCBITaxon:9606
TRANSFER_TO GO:0051610 serotonin uptake	'Expression of OCT2r induces specific transport of...5-HT...Km 3.6 mmol/liter' (PMID:9812985)				UniProt	RGD:61936	Slc22a2	PMID:9812985		GO:0006837	serotonin transport	IDA		RGD:61936	PANTHER:PTHR24064	20221122		NCBITaxon:10116
TRANSFER_TO GO:0098700 neurotransmitter loading into synaptic vesicle	'C. elegans VMAT is associated with synaptic vesicles...has serotonin and dopamine transport activity' (PMID:9870940); cat-1 is vesicular transporter				WB	WB:WBGene00000295	cat-1	PMID:9870940		GO:0006837	serotonin transport	IDA		WB:WBGene00000295	PANTHER:PTHR23506	20160223		NCBITaxon:6239
TRANSFER_TO GO:0051610 serotonin uptake	'drSERT...inhibition of [3H]5-HT uptake' (PMID:18266934); zebrafish SERT performs serotonin reuptake				ZFIN	ZFIN:ZDB-GENE-060314-1	slc6a4a	PMID:18266934|ZFIN:ZDB-PUB-080228-4		GO:0006837	serotonin transport	IDA			PANTHER:PTHR11616	20071205		NCBITaxon:7955
UNDECIDED	PMID:23505051 in this context is centered on histamine handling in astrocytes and does not provide clear primary evidence for serotonin-specific uptake transfer.				ARUK-UCL	UniProtKB:Q7RTT9	SLC29A4	PMID:23505051		GO:0015844	monoamine transport	IMP		UniProtKB:Q7RTT9	PANTHER:PTHR10332	20200430	CL:0000127|CHEBI:18295|GO:0009897|GO:0009898	NCBITaxon:9606
UNDECIDED	PMID:23505051 reports only a minor contribution of OCT3/Slc22a3 to histamine transport in astrocytes; insufficient as primary evidence for direct monoamine transport transfer from GO:0015844.				ARUK-UCL	UniProtKB:O75751	SLC22A3	PMID:23505051		GO:0015844	monoamine transport	IMP		UniProtKB:O75751	PANTHER:PTHR24064	20200430	CL:0000127|CHEBI:18295|GO:0009897|GO:0009898	NCBITaxon:9606
TRANSFER_TO GO:0051610 serotonin uptake	SerT=dSERT, Drosophila serotonin transporter; PMID:11125028 notes 'a cocaine-sensitive serotonin carrier exists in flies'				FlyBase	FB:FBgn0010414	SerT	PMID:11125028		GO:0015844	monoamine transport	IDA		FB:FBgn0010414	PANTHER:PTHR11616	20080529		NCBITaxon:7227
TRANSFER_TO GO:0098700 neurotransmitter loading into synaptic vesicle	'DVMAT-A functions as a vesicular transporter for DA, 5HT, and octopamine in vivo' (PMID:15849736)				FlyBase	FB:FBgn0260964	Vmat	PMID:15849736		GO:0015844	monoamine transport	IDA		FB:FBgn0260964	PANTHER:PTHR23506	20080626		NCBITaxon:7227
TRANSFER_TO GO:0090493 catecholamine uptake	'Orct3-null mice show an impaired uptake-2 activity...Two uptake systems that control noradrenaline and adrenaline' (PMID:11390648); OCT3 is extraneuronal catecholamine uptake transporter				MGI	MGI:MGI:1333817	Slc22a3	PMID:11390648		GO:0015844	monoamine transport	IMP	MGI:MGI:2388117	MGI:MGI:1333817	PANTHER:PTHR24064	20071224	EMAPA:16105	NCBITaxon:10090
TRANSFER_TO GO:0090493 catecholamine uptake	'Orct3-null mice show an impaired uptake-2 activity' in placenta (PMID:11390648); catecholamine uptake at fetoplacental interface				MGI	MGI:MGI:1333817	Slc22a3	PMID:11390648		GO:0015844	monoamine transport	IMP	MGI:MGI:2388117	MGI:MGI:1333817	PANTHER:PTHR24064	20071224	EMAPA:35689	NCBITaxon:10090
TRANSFER_TO GO:0051610 serotonin uptake	IRIP inhibits SERT-mediated serotonin uptake (PMID:16024787); 'activities of...monoamine transporters were also inhibited by IRIP'				MGI	UniProtKB:P31645	SLC6A4	PMID:16024787		GO:0015844	monoamine transport	IDA		UniProtKB:P31645	PANTHER:PTHR11616	20051223		NCBITaxon:9606
TRANSFER_TO GO:0051620 norepinephrine uptake	'IRIP overexpression caused a significant reduction in norepinephrine uptake' via NET (PMID:16024787)				MGI	UniProtKB:P23975	SLC6A2	PMID:16024787		GO:0015844	monoamine transport	IDA		UniProtKB:P23975	PANTHER:PTHR11616	20051223		NCBITaxon:9606
TRANSFER_TO GO:0090494 dopamine uptake	'IRIP overexpression inhibited...hDAT' dopamine uptake measured (PMID:16024787)				MGI	UniProtKB:Q01959	SLC6A3	PMID:16024787		GO:0015844	monoamine transport	IDA		UniProtKB:Q01959	PANTHER:PTHR11616	20051223		NCBITaxon:9606
TRANSFER_TO GO:0098700 neurotransmitter loading into synaptic vesicle	SLC18A2/VMAT2 is 'A human synaptic vesicle monoamine transporter' (PMID:8095030 TAS)				PINC	UniProtKB:Q05940	SLC18A2	PMID:8095030		GO:0015844	monoamine transport	TAS		UniProtKB:Q05940	PANTHER:PTHR23506	20030904		NCBITaxon:9606
TRANSFER_TO GO:0098700 neurotransmitter loading into synaptic vesicle	'[3H]serotonin accumulation suggested sequestration by an intracellular compartment...ATP dependent' (PMID:1438304); VMAT vesicular loading				RGD	RGD:3694	Slc18a2	PMID:1438304		GO:0015844	monoamine transport	IDA		RGD:3694	PANTHER:PTHR23506	20100326		NCBITaxon:10116
TRANSFER_TO GO:0051610 serotonin uptake	'rPMAT...inhibited by serotonin, dopamine...rPMAT siRNA suppressed [3H]MPP+ uptake' (PMID:21538354); rat PMAT transports serotonin at brain barriers				RGD	RGD:1310545	Slc29a4	PMID:21538354		GO:0015844	monoamine transport	IDA		RGD:1310545	PANTHER:PTHR10332	20140108		NCBITaxon:10116
TRANSFER_TO GO:0090493 catecholamine uptake	'OCT1 efficiently transports catecholamines and other biogenic amines' (PMID:9776363); OCT1 plasma membrane catecholamine uptake				RGD	RGD:3224	Slc22a1	PMID:9776363		GO:0015844	monoamine transport	IDA		RGD:3224	PANTHER:PTHR24064	20071203		NCBITaxon:10116
REMOVE	PICK1 is a PDZ adaptor that enhances DAT surface expression but does NOT transport monoamines itself. 'Coexpression of PICK1 with DAT...results in...enhancement of DAT uptake activity through increase in plasma membrane DAT' (PMID:11343649). REMOVE.				UniProt	UniProtKB:Q9NRD5	PICK1	PMID:11343649		GO:0015844	monoamine transport	IDA		UniProtKB:Q9NRD5	PANTHER:PTHR12141	20030811		NCBITaxon:9606
TRANSFER_TO GO:0090493 catecholamine uptake	OCT1 plasma membrane catecholamine uptake (PMID:16581093)				UniProt	RGD:3224	Slc22a1	PMID:16581093		GO:0015844	monoamine transport	IDA		RGD:3224	PANTHER:PTHR24064	20221005		NCBITaxon:10116
TRANSFER_TO GO:0051610 serotonin uptake	'Serotonin transported by mouse Oct1 Km 257 uM' (PMID:35469921 Table 1)				UniProt	MGI:MGI:108111	Slc22a1	PMID:35469921		GO:0015844	monoamine transport	IDA		MGI:MGI:108111	PANTHER:PTHR24064	20221005		NCBITaxon:10090
TRANSFER_TO GO:0051610 serotonin uptake	'Serotonin transported by human OCT1 Km 663 uM' (PMID:35469921 Table 1)				UniProt	UniProtKB:O15245	SLC22A1	PMID:35469921		GO:0015844	monoamine transport	IDA		UniProtKB:O15245	PANTHER:PTHR24064	20221005		NCBITaxon:9606
TRANSFER_TO GO:0098700 neurotransmitter loading into synaptic vesicle	'Distinct pharmacological properties...of two isoforms of the human vesicular monoamine transporter...Serotonin has a similar affinity for both transporters' (PMID:8643547)				UniProt	UniProtKB:P54219	SLC18A1	PMID:8643547		GO:0015844	monoamine transport	TAS		UniProtKB:P54219	PANTHER:PTHR23506	20010809		NCBITaxon:9606
UNDECIDED	PMID:18513366 reports broad altered aminergic neurotransmission in Oct3/Slc22a3 KO; primary evidence is insufficient for dopamine-specific uptake transfer.				ARUK-UCL	MGI:MGI:1333817	Slc22a3	PMID:18513366		GO:0015872	dopamine transport	IMP		MGI:MGI:1333817	PANTHER:PTHR24064	20200604	UBERON:0002264|GO:0006836|UBERON:0001851|UBERON:0000955|GO:0006836|UBERON:0002435|GO:0006836|UBERON:0000988|GO:0006836	NCBITaxon:10090
TRANSFER_TO GO:0051583 dopamine uptake involved in synaptic transmission	'dDAT...dopamine and tyramine are the preferred substrates' (PMID:11125028); Drosophila DAT performs synaptic dopamine reuptake				FlyBase	FB:FBgn0034136	DAT	PMID:11125028		GO:0015872	dopamine transport	IDA		FB:FBgn0034136	PANTHER:PTHR11616	20080529		NCBITaxon:7227
TRANSFER_TO GO:0160310 dopamine loading into synaptic vesicle	'Overexpression or knockdown of the Drosophila VMAT, which regulates cytosolic DA homeostasis, partially rescues or exacerbates...parkin toxicity' (PMID:17267552); dVMAT loads DA into vesicles				FlyBase	FB:FBgn0260964	Vmat	PMID:17267552		GO:0015872	dopamine transport	IMP		FB:FBgn0260964	PANTHER:PTHR23506	20080626		NCBITaxon:7227
REMOVE	Drd1 is dopamine D1 RECEPTOR not a transporter. Paper: 'Galpha(olf) levels regulated by receptor usage and control dopamine action in striatum' (PMID:11404425). REMOVE.				MGI	MGI:MGI:99578	Drd1	PMID:11404425		GO:0015872	dopamine transport	IMP	MGI:MGI:1857158	MGI:MGI:99578	PANTHER:PTHR24248	20081224		NCBITaxon:10090
REMOVE	Chrm5 is M5 muscarinic RECEPTOR not a transporter. Paper: 'M5 muscarinic receptors required for prolonged accumbal dopamine release' = dopamine secretion via neuronal stimulation (PMID:11756520). REMOVE.				MGI	MGI:MGI:109248	Chrm5	PMID:11756520		GO:0015872	dopamine transport	IDA		MGI:MGI:109248	PANTHER:PTHR24247	20030509		NCBITaxon:10090
TRANSFER_TO GO:0051583 dopamine uptake involved in synaptic transmission	'removal of the DAT dramatically prolongs the lifetime (300 times) of extracellular dopamine' (PMID:9520487); DAT KO shows loss of synaptic dopamine reuptake				MGI	MGI:MGI:94862	Slc6a3	PMID:9520487		GO:0015872	dopamine transport	IMP	MGI:MGI:2386303	MGI:MGI:94862	PANTHER:PTHR11616	20021227		NCBITaxon:10090
TRANSFER_TO GO:0160310 dopamine loading into synaptic vesicle	VMAT2/SLC18A2 loads dopamine into synaptic vesicles; review of SV trafficking in PD (PMID:21563316 TAS)				ParkinsonsUK-UCL	UniProtKB:Q05940	SLC18A2	PMID:21563316		GO:0015872	dopamine transport	TAS		UniProtKB:Q05940	PANTHER:PTHR23506	20140827		NCBITaxon:9606
TRANSFER_TO GO:0051583 dopamine uptake involved in synaptic transmission	'dopamine uptake activity with appropriate pharmacology and in a sodium-dependent fashion' (PMID:1765147); rat DAT cloned and functional				RGD	RGD:3715	Slc6a3	PMID:1765147		GO:0015872	dopamine transport	IDA		RGD:3715	PANTHER:PTHR11616	20050217		NCBITaxon:10116
TRANSFER_TO GO:0051583 dopamine uptake involved in synaptic transmission	'The activity of DAT was measured by the uptake of [3H]DA into NAc synaptosomes' (PMID:20412389)				RGD	RGD:3715	Slc6a3	PMID:20412389		GO:0015872	dopamine transport	IDA		RGD:3715	PANTHER:PTHR11616	20100823		NCBITaxon:10116
TRANSFER_TO GO:0090494 dopamine uptake	'OCT1 resulted in transport activity for...3H-dopamine' (PMID:9776363)				RGD	RGD:3224	Slc22a1	PMID:9776363		GO:0015872	dopamine transport	IDA		RGD:3224	PANTHER:PTHR24064	20071203		NCBITaxon:10116
TRANSFER_TO GO:0090494 dopamine uptake	'OCT3 mediates the uptake of...dopamine' (PMID:9830022)				RGD	RGD:3701	Slc22a3	PMID:9830022		GO:0015872	dopamine transport	IDA		RGD:3701	PANTHER:PTHR24064	20071214		NCBITaxon:10116
TRANSFER_TO GO:0051583 dopamine uptake involved in synaptic transmission	'Cocaine affinity decreased by mutations...of dopamine transporter' dDAT; functional transporter demonstrated (PMID:12606774)				UniProt	FB:FBgn0034136	DAT	PMID:12606774		GO:0015872	dopamine transport	IDA		FB:FBgn0034136	PANTHER:PTHR11616	20160302		NCBITaxon:7227
TRANSFER_TO GO:0090494 dopamine uptake	'PMAT efficiently transports...dopamine (Km=329 uM)' (PMID:15448143)				UniProt	UniProtKB:Q7RTT9	SLC29A4	PMID:15448143		GO:0015872	dopamine transport	IDA		UniProtKB:Q7RTT9	PANTHER:PTHR10332	20230125		NCBITaxon:9606
TRANSFER_TO GO:0051583 dopamine uptake involved in synaptic transmission	'dopamine uptake in HEK293 cells...Vmax=7.3 dpm in cells expressing DAT' (PMID:15505207); human DAT dopamine uptake directly measured				UniProt	UniProtKB:Q01959	SLC6A3	PMID:15505207		GO:0015872	dopamine transport	IDA		UniProtKB:Q01959	PANTHER:PTHR11616	20140331		NCBITaxon:9606
REMOVE	Pick1 is a PDZ adaptor. 'PICK1 PDZ domain binds the type II sequence presented by the human dopamine transporter (-WLKV)' (PMID:15774468). PICK1 does NOT transport dopamine. REMOVE.				UniProt	RGD:69437	Pick1	PMID:15774468		GO:0015872	dopamine transport	NAS		RGD:69437	PANTHER:PTHR12141	20050525		NCBITaxon:10116
TRANSFER_TO GO:0090494 dopamine uptake	OCT2-mediated dopamine uptake is supported by the cited OCT substrate profile study (PMID:16581093).				UniProt	RGD:61936	Slc22a2	PMID:16581093		GO:0015872	dopamine transport	IDA		RGD:61936	PANTHER:PTHR24064	20230125		NCBITaxon:10116
TRANSFER_TO GO:0090494 dopamine uptake	OCT1 transports dopamine at plasma membrane (PMID:16581093)				UniProt	RGD:3224	Slc22a1	PMID:16581093		GO:0015872	dopamine transport	IDA		RGD:3224	PANTHER:PTHR24064	20221004		NCBITaxon:10116
TRANSFER_TO GO:0090494 dopamine uptake	OCT2-mediated dopamine uptake is supported by the cited study (PMID:16581093).				UniProt	UniProtKB:O15244	SLC22A2	PMID:16581093		GO:0015872	dopamine transport	IDA		UniProtKB:O15244	PANTHER:PTHR24064	20230125		NCBITaxon:9606
TRANSFER_TO GO:0090494 dopamine uptake	OCT3-mediated dopamine uptake is supported by the cited study (PMID:16581093).				UniProt	UniProtKB:O75751	SLC22A3	PMID:16581093		GO:0015872	dopamine transport	IDA		UniProtKB:O75751	PANTHER:PTHR24064	20230125		NCBITaxon:9606
TRANSFER_TO GO:0090494 dopamine uptake	PMAT-mediated dopamine uptake is supported by the cited study (PMID:17121826).				UniProt	UniProtKB:Q7RTT9	SLC29A4	PMID:17121826		GO:0015872	dopamine transport	IDA		UniProtKB:Q7RTT9	PANTHER:PTHR10332	20230125		NCBITaxon:9606
UNDECIDED	PMID:18513366 provides broad aminergic phenotype evidence in Oct3/Slc22a3-deficient mice, not direct dopamine uptake-specific primary support.				UniProt	MGI:MGI:1333817	Slc22a3	PMID:18513366		GO:0015872	dopamine transport	IMP		MGI:MGI:1333817	PANTHER:PTHR24064	20230125		NCBITaxon:10090
REMOVE	SLC29A3/ENT3 is a nucleoside transporter in mitochondria/lysosomes. Paper characterizes nucleoside drug transport; dopamine only mentioned with 'poor intrinsic activity' (PMID:19164483). Not a genuine dopamine transporter. REMOVE.				UniProt	UniProtKB:Q9BZD2	SLC29A3	PMID:19164483		GO:0015872	dopamine transport	IDA		UniProtKB:Q9BZD2	PANTHER:PTHR10332	20230223		NCBITaxon:9606
TRANSFER_TO GO:0090494 dopamine uptake	'hPMAT is highly selective toward serotonin (5-HT) and dopamine' (PMID:20858707)				UniProt	UniProtKB:Q7RTT9	SLC29A4	PMID:20858707		GO:0015872	dopamine transport	IDA		UniProtKB:Q7RTT9	PANTHER:PTHR10332	20230125		NCBITaxon:9606
TRANSFER_TO GO:0090494 dopamine uptake	OCT3 transports dopamine at plasma membrane (PMID:20858707)				UniProt	UniProtKB:O75751	SLC22A3	PMID:20858707		GO:0015872	dopamine transport	IDA		UniProtKB:O75751	PANTHER:PTHR24064	20230125		NCBITaxon:9606
UNDECIDED	PMID:23255610 reports reduced broad monoamine uptake in Pmat(-/-) tissues; primary evidence is insufficient for dopamine-specific uptake transfer in this row.				UniProt	MGI:MGI:2385330	Slc29a4	PMID:23255610		GO:0015872	dopamine transport	IMP		MGI:MGI:2385330	PANTHER:PTHR10332	20230125		NCBITaxon:10090
TRANSFER_TO GO:0090494 dopamine uptake	'Dopamine transported by mouse Oct1 Km 285 uM, Vmax 1714' (PMID:35469921 Table 1)				UniProt	MGI:MGI:108111	Slc22a1	PMID:35469921		GO:0015872	dopamine transport	IDA		MGI:MGI:108111	PANTHER:PTHR24064	20221004		NCBITaxon:10090
TRANSFER_TO GO:0090494 dopamine uptake	'Dopamine transported by human OCT1 Km 674 uM, Vmax 718' (PMID:35469921 Table 1)				UniProt	UniProtKB:O15245	SLC22A1	PMID:35469921		GO:0015872	dopamine transport	IDA		UniProtKB:O15245	PANTHER:PTHR24064	20221004		NCBITaxon:9606
TRANSFER_TO GO:0090494 dopamine uptake	'Expression of OCT2r induces specific transport of...dopamine...Km 2.1 mmol/liter' (PMID:9812985)				UniProt	RGD:61936	Slc22a2	PMID:9812985		GO:0015872	dopamine transport	IDA		RGD:61936	PANTHER:PTHR24064	20221122		NCBITaxon:10116
TRANSFER_TO GO:0090494 dopamine uptake	'OCT3 mediates the uptake of...dopamine' (PMID:9830022)				UniProt	RGD:3701	Slc22a3	PMID:9830022		GO:0015872	dopamine transport	IDA		RGD:3701	PANTHER:PTHR24064	20230125		NCBITaxon:10116
TRANSFER_TO GO:0160310 dopamine loading into synaptic vesicle	'C. elegans VMAT is associated with synaptic vesicles...has serotonin and dopamine transport activity' (PMID:9870940); cat-1 is vesicular transporter loading dopamine				WB	WB:WBGene00000295	cat-1	PMID:9870940		GO:0015872	dopamine transport	IDA		WB:WBGene00000295	PANTHER:PTHR23506	20160223		NCBITaxon:6239
TRANSFER_TO GO:0051620 norepinephrine uptake	OCT1/SLC22A1 plasma membrane norepinephrine uptake is supported by the cited study (PMID:24688079).				ARUK-UCL	UniProtKB:O15245	SLC22A1	PMID:24688079		GO:0015874	norepinephrine transport	IDA		UniProtKB:O15245	PANTHER:PTHR24064	20200424		NCBITaxon:9606
TRANSFER_TO GO:0051620 norepinephrine uptake	'rNETa isoform...transports norepinephrine' (PMID:10196144); NET is plasma membrane norepinephrine uptake transporter				RGD	RGD:621822	Slc6a2	PMID:10196144		GO:0015874	norepinephrine transport	IDA		RGD:621822	PANTHER:PTHR11616	20050217		NCBITaxon:10116
TRANSFER_TO GO:0051620 norepinephrine uptake	'OCT1 transport activity for...3H-noradrenaline...half-saturating concentration...2.8 mmol/liter' (PMID:9776363)				RGD	RGD:3224	Slc22a1	PMID:9776363		GO:0015874	norepinephrine transport	IDA		RGD:3224	PANTHER:PTHR24064	20071203		NCBITaxon:10116
TRANSFER_TO GO:0051620 norepinephrine uptake	OCT3 = 'corticosterone-sensitive extraneuronal catecholamine transporter' performing NE uptake (PMID:10196521)				UniProt	UniProtKB:O75751	SLC22A3	PMID:10196521		GO:0015874	norepinephrine transport	IDA		UniProtKB:O75751	PANTHER:PTHR24064	20230116		NCBITaxon:9606
