action	gp2term	notes	assigned_by	bioentity	bioentity_label	reference	qualifier	existing_gp2term	annotation_class	annotation_class_label	evidence_type	evidence_with	bioentity_isoform	panther_family	date	annotation_extension_class	taxon
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	Exoc7 (mouse Exo70 homolog), exocyst subunit. PMID:22420621 review establishes exocyst tethering function. Reannotate to GO:7770062 vesicle membrane tethering activity (MF).	ComplexPortal	MGI:MGI:1859270	Exoc7	PMID:22420621		involved_in	GO:0090522	vesicle tethering involved in exocytosis	NAS		MGI:MGI:1859270	PANTHER:PTHR12542	20250305		NCBITaxon:10090
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	"Mouse exocyst complex (CPX-4983). PMID:22420621 review establishes exocyst as ""implicated in tethering secretory vesicles to the plasma membrane."" Reannotate to GO:7770062 vesicle membrane tethering activity (MF)."	ComplexPortal	ComplexPortal:CPX-4983	exocyst_mouse-1	PMID:22420621		involved_in	GO:0090522	vesicle tethering involved in exocytosis	NAS				20250305		NCBITaxon:10090
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	Mouse exocyst complex (CPX-4982). PMID:22420621 review establishes exocyst tethering function. Reannotate to GO:7770062 vesicle membrane tethering activity (MF).	ComplexPortal	ComplexPortal:CPX-4982	exocyst_mouse	PMID:22420621		involved_in	GO:0090522	vesicle tethering involved in exocytosis	NAS				20250305		NCBITaxon:10090
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	Exoc1 (mouse Sec3 homolog), exocyst subunit. PMID:22420621 review establishes exocyst tethering function. Reannotate to GO:7770062 vesicle membrane tethering activity (MF).	ComplexPortal	MGI:MGI:2445020	Exoc1	PMID:22420621		involved_in	GO:0090522	vesicle tethering involved in exocytosis	NAS		MGI:MGI:2445020	PANTHER:PTHR16092	20250305		NCBITaxon:10090
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	EXOC3 (human Sec6 homolog), exocyst subunit. PMID:22420621 review establishes exocyst tethering function. Reannotate to GO:7770062 vesicle membrane tethering activity (MF).	ComplexPortal	UniProtKB:O60645	EXOC3	PMID:22420621		involved_in	GO:0090522	vesicle tethering involved in exocytosis	NAS		UniProtKB:O60645	PANTHER:PTHR21292	20251229		NCBITaxon:9606
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	EXOC6 (human Sec15 homolog), exocyst subunit. PMID:22420621 review establishes exocyst tethering function. Reannotate to GO:7770062 vesicle membrane tethering activity (MF).	ComplexPortal	UniProtKB:Q8TAG9	EXOC6	PMID:22420621		involved_in	GO:0090522	vesicle tethering involved in exocytosis	NAS		UniProtKB:Q8TAG9	PANTHER:PTHR12702	20251229		NCBITaxon:9606
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	EXOC5 (human Sec10 homolog), exocyst subunit. PMID:22420621 review establishes exocyst tethering function. Reannotate to GO:7770062 vesicle membrane tethering activity (MF).	ComplexPortal	UniProtKB:O00471	EXOC5	PMID:22420621		involved_in	GO:0090522	vesicle tethering involved in exocytosis	NAS		UniProtKB:O00471	PANTHER:PTHR12100	20251229		NCBITaxon:9606
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	"exoc-8 (C. elegans Exo84 homolog), exocyst subunit. PMID:24192838 shows ""defective exoc-8 caused accumulation of exocytotic SNARE proteins"" consistent with exocyst role ""in tethering of transport vesicles to the plasma membrane."" IMP evidence from exoc-8 mutants. Reannotate to GO:7770062 vesicle membrane tethering activity (MF)."	ComplexPortal	WB:WBGene00013687	exoc-8	PMID:24192838		involved_in	GO:0090522	vesicle tethering involved in exocytosis	IMP		WB:WBGene00013687	PANTHER:PTHR21426	20240827		NCBITaxon:6239
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	"C. elegans exocyst complex (CPX-712). PMID:24192838 demonstrates exocyst-mediated membrane trafficking with IMP evidence. The exocyst is ""involved in tethering of transport vesicles to the plasma membrane."" Reannotate to GO:7770062 vesicle membrane tethering activity (MF)."	ComplexPortal	ComplexPortal:CPX-712	exocyst_caeel	PMID:24192838		involved_in	GO:0090522	vesicle tethering involved in exocytosis	IMP				20240827		NCBITaxon:6239
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	sec-6 (C. elegans Sec6/EXOC3 homolog), exocyst subunit. PMID:24192838 provides IMP evidence for C. elegans exocyst tethering function. Reannotate to GO:7770062 vesicle membrane tethering activity (MF).	ComplexPortal	WB:WBGene00017284	sec-6	PMID:24192838		involved_in	GO:0090522	vesicle tethering involved in exocytosis	IMP		WB:WBGene00017284	PANTHER:PTHR21292	20240827		NCBITaxon:6239
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	sec-10 (C. elegans Sec10/EXOC5 homolog), exocyst subunit. PMID:24192838 provides IMP evidence for C. elegans exocyst tethering function. Reannotate to GO:7770062 vesicle membrane tethering activity (MF).	ComplexPortal	WB:WBGene00016376	sec-10	PMID:24192838		involved_in	GO:0090522	vesicle tethering involved in exocytosis	IMP		WB:WBGene00016376	PANTHER:PTHR12100	20240827		NCBITaxon:6239
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	sec-15 (C. elegans Sec15/EXOC6 homolog), exocyst subunit. PMID:24192838 provides IMP evidence for C. elegans exocyst tethering function. Reannotate to GO:7770062 vesicle membrane tethering activity (MF).	ComplexPortal	WB:WBGene00016188	sec-15	PMID:24192838		involved_in	GO:0090522	vesicle tethering involved in exocytosis	IMP		WB:WBGene00016188	PANTHER:PTHR12702	20240827		NCBITaxon:6239
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	sec-8 (C. elegans Sec8/EXOC4 homolog), exocyst subunit. PMID:24192838 provides IMP evidence for C. elegans exocyst tethering function. Reannotate to GO:7770062 vesicle membrane tethering activity (MF).	ComplexPortal	WB:WBGene00004753	sec-8	PMID:24192838		involved_in	GO:0090522	vesicle tethering involved in exocytosis	IMP		WB:WBGene00004753	PANTHER:PTHR14146	20240827		NCBITaxon:6239
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	sec-5 (C. elegans Sec5/EXOC2 homolog), exocyst subunit. PMID:24192838 provides IMP evidence for C. elegans exocyst tethering function. Reannotate to GO:7770062 vesicle membrane tethering activity (MF).	ComplexPortal	WB:WBGene00004752	sec-5	PMID:24192838		involved_in	GO:0090522	vesicle tethering involved in exocytosis	IMP		WB:WBGene00004752	PANTHER:PTHR13043	20240827		NCBITaxon:6239
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	sec-3 (C. elegans Sec3/EXOC1 homolog), exocyst subunit. PMID:24192838 provides IMP evidence for C. elegans exocyst tethering function. Reannotate to GO:7770062 vesicle membrane tethering activity (MF).	ComplexPortal	WB:WBGene00018703	sec-3	PMID:24192838		involved_in	GO:0090522	vesicle tethering involved in exocytosis	IMP		WB:WBGene00018703	PANTHER:PTHR16092	20240827		NCBITaxon:6239
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	exoc-7 (C. elegans Exo70/EXOC7 homolog), exocyst subunit. PMID:24192838 provides IMP evidence for C. elegans exocyst tethering function. Reannotate to GO:7770062 vesicle membrane tethering activity (MF).	ComplexPortal	WB:WBGene00016606	exoc-7	PMID:24192838		involved_in	GO:0090522	vesicle tethering involved in exocytosis	IMP		WB:WBGene00016606	PANTHER:PTHR12542	20240827		NCBITaxon:6239
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	"Drosophila Exo84, exocyst subunit. PMID:25453831 (Gillingham 2014 Rab effectors study) identifies all eight exocyst subunits as Rab30-GTP-specific interactors and notes the exocyst ""mediates tethering of Golgi-derived vesicles at the plasma membrane."" NAS evidence. Reannotate to GO:7770062 vesicle membrane tethering activity (MF)."	ComplexPortal	FB:FBgn0290418	Exo84	PMID:25453831		involved_in	GO:0090522	vesicle tethering involved in exocytosis	NAS		FB:FBgn0290418		20240827		NCBITaxon:7227
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	"Drosophila exocyst complex (EXOC group). PMID:25453831 identifies the exocyst as mediating ""tethering of Golgi-derived vesicles at the plasma membrane."" NAS evidence. Reannotate to GO:7770062 vesicle membrane tethering activity (MF)."	ComplexPortal	FB:FBgg0000107	EXOC	PMID:25453831		involved_in	GO:0090522	vesicle tethering involved in exocytosis	NAS				20240827		NCBITaxon:7227
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	Drosophila Sec15, exocyst subunit. PMID:25453831 identifies all eight exocyst subunits in Rab30-GTP pull-downs, consistent with exocyst tethering function. NAS evidence. Reannotate to GO:7770062 vesicle membrane tethering activity (MF).	ComplexPortal	FB:FBgn0266674	Sec15	PMID:25453831		involved_in	GO:0090522	vesicle tethering involved in exocytosis	NAS		FB:FBgn0266674	PANTHER:PTHR12702	20240827		NCBITaxon:7227
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	Drosophila Sec10, exocyst subunit. PMID:25453831 identifies all eight exocyst subunits in Rab30-GTP pull-downs, consistent with exocyst tethering function. NAS evidence. Reannotate to GO:7770062 vesicle membrane tethering activity (MF).	ComplexPortal	FB:FBgn0266673	Sec10	PMID:25453831		involved_in	GO:0090522	vesicle tethering involved in exocytosis	NAS		FB:FBgn0266673	PANTHER:PTHR12100	20240827		NCBITaxon:7227
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	Drosophila Sec8, exocyst subunit. PMID:25453831 identifies all eight exocyst subunits in Rab30-GTP pull-downs, consistent with exocyst tethering function. NAS evidence. Reannotate to GO:7770062 vesicle membrane tethering activity (MF).	ComplexPortal	FB:FBgn0266672	Sec8	PMID:25453831		involved_in	GO:0090522	vesicle tethering involved in exocytosis	NAS		FB:FBgn0266672	PANTHER:PTHR14146	20240827		NCBITaxon:7227
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	Drosophila Sec6, exocyst subunit. PMID:25453831 identifies all eight exocyst subunits in Rab30-GTP pull-downs, consistent with exocyst tethering function. NAS evidence. Reannotate to GO:7770062 vesicle membrane tethering activity (MF).	ComplexPortal	FB:FBgn0266671	Sec6	PMID:25453831		involved_in	GO:0090522	vesicle tethering involved in exocytosis	NAS		FB:FBgn0266671	PANTHER:PTHR21292	20240827		NCBITaxon:7227
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	Drosophila Sec5, exocyst subunit. PMID:25453831 identifies all eight exocyst subunits in Rab30-GTP pull-downs, consistent with exocyst tethering function. NAS evidence. Reannotate to GO:7770062 vesicle membrane tethering activity (MF).	ComplexPortal	FB:FBgn0266670	Sec5	PMID:25453831		involved_in	GO:0090522	vesicle tethering involved in exocytosis	NAS		FB:FBgn0266670	PANTHER:PTHR13043	20240827		NCBITaxon:7227
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	Drosophila Sec3, exocyst subunit. PMID:25453831 identifies all eight exocyst subunits in Rab30-GTP pull-downs, consistent with exocyst tethering function. NAS evidence. Reannotate to GO:7770062 vesicle membrane tethering activity (MF).	ComplexPortal	FB:FBgn0266669	Sec3	PMID:25453831		involved_in	GO:0090522	vesicle tethering involved in exocytosis	NAS		FB:FBgn0266669	PANTHER:PTHR16092	20240827		NCBITaxon:7227
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	Drosophila Exo70, exocyst subunit. PMID:25453831 identifies all eight exocyst subunits in Rab30-GTP pull-downs, consistent with exocyst tethering function. NAS evidence. Reannotate to GO:7770062 vesicle membrane tethering activity (MF).	ComplexPortal	FB:FBgn0266667	Exo70	PMID:25453831		involved_in	GO:0090522	vesicle tethering involved in exocytosis	NAS		FB:FBgn0266667	PANTHER:PTHR12542	20240827		NCBITaxon:7227
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	"S. pombe sec3, exocyst subunit. PMID:22768263 shows sec3 is required for secretion and ""sec3 is required for secretion and cell division"" and functionally equivalent to Sec3 in other exocyst complexes. IMP evidence. Reannotate to GO:7770062 vesicle membrane tethering activity (MF)."	PomBase	PomBase:SPAC17G8.12	sec3	PMID:22768263		involved_in	GO:0090522	vesicle tethering involved in exocytosis	IMP		PomBase:SPAC17G8.12		20120716		NCBITaxon:4896
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	"S. pombe sec3, exocyst subunit. PMID:22891673 confirms sec3 function: ""the exocyst complex tethers post-Golgi secretory vesicles to the plasma membrane prior to docking and fusion"" and SpSec3 is the missing fission yeast exocyst subunit. IMP evidence. Reannotate to GO:7770062 vesicle membrane tethering activity (MF)."	PomBase	PomBase:SPAC17G8.12	sec3	PMID:22891673		involved_in	GO:0090522	vesicle tethering involved in exocytosis	IMP		PomBase:SPAC17G8.12		20130430		NCBITaxon:4896
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	"S. pombe sec3, exocyst subunit. PMID:30726745 confirms Sec3 as a substrate of NDR kinase Orb6 and component of the exocyst complex that ""positively regulates exocytosis."" EXP evidence. Reannotate to GO:7770062 vesicle membrane tethering activity (MF)."	PomBase	PomBase:SPAC17G8.12	sec3	PMID:30726745		involved_in	GO:0090522	vesicle tethering involved in exocytosis	EXP		PomBase:SPAC17G8.12		20190514		NCBITaxon:4896
KEEP GO:0090522 vesicle tethering involved in exocytosis	involved_in	"S. pombe rga7, an F-BAR domain Rho2 GAP. PMID:41144523 shows rga7 is part of the Ync13-Rga7-Rng10 module that ""selectively recruits the TRAPP-II...to tether vesicles containing the glucan synthases Bgs4 and Ags1 along the cleavage furrow."" Rga7 is NOT itself a membrane-bridging tether but a scaffold/regulator that recruits tethering complexes. The existing BP annotation GO:0090522 (vesicle tethering involved in exocytosis) is more appropriate than the MF GO:7770062. However, the role is more specifically in secondary septum formation at the cleavage furrow. Suggested replacement: keep as BP but consider a more specific term for ""regulation of vesicle tethering"" or ""vesicle targeting to division site."" Do NOT reannotate to GO:7770062 MF."	PomBase	PomBase:SPBC23G7.08c	rga7	PMID:41144523		involved_in	GO:0090522	vesicle tethering involved in exocytosis	EXP		PomBase:SPBC23G7.08c	PANTHER:PTHR23176	20251210		NCBITaxon:4896
KEEP GO:0090522 vesicle tethering involved in exocytosis	involved_in	"S. pombe rng10, a coiled-coil protein. PMID:41144523 shows rng10 is part of the Ync13-Rga7-Rng10 module that ""selectively recruits the TRAPP-II...to tether vesicles."" Rng10 is a scaffolding/regulatory component of the module that recruits the tethering complex TRAPP-II, rather than itself being a membrane-bridging tether. EXP evidence supports vesicle targeting activity but not directly GO:7770062 MF. Keep as BP GO:0090522. Do NOT reannotate to GO:7770062 MF. Consider a more specific term for coordination of vesicle targeting at the cleavage furrow."	PomBase	PomBase:SPAC688.07c	rng10	PMID:41144523		involved_in	GO:0090522	vesicle tethering involved in exocytosis	EXP		PomBase:SPAC688.07c		20251210		NCBITaxon:4896
KEEP GO:0090522 vesicle tethering involved in exocytosis	involved_in	"C. elegans aex-6, the RAB-27 GTPase. PMID:22527519 shows ""RAB-27/AEX-6 is involved in the tethering of DCVs."" RAB-27 is a Rab GTPase that mediates dense core vesicle tethering, but as a GTPase that recruits effectors, it does not directly bridge two membranes in the manner described by GO:7770062 (membrane-membrane adaptor activity). The primary MF of aex-6/RAB-27 is GTPase activity. The existing BP annotation to GO:0090522 is appropriate. Do NOT reannotate to GO:7770062 MF. The IMP phenotype is consistent with a role in vesicle tethering as a BP."	WB	WB:WBGene00000089	aex-6	PMID:22527519		involved_in	GO:0090522	vesicle tethering involved in exocytosis	IMP		WB:WBGene00000089	PANTHER:PTHR47977	20140821		NCBITaxon:6239
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	"S. cerevisiae VPS33, HOPS complex subunit. PMID:10944212 established the HOPS complex (containing VPS33, VPS16, VAM6/VPS39, VPS41, PEP3/VPS18, PEP5/VPS11) as a 38S tethering complex that ""hops to Ypt7p, activating this Ypt/Rab switch to initiate docking."" HOPS is the canonical endolysosomal tethering complex. NAS evidence. Reannotate to GO:7770062 vesicle membrane tethering activity (MF)."	ComplexPortal	SGD:S000004388	VPS33	PMID:10944212		involved_in	GO:0099022	vesicle tethering	NAS		SGD:S000004388	PANTHER:PTHR11679	20240827		NCBITaxon:559292
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	S. cerevisiae VPS16, HOPS complex subunit. PMID:10944212 established HOPS as the vacuolar tethering complex. NAS evidence. Reannotate to GO:7770062 vesicle membrane tethering activity (MF).	ComplexPortal	SGD:S000005966	VPS16	PMID:10944212		involved_in	GO:0099022	vesicle tethering	NAS		SGD:S000005966	PANTHER:PTHR12811	20240827		NCBITaxon:559292
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	S. cerevisiae VAM6/VPS39, HOPS complex subunit. PMID:10944212 established HOPS as the vacuolar tethering complex; VAM6/VPS39 is part of the 38S HOPS complex that initiates docking. NAS evidence. Reannotate to GO:7770062 vesicle membrane tethering activity (MF).	ComplexPortal	SGD:S000002235	VAM6	PMID:10944212		involved_in	GO:0099022	vesicle tethering	NAS		SGD:S000002235	PANTHER:PTHR12894	20240827		NCBITaxon:559292
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	S. cerevisiae VPS41, HOPS complex subunit. PMID:10944212 established HOPS as the vacuolar tethering complex. NAS evidence. Reannotate to GO:7770062 vesicle membrane tethering activity (MF).	ComplexPortal	SGD:S000002487	VPS41	PMID:10944212		involved_in	GO:0099022	vesicle tethering	NAS		SGD:S000002487	PANTHER:PTHR12616	20240827		NCBITaxon:559292
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	S. cerevisiae HOPS complex (CPX-1625). PMID:10944212 established HOPS as the canonical vacuolar membrane tethering complex. NAS evidence. Reannotate to GO:7770062 vesicle membrane tethering activity (MF).	ComplexPortal	SGD:S000217945	CPX-1625	PMID:10944212		involved_in	GO:0099022	vesicle tethering	NAS				20240827		NCBITaxon:559292
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	S. cerevisiae PEP3/VPS18, HOPS complex subunit. PMID:10944212 established HOPS as the vacuolar tethering complex. NAS evidence. Reannotate to GO:7770062 vesicle membrane tethering activity (MF).	ComplexPortal	SGD:S000004138	PEP3	PMID:10944212		involved_in	GO:0099022	vesicle tethering	NAS		SGD:S000004138	PANTHER:PTHR23323	20240827		NCBITaxon:559292
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	S. cerevisiae PEP5/VPS11, HOPS complex subunit. PMID:10944212 established HOPS as the vacuolar tethering complex. NAS evidence. Reannotate to GO:7770062 vesicle membrane tethering activity (MF).	ComplexPortal	SGD:S000004844	PEP5	PMID:10944212		involved_in	GO:0099022	vesicle tethering	NAS		SGD:S000004844	PANTHER:PTHR23323	20240827		NCBITaxon:559292
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	"S. cerevisiae VPS33, HOPS/CORVET shared subunit. PMID:23417307 directly proves CORVET is ""a bona fide tether for Vps21-positive endosome/vacuole membranes"" in vitro: ""Purified CORVET can specifically tether Vps21-positive membranes."" IDA evidence. Reannotate to GO:7770062 vesicle membrane tethering activity (MF)."	ComplexPortal	SGD:S000004388	VPS33	PMID:23417307		involved_in	GO:0099022	vesicle tethering	IDA		SGD:S000004388	PANTHER:PTHR11679	20240827		NCBITaxon:559292
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	S. cerevisiae VPS16, HOPS/CORVET shared subunit. PMID:23417307 directly demonstrates CORVET tethering activity with purified complex. IDA evidence. Reannotate to GO:7770062 vesicle membrane tethering activity (MF).	ComplexPortal	SGD:S000005966	VPS16	PMID:23417307		involved_in	GO:0099022	vesicle tethering	IDA		SGD:S000005966	PANTHER:PTHR12811	20240827		NCBITaxon:559292
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	S. cerevisiae VPS8, CORVET-specific subunit. PMID:23417307 establishes CORVET (containing VPS8) as a bona fide membrane tether. IDA evidence from purified complex tethering assays. Reannotate to GO:7770062 vesicle membrane tethering activity (MF).	ComplexPortal	SGD:S000000002	VPS8	PMID:23417307		involved_in	GO:0099022	vesicle tethering	IDA		SGD:S000000002	PANTHER:PTHR12616	20240827		NCBITaxon:559292
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	"S. cerevisiae CORVET complex (CPX-1626). PMID:23417307 directly demonstrates ""Purified CORVET can specifically tether Vps21-positive membranes"" in vitro, establishing it as ""a bona fide tether."" IDA evidence. Reannotate to GO:7770062 vesicle membrane tethering activity (MF)."	ComplexPortal	SGD:S000217946	CPX-1626	PMID:23417307		involved_in	GO:0099022	vesicle tethering	IDA		SGD:S000217946	PANTHER:PTHR12616	20240827		NCBITaxon:559292
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	S. cerevisiae PEP3/VPS18, CORVET/HOPS shared subunit. PMID:23417307 establishes CORVET tethering activity with purified complex. IDA evidence. Reannotate to GO:7770062 vesicle membrane tethering activity (MF).	ComplexPortal	SGD:S000004138	PEP3	PMID:23417307		involved_in	GO:0099022	vesicle tethering	IDA		SGD:S000004138	PANTHER:PTHR23323	20240827		NCBITaxon:559292
